EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,FTDefRebounds,Travels,Loose Ball Fouls,Offensive Fouls,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,SecondChanceAtRimPctAssisted,BlockingFouls,Offensive Fouls Drawn,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,on,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked
101150,1610612746,Lou Williams,Lou Williams,101150,LAC,40936.0,682,34.0,1433,1414,554.0,571.0,164.0,2847,38.0,66.0,3.0,7.0,14.0,27.0,27.0,69.0,21.0,42.0,15.0,38.0,1.0,5.0,4.0,14.0,45.0,109.0,3.0,6.0,15.0,41.0,86.0,177.0,60.0,147.0,101.0,453.0,1582,7.0,15.0,4.0,11.0,7.0,33.0,33.0,62.0,19.0,55.0,53.0,176.0,36.0,136.0,123.0,57.0,4.0,1.0,2.0,106.0,44.0,10.0,1.0,73.0,35.0,108.0,21.0,14.0,59.0,10.0,4.0,251.0,2.0,9.0,17.0,22.0,39.0,11.0,50.0,3.0,35.0,27.0,8.0,40.0,8.0,32.0,16.0,3.0,8.0,1.0,56.0,6.0,23.0,11.0,33.0,2.0,85.0,1.0,2.0,3.0,112.0,3.0,1.0,13.0,33.0,4.0,13.0,5.0,2.0,2.0,1.0,5.0,2.0,173.0,546.0,6.0,11.0,0.2093023255813953,0.2142857142857142,0.6833333333333333,0.4081632653061224,0.3636363636363636,0.3454545454545454,0.4068965517241379,0.4858757062146893,0.4666666666666667,0.532258064516129,0.5432098765432098,0.5,0.5256410256410257,0.5945945945945946,0.5344827586206896,0.602112676056338,0.4537037037037037,0.0068027210884353,0.0564971751412429,0.0606060606060606,0.072463768115942,0.0238095238095238,0.0091743119266055,26.426799007444167,0.7142857142857143,0.0564102564102564,0.0243243243243243,0.0669291338582677,0.0076335877862595,0.0605590062111801,0.0174050632911392,0.0326797385620915,0.0238095238095238,0.0109890109890109,0.0052356020942408,0.0140845070422535,0.0522875816993464,0.0467289719626168,0.0692307692307692,0.0673575129533678,0.0655737704918032,0.0181818181818181,0.4,0.2037037037037037,0.5757575757575758,0.6129032258064516,0.131578947368421,0.2129629629629629,0.391304347826087,0.421875,0.2962962962962963,0.1296296296296296,0.5,0.5121951219512195,0.238095238095238,0.1172839506172839,0.3947368421052631,0.3947368421052631,1.0,0.3364197530864197,0.4128440366972477,0.4166666666666667,0.5777777777777777,0.2692307692307692,0.4285714285714285,0.1923076923076923,0.2,1.0,0.2307692307692307,0.5,0.3333333333333333,0.2307692307692307,0.5185185185185185,0.1196581196581196,0.2857142857142857,0.3504273504273504,0.3658536585365853,0.6574074074074074,0.4150943396226415,0.5086472049689441,0.544185294117647,0.5135052173913045,0.103641456582633,0.1594202898550724,0.0266666666666666,0.0728476821192053,0.3885209713024282,8.01920903954802,25.79659863945578,0.3866015352407537,,,,,,,,,,,,,,,,True,,,,
1626149,1610612746,Montrezl Harrell,Montrezl Harrell,1626149,LAC,7408.0,123,-7.0,258,262,111.0,109.0,27.0,520,21.0,32.0,4.0,8.0,8.0,12.0,2.0,2.0,,,,,,,,,,,,,,,23.0,34.0,,,13.0,59.0,278,4.0,8.0,,,1.0,9.0,8.0,12.0,,,7.0,23.0,34.0,12.0,,,6.0,,,,,2.0,,2.0,,2.0,,,1.0,1.0,,4.0,4.0,6.0,6.0,10.0,17.0,11.0,28.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,5.0,,1.0,,8.0,2.0,4.0,9.0,13.0,1.0,14.0,2.0,1.0,,22.0,2.0,,,6.0,,6.0,6.0,4.0,1.0,1.0,6.0,5.0,23.0,110.0,1.0,3.0,0.7391304347826086,0.85,,,,,,0.6764705882352942,0.5,0.6666666666666666,0.6764705882352942,0.5,0.6666666666666666,0.6704545454545454,0.5,0.6052631578947368,,,0.0588235294117647,0.0625,,,,17.869415807560138,0.375,0.1098901098901098,0.0895522388059701,0.1333333333333333,0.0930232558139534,0.1176470588235294,0.0909090909090909,0.1428571428571428,0.0588235294117647,,0.1111111111111111,,0.088235294117647,0.1923076923076923,0.064516129032258,0.125,0.2,0.1111111111111111,0.8333333333333334,0.9411764705882352,0.65625,0.7,0.7619047619047619,0.0588235294117647,1.0,1.0,0.5,,,,,,,,,,,,,1.0,0.5,,,,,,,1.0,0.6666666666666666,,,,,0.9411764705882352,,0.6200911764705883,0.6662800000000001,0.6040083333333334,0.1578947368421052,0.1578947368421052,,0.1525423728813559,0.3898305084745763,1.7764705882352942,,0.4302325581395348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0625,0.25,,,,,,True,,,,
1626155,1610612746,Sam Dekker,Sam Dekker,1626155,LAC,1936.0,32,-12.0,68,68,10.0,25.0,10.0,136,3.0,7.0,,1.0,,1.0,2.0,4.0,,,1.0,3.0,,,,,,1.0,,,,,5.0,11.0,1.0,4.0,,13.0,80,,2.0,,,,,,1.0,,,,,10.0,,3.0,,,,,1.0,,2.0,,,,,,,,,,,,4.0,2.0,2.0,4.0,4.0,8.0,2.0,1.0,1.0,,1.0,,,1.0,,1.0,,2.0,1.0,1.0,2.0,5.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,10.0,,,1.0,1.0,1.0,0.25,,,0.25,0.4545454545454545,,,0.4333333333333333,,,0.4333333333333333,,,0.2666666666666666,,0.1818181818181818,0.2857142857142857,,,,20.98765432098765,0.5,0.0952380952380952,0.1739130434782608,0.2222222222222222,,0.1333333333333333,0.1111111111111111,0.2142857142857142,,0.3333333333333333,,,0.25,,,0.1666666666666666,0.3333333333333333,0.2857142857142857,1.0,0.4666666666666667,0.4285714285714285,0.6,1.0,0.2666666666666666,0.5,0.5,1.0,,,,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.0666666666666666,,,,0.5,,,,,,,,1.0,,,,,,0.7333333333333333,,0.5288366666666666,0.47465,0.6566,,,,,,3.790909090909091,23.9,0.1470588235294117,,,1.0,,,,,,,,,,,,,True,,,,
1628462,1610612746,Milos Teodosic,Milos Teodosic,1628462,LAC,18680.0,311,9.0,654,643,180.0,154.0,66.0,1297,3.0,3.0,1.0,1.0,,,5.0,10.0,8.0,23.0,2.0,3.0,1.0,1.0,1.0,1.0,27.0,65.0,,,9.0,16.0,16.0,36.0,29.0,68.0,10.0,129.0,712,2.0,3.0,1.0,1.0,4.0,11.0,1.0,4.0,10.0,17.0,9.0,41.0,10.0,22.0,69.0,18.0,2.0,,,65.0,27.0,1.0,,44.0,14.0,58.0,11.0,3.0,33.0,5.0,6.0,130.0,3.0,2.0,13.0,13.0,26.0,5.0,31.0,,7.0,4.0,3.0,18.0,4.0,12.0,13.0,3.0,6.0,,31.0,2.0,5.0,8.0,30.0,,18.0,3.0,1.0,,11.0,,,1.0,1.0,,4.0,2.0,2.0,,,2.0,1.0,39.0,174.0,2.0,3.0,0.3125,0.3333333333333333,0.7931034482758621,0.4264705882352941,1.0,0.5882352941176471,0.4264705882352941,0.4444444444444444,0.6666666666666666,0.25,0.5721153846153846,0.875,0.7619047619047619,0.5871559633027523,0.9166666666666666,0.7884615384615384,0.6538461538461539,,0.0277777777777777,,0.1,,,19.204389574759944,0.5806451612903226,0.0684210526315789,0.0118343195266272,0.1065573770491803,0.023076923076923,0.0833333333333333,0.0167224080267558,0.0317460317460317,,,0.0097087378640776,0.074074074074074,0.048780487804878,0.0851063829787234,0.081967213114754,0.1123595505617977,0.0909090909090909,,0.5,0.0288461538461538,1.0,1.0,0.3333333333333333,0.0961538461538461,0.5,0.5555555555555556,0.2,0.2211538461538461,0.3478260869565217,0.3478260869565217,0.375,0.0288461538461538,0.6666666666666666,0.6666666666666666,1.0,0.625,0.4153846153846154,0.4153846153846154,0.7777777777777778,0.25,1.0,0.25,1.0,1.0,,,,,,0.0476190476190476,1.0,0.7619047619047619,0.5625,0.6826923076923077,0.4153846153846154,0.5121067307692309,0.4971,0.512104761904762,0.0095238095238095,0.027027027027027,,0.0852713178294573,0.3178294573643411,14.31944444444444,25.63235294117647,0.2752293577981651,,,3.0,2.0,3.0,,,,,,2.0,1.0,,,,True,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,68331.0,1139,24.0,2314,2318,719.0,710.0,270.0,4632,141.0,227.0,23.0,35.0,54.0,87.0,37.0,103.0,13.0,61.0,5.0,20.0,,2.0,,2.0,59.0,167.0,5.0,7.0,19.0,46.0,191.0,391.0,64.0,187.0,172.0,746.0,2563,25.0,43.0,5.0,9.0,23.0,88.0,68.0,127.0,19.0,48.0,67.0,260.0,140.0,242.0,141.0,51.0,26.0,,1.0,166.0,59.0,29.0,,103.0,76.0,179.0,59.0,17.0,67.0,22.0,14.0,434.0,14.0,30.0,84.0,109.0,216.0,46.0,262.0,17.0,29.0,14.0,15.0,55.0,17.0,36.0,44.0,3.0,19.0,2.0,99.0,8.0,35.0,26.0,78.0,2.0,191.0,5.0,10.0,6.0,219.0,16.0,,3.0,88.0,,28.0,9.0,9.0,,,9.0,4.0,258.0,709.0,11.0,24.0,0.3664921465968586,0.3932584269662921,0.734375,0.3422459893048128,0.5555555555555556,0.3958333333333333,0.3440860215053763,0.4884910485933504,0.5813953488372093,0.5354330708661418,0.4965397923875432,0.625,0.5514285714285714,0.5479351032448377,0.6470588235294118,0.6018518518518519,0.3235294117647059,,0.0741687979539642,0.0837004405286343,0.087378640776699,0.0163934426229508,,29.65648854961832,0.5555555555555556,0.1676923076923077,0.0486223662884927,0.1981132075471698,0.0324074074074074,0.1797020484171322,0.0419447092469018,0.0714285714285714,0.0443349753694581,0.0135135135135135,0.03003003003003,0.0404040404040404,0.1380753138075313,0.1923076923076923,0.1790393013100436,0.209090909090909,0.1595744680851064,0.0592334494773519,0.4444444444444444,0.3927335640138408,0.6211453744493393,0.6778846153846154,0.4113475177304964,0.1782006920415225,0.3592233009708738,0.3936170212765957,0.2162162162162162,0.1055363321799307,0.2131147540983606,0.2166666666666666,0.3076923076923077,0.0346020761245674,0.25,0.25,1.0,0.2889273356401384,0.3532934131736527,0.3532934131736527,0.711864406779661,0.6730769230769231,0.6571428571428571,0.0384615384615384,,,0.1346153846153846,0.7142857142857143,0.8,0.4971428571428571,0.6206896551724138,0.0114285714285714,,0.2628571428571428,0.4130434782608695,0.7162629757785467,0.3554216867469879,0.5067491319444444,0.5574171052631579,0.510228735632184,0.1353846153846153,0.1900647948164147,,0.1179624664879356,0.3485254691689008,5.848337595907929,25.69572192513369,0.3107173725151253,2.0,23.0,11.0,4.0,5.0,,1.0,0.3898305084745763,0.0263157894736842,0.2608695652173913,2.0,5.0,1.0,2.0,2.0,True,,,,
1627820,1610612746,Tyrone Wallace,Tyrone Wallace,1627820,LAC,15967.0,266,35.0,566,566,175.0,159.0,51.0,1132,17.0,28.0,1.0,1.0,6.0,8.0,11.0,23.0,,3.0,3.0,9.0,,1.0,1.0,1.0,,4.0,,,,1.0,28.0,54.0,3.0,13.0,17.0,82.0,611,2.0,3.0,,1.0,2.0,6.0,9.0,16.0,1.0,2.0,9.0,30.0,36.0,20.0,9.0,,2.0,,,4.0,,13.0,,10.0,8.0,18.0,5.0,3.0,7.0,1.0,2.0,44.0,2.0,5.0,4.0,19.0,24.0,7.0,31.0,1.0,6.0,2.0,4.0,9.0,,5.0,4.0,2.0,4.0,1.0,13.0,1.0,5.0,13.0,28.0,1.0,15.0,,,2.0,24.0,2.0,,,8.0,,5.0,5.0,4.0,,1.0,5.0,3.0,26.0,171.0,6.0,3.0,0.6428571428571429,0.6666666666666666,1.0,0.2307692307692307,,0.5,0.2307692307692307,0.5185185185185185,0.6666666666666666,0.5625,0.4850746268656716,0.5,0.5833333333333334,0.5256410256410257,0.6,0.6521739130434783,0.1940298507462686,,0.2407407407407407,0.25,0.2608695652173913,,,14.606741573033707,0.6923076923076923,0.1233766233766233,0.0381679389312977,0.0347826086956521,0.0204081632653061,0.0855018587360594,0.0305676855895196,,0.0888888888888888,0.0294117647058823,0.0256410256410256,,0.1176470588235294,0.0697674418604651,0.1860465116279069,0.0232558139534883,0.0689655172413793,0.0434782608695652,0.6,0.417910447761194,0.6071428571428571,0.8095238095238095,0.7058823529411765,0.3432835820895522,0.4782608695652174,0.6470588235294118,0.5454545454545454,0.044776119402985,,,,0.1343283582089552,0.3333333333333333,0.3333333333333333,1.0,0.0597014925373134,,,,0.25,1.0,0.25,,,,,,0.4444444444444444,0.75,0.0555555555555555,1.0,0.0555555555555555,,0.6119402985074627,,0.5274940298507463,0.4364875,0.5514305555555555,0.1095890410958904,0.1333333333333333,,0.073170731707317,0.3658536585365853,4.992592592592592,23.961538461538456,0.3091872791519434,,1.0,,,,,,0.0714285714285714,,,2.0,,,,,True,,,,
1628393,1610612746,Jawun Evans,Jawun Evans,1628393,LAC,8721.0,145,6.0,298,302,117.0,109.0,29.0,600,4.0,12.0,,,,2.0,3.0,7.0,1.0,5.0,,1.0,,,,,1.0,6.0,,,,2.0,8.0,24.0,1.0,7.0,8.0,27.0,340,1.0,1.0,,,,2.0,,5.0,,2.0,,,14.0,2.0,,3.0,,,,6.0,1.0,4.0,,8.0,8.0,16.0,6.0,2.0,5.0,2.0,1.0,40.0,1.0,,5.0,6.0,11.0,1.0,12.0,,4.0,4.0,,4.0,2.0,3.0,2.0,,1.0,,6.0,,2.0,13.0,21.0,,9.0,,,,9.0,1.0,,,5.0,,,2.0,1.0,,1.0,2.0,2.0,,116.0,2.0,,0.875,0.875,,0.1428571428571428,,,0.1428571428571428,0.3333333333333333,1.0,,0.3064516129032258,1.0,,0.3857142857142857,1.0,,0.2258064516129032,,0.1666666666666666,0.25,0.1428571428571428,,,12.424242424242426,0.6666666666666666,0.0759493670886076,,0.0847457627118644,0.0232558139534883,0.0797101449275362,0.0087719298245614,,,,0.0294117647058823,,0.0333333333333333,0.1428571428571428,0.0476190476190476,0.0816326530612244,0.1,,1.0,0.3870967741935484,0.3333333333333333,0.4444444444444444,0.75,0.2258064516129032,0.4285714285714285,0.5,1.0,0.1612903225806451,0.2,0.2,1.0,0.032258064516129,,,,0.1935483870967742,0.1666666666666666,0.1666666666666666,,,,,,,,,,0.2857142857142857,,,,0.2857142857142857,,0.6129032258064516,0.1666666666666666,0.5050483870967741,0.4009,0.4602928571428571,0.1428571428571428,0.1785714285714285,,0.074074074074074,,7.366666666666667,24.942857142857143,0.3926174496644295,,,,1.0,,,,,,,,3.0,1.0,,,True,,,,
1628414,1610612746,Sindarius Thornwell,Sindarius Thornwell,1628414,LAC,13352.0,223,-75.0,452,472,132.0,195.0,42.0,924,4.0,9.0,1.0,2.0,2.0,5.0,4.0,9.0,3.0,7.0,5.0,8.0,,,1.0,3.0,3.0,7.0,,1.0,1.0,1.0,11.0,25.0,8.0,15.0,10.0,56.0,531,1.0,2.0,,1.0,,2.0,4.0,9.0,2.0,4.0,9.0,23.0,16.0,6.0,24.0,,2.0,,,7.0,3.0,3.0,,7.0,2.0,9.0,2.0,,6.0,,1.0,20.0,2.0,2.0,5.0,6.0,11.0,4.0,15.0,,10.0,3.0,7.0,7.0,1.0,5.0,4.0,1.0,2.0,,11.0,1.0,5.0,13.0,28.0,1.0,17.0,1.0,2.0,,16.0,2.0,,,6.0,,3.0,5.0,1.0,1.0,3.0,5.0,3.0,22.0,129.0,6.0,2.0,0.7272727272727273,0.8,1.0,0.5333333333333333,,0.5,0.5333333333333333,0.44,0.5,0.4444444444444444,0.575,0.3333333333333333,0.5384615384615384,0.5957446808510638,0.3333333333333333,0.6052631578947368,0.375,,0.12,0.1111111111111111,0.1111111111111111,0.1428571428571428,,11.670020120724349,0.6363636363636364,0.048,0.0151515151515151,0.0704225352112676,0.0277777777777777,0.0561224489795918,0.0196078431372549,0.0256410256410256,0.0192307692307692,,0.0357142857142857,,0.0666666666666666,0.048780487804878,0.037037037037037,0.0535714285714285,0.1333333333333333,,0.6,0.225,0.4444444444444444,0.5,0.75,0.225,0.4444444444444444,0.5,0.5,0.175,0.4285714285714285,0.5,1.0,0.2,0.625,0.625,1.0,0.175,0.4285714285714285,0.4285714285714285,1.0,0.6666666666666666,0.5,,,,0.3333333333333333,,,0.3846153846153846,0.4,0.2307692307692307,0.3333333333333333,0.0769230769230769,1.0,0.6,0.4285714285714285,0.49512875,0.4994,0.5255423076923077,0.1363636363636363,0.2068965517241379,,0.0357142857142857,0.4107142857142857,9.268,24.726666666666667,0.2920353982300885,,,1.0,,,,,,,,1.0,5.0,,,,True,,,,
202325,1610612746,Wesley Johnson,Wesley Johnson,202325,LAC,35926.0,599,10.0,1216,1237,371.0,390.0,139.0,2453,20.0,25.0,1.0,1.0,9.0,9.0,4.0,10.0,19.0,44.0,18.0,39.0,1.0,2.0,3.0,11.0,10.0,26.0,1.0,2.0,4.0,8.0,43.0,79.0,28.0,65.0,22.0,192.0,1329,4.0,8.0,2.0,4.0,1.0,15.0,14.0,19.0,7.0,19.0,12.0,61.0,68.0,18.0,81.0,3.0,2.0,,,26.0,10.0,2.0,,8.0,10.0,18.0,6.0,4.0,7.0,1.0,,46.0,1.0,8.0,40.0,31.0,74.0,12.0,86.0,,26.0,17.0,9.0,9.0,3.0,8.0,10.0,3.0,1.0,,19.0,2.0,5.0,26.0,47.0,1.0,27.0,1.0,2.0,,30.0,3.0,,1.0,12.0,,4.0,24.0,14.0,2.0,8.0,24.0,14.0,59.0,365.0,5.0,3.0,0.7906976744186046,0.8095238095238095,0.9642857142857144,0.4307692307692308,0.5,0.3684210526315789,0.4307692307692308,0.5443037974683544,0.5,0.7368421052631579,0.5902777777777778,0.5833333333333334,0.6447368421052632,0.60828025477707,0.5769230769230769,0.6777777777777778,0.4513888888888889,,0.0253164556962025,,0.1,0.0227272727272727,,12.809315866084424,0.4736842105263157,0.0939393939393939,0.0248447204968944,0.1687763713080168,0.0046511627906976,0.1252204585537918,0.0167597765363128,0.0437956204379562,0.009090909090909,0.0133333333333333,0.0061728395061728,,0.0608695652173913,0.0989010989010989,0.1209677419354838,0.1704545454545454,0.1639344262295081,,0.5833333333333334,0.1736111111111111,0.8,0.8,0.9,0.0694444444444444,0.4,0.4444444444444444,0.5,0.3055555555555556,0.4318181818181818,0.4418604651162791,0.7368421052631579,0.2708333333333333,0.4615384615384615,0.4615384615384615,0.9444444444444444,0.1805555555555555,0.3846153846153846,0.3846153846153846,1.0,0.0833333333333333,1.0,0.1666666666666666,0.5,1.0,0.1666666666666666,0.5,1.0,0.2368421052631578,1.0,0.2894736842105263,0.2727272727272727,0.2105263157894736,0.5,0.625,0.3846153846153846,0.5258690972222222,0.433615,0.5454868421052631,0.0784313725490196,0.1363636363636363,,0.078125,0.3177083333333333,12.159493670886071,24.244615384615383,0.3050986842105263,3.0,3.0,2.0,3.0,1.0,,,0.09375,0.0666666666666666,,2.0,2.0,,,,True,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,32812.0,547,-3.0,1073,1074,291.0,282.0,137.0,2147,31.0,63.0,4.0,10.0,9.0,20.0,11.0,37.0,1.0,12.0,9.0,19.0,1.0,2.0,5.0,7.0,29.0,75.0,2.0,5.0,3.0,11.0,43.0,112.0,38.0,94.0,23.0,223.0,1205,6.0,16.0,3.0,7.0,,21.0,10.0,29.0,8.0,18.0,9.0,53.0,20.0,66.0,66.0,48.0,2.0,,,75.0,29.0,15.0,,22.0,29.0,51.0,21.0,8.0,16.0,4.0,2.0,131.0,1.0,6.0,7.0,10.0,19.0,9.0,28.0,3.0,25.0,17.0,8.0,14.0,,7.0,12.0,2.0,7.0,2.0,26.0,2.0,5.0,16.0,48.0,2.0,33.0,1.0,1.0,1.0,36.0,5.0,,1.0,18.0,,2.0,2.0,1.0,,1.0,2.0,,53.0,290.0,7.0,2.0,0.2325581395348837,0.238095238095238,0.5789473684210527,0.4042553191489361,0.4285714285714285,0.4444444444444444,0.4042553191489361,0.3839285714285714,0.375,0.3448275862068966,0.4854368932038835,0.4565217391304347,0.4680851063829787,0.504524886877828,0.4565217391304347,0.5,0.4563106796116505,,0.1339285714285714,0.1746031746031746,0.081081081081081,0.0833333333333333,,20.064987814784725,0.5384615384615384,0.0333333333333333,0.0198675496688741,0.0378378378378378,0.0047169811320754,0.0350515463917525,0.0136186770428015,0.0222222222222222,0.019047619047619,0.0161290322580645,0.006060606060606,,0.0373831775700934,0.036144578313253,0.0272727272727272,0.032258064516129,0.0666666666666666,0.0275229357798165,,0.3058252427184466,0.492063492063492,0.5961538461538461,0.2903225806451613,0.1796116504854369,0.2972972972972973,0.3235294117647059,0.0909090909090909,0.058252427184466,0.0833333333333333,0.0909090909090909,,0.0922330097087378,0.4736842105263157,0.4736842105263157,0.5555555555555556,0.3640776699029126,0.3866666666666666,0.3866666666666666,0.5862068965517241,0.4347826086956521,0.4,0.0869565217391304,0.5,1.0,0.217391304347826,0.4,1.0,0.425531914893617,0.45,0.1489361702127659,0.7142857142857143,0.2340425531914893,0.2727272727272727,0.7621359223300971,0.3866666666666666,0.5196109223300971,0.4924218749999999,0.5327287234042555,0.0821917808219178,0.144,,0.0941704035874439,0.2376681614349775,5.728571428571428,25.35851063829788,0.2712022367194781,2.0,2.0,4.0,3.0,2.0,,1.0,0.08,0.0769230769230769,0.5,,5.0,,,,True,,,,
