EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,DeadBallTurnovers,Offensive Fouls,FtPoints,Fg2aBlocked,Steals,BadPassSteals,LostBallSteals,StepOutOfBoundsTurnovers,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,OffTwoPtRebounds,SelfOReb,OffTwoPtReboundPct,OffAtRimReboundPct,SelfORebPct,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,Corner3FGA,SecondChanceCorner3FGA,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,OffCorner3ReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,Corner3FGM,2pt And 1 Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,BlockingFoulsDrawn,DefCorner3ReboundPct,BlockedLongMidRange,Loose Ball Fouls,LongMidRangePctBlocked,on,PenaltyCorner3FGA,BlockingFouls,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChanceFtPoints,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,Blocked3s,BlockedCorner3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls
1626257,1610612742,Salah Mejri,Salah Mejri,1626257,DAL,495.0,8,-9.0,17,18,8.0,12.0,2.0,35,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,24,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,8.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,15.789473684210526,1.0,0.2,0.1666666666666666,0.1428571428571428,0.1111111111111111,0.2,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.5682,0.4821,1.0,1.45,25.6,0.4705882352941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627812,1610612742,Yogi Ferrell,Yogi Ferrell,1627812,DAL,2245.0,37,-10.0,77,75,15.0,32.0,11.0,152,,,,,,7.0,3.0,6.0,7.0,12.0,70,,,3.0,1.0,4.0,,7.0,2.0,6.0,1.0,14.0,,3.0,,6.0,,6.0,1.0,1.0,,,,15.0,0.5,,0.4615384615384615,1.5,0.4615384615384615,1.5,0.5384615384615384,19.318181818181817,,0.1363636363636363,,0.1666666666666666,,,0.1111111111111111,,,,0.5384615384615384,,,,0.5384615384615384,0.4668307692307692,0.444025,0.25,11.699999999999998,24.985714285714288,0.1948051948051948,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,1.0,1.0,0.2857142857142857,1.0,1.25,1.25,1.0,0.2142857142857142,0.3333333333333333,0.25,0.3076923076923077,0.25,0.25,1.0,0.1538461538461538,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,0.5,1.0,0.2857142857142857,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628372,1610612742,Dennis Smith Jr.,Dennis Smith Jr.,1628372,DAL,285.0,5,6.0,9,8,2.0,3.0,1.0,17,,,,,,1.0,,,1.0,3.0,4,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,2.0,,,,2.0,,,1.5,,1.5,,1.0,20.0,,,,0.1428571428571428,,,,,,,1.0,,,,1.0,0.5661,0.5661,,,24.0,0.2222222222222222,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,3.0,,3.0,1.0,,,,,,1.0,,,1.0,,,,3.0,,,1.0,1.0,,1.0,1.0,,1.5,1.5,,0.25,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628499,1610612742,Antonius Cleveland,Antonius Cleveland,1628499,DAL,4859.0,81,-29.0,163,166,32.0,48.0,16.0,329,2.0,5.0,1.0,1.0,,1.0,4.0,13.0,1.0,10.0,171,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,5.0,,8.0,2.0,10.0,4.0,11.0,4.0,,4.0,32.0,0.3076923076923077,1.0,0.2857142857142857,1.0,0.3125,1.0,0.0714285714285714,9.94475138121547,,0.1041666666666666,0.0588235294117647,0.1095890410958904,0.0259740259740259,0.0689655172413793,0.0588235294117647,0.3571428571428571,0.4,0.5,0.0714285714285714,1.0,1.0,,0.4285714285714285,0.4999607142857142,0.406,0.2,11.669230769230769,24.1,0.1963190184049079,,2.0,2.0,6.0,,,,,,,,,1.0,,,2.0,4.0,,,1.0,,1.0,,,3.0,1.0,1.0,2.0,,,4.0,2.0,0.5,0.6666666666666666,,,,,,0.5,0.5,0.5,0.5,0.12,0.1764705882352941,0.15,0.1428571428571428,,,,0.4285714285714285,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.2,1.0,,2.0,1.0,6.0,1.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,0.0769230769230769,0.2,0.0714285714285714,0.75,0.5,0.5,0.125,0.1333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203084,1610612742,Harrison Barnes,Harrison Barnes,203084,DAL,1360.0,23,-18.0,43,49,8.0,14.0,4.0,92,2.0,4.0,1.0,1.0,2.0,2.0,10.0,16.0,2.0,20.0,48,2.0,2.0,4.0,3.0,12.0,2.0,2.0,,,,,,1.0,,1.0,1.0,2.0,,,,,,8.0,0.625,1.0,0.5555555555555556,1.0,0.5555555555555556,1.0,0.1111111111111111,40.42553191489362,,0.0714285714285714,,0.0476190476190476,0.0434782608695652,,,0.2222222222222222,0.5,0.5,0.1111111111111111,0.5,1.0,0.6666666666666666,0.3333333333333333,0.4443749999999999,0.4846333333333333,0.2,11.98125,26.25,0.1860465116279069,2.0,4.0,6.0,8.0,,,,,,,,,1.0,,,2.0,8.0,,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,0.4,0.4444444444444444,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,0.2222222222222222,0.5,0.5,0.5,0.4444444444444444,0.75,0.75,,,,,,,,,,0.1,,,,,1.0,1.0,,,,,,,,,,,0.25,,,0.5,,,1.0,1.0,1.0,0.0833333333333333,0.25,0.125,0.5,0.4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,3496.0,58,-11.0,121,119,24.0,34.0,11.0,240,8.0,10.0,2.0,3.0,,2.0,8.0,12.0,4.0,20.0,126,2.0,3.0,4.0,,8.0,4.0,2.0,2.0,4.0,2.0,10.0,2.0,9.0,2.0,14.0,6.0,20.0,2.0,7.0,,,,24.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5263157894736842,0.5,0.25,16.417910447761194,0.4,0.25,0.0952380952380952,0.2264150943396226,0.1224489795918367,0.0588235294117647,0.25,0.625,0.8,0.8,0.125,0.75,0.6666666666666666,,0.875,0.5634125,,0.2,2.141666666666667,24.325,0.1983471074380165,,2.0,,,,,,,,,,1.0,,,,2.0,8.0,,,2.0,,1.0,,1.0,3.0,1.0,,3.0,,,7.0,2.0,0.5,0.6666666666666666,,,,,,,,1.0,0.3333333333333333,0.1764705882352941,0.1875,0.2142857142857142,0.125,,,,,,,,,,,,,,,,0.1,2.0,,4.0,,1.0,,1.0,,,6.0,2.0,,,1.0,,,0.3333333333333333,,0.5,,0.1111111111111111,0.1428571428571428,,4.0,,0.1428571428571428,0.2222222222222222,,,0.5614,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1538461538461538,0.25,0.125,0.25,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,2554.0,43,-8.0,85,84,9.0,11.0,5.0,169,,2.0,,,,6.0,5.0,15.0,8.0,22.0,91,,1.0,,1.0,,,6.0,,1.0,,2.0,1.0,7.0,,10.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,9.0,0.3333333333333333,,0.4130434782608695,,0.4583333333333333,,0.3478260869565217,27.173913043478255,,0.2692307692307692,0.0714285714285714,0.2777777777777778,0.024390243902439,0.0833333333333333,0.1428571428571428,0.0869565217391304,,,0.2608695652173913,,,,0.4347826086956521,0.4730608695652173,0.482875,,13.06,24.9875,0.1058823529411764,2.0,6.0,3.0,7.0,1.0,,,1.0,1.0,3.0,,,,1.0,1.0,5.0,10.0,9.0,1.0,1.0,,1.0,,,3.0,1.0,1.0,1.0,,,5.0,5.0,1.0,1.0,1.0,0.375,,1.0,0.375,,0.75,0.8333333333333334,1.0,0.3,0.2307692307692307,0.4285714285714285,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.3043478260869565,0.4285714285714285,0.4285714285714285,0.1666666666666666,0.1666666666666666,1.0,,,,0.5,1.0,0.1666666666666666,0.2272727272727272,,,3.0,1.0,2.0,1.0,1.0,,,3.0,2.0,,,,0.0666666666666666,0.5,0.5,,,1.0,0.0833333333333333,0.125,,,,,,,,,2.0,,2.0,,,,1.0,,,,,0.0869565217391304,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,2664.0,44,-25.0,89,94,15.0,16.0,6.0,183,4.0,4.0,,,,9.0,5.0,7.0,9.0,21.0,103,,,,1.0,6.0,,9.0,1.0,12.0,,25.0,,2.0,,3.0,,3.0,3.0,3.0,,,,15.0,0.7142857142857143,,0.5,,0.5526315789473685,,0.5625,22.68041237113402,,0.0769230769230769,,0.0789473684210526,,,0.1111111111111111,0.25,1.0,1.0,0.5625,,,,0.8125,0.518665625,0.4168,,3.5142857142857147,25.68888888888889,0.1685393258426966,1.0,3.0,,,2.0,,,,,2.0,,,,,,2.0,4.0,6.0,2.0,11.0,1.0,8.0,1.0,2.0,1.0,3.0,3.0,3.0,,,6.0,2.0,0.4,0.4,1.0,0.2222222222222222,,,0.2222222222222222,,,0.5,1.0,0.0833333333333333,0.1,0.1111111111111111,0.1875,0.3333333333333333,0.5,,,,,0.2222222222222222,0.2222222222222222,1.0,,,,,,0.2222222222222222,0.0952380952380952,,,5.0,1.0,,,,,,7.0,2.0,,,,0.1428571428571428,,,,0.5,,0.1578947368421052,0.2222222222222222,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,1.0,0.3333333333333333,0.1,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,2491.0,42,-8.0,83,85,16.0,16.0,4.0,168,6.0,9.0,,1.0,1.0,1.0,6.0,11.0,2.0,16.0,91,,1.0,,2.0,4.0,,1.0,,5.0,,10.0,,,,1.0,1.0,2.0,1.0,6.0,,,,16.0,0.5454545454545454,,0.4615384615384615,,0.5333333333333333,,0.1538461538461538,20.2247191011236,,,,0.0303030303030303,0.0277777777777777,,,0.6923076923076923,0.6666666666666666,0.75,0.0769230769230769,1.0,,0.5,0.8461538461538461,0.5785269230769231,0.42865,,2.6545454545454548,24.75,0.1927710843373494,,2.0,,,,,,,,,,,1.0,,,5.0,8.0,,,5.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,8.0,5.0,0.6666666666666666,0.6666666666666666,,,,,,0.5,0.5,0.625,0.3333333333333333,0.1111111111111111,,,0.1538461538461538,,,,,,,,,,,,,,,,0.3125,2.0,,4.0,1.0,6.0,2.0,4.0,,,5.0,3.0,,,1.0,0.0909090909090909,0.1111111111111111,,,0.6666666666666666,,0.2,0.2307692307692307,1.0,1.0,1.0,0.0384615384615384,0.1111111111111111,0.2,1.0,0.7013,1.0,,3.0,2.0,,,,,,,,0.0769230769230769,,,1.0,,,,1.0,,,,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612742,Wesley Matthews,Wesley Matthews,202083,DAL,1234.0,21,-16.0,39,43,5.0,8.0,3.0,82,1.0,1.0,,,,4.0,2.0,3.0,5.0,4.0,46,,,,1.0,4.0,,4.0,1.0,1.0,1.0,3.0,,3.0,,6.0,,6.0,,,,,,5.0,0.6666666666666666,,0.25,,0.25,,0.625,23.80952380952381,,0.1764705882352941,,0.2727272727272727,,,0.2222222222222222,0.125,1.0,1.0,0.5,,,,0.75,0.51815625,0.4136,,11.033333333333331,25.44,0.1282051282051282,1.0,1.0,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,3.0,2.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,0.6,0.25,0.6,0.125,1.0,1.0,,0.125,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,0.125,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
