EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGA,LongMidRangeFGM,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,DefCorner3ReboundPct,AtRimFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChancePointsPct,Corner3FGA,FTDefRebounds,DefFTReboundPct,Corner3Frequency,SecondChanceTurnovers,LongMidRangePctAssisted,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,Technical Free Throw Trips,FG2APctBlocked,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Charge Fouls,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyFG2M,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,PenaltyFg2Pct,PenaltyEfgPct,on,PenaltyAtRimFGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,SelfOReb,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,BlockedCorner3
101127,1610612752,Jarrett Jack,Jarrett Jack,101127,NYK,1117.0,19,-4.0,37,38,19.0,5.0,75,2.0,4.0,2.0,1.0,2.0,2.0,6,1.0,2.0,2.0,9.0,42.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,2.0,5.0,7.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.4375,0.5,0.25,25.58139534883721,1.0,0.5,0.3333333333333333,0.4375,0.5,0.3333333333333333,1.0,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,1.0,0.25,0.5,0.39605625,0.1111111111111111,0.14285714285714285,11.033333333333333,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628373,1610612752,Frank Ntilikina,Frank Ntilikina,1628373,NYK,1475.0,25,-6.0,53,53,13.0,4.0,106,1.0,2.0,4.0,,2.0,2.0,7,,2.0,2.0,6.0,41.0,,4.0,,2.0,,,,,,,,,2.0,1.0,3.0,3.0,,,,,,,,2.0,2.0,,,,,,,0.2857142857142857,0.2222222222222222,0.3,0.2222222222222222,17.54385964912281,,0.07142857142857142,0.2,0.125,,0.1,,0.125,0.2222222222222222,0.5,0.5,,0.4444444444444444,0.2222222222222222,,,,0.3333333333333333,,0.45953888888888883,,,15.128571428571428,28.45,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,13.0,1.0,0.3333333333333333,0.5,0.1111111111111111,0.25,0.25,0.5,0.4013,0.487475,0.3333333333333333,0.24528301886792453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201149,1610612752,Joakim Noah,Joakim Noah,201149,NYK,2408.0,40,,84,86,21.0,9.0,170,3.0,4.0,,,,5.0,10,,,2.0,12.0,75.0,4.0,6.0,,,,2.0,2.0,4.0,,1.0,,10.0,5.0,3.0,8.0,14.0,2.0,,1.0,1.0,,4.0,5.0,6.0,4.0,2.0,0.4,0.5,,,,0.5,0.5,0.5,,17.02127659574468,0.25,0.13043478260869565,0.3125,0.20512820512820512,,0.21428571428571427,,0.3333333333333333,0.4,0.75,0.75,0.3333333333333333,,,,,,0.6,,0.51845,0.16666666666666666,0.16666666666666666,3.35,,13.0,6.0,,,3.0,1.0,,,,,,13.0,,,0.25,0.6,,,,0.624,0.4425,,0.15476190476190477,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,6.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.375,0.125,0.14285714285714285,0.13043478260869565,0.16666666666666666,0.25,0.18181818181818182,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612752,Michael Beasley,Michael Beasley,201563,NYK,532.0,9,,17,18,8.0,1.0,35,,1.0,2.0,,1.0,,3,,2.0,2.0,2.0,18.0,,,,1.0,,,,,,,,,,1.0,2.0,2.0,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,0.16666666666666666,0.4,33.333333333333336,,0.25,,0.16666666666666666,,0.5,,,0.2,,,,0.4,0.2,,,,0.4,,0.45481,0.16666666666666666,0.25,13.299999999999999,25.75,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203926,1610612752,Doug McDermott,Doug McDermott,203926,NYK,1016.0,17,-4.0,36,35,5.0,5.0,71,,,1.0,,1.0,1.0,1,,3.0,1.0,3.0,31.0,2.0,,,1.0,,,,,,,,,1.0,2.0,3.0,4.0,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,1.0,0.25,0.3,0.75,14.634146341463415,,0.2,0.14285714285714285,0.17647058823529413,,,0.6666666666666666,0.25,,,,,0.25,0.25,,,,0.75,,0.52745,,,19.4,25.0,5.0,,1.0,,,,,1.0,1.0,1.0,1.0,5.0,1.0,0.5,,,1.0,1.0,,,,0.3333333333333333,0.1388888888888889,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,0.05263157894736842,,0.041666666666666664,,0.14285714285714285,,,,,,,,,,2.0,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201584,1610612752,Courtney Lee,Courtney Lee,201584,NYK,1077.0,18,-5.0,35,38,18.0,4.0,73,1.0,2.0,2.0,,2.0,1.0,4,1.0,3.0,2.0,7.0,39.0,,2.0,3.0,2.0,,,1.0,1.0,,,,3.0,1.0,,1.0,1.0,,,,,,,,,2.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.25,0.35714285714285715,0.35714285714285715,0.42857142857142855,17.5,,,0.14285714285714285,0.058823529411764705,,,,0.16666666666666666,0.2857142857142857,0.5,1.0,,0.2857142857142857,0.2857142857142857,,,,0.42857142857142855,,0.47475714285714293,,,13.375000000000002,25.566666666666666,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,0.3832,0.3772,,0.02857142857142857,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.14285714285714285,,,1.0,1.0,1.0,1.0,2.0,0.25,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204001,1610612752,Kristaps Porzingis,Kristaps Porzingis,204001,NYK,1095.0,18,-1.0,37,38,19.0,5.0,75,1.0,2.0,2.0,,1.0,3.0,5,1.0,2.0,5.0,14.0,39.0,4.0,2.0,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,5.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,2.0,6.0,6.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6,0.6428571428571429,0.7,0.2857142857142857,27.906976744186046,0.5,0.18181818181818182,,0.1111111111111111,0.5,0.14285714285714285,,,0.2857142857142857,0.5,0.5,,0.2857142857142857,0.14285714285714285,,,,0.42857142857142855,,0.44012857142857137,0.3,0.375,11.66,25.6,,1.0,1.0,,1.0,,,,,,,,,,,0.14285714285714285,0.5,0.5,,0.3516,,,,1.0,,,,1.0,,5.0,,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.25,1.25,,0.125,0.05,,,0.125,1.0,1.0,1.0,1.0,,,,0.35714285714285715,1.0,,,0.14285714285714285,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203501,1610612752,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,NYK,445.0,7,-7.0,16,16,,,32,,1.0,2.0,,,1.0,4,,,,2.0,15.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,1.0,,,,,,,,0.25,0.25,0.25,,25.0,,0.5,,0.25,,1.0,0.5,,0.25,,,,0.5,,,,,0.25,,0.45172500000000004,,,13.675,,,1.0,,,,,,,,,,,,,,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202498,1610612752,Lance Thomas,Lance Thomas,202498,NYK,424.0,7,-4.0,13,13,2.0,1.0,26,,1.0,,,1.0,,1,,1.0,,,14.0,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.5,13.333333333333334,,,0.5,0.14285714285714285,,,,,0.5,,,,,0.5,,,,0.5,,0.463775,,,9.5,25.1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626195,1610612752,Willy Hernangomez,Willy Hernangomez,1626195,NYK,324.0,5,6.0,12,13,,1.0,25,1.0,2.0,,,,2.0,3,,,1.0,5.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.8333333333333334,,30.769230769230766,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,,,0.3333333333333333,,0.4451333333333333,0.3333333333333333,0.3333333333333333,6.7,,8.0,1.0,,,,2.0,,,2.0,,2.0,8.0,,0.5,,0.3333333333333333,,,,,0.40565,0.4,0.6666666666666666,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
