EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,SelfOReb,Charge Fouls,ThreePtShootingFoulsDrawn,BlockedArc3,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,3pt And 1 Free Throw Trips,on,OffensiveGoaltends
1626151,1610612742,Aaron Harrison,Aaron Harrison,1626151,DAL,2282.0,38,9.0,84,84,25.0,19.0,7.0,168,1.0,1.0,1.0,2.0,6.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,11.0,3.0,17.0,81,2.0,3.0,3.0,2.0,12.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,21.0,1.0,0.36363636363636365,0.36363636363636365,0.5,0.5384615384615384,0.5666666666666667,0.375,0.8461538461538461,17.58241758241758,0.21739130434782608,0.14285714285714285,0.1891891891891892,0.25,0.26666666666666666,0.16666666666666666,0.07692307692307693,1.0,1.0,0.07692307692307693,0.46153846153846156,0.3333333333333333,0.3333333333333333,1.0,0.38461538461538464,0.4,0.4,1.0,0.5,0.5,0.9230769230769231,0.4,0.5444269230769231,0.56055,0.17647058823529413,12.100000000000001,24.836363636363636,0.2976190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626257,1610612742,Salah Mejri,Salah Mejri,1626257,DAL,23363.0,389,-90.0,771,779,274.0,234.0,86.0,1550,33.0,51.0,3.0,,,,,1.0,,39.0,61.0,,1.0,24.0,102.0,885,,15.0,43.0,26.0,,1.0,,12.0,19.0,4.0,45.0,25.0,51.0,87.0,129.0,12.0,8.0,2.0,10.0,19.0,5.0,34.0,7.0,72.0,43.0,43.0,8.0,268.0,,,,0.639344262295082,0.6290322580645161,0.6219512195121951,0.6515151515151515,0.016129032258064516,11.676300578034681,0.2512315270935961,0.16891891891891891,0.21652421652421652,0.171875,0.32894736842105265,0.1452991452991453,0.8225806451612904,0.6470588235294118,0.75,0.04838709677419355,,,,,0.016129032258064516,,,,,,0.8387096774193549,,0.5682637096774193,0.58401,0.4215686274509804,2.7918032786885245,26.1,0.3553826199740597,11.0,19.0,13.0,18.0,5.0,7.0,1.0,13.0,21.0,3.0,29.0,14.0,20.0,52.0,18.0,8.0,7.0,6.0,1.0,1.0,7.0,11.0,30.0,1.0,11.0,42.0,4.0,9.0,6.0,2.0,3.0,1.0,1.0,4.0,7.0,3.0,6.0,6.0,3.0,2.0,3.0,15.0,29.0,1.0,20.0,1.0,9.0,30.0,14.0,6.0,1.0,43.0,10.0,8.0,0.6666666666666666,0.8666666666666667,0.6190476190476191,0.7,0.6190476190476191,0.7,0.6041666666666666,0.13114754098360656,0.13725490196078433,0.14285714285714285,0.47368421052631576,0.4583333333333333,0.047619047619047616,0.13215859030837004,0.0658682634730539,0.10406091370558376,0.19230769230769232,0.078125,0.11764705882352941,0.05442176870748299,0.15,0.23809523809523808,0.25806451612903225,0.4666666666666667,0.696969696969697,0.11290322580645161,0.7142857142857143,0.8333333333333334,0.4,0.3333333333333333,0.3333333333333333,1.0,0.9047619047619048,0.5789473684210527,0.09090909090909091,0.9,0.7222222222222222,0.5828947368421052,0.20270270270270271,0.2054794520547945,0.28431372549019607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628372,1610612742,Dennis Smith Jr.,Dennis Smith Jr.,1628372,DAL,122944.0,2049,-325.0,4097,4086,980.0,867.0,383.0,8183,206.0,364.0,202.0,7.0,23.0,1.0,99.0,316.0,90.0,298.0,685.0,106.0,339.0,134.0,1048.0,4615,91.0,51.0,314.0,482.0,186.0,313.0,99.0,183.0,358.0,104.0,891.0,111.0,96.0,210.0,260.0,71.0,41.0,32.0,70.0,194.0,46.0,68.0,12.0,152.0,178.0,193.0,20.0,964.0,0.5849056603773585,0.31268436578171094,0.31547619047619047,0.43503649635036495,0.4462890625,0.4720720720720721,0.5032051282051282,0.3310546875,28.795580110497237,0.09108159392789374,0.14140127388535031,0.11256117455138662,0.0748502994011976,0.07425742574257425,0.14516129032258066,0.35546875,0.5659340659340659,0.6936026936026936,0.197265625,0.0224609375,0.30434782608695654,0.3181818181818182,1.0,0.30859375,0.31329113924050633,0.3183279742765273,0.5555555555555556,0.0035714285714285713,0.32142857142857145,0.6865234375,0.31629392971246006,0.5133951960784314,0.5207249999999998,0.29961832061068705,7.827299270072994,25.835398230088504,0.23919941420551624,17.0,28.0,70.0,118.0,29.0,119.0,63.0,20.0,45.0,7.0,74.0,91.0,189.0,114.0,14.0,95.0,175.0,123.0,52.0,27.0,52.0,13.0,37.0,,3.0,50.0,30.0,124.0,75.0,13.0,49.0,2.0,9.0,13.0,6.0,5.0,3.0,2.0,2.0,8.0,19.0,83.0,17.0,1.0,9.0,,8.0,18.0,8.0,1.0,,306.0,16.0,12.0,0.1912751677852349,0.1958762886597938,0.4444444444444444,0.48148148148148145,0.5075757575757576,0.46964285714285714,0.5138888888888888,0.1386861313868613,0.18406593406593408,0.18487394957983194,0.6391752577319587,0.02857142857142857,,0.03192407247627265,0.014925373134328358,0.024630541871921183,0.05263157894736842,0.03523035230352303,0.00975609756097561,0.013793103448275862,0.02054794520547945,0.12974683544303797,0.12727272727272726,0.4444444444444444,0.22815533980582525,0.1162109375,0.24369747899159663,0.29896907216494845,0.06896551724137931,0.3118811881188119,0.32142857142857145,0.12698412698412698,0.42424242424242425,0.6071428571428571,0.058823529411764705,0.42142857142857143,0.5932203389830508,0.5317799999999999,0.0779816513761468,0.11081441922563418,0.07061068702290077,1.0,2.0,1.0,8.0,19.0,26.0,9.0,21.0,27.0,132.0,3.0,6.0,16.0,5.0,2.0,1.0,0.42857142857142855,0.2967032967032967,0.017699115044247787,0.0297029702970297,0.043478260869565216,0.015822784810126583,0.03187250996015936,0.030303030303030304,0.5,1.0,0.2878787878787879,0.42105263157894735,0.625,1.0,0.28888888888888886,0.005865102639296188,,,,,True,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,38128.0,635,-172.0,1276,1290,268.0,230.0,124.0,2566,46.0,74.0,14.0,10.0,29.0,8.0,4.0,33.0,6.0,60.0,106.0,14.0,62.0,20.0,182.0,1460,14.0,4.0,35.0,26.0,42.0,32.0,4.0,10.0,26.0,5.0,68.0,30.0,47.0,85.0,129.0,13.0,11.0,,5.0,19.0,5.0,38.0,7.0,72.0,32.0,26.0,2.0,261.0,1.0,0.22580645161290322,0.22950819672131148,0.5660377358490566,0.48214285714285715,0.5083798882681564,0.4605263157894737,0.36904761904761907,13.983050847457626,0.1339031339031339,0.13274336283185842,0.13344887348353554,0.12844036697247707,0.15714285714285714,0.12,0.44047619047619047,0.6216216216216216,0.696969696969697,0.08333333333333333,0.17261904761904762,0.3448275862068966,0.3448275862068966,1.0,0.19642857142857142,0.12121212121212122,0.12121212121212122,1.0,0.23529411764705882,0.17647058823529413,0.8095238095238095,0.125,0.5597532934131736,0.5821999999999999,0.19230769230769232,4.719811320754717,24.838709677419356,0.21003134796238246,9.0,21.0,9.0,16.0,10.0,18.0,4.0,9.0,26.0,1.0,19.0,11.0,20.0,94.0,16.0,10.0,16.0,14.0,2.0,1.0,4.0,10.0,31.0,3.0,8.0,44.0,2.0,14.0,13.0,,1.0,,2.0,,4.0,2.0,1.0,2.0,2.0,,4.0,13.0,22.0,1.0,15.0,,7.0,23.0,17.0,,1.0,34.0,7.0,1.0,0.7833333333333333,0.9038461538461539,0.34615384615384615,0.55,0.2903225806451613,0.45588235294117646,0.296875,0.09433962264150944,0.10810810810810811,0.05555555555555555,0.7368421052631579,0.23529411764705882,0.0967741935483871,0.08378378378378379,0.034482758620689655,0.06212121212121212,0.096,0.08943089430894309,0.06557377049180328,0.03829787234042553,0.01818181818181818,0.10784313725490197,0.17647058823529413,0.7391304347826086,0.8043478260869565,0.10714285714285714,0.5555555555555556,0.5882352941176471,0.7,0.2857142857142857,0.3076923076923077,0.75,0.6774193548387096,0.42857142857142855,0.1111111111111111,0.47058823529411764,0.5625,0.5993240740740741,0.07344632768361582,0.11304347826086956,0.1043956043956044,,1.0,2.0,,4.0,1.0,,5.0,3.0,,1.0,,5.0,1.0,,1.0,,0.21428571428571427,,0.07142857142857142,,,0.06097560975609756,0.03225806451612903,,,0.12903225806451613,,,0.25,0.16666666666666666,,,,,,True,
203084,1610612742,Harrison Barnes,Harrison Barnes,203084,DAL,104344.0,1739,-310.0,3473,3466,865.0,756.0,314.0,6939,112.0,172.0,168.0,30.0,70.0,14.0,53.0,158.0,41.0,261.0,549.0,83.0,228.0,170.0,941.0,3919,55.0,74.0,260.0,324.0,213.0,156.0,53.0,44.0,93.0,25.0,235.0,108.0,129.0,263.0,309.0,31.0,18.0,9.0,31.0,76.0,16.0,28.0,,68.0,152.0,197.0,18.0,855.0,0.8554216867469879,0.36403508771929827,0.3672566371681416,0.47540983606557374,0.49613899613899615,0.5383275261324042,0.566079295154185,0.29343629343629346,24.515960230245945,0.1419141914191419,0.16589861751152074,0.1519230769230769,0.07913669064748201,0.12464589235127478,0.16795366795366795,0.22136422136422138,0.6511627906976745,0.7088607594936709,0.21621621621621623,0.09009009009009009,0.42857142857142855,0.42857142857142855,1.0,0.20334620334620335,0.33544303797468356,0.3375796178343949,0.7735849056603774,0.07446808510638298,0.21808510638297873,0.5148005148005148,0.33974358974358976,0.48227174193548394,0.48262715053763444,0.2763018065887354,9.516211293260476,25.096929824561414,0.24906420961704578,19.0,30.0,28.0,44.0,85.0,209.0,64.0,26.0,49.0,8.0,69.0,66.0,133.0,198.0,24.0,25.0,49.0,37.0,12.0,9.0,10.0,17.0,28.0,1.0,26.0,46.0,13.0,45.0,26.0,9.0,19.0,1.0,3.0,2.0,6.0,7.0,,3.0,,4.0,14.0,80.0,8.0,,3.0,,5.0,8.0,6.0,,,254.0,6.0,14.0,0.3793103448275862,0.39759036144578314,0.5306122448979592,0.49624060150375937,0.5258620689655172,0.4946808510638298,0.5403225806451613,0.04553734061930783,0.08139534883720931,0.04784688995215311,0.5921052631578947,0.2857142857142857,0.014084507042253521,0.028282828282828285,0.02312925170068027,0.02608695652173913,0.05521472392638037,0.016286644951140065,0.014005602240896359,0.022913256955810146,0.024193548387096774,0.22661870503597123,0.15789473684210525,0.75,0.49107142857142855,0.26898326898326896,0.40669856459330145,0.4271356783919598,0.17647058823529413,0.38095238095238093,0.38323353293413176,0.453125,0.5172413793103449,0.6333333333333333,0.15789473684210525,0.23404255319148937,0.6363636363636364,0.5088989130434783,0.09489916963226572,0.13008130081300814,0.07332624867162593,1.0,1.0,5.0,2.0,8.0,13.0,3.0,9.0,18.0,36.0,2.0,1.0,14.0,1.0,,,0.3333333333333333,0.32727272727272727,0.0043859649122807015,0.005952380952380952,,0.006329113924050633,0.034912718204488775,0.017241379310344827,1.0,1.0,0.13793103448275862,0.25,1.0,0.35714285714285715,0.3170731707317073,,15.0,,,,True,
203926,1610612742,Doug McDermott,Doug McDermott,203926,DAL,12544.0,209,-5.0,438,423,153.0,155.0,49.0,861,6.0,10.0,8.0,5.0,8.0,2.0,5.0,13.0,4.0,10.0,25.0,10.0,21.0,10.0,60.0,462,6.0,2.0,22.0,4.0,30.0,13.0,5.0,4.0,7.0,2.0,17.0,7.0,8.0,18.0,19.0,4.0,3.0,,3.0,8.0,2.0,7.0,,17.0,6.0,10.0,1.0,147.0,1.0,0.47619047619047616,0.47619047619047616,0.4,0.5434782608695652,0.6,0.6875,0.45652173913043476,11.670020120724347,0.07692307692307693,0.07608695652173914,0.07653061224489796,0.029411764705882353,0.09090909090909091,0.0821917808219178,0.21739130434782608,0.6,0.6666666666666666,0.17391304347826086,0.17391304347826086,0.625,0.625,1.0,0.2826086956521739,0.38461538461538464,0.38461538461538464,1.0,0.13333333333333333,0.26666666666666666,0.6739130434782609,0.38461538461538464,0.5260163043478261,0.48746333333333336,0.36666666666666664,9.296000000000001,24.619047619047624,0.3493150684931507,1.0,1.0,2.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,7.0,4.0,9.0,16.0,,1.0,3.0,3.0,,2.0,,,1.0,,3.0,1.0,1.0,5.0,3.0,,2.0,,2.0,2.0,2.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,20.0,2.0,,0.8,0.8,0.5,0.4444444444444444,0.5,0.6666666666666666,0.5833333333333334,0.04,0.1,,0.625,0.25,,0.007042253521126761,,0.004524886877828055,,0.018867924528301886,,,,0.11538461538461539,0.05263157894736842,1.0,1.0,0.15217391304347827,0.2857142857142857,0.2857142857142857,0.5,0.25,0.25,0.5,0.2,1.0,1.0,0.13333333333333333,1.0,0.5196333333333333,0.061224489795918366,0.038461538461538464,0.11666666666666667,,,2.0,1.0,3.0,2.0,1.0,3.0,4.0,,,,1.0,,2.0,,0.3333333333333333,0.6666666666666666,,,,,0.04,,,,0.6,0.3333333333333333,1.0,1.0,0.5,0.08695652173913043,,1.0,,,True,
1628405,1610612742,Johnathan Motley,Johnathan Motley,1628405,DAL,3601.0,60,6.0,119,118,30.0,20.0,13.0,237,9.0,12.0,7.0,,,,,1.0,,12.0,24.0,,1.0,7.0,31.0,113,,5.0,13.0,10.0,,1.0,,2.0,2.0,2.0,4.0,3.0,8.0,14.0,19.0,1.0,1.0,,2.0,2.0,,2.0,,4.0,10.0,11.0,1.0,30.0,,,,0.5,0.48,0.5166666666666667,0.5909090909090909,0.04,23.703703703703702,0.2857142857142857,0.1,0.1896551724137931,0.2857142857142857,0.23076923076923078,0.12,0.48,0.75,0.8181818181818182,0.28,,,,,0.04,,,,,,0.52,,0.45995199999999997,0.4495714285714286,0.41935483870967744,8.225,26.5,0.25210084033613445,2.0,4.0,4.0,4.0,,5.0,3.0,2.0,5.0,3.0,7.0,4.0,7.0,14.0,4.0,2.0,,,,,,2.0,3.0,,3.0,5.0,,,,,,,,,,1.0,,2.0,,,1.0,5.0,1.0,,1.0,,,1.0,1.0,,,13.0,,1.0,0.5833333333333334,0.7,0.4,0.5714285714285714,0.4,0.5714285714285714,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.2,,0.75,,0.08571428571428572,0.07692307692307693,0.08196721311475409,0.2,,0.08333333333333333,0.045454545454545456,0.25,0.375,,1.0,0.6666666666666666,0.2,,,,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.8,0.5,,0.5714285714285714,1.0,0.62965,0.1724137931034483,0.17857142857142858,0.22580645161290322,,,,,,,,,,,,,1.0,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,1.0,,True,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,43581.0,726,-41.0,1426,1430,277.0,275.0,138.0,2856,71.0,89.0,14.0,3.0,4.0,1.0,13.0,38.0,5.0,83.0,119.0,16.0,42.0,45.0,259.0,1596,6.0,14.0,44.0,26.0,48.0,37.0,13.0,25.0,43.0,17.0,104.0,45.0,73.0,134.0,187.0,33.0,20.0,7.0,17.0,29.0,3.0,54.0,9.0,93.0,79.0,65.0,6.0,272.0,1.0,0.38095238095238093,0.3902439024390244,0.6974789915966386,0.6645962732919255,0.6888297872340425,0.5945945945945946,0.2608695652173913,13.66223908918406,0.21098265895953758,0.15151515151515152,0.18351477449455678,0.24778761061946902,0.20588235294117646,0.1459227467811159,0.5527950310559007,0.797752808988764,0.8554216867469879,0.08695652173913043,0.024844720496894408,0.75,0.75,1.0,0.2360248447204969,0.34210526315789475,0.34210526315789475,1.0,0.037037037037037035,0.18518518518518517,0.8136645962732919,0.35135135135135137,0.5452731250000001,0.562296153846154,0.16988416988416988,4.363865546218487,26.180952380952384,0.19424964936886396,9.0,11.0,15.0,17.0,7.0,16.0,5.0,10.0,13.0,9.0,32.0,15.0,21.0,140.0,14.0,9.0,18.0,16.0,2.0,3.0,5.0,25.0,27.0,1.0,16.0,53.0,13.0,12.0,7.0,4.0,5.0,2.0,1.0,5.0,4.0,3.0,3.0,10.0,4.0,3.0,12.0,33.0,12.0,1.0,8.0,,4.0,13.0,11.0,1.0,,44.0,7.0,5.0,0.8433734939759037,0.9210526315789473,0.7692307692307693,0.7142857142857143,0.71875,0.5555555555555556,0.8,0.07563025210084033,0.06741573033707865,0.1875,0.41379310344827586,0.4444444444444444,0.02564102564102564,0.07336956521739131,0.07861635220125786,0.07580174927113703,0.1,0.08695652173913043,0.03759398496240601,0.07434944237918216,0.10204081632653061,0.17525773195876287,0.171875,0.8461538461538461,0.8450704225352113,0.09937888198757763,0.4375,0.5384615384615384,0.7142857142857143,0.35714285714285715,0.35714285714285715,1.0,0.6875,0.8181818181818182,0.2222222222222222,0.6296296296296297,0.8823529411764706,0.5540708333333333,0.1813186813186813,0.2357142857142857,0.12355212355212356,,,,1.0,3.0,,1.0,3.0,,,1.0,,1.0,,,1.0,0.3333333333333333,,,,,,0.019230769230769232,,,,0.1875,0.3333333333333333,1.0,,,,,,,,True,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,56493.0,942,-153.0,1879,1856,204.0,157.0,140.0,3735,11.0,16.0,120.0,2.0,7.0,1.0,68.0,155.0,8.0,93.0,183.0,70.0,162.0,41.0,437.0,2152,9.0,7.0,29.0,38.0,210.0,155.0,68.0,38.0,60.0,22.0,142.0,75.0,138.0,222.0,232.0,19.0,10.0,4.0,11.0,26.0,1.0,45.0,1.0,68.0,43.0,46.0,4.0,202.0,1.0,0.43209876543209874,0.43209876543209874,0.5081967213114754,0.5739130434782609,0.5955678670360111,0.6041666666666666,0.46956521739130436,19.03590752582391,0.2839506172839506,0.20833333333333334,0.25177304964539005,0.3221476510067114,0.30526315789473685,0.21180555555555555,0.0463768115942029,0.6875,0.6875,0.34782608695652173,0.020289855072463767,0.2857142857142857,0.2857142857142857,1.0,0.4492753623188406,0.43870967741935485,0.44155844155844154,1.0,0.047619047619047616,0.38095238095238093,0.5159420289855072,0.43870967741935485,0.47696424418604655,0.43656750000000005,0.06636155606407322,15.40054644808743,25.893209876543214,0.10856838744012773,4.0,5.0,1.0,2.0,23.0,47.0,59.0,10.0,16.0,9.0,62.0,5.0,12.0,148.0,8.0,1.0,22.0,15.0,7.0,11.0,5.0,1.0,9.0,,9.0,10.0,9.0,15.0,9.0,2.0,6.0,1.0,1.0,2.0,,3.0,,4.0,2.0,2.0,6.0,17.0,26.0,,16.0,,10.0,26.0,11.0,,,29.0,,3.0,0.7956989247311828,0.8314606741573034,0.625,0.4166666666666667,0.828125,0.5238095238095238,0.8857142857142857,0.00546448087431694,,0.02127659574468085,0.5769230769230769,0.23684210526315788,,0.01761252446183953,0.0024875621890547263,0.01095290251916758,0.025477707006369428,0.012345679012345678,0.015625,0.003105590062111801,,0.21768707482993196,0.19444444444444445,0.4230769230769231,0.45454545454545453,0.13623188405797101,0.48936170212765956,0.5,0.6956521739130435,0.49166666666666664,0.49166666666666664,0.8983050847457628,0.15625,0.8,,0.09523809523809523,0.5,0.5166499999999999,0.05042016806722689,0.08762886597938144,0.14187643020594964,,,1.0,11.0,16.0,3.0,11.0,16.0,4.0,,,1.0,1.0,,1.0,,0.6875,0.4444444444444444,0.006172839506172839,,,0.0064516129032258064,0.0056179775280898875,,,,0.5,0.6875,1.0,1.0,0.375,0.006134969325153374,7.0,,,,True,
203457,1610612742,Nerlens Noel,Nerlens Noel,203457,DAL,16164.0,269,-32.0,545,537,136.0,156.0,56.0,1082,17.0,33.0,6.0,,,,,,,27.0,55.0,,,11.0,65.0,567,,7.0,13.0,12.0,,,,10.0,15.0,6.0,35.0,28.0,43.0,75.0,103.0,19.0,7.0,1.0,4.0,14.0,1.0,17.0,2.0,40.0,20.0,15.0,3.0,136.0,,,,0.4909090909090909,0.4909090909090909,0.5327868852459017,0.4642857142857143,,12.31527093596059,0.2847682119205298,0.2828282828282828,0.284,0.35555555555555557,0.2631578947368421,0.2894736842105263,0.6,0.5151515151515151,0.53125,0.10909090909090909,,,,,,,,,,,0.6,,0.5360545454545456,0.53058,0.2,5.3,,0.24954128440366974,5.0,9.0,3.0,7.0,8.0,16.0,2.0,5.0,10.0,2.0,12.0,3.0,10.0,42.0,8.0,3.0,5.0,4.0,1.0,1.0,3.0,5.0,22.0,1.0,4.0,28.0,12.0,10.0,7.0,1.0,3.0,,1.0,3.0,4.0,1.0,2.0,2.0,2.0,,3.0,6.0,11.0,1.0,6.0,,5.0,12.0,6.0,1.0,,13.0,5.0,3.0,0.7777777777777778,0.9130434782608695,0.5,0.3,0.5,0.3,0.6,0.05454545454545454,0.030303030303030304,0.125,0.7142857142857143,0.4444444444444444,0.058823529411764705,0.11578947368421053,0.056818181818181816,0.09712230215827339,0.10714285714285714,0.10144927536231885,0.13846153846153847,0.041666666666666664,0.125,0.24489795918367346,0.2608695652173913,0.5,0.7058823529411765,0.2909090909090909,0.5,0.5714285714285714,0.875,0.3333333333333333,0.3333333333333333,1.0,0.9,0.5555555555555556,,0.7,0.42857142857142855,0.6627142857142857,0.10344827586206896,0.10344827586206896,0.18461538461538463,,,,,,,,,,,,,4.0,,,1.0,,,,,,,0.16666666666666666,,,,,,,,,,,,,,True,
