EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,PenaltyArc3FGM,BlockingFouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,FTOffRebounds,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefensiveGoaltends,HeaveAttempts,LongMidRangePctBlocked,on,BlockedCorner3,Clear Path Fouls
1626156,1610612751,D'Angelo Russell,D'Angelo Russell,1626156,BKN,1954.0,33.0,-15.0,80.0,76.0,18.0,22.0,7.0,156.0,4.0,6.0,1.0,1.0,1.0,1.0,5.0,10.0,4.0,4.0,2.0,5.0,1.0,13.0,20.0,2.0,5.0,4.0,36.0,99.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,7.0,26.0,6.0,5.0,2.0,3.0,5.0,3.0,8.0,2.0,1.0,3.0,2.0,19.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,6.0,1.0,4.0,3.0,2.0,1.0,1.0,9.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,7.0,18.0,1.0,0.4,0.4,0.65,1.0,0.75,0.64,1.0,0.6,0.6666666666666666,1.25,0.5833333333333334,0.2,0.15,0.1666666666666666,0.2,41.37931034482759,0.6666666666666666,0.08,0.2,0.1538461538461538,0.1,0.0666666666666666,0.1111111111111111,0.25,0.0909090909090909,0.1666666666666666,0.3333333333333333,0.24,0.6666666666666666,0.8,0.4,0.5,0.625,0.16,1.0,1.0,0.2,0.4,0.4,1.0,1.0,0.2,1.0,0.2,0.44,0.4,0.476146,0.3915,0.47496,0.074074074074074,0.0476190476190476,0.1666666666666666,0.1388888888888889,0.1944444444444444,8.26,25.2,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626178,1610612751,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,BKN,28240.0,471.0,-13.0,934.0,933.0,92.0,74.0,92.0,1867.0,37.0,70.0,2.0,14.0,4.0,6.0,33.0,70.0,21.0,38.0,2.0,11.0,2.0,91.0,178.0,7.0,27.0,42.0,245.0,1015.0,5.0,22.0,2.0,15.0,11.0,17.0,3.0,7.0,32.0,102.0,,11.0,2.0,14.0,15.0,31.0,46.0,24.0,7.0,9.0,3.0,123.0,9.0,21.0,62.0,93.0,20.0,113.0,12.0,7.0,14.0,1.0,5.0,15.0,9.0,2.0,1.0,29.0,1.0,32.0,60.0,9.0,52.0,34.0,,32.0,92.0,3.0,0.2592592592592592,0.2592592592592592,0.5112359550561798,0.2272727272727272,0.6470588235294118,0.4951219512195122,0.2708333333333333,0.625,0.5493273542600897,0.3,0.6666666666666666,0.1317073170731707,0.0786516853932584,0.1142857142857142,0.0857142857142857,23.954372623574145,0.4827586206896552,0.1802325581395348,0.1653543307086614,0.0424528301886792,0.1762208067940552,0.0415800415800415,0.0481927710843373,0.0217391304347826,0.1818181818181818,0.2252252252252252,0.1568627450980392,0.3414634146341463,0.5285714285714286,0.5967741935483871,0.3414634146341463,0.4714285714285714,0.515625,0.1853658536585365,0.5526315789473685,0.5526315789473685,0.0536585365853658,0.1818181818181818,0.1818181818181818,0.5833333333333334,0.1428571428571428,0.3,0.6666666666666666,0.1,0.473170731707317,0.1818181818181818,0.4992790243902439,0.5579999999999999,0.4776825,0.1524663677130044,0.173469387755102,,0.0612244897959183,0.1306122448979592,7.542134831460673,24.08148148148148,0.0985010706638115,5.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,80.0,21.0,4.0,3.0,11.0,10.0,6.0,5.0,5.0,1.0,12.0,4.0,1.0,2.0,1.0,3.0,16.0,11.0,5.0,1.0,5.0,11.0,5.0,0.4395604395604395,0.449438202247191,1.0,0.5,0.3333333333333333,0.625,0.0408921933085501,0.08,0.0252100840336134,0.1139240506329113,0.2,0.0652173913043478,0.4545454545454545,0.5675675675675675,0.303030303030303,0.4285714285714285,0.0780487804878048,0.3125,0.3125,1.0,1.0,0.5,0.0416666666666666,1.0,1.0,0.0416666666666666,0.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,11650.0,194.0,-61.0,400.0,404.0,77.0,98.0,41.0,804.0,12.0,17.0,,,2.0,2.0,4.0,16.0,2.0,7.0,8.0,19.0,5.0,18.0,40.0,8.0,22.0,18.0,78.0,459.0,1.0,2.0,3.0,11.0,3.0,4.0,6.0,9.0,18.0,24.0,9.0,19.0,8.0,5.0,17.0,8.0,25.0,4.0,4.0,11.0,5.0,58.0,1.0,7.0,12.0,19.0,1.0,20.0,9.0,2.0,11.0,3.0,6.0,3.0,5.0,,,14.0,4.0,8.0,21.0,1.0,27.0,10.0,2.0,18.0,77.0,,0.3636363636363636,0.3636363636363636,0.45,0.5,0.75,0.4838709677419355,0.8,0.45,0.5342465753424658,0.9166666666666666,0.6428571428571429,0.3548387096774194,0.125,0.1176470588235294,0.1875,19.55056179775281,0.7857142857142857,0.1016949152542373,0.0945945945945946,0.0121951219512195,0.0989583333333333,0.0052083333333333,0.0158730158730158,,0.0454545454545454,0.2222222222222222,0.1,0.2741935483870967,0.7058823529411765,0.8,0.2580645161290322,0.25,0.3076923076923077,0.1129032258064516,0.2857142857142857,0.2857142857142857,0.3064516129032258,0.4210526315789473,0.4210526315789473,,,0.2,1.0,0.5,0.6290322580645161,0.4210526315789473,0.5145909836065574,0.39465,0.5191333333333333,0.1714285714285714,0.2127659574468085,0.0869565217391304,0.141025641025641,0.2307692307692307,7.272499999999998,25.840909090909086,0.1925,,3.0,,,,1.0,3.0,2.0,3.0,1.0,12.0,15.0,,1.0,,,,7.0,,1.0,2.0,,,,,1.0,3.0,3.0,2.0,,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.625,0.6666666666666666,0.1666666666666666,,,,,0.0526315789473684,0.0714285714285714,,0.3333333333333333,0.3333333333333333,0.5,,0.0483870967741935,,,,0.625,,,,,0.6,0.1,,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.6666666666666666,0.5,0.2,,,,,,,,,,,,,,,,,True,,
201960,1610612751,DeMarre Carroll,DeMarre Carroll,201960,BKN,28950.0,482.0,35.0,953.0,946.0,103.0,95.0,105.0,1899.0,20.0,41.0,6.0,9.0,2.0,5.0,17.0,43.0,4.0,10.0,18.0,65.0,5.0,41.0,94.0,28.0,88.0,42.0,208.0,1030.0,8.0,14.0,2.0,27.0,3.0,9.0,6.0,8.0,14.0,44.0,9.0,65.0,18.0,15.0,23.0,19.0,42.0,14.0,5.0,13.0,6.0,103.0,15.0,21.0,59.0,81.0,30.0,111.0,10.0,9.0,14.0,3.0,8.0,14.0,6.0,4.0,1.0,28.0,4.0,22.0,37.0,2.0,55.0,19.0,4.0,14.0,103.0,,0.3181818181818182,0.3181818181818182,0.4361702127659574,0.5714285714285714,0.3333333333333333,0.456043956043956,0.5434782608695652,0.2,0.5073170731707317,0.5625,0.3333333333333333,0.4835164835164835,0.1595744680851064,0.2439024390243902,0.1162790697674418,21.494464944649447,0.5,0.1661971830985915,0.1666666666666666,0.0678733031674208,0.1663201663201663,0.0602910602910602,0.0628571428571428,0.0869565217391304,0.1476510067114094,0.2434782608695652,0.1553398058252427,0.2252747252747252,0.4878048780487805,0.6451612903225806,0.2362637362637362,0.3953488372093023,0.4473684210526316,0.0549450549450549,0.4,0.4,0.3571428571428571,0.2769230769230769,0.2769230769230769,0.391304347826087,0.6666666666666666,0.3333333333333333,0.4,0.3333333333333333,0.7087912087912088,0.2769230769230769,0.517079120879121,0.4842423076923076,0.4471933333333334,0.1155778894472361,0.1759259259259259,0.0439560439560439,0.1298076923076923,0.0673076923076923,6.56595744680851,24.839772727272727,0.1080797481636936,10.0,23.0,2.0,4.0,,1.0,5.0,3.0,9.0,,38.0,75.0,8.0,4.0,14.0,1.0,4.0,1.0,1.0,1.0,9.0,3.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,,1.0,5.0,4.0,0.4634146341463415,0.5135135135135135,0.8928571428571429,0.3333333333333333,,0.0416666666666666,0.0538461538461538,0.0421052631578947,0.063063063063063,0.0989010989010989,0.217391304347826,0.0416666666666666,0.8,0.55,0.4117647058823529,0.25,0.1263736263736263,0.4347826086956521,0.4347826086956521,0.9,0.8888888888888888,0.3333333333333333,0.1739130434782608,0.5,1.0,0.217391304347826,0.0666666666666666,,1.0,,,1.0,1.0,6.0,6.0,0.2,1.0,,1.0,2.0,2.0,1.0,0.037037037037037,0.0555555555555555,,,,,,,,,,,True,,
203092,1610612751,Tyler Zeller,Tyler Zeller,203092,BKN,42452.0,708.0,,1428.0,1419.0,203.0,200.0,148.0,2847.0,84.0,127.0,26.0,42.0,9.0,16.0,27.0,66.0,4.0,10.0,,6.0,,115.0,203.0,10.0,26.0,40.0,300.0,1538.0,28.0,48.0,4.0,60.0,13.0,26.0,3.0,11.0,37.0,56.0,,6.0,,24.0,12.0,16.0,28.0,13.0,3.0,9.0,1.0,72.0,23.0,36.0,87.0,131.0,63.0,194.0,8.0,4.0,17.0,1.0,5.0,18.0,12.0,1.0,2.0,35.0,7.0,78.0,62.0,1.0,60.0,33.0,,37.0,203.0,3.0,0.3846153846153846,0.3846153846153846,0.5665024630541872,0.5833333333333334,0.5,0.5676855895196506,0.5714285714285714,0.4482758620689655,0.5952380952380952,0.5882352941176471,0.5,0.1135371179039301,0.1182266009852216,0.1417322834645669,0.0909090909090909,17.881619937694705,0.4857142857142857,0.1768292682926829,0.1682242990654205,0.0739549839228295,0.1742209631728045,0.0888575458392101,0.0655737704918032,0.1044776119402985,0.1895734597156398,0.1329113924050632,0.1761363636363636,0.5545851528384279,0.6614173228346457,0.7706422018348624,0.2882096069868995,0.4090909090909091,0.45,0.0436681222707423,0.4,0.4,0.0262008733624454,,,0.8571428571428571,0.6190476190476191,0.5517241379310345,0.5625,,0.6681222707423581,,0.5148111353711792,0.5812787500000002,0.5002568965517241,0.1330645161290322,0.1486486486486486,,0.2,0.1233333333333333,4.25320197044335,23.60769230769231,0.142156862745098,10.0,20.0,,,,3.0,1.0,,1.0,,174.0,30.0,40.0,2.0,40.0,8.0,5.0,4.0,1.0,5.0,46.0,5.0,6.0,5.0,4.0,3.0,14.0,21.0,11.0,,10.0,21.0,9.0,0.7565217391304347,0.9157894736842104,1.0,,,0.2424242424242424,0.100502512562814,0.1066666666666666,0.0994152046783625,0.2113821138211382,0.131578947368421,0.0625,0.4285714285714285,0.6904761904761905,0.925925925925926,1.0,0.0873362445414847,0.5,0.5,1.0,,0.1153846153846153,,,,0.0204081632653061,0.1034482758620689,,,,5.0,7.0,,4.0,4.0,,,,,,,1.0,,0.0909090909090909,1.0,1.0,,,,,,,,,True,,
203459,1610612751,Allen Crabbe,Allen Crabbe,203459,BKN,28407.0,473.0,17.0,954.0,938.0,100.0,75.0,101.0,1892.0,9.0,16.0,,2.0,,1.0,10.0,19.0,9.0,35.0,41.0,108.0,6.0,28.0,70.0,44.0,119.0,18.0,206.0,1026.0,1.0,7.0,1.0,6.0,3.0,7.0,6.0,4.0,22.0,12.0,3.0,108.0,41.0,1.0,14.0,9.0,23.0,7.0,2.0,5.0,6.0,55.0,2.0,23.0,40.0,65.0,4.0,69.0,9.0,6.0,11.0,,6.0,9.0,5.0,3.0,1.0,20.0,,38.0,14.0,1.0,24.0,3.0,5.0,22.0,100.0,,0.3697478991596639,0.3697478991596639,0.4,0.1428571428571428,0.4285714285714285,0.4973544973544973,0.2272727272727272,0.6923076923076923,0.5126903553299492,0.2272727272727272,0.7333333333333333,0.6296296296296297,0.0142857142857142,,0.0526315789473684,20.0,0.55,0.1152737752161383,0.1885245901639344,0.0094339622641509,0.1343283582089552,0.0081632653061224,0.0117647058823529,,0.1464968152866242,0.1196581196581196,0.1717171717171717,0.0846560846560846,0.5625,0.5625,0.1005291005291005,0.5263157894736842,0.5555555555555556,0.1851851851851851,0.2571428571428571,0.2571428571428571,0.5714285714285714,0.3796296296296296,0.3831775700934579,0.1818181818181818,,0.0769230769230769,,0.4615384615384615,0.7142857142857143,0.3796296296296296,0.5141177248677249,0.47385,0.4793384615384616,0.0408163265306122,0.0410958904109589,0.040650406504065,0.029126213592233,0.1067961165048543,12.471428571428572,25.435294117647064,0.1048218029350104,3.0,11.0,,1.0,,,3.0,1.0,4.0,4.0,44.0,129.0,,3.0,2.0,2.0,3.0,3.0,1.0,,22.0,2.0,1.0,2.0,,,,7.0,1.0,2.0,4.0,7.0,5.0,0.7857142857142857,0.7857142857142857,0.9772727272727272,0.25,0.6666666666666666,0.0909090909090909,0.0071942446043165,,,0.0410958904109589,0.2608695652173913,0.0263157894736842,0.7142857142857143,0.6666666666666666,0.9,0.7777777777777778,0.0582010582010582,0.2727272727272727,0.3,1.0,0.975609756097561,,0.0909090909090909,,,0.2727272727272727,,,1.0,4.0,1.0,,1.0,1.0,,0.3333333333333333,1.0,0.6666666666666666,,,,,,0.037037037037037,,,2.0,4.0,0.0168067226890756,0.0909090909090909,0.0092592592592592,,,,True,,
203925,1610612751,Joe Harris,Joe Harris,203925,BKN,15930.0,266.0,17.0,553.0,548.0,125.0,114.0,58.0,1101.0,20.0,25.0,3.0,4.0,3.0,4.0,,5.0,1.0,4.0,13.0,39.0,3.0,21.0,34.0,16.0,47.0,4.0,94.0,579.0,3.0,4.0,1.0,10.0,3.0,5.0,6.0,,9.0,8.0,3.0,39.0,13.0,5.0,7.0,3.0,10.0,2.0,1.0,3.0,4.0,23.0,2.0,15.0,21.0,36.0,4.0,40.0,4.0,4.0,6.0,1.0,5.0,8.0,1.0,2.0,3.0,14.0,1.0,20.0,7.0,1.0,6.0,5.0,,9.0,125.0,3.0,0.3404255319148936,0.3404255319148936,0.6176470588235294,0.75,0.6,0.5555555555555556,0.75,0.4090909090909091,0.573170731707317,0.7142857142857143,0.4090909090909091,0.5802469135802469,0.1470588235294117,0.12,0.4,15.508885298869142,0.4285714285714285,0.1186440677966101,0.1612903225806451,0.0172413793103448,0.1333333333333333,0.0150375939849624,0.0111111111111111,0.0384615384615384,0.0533333333333333,0.1785714285714285,0.1486486486486486,0.3086419753086419,0.8,0.9090909090909092,0.0617283950617283,,,0.0493827160493827,0.25,0.25,0.4814814814814814,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.3636363636363636,0.75,0.2727272727272727,0.8888888888888888,0.3333333333333333,0.570162962962963,0.5709500000000001,0.5663227272727273,0.0609756097560975,0.1428571428571428,,0.1063829787234042,0.0957446808510638,4.070588235294117,25.0468085106383,0.2260397830018083,3.0,8.0,,,1.0,3.0,2.0,1.0,2.0,1.0,34.0,45.0,2.0,,2.0,,,,,,9.0,2.0,,,,,4.0,1.0,1.0,,,1.0,1.0,0.8095238095238095,0.85,0.9375,0.5,0.1666666666666666,,0.0133333333333333,0.0333333333333333,,0.1521739130434782,0.2105263157894736,,1.0,0.8,,1.0,0.0987654320987654,0.375,0.375,1.0,0.9230769230769232,0.6666666666666666,,,,0.3333333333333333,0.2727272727272727,0.3333333333333333,1.0,,1.0,,,,,0.5,1.0,,,,,,,,,,,,,,,1.0,,,True,,
203112,1610612751,Quincy Acy,Quincy Acy,203112,BKN,4900.0,82.0,-28.0,171.0,173.0,25.0,49.0,17.0,344.0,,4.0,,,,,,2.0,,,2.0,6.0,1.0,,6.0,5.0,14.0,4.0,19.0,206.0,,,2.0,2.0,,,1.0,,,,,6.0,2.0,1.0,3.0,,3.0,,,3.0,,6.0,1.0,9.0,5.0,16.0,3.0,19.0,,,2.0,1.0,2.0,2.0,,,,4.0,,7.0,8.0,,4.0,2.0,,,25.0,1.0,0.3571428571428571,0.3571428571428571,,,,0.375,,,0.4318181818181818,0.5,,0.7,0.1666666666666666,0.25,,13.756613756613758,0.5,0.108695652173913,0.2903225806451613,0.0285714285714285,0.1818181818181818,0.0410958904109589,0.037037037037037,,,0.2142857142857142,0.3214285714285714,0.2,,,0.1,,,,,,0.3,0.3333333333333333,0.3333333333333333,,,,,1.0,0.9,0.3333333333333333,0.5433874999999999,0.55155,0.55095,0.0909090909090909,0.25,,0.1052631578947368,,3.4000000000000004,23.907142857142865,0.1461988304093567,3.0,8.0,,1.0,,,,,1.0,,,15.0,,,2.0,2.0,,,,1.0,3.0,,2.0,1.0,3.0,,,1.0,,,1.0,1.0,,,,1.0,,,0.2857142857142857,0.0526315789473684,0.0555555555555555,,0.1538461538461538,,,,,,,0.4,0.375,0.4285714285714285,1.0,1.0,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,0.1428571428571428,,,1.0,,0.0714285714285714,0.125,,,,,True,,
203930,1610612751,Sean Kilpatrick,Sean Kilpatrick,203930,BKN,3171.0,53.0,-18.0,115.0,113.0,43.0,31.0,12.0,228.0,1.0,4.0,,,1.0,2.0,1.0,5.0,3.0,5.0,4.0,12.0,6.0,5.0,14.0,4.0,15.0,6.0,28.0,114.0,,1.0,,,1.0,5.0,8.0,6.0,11.0,6.0,9.0,11.0,4.0,2.0,1.0,4.0,5.0,4.0,,1.0,,14.0,,5.0,5.0,10.0,,10.0,1.0,,5.0,,3.0,,2.0,,,5.0,,2.0,6.0,,7.0,2.0,,11.0,43.0,,0.2666666666666666,0.2857142857142857,0.3571428571428571,,0.2,0.3793103448275862,,0.1923076923076923,0.4375,,0.34375,0.5172413793103449,0.1428571428571428,0.25,0.2,29.365079365079364,1.0,0.1785714285714285,0.2272727272727272,,0.2,,,,0.3,0.1818181818181818,0.1875,0.1379310344827586,0.25,0.3333333333333333,0.1724137931034483,0.2,0.25,0.1724137931034483,0.6,0.6,0.4137931034482758,0.3333333333333333,0.3333333333333333,,,0.1538461538461538,0.5,0.4615384615384615,0.6551724137931034,0.3636363636363636,0.4757285714285714,0.491575,0.5012208333333333,0.0666666666666666,0.1333333333333333,,,0.3928571428571428,10.12142857142857,26.500000000000007,0.3739130434782609,,3.0,,,,2.0,1.0,,1.0,1.0,4.0,3.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,0.4,0.4,0.25,,0.125,,,,,,0.3333333333333333,,,1.0,,0.3333333333333333,0.1034482758620689,,,,0.25,,,,,0.5,0.1538461538461538,,,1.0,,,,2.0,2.0,,,0.1666666666666666,,,,,,,,,,,,,,,1.0,,True,,
1627821,1610612751,James Webb III,James Webb III,1627821,BKN,303.0,5.0,7.0,12.0,10.0,,5.0,1.0,22.0,,,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,7.692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.52035,,,,,,,,,23.1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
