EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyFtPoints,TwoPtAssists,Arc3Assists,LongMidRangeAssists,FTOffRebounds,Offensive Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,Arc3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,Travels,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,PenaltyArc3FGM,HeaveMakes,HeaveAttempts,OffTwoPtRebounds,BadPassSteals,2pt And 1 Free Throw Trips,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyArc3Accuracy,ShortMidRangeAssists,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,SecondChanceFtPoints,Charge Fouls Drawn,OffLongMidRangeReboundPct,OffAtRimReboundPct,BadPassOutOfBoundsTurnovers,Defensive 3 Seconds Violations,FTDefRebounds,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffCorner3ReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,SecondChanceFg3Pct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Clear Path Fouls
1626185,1610612763,Jarell Martin,Jarell Martin,1626185,MEM,2228.0,37,-21,73,73,28.0,33,5.0,146,4.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,11.0,1.0,3.0,1.0,14.0,85,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,8.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,28.0,1.0,0.8,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.45454545454545453,1.0,0.3333333333333333,0.4642857142857143,1.0,0.5,0.4666666666666667,1.0,0.5,0.21428571428571427,0.09090909090909091,0.5,24.050632911392405,0.75,0.06666666666666667,0.0625,0.125,0.06451612903225806,0.03125,0.125,0.16666666666666666,0.07692307692307693,0.5,0.5714285714285714,0.5714285714285714,0.75,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,0.07142857142857142,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.2,1.0,0.2,1.0,0.2,0.7142857142857143,0.56815,0.53172,0.06666666666666667,0.08333333333333333,0.14285714285714285,0.35714285714285715,5.618181818181818,24.066666666666666,0.3835616438356164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627738,1610612763,Deyonta Davis,Deyonta Davis,1627738,MEM,2473.0,41,-10,84,82,35.0,44,11.0,166,3.0,7.0,1.0,2.0,1.0,3.0,2.0,,1.0,,,,,,,4.0,10.0,,,2.0,10.0,98,1.0,3.0,2.0,2.0,4.0,,,6.0,6.0,2.0,,2.0,,,2.0,3.0,1.0,8.0,1.0,4.0,3.0,7.0,2.0,9.0,,,2.0,2.0,1.0,,3.0,1.0,1.0,4.0,,2.0,4.0,,1.0,,1.0,6.0,35.0,1.0,0.75,1.0,,,,,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4166666666666667,0.3333333333333333,0.5,,,,15.306122448979592,0.6666666666666666,0.2,0.16,0.0625,0.175,0.024390243902439025,0.08333333333333333,0.6666666666666666,0.21052631578947367,0.7,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2,0.1,,,,,,,,,0.6666666666666666,0.5,0.75,0.3333333333333333,,,,0.7,0.5146499999999999,0.567175,,,0.2,0.6,5.380000000000001,,0.4166666666666667,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.25,1.0,0.5,0.5,1.0,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627782,1610612763,Wayne Selden,Wayne Selden,1627782,MEM,1997.0,33,-23,70,68,32.0,32,5.0,138,1.0,2.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,6.0,4.0,7.0,2.0,20.0,86,,,,2.0,5.0,1.0,3.0,7.0,2.0,4.0,9.0,,6.0,2.0,,1.0,,2.0,,,1.0,1.0,,1.0,,,2.0,2.0,2.0,,4.0,1.0,1.0,2.0,,2.0,2.0,1.0,,,,7.0,32.0,,0.3333333333333333,0.3333333333333333,0.75,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.5,,0.4,0.6923076923076923,,0.4375,0.7142857142857143,,0.4375,0.5384615384615384,0.3333333333333333,0.6666666666666666,24.0,0.5,0.1,,,0.03333333333333333,,,,,0.15384615384615385,0.5,0.5,,0.23076923076923078,0.07692307692307693,1.0,1.0,1.0,0.07692307692307693,1.0,1.0,1.0,0.46153846153846156,,,0.125,,0.125,1.0,0.25,0.6923076923076923,0.45754230769230764,0.41141874999999994,0.07142857142857142,0.14285714285714285,,0.35,7.2,26.614285714285717,0.45714285714285713,1.0,,1.0,,,,,,,,,,,,0.3333333333333333,1.0,,0.4311,3.0,1.0,1.0,3.0,3.0,1.0,2.0,0.16666666666666666,0.5,0.5,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,2063.0,34,-7,67,67,17.0,26,5.0,134,1.0,4.0,,,,1.0,5.0,,,,,,,8.0,3.0,4.0,9.0,2.0,8.0,1.0,15.0,72,,,,1.0,2.0,1.0,3.0,5.0,2.0,6.0,3.0,,6.0,,2.0,3.0,1.0,8.0,,4.0,2.0,6.0,1.0,7.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,,5.0,1.0,1.0,,,,5.0,17.0,,0.25,0.25,0.5,0.25,0.3333333333333333,0.14285714285714285,0.4444444444444444,,0.5,0.4117647058823529,,0.5,0.4411764705882353,,0.5,0.47058823529411764,,,26.027397260273972,0.5,0.13333333333333333,0.23529411764705882,,0.1875,0.02857142857142857,,,0.25,0.23529411764705882,0.25,0.25,,0.29411764705882354,,,,,,,,,0.47058823529411764,,,0.2,,,,0.6,0.7058823529411765,0.488190625,0.44518749999999996,0.058823529411764705,0.1111111111111111,,0.3333333333333333,6.444444444444445,27.975,0.2537313432835821,3.0,,1.0,1.0,1.0,,,,,,,,0.2,,0.6,0.6,0.3333333333333333,,2.0,,,3.0,1.0,,1.0,0.2,0.25,0.25,0.5,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.125,0.2,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203104,1610612763,Marquis Teague,Marquis Teague,203104,MEM,4427.0,74,-24,148,147,59.0,65,15.0,295,2.0,4.0,,,,1.0,2.0,,6.0,,1.0,,1.0,3.0,3.0,3.0,12.0,1.0,4.0,2.0,11.0,173,,1.0,,,3.0,1.0,4.0,4.0,,6.0,,,2.0,,5.0,13.0,,31.0,1.0,4.0,1.0,5.0,1.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,,5.0,5.0,,5.0,5.0,2.0,,,,4.0,59.0,,,,,0.25,0.25,0.3333333333333333,0.25,,,0.28125,,0.21428571428571427,0.3055555555555556,,0.2222222222222222,0.25,,,12.574850299401199,0.3333333333333333,0.03571428571428571,0.10810810810810811,0.043478260869565216,0.07692307692307693,0.014492753623188406,0.05263157894736842,,0.10344827586206896,0.25,0.5,0.5,,0.125,0.375,,,,0.0625,,,,0.1875,,,0.14285714285714285,,0.14285714285714285,,0.42857142857142855,0.5,0.44688,0.4224333333333334,0.11764705882352941,0.15384615384615385,,0.36363636363636365,11.950000000000003,34.05,0.39864864864864863,1.0,1.0,8.0,5.0,3.0,,,1.0,,,1.0,,0.14285714285714285,,0.5,0.5,,,1.0,,,3.0,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,0.5,1.0,,1.0,,3.0,1.0,,,0.125,0.3333333333333333,4.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203463,1610612763,Ben McLemore,Ben McLemore,203463,MEM,2771.0,46,-21,92,93,41.0,39,9.0,185,2.0,3.0,1.0,1.0,,,2.0,2.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,5.0,9.0,1.0,7.0,3.0,16.0,114,1.0,1.0,3.0,1.0,3.0,1.0,4.0,6.0,8.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,,5.0,,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,,4.0,4.0,1.0,,,,6.0,41.0,2.0,0.8,1.0,1.0,0.14285714285714285,0.25,0.14285714285714285,0.5555555555555556,1.0,0.3333333333333333,0.40625,0.5,0.35714285714285715,0.4444444444444444,0.5,0.375,0.4375,0.1111111111111111,0.5,18.095238095238095,1.0,0.1111111111111111,0.045454545454545456,,0.075,0.025,,,0.047619047619047616,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.125,0.25,0.5,0.5,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,1.0,,,0.2857142857142857,0.5,0.2857142857142857,0.625,0.484146875,0.4750857142857142,0.058823529411764705,0.1,0.1875,0.375,10.244444444444445,24.485714285714284,0.44565217391304346,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,0.5,1.0,1.0,0.495,,1.0,1.0,,,,,0.25,,,,0.5,,,,,1.0,1.0,,0.043478260869565216,,,,,,1.0,,1.0,1.0,0.2,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627988,1610612763,Myke Henry,Myke Henry,1627988,MEM,595.0,10,9,20,19,14.0,11,4.0,39,,,,,,,,1.0,1.0,,,,,2.0,2.0,1.0,1.0,,2.0,,2.0,16,,,,1.0,1.0,,2.0,2.0,2.0,,,,1.0,,,1.0,,2.0,,1.0,,1.0,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,2.0,,,,,,,,2.0,14.0,,1.0,1.0,,,,,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.6666666666666666,,,15.384615384615383,1.0,,0.14285714285714285,,0.08333333333333333,0.09090909090909091,,,0.16666666666666666,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,,,,,,,0.6666666666666666,0.6666666666666666,0.49577499999999997,0.49577499999999997,,,,1.0,15.2,33.85,0.7,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,0.2,,,,,,,,,,,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202705,1610612763,MarShon Brooks,MarShon Brooks,202705,MEM,2067.0,34,-7,71,70,35.0,33,10.0,141,1.0,4.0,,2.0,1.0,2.0,6.0,3.0,5.0,,,,,8.0,3.0,9.0,15.0,4.0,8.0,6.0,36.0,86,2.0,4.0,6.0,5.0,8.0,1.0,3.0,17.0,,18.0,6.0,,8.0,,,2.0,,4.0,,2.0,,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,4.0,7.0,3.0,,,,17.0,35.0,,,,0.5,0.5,0.3333333333333333,0.5,0.6,0.5,0.625,0.6521739130434783,0.4,0.5909090909090909,0.6923076923076923,0.5,0.6538461538461539,0.34782608695652173,,,33.333333333333336,0.5,,0.13333333333333333,,0.07142857142857142,0.0625,,,0.16666666666666666,0.17391304347826086,0.25,0.25,,0.2608695652173913,0.21739130434782608,0.6,0.6,,,,,,0.34782608695652173,0.4,,0.18181818181818182,0.5,,,0.2727272727272727,0.5217391304347826,0.4767630434782609,0.43294999999999995,0.12,0.17647058823529413,0.16666666666666666,0.4722222222222222,10.246666666666666,25.025,0.49295774647887325,5.0,4.0,2.0,,,,,1.0,,,1.0,,,,0.8333333333333334,0.8333333333333334,,0.54484,4.0,1.0,1.0,6.0,4.0,2.0,,,0.5,0.5,0.5,0.2,0.5,1.0,,,2.0,2.0,1.0,0.10526315789473684,0.25,,0.3333333333333333,,,1.0,,2.0,,,0.1111111111111111,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628397,1610612763,Ivan Rabb,Ivan Rabb,1628397,MEM,2113.0,35,7,69,71,28.0,28,9.0,140,3.0,5.0,1.0,2.0,,,4.0,4.0,6.0,,,,,,,8.0,15.0,,,,16.0,75,2.0,3.0,4.0,1.0,4.0,,,2.0,8.0,8.0,,2.0,,4.0,,,,,1.0,7.0,4.0,12.0,3.0,15.0,,,1.0,1.0,1.0,,2.0,,2.0,4.0,,3.0,,,1.0,1.0,1.0,2.0,28.0,1.0,0.5,0.5714285714285714,,,,,0.5333333333333333,0.6666666666666666,0.25,0.5333333333333333,0.6666666666666666,0.25,0.5333333333333333,0.6666666666666666,0.25,,0.26666666666666666,0.5,21.51898734177215,0.5,0.4444444444444444,0.4117647058823529,0.125,0.4230769230769231,0.08823529411764706,,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.6,0.75,0.3333333333333333,0.26666666666666666,0.4,0.6666666666666666,0.8,0.5,,,,,,0.6666666666666666,0.5,,,,,,0.3333333333333333,0.4679933333333334,0.40222500000000005,,,0.25,0.125,9.88,,0.4057971014492754,1.0,,,,,,,,,,,,0.3333333333333333,,0.25,0.5,1.0,0.5561,,,,,,,,0.3333333333333333,,,,,,,,,2.0,,,0.07692307692307693,,0.3333333333333333,,,,1.0,1.0,,,,0.16666666666666666,1.0,,1.0,0.2,0.16666666666666666,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,824.0,14,-17,29,29,5.0,10,,58,,1.0,,,,1.0,,,1.0,,,,,3.0,1.0,,2.0,3.0,3.0,,9.0,40,,,,,1.0,1.0,1.0,3.0,,,9.0,,3.0,,,2.0,,4.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,2.0,,1.0,,,1.0,1.0,1.0,3.0,5.0,1.0,,,1.0,1.0,1.0,1.0,,,,0.9,,0.75,0.9,,0.75,0.6,,,20.689655172413794,,,0.16666666666666666,,0.07142857142857142,,,,0.2,0.2,,,,,0.2,,,,,,,,0.6,,,0.5,,,,0.5,0.8,0.51483,0.5184,,,,0.3333333333333333,9.9,24.733333333333334,0.1724137931034483,,,2.0,,,,,,,1.0,,,,1.0,,,,,3.0,,,,3.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
