EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG3M,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,ShootingFouls,Fouls,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeFGA,ThreePtAssists,Arc3Assists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,NonHeaveArc3FGM,Corner3Assists,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,SelfOReb,BlockingFouls,SelfORebPct,HeaveAttempts,LongMidRangePctAssisted,on,SecondChanceArc3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Clear Path Fouls
1626159,1610612748,Justise Winslow,Justise Winslow,1626159,MIA,1843.0,31.0,-13.0,58,61.0,18.0,27.0,6.0,119,4.0,10.0,1.0,1.0,1.0,3.0,4.0,10.0,3.0,2.0,10.0,59.0,1.0,1.0,1.0,2.0,4.0,8.0,3.0,2.0,3.0,3.0,1.0,2.0,6.0,2.0,6.0,8.0,8.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,4.0,18.0,0.4,1.0,0.3076923076923077,1.0,0.35714285714285715,1.0,0.23076923076923078,0.2,0.2,29.23076923076923,0.8,0.3157894736842105,0.15384615384615385,0.25,0.5,0.1111111111111111,0.5,0.09090909090909091,0.5,0.7692307692307693,0.4,0.5,0.23076923076923078,1.0,1.0,1.0,1.0,0.560873076923077,0.6113,0.828,0.14285714285714285,0.18181818181818182,0.4,1.78,25.96666666666667,0.3103448275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626175,1610612748,Jordan Mickey,Jordan Mickey,1626175,MIA,2511.0,42.0,-3.0,82,84.0,33.0,33.0,9.0,166,4.0,5.0,3.0,1.0,1.0,3.0,7.0,10.0,4.0,5.0,22.0,76.0,3.0,3.0,4.0,4.0,10.0,8.0,3.0,1.0,1.0,1.0,,,2.0,,8.0,9.0,11.0,2.0,1.0,1.0,,,3.0,,1.0,3.0,,4.0,7.0,1.0,2.0,10.0,33.0,0.7,0.75,0.6071428571428571,0.75,0.6470588235294118,0.7142857142857143,0.2857142857142857,0.1,,21.978021978021978,,0.25,,0.17777777777777778,0.23529411764705882,0.36363636363636365,,,,0.35714285714285715,0.8,0.8,0.21428571428571427,1.0,0.25,1.0,0.6428571428571429,0.47096785714285716,0.5522333333333332,0.43935,0.13333333333333333,0.18181818181818182,0.45454545454545453,4.31,24.799999999999997,0.4024390243902439,3.0,3.0,5.0,1.0,1.0,1.0,3.0,6.0,6.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.42857142857142855,0.6,1.0,0.25,0.25,1.0,1.0,1.0,0.2,1.0,0.10526315789473684,0.05,0.14285714285714285,0.125,1.0,0.5,0.35714285714285715,0.6,0.75,0.3333333333333333,0.07142857142857142,1.0,1.0,1.0,1.0,0.3333333333333333,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628476,1610612748,Derrick Walton Jr.,Derrick Walton Jr.,1628476,MIA,2110.0,35.0,9.0,68,69.0,28.0,15.0,8.0,137,,,,,,,1.0,6.0,,4.0,6.0,57.0,,,3.0,2.0,2.0,2.0,,,1.0,4.0,,1.0,11.0,2.0,3.0,5.0,6.0,2.0,,2.0,,,1.0,,,1.0,1.0,3.0,4.0,,1.0,2.0,28.0,0.16666666666666666,,0.16666666666666666,,0.375,0.25,,,,11.842105263157894,,0.13636363636363635,0.13333333333333333,0.13513513513513514,0.1,0.18181818181818182,,0.09090909090909091,0.25,,,,,,,,,0.3827333333333333,,0.3941666666666667,0.14285714285714285,0.14285714285714285,0.3333333333333333,17.7,,0.4117647058823529,,,1.0,,,,,,,,,,,,1.0,,2.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,0.029411764705882353,,,1.0,,0.16666666666666666,,,,,,,,,,,1.0,5.0,3.0,3.0,1.0,1.0,1.0,0.07142857142857142,0.07692307692307693,0.8333333333333334,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201961,1610612748,Wayne Ellington,Wayne Ellington,201961,MIA,2531.0,42.0,5.0,76,81.0,34.0,16.0,6.0,157,1.0,2.0,,1.0,2.0,10.0,2.0,4.0,12.0,2.0,15.0,75.0,,1.0,2.0,2.0,10.0,4.0,10.0,1.0,1.0,2.0,,,5.0,1.0,3.0,4.0,4.0,,,,,,1.0,,,1.0,,3.0,2.0,,,10.0,34.0,0.5,0.5,0.40625,0.5,0.4411764705882353,0.5555555555555556,0.75,0.25,0.5,21.42857142857143,,0.0967741935483871,0.07142857142857142,0.08888888888888889,0.2,,0.1111111111111111,0.1,,0.125,0.5,1.0,0.625,,0.25,0.5,0.875,0.480421875,,0.44557499999999994,,,0.6666666666666666,9.625,25.916666666666668,0.4473684210526316,,,,1.0,2.0,3.0,,,,9.0,,1.0,,,,,,,,1.0,,,,,,2.0,,,1.0,0.25,0.25,,,,,,,,,,,,,,,,0.125,0.5,0.5,1.0,,,,1.0,2.0,1.0,,,1.0,,,,0.125,0.5,0.5,1.0,2.0,2.0,5.0,2.0,6.0,2.0,1.0,0.3333333333333333,0.2,0.2,1.0,0.125,0.625,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,4300.0,72.0,-4.0,136,140.0,58.0,50.0,15.0,276,,,,,,5.0,2.0,7.0,8.0,1.0,8.0,131.0,,1.0,2.0,,5.0,,5.0,,3.0,5.0,1.0,1.0,12.0,4.0,2.0,7.0,10.0,,,,1.0,,1.0,1.0,,2.0,1.0,4.0,2.0,,1.0,5.0,58.0,0.2857142857142857,0.5,0.23333333333333334,0.4166666666666667,0.25,0.4166666666666667,0.5333333333333333,,,11.688311688311687,0.5,0.043478260869565216,0.15384615384615385,0.08333333333333333,0.05,,0.1,0.15,0.16666666666666666,,,,0.3333333333333333,,,,0.5333333333333333,0.47517666666666675,,0.4631833333333333,0.0625,0.125,0.625,14.728571428571428,24.7875,0.4264705882352941,,2.0,2.0,1.0,3.0,1.0,,,4.0,3.0,,1.0,3.0,1.0,3.0,1.0,2.0,3.0,,,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,0.125,0.125,,,,,0.5,0.08571428571428572,0.043478260869565216,0.21428571428571427,,1.0,,0.13333333333333333,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,,,,,5.0,2.0,2.0,,,,,,0.3333333333333333,,,1.0,,,3.0,1.0,4.0,,,0.25,,,,0.16666666666666666,0.5,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202337,1610612748,Luke Babbitt,Luke Babbitt,202337,MIA,1584.0,26.0,-19.0,52,53.0,9.0,29.0,7.0,105,,,,,,3.0,,1.0,4.0,,,55.0,,,,,,,3.0,,,,,,,1.0,3.0,4.0,4.0,,,,1.0,1.0,,,,1.0,,,,,,,9.0,,,,,,,0.8,,,10.0,1.0,0.2,0.08333333333333333,0.14814814814814814,0.25,0.2,,0.1,,,,,0.6,,,,0.8,0.52195,,,,,,16.0,24.724999999999998,0.17307692307692307,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,1.0,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204020,1610612748,Tyler Johnson,Tyler Johnson,204020,MIA,872.0,15.0,1.0,27,29.0,15.0,19.0,4.0,56,1.0,1.0,,,,2.0,2.0,3.0,3.0,,10.0,22.0,,1.0,1.0,,5.0,4.0,2.0,,,,,,,2.0,1.0,3.0,3.0,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,2.0,,1.0,5.0,15.0,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.5,,,25.0,,0.1,0.3333333333333333,0.1875,,0.5,,0.5,,0.16666666666666666,1.0,1.0,0.3333333333333333,,,,0.6666666666666666,0.48020833333333335,0.50415,0.4773666666666667,0.14285714285714285,0.25,0.5,11.766666666666667,25.133333333333336,0.5555555555555556,,1.0,1.0,1.0,1.0,2.0,,3.0,,6.0,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,,0.75,0.75,,,,,,,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,1.0,,,0.3,,1.0,,,,1.0,,,,0.16666666666666666,,,,1.0,1.0,2.0,1.0,2.0,1.0,,0.5,0.5,0.5,1.0,,0.6666666666666666,0.5,0.5,,1.0,2.0,,,,0.5,,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203585,1610612748,Rodney McGruder,Rodney McGruder,203585,MIA,491.0,8.0,-11.0,17,17.0,,13.0,2.0,34,,,,,,,1.0,1.0,,,2.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,5.2631578947368425,,,,,,,,,,,,,,,,,,0.4241,,,,,,9.0,,,,1.0,1.0,,,,,,2.0,,,,,,,,1.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627884,1610612748,Derrick Jones Jr.,Derrick Jones Jr.,1627884,MIA,510.0,8.0,3.0,19,19.0,7.0,6.0,3.0,38,2.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,11.0,19.0,3.0,1.0,2.0,,2.0,6.0,2.0,,,1.0,,,3.0,,,,4.0,,,,,,,,,,,1.0,2.0,,1.0,2.0,7.0,0.75,0.5,0.75,0.3333333333333333,0.7857142857142857,0.3333333333333333,0.3333333333333333,,,30.434782608695652,,,,,,,,,,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.8333333333333334,0.569925,0.7386999999999999,0.6007833333333333,0.14285714285714285,0.2,0.18181818181818182,2.825,25.35,0.3684210526315789,2.0,1.0,1.0,,,1.0,2.0,6.0,,3.0,4.0,,2.0,,4.0,,1.0,1.0,,,,,,,,,,,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,,,0.5,0.4444444444444444,1.0,,,,0.16666666666666666,1.0,1.0,,,,,,0.6666666666666666,,0.5454545454545454,,,1.0,,2.0,,,0.4,0.4,,,,,1.0,,1.0,,1.0,1.0,1.0,,0.5,0.5,1.0,,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,1457.0,24.0,11.0,44,47.0,19.0,14.0,5.0,91,3.0,5.0,1.0,,,1.0,6.0,9.0,1.0,2.0,14.0,33.0,1.0,,1.0,2.0,2.0,8.0,,,,2.0,,,6.0,5.0,3.0,8.0,11.0,,,,,,,,,,,1.0,2.0,,1.0,2.0,19.0,0.6666666666666666,,0.6,,0.6363636363636364,0.3333333333333333,0.1,,,21.56862745098039,,0.3333333333333333,0.45454545454545453,0.4,,0.25,0.6666666666666666,0.4444444444444444,0.5,0.5,0.6,0.6,0.1,1.0,,,0.6,0.5261555555555556,0.6749,0.4146,0.09090909090909091,0.1,0.14285714285714285,6.188888888888889,70.4,0.4318181818181818,1.0,1.0,2.0,,,,1.0,2.0,4.0,,2.0,,1.0,,3.0,,1.0,2.0,,,,,,,,,0.3333333333333333,0.4,,,,1.0,1.0,1.0,,,0.07692307692307693,0.11538461538461539,,0.25,,0.3333333333333333,0.2,0.5,0.5,,,,,,1.0,,0.14285714285714285,2.0,2.0,2.0,,2.0,,,0.15384615384615385,0.16666666666666666,0.2,1.0,1.0,,,,1.0,,1.0,,2.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
