EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,OpponentPoints,ThreePtAssists,Assists,Corner3Assists,AssistPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,TwoPtAssists,LongMidRangeAssists,PenaltyFtPoints,Arc3Assists,BadPassTurnovers,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,Steals,LostBallSteals,ShootingFouls,Fouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassSteals,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffAtRimReboundPct,on,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg2aBlocked,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedAtRim,BlockedCorner3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked
1627812,1610612742,Yogi Ferrell,Yogi Ferrell,1627812,DAL,42.0,1,1.0,2,2,2,4,2,1.0,1.0,1.0,3.0,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628372,1610612742,Dennis Smith Jr.,Dennis Smith Jr.,1628372,DAL,298.0,5,-5.0,12,13,8,25,16,,,,,8,0.6666666666666666,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.4,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.35714285714285715,0.5,0.3333333333333333,0.16666666666666666,53.333333333333336,1.0,0.5,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.5,0.5,0.5,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5020833333333333,0.6052,0.5604,0.14285714285714285,0.16666666666666666,0.6,0.4,11.7,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203084,1610612742,Harrison Barnes,Harrison Barnes,203084,DAL,298.0,5,-5.0,12,13,8,25,16,,1.0,,2.0,8,0.6666666666666666,11.0,2.0,,1.0,,,,1.0,1.0,1.0,2.0,,,1.0,4.0,,,2.0,,,,,1.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,,0.25,,0.5,0.25,,0.5,0.25,,0.5,,26.666666666666668,,,,,,,,,,0.25,,,0.25,0.5,0.5,0.5,,,,,0.5,,,0.25,0.41885,,0.392,,,,1.0,11.75,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203816,1610612742,Scotty Hopson,Scotty Hopson,203816,DAL,502.0,8,-8.0,20,20,12,40,25,1.0,1.0,,3.0,12,0.6,15.0,4.0,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,0.25,,0.25,,12.0,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,0.2978,,0.2978,0.5,0.5,,1.0,2.7,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203926,1610612742,Doug McDermott,Doug McDermott,203926,DAL,502.0,8,-8.0,20,20,12,40,25,,,,,12,0.6,15.0,4.0,,1.0,,,,,,,,,,,1.0,1.0,,3.0,,,,,,,1.0,3.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,3.0,,,,,,0.75,,1.5,0.75,,1.5,0.5,12.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,0.53565,,0.6807,,,,1.0,3.3,22.3,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203457,1610612742,Nerlens Noel,Nerlens Noel,203457,DAL,256.0,4,-6.0,10,11,6,21,14,,,,,6,0.6,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,0.14285714285714285,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,204.0,3,-3.0,8,7,4,15,9,,,,,4,0.5,4.0,2.0,,,,,,,,,,1.0,1.0,,,1.0,2.0,5.0,,,,,,,1.0,5.0,,,,1.0,,1.0,1.0,,1.0,,,,,,2.0,2.0,,5.0,,,,,,1.5,,1.5,1.25,,1.25,1.0,20.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,0.23055,,0.23055,,,,1.0,,31.4,,,2.0,,,,,,,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,204.0,3,-3.0,8,7,4,15,9,,,,,4,0.5,4.0,2.0,,2.0,,,,1.0,1.0,,,,,,3.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,40.0,1.0,,,,,,,,,0.6666666666666666,,,0.3333333333333333,,,,,,,,0.5,,,0.6666666666666666,0.43579999999999997,0.3998,0.41825,,,,,3.5666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,204.0,3,-3.0,8,7,4,15,9,,,,,4,0.5,4.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,2.0,,,2.0,2.0,,,,,,1.0,2.0,1.0,,,,,,,,,,0.5,0.5,,,10.0,,,0.4,,0.4,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626151,1610612742,Aaron Harrison,Aaron Harrison,1626151,DAL,13994.0,233,-72.0,467,471,76,938,542,7.0,11.0,1.0,29.0,72,0.16274089935760172,104.0,50.0,5.0,9.0,3.0,3.0,,,6.0,3.0,11.0,29.0,3.0,10.0,26.0,43.0,13.0,60.0,3.0,5.0,,9.0,2.0,3.0,7.0,13.0,6.0,14.0,4.0,29.0,3.0,14.0,20.0,4.0,24.0,,1.0,,3.0,2.0,13.0,17.0,4.0,10.0,0.3,0.375,0.38461538461538464,0.6,0.6666666666666666,0.34057971014492755,0.375,0.35,0.38961038961038963,0.375,0.4642857142857143,0.6231884057971014,15.180265654648958,0.3333333333333333,0.12844036697247707,0.023255813953488372,0.10152284263959391,0.016260162601626018,0.02127659574468085,0.02564102564102564,0.18181818181818182,,0.13043478260869565,0.5555555555555556,0.5555555555555556,0.08695652173913043,0.15942028985507245,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.42028985507246375,0.25,1.0,,,0.3,0.7536231884057971,0.5112333333333333,0.5072357142857143,0.440895,0.06756756756756757,0.13333333333333333,0.15,0.21666666666666667,10.238461538461538,25.032558139534892,4.0,,6.0,6.0,1.0,2.0,14.0,,4.0,9.0,1.0,27.0,9.0,4.0,13.0,27.0,1.0,0.20930232558139536,0.14285714285714285,0.20930232558139536,0.2028985507246377,0.14285714285714285,0.14285714285714285,1.0,0.4,,5.0,7.0,1.0,7.0,3.0,1.0,0.09090909090909091,0.2413793103448276,0.2413793103448276,1.0,0.3333333333333333,0.2413793103448276,0.023255813953488372,False,2.0,1.0,7.0,1.0,7.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.14285714285714285,0.06818181818181818,0.008547008547008548,0.010309278350515464,0.09375,0.07692307692307693,0.043478260869565216,0.5,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.14285714285714285,1.0,0.022727272727272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
