EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,TsPct,FG3APct,Usage,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3Frequency,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,ShortMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGM,PenaltyAtRimFGM,PenaltyFtPoints,PtsUnassisted2s,Fg2aBlocked,ThreePtAssists,Corner3Assists,LongMidRangeAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,FG2APctBlocked,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,FTDefRebounds,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,Fg3aBlocked,LiveBallTurnovers,BadPassTurnovers,Blocked2s,BlockedAtRim,Blocks,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,LostBallOutOfBoundsTurnovers,Travels,on,SecondChanceCorner3FGM,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,FTOffRebounds,LostBallSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,AtRimPctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveMakes,HeaveAttempts,Charge Fouls Drawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,DefensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,OffensiveGoaltends,3SecondViolations
1626203,1610612766,Treveon Graham,Treveon Graham,1626203,CHA,774.0,13,-2,26,25,15,2.0,4.0,51,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,27.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,15,0.1,1.0,18.75,0.1111111111111111,0.16666666666666666,0.13333333333333333,0.25,0.2,0.25,0.25,0.75,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3616125,0.35355,0.41715,0.2,1.0,24.775,0.5769230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627779,1610612766,Marcus Paige,Marcus Paige,1627779,CHA,741.0,12,-4,25,24,14,2.0,4.0,49,1.0,,1.0,2.0,,3.0,2.0,9.0,27.0,,2.0,2.0,2.0,2.0,1.0,4.0,,,,3.0,,,,,,,,1.0,,2.0,1.0,14,0.5625,0.42857142857142855,25.806451612903228,,,,,,,0.14285714285714285,0.2857142857142857,,,0.2,0.5714285714285714,0.40585714285714286,,0.40499,0.125,0.2,24.366666666666664,0.56,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,0.2,1.0,0.2,0.5555555555555556,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628407,1610612766,Dwayne Bacon,Dwayne Bacon,1628407,CHA,1155.0,19,-1,42,41,24,16.0,5.0,83,,,,1.0,,1.0,2.0,10.0,40.0,,1.0,1.0,3.0,4.0,2.0,9.0,,,,3.0,,1.0,1.0,1.0,,,,3.0,,2.0,2.0,24,0.625,0.125,18.367346938775512,,,,,,,,0.125,,,,0.5,0.48570625,,0.52877,0.25,0.2857142857142857,25.7,0.5714285714285714,3.0,3.0,,2.0,1.0,2.0,,,1.0,4.0,7.0,,3.0,4.0,,8.0,6.0,,,2.0,1.0,3.0,8.0,0.75,0.75,,,,,0.5714285714285714,0.75,0.5,0.6,0.8,0.08333333333333333,0.3333333333333333,0.16666666666666666,,0.3333333333333333,0.375,0.25,,,,0.25,0.5,0.5,,,,,0.6,,0.2,0.8,9.542857142857143,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.14285714285714285,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628493,1610612766,Mangok Mathiang,Mangok Mathiang,1628493,CHA,1188.0,20,1,43,42,25,16.0,5.0,85,,,,,,,,8.0,40.0,,,,,,,,2.0,1.0,3.0,10.0,1.0,,,,4.0,5.0,,1.0,,1.0,1.0,25,0.5714285714285714,,14.0,0.1,0.2,0.15,0.25,0.25,0.3333333333333333,,,,,,0.8571428571428571,0.5251142857142858,0.373,0.4863,0.14285714285714285,0.14285714285714285,,0.5813953488372093,6.0,3.0,1.0,1.0,,,,,,4.0,7.0,,2.0,4.0,,4.0,8.0,,,1.0,4.0,7.0,4.0,1.0,1.0,,,,,0.5714285714285714,0.5,0.5714285714285714,0.5,0.5,0.3076923076923077,0.16666666666666666,0.2631578947368421,0.2,,0.8571428571428571,0.14285714285714285,1.0,1.0,1.0,,,,,,,,0.75,,,0.5,2.2285714285714286,3.0,1.0,,,,,,,1.0,1.0,,1.0,,,0.6666666666666666,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,0.2,1.0,0.5,1.0,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202933,1610612766,Julyan Stone,Julyan Stone,202933,CHA,980.0,16,6,36,35,18,16.0,4.0,71,,,,1.0,,1.0,,,33.0,,,1.0,5.0,6.0,2.0,13.0,,,,3.0,,,2.0,1.0,3.0,4.0,,1.0,1.0,,,18,,1.0,7.317073170731708,,,,,,,,1.0,,,,1.0,0.32385,,,,,26.7,0.5,,,,,,,,,,,,,,,,,,,1.0,,3.0,3.0,,,,,,,,,,,,,0.2727272727272727,,0.2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,0.2,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203948,1610612766,Johnny O'Bryant III,Johnny O'Bryant III,203948,CHA,622.0,10,-2,24,24,17,14.0,2.0,48,,,,2.0,,2.0,,6.0,20.0,,1.0,2.0,,,,,,,,2.0,,3.0,3.0,1.0,,,,,,,,17,0.42857142857142855,0.2857142857142857,37.03703703703704,,,,,,,,0.2857142857142857,,,,0.5714285714285714,0.49374285714285715,,0.48843333333333333,,,25.4,0.7083333333333334,2.0,2.0,,2.0,1.0,1.0,,,1.0,3.0,5.0,,3.0,5.0,,6.0,4.0,,,,2.0,2.0,6.0,0.6666666666666666,0.6666666666666666,,,,,0.6,0.6,0.42857142857142855,0.5,0.5,0.25,,0.15384615384615385,0.3333333333333333,,0.2857142857142857,0.2857142857142857,,,,0.14285714285714285,1.0,1.0,,,,,0.3333333333333333,,0.16666666666666666,1.0,7.6,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,0.25,,,,,,,,,,,,,,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628370,1610612766,Malik Monk,Malik Monk,1628370,CHA,447.0,7,5,18,18,11,14.0,1.0,36,2.0,1.0,2.0,,,2.0,,7.0,13.0,1.0,2.0,,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,11,0.875,0.5,21.05263157894737,,,,,,,0.5,,1.0,,1.0,0.5,0.4965625,0.4674,0.611175,,,23.7,0.6111111111111112,,,,,2.0,2.0,1.0,1.0,,2.0,2.0,1.0,,,1.0,3.0,4.0,3.0,,,,,3.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,0.875,0.75,0.75,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,0.5,1.0,,0.5,,0.42857142857142855,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202689,1610612766,Kemba Walker,Kemba Walker,202689,CHA,33.0,1,2,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101107,1610612766,Marvin Williams,Marvin Williams,101107,CHA,120355.0,2006,69,4100,4103,1114,681.0,447.0,8203,85.0,7.0,11.0,220.0,24.0,305.0,102.0,744.0,4477.0,31.0,66.0,220.0,67.0,96.0,38.0,221.0,29.0,43.0,74.0,370.0,9.0,30.0,66.0,12.0,39.0,116.0,11.0,102.0,9.0,123.0,51.0,1108,0.6038961038961039,0.5417406749555951,14.75622968580715,0.03547854785478548,0.04461538461538461,0.03866809881847476,0.03686635944700461,0.045454545454545456,0.03202846975088968,0.15097690941385436,0.3907637655417407,0.08641975308641975,0.2962962962962963,0.08661417322834646,0.7904085257548845,0.5362656305506216,0.5693609090909091,0.5256468503937007,0.09421487603305785,0.17114093959731544,25.323934426229503,0.27170731707317075,140.0,32.0,46.0,94.0,7.0,24.0,33.0,3.0,55.0,132.0,258.0,126.0,29.0,61.0,22.0,163.0,172.0,375.0,12.0,108.0,175.0,296.0,163.0,0.6515151515151515,0.7166666666666667,0.9920634920634921,0.4131147540983607,0.3333333333333333,0.4131147540983607,0.5116279069767442,0.47540983606557374,0.5701598579040853,0.4881889763779528,0.5469798657718121,0.14056224899598393,0.14173228346456693,0.1410064773293473,0.1925,0.20155038759689922,0.24866785079928952,0.1669626998223801,0.48936170212765956,0.5168539325842697,0.6956521739130435,0.04262877442273535,0.2916666666666667,0.2916666666666667,0.7142857142857143,0.38823529411764707,0.38823529411764707,1.0,0.25196850393700787,0.2727272727272727,0.4330708661417323,0.21908602150537634,5.826744186046511,79.0,20.0,39.0,92.0,22.0,29.0,4.0,17.0,56.0,40.0,8.0,11.0,0.08527131782945736,0.05319148936170213,0.10135135135135136,0.12954186413902052,0.5642857142857143,0.6422764227642277,0.620253164556962,0.625,20.0,41.0,22.0,50.0,90.0,13.0,11.0,0.44,0.47530864197530864,0.5113636363636364,0.1780821917808219,0.13216957605985039,0.5061728395061729,0.4878048780487805,0.15,0.12096774193548387,1.0,36.0,27.0,35.0,25.0,38.0,0.003278688524590164,0.004545454545454545,0.5454545454545454,3.0,4.0,False,1.0,93.0,10.0,19.0,11.0,13.0,3.0,24.0,93.0,25.0,2.0,16.0,9.0,2.0,4.0,2.0,1.0,8.0,6.0,1.0,4.0,6.0,11.0,3.0,3.0,2.0,8.0,19.0,9.0,0.3548387096774194,0.12142857142857143,0.012578616352201259,0.02925531914893617,0.03980099502487562,0.04,0.5,0.42272727272727273,0.4246575342465753,0.989247311827957,0.14285714285714285,1.0,0.4166666666666667,1.0,0.34545454545454546,0.42272727272727273,0.019543973941368076,,,,,,,,,,,
1626163,1610612766,Frank Kaminsky,Frank Kaminsky,1626163,CHA,110104.0,1835,-57,3693,3669,1243,736.0,404.0,7362,21.0,4.0,8.0,253.0,27.0,274.0,155.0,873.0,4140.0,31.0,88.0,251.0,79.0,129.0,45.0,308.0,19.0,26.0,46.0,288.0,9.0,31.0,66.0,20.0,61.0,95.0,8.0,145.0,3.0,194.0,94.0,1241,0.5451127819548872,0.38268156424581007,20.804237900313026,0.022747156605424323,0.029503105590062112,0.02518186905428092,0.03133903133903134,0.020833333333333332,0.025069637883008356,0.029329608938547486,0.35335195530726254,0.05714285714285714,0.38571428571428573,0.0365296803652968,0.5921787709497207,0.47674734265734275,0.5145442307692308,0.4719268348623853,0.1218274111675127,0.18359375,26.02080291970803,0.33658272407256973,150.0,45.0,93.0,226.0,17.0,66.0,6.0,2.0,80.0,203.0,442.0,104.0,53.0,131.0,37.0,253.0,210.0,309.0,12.0,102.0,122.0,242.0,251.0,0.5172413793103449,0.5412371134020618,0.9903846153846154,0.3795620437956204,0.42045454545454547,0.3772893772893773,0.4592760180995475,0.40458015267175573,0.5013966480446927,0.4954337899543379,0.5251046025104602,0.13160733549083065,0.1457142857142857,0.13767670559311618,0.10996563573883161,0.13815789473684212,0.20949720670391062,0.31564245810055863,0.41150442477876104,0.44075829383886256,0.46236559139784944,0.09217877094972067,0.25757575757575757,0.265625,0.5294117647058824,0.2857142857142857,0.2857142857142857,1.0,0.2054794520547945,0.25,0.365296803652968,0.2898052691867125,7.716063348416289,93.0,23.0,36.0,196.0,38.0,50.0,16.0,22.0,36.0,24.0,6.0,24.0,0.08597285067873303,0.06637168141592921,0.12654320987654322,0.1478102189781022,0.62,0.7209302325581395,0.5698924731182796,0.5111111111111111,21.0,28.0,23.0,39.0,80.0,18.0,4.0,0.5897435897435898,0.5,0.5266666666666666,0.23376623376623376,0.15705128205128205,0.4,0.75,0.3333333333333333,0.09163802978235967,1.0,35.0,22.0,19.0,16.0,19.0,0.0036496350364963502,0.003952569169960474,0.5303030303030303,2.0,11.0,False,1.0,98.0,7.0,35.0,8.0,10.0,3.0,18.0,97.0,34.0,1.0,12.0,13.0,,4.0,,2.0,2.0,12.0,3.0,,2.0,10.0,,,,3.0,11.0,8.0,0.25806451612903225,0.14,0.009615384615384616,0.025,0.011363636363636364,0.06896551724137931,0.5789473684210527,0.38735177865612647,0.3888888888888889,0.9897959183673469,0.25,1.0,0.25925925925925924,1.0,0.4375,0.38645418326693226,0.007246376811594203,1.0,1.0,3.0,4.0,1.0,0.030303030303030304,,,,,
