EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,FG2A,OpponentPoints,Usage,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyArc3FGM,PenaltyFG3M,LongMidRangeAssists,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffThreePtRebounds,FTDefRebounds,Offensive Fouls,Charge Fouls Drawn,3SecondViolations,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Charge Fouls,SecondChanceTurnovers,BlockingFoulsDrawn,BlockingFouls,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,on,Technical Free Throw Trips,DefensiveGoaltends,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,BlockedCorner3,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends
1627215,1610612740,Walter Lemon Jr.,Walter Lemon Jr.,1627215,NOP,81.0,1,-3.0,3,3,6,1.0,1,6,33.333333333333336,1.0,1.0,0.5894,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
203076,1610612740,Anthony Davis,Anthony Davis,203076,NOP,13110.0,218,9.0,467,465,932,49.0,117,500,30.929791271347252,0.362962962962963,0.4962962962962963,0.512751111111111,8.696581196581196,26.0,31.0,51.0,38.0,7.0,12.0,2.0,2.0,13.0,30.0,14.0,38.0,2.0,1.0,5.0,16.0,1.0,1.0,1.0,65.0,5.0,18.0,25.0,170.0,9.0,18.0,1.0,2.0,3.0,24.0,4.0,6.0,1.0,6.0,14.0,86.0,44.0,12.0,3.0,10.0,16.0,5.0,3.0,8.0,4.0,12.0,3.0,1.0,7.0,1.0,28.0,11.0,16.0,38.0,54.0,11.0,65.0,1.0,9.0,6.0,3.0,10.0,5.0,5.0,3.0,5.0,1.0,1.0,15.0,2.0,11.0,13.0,35.0,5.0,28.0,2.0,13.0,2.0,20.0,7.0,2.0,11.0,20.0,11.0,14.0,26.0,1.0,2.0,0.6615384615384615,0.7166666666666667,0.8,0.2777777777777778,0.5,0.2777777777777778,0.5555555555555556,0.5,0.6666666666666666,0.5370370370370371,0.525,0.5714285714285714,0.5743243243243243,0.5714285714285714,0.7,0.13333333333333333,0.02564102564102564,0.04081632653061224,0.03333333333333333,0.6666666666666666,0.2122905027932961,0.06626506024096386,0.21333333333333335,0.2125984251968504,0.048034934497816595,0.10714285714285714,0.04411764705882353,0.047619047619047616,0.18571428571428572,0.2571428571428571,0.1794871794871795,0.20634920634920634,0.25,0.016129032258064516,0.55,0.7755102040816326,0.8085106382978723,0.7105263157894737,0.2222222222222222,0.43333333333333335,0.4482758620689655,0.46153846153846156,0.2814814814814815,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.014814814814814815,0.11851851851851852,0.3125,0.3125,0.8,0.6,0.5833333333333334,0.14285714285714285,0.05,0.05,1.0,1.0,0.2857142857142857,1.0,0.14285714285714285,0.3125,0.5327382352941177,0.4839714285714285,0.08904109589041095,0.1015625,0.1411764705882353,0.08235294117647059,25.86111111111111,0.055674518201284794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
203121,1610612740,Darius Miller,Darius Miller,203121,NOP,6149.0,102,-11.0,214,217,431,1.0,12,241,12.096774193548388,0.038461538461538464,0.5769230769230769,0.4710269230769231,14.625000000000002,67.0,89.0,28.0,1.0,,,,,,3.0,5.0,8.0,1.0,,2.0,13.0,,,4.0,6.0,3.0,14.0,5.0,26.0,,1.0,,,,,,2.0,4.0,,3.0,6.0,6.0,9.0,,,13.0,2.0,,6.0,3.0,9.0,2.0,1.0,3.0,,21.0,1.0,2.0,7.0,9.0,1.0,10.0,,2.0,1.0,1.0,2.0,2.0,,,,,,2.0,,3.0,7.0,3.0,,6.0,,1.0,,2.0,1.0,1.0,,2.0,1.0,3.0,67.0,2.0,,0.5,0.5,1.0,0.21428571428571427,,0.21428571428571427,0.5,,,0.40384615384615385,,0.25,0.4642857142857143,,0.25,0.5384615384615384,,,,1.0,0.08860759493670886,0.0125,0.05555555555555555,0.0782608695652174,0.008849557522123894,0.04,,,,0.17857142857142858,0.08333333333333333,0.034482758620689655,0.14285714285714285,,0.5,1.0,1.0,,0.11538461538461539,,,,0.3076923076923077,0.625,0.625,0.6,0.038461538461538464,0.5,0.15384615384615385,0.15384615384615385,1.0,,,,,,,,,,0.6666666666666666,0.15384615384615385,0.3925,0.457675,0.10714285714285714,0.07692307692307693,,0.11538461538461539,26.24285714285714,0.3130841121495327,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.25,1.0,1.0,1.0,0.25,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
203546,1610612740,Ian Clark,Ian Clark,203546,NOP,6914.0,115,-8.0,238,248,486,11.0,32,256,22.932330827067666,0.2,0.6181818181818182,0.4939909090909091,8.2125,50.0,72.0,27.0,8.0,,1.0,2.0,3.0,8.0,13.0,2.0,8.0,4.0,,7.0,19.0,,1.0,4.0,18.0,9.0,23.0,1.0,64.0,1.0,2.0,,1.0,,2.0,5.0,7.0,5.0,,22.0,20.0,16.0,9.0,18.0,,19.0,7.0,2.0,4.0,,4.0,,,1.0,,8.0,,3.0,4.0,7.0,,7.0,,2.0,2.0,,4.0,4.0,1.0,,,,,5.0,2.0,4.0,7.0,6.0,,2.0,,1.0,,1.0,,,1.0,1.0,1.0,22.0,50.0,1.0,,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.391304347826087,,0.391304347826087,0.5625,0.5,0.7142857142857143,0.5727272727272728,0.3333333333333333,0.9166666666666666,0.5714285714285714,0.3333333333333333,0.9166666666666666,0.41818181818181815,0.0625,0.09090909090909091,0.07692307692307693,0.8,0.0449438202247191,,0.07142857142857142,0.05343511450381679,,,,,0.07407407407407407,,0.08695652173913043,0.058823529411764705,0.125,,1.0,0.7272727272727273,0.8,0.625,0.23636363636363636,0.6153846153846154,0.6666666666666666,0.5,0.14545454545454545,0.25,0.25,0.5,0.07272727272727272,0.34545454545454546,0.3684210526315789,0.4117647058823529,0.14285714285714285,0.3333333333333333,,,,0.3333333333333333,,,0.25,0.6666666666666666,0.3333333333333333,0.3684210526315789,0.51675,0.5022625,0.017857142857142856,0.030303030303030304,0.03125,0.34375,25.800000000000004,0.21008403361344538,2.0,3.0,4.0,3.0,,,,0.8,0.5,0.5,1.0,0.75,,1.0,1.0,2.0,1.0,2.0,0.08695652173913043,0.10526315789473684,0.08333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2731,1610612740,Emeka Okafor,Emeka Okafor,2731,NOP,21195.0,353,,758,756,1514,52.0,95,796,13.66822429906542,0.5473684210526316,0.5473684210526316,0.5389347368421052,5.886315789473684,119.0,134.0,85.0,31.0,11.0,18.0,3.0,4.0,10.0,26.0,7.0,17.0,,,,,,,,48.0,,,18.0,114.0,11.0,21.0,,,3.0,25.0,5.0,10.0,,5.0,15.0,76.0,20.0,,,12.0,,,11.0,2.0,6.0,8.0,6.0,,,1.0,22.0,37.0,27.0,43.0,73.0,47.0,120.0,3.0,8.0,5.0,3.0,5.0,3.0,8.0,2.0,2.0,,2.0,13.0,3.0,15.0,30.0,21.0,3.0,22.0,4.0,13.0,,25.0,19.0,,6.0,25.0,16.0,15.0,119.0,3.0,,0.7916666666666666,0.9047619047619048,,,,,0.5052631578947369,0.5238095238095238,0.5,0.5052631578947369,0.5238095238095238,0.5,0.5480769230769231,0.5434782608695652,0.625,,0.11578947368421053,0.1346153846153846,0.15384615384615385,0.38461538461538464,0.1552346570397112,0.14015151515151514,0.22131147540983606,0.17543859649122806,0.1246684350132626,0.14772727272727273,0.17307692307692307,0.08333333333333333,0.14018691588785046,0.14705882352941177,0.19117647058823528,0.20833333333333334,0.2692307692307692,0.08333333333333333,0.64,0.5961538461538461,0.6888888888888889,0.7096774193548387,0.2736842105263158,0.38461538461538464,0.45454545454545453,0.9,0.17894736842105263,0.4117647058823529,0.4117647058823529,1.0,,,,,,0.8571428571428571,0.6111111111111112,0.18181818181818182,,,,,0.4,0.75,,,0.6356529411764705,0.53777,0.125,0.125,0.21929824561403508,0.13157894736842105,,0.15699208443271767,,,,1.0,5.0,,,,,,,,,,,,,,,,,,10.0,3.0,3.0,1.0,1.0,0.25,0.08849557522123894,0.060240963855421686,0.16666666666666666,,,,,,,,,,,,,True,,,,,,,,,
1627767,1610612740,Cheick Diallo,Cheick Diallo,1627767,NOP,3149.0,52,-22.0,110,111,221,13.0,21,119,19.841269841269842,0.6190476190476191,0.6190476190476191,0.5390142857142857,5.914285714285715,48.0,48.0,14.0,9.0,1.0,2.0,4.0,4.0,2.0,5.0,,3.0,,,,,,,,11.0,,,,22.0,2.0,5.0,,,,4.0,4.0,7.0,,,8.0,16.0,6.0,,,,,,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,5.0,3.0,7.0,13.0,6.0,19.0,,2.0,2.0,,2.0,,2.0,,2.0,,,4.0,3.0,2.0,6.0,2.0,2.0,,,,,1.0,1.0,,,1.0,,8.0,48.0,1.0,,0.7272727272727273,0.7272727272727273,,,,,0.5238095238095238,0.4,0.5714285714285714,0.5238095238095238,0.4,0.5714285714285714,0.5238095238095238,0.4,0.5714285714285714,,0.09523809523809523,,0.4,0.5,0.19444444444444445,0.12195121951219512,0.16666666666666666,0.18518518518518517,0.1,0.14285714285714285,0.09090909090909091,0.125,0.2,0.18181818181818182,0.2,0.25,,,,0.6923076923076923,0.6923076923076923,0.7777777777777778,0.23809523809523808,0.4,0.6666666666666666,0.5,0.14285714285714285,,,,,,,,,0.4,0.5,,,,,,0.5714285714285714,1.0,,,0.41595000000000004,0.49691428571428575,,,0.18181818181818182,0.36363636363636365,,0.43636363636363634,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,0.6,0.05263157894736842,0.07692307692307693,,1.0,,,,,,,,,,,,True,,,,,,,,,
1628429,1610612740,Charles Cooke,Charles Cooke,1628429,NOP,1030.0,17,-7.0,38,35,73,1.0,2,35,9.523809523809524,0.25,0.75,0.52475,10.149999999999999,25.0,21.0,4.0,,,,,,,,,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.16666666666666666,0.05555555555555555,,,,,,,,0.2,,,,,,,,,,,0.25,,,,0.5,,,,,,,,,,,,,,,,,0.48907500000000004,,,,,23.55,0.6578947368421053,,,,,,,,,,,,,,,1.0,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200765,1610612740,Rajon Rondo,Rajon Rondo,200765,NOP,12987.0,216,20.0,465,463,928,35.0,58,474,19.694072657743785,0.4375,0.7125,0.53738125,5.4879310344827585,38.0,35.0,52.0,18.0,,1.0,1.0,2.0,9.0,15.0,4.0,8.0,11.0,1.0,5.0,11.0,1.0,3.0,1.0,31.0,8.0,22.0,7.0,93.0,,1.0,1.0,4.0,,3.0,2.0,3.0,2.0,4.0,8.0,12.0,50.0,15.0,9.0,,11.0,5.0,5.0,53.0,12.0,65.0,9.0,3.0,36.0,9.0,142.0,1.0,8.0,21.0,29.0,3.0,32.0,,13.0,8.0,5.0,11.0,10.0,8.0,1.0,1.0,1.0,1.0,19.0,2.0,4.0,12.0,10.0,,8.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,8.0,38.0,,2.0,0.1935483870967742,0.1935483870967742,0.625,0.36363636363636365,0.25,0.36363636363636365,0.5344827586206896,,0.6666666666666666,0.5375,0.3,0.4,0.5535714285714286,0.3,0.5714285714285714,0.275,0.08620689655172414,0.11428571428571428,0.06666666666666667,0.5789473684210527,0.12,0.0058823529411764705,0.10526315789473684,0.11553784860557768,0.01276595744680851,0.016666666666666666,,,0.11764705882352941,0.047619047619047616,0.22727272727272727,0.11666666666666667,0.0625,,1.0,0.5142857142857142,0.5806451612903226,0.16666666666666666,0.1875,0.6,0.6428571428571429,0.1111111111111111,0.1,0.5,0.5,0.5,0.1375,0.1375,0.45454545454545453,0.45454545454545453,0.4,0.2,,,0.2,0.6,0.3333333333333333,,0.4,0.5,0.2,0.45454545454545453,0.5657500000000001,0.5066900000000001,0.024390243902439025,0.03333333333333333,0.03225806451612903,0.08602150537634409,24.681818181818183,0.08172043010752689,3.0,,,8.0,,,,,0.2727272727272727,0.2727272727272727,1.0,,,,1.0,,5.0,2.0,,,0.2,,2.0,,,,,,0.03076923076923077,0.022727272727272728,0.047619047619047616,,1.0,1.0,,,,,,,,,,True,,,,,,,,,
202348,1610612740,Jordan Crawford,Jordan Crawford,202348,NOP,424.0,7,-13.0,17,16,33,,2,26,33.333333333333336,,0.7142857142857143,0.4399857142857143,18.85,17.0,16.0,3.0,,,,,,,,,2.0,,,2.0,5.0,1.0,1.0,5.0,,2.0,5.0,,6.0,,,1.0,1.0,,3.0,,2.0,5.0,,6.0,,,6.0,,,5.0,2.0,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17.0,,,,,1.0,0.4,1.0,0.4,,,,0.42857142857142855,1.5,0.42857142857142855,0.42857142857142855,1.5,0.42857142857142855,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,,,,,0.7142857142857143,0.4,0.4,1.0,,,,,1.0,1.0,1.0,,,0.7142857142857143,0.4,0.351,0.4399857142857143,,,0.5,1.0,25.839999999999996,1.0,,2.0,2.0,,,,,0.4,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
202732,1610612740,DeAndre Liggins,DeAndre Liggins,202732,NOP,3471.0,58,-11.0,123,124,247,5.0,8,125,10.869565217391305,0.38461538461538464,0.7692307692307693,0.5183346153846154,8.25,45.0,50.0,13.0,,,2.0,,4.0,,,,3.0,3.0,1.0,1.0,2.0,,,2.0,,2.0,5.0,,6.0,,2.0,,1.0,,,,5.0,2.0,,3.0,,,6.0,,,2.0,1.0,4.0,3.0,2.0,5.0,1.0,1.0,3.0,,12.0,,4.0,5.0,9.0,,9.0,,3.0,2.0,1.0,2.0,1.0,,,1.0,,,2.0,,1.0,2.0,,,,,,,2.0,2.0,,,2.0,,3.0,45.0,1.0,,,,1.0,0.4,,0.4,,,,0.23076923076923078,,0.21428571428571427,0.23076923076923078,,0.21428571428571427,0.38461538461538464,0.5,0.8,,1.0,0.10638297872340426,,0.19047619047619047,0.1323529411764706,,,,,0.2631578947368421,,,0.15384615384615385,0.25,,,,,,,,,,0.23076923076923078,,,,0.23076923076923078,0.15384615384615385,0.5,0.5,1.0,0.6666666666666666,,,0.3333333333333333,,,,0.5714285714285714,,0.2857142857142857,0.5,0.60455,0.4664428571428571,,,,0.5,23.9,0.36585365853658536,1.0,1.0,1.0,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,
