EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,SecondChanceFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,SelfOReb,SelfORebPct,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,HeaveAttempts,Charge Fouls Drawn,DefLongMidRangeReboundPct,LongMidRangeFGM,Corner3FGM,LostBallSteals,2pt And 1 Free Throw Trips,BlockedShortMidRange,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,OffThreePtRebounds,Offensive Fouls Drawn,Transition Take Fouls Drawn,NonShootingFoulsDrawn,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,PenaltyFtPoints,SecondChanceTurnovers,SecondChanceCorner3FGA,FTDefRebounds,LostBallOutOfBoundsTurnovers,DefFTReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3FGA,Loose Ball Fouls,Loose Ball Fouls Drawn,PenaltyCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BadPassOutOfBoundsTurnovers,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,OffensiveGoaltends,3SecondViolations,Transition Take Fouls
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,247.0,4.0,-4.0,8.0,8.0,3.0,8.0,3.0,16.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0833333333333333,0.25,0.2,0.25,1.0,54.54545454545455,0.2,0.6,0.2,0.5,0.4,0.49482,0.4473,0.53495,0.1666666666666666,0.2,1.0,6.0,26.1,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630197,1610612760,Aleksej Pokusevski,Aleksej Pokusevski,1630197,OKC,3627.0,60.0,-34.0,127.0,123.0,21.0,62.0,13.0,250.0,2.0,,2.0,5.0,5.0,11.0,2.0,12.0,160.0,1.0,,2.0,,5.0,,,5.0,,15.0,2.0,4.0,2.0,21.0,0.3333333333333333,1.0,0.6875,,,14.685314685314689,0.125,0.125,0.3125,,0.8125,0.51593125,0.4124,0.4841,0.1111111111111111,0.2857142857142857,0.1666666666666666,7.860000000000001,24.481818181818177,0.1653543307086614,2.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,6.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,8.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.5,1.0,1.0,0.1818181818181818,0.3333333333333333,0.1818181818181818,0.4,1.0,0.3125,1.0,0.5,0.5,0.6666666666666666,0.2272727272727272,0.0689655172413793,0.1071428571428571,0.16,0.03125,0.1818181818181818,0.4285714285714285,0.1666666666666666,0.1176470588235294,0.0909090909090909,1.0,1.0,1.0,0.5,0.0625,0.375,0.4,0.4,1.0,1.0,1.0,1.0,0.3333333333333333,0.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630581,1610612760,Josh Giddey,Josh Giddey,1630581,OKC,159.0,3.0,-4.0,4.0,5.0,,5.0,1.0,9.0,2.0,,1.0,,3.0,,,2.0,6.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,50.0,0.6666666666666666,0.3333333333333333,,,0.6666666666666666,0.5866333333333333,,,,,,3.5,,,1.0,,,,,,,,1.0,,,,,,,2.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,0.25,,,0.2,1.0,,,,,,0.5,0.5,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,812.0,14.0,-6.0,28.0,27.0,3.0,16.0,4.0,55.0,3.0,1.0,,1.0,3.0,1.0,,9.0,37.0,1.0,,2.0,1.0,1.0,,,2.0,,6.0,,,,3.0,1.125,1.0,0.25,,,12.5,0.75,,0.25,1.0,1.0,0.6639375000000001,0.7239,0.7239,,,0.2222222222222222,1.2,27.2,0.1071428571428571,3.0,1.0,1.0,,,1.0,,,3.0,1.0,1.0,,,2.0,6.0,,3.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.125,1.0,1.0,1.0,,,,0.1666666666666666,0.0909090909090909,,,,,,0.2,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,0.2222222222222222,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,313.0,5.0,-10.0,11.0,10.0,7.0,5.0,2.0,21.0,,,,1.0,,1.0,,,15.0,,,,,,,,,,,1.0,,,7.0,,,1.0,,,8.333333333333334,,,1.0,,1.0,,,,,,,,53.0,0.6363636363636364,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.25,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641717,1610612760,Cason Wallace,Cason Wallace,1641717,OKC,1549.0,26.0,-18.0,57.0,54.0,8.0,19.0,7.0,111.0,5.0,,1.0,,8.0,1.0,1.0,14.0,67.0,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,0.7777777777777778,,0.1111111111111111,0.125,0.2,15.625,0.5555555555555556,0.1111111111111111,,,0.6666666666666666,0.5911,,,0.1111111111111111,0.125,,6.1125,22.9,0.1403508771929824,4.0,,,2.0,1.0,,,,5.0,1.0,,,,,6.0,4.0,3.0,,,,,,,3.0,1.0,4.0,,4.0,1.0,,,,1.0,,1.0,1.0,,3.0,3.0,1.0,,1.0,1.0,,,,,0.6,0.6,1.0,1.0,,1.0,0.625,,0.7222222222222222,,,,,0.0833333333333333,,0.2307692307692307,0.16,,,,0.2,0.1666666666666666,0.2857142857142857,1.0,0.8,1.0,0.75,0.2222222222222222,0.1111111111111111,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630544,1610612760,Tre Mann,Tre Mann,1630544,OKC,2123.0,35.0,-15.0,73.0,69.0,14.0,39.0,5.0,142.0,7.0,3.0,2.0,4.0,12.0,6.0,1.0,24.0,90.0,2.0,,2.0,3.0,4.0,,3.0,5.0,3.0,12.0,3.0,1.0,,14.0,0.631578947368421,0.3333333333333333,0.3333333333333333,,,25.925925925925924,0.3888888888888889,0.1111111111111111,0.2222222222222222,0.75,0.7222222222222222,0.5697222222222222,0.669125,0.6958125000000001,,,0.0833333333333333,5.941666666666666,25.133333333333336,0.1917808219178082,4.0,,1.0,3.0,2.0,1.0,,1.0,7.0,3.0,1.0,,1.0,4.0,4.0,10.0,3.0,,1.0,2.0,2.0,,1.0,5.0,2.0,7.0,3.0,10.0,,,3.0,3.0,,,,3.0,,,1.0,,,,,,,4.0,,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.5,,0.5,0.5833333333333334,0.5,0.6388888888888888,0.3333333333333333,0.5,0.5,1.0,0.1818181818181818,0.0833333333333333,0.3333333333333333,0.2692307692307692,0.0789473684210526,,0.3333333333333333,0.1428571428571428,0.3,0.4,,0.5714285714285714,0.5714285714285714,0.5,0.1666666666666666,0.1111111111111111,0.25,0.25,,0.3333333333333333,,0.25,,0.25,0.1666666666666666,,,2.0,2.0,0.6666666666666666,,0.6666666666666666,,,,2.0,2.0,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0769230769230769,0.1666666666666666,0.0952380952380952,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631172,1610612760,Ousmane Dieng,Ousmane Dieng,1631172,OKC,2017.0,34.0,-36.0,72.0,70.0,18.0,32.0,7.0,142.0,3.0,2.0,3.0,6.0,6.0,7.0,3.0,10.0,93.0,,,,3.0,6.0,1.0,4.0,7.0,4.0,17.0,3.0,3.0,2.0,18.0,0.3571428571428571,,0.5384615384615384,0.1666666666666666,0.3333333333333333,21.51898734177215,0.2307692307692307,0.2307692307692307,0.4615384615384615,0.5,0.7692307692307693,0.5286192307692308,,0.551725,0.1428571428571428,0.2857142857142857,,5.866666666666667,25.185714285714283,0.25,2.0,,,,1.0,,,1.0,2.0,1.0,,,1.0,5.0,4.0,,3.0,,,3.0,1.0,2.0,,2.0,2.0,4.0,,4.0,,,3.0,1.0,,2.0,,3.0,,1.0,1.0,1.0,,1.0,1.0,,,5.0,,1.0,1.0,1.0,0.1428571428571428,,0.1428571428571428,0.3333333333333333,,0.2692307692307692,,0.5,0.625,1.0,0.1428571428571428,,0.1428571428571428,0.1428571428571428,,,0.2,0.125,0.1818181818181818,,1.0,0.6666666666666666,1.0,1.0,,0.0769230769230769,,,,,,0.25,,,0.5,,,2.0,2.0,0.6666666666666666,,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203995,1610612760,Vasilije Micic,Vasilije Micic,203995,OKC,572.0,10.0,-7.0,21.0,20.0,,,,41.0,,,,2.0,,2.0,,,26.0,,,,,2.0,,1.0,3.0,1.0,8.0,,,,,,,1.0,,,19.047619047619047,,,1.0,,1.0,0.5207999999999999,,,,,,,26.700000000000003,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,1.0,1.0,2.0,1.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
