EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,SecondChanceFg3Pct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,LongMidRangePctBlocked,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,DefensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,Corner3PctBlocked,Transition Take Fouls,on,3pt And 1 Free Throw Trips,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Transition Take Fouls Drawn
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,16506.0,275,-96,549,550,49,103,49,1099,23.0,35.0,2.0,4.0,2.0,3.0,21.0,40.0,10.0,16.0,4.0,15.0,2.0,1.0,17.0,44.0,1.0,3.0,6.0,54.0,91.0,21.0,59.0,28.0,199,701,5.0,8.0,3.0,6.0,16.0,5.0,8.0,3.0,7.0,5.0,24.0,28.0,80.0,51.0,12.0,44.0,17.0,8.0,1.0,34.0,23.0,57.0,18.0,5.0,20.0,12.0,2.0,137.0,3.0,13.0,15.0,28.0,3.0,31.0,3.0,9.0,6.0,3.0,11.0,3.0,6.0,5.0,5.0,16.0,2.0,6.0,11.0,1.0,1.0,25,5.0,32.0,1.0,5.0,10.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,24.0,49,1.0,1.0,0.25925925925925924,0.25925925925925924,0.8095238095238095,0.3559322033898305,0.42857142857142855,0.3559322033898305,0.5934065934065934,0.625,0.625,0.57,0.45454545454545453,0.6333333333333333,0.6018518518518519,0.6153846153846154,0.6666666666666666,0.3933333333333333,0.01694915254237288,0.08791208791208792,0.08571428571428572,0.125,0.022727272727272728,29.421487603305785,0.6875,0.09933774834437085,0.022058823529411766,0.13,0.11155378486055777,0.011583011583011582,0.025,0.030303030303030304,0.045454545454545456,0.10714285714285714,0.20689655172413793,0.16,0.04,0.046875,0.5,0.23333333333333334,0.6571428571428571,0.71875,0.34782608695652173,0.26666666666666666,0.525,0.6,0.14285714285714285,0.10666666666666667,0.625,0.625,0.3,0.1,0.26666666666666666,0.26666666666666666,1.0,0.29333333333333333,0.38636363636363635,0.3953488372093023,0.7647058823529411,0.36363636363636365,0.5,1.0,0.18181818181818182,0.09090909090909091,0.2,0.6666666666666666,0.06666666666666667,0.4,0.5,0.6266666666666667,0.38636363636363635,0.5217189189189189,0.5418285714285714,0.46726000000000006,0.07453416149068323,0.1,0.03278688524590164,0.08040201005025126,0.12060301507537688,7.334065934065934,25.691525423728812,0.08925318761384335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628970,1610612766,Miles Bridges,Miles Bridges,1628970,CHA,31594.0,527,-194,1072,1083,161,238,92,2155,51.0,91.0,8.0,9.0,9.0,14.0,15.0,45.0,8.0,32.0,6.0,16.0,,3.0,28.0,74.0,4.0,2.0,11.0,74.0,168.0,34.0,90.0,37.0,287,1318,9.0,11.0,4.0,,21.0,14.0,24.0,2.0,14.0,10.0,44.0,88.0,60.0,90.0,12.0,72.0,28.0,12.0,,24.0,25.0,49.0,17.0,8.0,14.0,7.0,3.0,123.0,6.0,43.0,39.0,91.0,12.0,103.0,4.0,7.0,3.0,4.0,18.0,,12.0,9.0,6.0,27.0,3.0,19.0,34.0,2.0,2.0,37,2.0,42.0,12.0,,25.0,,2.0,8.0,7.0,1.0,8.0,6.0,44.0,161,4.0,2.0,0.5945945945945946,0.6470588235294118,0.8823529411764706,0.37777777777777777,0.14285714285714285,0.38636363636363635,0.44047619047619047,0.8181818181818182,0.5833333333333334,0.4844961240310077,0.7,0.4473684210526316,0.5256410256410257,0.7,0.5238095238095238,0.3488372093023256,,0.07142857142857142,0.03296703296703297,0.2,,25.59726962457338,0.6666666666666666,0.15057915057915058,0.02027027027027027,0.20093457943925233,0.1733615221987315,0.021442495126705652,0.00819672131147541,0.04424778761061947,0.102803738317757,0.21212121212121213,0.1320754716981132,0.21153846153846154,0.1724137931034483,0.029850746268656716,0.75,0.35271317829457366,0.5604395604395604,0.5795454545454546,0.5686274509803921,0.1744186046511628,0.3333333333333333,0.4166666666666667,0.6,0.12403100775193798,0.25,0.25,0.75,0.06201550387596899,0.375,0.375,1.0,0.2868217054263566,0.3783783783783784,0.3783783783783784,0.8571428571428571,0.6,0.8888888888888888,0.25,,0.26666666666666666,0.3684210526315789,0.6428571428571429,0.07894736842105263,0.2894736842105263,0.18181818181818182,0.7015503875968992,0.3888888888888889,0.533988671875,0.5825583333333332,0.5025555555555556,0.09225092250922509,0.13812154696132597,,0.07317073170731707,0.15331010452961671,6.445238095238096,26.416666666666668,0.1501865671641791,1.0,1.0,12.0,2.0,5.0,1.0,9.0,3.0,2.0,2.0,0.25,0.391304347826087,0.045454545454545456,0.02304147465437788,0.023391812865497075,0.021739130434782608,0.25,,,,,,,,,,,,,,,,,,,True,,,,,,
1628998,1610612766,Cody Martin,Cody Martin,1628998,CHA,4130.0,69,-25,140,142,23,38,17,282,1.0,3.0,,,,1.0,2.0,5.0,,5.0,1.0,2.0,,1.0,3.0,8.0,,,1.0,3.0,13.0,4.0,10.0,2.0,20,164,,,,2.0,2.0,,2.0,,2.0,,,2.0,4.0,6.0,6.0,8.0,3.0,1.0,2.0,10.0,6.0,16.0,4.0,2.0,6.0,2.0,2.0,38.0,2.0,3.0,3.0,6.0,3.0,9.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,,4.0,1.0,1.0,3.0,,,4,1.0,2.0,,,1.0,,,,,,,,,23,1.0,,0.3333333333333333,0.3333333333333333,0.5,0.4,,0.4,0.23076923076923078,,,0.391304347826087,,,0.4166666666666667,1.0,,0.43478260869565216,0.2,0.07692307692307693,,,0.25,17.61006289308176,0.25,0.075,0.0392156862745098,0.08823529411764706,0.08108108108108109,0.0375,0.05,0.05263157894736842,0.1,0.09090909090909091,,0.08333333333333333,0.1,0.07692307692307693,,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.21739130434782608,0.4,0.4,0.5,0.21739130434782608,,,,0.08695652173913043,0.5,0.5,1.0,0.34782608695652173,0.375,0.5,0.3333333333333333,,,,,,0.25,,0.25,0.25,,0.5652173913043478,0.375,0.5103891304347826,,0.549125,0.041666666666666664,0.07142857142857142,,0.1,,10.93846153846154,24.889999999999997,0.16428571428571428,,,,,1.0,,,1.0,,,,,,0.034482758620689655,0.043478260869565216,,,0.2,,,,,,,,,,,,,,,,,,True,,,,,,
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,22695.0,378,-143,762,775,125,140,73,1537,50.0,65.0,17.0,26.0,9.0,10.0,11.0,23.0,2.0,3.0,,,,,,,,,,63.0,91.0,,,32.0,158,949,17.0,27.0,,6.0,40.0,11.0,14.0,,,13.0,35.0,80.0,46.0,,,,,9.0,,8.0,5.0,13.0,4.0,1.0,5.0,1.0,2.0,31.0,27.0,31.0,50.0,92.0,34.0,126.0,3.0,9.0,5.0,4.0,6.0,,4.0,9.0,2.0,15.0,5.0,25.0,46.0,,8.0,38,2.0,41.0,3.0,,19.0,,3.0,13.0,10.0,3.0,13.0,7.0,35.0,125,1.0,3.0,0.6349206349206349,0.851063829787234,,,,,0.6923076923076923,0.6296296296296297,0.7857142857142857,0.6923076923076923,0.6296296296296297,0.7857142857142857,0.7181818181818181,0.6451612903225806,0.8333333333333334,,,0.0989010989010989,0.09230769230769231,0.13043478260869565,,14.61988304093567,0.4,0.27624309392265195,0.11637931034482758,0.18235294117647058,0.23076923076923078,0.0921409214092141,0.16901408450704225,0.11428571428571428,0.2875,0.2835820895522388,0.23529411764705882,0.1774193548387097,0.1956521739130435,0.15789473684210525,0.5384615384615384,0.7142857142857143,0.7692307692307693,0.847457627118644,0.62,0.25274725274725274,0.4782608695652174,0.55,0.6363636363636364,0.03296703296703297,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,0.9629629629629629,0.6538461538461539,0.058823529411764705,,,0.7142857142857143,0.9,,,,0.7142857142857143,,0.5802164835164836,0.5983318181818182,0.5626785714285715,0.17757009345794392,0.17757009345794392,,0.25316455696202533,0.22151898734177214,3.6021978021978023,,0.16404199475065617,,,32.0,,7.0,,11.0,2.0,,4.0,,0.5,,0.051094890510948905,0.037037037037037035,0.10344827586206896,,,3.0,1.0,9.0,7.0,0.05357142857142857,,,,,,,,,,,,,True,,,,,,
1631121,1610612766,Bryce McGowens,Bryce McGowens,1631121,CHA,52894.0,882,-229,1779,1786,375,412,163,3565,50.0,86.0,5.0,10.0,10.0,19.0,11.0,28.0,6.0,14.0,17.0,41.0,5.0,6.0,17.0,61.0,5.0,6.0,21.0,67.0,128.0,34.0,102.0,66.0,302,2118,6.0,14.0,10.0,4.0,22.0,14.0,30.0,9.0,27.0,25.0,80.0,66.0,68.0,99.0,3.0,61.0,17.0,15.0,1.0,29.0,22.0,51.0,15.0,7.0,13.0,8.0,8.0,124.0,10.0,48.0,36.0,85.0,17.0,102.0,3.0,21.0,11.0,10.0,13.0,2.0,13.0,17.0,,30.0,8.0,38.0,74.0,,3.0,76,9.0,85.0,9.0,,45.0,,2.0,10.0,7.0,3.0,10.0,5.0,80.0,375,5.0,2.0,0.4925373134328358,0.515625,0.9705882352941176,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5234375,0.42857142857142855,0.4666666666666667,0.5130434782608696,0.375,0.4824561403508772,0.5634328358208955,0.4074074074074074,0.5633802816901409,0.4434782608695652,0.00980392156862745,0.1171875,0.12790697674418605,0.14285714285714285,0.01639344262295082,15.165394402035625,0.43333333333333335,0.08391608391608392,0.02127659574468085,0.128686327077748,0.10473815461346633,0.01904761904761905,0.03468208092485549,0.010471204188481676,0.0962566844919786,0.07878787878787878,0.06493506493506493,0.12087912087912088,0.15,0.026785714285714284,0.5,0.3739130434782609,0.5813953488372093,0.6666666666666666,0.56,0.12173913043478261,0.39285714285714285,0.4583333333333333,0.2727272727272727,0.06086956521739131,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.1782608695652174,0.4146341463414634,0.4146341463414634,1.0,0.26521739130434785,0.2786885245901639,0.2833333333333333,0.9411764705882353,0.4166666666666667,0.5,,0.20833333333333334,0.20833333333333334,0.3333333333333333,0.5263157894736842,0.10526315789473684,0.3684210526315789,0.2857142857142857,0.8173913043478261,0.2786885245901639,0.5556534782608697,0.5655058823529413,0.5250815789473685,0.16917293233082706,0.27439024390243905,,0.0728476821192053,0.26490066225165565,4.84140625,25.3656862745098,0.21079258010118043,,2.0,6.0,,6.0,1.0,1.0,5.0,4.0,3.0,0.2,0.02564102564102564,0.02702702702702703,0.016216216216216217,0.02054794520547945,,,,2.0,1.0,2.0,,0.018867924528301886,2.0,3.0,0.4,1.0,0.5,,,,,,,,True,,,,,,
1630550,1610612766,JT Thor,JT Thor,1630550,CHA,15548.0,259,-12,521,518,152,144,47,1039,13.0,20.0,1.0,2.0,5.0,8.0,1.0,4.0,1.0,4.0,,7.0,1.0,4.0,6.0,18.0,1.0,,2.0,15.0,28.0,6.0,25.0,6.0,54,572,3.0,5.0,2.0,1.0,7.0,7.0,10.0,,6.0,2.0,16.0,20.0,10.0,18.0,,18.0,6.0,4.0,,5.0,4.0,9.0,3.0,1.0,5.0,,,22.0,3.0,24.0,16.0,41.0,13.0,54.0,2.0,5.0,5.0,,2.0,,1.0,1.0,1.0,3.0,1.0,20.0,20.0,,,7,,11.0,1.0,,5.0,,1.0,7.0,2.0,5.0,8.0,5.0,16.0,152,,1.0,0.6666666666666666,0.7142857142857143,1.0,0.24,,0.24,0.5357142857142857,0.6,0.7,0.4528301886792453,0.42857142857142855,0.4375,0.46551724137931033,0.3888888888888889,0.4444444444444444,0.4716981132075472,,0.14285714285714285,0.1,0.5,,10.590277777777779,0.6666666666666666,0.128,0.025210084033613446,0.23076923076923078,0.17467248908296942,0.05508474576271186,0.0425531914893617,,0.125,0.12727272727272726,0.14285714285714285,0.17721518987341772,0.4,0.07142857142857142,0.625,0.37735849056603776,0.65,0.7222222222222222,0.6923076923076923,0.07547169811320754,0.25,0.5,,0.07547169811320754,0.25,0.25,1.0,0.1320754716981132,,,,0.33962264150943394,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.5,,0.14285714285714285,0.14285714285714285,0.5,0.625,0.25,0.125,,0.8490566037735849,0.3333333333333333,0.5749962264150944,0.44901250000000004,0.5965750000000001,0.08771929824561403,0.15625,,0.12962962962962962,0.2962962962962963,4.857142857142857,25.048000000000005,0.29174664107485604,,,2.0,,10.0,,1.0,,,,,0.1,,0.08547008547008547,0.08791208791208792,0.07692307692307693,,,,,,,0.03571428571428571,,,,,,1.0,1.0,,,,,,True,,,,,,
1641877,1610612766,Nathan Mensah,Nathan Mensah,1641877,CHA,6696.0,112,-13,228,223,63,52,21,451,6.0,9.0,2.0,3.0,2.0,2.0,,2.0,,,,,,,,,,,,6.0,11.0,,,5.0,17,239,2.0,3.0,,3.0,7.0,2.0,2.0,,,,4.0,8.0,4.0,,,,,1.0,,2.0,,2.0,,,,1.0,1.0,4.0,7.0,7.0,8.0,15.0,11.0,26.0,,3.0,2.0,1.0,,,,5.0,,5.0,,13.0,24.0,,5.0,10,1.0,8.0,,,4.0,,,5.0,3.0,2.0,5.0,3.0,4.0,63,,,0.6666666666666666,1.0,,,,,0.5454545454545454,0.6666666666666666,1.0,0.5454545454545454,0.6666666666666666,1.0,0.5666666666666667,0.7,1.0,,,0.09090909090909091,0.1111111111111111,,,8.0,,0.16326530612244897,0.12727272727272726,0.14,0.15151515151515152,0.10091743119266056,0.1,0.15,0.058823529411764705,0.23809523809523808,0.18181818181818182,0.14634146341463414,0.1111111111111111,,0.6,0.8181818181818182,0.6666666666666666,0.75,0.6666666666666666,0.18181818181818182,,,,,,,,,,,,,,,,1.0,0.6666666666666666,,,,1.0,1.0,,,,0.8181818181818182,,0.5485363636363636,0.597,0.5801,0.26666666666666666,0.26666666666666666,,0.4117647058823529,0.23529411764705882,3.3181818181818183,,0.27631578947368424,,,4.0,,4.0,,,,,2.0,,,,0.07407407407407407,0.06666666666666667,0.1111111111111111,,,,4.0,,1.0,0.13333333333333333,,,,,,,,,,,,,True,,,,,,
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,16879.0,281,-37,566,566,106,132,52,1132,19.0,27.0,5.0,6.0,2.0,2.0,14.0,29.0,1.0,2.0,2.0,8.0,,1.0,12.0,48.0,3.0,3.0,12.0,34.0,58.0,14.0,56.0,20.0,130,688,6.0,9.0,3.0,3.0,24.0,3.0,7.0,3.0,13.0,8.0,23.0,52.0,16.0,39.0,3.0,48.0,12.0,6.0,,12.0,13.0,25.0,11.0,2.0,5.0,4.0,3.0,63.0,7.0,11.0,21.0,38.0,14.0,52.0,5.0,6.0,4.0,2.0,10.0,3.0,5.0,7.0,5.0,17.0,4.0,12.0,20.0,1.0,1.0,22,2.0,26.0,4.0,,12.0,,3.0,10.0,6.0,4.0,10.0,4.0,23.0,106,,3.0,0.7647058823529411,0.8666666666666667,0.9285714285714286,0.25,0.23076923076923078,0.25,0.5862068965517241,0.6666666666666666,0.42857142857142855,0.4824561403508772,0.875,0.375,0.52,0.9230769230769231,0.46,0.49122807017543857,,0.10344827586206896,0.07407407407407407,0.13793103448275862,,22.683706070287542,0.5882352941176471,0.17073170731707318,0.05223880597014925,0.10091743119266056,0.13793103448275862,0.054901960784313725,0.08,0.05,0.15254237288135594,0.1111111111111111,0.3684210526315789,0.11688311688311688,0.0625,0.08333333333333333,0.4,0.23684210526315788,0.7037037037037037,0.76,0.7894736842105263,0.2543859649122807,0.4827586206896552,0.56,0.7142857142857143,0.017543859649122806,0.5,0.5,1.0,0.07017543859649122,0.25,0.25,1.0,0.42105263157894735,0.25,0.25,0.9166666666666666,0.5,0.8333333333333334,0.2,,0.25,0.1,1.0,0.05,0.6,0.25,0.7280701754385965,0.25,0.5270495614035089,0.533,0.49932499999999996,0.09836065573770492,0.18181818181818182,,0.18461538461538463,0.17692307692307693,5.4879310344827585,25.567857142857132,0.1872791519434629,3.0,3.0,8.0,,7.0,,6.0,,2.0,,1.0,0.5,,0.05785123966942149,0.0425531914893617,0.1111111111111111,1.0,,2.0,,,,,,,,,,,,1.0,,,,,True,,,,,,
1630163,1610612766,LaMelo Ball,LaMelo Ball,1630163,CHA,7693.0,128,-40,259,268,62,75,26,527,13.0,24.0,2.0,4.0,3.0,5.0,4.0,15.0,1.0,4.0,3.0,4.0,,1.0,11.0,38.0,1.0,3.0,9.0,18.0,43.0,14.0,42.0,24.0,102,324,2.0,4.0,1.0,1.0,5.0,6.0,13.0,3.0,10.0,8.0,29.0,,36.0,18.0,24.0,38.0,11.0,3.0,,19.0,8.0,27.0,6.0,2.0,13.0,6.0,,62.0,3.0,10.0,6.0,16.0,6.0,22.0,1.0,3.0,2.0,1.0,10.0,3.0,6.0,6.0,4.0,16.0,5.0,4.0,11.0,,1.0,19,,25.0,1.0,1.0,11.0,,2.0,1.0,,1.0,1.0,,29.0,62,1.0,1.0,,,0.42857142857142855,0.3333333333333333,0.3,0.3333333333333333,0.4186046511627907,0.5,0.46153846153846156,0.4588235294117647,0.4,0.45652173913043476,0.520618556701031,0.4166666666666667,0.5185185185185185,0.49411764705882355,,0.06976744186046512,0.041666666666666664,0.13333333333333333,,38.487972508591064,0.625,0.0967741935483871,0.05660377358490566,0.17857142857142858,0.13559322033898305,0.04838709677419355,0.04,0.1111111111111111,,0.12903225806451613,0.2857142857142857,0.08108108108108109,0.3684210526315789,0.02127659574468085,,0.2823529411764706,0.5416666666666666,0.5652173913043478,,0.17647058823529413,0.26666666666666666,0.3076923076923077,,0.047058823529411764,0.25,0.25,,0.047058823529411764,0.75,0.75,0.3333333333333333,0.4470588235294118,0.2894736842105263,0.2894736842105263,0.45454545454545453,0.8,0.5,,,0.2,0.21739130434782608,0.6,0.043478260869565216,0.391304347826087,0.3333333333333333,0.7764705882352941,0.2894736842105263,0.5130647058823531,0.5079,0.46818478260869567,0.11578947368421053,0.20754716981132076,,0.049019607843137254,0.28431372549019607,5.593023255813954,26.990476190476187,0.23938223938223938,,,4.0,,3.0,,,,1.0,,,,,0.04225352112676056,0.05263157894736842,,,,,,1.0,,,,,,,,,,,1.0,,,,True,,,,,,
1631109,1610612766,Mark Williams,Mark Williams,1631109,CHA,3262.0,54,4,102,101,15,9,10,203,9.0,13.0,3.0,4.0,,1.0,1.0,4.0,,,,,,,,,,,,10.0,17.0,,,6.0,26,133,3.0,5.0,,,6.0,,1.0,,,1.0,1.0,14.0,6.0,,,,,3.0,,,1.0,1.0,1.0,,,,,3.0,5.0,3.0,8.0,11.0,5.0,16.0,4.0,2.0,2.0,,,,,,,,,4.0,6.0,,,6,,8.0,,,4.0,,,2.0,2.0,,2.0,1.0,1.0,15,,,0.7,1.0,,,,,0.5882352941176471,0.6,,0.5882352941176471,0.6,,0.6190476190476191,0.6,0.25,,,0.17647058823529413,0.15384615384615385,0.25,,18.260869565217394,,0.23529411764705882,0.2,0.16666666666666666,0.21153846153846154,0.1111111111111111,0.18181818181818182,0.3,0.4,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.14285714285714285,1.0,0.5,0.7647058823529411,0.6923076923076923,0.8181818181818182,0.6666666666666666,0.23529411764705882,0.25,0.3333333333333333,1.0,,,,,,,,,,,,,0.8,0.75,,,,1.0,,,,,0.7647058823529411,,0.5762470588235294,0.56506,0.5476,0.19047619047619047,0.19047619047619047,,0.23076923076923078,0.038461538461538464,2.511764705882353,,0.14705882352941177,,,6.0,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,True,,,,,,
