EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PtsPutbacks,HeaveAttempts,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Transition Take Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedAtRim,BlockedCorner3,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyFg2Pct,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,FTOffRebounds,Charge Fouls Drawn,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedArc3,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations,OffensiveGoaltends,on,BlockedLongMidRange
1628379,1610612763,Luke Kennard,Luke Kennard,1628379,MEM,12674.0,211,-5,448,435,122,164,49.0,883,2.0,2,1.0,1.0,1.0,4.0,2.0,5.0,1.0,10.0,5.0,18.0,37.0,1.0,3.0,7.0,13.0,5.0,11,19.0,47.0,5.0,72.0,501,1.0,3.0,1.0,3.0,5.0,7.0,18.0,5.0,26.0,8.0,2.0,48.0,9.0,37.0,18.0,1.0,3.0,21.0,9.0,30.0,3.0,6.0,10.0,11.0,69.0,4.0,1.0,14.0,17.0,31,5.0,36,8.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,6.0,11.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,26.0,122,1.0,1.0,0.8,0.8,0.8421052631578947,0.40425531914893614,0.3333333333333333,0.3888888888888889,0.40425531914893614,0.45454545454545453,0.3333333333333333,0.5775862068965517,0.4166666666666667,0.5833333333333334,0.6,0.4166666666666667,0.65,0.8103448275862069,0.06382978723404255,0.09090909090909091,0.25,0.3,12.948207171314742,0.8,0.16037735849056603,0.01020408163265306,0.16470588235294117,0.034782608695652174,0.16230366492146597,0.023474178403755867,0.08333333333333333,0.038461538461538464,0.02702702702702703,0.225,0.1,0.1875,0.18571428571428572,0.06666666666666667,0.034482758620689655,1.0,1.0,1.0,0.06896551724137931,0.25,0.3333333333333333,1.0,0.08620689655172414,0.4,0.4,0.5,0.1724137931034483,0.1,0.14285714285714285,1.0,0.6379310344827587,0.4864864864864865,0.4864864864864865,0.8333333333333334,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,0.2777777777777778,0.7222222222222222,0.5384615384615384,0.8448275862068966,0.4864864864864865,0.5226327586206897,0.53444,0.494125,0.06944444444444445,0.3611111111111111,11.481818181818182,25.491489361702126,0.27232142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,57880.0,965,-149,2008,1989,380,381,218.0,3997,71.0,127,9.0,16.0,85.0,175.0,,1.0,8.0,26.0,7.0,39.0,121.0,1.0,12.0,3.0,18.0,156.0,303,47.0,147.0,132.0,585.0,2331,14.0,28.0,1.0,15.0,47.0,4.0,25.0,41.0,95.0,166.0,146.0,138.0,3.0,119.0,39.0,45.0,2.0,20.0,36.0,56.0,30.0,6.0,12.0,6.0,148.0,13.0,28.0,55.0,73.0,136,41.0,177,28.0,18.0,10.0,35.0,1.0,9.0,32.0,26.0,67.0,12.0,55.0,113.0,7.0,157.0,157.0,,14.0,56.0,23.0,57.0,95.0,375,9.0,14.0,0.532051282051282,0.564625850340136,0.9787234042553191,0.3197278911564626,0.06666666666666667,0.16,0.32413793103448274,0.5148514851485149,0.5,0.5033333333333333,0.36046511627906974,0.38571428571428573,0.5646718146718147,0.46078431372549017,0.5163043478260869,0.32666666666666666,0.013605442176870748,0.1485148514851485,0.14857142857142858,0.038461538461538464,25.930851063829788,0.5223880597014925,0.14989733059548255,0.0577319587628866,0.12941176470588237,0.02584493041749503,0.14035087719298245,0.04149797570850203,0.02,0.03089887640449438,0.013605442176870748,0.11475409836065574,0.17889908256880735,0.1511627906976744,0.12424242424242424,0.14736842105263157,0.2822222222222222,0.5590551181102362,0.6574074074074074,0.5211267605633803,0.3888888888888889,0.4857142857142857,0.5704697986577181,0.5411764705882353,0.0022222222222222222,,,,0.057777777777777775,0.3076923076923077,0.32,1.0,0.2688888888888889,0.32231404958677684,0.325,0.9743589743589743,0.37209302325581395,0.5625,,0.27906976744186046,0.08333333333333333,1.0,0.1,0.2571428571428571,0.16666666666666666,0.6088888888888889,0.3277310924369748,0.516187807606264,0.5183806451612905,0.5136132352941176,0.08034188034188035,0.1623931623931624,5.02211221122112,25.938095238095244,0.1892430278884462,14.0,21.0,3.0,1.0,16.0,21.0,45.0,18.0,2.0,2.0,8.0,9.0,6.0,3.0,1.0,9.0,4.0,17.0,1.0,16.0,14.0,19.0,73.0,1.0,33.0,1.0,33.0,7.0,3.0,0.4666666666666667,0.14960629921259844,0.008264462809917356,0.21052631578947367,0.057291666666666664,0.06584362139917696,0.045454545454545456,0.5789473684210527,0.06976744186046512,0.3,0.6666666666666666,0.14285714285714285,0.14484126984126985,0.20448179271708683,,,,,,,,,,,,,,,True,
1629630,1610612763,Ja Morant,Ja Morant,1629630,MEM,13456.0,224,1,463,460,120,106,48.0,923,27.0,41,3.0,3.0,19.0,41.0,2.0,3.0,1.0,4.0,3.0,7.0,26.0,,2.0,2.0,10.0,48.0,85,8.0,30.0,36.0,156.0,535,5.0,6.0,,2.0,10.0,2.0,13.0,12.0,32.0,28.0,68.0,15.0,9.0,25.0,7.0,12.0,,29.0,16.0,45.0,10.0,6.0,19.0,7.0,106.0,1.0,4.0,17.0,14.0,33,5.0,38,4.0,4.0,,10.0,1.0,6.0,2.0,4.0,12.0,2.0,6.0,13.0,,29.0,42.0,,3.0,4.0,,4.0,32.0,117,2.0,3.0,0.2916666666666667,0.2978723404255319,0.625,0.26666666666666666,,0.15384615384615385,0.27586206896551724,0.5647058823529412,0.8333333333333334,0.5217391304347826,0.625,0.37037037037037035,0.582089552238806,0.625,0.48484848484848486,0.2608695652173913,,0.1411764705882353,0.0975609756097561,,28.131021194605008,0.8333333333333334,0.11965811965811966,0.04081632653061224,0.18085106382978725,0.009523809523809525,0.14691943127962084,0.024630541871921183,,,0.030303030303030304,0.08333333333333333,0.16666666666666666,0.09523809523809523,0.18055555555555555,0.18181818181818182,0.3565217391304348,0.6585365853658537,0.8181818181818182,0.4444444444444444,0.3565217391304348,0.4634146341463415,0.5135135135135135,0.10526315789473684,0.02608695652173913,0.6666666666666666,0.6666666666666666,,0.034782608695652174,0.25,0.25,1.0,0.22608695652173913,0.2692307692307692,0.2692307692307692,0.5714285714285714,0.375,1.0,0.3333333333333333,0.25,,,0.1111111111111111,0.37037037037037035,0.2,0.6173913043478261,0.28,0.5384447368421053,0.59738,0.4788923076923078,0.0641025641025641,0.20512820512820512,5.50235294117647,26.256666666666668,0.2591792656587473,3.0,6.0,,,,7.0,14.0,2.0,1.0,3.0,2.0,3.0,,,,3.0,1.0,,,1.0,2.0,4.0,20.0,,4.0,,2.0,2.0,,0.5,0.1951219512195122,,0.15384615384615385,0.05128205128205128,0.037037037037037035,0.06521739130434782,0.5,,0.2222222222222222,0.5,,0.15267175572519084,0.19801980198019803,,,,,,,,,,,,,,,True,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,86572.0,1443,-200,2985,2976,617,761,356.0,5961,135.0,197,10.0,17.0,50.0,132.0,38.0,87.0,25.0,55.0,12.0,112.0,305.0,11.0,28.0,21.0,59.0,223.0,416,137.0,360.0,140.0,997.0,3488,19.0,34.0,14.0,38.0,103.0,25.0,71.0,42.0,213.0,180.0,266.0,252.0,159.0,303.0,112.0,53.0,8.0,122.0,108.0,230.0,74.0,34.0,73.0,44.0,568.0,17.0,17.0,78.0,66.0,149,36.0,185,43.0,28.0,15.0,56.0,11.0,36.0,56.0,20.0,112.0,16.0,57.0,120.0,6.0,125.0,161.0,3.0,20.0,18.0,9.0,22.0,204.0,612,13.0,7.0,0.40358744394618834,0.4166666666666667,0.6131386861313869,0.38055555555555554,0.3684210526315789,0.352112676056338,0.38268156424581007,0.5360576923076923,0.5588235294117647,0.5521907216494846,0.5555555555555556,0.5377358490566038,0.5811611374407583,0.6011904761904762,0.5833333333333334,0.4639175257731959,0.022222222222222223,0.12740384615384615,0.19696969696969696,0.01818181818181818,27.89055604589585,0.5,0.09141274238227147,0.023743016759776536,0.12520064205457465,0.022636484687083888,0.10706319702602231,0.023176550783912748,,0.02666666666666667,0.01327433628318584,0.06920415224913495,0.09523809523809523,0.13559322033898305,0.13034623217922606,0.10606060606060606,0.2538659793814433,0.6852791878172588,0.7848837209302325,0.37037037037037035,0.17010309278350516,0.3787878787878788,0.4716981132075472,0.48,0.11211340206185567,0.4367816091954023,0.4470588235294118,0.42105263157894735,0.07087628865979381,0.45454545454545453,0.46296296296296297,0.92,0.39304123711340205,0.36721311475409835,0.37583892617449666,0.5446428571428571,0.2361111111111111,0.5882352941176471,0.2,0.3888888888888889,0.39285714285714285,0.7272727272727273,0.07547169811320754,0.3710691823899371,0.3559322033898305,0.7177835051546392,0.3696369636963696,0.533474062095731,0.5123833333333334,0.5202637820512821,0.10330992978936811,0.2136409227683049,7.113461538461536,26.133333333333333,0.2067001675041876,33.0,43.0,10.0,4.0,23.0,48.0,88.0,14.0,2.0,5.0,5.0,9.0,11.0,7.0,8.0,6.0,5.0,13.0,,3.0,4.0,12.0,58.0,4.0,9.0,,15.0,,1.0,0.5454545454545454,0.12690355329949238,0.022950819672131147,0.07042253521126761,0.01056338028169014,0.03977272727272727,0.026239067055393587,0.6818181818181818,0.1388888888888889,0.27044025157232704,0.7674418604651163,0.3333333333333333,0.07290400972053462,0.12554112554112554,3.0,2.0,6.0,1.0,1.0,18.0,4.0,0.022988505747126436,0.03333333333333333,0.3,0.6666666666666666,0.00554016620498615,,,True,
1630583,1610612763,Santi Aldama,Santi Aldama,1630583,MEM,34861.0,581,-104,1201,1187,262,357,148.0,2388,31.0,56,10.0,19.0,14.0,37.0,4.0,4.0,11.0,43.0,8.0,28.0,69.0,,7.0,4.0,17.0,49.0,97,39.0,112.0,24.0,239.0,1407,14.0,29.0,,10.0,30.0,5.0,25.0,7.0,44.0,68.0,30.0,108.0,9.0,69.0,28.0,11.0,1.0,25.0,25.0,50.0,18.0,7.0,15.0,6.0,125.0,13.0,17.0,37.0,50.0,99,32.0,131,20.0,15.0,5.0,13.0,2.0,11.0,8.0,2.0,21.0,2.0,23.0,36.0,2.0,35.0,41.0,3.0,2.0,13.0,4.0,13.0,44.0,261,4.0,2.0,0.6938775510204082,0.85,0.9230769230769231,0.3482142857142857,,0.2,0.3482142857142857,0.5051546391752577,0.4827586206896552,0.5143540669856459,0.358974358974359,0.37755102040816324,0.5311111111111111,0.375,0.41509433962264153,0.5358851674641149,0.008928571428571428,0.1134020618556701,0.05405405405405406,0.023255813953488372,17.877906976744185,0.6190476190476191,0.1718213058419244,0.059027777777777776,0.14979757085020243,0.04,0.16171003717472118,0.048939641109298535,0.0625,0.03862660944206009,0.043478260869565216,0.18333333333333332,0.14516129032258066,0.2127659574468085,0.15463917525773196,0.1320754716981132,0.2679425837320574,0.5535714285714286,0.6595744680851063,0.6451612903225806,0.17703349282296652,0.3783783783783784,0.4,0.7857142857142857,0.019138755980861243,1.0,1.0,0.75,0.20574162679425836,0.2558139534883721,0.2619047619047619,0.8181818181818182,0.33014354066985646,0.4057971014492754,0.4057971014492754,0.9642857142857143,0.48717948717948717,0.5263157894736842,0.1,0.1794871794871795,,,0.16326530612244897,0.3469387755102041,0.23529411764705882,0.8038277511961722,0.4057971014492754,0.5452834928229664,0.5235814814814815,0.5224622448979592,0.12552301255230125,0.18410041841004185,4.730927835051546,24.94553571428571,0.21815154038301415,7.0,13.0,3.0,1.0,2.0,11.0,24.0,18.0,,4.0,12.0,10.0,2.0,,2.0,1.0,,1.0,,4.0,1.0,4.0,15.0,,9.0,,6.0,,,0.4583333333333333,0.16071428571428573,,0.46153846153846156,0.05737704918032787,0.05970149253731343,0.09259259259259259,0.46153846153846156,0.07692307692307693,0.2653061224489796,0.5384615384615384,0.125,0.07657657657657657,0.1388888888888889,,2.0,,1.0,,,,,0.08695652173913043,,,0.017543859649122806,1.0,,True,
1631223,1610612763,David Roddy,David Roddy,1631223,MEM,27393.0,457,-28,940,939,244,318,105.0,1879,35.0,54,10.0,14.0,5.0,20.0,1.0,2.0,11.0,28.0,5.0,8.0,43.0,1.0,5.0,,8.0,41.0,76,19.0,71.0,20.0,159.0,1107,10.0,17.0,3.0,8.0,30.0,1.0,13.0,2.0,19.0,46.0,36.0,57.0,,43.0,8.0,11.0,2.0,19.0,10.0,29.0,4.0,6.0,12.0,6.0,68.0,9.0,12.0,27.0,36.0,65,21.0,86,8.0,6.0,2.0,12.0,1.0,5.0,4.0,7.0,16.0,6.0,14.0,28.0,1.0,23.0,30.0,,,5.0,3.0,6.0,19.0,244,5.0,,0.5609756097560976,0.6388888888888888,1.0,0.2676056338028169,0.375,0.07692307692307693,0.2676056338028169,0.5394736842105263,0.5882352941176471,0.47278911564625853,0.58,0.30357142857142855,0.4937888198757764,0.5769230769230769,0.31666666666666665,0.48299319727891155,0.028169014084507043,0.14473684210526316,0.15,,16.841103710751664,0.75,0.15319148936170213,0.05970149253731343,0.1377551020408163,0.039301310043668124,0.14617169373549885,0.04883720930232558,0.037037037037037035,0.04666666666666667,0.02531645569620253,0.17346938775510204,0.1523809523809524,0.09375,0.15333333333333332,0.08695652173913043,0.3673469387755102,0.6481481481481481,0.7608695652173914,0.6,0.1360544217687075,0.25,0.29411764705882354,0.4,0.013605442176870748,0.5,0.5,,0.19047619047619047,0.39285714285714285,0.39285714285714285,1.0,0.2925170068027211,0.18604651162790697,0.1951219512195122,1.0,0.56,0.7142857142857143,0.3,0.2,0.2,1.0,0.17857142857142858,0.2857142857142857,,0.8503401360544217,0.18604651162790697,0.5701707482993197,0.5996900000000001,0.5252410714285715,0.18867924528301888,0.11949685534591195,3.7249999999999996,24.821126760563384,0.25957446808510637,6.0,9.0,3.0,1.0,1.0,7.0,15.0,10.0,,1.0,2.0,4.0,,,2.0,,,1.0,1.0,1.0,3.0,2.0,16.0,1.0,2.0,1.0,3.0,,,0.4666666666666667,0.14814814814814814,0.046511627906976744,0.08333333333333333,0.13924050632911392,,0.05555555555555555,0.5,0.12,0.32142857142857145,0.6666666666666666,0.2,0.09937888198757763,0.17777777777777778,2.0,,,,,,,,,0.6666666666666666,1.0,,,,True,
203935,1610612763,Marcus Smart,Marcus Smart,203935,MEM,30978.0,516,-25,1074,1081,219,254,116.0,2155,17.0,26,1.0,3.0,30.0,52.0,4.0,10.0,7.0,27.0,4.0,25.0,80.0,4.0,10.0,3.0,13.0,51.0,88,32.0,107.0,34.0,232.0,1209,3.0,6.0,5.0,11.0,21.0,4.0,17.0,18.0,60.0,26.0,76.0,87.0,9.0,78.0,25.0,5.0,,40.0,30.0,70.0,19.0,11.0,29.0,7.0,170.0,3.0,2.0,18.0,19.0,39,5.0,44,33.0,19.0,14.0,25.0,8.0,20.0,23.0,5.0,48.0,8.0,12.0,42.0,4.0,52.0,45.0,,12.0,4.0,1.0,4.0,60.0,217,7.0,12.0,0.2549019607843137,0.26,0.90625,0.29906542056074764,0.45454545454545453,0.23529411764705882,0.3047619047619048,0.5795454545454546,0.5,0.5076923076923077,0.6176470588235294,0.5833333333333334,0.5395348837209303,0.6176470588235294,0.625,0.5487179487179488,,0.056818181818181816,0.057692307692307696,,21.807628524046432,0.5208333333333334,0.06934306569343066,0.008097165991902834,0.07894736842105263,0.01107011070110701,0.07370517928286853,0.009652509652509652,,0.005235602094240838,0.025,0.054945054945054944,0.0661764705882353,0.10638297872340426,0.08287292817679558,0.06382978723404255,0.13333333333333333,0.6538461538461539,0.7083333333333334,0.17647058823529413,0.26666666666666666,0.5769230769230769,0.6122448979591837,0.23333333333333334,0.05128205128205128,0.4,0.4,0.75,0.13846153846153847,0.25925925925925924,0.25925925925925924,1.0,0.41025641025641024,0.3125,0.3125,0.88,0.17647058823529413,0.3333333333333333,,0.5882352941176471,0.4,1.0,0.1111111111111111,0.3611111111111111,0.23076923076923078,0.6820512820512821,0.32051282051282054,0.5266720207253887,0.50724375,0.486614705882353,0.09051724137931035,0.25862068965517243,7.792045454545451,25.798130841121495,0.20391061452513967,2.0,2.0,1.0,1.0,,15.0,19.0,2.0,2.0,4.0,2.0,,1.0,2.0,1.0,1.0,,7.0,,2.0,5.0,5.0,13.0,,3.0,,1.0,,,0.7894736842105263,0.07692307692307693,,0.06451612903225806,0.01020408163265306,0.007874015748031496,,0.25,0.058823529411764705,0.05555555555555555,1.0,0.25,0.06403940886699508,0.13541666666666666,1.0,,6.0,,,,,,,1.0,1.0,,,,True,
1629723,1610612763,John Konchar,John Konchar,1629723,MEM,17582.0,293,-48,608,607,108,155,86.0,1215,7.0,15,1.0,3.0,,1.0,,,4.0,19.0,5.0,6.0,18.0,,,1.0,6.0,7.0,16,10.0,37.0,4.0,48.0,733,1.0,3.0,1.0,3.0,5.0,2.0,11.0,2.0,10.0,10.0,4.0,30.0,,18.0,6.0,5.0,1.0,11.0,9.0,20.0,8.0,1.0,4.0,5.0,49.0,10.0,8.0,21.0,20.0,42,18.0,60,15.0,5.0,10.0,7.0,2.0,3.0,3.0,4.0,10.0,2.0,15.0,19.0,2.0,9.0,4.0,,1.0,7.0,2.0,8.0,10.0,107,1.0,1.0,0.7142857142857143,0.8333333333333334,1.0,0.2702702702702703,0.3333333333333333,0.18181818181818182,0.2702702702702703,0.4375,0.3333333333333333,0.41509433962264153,0.4166666666666667,0.3076923076923077,0.43636363636363634,0.4166666666666667,0.35714285714285715,0.6981132075471698,0.02702702702702703,0.3125,1.0,0.05263157894736842,9.21985815602837,0.7,0.16393442622950818,0.05405405405405406,0.16153846153846155,0.06622516556291391,0.1626984126984127,0.06020066889632107,,0.04504504504504504,0.125,0.18,0.15217391304347827,0.15384615384615385,0.11538461538461539,0.34615384615384615,0.2830188679245283,0.4666666666666667,0.6363636363636364,0.7142857142857143,0.018867924528301886,,,,,,,,0.3584905660377358,0.21052631578947367,0.2222222222222222,1.0,0.33962264150943394,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,,,,,0.38461538461538464,0.46153846153846156,0.16666666666666666,0.9811320754716981,0.3333333333333333,0.5900405660377358,0.63166,0.590673076923077,0.10416666666666667,0.20833333333333334,2.0125,24.39459459459459,0.17763157894736842,1.0,2.0,3.0,1.0,,1.0,2.0,2.0,,2.0,1.0,1.0,,,1.0,1.0,,,,2.0,1.0,,1.0,1.0,5.0,1.0,3.0,,,0.5,0.26666666666666666,,0.09090909090909091,0.047619047619047616,0.07575757575757576,0.03333333333333333,0.375,0.5,0.15384615384615385,0.5,0.2,0.018518518518518517,0.058823529411764705,1.0,,2.0,,,,,,,0.3333333333333333,1.0,,,,True,
1631367,1610612763,Jacob Gilyard,Jacob Gilyard,1631367,MEM,10295.0,172,-25,347,336,30,75,41.0,683,1.0,3,,,,,2.0,4.0,4.0,10.0,1.0,11.0,22.0,3.0,3.0,1.0,2.0,3.0,7,15.0,32.0,,51.0,408,,,3.0,3.0,9.0,1.0,3.0,,3.0,,6.0,39.0,6.0,22.0,11.0,1.0,,14.0,15.0,29.0,13.0,2.0,8.0,5.0,73.0,4.0,,6.0,3.0,10,4.0,14,7.0,5.0,2.0,8.0,2.0,6.0,2.0,2.0,10.0,,3.0,10.0,1.0,3.0,,,,,,,3.0,30,3.0,,,,0.8666666666666667,0.46875,1.0,0.3333333333333333,0.46875,0.42857142857142855,,0.6538461538461539,1.5,0.375,0.6538461538461539,1.5,0.375,0.8205128205128205,,0.14285714285714285,,,12.468193384223918,0.8,0.036585365853658534,,0.07792207792207792,0.0425531914893617,0.05660377358490566,0.02247191011235955,,0.029850746268656716,0.07407407407407407,0.02631578947368421,0.03125,0.08333333333333333,0.08571428571428572,,0.07692307692307693,0.3333333333333333,0.5,,,,,,0.10256410256410256,0.5,0.5,,0.2564102564102564,0.4,0.4,1.0,0.5641025641025641,0.5,0.5,0.8181818181818182,,,,1.0,1.0,0.6666666666666666,0.25,0.5,0.5,0.8974358974358975,0.5,0.537725641025641,0.503775,0.5483750000000001,0.17647058823529413,0.058823529411764705,12.414285714285715,25.175000000000004,0.08645533141210375,,1.0,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,0.3333333333333333,,0.125,,,,,,0.25,,,,,,,,,,,,,,,,,,,True,
1630214,1610612763,Xavier Tillman,Xavier Tillman,1630214,MEM,19077.0,318,-54,656,661,124,172,77.0,1317,22.0,46,5.0,13.0,14.0,31.0,,,6.0,23.0,5.0,1.0,7.0,,,1.0,1.0,36.0,77,7.0,30.0,7.0,100.0,743,7.0,17.0,,,18.0,3.0,6.0,1.0,34.0,60.0,12.0,21.0,,7.0,1.0,10.0,,12.0,12.0,24.0,11.0,1.0,8.0,3.0,60.0,13.0,20.0,25.0,25.0,56,34.0,90,16.0,13.0,3.0,10.0,1.0,4.0,5.0,6.0,15.0,1.0,15.0,27.0,2.0,15.0,21.0,,2.0,11.0,4.0,11.0,34.0,124,,,0.8333333333333334,0.8823529411764706,1.0,0.23333333333333334,,0.5,0.23333333333333334,0.4675324675324675,0.4117647058823529,0.43457943925233644,0.4117647058823529,0.6875,0.43103448275862066,0.45,0.6538461538461539,0.2803738317757009,,0.12987012987012986,0.0967741935483871,,17.420212765957448,0.6666666666666666,0.16129032258064516,0.12738853503184713,0.16891891891891891,0.07222222222222222,0.16501650165016502,0.09792284866468842,0.09090909090909091,0.08035714285714286,0.058823529411764705,0.13846153846153847,0.16129032258064516,0.21428571428571427,0.19469026548672566,0.08571428571428572,0.42990654205607476,0.4782608695652174,0.5641025641025641,0.8181818181818182,0.2897196261682243,0.45161290322580644,0.5,0.8571428571428571,,,,,0.21495327102803738,0.2608695652173913,0.2608695652173913,1.0,0.06542056074766354,0.14285714285714285,0.14285714285714285,1.0,0.7647058823529411,0.38461538461538464,0.6,,,,0.20833333333333334,0.041666666666666664,1.0,0.7102803738317757,0.14285714285714285,0.5664514018691589,0.5720142857142857,0.55975625,0.18,0.34,3.8649350649350644,23.866666666666667,0.18902439024390244,7.0,12.0,,2.0,4.0,12.0,18.0,4.0,,1.0,6.0,6.0,1.0,,,2.0,,3.0,,,,3.0,10.0,,7.0,,8.0,,,0.6666666666666666,0.15217391304347827,,0.3157894736842105,0.1527777777777778,0.10810810810810811,0.11320754716981132,0.7272727272727273,,0.5,0.5833333333333334,0.4,0.08771929824561403,0.11904761904761904,,1.0,,,,,,,0.0625,,,,,,True,
