EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,LongMidRangeAssists,OffThreePtRebounds,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,RecoveredBlocks,PenaltyFg2Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,FTDefRebounds,Travels,Loose Ball Fouls,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,HeaveAttempts,on,3pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceArc3PctAssisted,OffensiveGoaltends,Transition Take Fouls,3SecondViolations,Clear Path Fouls,BlockedCorner3,HeaveMakes
1626145,1610612764,Tyus Jones,Tyus Jones,1626145,WAS,6447.0,107,-51.0,228,227,33.0,42.0,22.0,455,6.0,10.0,1.0,3.0,8.0,2.0,2.0,1.0,4.0,3.0,11.0,1.0,1.0,1.0,11.0,20.0,4.0,15.0,1.0,35.0,285.0,1.0,1.0,1.0,1.0,1.0,4.0,14.0,8.0,9.0,3.0,11.0,3.0,1.0,11.0,7.0,18.0,6.0,1.0,8.0,3.0,43.0,2.0,7.0,3.0,10.0,2.0,12.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,33.0,0.6363636363636364,0.6363636363636364,0.75,0.2666666666666666,1.0,0.2666666666666666,0.55,0.4857142857142857,1.5,0.4861111111111111,1.0,0.4285714285714285,0.05,0.1,16.53543307086614,0.6666666666666666,0.0555555555555555,0.0333333333333333,0.14,0.0961538461538461,0.0169491525423728,0.0384615384615384,0.0416666666666666,0.0769230769230769,0.1,0.1621621621621621,0.0769230769230769,0.0526315789473684,0.2857142857142857,0.6,0.6666666666666666,0.6666666666666666,0.2285714285714285,0.375,0.375,0.3333333333333333,0.0571428571428571,1.0,1.0,1.0,0.1142857142857142,0.25,0.25,1.0,0.3142857142857143,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.5,0.5,1.0,1.0,0.7142857142857143,0.2727272727272727,0.5655542857142857,0.620375,0.45165,0.0277777777777777,0.0476190476190476,0.1142857142857142,6.335,25.78,0.1447368421052631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1626153,1610612764,Delon Wright,Delon Wright,1626153,WAS,6549.0,109,-59.0,229,225,39.0,52.0,19.0,454,4.0,7.0,1.0,2.0,8.0,,1.0,,1.0,3.0,8.0,2.0,1.0,2.0,6.0,16.0,3.0,9.0,,21.0,280.0,1.0,2.0,1.0,2.0,,7.0,2.0,10.0,6.0,3.0,8.0,3.0,3.0,10.0,11.0,21.0,9.0,2.0,7.0,2.0,53.0,2.0,6.0,3.0,9.0,3.0,12.0,,10.0,6.0,4.0,3.0,,,3.0,1.0,3.0,6.0,1.0,1.0,4.0,6.0,2.0,1.0,2.0,1.0,2.0,7.0,39.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.375,0.42,0.5833333333333334,0.4038461538461538,0.5833333333333334,0.36,0.1875,,12.598425196850393,0.5,0.0612244897959183,0.0377358490566037,0.125,0.0927835051546391,0.027027027027027,,0.074074074074074,0.0952380952380952,,0.1470588235294117,0.0714285714285714,,0.28,0.5714285714285714,0.5714285714285714,,0.32,0.25,0.3333333333333333,0.5,0.04,,,,0.04,,,,0.32,0.375,0.375,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.64,0.375,0.5048940000000001,0.532425,0.531875,0.0384615384615384,0.0588235294117647,0.3333333333333333,5.31875,26.38888888888889,0.1703056768558952,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.25,1.0,0.0172413793103448,0.0212765957446808,0.05,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1628398,1610612764,Kyle Kuzma,Kyle Kuzma,1628398,WAS,6977.0,116,-86.0,243,253,29.0,39.0,24.0,496,20.0,28.0,5.0,9.0,18.0,2.0,6.0,3.0,5.0,4.0,14.0,2.0,1.0,2.0,31.0,52.0,7.0,19.0,13.0,96.0,326.0,5.0,2.0,1.0,2.0,4.0,21.0,24.0,38.0,15.0,6.0,14.0,4.0,2.0,13.0,5.0,18.0,1.0,4.0,12.0,,41.0,5.0,14.0,18.0,34.0,7.0,41.0,1.0,1.0,1.0,,6.0,,2.0,4.0,2.0,4.0,10.0,1.0,8.0,9.0,15.0,15.0,7.0,1.0,1.0,1.0,21.0,29.0,0.3870967741935484,0.4444444444444444,0.7142857142857143,0.3684210526315789,0.5,0.3684210526315789,0.5961538461538461,0.5845070422535211,0.7083333333333334,0.6153846153846154,0.75,0.2676056338028169,0.0384615384615384,0.0357142857142857,32.35294117647059,0.6,0.2769230769230769,0.0769230769230769,0.3043478260869565,0.2882882882882883,0.0551181102362204,0.0833333333333333,0.0909090909090909,0.2333333333333333,0.2727272727272727,0.2777777777777778,0.4,0.0333333333333333,0.3943661971830985,0.7142857142857143,0.7407407407407407,0.45,0.2535211267605634,0.5,0.5294117647058824,0.3333333333333333,0.0845070422535211,0.3333333333333333,0.3333333333333333,,0.0704225352112676,0.6,0.6,1.0,0.1971830985915492,0.2857142857142857,0.2857142857142857,0.5,0.7142857142857143,0.2857142857142857,0.1666666666666666,0.5,0.6619718309859155,0.2857142857142857,0.5378823943661971,0.573975,0.5156833333333334,0.0909090909090909,0.1206896551724138,0.21875,5.803846153846154,26.31578947368421,0.1193415637860082,4.0,4.0,7.0,10.0,1.0,2.0,,,,,,,,0.7,0.0555555555555555,,0.032258064516129,0.0425531914893617,0.3333333333333333,,0.3333333333333333,1.0,4.0,1.0,4.0,1.0,1.0,12.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8,0.7857142857142857,0.8571428571428571,0.3333333333333333,0.8,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629673,1610612764,Jordan Poole,Jordan Poole,1629673,WAS,8934.0,149,-82.0,313,322,46.0,52.0,25.0,635,15.0,20.0,,2.0,13.0,1.0,5.0,1.0,4.0,12.0,36.0,1.0,2.0,6.0,18.0,38.0,13.0,40.0,11.0,86.0,414.0,2.0,2.0,2.0,6.0,,10.0,14.0,22.0,24.0,15.0,36.0,12.0,2.0,7.0,16.0,23.0,11.0,5.0,4.0,2.0,62.0,,3.0,3.0,6.0,2.0,8.0,,6.0,5.0,1.0,11.0,,6.0,3.0,1.0,5.0,14.0,1.0,5.0,13.0,17.0,14.0,5.0,1.0,1.0,1.0,10.0,46.0,0.3888888888888889,0.3888888888888889,0.6153846153846154,0.325,0.3333333333333333,0.325,0.4736842105263157,0.4807692307692308,0.4545454545454545,0.5059523809523809,0.4545454545454545,0.5128205128205128,0.0526315789473684,,28.19767441860465,0.7857142857142857,0.0454545454545454,,0.044776119402985,0.0451127819548872,0.0133333333333333,,,0.0967741935483871,,0.0612244897959183,,,0.2564102564102564,0.75,0.75,0.3333333333333333,0.1666666666666666,0.1538461538461538,0.1818181818181818,0.5,0.0641025641025641,0.2,0.2,1.0,0.0512820512820512,0.25,0.3333333333333333,1.0,0.4615384615384615,0.3333333333333333,0.3333333333333333,0.5833333333333334,,0.25,0.5454545454545454,0.3333333333333333,0.7692307692307693,0.3333333333333333,0.5409910256410257,0.4585000000000001,0.4555954545454545,0.072289156626506,0.119047619047619,0.1162790697674418,6.102631578947368,27.4575,0.1469648562300319,1.0,2.0,2.0,5.0,1.0,2.0,3.0,,,,2.0,,1.0,0.4,0.1538461538461538,,0.0253164556962025,0.03125,,1.0,0.1818181818181818,0.5,,,1.0,1.0,,5.0,,,1.0,1.0,,1.0,1.0,,,0.5,0.5,0.625,0.625,,,,0.0581395348837209,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.025,0.25,0.25,1.0,1.0,0.024390243902439,,,,,,,,,,,,,,,,True,,,,,,,,,
203488,1610612764,Mike Muscala,Mike Muscala,203488,WAS,20255.0,338,-134.0,703,705,155.0,147.0,61.0,1408,11.0,20.0,9.0,5.0,11.0,3.0,8.0,3.0,14.0,11.0,37.0,2.0,,6.0,19.0,39.0,14.0,51.0,15.0,95.0,868.0,12.0,3.0,,9.0,6.0,10.0,28.0,10.0,42.0,,37.0,11.0,3.0,13.0,9.0,22.0,6.0,3.0,7.0,4.0,53.0,9.0,24.0,27.0,53.0,22.0,75.0,,5.0,1.0,4.0,9.0,1.0,6.0,7.0,2.0,3.0,16.0,4.0,17.0,31.0,21.0,20.0,7.0,6.0,3.0,7.0,10.0,155.0,0.7368421052631579,0.9333333333333332,1.0,0.2745098039215686,,0.2745098039215686,0.4871794871794871,0.4444444444444444,0.125,0.475,0.25,0.5666666666666667,0.0769230769230769,0.1,14.92921492921493,0.5625,0.1646341463414634,0.0580645161290322,0.1509433962264151,0.1578947368421052,0.0623145400593471,0.0526315789473684,0.0555555555555555,0.1428571428571428,0.2068965517241379,0.1186440677966101,0.2439024390243902,,0.2222222222222222,0.55,0.6111111111111112,0.5454545454545454,0.1222222222222222,0.4545454545454545,0.5,1.0,0.0888888888888888,0.375,0.375,1.0,0.1555555555555555,0.2142857142857142,0.2307692307692307,1.0,0.4111111111111111,0.2972972972972973,0.3055555555555556,1.0,0.6,0.1333333333333333,0.375,,0.7888888888888889,0.2972972972972973,0.5230933333333334,0.5801062499999999,0.4753,0.0721649484536082,0.1521739130434782,0.1052631578947368,7.112820512820513,25.44705882352941,0.2204836415362731,1.0,3.0,2.0,7.0,2.0,12.0,4.0,,3.0,,2.0,3.0,4.0,0.2857142857142857,0.0909090909090909,,0.0659340659340659,0.0769230769230769,0.1724137931034483,0.5714285714285714,0.1875,0.3333333333333333,5.0,,5.0,,1.0,11.0,8.0,2.0,,1.0,,,3.0,,3.0,,0.4166666666666667,0.3333333333333333,0.3055555555555556,0.1333333333333333,0.5555555555555556,,0.1157894736842105,,1.0,2.0,3.0,,,1.0,0.0392156862745098,0.0714285714285714,0.0666666666666666,,,,3.0,1.0,1.0,1.0,1.0,1.0,0.027027027027027,0.0555555555555555,0.0769230769230769,0.0256410256410256,0.1875,,,,,True,,,,,,,,,
1630557,1610612764,Corey Kispert,Corey Kispert,1630557,WAS,14087.0,235,-78.0,486,487,107.0,106.0,46.0,973,21.0,25.0,,6.0,11.0,,,5.0,12.0,19.0,55.0,6.0,2.0,9.0,27.0,36.0,24.0,67.0,15.0,141.0,567.0,,6.0,3.0,13.0,5.0,20.0,42.0,12.0,66.0,6.0,55.0,19.0,4.0,10.0,7.0,17.0,4.0,3.0,5.0,4.0,41.0,,6.0,5.0,11.0,1.0,12.0,,1.0,1.0,,4.0,3.0,1.0,9.0,1.0,3.0,13.0,1.0,11.0,15.0,20.0,19.0,12.0,4.0,2.0,4.0,20.0,107.0,0.7777777777777778,0.7777777777777778,0.9166666666666666,0.3582089552238806,0.2307692307692307,0.3582089552238806,0.75,0.6116504854368932,0.4166666666666667,0.6409090909090909,0.4761904761904761,0.6504854368932039,0.1111111111111111,0.12,22.77777777777777,0.3076923076923077,0.043103448275862,,0.048780487804878,0.0460251046025104,0.00418410041841,,,0.0701754385964912,,0.0549450549450549,0.03125,,0.2427184466019417,0.84,0.9545454545454546,0.8095238095238095,0.1067961165048543,0.5454545454545454,0.6,0.6666666666666666,,,,,0.116504854368932,0.4166666666666667,0.4545454545454545,1.0,0.5339805825242718,0.3454545454545454,0.3518518518518518,0.8947368421052632,,1.0,0.5,0.2222222222222222,0.8932038834951457,0.3454545454545454,0.5460456310679611,0.5158875,0.5712555555555556,0.109090909090909,0.2790697674418604,0.1418439716312056,3.586111111111112,26.59701492537313,0.2201646090534979,3.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,0.6,0.0909090909090909,,0.0074626865671641,0.0092592592592592,0.0238095238095238,1.0,0.2777777777777778,0.6,,,,,2.0,2.0,,,2.0,1.0,,5.0,,,,,,,0.1428571428571428,,,,0.0141843971631205,,,2.0,1.0,,,,0.0298507462686567,0.0833333333333333,,,,,4.0,,1.0,,,,0.0181818181818181,,,,0.2222222222222222,1.0,0.25,,,True,,,,,,,,,
1641731,1610612764,Bilal Coulibaly,Bilal Coulibaly,1641731,WAS,14957.0,249,-100.0,518,521,131.0,132.0,48.0,1039,13.0,24.0,3.0,4.0,15.0,2.0,9.0,6.0,12.0,6.0,16.0,,2.0,5.0,19.0,48.0,12.0,28.0,13.0,87.0,640.0,5.0,1.0,3.0,7.0,6.0,19.0,26.0,12.0,36.0,,16.0,6.0,5.0,6.0,7.0,13.0,5.0,2.0,3.0,3.0,33.0,5.0,15.0,13.0,37.0,10.0,47.0,2.0,8.0,3.0,5.0,11.0,1.0,9.0,2.0,1.0,2.0,13.0,2.0,10.0,22.0,17.0,21.0,11.0,8.0,3.0,8.0,19.0,131.0,0.6842105263157895,0.6842105263157895,1.0,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.3958333333333333,0.4868421052631579,0.4642857142857143,0.5117647058823529,0.5,0.3684210526315789,0.1041666666666666,0.125,17.073170731707318,0.8461538461538461,0.1101694915254237,0.0446428571428571,0.125,0.1176470588235294,0.036734693877551,0.073170731707317,0.0384615384615384,0.0784313725490196,0.1304347826086956,0.1162790697674418,0.1470588235294117,0.0512820512820512,0.3157894736842105,0.5416666666666666,0.6190476190476191,0.7692307692307693,0.1973684210526315,0.2666666666666666,0.3076923076923077,0.5,0.1184210526315789,0.2222222222222222,0.2222222222222222,0.5,0.1578947368421052,0.5,0.5,1.0,0.2105263157894736,0.375,0.4,1.0,0.5,,0.3571428571428571,0.4,0.6842105263157895,0.375,0.5279467105263159,0.4996,0.5269428571428572,0.1309523809523809,0.1964285714285714,0.2183908045977011,7.016666666666669,25.107142857142858,0.2528957528957529,2.0,3.0,2.0,7.0,,4.0,6.0,,,,,5.0,6.0,0.2857142857142857,0.1333333333333333,,0.0300751879699248,0.0380952380952381,0.1363636363636363,0.75,0.2142857142857142,0.6666666666666666,1.0,,1.0,1.0,1.0,6.0,,9.0,,,,3.0,1.0,,1.0,1.0,0.2,0.4166666666666667,0.375,0.75,0.3333333333333333,,0.0689655172413793,1.0,1.0,1.0,1.0,,,4.0,0.0357142857142857,,0.1666666666666666,1.0,1.0,,2.0,1.0,,,,,0.0625,0.0769230769230769,,,0.1428571428571428,1.0,0.5,1.0,,True,,,,,,,,,
1629013,1610612764,Landry Shamet,Landry Shamet,1629013,WAS,5100.0,85,-34.0,171,171,43.0,30.0,13.0,342,5.0,7.0,,1.0,5.0,,,1.0,2.0,5.0,12.0,,1.0,4.0,6.0,12.0,6.0,14.0,3.0,33.0,217.0,,,1.0,4.0,1.0,6.0,12.0,,18.0,,12.0,5.0,3.0,5.0,4.0,9.0,3.0,1.0,4.0,,22.0,,3.0,4.0,7.0,,7.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,2.0,4.0,7.0,5.0,3.0,2.0,2.0,2.0,6.0,43.0,1.0,1.0,1.0,0.4285714285714285,0.25,0.4285714285714285,0.5,0.5769230769230769,0.3571428571428571,0.5892857142857143,0.4285714285714285,0.5384615384615384,0.25,,16.666666666666664,0.6666666666666666,0.1,,0.0697674418604651,0.0843373493975903,,,,0.125,0.1,0.0909090909090909,,,0.2692307692307692,0.7142857142857143,0.7142857142857143,1.0,0.1923076923076923,0.2,0.5,1.0,,,,,0.0769230769230769,0.5,0.5,1.0,0.4615384615384615,0.4166666666666667,0.4166666666666667,1.0,,,0.5714285714285714,0.25,0.8076923076923077,0.4166666666666667,0.5359673076923077,,0.5386357142857142,0.1071428571428571,0.2142857142857142,0.1818181818181818,4.066666666666666,27.071428571428573,0.2514619883040935,1.0,2.0,1.0,3.0,1.0,,,,,,1.0,,2.0,0.3333333333333333,0.6,,,,0.0714285714285714,1.0,0.2857142857142857,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630166,1610612764,Deni Avdija,Deni Avdija,1630166,WAS,9512.0,159,-32.0,327,325,56.0,59.0,25.0,652,16.0,25.0,6.0,4.0,15.0,,2.0,3.0,5.0,6.0,17.0,2.0,2.0,4.0,20.0,42.0,9.0,22.0,11.0,78.0,396.0,7.0,2.0,2.0,4.0,5.0,17.0,20.0,20.0,24.0,3.0,17.0,6.0,4.0,16.0,12.0,28.0,11.0,1.0,13.0,3.0,68.0,4.0,14.0,14.0,30.0,9.0,39.0,2.0,9.0,7.0,2.0,7.0,,2.0,6.0,2.0,5.0,13.0,,8.0,15.0,24.0,20.0,8.0,1.0,1.0,1.0,17.0,56.0,0.5,0.5263157894736842,0.8888888888888888,0.4090909090909091,0.5,0.4090909090909091,0.4761904761904761,0.5234375,0.375,0.5205479452054794,0.4,0.34375,0.0952380952380952,,23.61111111111111,0.5384615384615384,0.1794871794871795,0.0666666666666666,0.208955223880597,0.193103448275862,0.0629370629370629,0.1111111111111111,0.04,0.1794871794871795,0.3333333333333333,0.22,0.1764705882352941,0.0666666666666666,0.390625,0.64,0.64,0.4375,0.234375,0.2666666666666666,0.3636363636363636,0.75,0.03125,,,,0.078125,0.6,0.6,1.0,0.265625,0.3529411764705882,0.3529411764705882,0.8333333333333334,0.6666666666666666,0.2222222222222222,0.25,0.5,0.734375,0.3529411764705882,0.52859140625,0.5769833333333333,0.4468968749999999,0.1126760563380281,0.1632653061224489,0.2179487179487179,4.930952380952381,25.66363636363637,0.1712538226299694,2.0,4.0,3.0,12.0,,5.0,,1.0,,,1.0,,,0.25,0.2666666666666666,,0.0602409638554216,0.046875,0.0833333333333333,,0.25,0.5,2.0,,2.0,,,4.0,2.0,2.0,3.0,,1.0,1.0,2.0,,1.0,,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.5,0.3333333333333333,,0.0512820512820512,,,,2.0,2.0,,,,,,,,,,,,,,3.0,,,,0.1052631578947368,,,,0.5,,True,,,,,,,,,
1631098,1610612764,Johnny Davis,Johnny Davis,1631098,WAS,654.0,11,-9.0,26,23,3.0,7.0,3.0,49,,2.0,1.0,,2.0,,,,1.0,,,,,,,4.0,,1.0,,,33.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,0.2,0.25,0.5,16.129032258064516,,0.5,0.0666666666666666,,0.1666666666666666,0.0555555555555555,,0.125,,,,,0.25,0.4,,,,0.4,,,,,,,,0.2,,,,,,,,0.5,,,,0.6,,0.52414,0.5505,,,,,5.275,23.3,0.1153846153846153,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
