EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,FoulsDrawn,FTA,NonShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,Offensive Fouls Drawn,PenaltyFg3Pct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,LongMidRangeAssists,on,SecondChanceFtPoints,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,FTOffRebounds,Transition Take Fouls,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct
1626158,1610612742,Richaun Holmes,Richaun Holmes,1626158,DAL,931.0,16,5.0,34,34,31.0,14.0,4.0,68,4.0,7.0,2.0,5.0,4.0,7.0,3.0,4.0,10.0,1.0,9.0,37,2.0,5.0,4.0,4.0,10.0,1.0,9.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,5.0,8.0,2.0,1.0,2.0,1.0,1.0,9.0,31.0,1.0,0.5,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4090909090909091,0.4,0.4090909090909091,0.1,0.14285714285714285,26.82926829268293,0.2222222222222222,0.38461538461538464,0.1,0.15789473684210525,0.35714285714285715,0.625,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.4,0.7,0.5714285714285714,0.6666666666666666,0.5,0.3,1.0,0.4,0.7,0.5714285714285714,0.7,0.5702200000000001,0.6058399999999999,0.5702200000000001,0.4444444444444444,1.0,2.85,0.9117647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630535,1610612742,Greg Brown III,Greg Brown III,1630535,DAL,2384.0,40,-9.0,92,94,38.0,28.0,9.0,186,4.0,7.0,1.0,2.0,1.0,2.0,1.0,4.0,8.0,4.0,15.0,104,1.0,2.0,2.0,1.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,3.0,8.0,3.0,4.0,1.0,6.0,3.0,9.0,,5.0,9.0,1.0,,4.0,38.0,1.0,0.75,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.125,,18.095238095238095,0.043478260869565216,0.10714285714285714,0.17391304347826086,0.10869565217391304,0.075,0.0625,,0.1111111111111111,0.17647058823529413,,0.6363636363636364,0.5714285714285714,0.5714285714285714,0.75,0.09090909090909091,1.0,0.5,1.0,0.5,0.9090909090909091,0.6043727272727273,0.657,0.6564,0.13333333333333333,0.26666666666666666,2.0124999999999997,0.41304347826086957,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.75,0.3333333333333333,0.18181818181818182,0.16666666666666666,0.75,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2857142857142857,0.36363636363636365,25.733333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630639,1610612742,A.J. Lawson,A.J. Lawson,1630639,DAL,2384.0,40,-9.0,92,94,38.0,28.0,9.0,186,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,13.0,104,1.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,,3.0,3.0,1.0,4.0,,2.0,4.0,,,5.0,38.0,,0.6666666666666666,1.0,0.6,1.0,1.0,0.6428571428571429,1.0,1.0,0.8125,1.0,1.25,,,11.428571428571429,0.13043478260869565,0.03571428571428571,,0.06521739130434782,0.025,0.0625,0.2857142857142857,0.1111111111111111,,,0.42857142857142855,1.0,1.0,0.6666666666666666,0.2857142857142857,1.0,1.0,1.0,1.0,0.7142857142857143,0.5663428571428571,0.8263,0.5655,0.15384615384615385,0.38461538461538464,3.16,0.41304347826086957,,1.0,1.0,2.0,3.0,1.0,,,,2.0,1.0,2.0,1.0,4.0,1.0,,,,1.0,1.0,,,,,,,1.0,0.5,0.5,0.2857142857142857,,0.5,,,,,0.14285714285714285,,,,,0.25,0.2,23.55,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630702,1610612742,Jaden Hardy,Jaden Hardy,1630702,DAL,1849.0,31,-14.0,73,74,20.0,28.0,7.0,147,2.0,4.0,,1.0,1.0,2.0,2.0,4.0,7.0,2.0,16.0,80,,1.0,,1.0,3.0,1.0,6.0,4.0,4.0,,,3.0,6.0,3.0,15.0,,1.0,4.0,5.0,,5.0,,3.0,4.0,,,6.0,20.0,,0.5,0.5,0.5714285714285714,,0.3333333333333333,0.5384615384615384,,0.5,0.5333333333333333,,0.5,,,20.481927710843376,0.2,,0.0625,0.1388888888888889,,,,0.14285714285714285,,,0.3076923076923077,0.5,0.5,0.5,0.15384615384615385,0.5,,0.4,0.5,0.7692307692307693,0.5548884615384616,,0.54129,,0.375,6.728571428571428,0.273972602739726,2.0,6.0,2.0,6.0,3.0,6.0,2.0,,,1.0,,1.0,1.0,2.0,,2.0,2.0,,,2.0,,,,,,,0.5,0.3333333333333333,0.3333333333333333,0.46153846153846156,,0.5,,,0.2,,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.13333333333333333,0.2222222222222222,25.98333333333333,,,2.0,2.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.5,0.42857142857142855,0.5,0.5,0.07692307692307693,1.0,1.0,1.0,0.5,0.4,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641765,1610612742,Olivier-Maxence Prosper,Olivier-Maxence Prosper,1641765,DAL,2174.0,36,-7.0,83,86,38.0,27.0,8.0,169,5.0,12.0,2.0,2.0,3.0,5.0,3.0,5.0,15.0,4.0,23.0,95,2.0,2.0,4.0,3.0,6.0,4.0,13.0,4.0,6.0,4.0,2.0,2.0,4.0,2.0,10.0,2.0,5.0,3.0,10.0,4.0,14.0,1.0,2.0,4.0,2.0,,13.0,38.0,2.0,0.4,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,1.0,0.6428571428571429,0.5476190476190477,1.0,0.7222222222222222,0.13333333333333333,0.16666666666666666,23.157894736842106,0.15,0.07692307692307693,0.23809523809523808,0.1951219512195122,0.1111111111111111,0.06666666666666667,0.16666666666666666,0.2222222222222222,0.13333333333333333,0.1111111111111111,0.631578947368421,0.4166666666666667,0.5,0.4,0.15789473684210525,1.0,1.0,0.7142857142857143,0.6,0.8421052631578947,0.5682526315789473,0.70665,0.5995071428571429,0.17391304347826086,0.5652173913043478,2.546666666666667,0.4578313253012048,2.0,2.0,3.0,4.0,9.0,2.0,2.0,,2.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,,,,,1.0,0.75,0.75,0.21052631578947367,,1.0,0.6666666666666666,0.1,0.5,,0.10526315789473684,1.0,1.0,1.0,1.0,,,24.3,1.0,2.0,,,,,,0.10526315789473684,0.5,0.5,1.0,,,,,,1.0,1.0,,1.0,1.0,,2.0,2.0,,,1.0,,,,,,,,,0.14285714285714285,1.0,2.0,0.2,0.2222222222222222,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641926,1610612742,Dexter Dennis,Dexter Dennis,1641926,DAL,811.0,14,-10.0,32,34,18.0,1.0,2.0,66,3.0,3.0,,,3.0,3.0,1.0,5.0,5.0,,10.0,40,,,,5.0,5.0,,10.0,6.0,4.0,,,2.0,3.0,2.0,7.0,,2.0,3.0,5.0,,5.0,,,,,,10.0,18.0,,0.6,0.6,1.0,,1.0,0.625,,0.8333333333333334,0.625,,0.8333333333333334,,,31.42857142857143,0.6,,0.18181818181818182,0.3125,,,0.5,1.0,0.25,,0.375,1.0,1.0,0.6666666666666666,0.125,,,0.5,1.0,0.75,0.58890625,,0.5963833333333334,,1.0,6.36,0.5625,,3.0,,3.0,,3.0,,,,3.0,3.0,,,3.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,0.375,,1.0,,,,,0.375,,,,,,,26.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,0.125,1.0,1.0,,,0.16666666666666666,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629684,1610612742,Grant Williams,Grant Williams,1629684,DAL,193.0,3,-6.0,7,8,,,2.0,15,,,,,,,1.0,,1.0,,,8,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,10.0,0.25,,,0.25,,,,,,,,,,,1.0,,,,,,0.4707,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202693,1610612742,Markieff Morris,Markieff Morris,202693,DAL,92.0,2,-2.0,4,5,1.0,,1.0,9,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630314,1610612742,Brandon Williams,Brandon Williams,1630314,DAL,556.0,9,5.0,22,22,3.0,5.0,2.0,44,1.0,1.0,,,,,,1.0,2.0,2.0,7.0,25,,,,,1.0,,,2.0,,,,1.0,2.0,1.0,5.0,,,,,,,,3.0,3.0,,,,3.0,,1.0,1.0,0.5,,,0.8333333333333334,,,0.875,,,,,20.833333333333336,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,0.6666666666666666,0.4558,,0.3449,,,12.45,0.13636363636363635,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.3333333333333333,,1.0,,,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,25.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,234.0,4,2.0,9,9,3.0,7.0,1.0,18,,1.0,,1.0,,,,,1.0,2.0,2.0,11,,1.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,2.0,2.0,,,,3.0,,,,,,,,,,0.5,,,1.0,1.0,20.0,,,0.5,0.5,,,,,1.0,,1.0,,,,,1.0,,,,1.0,0.6419,0.6419,,,,2.5,0.3333333333333333,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
