EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,Steals,BadPassSteals,FG2APctBlocked,ShortMidRangePctBlocked,AtRimFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,AtRimAssists,OffTwoPtRebounds,LostBallTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,LongMidRangeAssists,FTOffRebounds,OffFTReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,Fg3aBlocked,Loose Ball Fouls,SecondChanceFg2Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Offensive Fouls Drawn,NonShootingFoulsDrawn,Travels,SelfOReb,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,LostBallSteals,Transition Take Fouls Drawn,on,PenaltyFtPoints,HeaveAttempts,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceFtPoints,PtsPutbacks,Charge Fouls,Offensive Fouls,Transition Take Fouls,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,BlockedLongMidRange,DefensiveGoaltends
1626166,1610612749,Cameron Payne,Cameron Payne,1626166,MIL,1196.0,20.0,-2.0,47,41,19.0,29.0,4.0,88,1.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,15.0,46,1.0,2.0,2.0,4.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,19.0,1.0,0.6666666666666666,0.75,0.75,0.6666666666666666,0.5,0.9285714285714286,0.5,0.9375,0.5,0.5714285714285714,17.647058823529413,1.0,0.1111111111111111,0.18181818181818182,0.09090909090909091,0.15,0.07142857142857142,0.1,0.25,0.16666666666666666,0.2,0.14285714285714285,0.2857142857142857,1.0,1.0,0.5714285714285714,0.75,0.75,0.6666666666666666,0.5,0.7142857142857143,0.75,0.46460714285714283,0.43105000000000004,0.125,0.25,0.13333333333333333,8.166666666666666,26.05,0.40425531914893614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,99.0,2.0,-2.0,3,4,3.0,4.0,,7,,,,1.0,,,,1.0,,,,,7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,33.333333333333336,,,,,,,,,,,,1.0,,,,,,,,,,0.4424,0.4424,,,,7.9,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627736,1610612749,Malik Beasley,Malik Beasley,1627736,MIL,1447.0,24.0,-9.0,51,50,9.0,10.0,4.0,101,1.0,,,,5.0,9.0,1.0,1.0,5.0,13.0,,17.0,67,,,3.0,,9.0,6.0,9.0,5.0,2.0,,2.0,,1.0,4.0,1.0,2.0,,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,,,,3.0,9.0,,0.6,0.38461538461538464,0.38461538461538464,1.0,,0.6071428571428571,0.5,0.6071428571428571,0.5,0.9285714285714286,28.070175438596493,1.0,,0.2857142857142857,0.07142857142857142,0.1,0.08,0.14285714285714285,,,0.6666666666666666,0.07142857142857142,,,,0.6428571428571429,0.5555555555555556,0.5555555555555556,0.6,,1.0,0.5555555555555556,0.5552857142857144,0.5355,,,0.17647058823529413,3.5,25.376923076923074,0.17647058823529413,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.75,0.75,0.09090909090909091,0.3333333333333333,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,0.55875,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201577,1610612749,Robin Lopez,Robin Lopez,201577,MIL,3882.0,65.0,-23.0,141,135,43.0,70.0,12.0,276,,,5.0,11.0,,3.0,5.0,11.0,2.0,8.0,2.0,18.0,160,1.0,2.0,8.0,2.0,6.0,,3.0,,2.0,2.0,4.0,1.0,1.0,10.0,,1.0,,2.0,3.0,5.0,1.0,,2.0,,7.0,4.0,2.0,1.0,8.0,43.0,,1.0,0.25,0.25,0.45454545454545453,0.5,0.42105263157894735,0.8,0.45,0.8,0.42105263157894735,14.193548387096774,0.5,,0.038461538461538464,,0.01694915254237288,0.04918032786885246,,,,0.07692307692307693,,0.5789473684210527,0.45454545454545453,0.5,0.15789473684210525,,,,,0.42105263157894735,,0.46352894736842115,0.44261,0.05,0.08333333333333333,0.4444444444444444,6.6090909090909085,24.5625,0.3049645390070922,1.0,1.0,1.0,0.09090909090909091,0.09090909090909091,,5.0,2.0,2.0,,1.0,,1.0,,3.0,,2.0,3.0,8.0,1.0,3.0,1.0,0.8,0.8,,0.6666666666666666,,,0.125,,,,,0.2631578947368421,0.6666666666666666,0.3333333333333333,,0.4,0.2,,0.5376000000000001,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,2.0,3.0,1.0,0.14285714285714285,0.15384615384615385,0.2,0.3333333333333333,0.8,0.4,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203109,1610612749,Jae Crowder,Jae Crowder,203109,MIL,1398.0,23.0,-22.0,47,49,13.0,12.0,4.0,96,,,1.0,3.0,2.0,5.0,1.0,3.0,2.0,7.0,,8.0,64,1.0,2.0,2.0,,3.0,3.0,5.0,2.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,2.0,13.0,,0.5,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.5,0.4,0.3333333333333333,0.4,0.3333333333333333,0.7,19.607843137254903,,,,,,,,,,,,0.3,0.3333333333333333,0.3333333333333333,0.5,0.4,0.4,0.5,,0.7,0.4,0.42886500000000005,0.3654,,,0.25,8.433333333333334,25.7,0.2765957446808511,,1.0,1.0,,,,2.0,1.0,,,,,1.0,,1.0,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,0.2,1.0,,,,0.3333333333333333,,0.52365,,,,,1.0,,,,1.0,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,1305.0,22.0,-18.0,46,46,11.0,9.0,5.0,92,,,,,1.0,2.0,,,1.0,2.0,,3.0,59,,,,,,3.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,9.0,,1.0,3.0,4.0,1.0,5.0,,,,,2.0,1.0,2.0,1.0,,11.0,,,0.5,0.5,,,0.75,,0.5,,1.0,5.660377358490566,,0.25,0.14285714285714285,,0.21052631578947367,,,,0.25,,,,,,1.0,0.5,0.5,,,1.0,0.5,0.5568,,0.3333333333333333,1.0,,,26.65,0.2391304347826087,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630699,1610612749,MarJon Beauchamp,MarJon Beauchamp,1630699,MIL,1443.0,24.0,-13.0,52,50,18.0,35.0,4.0,102,4.0,3.0,1.0,1.0,,3.0,5.0,8.0,,3.0,,10.0,60,2.0,3.0,4.0,4.0,,,3.0,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,4.0,18.0,,,,,0.625,0.6666666666666666,0.45454545454545453,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.2727272727272727,21.428571428571427,,,,0.058823529411764705,,0.043478260869565216,0.07142857142857142,,,,0.36363636363636365,0.09090909090909091,1.0,1.0,0.2727272727272727,,,,0.5,0.6363636363636364,,0.4982181818181818,0.5488166666666666,,,0.4,9.4125,25.23333333333333,0.34615384615384615,1.0,,,0.125,,3.0,,,,,,,3.0,,,2.0,,3.0,6.0,,,,0.6,0.6,,,1.0,1.0,,,0.75,1.0,0.6666666666666666,,,,,,0.5,,,0.2,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641748,1610612749,Andre Jackson Jr.,Andre Jackson Jr.,1641748,MIL,1178.0,20.0,,42,43,16.0,33.0,4.0,85,1.0,,2.0,2.0,,1.0,4.0,4.0,,1.0,,8.0,40,2.0,2.0,4.0,6.0,,,1.0,,1.0,2.0,3.0,1.0,,8.0,1.0,4.0,5.0,9.0,1.0,10.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,4.0,16.0,1.0,,,,1.0,1.0,0.8,0.6666666666666666,0.6666666666666666,0.5,0.2,15.217391304347826,1.0,0.5,0.5,0.08333333333333333,0.5,0.058823529411764705,0.09090909090909091,0.2857142857142857,0.25,0.75,0.2,0.4,1.0,1.0,0.2,,,,,0.4,,0.5174799999999999,0.45376666666666665,0.16666666666666666,0.2,0.5,9.425,27.7,0.38095238095238093,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,1.0,2.0,1.0,,,0.25,0.25,,,,,,,1.0,1.0,,,,,,,0.3333333333333333,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.2,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629623,1610612749,Lindell Wigginton,Lindell Wigginton,1629623,MIL,440.0,7.0,-7.0,16,15,6.0,15.0,,31,3.0,1.0,,,,2.0,2.0,3.0,,2.0,2.0,6.0,18,1.0,1.0,2.0,4.0,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,6.0,,,,,0.6666666666666666,1.0,0.4,1.0,0.5,1.0,0.4,43.75,1.0,,,,,,,,,,0.6,,,,0.4,,,,1.0,1.0,,0.5813499999999999,0.8322,0.16666666666666666,0.25,0.3333333333333333,2.1,25.9,0.375,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641753,1610612749,Chris Livingston,Chris Livingston,1641753,MIL,850.0,14.0,12.0,33,30,17.0,25.0,4.0,63,3.0,2.0,,2.0,,,2.0,5.0,,,,4.0,29,2.0,3.0,4.0,2.0,,,,,1.0,1.0,2.0,,1.0,5.0,,3.0,3.0,6.0,1.0,7.0,1.0,,1.0,,3.0,,,,4.0,17.0,,,,,0.4,0.6666666666666666,0.4,0.6666666666666666,0.4,0.6666666666666666,,16.216216216216218,1.0,0.3333333333333333,0.5,,0.4,0.08333333333333333,,0.4,,0.6,0.6,0.4,,,,,,,0.6666666666666666,0.6,,0.57452,0.5825999999999999,,,1.0,3.84,,0.5151515151515151,1.0,1.0,1.0,0.2,0.5,2.0,,,,,,,,,,,,,2.0,,1.0,1.0,0.5,0.5,,,,,0.2,,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,1.0,,,,1.0,3.0,,,,,,,,0.5,,,,,,,,,,,,0.3333333333333333,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
