EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,TotalPoss,OpponentPoints,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,FTOffRebounds,SelfOReb,ShootingFouls,Fouls,Transition Take Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,AtRimPctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceShotQualityAvg,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangeAssists,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,on,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,Corner3Assists,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Transition Take Fouls,3pt And 1 Free Throw Trips
1627741,1610612754,Buddy Hield,Buddy Hield,1627741,IND,75.0,1,3,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629670,1610612754,Jordan Nwora,Jordan Nwora,1629670,IND,1709.0,28,66,64,130,73,3.0,49.0,51.0,10.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,6.0,2.0,5.0,4.0,7.0,3.0,6.0,2.0,19.0,2.0,3.0,4.0,3.0,6.0,2.0,5.0,1.0,13.0,4.0,4.0,9.0,2.0,6.0,3.0,1.0,4.0,4.0,1.0,3.0,8.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,13.0,49.0,0.5,0.6666666666666666,1.0,0.5,0.4,0.5,0.5714285714285714,0.6666666666666666,0.5,0.6538461538461539,0.6666666666666666,0.5454545454545454,0.6785714285714286,0.6666666666666666,0.5416666666666666,0.46153846153846156,0.14285714285714285,0.5,21.794871794871796,1.0,0.3333333333333333,0.2222222222222222,0.18181818181818182,0.09090909090909091,0.2,0.03571428571428571,0.1111111111111111,0.25,0.5,0.2,0.3076923076923077,0.75,0.75,0.6666666666666666,0.15384615384615385,0.07692307692307693,1.0,1.0,0.46153846153846156,0.5,0.5,1.0,0.6666666666666666,0.5,0.2727272727272727,0.6666666666666666,0.45454545454545453,0.4,0.7692307692307693,0.5,0.5345730769230769,0.5251590909090909,0.14285714285714285,0.25,0.21052631578947367,0.6842105263157895,6.9,25.933333333333334,0.7424242424242424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631131,1610612754,Oscar Tshiebwe,Oscar Tshiebwe,1631131,IND,2515.0,42,94,94,188,94,14.0,49.0,53.0,17.0,5.0,11.0,1.0,5.0,2.0,4.0,7.0,1.0,2.0,,,,,10.0,20.0,,,6.0,26.0,1.0,6.0,2.0,6.0,10.0,,,1.0,13.0,16.0,4.0,,2.0,,,4.0,1.0,2.0,1.0,,5.0,1.0,2.0,6.0,,8.0,8.0,16.0,2.0,2.0,,,,,5.0,,8.0,,4.0,13.0,49.0,0.8,0.8888888888888888,,,,,0.5,0.16666666666666666,0.6,0.5,0.16666666666666666,0.6,0.5416666666666666,0.16666666666666666,0.5909090909090909,,0.2,0.2857142857142857,20.512820512820515,,,0.4,0.11764705882352941,0.058823529411764705,0.25,0.15555555555555556,,0.5,,0.13333333333333333,0.55,0.45454545454545453,0.5555555555555556,0.6,0.35,0.1,0.5,0.5,,,,,0.8333333333333334,0.2,0.4,0.5,,,0.55,,0.5124299999999999,0.47985,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.5,5.015,,0.5212765957446809,4.0,1.0,1.0,6.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.18181818181818182,0.3333333333333333,0.21428571428571427,0.18181818181818182,0.23076923076923078,0.25,0.25,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.8,1.0,1.0,0.540875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641716,1610612754,Jarace Walker,Jarace Walker,1641716,IND,1921.0,32,75,74,149,71,19.0,36.0,42.0,15.0,1.0,2.0,,,,1.0,,1.0,4.0,2.0,5.0,,,2.0,6.0,2.0,7.0,,10.0,,,,1.0,4.0,,2.0,,2.0,2.0,2.0,6.0,,5.0,2.0,,5.0,7.0,3.0,,16.0,1.0,2.0,,,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,,2.0,36.0,0.5,0.5,1.0,0.2857142857142857,,0.2857142857142857,0.3333333333333333,,0.25,0.38461538461538464,,0.16666666666666666,0.38461538461538464,,0.16666666666666666,0.5384615384615384,,,15.789473684210527,0.5,,,0.2,0.07142857142857142,0.09090909090909091,0.02702702702702703,0.09090909090909091,,,0.125,0.15384615384615385,0.5,0.5,1.0,,0.3076923076923077,0.25,0.25,0.38461538461538464,0.4,0.4,1.0,,,0.16666666666666666,,,,0.6923076923076923,0.4,0.48594615384615386,0.4771916666666667,,,,0.2,12.383333333333335,25.75714285714286,0.48,,2.0,2.0,,,1.0,,3.0,,4.0,2.0,4.0,,,,,,,,,0.1111111111111111,,,,,0.48375,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0.5,1.0,0.15384615384615385,1.0,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641767,1610612754,Ben Sheppard,Ben Sheppard,1641767,IND,2053.0,34,78,77,155,79,12.0,49.0,51.0,14.0,2.0,3.0,,,1.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,4.0,6.0,2.0,6.0,4.0,18.0,1.0,1.0,7.0,3.0,4.0,2.0,5.0,3.0,15.0,2.0,6.0,6.0,,5.0,2.0,1.0,3.0,5.0,,2.0,12.0,2.0,,,,,2.0,2.0,3.0,3.0,,,,,3.0,,6.0,,1.0,15.0,49.0,0.25,0.25,1.0,0.3333333333333333,0.4,0.3333333333333333,0.6666666666666666,1.0,0.75,0.5833333333333334,1.25,0.6666666666666666,0.6,1.1666666666666667,0.6818181818181818,0.5,0.16666666666666666,0.5,15.789473684210527,,,,,0.14285714285714285,,0.05714285714285714,0.18181818181818182,,,,0.25,0.6666666666666666,0.6666666666666666,,0.16666666666666666,0.08333333333333333,1.0,1.0,0.4166666666666667,0.4,0.4,1.0,,,0.2222222222222222,0.5,0.5555555555555556,0.4,0.75,0.4,0.5552583333333333,0.5359,0.07692307692307693,0.14285714285714285,0.3888888888888889,0.8333333333333334,7.3999999999999995,25.666666666666668,0.6282051282051282,1.0,2.0,2.0,,,,4.0,4.0,,,,,,,,,,,,,,0.5,1.0,,1.0,0.41885,1.0,,1.0,1.0,1.0,,,,,,,,,,,0.08333333333333333,0.5,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627783,1610612754,Pascal Siakam,Pascal Siakam,1627783,IND,79.0,1,2,3,5,5,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629614,1610612754,Andrew Nembhard,Andrew Nembhard,1629614,IND,684.0,11,23,23,46,21,,7.0,8.0,3.0,1.0,1.0,,,,,2.0,,,1.0,2.0,,,2.0,3.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,,,,,,,2.0,2.0,3.0,,2.0,1.0,,2.0,2.0,1.0,1.0,4.0,,1.0,,,1.0,,1.0,1.0,,1.0,,4.0,3.0,1.0,,1.0,1.0,1.0,,7.0,0.5,0.5,1.0,0.5,,0.5,0.6666666666666666,1.0,,0.7,1.0,,0.8,1.0,,0.4,,,31.03448275862069,0.25,,,0.1111111111111111,,0.07692307692307693,,,,,0.125,0.2,1.0,1.0,1.0,0.4,,,,0.4,0.5,0.5,1.0,,,,,,,0.6,0.5,0.5446500000000001,,0.2,0.3333333333333333,0.25,,7.266666666666666,26.95,0.30434782608695654,1.0,,,,,,,1.0,,,,,,,,,,,,,,0.5,0.5,,,0.4595,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630169,1610612754,Tyrese Haliburton,Tyrese Haliburton,1630169,IND,180.0,3,6,7,13,11,-6.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.5565,,,,,,,26.4,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203926,1610612754,Doug McDermott,Doug McDermott,203926,IND,180.0,3,6,7,13,11,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.666666666666668,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628971,1610612754,Bruce Brown,Bruce Brown,1628971,IND,354.0,6,16,16,32,20,4.0,9.0,16.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,3.0,4.0,,,1.0,7.0,1.0,2.0,2.0,1.0,2.0,,,1.0,3.0,2.0,4.0,,,,,,,3.0,,,9.0,1.0,,,2.0,2.0,2.0,4.0,1.0,,,,,,1.0,,3.0,,1.0,3.0,9.0,0.3333333333333333,0.3333333333333333,,,,,0.75,0.5,0.5,0.75,0.5,0.5,0.5833333333333334,0.5,0.5,,,,23.80952380952381,,0.6666666666666666,,,0.5,,0.2857142857142857,,,,,0.5,1.0,1.0,0.5,0.25,0.25,1.0,1.0,,,,,0.5,1.0,0.5,1.0,,,0.5,,0.6096,0.64795,0.2,0.2,0.2857142857142857,0.42857142857142855,7.475,,0.5625,,3.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,0.2,,0.5,,1.0,,1.0,,,,,0.4181,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
