EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,NonHeaveArc3FGM,Steals,BadPassSteals,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeAssists,LostBallTurnovers,SecondChanceTurnovers,OffTwoPtRebounds,FTOffRebounds,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyCorner3FGM,OffShortMidRangeReboundPct,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,Corner3Assists,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SelfOReb,Travels,DefLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,Charge Fouls,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Defensive 3 Seconds Violations,Transition Take Fouls,OffensiveGoaltends
1627749,1610612737,Dejounte Murray,Dejounte Murray,1627749,ATL,1045.0,17,-9,37,35,14.0,12.0,8,72,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,7.0,1.0,3.0,3.0,14.0,52,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1,1,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,3.0,14.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.5,1.0,0.55,0.3333333333333333,0.5,0.5833333333333334,0.3333333333333333,0.5,0.3,31.25,0.3333333333333333,0.125,0.08333333333333333,0.2,0.1,1.0,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,0.3,0.6666666666666666,0.6666666666666666,0.5,0.1,1.0,1.0,1.0,0.2,0.3333333333333333,0.5,0.4,0.45542,0.3928833333333333,0.468725,0.25,0.3333333333333333,0.14285714285714285,0.21428571428571427,11.957142857142856,24.433333333333334,0.3783783783783784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628981,1610612737,Bruno Fernando,Bruno Fernando,1628981,ATL,2305.0,38,-23,81,82,24.0,15.0,11,163,3.0,5.0,3.0,5.0,,,,,1.0,,1.0,6.0,10.0,,1.0,2.0,14.0,85,,1.0,,,2.0,3.0,1.0,1.0,5.0,12.0,,,1.0,3.0,,3.0,,1.0,6.0,2.0,7,8,,,4.0,4.0,2.0,5.0,7.0,2.0,4.0,5.0,1.0,3.0,5.0,24.0,1.0,1.0,,,,0.6,,0.6666666666666666,0.5454545454545454,,0.5,0.5384615384615384,,0.4166666666666667,0.09090909090909091,18.279569892473116,,0.1,0.1935483870967742,0.125,0.45454545454545453,0.6,0.75,1.0,0.45454545454545453,0.6,0.75,,,,,,,,,0.09090909090909091,,0.25,0.5454545454545454,0.4989136363636364,,0.5240125,0.23076923076923078,0.25,,0.35714285714285715,5.16,25.5,0.2962962962962963,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0.2,0.2,0.2,0.25,0.36363636363636365,0.045454545454545456,0.023809523809523808,0.06666666666666667,0.3333333333333333,0.42857142857142855,0.08333333333333333,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629726,1610612737,Garrison Mathews,Garrison Mathews,1629726,ATL,2406.0,40,-17,86,85,37.0,15.0,12,171,1.0,2.0,,,1.0,1.0,,2.0,7.0,2.0,1.0,2.0,3.0,2.0,9.0,,10.0,99,,,2.0,3.0,,,2.0,,3.0,4.0,,6.0,7.0,1.0,,1.0,,1.0,2.0,1.0,1,1,,,,,,1.0,1.0,,1.0,,,,3.0,37.0,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.6666666666666666,,,0.4166666666666667,0.75,0.75,0.4166666666666667,0.75,0.75,0.75,12.121212121212121,,0.05263157894736842,0.03125,,0.16666666666666666,0.5,0.5,1.0,,,,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,,,,0.5833333333333334,1.0,0.5,0.9166666666666666,0.5325,0.529125,0.570525,,,0.3,0.3,7.2,25.266666666666666,0.43023255813953487,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,1.0,0.5,1.0,0.5,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1631100,1610612737,AJ Griffin,AJ Griffin,1631100,ATL,1761.0,29,-27,64,64,33.0,9.0,10,128,,1.0,3.0,6.0,,1.0,,,2.0,,2.0,3.0,8.0,,2.0,,6.0,73,,,,,3.0,5.0,2.0,,6.0,4.0,2.0,,2.0,1.0,,1.0,,,2.0,1.0,3,3,3.0,2.0,,3.0,1.0,,,,,,,,6.0,33.0,0.6666666666666666,0.6666666666666666,,,,0.375,,0.6,0.3,,0.42857142857142855,0.3,,0.42857142857142855,0.2,18.055555555555557,1.0,0.07692307692307693,0.09090909090909091,,0.1,,,,0.6,0.5,0.5,0.1,,,,,,,,0.2,,0.2857142857142857,0.3,0.43364,,0.42271428571428565,,,,1.0,8.875,26.75,0.515625,,,,,,,1.0,1.0,,,,,,,0.5,0.1111111111111111,,,,,0.2,0.125,0.6666666666666666,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1631243,1610612737,Mouhamed Gueye,Mouhamed Gueye,1631243,ATL,4368.0,73,-41,156,155,70.0,23.0,23,311,4.0,10.0,1.0,4.0,,,,5.0,4.0,,2.0,5.0,14.0,3.0,9.0,5.0,24.0,183,,5.0,,,3.0,10.0,5.0,3.0,12.0,10.0,,9.0,4.0,2.0,2.0,4.0,2.0,,10.0,6.0,12,22,1.0,1.0,,1.0,1.0,6.0,13.0,,5.0,6.0,,2.0,12.0,70.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.35714285714285715,,0.3,0.41304347826086957,,0.3,0.46153846153846156,,0.35294117647058826,0.391304347826087,14.754098360655737,1.0,0.18181818181818182,0.1896551724137931,0.15384615384615385,0.43478260869565216,0.4,0.5714285714285714,1.0,0.17391304347826086,0.25,0.25,,,,,0.21739130434782608,,,,0.17391304347826086,,0.13333333333333333,0.8260869565217391,0.5660478260869565,0.46292500000000003,0.5628299999999999,0.08,0.125,,0.5,3.521428571428572,24.28888888888889,0.44871794871794873,3.0,2.0,7.0,3.0,,6.0,5.0,1.0,10.0,,,0.21428571428571427,0.3,,0.16666666666666666,0.2,0.16216216216216217,0.10843373493975904,0.18518518518518517,,0.35714285714285715,0.2,1.0,0.6,0.4666666666666667,0.2857142857142857,3.0,3.0,,1.0,,1.0,3.0,5.0,2.0,3.0,3.0,1.0,4.0,2.0,,0.2,0.5,0.75,0.75,1.0,,,0.2,0.5,0.75,2.0,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,0.06521739130434782,0.125,0.14285714285714285,0.1,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203992,1610612737,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,ATL,1575.0,26,-13,54,54,19.0,5.0,9,108,1.0,3.0,,5.0,,,1.0,2.0,6.0,,3.0,1.0,8.0,2.0,8.0,,8.0,63,,1.0,,,1.0,2.0,5.0,,8.0,,2.0,6.0,6.0,1.0,1.0,2.0,1.0,,5.0,1.0,5,6,1.0,1.0,,1.0,1.0,,1.0,,,,,,8.0,19.0,,,1.0,0.25,0.25,0.125,,0.5,0.25,,0.5714285714285714,0.25,,0.5714285714285714,0.5,25.37313432835821,1.0,0.08333333333333333,0.16666666666666666,,0.1875,0.3333333333333333,1.0,,0.3125,,,,,,,0.125,0.5,0.5,1.0,0.375,,0.42857142857142855,0.6875,0.50019375,0.3779,0.5257642857142857,,,,1.0,5.6000000000000005,25.924999999999997,0.35185185185185186,,1.0,1.0,3.0,,,3.0,1.0,1.0,,,0.375,0.6666666666666666,0.2,0.5,0.25,,0.02857142857142857,,0.6666666666666666,0.125,0.16666666666666666,,,0.14285714285714285,1.0,2.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,,,,,,0.4,,0.16666666666666666,0.16666666666666666,1.0,,,0.2857142857142857,0.3333333333333333,0.16666666666666666,1.0,,1.0,1.0,,,,,,,,,,,0.047619047619047616,,,,1.0,0.07142857142857142,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,2109.0,35,-2,78,75,38.0,16.0,10,153,3.0,3.0,2.0,4.0,,,,,9.0,,6.0,5.0,7.0,5.0,9.0,6.0,31.0,93,2.0,2.0,,7.0,2.0,2.0,6.0,2.0,15.0,2.0,8.0,3.0,9.0,6.0,4.0,10.0,2.0,4.0,24.0,1.0,1,2,8.0,7.0,2.0,10.0,4.0,1.0,3.0,,8.0,7.0,,1.0,15.0,38.0,0.2,0.25,0.2,0.5555555555555556,0.5555555555555556,0.7142857142857143,1.0,1.0,0.78125,1.0,0.8125,0.8157894736842105,1.1666666666666667,0.8333333333333334,0.5625,32.22222222222222,0.8,0.047619047619047616,0.027777777777777776,0.14285714285714285,0.1875,1.0,1.0,,0.25,0.5,0.5,,,,,,,,,0.5625,,0.75,0.75,0.51190625,0.50485,0.5134875000000001,0.1111111111111111,0.125,0.22580645161290322,0.4838709677419355,6.242857142857142,27.788888888888888,0.48717948717948717,1.0,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,,,,,,0.02857142857142857,,,,,0.5,0.5,0.125,1.0,,5.0,,3.0,,3.0,5.0,,,,,,,,,0.5,,0.5555555555555556,0.5555555555555556,0.2,,,,0.5,0.5555555555555556,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,0.05555555555555555,,,,,0.09090909090909091,,1.0,3.0,12.0,2.0,2.0,1.0,1.0,1.0,0.1,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629631,1610612737,De'Andre Hunter,De'Andre Hunter,1629631,ATL,921.0,15,4,33,33,19.0,5.0,5,66,,1.0,,2.0,,,,,,,,,3.0,,,2.0,2.0,41,,1.0,,,,1.0,,2.0,2.0,,,,,,1.0,1.0,,,3.0,,1,1,,,1.0,1.0,,,,,2.0,2.0,,,2.0,19.0,,,,,,,,,,,,0.25,,0.5,,12.5,,,0.06666666666666667,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,,0.3333333333333333,0.48183333333333334,0.4177,0.6038,,,,1.0,9.566666666666666,,0.5757575757575758,,,1.0,1.0,,,1.0,,,,,0.3333333333333333,,0.5,,0.14285714285714285,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203991,1610612737,Clint Capela,Clint Capela,203991,ATL,326.0,5,1,11,9,9.0,7.0,2,20,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,12,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,2,2,,,,,,,,,1.0,2.0,,,1.0,9.0,,,,,,,,,,,,0.25,,0.5,,12.5,,0.6666666666666666,0.4,0.5,,,,,1.0,,,,,,,,,,,,,,,0.441,,,,,,1.0,6.0,,0.8181818181818182,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1630249,1610612737,Vit Krejci,Vit Krejci,1630249,ATL,1480.0,25,-30,55,57,31.0,3.0,9,112,,3.0,,,,,,1.0,6.0,,2.0,,3.0,2.0,7.0,,6.0,75,,1.0,,,,1.0,3.0,,,,,6.0,6.0,3.0,1.0,4.0,1.0,2.0,9.0,2.0,3,6,2.0,,1.0,3.0,,1.0,2.0,,,,,,,31.0,,,1.0,0.2857142857142857,0.2857142857142857,,,,0.3,,,0.3,,,0.7,20.3125,0.6666666666666666,0.2222222222222222,0.2,0.5,0.3,,,,,,,,,,,0.1,,,,0.6,,0.5,1.0,0.55235,,0.5821375,,,,,2.066666666666667,25.885714285714283,0.5636363636363636,1.0,,1.0,3.0,,1.0,1.0,,3.0,,,1.0,1.0,,,0.16666666666666666,0.07692307692307693,0.09375,,0.5,,0.14285714285714285,,1.0,0.25,,1.0,2.0,,,,,2.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.25,,0.3333333333333333,1.0,2.0,,2.0,,,,,,,,,,,0.10526315789473684,,0.25,0.3333333333333333,,0.14285714285714285,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
