EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyTurnovers,Charge Fouls Drawn,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,SecondChanceFtPoints,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,ThreePtShootingFoulsDrawnPct,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Transition Take Fouls,on,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,DefensiveGoaltends,Arc3PctBlocked,OffensiveGoaltends,Clear Path Fouls,Transition Take Fouls Drawn,3SecondViolations,3pt And 1 Free Throw Trips
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,8076.0,135,58.0,283,282,70,61.0,26.0,565,5.0,8.0,5.0,9.0,3.0,8.0,3.0,1.0,11.0,26.0,2.0,3.0,4.0,9.0,13.0,25.0,11.0,29.0,11.0,70.0,289,1.0,2.0,3.0,6.0,1.0,5.0,4.0,10.0,7.0,21.0,12.0,14.0,21.0,12.0,1.0,25.0,11.0,2.0,22.0,10.0,32.0,8.0,2.0,15.0,3.0,4.0,74.0,7.0,7.0,14.0,14.0,8.0,5.0,3.0,5.0,4.0,1.0,5.0,7.0,11.0,10.0,1.0,13.0,1.0,2.0,4.0,2.0,19.0,69,1.0,0.46153846153846156,0.46153846153846156,0.6363636363636364,0.3793103448275862,0.6666666666666666,0.4,0.39285714285714285,0.52,0.2,0.5462962962962963,0.75,0.4666666666666667,0.576271186440678,0.75,0.5526315789473685,0.5370370370370371,0.08,0.125,0.1111111111111111,20.447284345047922,1.0,0.109375,0.1076923076923077,0.10852713178294573,0.08695652173913043,0.17857142857142858,0.11538461538461539,0.07692307692307693,0.14814814814814814,0.625,0.7142857142857143,1.0,0.16666666666666666,0.5555555555555556,0.625,0.2,0.14814814814814814,0.375,0.375,0.05555555555555555,0.48148148148148145,0.4230769230769231,0.4230769230769231,0.6363636363636364,0.75,0.6666666666666666,0.5,0.06666666666666667,0.6,0.4444444444444444,0.6851851851851852,0.44,0.5095603773584906,0.3902,0.48563571428571434,0.07017543859649122,0.14285714285714285,0.08571428571428572,0.3,8.443999999999999,26.517241379310345,0.24734982332155478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1626174,1610612747,Christian Wood,Christian Wood,1626174,LAL,3443.0,57,40.0,112,113,27,28.0,10.0,225,4.0,4.0,2.0,4.0,,,2.0,1.0,2.0,4.0,,1.0,,,6.0,8.0,3.0,6.0,6.0,27.0,98,2.0,,1.0,2.0,,,,1.0,2.0,2.0,8.0,4.0,9.0,,,4.0,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,7.0,8.0,17.0,21.0,,,,1.0,,1.0,5.0,1.0,5.0,10.0,,10.0,,,3.0,2.0,2.0,24,2.0,0.6666666666666666,0.8,1.0,0.5,,,0.5,0.75,,0.75,0.3333333333333333,,0.7105263157894737,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.125,,0.25,19.35483870967742,0.2,0.23529411764705882,0.2692307692307692,0.25,0.3333333333333333,0.15384615384615385,0.22727272727272727,0.5,0.2857142857142857,1.0,1.0,0.5,0.2857142857142857,0.5,0.6666666666666666,1.0,,,,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.3333333333333333,,,1.0,,,0.7142857142857143,0.5,0.5411464285714286,0.555075,0.5283,0.17647058823529413,0.2727272727272727,0.07407407407407407,0.07407407407407407,4.725,25.233333333333334,0.24107142857142858,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,0.5,0.5,0.2,0.047619047619047616,0.10526315789473684,0.075,0.1111111111111111,0.07142857142857142,0.2,0.2222222222222222,0.25,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1627752,1610612747,Taurean Prince,Taurean Prince,1627752,LAL,6766.0,113,1.0,239,248,66,39.0,25.0,487,4.0,9.0,3.0,4.0,1.0,2.0,8.0,3.0,10.0,16.0,,1.0,2.0,3.0,8.0,15.0,11.0,24.0,5.0,54.0,278,,,2.0,,2.0,4.0,3.0,6.0,2.0,15.0,14.0,2.0,30.0,3.0,,16.0,10.0,2.0,1.0,2.0,3.0,1.0,1.0,,,1.0,8.0,7.0,7.0,15.0,17.0,3.0,2.0,1.0,3.0,1.0,2.0,6.0,5.0,5.0,6.0,2.0,6.0,,,2.0,1.0,15.0,65,,0.875,0.875,0.9090909090909091,0.4583333333333333,,0.5,0.4583333333333333,0.5333333333333333,0.5,0.6282051282051282,,0.65,0.6428571428571429,,0.6818181818181818,0.6153846153846154,0.13333333333333333,0.1111111111111111,0.25,17.91044776119403,0.5,0.14583333333333334,0.12962962962962962,0.13725490196078433,,0.15,0.13636363636363635,0.1,0.23076923076923078,0.4444444444444444,0.5,0.75,0.10256410256410256,0.75,1.0,1.0,0.05128205128205128,0.5,0.5,0.20512820512820512,0.41025641025641024,0.625,0.625,0.9,0.5,,,0.3,0.3,0.6666666666666666,0.8461538461538461,0.625,0.5393794871794872,0.487425,0.5262749999999999,0.04878048780487805,0.11764705882352941,,0.2777777777777778,5.766666666666667,25.075,0.27615062761506276,,,1.0,,,1.0,1.0,,1.0,2.0,,2.0,3.0,1.0,,,,,,,,,,0.2,,0.01818181818181818,0.019230769230769232,0.018691588785046728,,0.02564102564102564,,0.4,,,0.125,0.125,1.0,,,1.0,2.0,1.0,1.0,2.0,2.0,0.07142857142857142,1.0,0.5,0.2,0.5,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1629216,1610612747,Gabe Vincent,Gabe Vincent,1629216,LAL,13055.8,218,31.0,458,465,124,95.0,45.0,923,5.0,8.0,4.0,6.0,3.0,7.0,5.0,2.0,3.0,23.0,,2.0,1.0,7.0,12.0,21.0,3.0,28.0,1.0,34.0,484,,,2.0,,4.0,7.0,1.0,9.0,,11.0,12.0,12.0,6.0,3.0,,23.0,3.0,2.0,15.0,6.0,21.0,5.0,1.0,11.0,4.0,,48.0,1.0,4.0,5.0,9.0,9.0,6.0,3.0,4.0,3.0,1.0,5.0,10.0,19.0,4.0,3.0,2.0,,,1.0,,11.0,120,,0.5,0.5,0.6666666666666666,0.10714285714285714,,0.1111111111111111,0.10714285714285714,0.5714285714285714,0.5714285714285714,0.336734693877551,,0.34375,0.34,,0.34375,0.5714285714285714,0.09523809523809523,0.125,0.16666666666666666,10.784313725490197,0.8,0.038834951456310676,0.00980392156862745,0.024390243902439025,0.02857142857142857,0.06521739130434782,,0.058823529411764705,0.16326530612244897,0.625,0.7142857142857143,0.6,0.12244897959183673,0.6666666666666666,0.8,0.5,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.10204081632653061,0.46938775510204084,0.13043478260869565,0.13043478260869565,0.6666666666666666,1.0,,,0.125,0.4375,0.14285714285714285,0.7346938775510204,0.13043478260869565,0.5075663265306122,0.4878,0.49580312500000007,0.02,0.045454545454545456,,0.3235294117647059,9.752380952380951,25.553571428571427,0.27074235807860264,,,,,,1.0,3.0,,,4.0,,,1.0,,,,,,,,,,,,,0.030927835051546393,0.01,0.02030456852791878,,,0.03571428571428571,,,,,,,,,2.0,3.0,,,2.0,,0.09090909090909091,0.3333333333333333,,0.1875,0.6666666666666666,,1.0,2.0,0.02702702702702703,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,7921.8,132,61.0,270,275,49,50.0,27.0,545,29.0,37.0,6.0,18.0,2.0,6.0,1.0,,8.0,19.0,,2.0,3.0,4.0,37.0,61.0,9.0,20.0,24.0,125.0,269,4.0,,2.0,4.0,6.0,8.0,3.0,4.0,6.0,27.0,30.0,44.0,24.0,3.0,1.0,18.0,8.0,2.0,20.0,11.0,31.0,10.0,1.0,16.0,3.0,1.0,73.0,19.0,9.0,30.0,34.0,7.0,6.0,1.0,13.0,12.0,1.0,20.0,1.0,4.0,18.0,,33.0,2.0,,13.0,2.0,27.0,45,2.0,0.40540540540540543,0.4166666666666667,0.8888888888888888,0.45,,0.75,0.47368421052631576,0.6065573770491803,0.75,0.6234567901234568,0.16666666666666666,0.875,0.6578947368421053,0.2857142857142857,0.7941176470588235,0.24691358024691357,0.03278688524590164,,0.1111111111111111,38.079470198675494,0.65,0.140625,0.30158730158730157,0.2204724409448819,0.125,0.11764705882352941,0.3,0.3076923076923077,0.4567901234567901,0.7837837837837838,0.7837837837837838,0.41379310344827586,0.2222222222222222,0.3333333333333333,0.375,0.3333333333333333,0.07407407407407407,0.3333333333333333,0.3333333333333333,0.012345679012345678,0.2345679012345679,0.42105263157894735,0.42105263157894735,0.875,0.3333333333333333,,,,0.3333333333333333,0.75,0.7037037037037037,0.4444444444444444,0.540538125,0.4955125,0.5766333333333334,0.15053763440860216,0.18055555555555555,0.032,0.216,5.472131147540983,27.634999999999998,0.1814814814814815,1.0,3.0,1.0,1.0,2.0,3.0,1.0,,2.0,4.0,2.0,3.0,7.0,1.0,,,1.0,1.0,2.0,,3.0,2.0,0.25,0.2222222222222222,,0.019230769230769232,0.05454545454545454,0.037383177570093455,,0.05,0.06666666666666667,0.21428571428571427,0.06451612903225806,0.6666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,6.0,7.0,,,3.0,,,0.5,,0.5833333333333334,0.8571428571428571,,2.0,,0.05555555555555555,2.0,1.0,1.0,1.0,2.0,0.047619047619047616,,,,,,,True,,,,,,,,,,,,,,,
1629629,1610612747,Cam Reddish,Cam Reddish,1629629,LAL,2751.0,46,-18.0,97,97,24,37.0,10.0,194,3.0,5.0,,,,,6.0,2.0,,1.0,,,,,3.0,5.0,1.0,7.0,2.0,11.0,110,2.0,,,2.0,1.0,2.0,,2.0,2.0,4.0,4.0,2.0,3.0,,,1.0,,1.0,2.0,,2.0,,,,2.0,,4.0,5.0,2.0,7.0,9.0,1.0,1.0,,,,,3.0,1.0,3.0,1.0,,2.0,,,1.0,,4.0,24,,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,,0.14285714285714285,0.6,0.5,0.375,0.5,0.25,0.4230769230769231,0.5,0.4,0.5833333333333334,0.2,0.2,,14.814814814814813,,0.125,0.20833333333333334,0.175,0.2222222222222222,,0.2,0.25,0.4166666666666667,0.6,0.75,0.6666666666666666,,,,,,,,0.5,0.08333333333333333,,,,,,,0.5,,,1.0,,0.5790333333333333,0.6321,0.5701875000000001,0.07692307692307693,0.16666666666666666,0.18181818181818182,0.36363636363636365,2.34,23.428571428571427,0.24742268041237114,1.0,2.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,3.0,,,,,,,,,,0.5,,,0.0625,0.034482758620689655,0.044444444444444446,,0.05,,,0.14285714285714285,,0.16666666666666666,0.16666666666666666,1.0,1.0,0.5,1.0,2.0,,,1.0,,,,,0.5,0.5,,2.0,1.0,0.16666666666666666,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1629637,1610612747,Jaxson Hayes,Jaxson Hayes,1629637,LAL,3927.0,65,-1.0,138,138,17,26.0,9.0,276,6.0,6.0,,1.0,,,,,,,,,,,6.0,7.0,,,3.0,15.0,162,1.0,,,2.0,1.0,1.0,,,2.0,4.0,10.0,2.0,,,,,,1.0,2.0,,2.0,,,1.0,1.0,,4.0,6.0,7.0,15.0,17.0,1.0,1.0,,1.0,,1.0,4.0,8.0,11.0,3.0,,4.0,,,1.0,1.0,4.0,17,1.0,0.8333333333333334,1.0,,,,,,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,0.8333333333333334,1.0,1.0,,0.14285714285714285,,1.0,8.783783783783784,0.25,0.28,0.17142857142857143,0.21666666666666667,0.25,0.23076923076923078,0.16666666666666666,0.18181818181818182,0.8571428571428571,1.0,1.0,0.8333333333333334,0.14285714285714285,,,,,,,,,,,,,,,,,,0.8571428571428571,,0.5734714285714286,0.4545,0.7908,0.125,0.125,0.13333333333333333,0.26666666666666666,2.742857142857143,,0.12318840579710146,1.0,1.0,,1.0,2.0,1.0,1.0,,2.0,2.0,,1.0,3.0,,1.0,,1.0,,3.0,1.0,3.0,3.0,1.0,0.4,,0.043478260869565216,0.045454545454545456,0.044444444444444446,0.08333333333333333,0.058823529411764705,,0.5,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,2.0,,1.0,,,,,,True,,,,,,,,,,,,,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,7595.8,127,40.0,275,276,101,57.0,32.0,551,20.0,27.0,7.0,14.0,2.0,8.0,1.0,,4.0,9.0,,1.0,1.0,2.0,29.0,49.0,4.0,10.0,40.0,110.0,261,15.0,,1.0,26.0,13.0,19.0,1.0,2.0,22.0,51.0,30.0,28.0,9.0,3.0,,9.0,4.0,1.0,5.0,6.0,11.0,6.0,,3.0,2.0,,28.0,13.0,28.0,41.0,56.0,8.0,6.0,2.0,7.0,5.0,2.0,8.0,3.0,5.0,33.0,,44.0,1.0,,15.0,6.0,47.0,97,4.0,0.5172413793103449,0.75,0.75,0.4,,0.5,0.4,0.5918367346938775,0.6842105263157895,0.5932203389830508,0.5625,0.6904761904761905,0.6875,0.65,0.796875,0.1694915254237288,0.02040816326530612,0.037037037037037035,,28.4789644012945,0.875,0.4057971014492754,0.22033898305084745,0.3203125,0.2608695652173913,0.4838709677419355,0.2222222222222222,0.2,0.4576271186440678,0.7407407407407407,0.7692307692307693,0.4,0.23728813559322035,0.5,0.5,0.7142857142857143,0.13559322033898305,0.25,0.25,0.01694915254237288,0.15254237288135594,0.4444444444444444,0.4444444444444444,0.75,0.0625,,,,0.09523809523809523,0.5,0.6271186440677966,0.4444444444444444,0.5371152542372881,0.57135,0.5598523809523809,0.21621621621621623,0.23809523809523808,0.23636363636363636,0.4636363636363636,5.73061224489796,26.139999999999997,0.36727272727272725,9.0,13.0,,9.0,18.0,2.0,13.0,,,15.0,3.0,,1.0,1.0,,,,4.0,3.0,2.0,3.0,2.0,0.6,,,0.19696969696969696,0.031746031746031744,0.11627906976744186,0.16,0.045454545454545456,,0.4666666666666667,0.12,0.6666666666666666,,,,0.8125,0.6923076923076923,11.0,14.0,,,2.0,,,1.0,,0.6666666666666666,0.7857142857142857,,,1.0,0.3333333333333333,8.0,1.0,,,1.0,0.09090909090909091,,,,,,,True,,,,,,,,,,,,,,,
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,3734.8,62,-27.0,134,135,28,21.0,13.0,269,7.0,14.0,1.0,2.0,2.0,3.0,4.0,,2.0,6.0,,2.0,,,10.0,19.0,4.0,10.0,5.0,37.0,154,5.0,,2.0,2.0,1.0,3.0,,,2.0,4.0,16.0,4.0,12.0,,,6.0,2.0,3.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,5.0,2.0,8.0,12.0,2.0,2.0,,,,,1.0,,3.0,4.0,,6.0,,,3.0,,4.0,28,,0.8,0.8,1.0,0.4,,,0.4,0.5263157894736842,0.3333333333333333,0.5517241379310345,0.14285714285714285,0.3333333333333333,0.578125,0.14285714285714285,0.5,0.3448275862068966,0.15789473684210525,0.21428571428571427,,21.85430463576159,,0.06666666666666667,0.19230769230769232,0.125,,0.125,0.22727272727272727,,0.4827586206896552,0.5,0.6363636363636364,0.8571428571428571,0.06896551724137931,0.5,0.5,,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.13793103448275862,0.20689655172413793,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,,,,,,0.8275862068965517,0.3333333333333333,0.5770571428571428,0.5791583333333333,0.5996333333333334,0.09375,0.13636363636363635,0.05405405405405406,0.10810810810810811,4.894736842105265,26.45,0.208955223880597,1.0,5.0,2.0,1.0,,1.0,3.0,,1.0,4.0,1.0,,1.0,,,1.0,,,2.0,2.0,2.0,1.0,0.2,0.5,,0.07692307692307693,0.03333333333333333,0.057971014492753624,0.18181818181818182,0.05263157894736842,,,0.1,0.5,0.5,0.6666666666666666,1.0,0.7142857142857143,0.2,1.0,3.0,,,,1.0,,1.0,,1.0,0.3333333333333333,,,1.0,0.05263157894736842,,,,,,,1.0,1.0,0.1,0.25,1.0,,True,,,,,,,,,,,,,,,
203915,1610612747,Spencer Dinwiddie,Spencer Dinwiddie,203915,LAL,2277.8,38,13.0,86,91,60,29.0,8.0,177,,,,2.0,2.0,2.0,,,,4.0,,,,3.0,2.0,4.0,,4.0,3.0,7.0,87,1.0,,,2.0,,1.0,,3.0,2.0,2.0,2.0,2.0,,,,4.0,,,,,,,,,,,,1.0,2.0,3.0,4.0,2.0,2.0,,2.0,1.0,1.0,4.0,1.0,4.0,2.0,,3.0,1.0,,2.0,,2.0,60,,0.5,0.5,,,,,,0.5,,0.25,1.0,,0.3888888888888889,1.0,0.2,0.5,,,,13.68421052631579,0.5,0.08695652173913043,0.06666666666666667,0.07894736842105263,0.125,,0.06666666666666667,,,,,,0.25,,,,0.25,1.0,1.0,,0.5,,,,,,,,0.75,,0.5,,0.49396249999999997,,0.5166999999999999,0.2222222222222222,0.4,0.2857142857142857,0.2857142857142857,13.225000000000001,26.6,0.6976744186046512,,,,1.0,,1.0,,,,1.0,,1.0,2.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,,0.045454545454545456,0.02857142857142857,,0.05263157894736842,,0.2,,1.0,,,,,,,,,,4.0,,,0.5,,,,,,1.0,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,
