EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,DefThreePtRebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2A,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,OffLongMidRangeReboundPct,SecondChanceAtRimFGM,Corner3FGM,PenaltyCorner3FGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,OffThreePtRebounds,BadPassTurnovers,ShootingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Accuracy,SecondChancePointsPct,Arc3Assists,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,Travels,SelfORebPct,ShortMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFGM,PtsUnassisted3s,Loose Ball Fouls,Offensive Fouls Drawn,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,DefLongMidRangeReboundPct,LongMidRangePctAssisted,BlockedShortMidRange,LongMidRangeAssists,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Transition Take Fouls,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,FTOffRebounds,Charge Fouls Drawn,BlockedLongMidRange,OffFTReboundPct,Clear Path Fouls
1626181,1610612746,Norman Powell,Norman Powell,1626181,LAC,211.0,4.0,2.0,7.0,8.0,7.0,8.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,12.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5217,0.5217,1.0,26.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629599,1610612746,Amir Coffey,Amir Coffey,1629599,LAC,996.0,17.0,-13.0,35.0,35.0,31.0,14.0,6.0,70.0,,,,,,,9.0,49.0,,,7.0,,,,,1.0,,2.0,,1.0,1.0,,7.0,31.0,,,,,,0.6,0.5,0.75,0.7,,14.634146341463415,,,,,,,,0.4,,0.51966,0.535475,0.7777777777777778,,0.8857142857142857,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.5,0.16666666666666666,0.058823529411764705,0.25,0.4,1.0,1.0,0.5,0.2,0.4,0.5,0.5,0.5,1.0,0.2,0.2,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,463.0,8.0,-15.0,15.0,16.0,15.0,4.0,3.0,31.0,,,,,,1.0,,25.0,,1.0,,,,,,,,,,1.0,2.0,,,15.0,,,,,,,,,,0.5,10.526315789473685,,,,,,,,1.0,,0.606025,0.606025,,23.5,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,0.1111111111111111,,0.5,,,,,,,,0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.1,0.5,0.2,0.5,1.0,0.5,0.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641738,1610612746,Kobe Brown,Kobe Brown,1641738,LAC,1684.0,28.0,-13.0,62.0,61.0,41.0,30.0,8.0,123.0,3.0,4.0,1.0,1.0,3.0,5.0,9.0,73.0,1.0,2.0,3.0,9.0,4.0,3.0,,1.0,,2.0,,2.0,3.0,,3.0,41.0,,1.0,0.6,0.5,0.6,0.5625,0.3,0.5625,0.3,0.625,14.285714285714286,,0.5,0.75,0.75,1.0,0.2,1.0,0.875,0.75,0.5171625,0.51735,0.3333333333333333,25.7,0.6612903225806451,,2.0,,2.0,1.0,,,,3.0,,,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,0.07692307692307693,0.0625,0.125,0.25,,,,0.125,,,,0.4,,,,5.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.05263157894736842,0.0625,0.037037037037037035,,0.1,0.125,1.0,0.2,0.5342,2.0,2.0,2.0,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641757,1610612746,Jordan Miller,Jordan Miller,1641757,LAC,1691.0,28.0,-13.0,62.0,61.0,41.0,30.0,8.0,123.0,,,,,1.0,2.0,13.0,73.0,1.0,2.0,11.0,3.0,,,,,,,,2.0,5.0,2.0,11.0,41.0,,1.0,0.5,0.5,0.5,0.6111111111111112,0.6875,0.65,0.6875,0.2222222222222222,15.714285714285715,,,,,,,,0.7777777777777778,,0.5934222222222222,0.5962125,0.8461538461538461,24.1,0.6612903225806451,4.0,5.0,4.0,4.0,1.0,,1.0,4.0,7.0,2.0,4.0,6.0,,,8.0,,,1.0,1.0,2.0,,1.0,,,,,0.5714285714285714,0.6666666666666666,0.07692307692307693,0.0625,0.125,0.5555555555555556,0.8,1.0,,0.1111111111111111,0.1111111111111111,,,0.5,1.0,0.1,0.125,5.028571428571429,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.05263157894736842,0.0625,0.1111111111111111,,0.1,0.2222222222222222,1.0,0.25,0.684,1.0,,1.0,,1.0,,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.14285714285714285,0.2,0.5,0.18181818181818182,0.14285714285714285,0.14285714285714285,0.25,0.5,1.0,1.0,1.0,0.5,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202695,1610612746,Kawhi Leonard,Kawhi Leonard,202695,LAC,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631217,1610612746,Moussa Diabate,Moussa Diabate,1631217,LAC,411.0,7.0,-5.0,15.0,14.0,15.0,10.0,2.0,29.0,,,,,,,4.0,22.0,,,4.0,,,,2.0,2.0,,6.0,,,2.0,,4.0,15.0,,,,,,0.4,0.4,0.4,0.4,,35.29411764705882,,,,,,,,0.6,,0.46002,0.46002,1.0,,1.0,2.0,3.0,2.0,3.0,2.0,,,2.0,5.0,,2.0,5.0,,2.0,2.0,,,,,,,,,,0.5,1.0,0.4,0.4,,,,0.6,0.6666666666666666,1.0,0.5,0.4,,,,0.6,0.6666666666666666,,,3.96,2.0,,,2.0,2.0,,2.0,,0.4,0.3333333333333333,0.6666666666666666,,,1.0,,0.5181,,,1.0,1.0,,,1.0,,,1.0,2.0,2.0,1.0,,,,,0.5,0.5,0.5,,0.2,0.3333333333333333,,,,,,,,,0.5,,0.5,2.0,1.0,2.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,122.0,2.0,7.0,5.0,5.0,1.0,,1.0,10.0,,,,,,,,2.0,,,,,,,,1.0,,2.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630527,1610612746,Brandon Boston Jr.,Brandon Boston Jr.,1630527,LAC,1244.0,21.0,-8.0,46.0,45.0,25.0,18.0,6.0,91.0,1.0,6.0,,2.0,1.0,6.0,11.0,51.0,,2.0,4.0,,6.0,1.0,1.0,2.0,,5.0,,2.0,2.0,4.0,4.0,25.0,,,0.16666666666666666,,0.16666666666666666,0.34615384615384615,0.16666666666666666,0.36666666666666664,0.2857142857142857,0.46153846153846156,28.846153846153847,,0.46153846153846156,0.16666666666666666,0.16666666666666666,,0.3333333333333333,,0.6153846153846154,0.16666666666666666,0.4921346153846154,0.43307500000000004,0.36363636363636365,26.416666666666668,0.5434782608695652,1.0,2.0,,,2.0,1.0,3.0,3.0,7.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,,2.0,,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.25,0.2,0.07407407407407407,0.14285714285714285,0.15384615384615385,0.5,0.5,1.0,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,0.13333333333333333,0.2222222222222222,11.257142857142856,,,,1.0,,,,,,,,,,,,0.4161,,,,,,,,,,1.0,2.0,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.18181818181818182,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,3.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630231,1610612746,KJ Martin,KJ Martin,1630231,LAC,236.0,4.0,-7.0,9.0,8.0,9.0,4.0,1.0,17.0,,,,,,,,13.0,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
