EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,FTDefRebounds,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,BlocksRecoveredPct,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Defensive 3 Seconds Violations,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,Offensive Fouls,PenaltyCorner3Accuracy,OffThreePtRebounds,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,Travels,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,OffensiveGoaltends,on,Charge Fouls,Corner3PctBlocked,SecondChanceAtRimPctAssisted,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,3SecondViolations,Transition Take Fouls Drawn,Transition Take Fouls
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,8090.0,135,-117.0,268,270,31.0,66,24.0,538,7.0,13.0,1.0,2.0,1.0,3.0,6.0,13.0,10.0,13.0,1.0,6.0,6.0,30.0,4.0,1.0,4.0,23.0,39.0,7.0,36.0,13.0,80.0,354,2.0,3.0,4.0,3.0,7.0,4.0,7.0,1.0,4.0,1.0,12.0,12.0,34.0,3.0,18.0,2.0,30.0,6.0,3.0,7.0,6.0,13,4.0,2.0,5.0,2.0,32,3.0,6.0,6.0,12.0,3.0,15.0,3.0,3.0,1.0,2.0,8.0,1.0,5.0,1.0,3.0,9.0,1.0,2.0,2.0,6.0,1.0,11.0,1.0,17.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,12.0,31.0,0.2608695652173913,0.2727272727272727,0.14285714285714285,0.19444444444444445,0.25,0.19444444444444445,0.5897435897435898,0.6666666666666666,0.5714285714285714,0.44666666666666666,0.2857142857142857,0.5,0.49382716049382713,0.4375,0.5454545454545454,0.48,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,29.900332225913623,0.8888888888888888,0.1111111111111111,0.037037037037037035,0.12,0.11538461538461539,0.02027027027027027,0.07692307692307693,0.02631578947368421,0.058823529411764705,0.12,0.16666666666666666,0.1282051282051282,0.09090909090909091,0.07317073170731707,0.17333333333333334,0.5384615384615384,0.5833333333333334,0.14285714285714285,0.17333333333333334,0.46153846153846156,0.5,0.3333333333333333,0.17333333333333334,0.7692307692307693,0.8333333333333334,0.3,0.08,0.16666666666666666,0.16666666666666666,0.4,0.2,0.2,0.16666666666666666,0.2857142857142857,0.5,0.5714285714285714,0.2727272727272727,0.3333333333333333,0.36363636363636365,0.25,0.6533333333333333,0.2,0.5120840000000001,0.6082124999999999,0.5084090909090909,0.09876543209876543,0.09523809523809523,0.10256410256410256,0.0875,0.15,9.774358974358975,25.399999999999995,0.11567164179104478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1628970,1610612766,Miles Bridges,Miles Bridges,1628970,CHA,10920.0,182,-95.0,372,377,79.0,114,34.0,749,23.0,34.0,2.0,4.0,4.0,6.0,5.0,20.0,3.0,11.0,3.0,9.0,10.0,28.0,2.0,3.0,8.0,31.0,65.0,13.0,37.0,17.0,118.0,458,2.0,6.0,3.0,1.0,8.0,5.0,10.0,3.0,12.0,3.0,22.0,30.0,32.0,36.0,3.0,2.0,27.0,10.0,6.0,10.0,3.0,13,2.0,1.0,5.0,4.0,29,1.0,14.0,16.0,36.0,1.0,37.0,,3.0,3.0,,9.0,2.0,4.0,2.0,5.0,11.0,,2.0,3.0,8.0,1.0,23.0,1.0,19.0,6.0,,11.0,,2.0,,2.0,22.0,79.0,0.4838709677419355,0.5,0.9230769230769231,0.35135135135135137,0.25,0.3611111111111111,0.47692307692307695,0.3333333333333333,0.5,0.4950980392156863,0.3888888888888889,0.4318181818181818,0.5416666666666666,0.4444444444444444,0.4782608695652174,0.3627450980392157,0.09230769230769231,0.08823529411764706,0.1,0.09090909090909091,28.60576923076923,0.8181818181818182,0.20253164556962025,0.009009009009009009,0.1891891891891892,0.19607843137254902,0.005235602094240838,0.021739130434782608,,0.3333333333333333,0.225,,0.20967741935483872,0.08333333333333333,,0.3333333333333333,0.6764705882352942,0.7419354838709677,0.5217391304347826,0.19607843137254902,0.25,0.2777777777777778,0.4,0.10784313725490197,0.2727272727272727,0.3,0.3333333333333333,0.08823529411764706,0.3333333333333333,0.3333333333333333,0.27450980392156865,0.35714285714285715,0.37037037037037035,0.9,0.4444444444444444,0.5,0.2222222222222222,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.375,0.696078431372549,0.37037037037037035,0.5223356435643564,0.5558125,0.5350619047619047,0.102803738317757,0.15714285714285714,,0.06779661016949153,0.1864406779661017,6.421538461538462,26.581081081081077,0.21236559139784947,1.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.02702702702702703,0.03571428571428571,0.75,0.5,1.0,0.1111111111111111,0.5,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1628998,1610612766,Cody Martin,Cody Martin,1628998,CHA,4191.0,70,-23.0,137,140,23.0,24,10.0,277,2.0,5.0,,,1.0,2.0,1.0,3.0,,3.0,1.0,1.0,1.0,3.0,,,,3.0,11.0,2.0,4.0,,12.0,164,,,,,,1.0,3.0,,,,2.0,,6.0,3.0,3.0,,3.0,1.0,2.0,6.0,4.0,10,1.0,3.0,2.0,3.0,24,1.0,5.0,5.0,11.0,1.0,12.0,,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,6.0,,2.0,4.0,5.0,,3.0,,,,,,,1.0,,1.0,2.0,23.0,,,0.5,0.5,,0.5,0.2727272727272727,,0.3333333333333333,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.26666666666666666,0.18181818181818182,0.4,,,14.18918918918919,0.3333333333333333,0.1388888888888889,0.02631578947368421,0.16666666666666666,0.15151515151515152,0.016129032258064516,0.058823529411764705,,0.2727272727272727,0.06666666666666667,0.1,0.18181818181818182,0.125,,0.3333333333333333,0.4,0.6666666666666666,,0.2,0.3333333333333333,0.3333333333333333,,0.2,,,,0.06666666666666667,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,0.5,,,0.6,0.3333333333333333,0.5144166666666667,,0.5986333333333334,,,,,0.16666666666666666,8.945454545454545,23.8,0.1678832116788321,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,0.5,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630163,1610612766,LaMelo Ball,LaMelo Ball,1630163,CHA,2831.0,47,-25.0,104,108,27.0,36,12.0,212,2.0,3.0,1.0,1.0,,,4.0,9.0,1.0,1.0,1.0,1.0,4.0,13.0,1.0,2.0,5.0,7.0,13.0,5.0,14.0,20.0,49.0,134,2.0,2.0,1.0,,7.0,2.0,3.0,3.0,6.0,8.0,21.0,4.0,10.0,12.0,3.0,2.0,13.0,4.0,,6.0,2.0,8,,2.0,4.0,1.0,18,1.0,1.0,5.0,6.0,1.0,7.0,,7.0,4.0,3.0,2.0,1.0,2.0,7.0,,9.0,1.0,2.0,,5.0,,12.0,,22.0,,,8.0,1.0,,,,21.0,27.0,0.2857142857142857,0.3333333333333333,0.8,0.35714285714285715,0.5,0.35714285714285715,0.5384615384615384,1.0,0.6666666666666666,0.5370370370370371,1.1666666666666667,0.7222222222222222,0.6621621621621622,1.1666666666666667,0.8076923076923077,0.5185185185185185,,,,,38.655462184873954,0.2222222222222222,0.29411764705882354,0.037037037037037035,0.0625,0.18181818181818182,0.021739130434782608,0.1111111111111111,,0.2,0.2222222222222222,0.6666666666666666,0.07692307692307693,,,0.1111111111111111,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.25,0.037037037037037035,1.0,1.0,1.0,0.037037037037037035,1.0,1.0,0.48148148148148145,0.3076923076923077,0.3076923076923077,0.75,0.3333333333333333,1.0,0.3333333333333333,,,0.5555555555555556,0.4,0.6296296296296297,0.3076923076923077,0.49520555555555557,0.6191249999999999,0.46938888888888886,0.25,0.38095238095238093,0.06666666666666667,0.14285714285714285,0.42857142857142855,6.261538461538462,27.342857142857145,0.25961538461538464,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,1.0,1.0,0.1111111111111111,1.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,
1641877,1610612766,Nathan Mensah,Nathan Mensah,1641877,CHA,18399.0,307,-133.0,619,624,148.0,167,57.0,1243,9.0,16.0,3.0,5.0,3.0,4.0,3.0,12.0,,,,,,,,,,12.0,28.0,,,9.0,33.0,734,4.0,7.0,,3.0,11.0,4.0,5.0,,,4.0,12.0,16.0,8.0,,,8.0,,,2.0,5.0,4.0,9,2.0,2.0,,3.0,22,14.0,20.0,16.0,36.0,29.0,65.0,,6.0,3.0,3.0,3.0,,,11.0,3.0,14.0,,1.0,39.0,64.0,4.0,19.0,1.0,12.0,,,5.0,,13.0,8.0,14.0,12.0,148.0,0.6666666666666666,1.0,,,,,0.42857142857142855,0.5714285714285714,0.8,0.42857142857142855,0.5714285714285714,0.8,0.4852941176470588,0.6111111111111112,0.8571428571428571,,0.07142857142857142,0.125,,,6.986899563318778,0.21428571428571427,0.12307692307692308,0.08383233532934131,0.15625,0.13953488372093023,0.0932475884244373,0.06779661016949153,0.0945945945945946,0.06976744186046512,0.13114754098360656,0.19230769230769232,0.1553398058252427,0.16,,0.5714285714285714,0.5625,0.6428571428571429,0.6666666666666666,0.42857142857142855,0.25,0.25,0.6666666666666666,,,,,,,,,,,,0.7142857142857143,0.6,,0.8,0.75,,,0.5714285714285714,,0.5132857142857141,0.5267999999999999,0.5679799999999999,0.15151515151515152,0.15151515151515152,,0.3333333333333333,0.36363636363636365,4.007142857142858,,0.23909531502423265,,,,,,,2.0,,1.0,,1.0,5.0,8.0,3.0,1.0,,,,,0.5714285714285714,,,,,,1.0,9.0,,,,10.0,,15.0,1.0,1.0,2.0,0.10416666666666667,0.08823529411764706,0.08771929824561403,0.16666666666666666,,,,,,,True,,,,,,,,,
1631121,1610612766,Bryce McGowens,Bryce McGowens,1631121,CHA,6696.0,112,-13.0,228,223,63.0,52,21.0,451,12.0,15.0,1.0,1.0,4.0,6.0,2.0,5.0,3.0,5.0,3.0,6.0,4.0,14.0,2.0,4.0,7.0,17.0,25.0,7.0,20.0,11.0,66.0,239,2.0,3.0,3.0,,7.0,5.0,9.0,5.0,8.0,6.0,31.0,16.0,18.0,18.0,3.0,2.0,14.0,4.0,4.0,4.0,2.0,6,1.0,1.0,2.0,1.0,14,1.0,6.0,5.0,11.0,2.0,13.0,,4.0,3.0,1.0,3.0,,3.0,2.0,,5.0,,1.0,3.0,9.0,1.0,15.0,1.0,16.0,4.0,,9.0,,,,,31.0,63.0,0.47058823529411764,0.5,0.8571428571428571,0.35,0.625,0.35,0.68,0.6666666666666666,0.5555555555555556,0.6111111111111112,0.5833333333333334,0.7352941176470589,0.6470588235294118,0.5833333333333334,0.775,0.4444444444444444,0.16,0.2,0.2,,22.4,0.6,0.10204081632653061,0.01818181818181818,0.12,0.1111111111111111,0.01834862385321101,,,0.058823529411764705,0.19047619047619047,,0.12195121951219512,0.1111111111111111,,0.3333333333333333,0.8,1.0,0.5833333333333334,0.1111111111111111,0.4,0.5,,0.1111111111111111,0.6,0.6,0.3333333333333333,0.13333333333333333,0.5,0.5,0.3111111111111111,0.2857142857142857,0.2857142857142857,0.75,0.16666666666666666,1.0,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.4117647058823529,0.5714285714285714,0.7777777777777778,0.2857142857142857,0.5301733333333334,0.5255375,0.4942882352941176,0.18,0.3,,0.10606060606060606,0.4696969696969697,6.136,25.56,0.27631578947368424,1.0,1.0,,1.0,,,1.0,,,,1.0,,,1.0,1.0,0.3333333333333333,,,,,1.0,0.16666666666666666,,,0.058823529411764705,,,,1.0,,,1.0,1.0,,,,0.018518518518518517,0.06666666666666667,0.022222222222222223,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,
1641706,1610612766,Brandon Miller,Brandon Miller,1641706,CHA,4204.0,70,-43.0,138,140,17.0,29,14.0,278,2.0,3.0,1.0,1.0,,,10.0,19.0,,1.0,1.0,5.0,1.0,12.0,2.0,,1.0,12.0,23.0,2.0,17.0,6.0,36.0,151,2.0,3.0,4.0,,4.0,,1.0,,3.0,,,10.0,14.0,3.0,3.0,2.0,12.0,1.0,3.0,5.0,1.0,6,,1.0,5.0,,13,2.0,6.0,4.0,10.0,2.0,12.0,,3.0,2.0,1.0,3.0,,2.0,1.0,1.0,4.0,,,1.0,4.0,,6.0,,7.0,1.0,,4.0,,,,,,17.0,0.4166666666666667,0.45454545454545453,0.5,0.11764705882352941,,0.11764705882352941,0.5217391304347826,0.6666666666666666,,0.375,0.2857142857142857,,0.4186046511627907,0.2857142857142857,,0.425,0.13043478260869565,0.3333333333333333,0.10526315789473684,,30.32258064516129,0.75,0.11764705882352941,0.05128205128205128,0.14634146341463414,0.13333333333333333,0.02531645569620253,0.07692307692307693,0.047619047619047616,,0.0625,0.375,0.15625,0.1111111111111111,,0.075,0.6666666666666666,1.0,0.5,0.475,0.5263157894736842,0.5882352941176471,0.4,0.025,,,,0.125,0.2,0.2,0.3,0.08333333333333333,0.08333333333333333,,0.14285714285714285,1.0,0.2857142857142857,,,0.25,,0.5,0.08333333333333333,0.47716375,0.5044571428571428,0.5186375,0.09302325581395349,0.15384615384615385,,0.1111111111111111,,8.543478260869565,26.129411764705885,0.12318840579710146,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,0.2857142857142857,,,0.5,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,True,,,,,,,,,
1641733,1610612766,Nick Smith Jr.,Nick Smith Jr.,1641733,CHA,10455.0,174,-93.0,348,348,88.0,65,34.0,696,3.0,5.0,,,1.0,3.0,11.0,22.0,2.0,9.0,4.0,8.0,5.0,29.0,4.0,1.0,7.0,16.0,36.0,9.0,37.0,8.0,67.0,416,4.0,4.0,4.0,,11.0,5.0,12.0,2.0,8.0,3.0,19.0,10.0,22.0,24.0,3.0,,29.0,5.0,2.0,3.0,8.0,11,7.0,1.0,3.0,,30,1.0,10.0,5.0,15.0,1.0,16.0,,2.0,1.0,1.0,7.0,1.0,6.0,5.0,1.0,12.0,,1.0,7.0,9.0,,5.0,,10.0,,,4.0,,1.0,1.0,1.0,19.0,88.0,0.3125,0.3125,0.8888888888888888,0.24324324324324326,0.25,0.24324324324324326,0.4444444444444444,1.0,0.4166666666666667,0.4041095890410959,0.6875,0.4,0.42948717948717946,0.6875,0.4318181818181818,0.5068493150684932,0.05555555555555555,0.2,0.045454545454545456,,23.49869451697128,0.5833333333333334,0.06944444444444445,0.011627906976744186,0.13333333333333333,0.10204081632653061,0.005681818181818182,0.03571428571428571,,,0.12121212121212122,0.06666666666666667,0.15517241379310345,0.058823529411764705,,0.0684931506849315,0.6,0.75,0.3333333333333333,0.3013698630136986,0.5,0.5238095238095238,0.36363636363636365,0.1232876712328767,0.2222222222222222,0.2222222222222222,,0.1095890410958904,0.5,0.5,0.3972602739726027,0.1724137931034483,0.18518518518518517,0.8,,,0.5,0.15,0.3333333333333333,0.35,0.14285714285714285,0.5753424657534246,0.1724137931034483,0.4862815068493151,0.45968749999999997,0.48880749999999995,0.05194805194805195,0.1,,0.16417910447761194,0.2835820895522388,10.744444444444447,25.956756756756757,0.25287356321839083,,1.0,1.0,1.0,,2.0,,,,,1.0,,,,1.0,0.25,0.05405405405405406,0.06896551724137931,,,1.0,,0.25,1.0,0.05,2.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,True,,,,,,,,,
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,4541.0,76,-46.0,146,153,22.0,28,10.0,299,3.0,5.0,,,1.0,1.0,6.0,10.0,,,,1.0,2.0,8.0,1.0,,2.0,9.0,15.0,2.0,9.0,6.0,30.0,193,,,1.0,,,2.0,2.0,,2.0,,4.0,18.0,,6.0,,,8.0,2.0,1.0,6.0,,6,,,,4.0,12,1.0,6.0,3.0,11.0,2.0,13.0,1.0,3.0,3.0,,3.0,,1.0,,2.0,3.0,1.0,,2.0,7.0,2.0,6.0,,7.0,,,3.0,,3.0,1.0,3.0,4.0,22.0,1.0,1.0,1.0,0.2222222222222222,,0.2222222222222222,0.6,,1.0,0.5,,0.5,0.5370370370370371,,0.5,0.375,0.06666666666666667,,0.1,,19.108280254777068,1.0,0.10714285714285714,0.029411764705882353,0.18181818181818182,0.14754098360655737,0.028985507246376812,,,,0.07142857142857142,0.3333333333333333,0.15384615384615385,0.2857142857142857,0.08333333333333333,0.20833333333333334,0.6,0.6,1.0,0.4166666666666667,0.6,0.6666666666666666,1.0,,,,,0.041666666666666664,,,0.3333333333333333,0.25,0.25,1.0,,,1.0,0.25,1.0,0.5,,0.5833333333333334,0.25,0.49885625000000006,,0.545175,0.1111111111111111,0.16666666666666666,,,0.13333333333333333,6.746666666666666,25.37777777777778,0.1506849315068493,,,,,,,2.0,2.0,,1.0,,2.0,1.0,,,,,,0.5,0.3333333333333333,,,,,,,,,,,,,1.0,,,1.0,0.02857142857142857,0.3333333333333333,,0.125,,,,,,,True,,,,,,,,,
202397,1610612766,Ish Smith,Ish Smith,202397,CHA,6258.0,104,-30.0,212,217,53.0,69,19.0,429,2.0,11.0,,,1.0,1.0,6.0,7.0,3.0,8.0,,,,2.0,,,2.0,11.0,26.0,,2.0,1.0,23.0,259,1.0,1.0,,,2.0,4.0,7.0,,2.0,,8.0,16.0,6.0,,,,1.0,,2.0,15.0,8.0,23,6.0,2.0,8.0,6.0,54,1.0,6.0,4.0,10.0,2.0,12.0,,4.0,3.0,1.0,3.0,,3.0,2.0,,5.0,1.0,1.0,3.0,3.0,,2.0,,2.0,,,1.0,,,,1.0,8.0,53.0,0.7272727272727273,0.7272727272727273,,,,,0.4230769230769231,1.0,0.5714285714285714,0.39285714285714285,1.0,0.4444444444444444,0.39655172413793105,1.0,0.4444444444444444,0.07142857142857142,0.07692307692307693,0.09090909090909091,,0.125,14.285714285714286,0.6,0.0975609756097561,0.015384615384615385,0.15384615384615385,0.125,0.019230769230769232,,0.041666666666666664,,0.13043478260869565,0.16666666666666666,0.14285714285714285,0.25,,0.39285714285714285,0.18181818181818182,0.2,0.5,0.25,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.2857142857142857,0.375,0.42857142857142855,1.0,,,,0.07142857142857142,,,,,,,0.1111111111111111,1.0,0.2222222222222222,,0.4642857142857143,,0.4952888888888889,,0.44810000000000005,0.034482758620689655,0.037037037037037035,,0.08695652173913043,0.34782608695652173,8.38076923076923,35.8,0.25,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,1.0,,,0.02564102564102564,,,0.1,,,,,1.0,,True,,,,,,,,,
