EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFtPoints,PtsPutbacks,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,Fg2aBlocked,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,HeaveAttempts,DefensiveGoaltends,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Transition Take Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffensiveGoaltends,3SecondViolations,Transition Take Fouls Drawn
1627763,1610612757,Malcolm Brogdon,Malcolm Brogdon,1627763,POR,394.0,7,-9,15,14,5,3,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4,20,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.4,1.0,0.5,0.5,33.333333333333336,1.0,0.5,0.14285714285714285,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.75,0.5809375,0.7829,0.659575,0.2,0.3333333333333333,0.5,0.5,7.0,25.9,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1630641,1610612757,Ibou Badji,Ibou Badji,1630641,POR,3573.0,60,-11,126,120,67,24,246,2.0,2.0,2.0,2.0,,,,1.0,,,4.0,5.0,,9,129,2.0,2.0,5.0,2.0,3.0,,4.0,4.0,4.0,,,4.0,,8.0,3.0,7.0,11.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,67,0.5,1.0,0.8,1.0,0.6666666666666666,0.8,1.0,0.6666666666666666,0.75,0.8333333333333334,0.6666666666666666,,5.960264900662252,0.6666666666666666,0.09090909090909091,0.11864406779661017,0.125,0.4,1.0,1.0,0.2,,,,,1.0,1.0,,,,0.4,0.44252,0.5143,0.3946666666666667,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.4444444444444444,7.68,,0.5317460317460317,39.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12121212121212122,0.15384615384615385,0.057971014492753624,0.3,0.05,0.13333333333333333,0.17391304347826086,0.4,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1631101,1610612757,Shaedon Sharpe,Shaedon Sharpe,1631101,POR,1286.0,21,-24,46,47,10,9,93,3.0,7.0,1.0,1.0,,2.0,,,4.0,1.0,4.0,9.0,6.0,11,67,1.0,1.0,2.0,,2.0,2.0,3.0,2.0,6.0,4.0,1.0,2.0,1.0,5.0,2.0,4.0,5.0,,,,2.0,,,3.0,10,0.25,0.3333333333333333,0.4444444444444444,1.0,,0.36666666666666664,1.0,0.375,0.36666666666666664,1.0,0.375,0.4,26.785714285714285,,0.2857142857142857,0.25,,0.4666666666666667,0.42857142857142855,0.6,,,,,0.26666666666666666,1.0,1.0,0.5,,0.25,0.8666666666666667,0.5658833333333334,0.7418,0.62275,,,0.18181818181818182,0.2727272727272727,5.155555555555556,25.616666666666664,0.21739130434782608,16.0,1.0,2.0,,,2.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,1.0,3.0,,,,1.0,,1.0,,0.06666666666666667,0.2222222222222222,0.038461538461538464,0.1111111111111111,,1.0,0.3333333333333333,0.13333333333333333,0.5,0.5,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.2222222222222222,0.2857142857142857,0.25,1.0,0.3333333333333333,0.13333333333333333,0.5,0.5,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1631200,1610612757,Kris Murray,Kris Murray,1631200,POR,25648.0,427,-45,876,871,192,142,1747,23.0,42.0,10.0,16.0,2.0,5.0,8.0,24.0,40.0,5.0,31.0,67.0,71.0,142,982,10.0,17.0,31.0,5.0,8.0,8.0,19.0,32.0,30.0,40.0,9.0,17.0,2.0,43.0,19.0,37.0,71.0,18.0,12.0,21.0,17.0,16.0,11.0,19.0,192,0.5161290322580645,0.64,0.4626865671641791,0.5882352941176471,0.625,0.4746376811594203,0.5652173913043478,0.59375,0.4965034965034965,0.62,0.59375,0.5144927536231884,15.754082612872239,0.8571428571428571,0.10382513661202186,0.09308510638297872,0.06451612903225806,0.30434782608695654,0.5476190476190477,0.6052631578947368,0.17391304347826086,0.3333333333333333,0.38095238095238093,0.75,0.2898550724637681,0.6956521739130435,0.625,0.3125,0.4,0.3125,0.8188405797101449,0.5579902173913044,0.5559433333333333,0.530440625,0.07692307692307693,0.1527777777777778,0.21830985915492956,0.13380281690140844,3.601492537313433,24.773239436619715,0.2191780821917808,210.0,,1.0,11.0,5.0,12.0,8.0,5.0,2.0,18.0,16.0,34.0,18.0,12.0,6.0,3.0,6.0,3.0,4.0,15.0,29.0,2.0,,,5.0,2.0,5.0,,0.07003891050583658,0.08290155440414508,0.07112068965517242,0.07291666666666667,0.05,0.10843373493975904,0.08496732026143791,0.007246376811594203,,,,9.0,31.0,,3.0,23.0,3.0,66.0,7.0,3.0,3.0,2.0,0.9565217391304348,0.323943661971831,0.375,0.323943661971831,0.1044776119402985,0.09523809523809523,0.11594202898550725,0.6,0.43478260869565216,0.2246376811594203,0.2903225806451613,0.2903225806451613,1.0,0.1875,,1.0,3.0,14.0,1.0,3.0,3.0,2.0,6.0,3.0,14.0,7.0,1.0,15.0,1.0,2.0,4.0,2.0,1.0,1.0,6.0,0.3333333333333333,0.125,0.08,0.06666666666666667,0.07246376811594203,0.12195121951219512,0.09271523178807947,0.017857142857142856,0.075,0.05194805194805195,0.35,0.35,0.9285714285714286,0.2,0.13043478260869565,0.3333333333333333,1.0,0.13043478260869565,0.3333333333333333,1.0,0.6,0.35,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1641712,1610612757,Rayan Rupert,Rayan Rupert,1641712,POR,37991.0,633,-124,1289,1288,268,199,2577,15.0,34.0,2.0,8.0,5.0,13.0,11.0,43.0,51.0,8.0,26.0,83.0,78.0,155,1497,5.0,14.0,12.0,9.0,27.0,15.0,39.0,28.0,24.0,51.0,30.0,62.0,6.0,154.0,25.0,68.0,92.0,21.0,13.0,31.0,21.0,25.0,11.0,39.0,266,0.5384615384615384,0.6363636363636364,0.3132530120481928,0.35714285714285715,0.3333333333333333,0.422360248447205,0.3125,0.35714285714285715,0.4479768786127168,0.35294117647058826,0.40625,0.484472049689441,13.438735177865613,0.6774193548387096,0.09157509157509157,0.10497237569060773,0.12244897959183673,0.2111801242236025,0.4411764705882353,0.625,0.2670807453416149,0.2558139534883721,0.34375,0.5454545454545454,0.3167701863354037,0.5,0.25,0.30952380952380953,0.38461538461538464,0.19047619047619047,0.6956521739130435,0.5218919254658385,0.47055499999999995,0.4957154761904762,0.06432748538011696,0.11827956989247312,0.07741935483870968,0.25161290322580643,6.020481927710844,24.961538461538478,0.20791311093871218,334.0,,6.0,19.0,2.0,8.0,32.0,18.0,10.0,6.0,32.0,24.0,12.0,7.0,5.0,10.0,8.0,1.0,5.0,38.0,56.0,2.0,2.0,,3.0,2.0,3.0,,0.015584415584415584,0.11851851851851852,0.03422619047619048,0.007575757575757576,0.02127659574468085,0.08,0.13023255813953488,0.037267080745341616,,,,10.0,27.0,1.0,7.0,28.0,4.0,72.0,21.0,1.0,3.0,2.0,0.8571428571428571,0.358974358974359,0.26666666666666666,0.358974358974359,0.25301204819277107,0.29411764705882354,0.09090909090909091,1.0,0.5333333333333333,0.16770186335403728,0.37037037037037035,0.37037037037037035,1.0,0.16666666666666666,0.14285714285714285,,,18.0,,2.0,3.0,,2.0,12.0,18.0,24.0,4.0,17.0,1.0,11.0,2.0,3.0,3.0,3.0,1.0,,0.2558139534883721,0.2894736842105263,0.04,0.059233449477351915,0.015384615384615385,0.06542056074766354,0.0410958904109589,0.07272727272727272,0.023529411764705882,0.35294117647058826,0.35294117647058826,0.7777777777777778,,,,,0.125,,,0.375,0.35294117647058826,9.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,True,,,,,,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,3914.0,65,2,134,135,17,14,269,2.0,3.0,,,,,7.0,13.0,13.0,1.0,12.0,19.0,15.0,54,156,,,,3.0,5.0,1.0,9.0,6.0,18.0,13.0,9.0,15.0,4.0,39.0,3.0,10.0,11.0,8.0,5.0,10.0,5.0,7.0,4.0,9.0,17,0.25,0.25,0.631578947368421,,0.6,0.7058823529411765,,0.75,0.7297297297297297,,0.75,0.4411764705882353,31.972789115646258,0.8,0.1111111111111111,0.18518518518518517,0.5,0.08823529411764706,0.6666666666666666,1.0,0.38235294117647056,0.5384615384615384,0.5833333333333334,0.2857142857142857,0.38235294117647056,,,,,0.16666666666666666,0.5294117647058824,0.5001382352941176,,0.40769166666666673,0.10810810810810811,0.18181818181818182,,0.16666666666666666,8.831578947368422,25.98,0.12686567164179105,70.0,3.0,3.0,6.0,,,6.0,4.0,1.0,,7.0,1.0,2.0,1.0,1.0,2.0,3.0,,2.0,6.0,8.0,,,,,,,,,0.25925925925925924,0.018867924528301886,,,0.05263157894736842,0.23529411764705882,0.08823529411764706,1.0,1.0,,,2.0,,,8.0,1.0,15.0,2.0,,,1.0,0.625,0.5333333333333333,1.0,0.5333333333333333,0.10526315789473684,0.3333333333333333,0.16666666666666666,,0.5,0.058823529411764705,,,,,,,,8.0,,,1.0,,,9.0,8.0,5.0,1.0,1.0,,,,1.0,,,1.0,,0.07692307692307693,,,0.041666666666666664,,0.0625,,0.3,,0.6153846153846154,0.6153846153846154,0.625,,,,,,,,1.0,0.6153846153846154,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,
1629028,1610612757,Deandre Ayton,Deandre Ayton,1629028,POR,11125.0,185,-57,366,370,30,60,736,25.0,30.0,8.0,10.0,2.0,2.0,20.0,42.0,3.0,1.0,65.0,114.0,3.0,134,438,16.0,22.0,33.0,4.0,6.0,1.0,8.0,102.0,28.0,3.0,6.0,11.0,1.0,28.0,21.0,39.0,60.0,3.0,,5.0,9.0,5.0,3.0,8.0,28,0.7846153846153846,0.9107142857142857,0.5701754385964912,0.7272727272727273,0.6666666666666666,0.5555555555555556,0.7272727272727273,0.5714285714285714,0.5630252100840336,0.717391304347826,0.5714285714285714,0.02564102564102564,28.77030162412993,0.6,0.2727272727272727,0.21341463414634146,0.06666666666666667,0.2564102564102564,0.8333333333333334,0.8333333333333334,0.358974358974359,0.47619047619047616,0.47619047619047616,0.8,0.02564102564102564,0.45454545454545453,0.8,0.2857142857142857,1.0,0.14285714285714285,0.28205128205128205,0.48073931623931626,0.5254941176470588,0.5338999999999999,0.025210084033613446,0.02586206896551724,0.2462686567164179,0.05970149253731343,10.393859649122806,25.5,0.08196721311475409,40.0,20.0,42.0,4.0,1.0,18.0,5.0,2.0,2.0,12.0,14.0,21.0,7.0,4.0,3.0,2.0,3.0,2.0,2.0,7.0,8.0,,,,2.0,,2.0,3.0,0.0851063829787234,0.16091954022988506,0.0966183574879227,0.14705882352941177,0.05970149253731343,0.4411764705882353,0.19718309859154928,0.358974358974359,0.47619047619047616,0.5,0.85,,,,,,,,2.0,2.0,2.0,,,,,,0.017543859649122806,,0.17857142857142858,1.0,0.72,,,,,,,,,,,,,,,,,5.0,1.0,8.0,1.0,4.0,3.0,,2.0,1.0,1.0,,,0.4,0.3333333333333333,0.12121212121212122,0.075,0.08695652173913043,0.2,,0.06,,,,0.125,,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,True,,,,,,,
1629680,1610612757,Matisse Thybulle,Matisse Thybulle,1629680,POR,2408.0,40,1,84,84,26,16,168,2.0,4.0,,2.0,1.0,1.0,1.0,3.0,7.0,2.0,3.0,7.0,9.0,17,84,,2.0,,1.0,1.0,2.0,5.0,2.0,4.0,7.0,2.0,2.0,,6.0,,3.0,7.0,2.0,1.0,3.0,4.0,4.0,1.0,5.0,26,0.3333333333333333,0.3333333333333333,0.42857142857142855,,1.0,0.46875,,0.8333333333333334,0.4722222222222222,,0.625,0.5625,20.588235294117645,0.6666666666666666,,0.0967741935483871,,0.25,0.5,0.6666666666666666,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.4375,1.0,,0.3333333333333333,1.0,0.6666666666666666,0.8125,0.5813875000000001,,0.6015333333333333,0.058823529411764705,0.125,,0.29411764705882354,4.8,25.066666666666666,0.30952380952380953,28.0,,,2.0,,,,,,1.0,3.0,4.0,3.0,3.0,,1.0,1.0,,,2.0,3.0,,,,1.0,,1.0,,0.038461538461538464,0.1875,0.08163265306122448,0.16666666666666666,,,0.13333333333333333,,,,,,2.0,,,3.0,1.0,9.0,1.0,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,0.14285714285714285,0.25,,,,0.125,,,,,,,,3.0,,,1.0,,,,3.0,2.0,,3.0,,,,,,1.0,,,,,,0.13043478260869565,,0.1111111111111111,0.2,1.0,,0.42857142857142855,0.5,1.0,,,,,,,,0.5,0.42857142857142855,,1.0,,,1.0,1.0,,1.0,1.0,0.1111111111111111,0.14285714285714285,,,,,,,,,True,,,,,,,
1630625,1610612757,Dalano Banton,Dalano Banton,1630625,POR,17954.0,299,-103,601,606,90,94,1207,29.0,44.0,4.0,7.0,2.0,5.0,13.0,38.0,65.0,17.0,44.0,97.0,78.0,181,752,7.0,11.0,25.0,6.0,12.0,21.0,35.0,30.0,58.0,65.0,21.0,49.0,8.0,119.0,17.0,36.0,46.0,18.0,12.0,26.0,29.0,34.0,17.0,35.0,88,0.3409090909090909,0.35714285714285715,0.4536082474226804,0.6363636363636364,0.5,0.44,0.5,0.4090909090909091,0.4738219895287958,0.5208333333333334,0.4605263157894737,0.44571428571428573,30.6064880112835,0.6923076923076923,0.12142857142857143,0.13545816733067728,0.06896551724137931,0.25142857142857145,0.6590909090909091,0.7631578947368421,0.21714285714285714,0.34210526315789475,0.41935483870967744,0.3076923076923077,0.37142857142857144,0.30434782608695654,0.5714285714285714,0.15151515151515152,0.4,0.5151515151515151,0.6971428571428572,0.5136767241379309,0.5540538461538461,0.48133181818181814,0.08947368421052632,0.15178571428571427,0.13812154696132597,0.19337016574585636,6.584536082474227,26.19743589743589,0.1497504159733777,155.0,2.0,15.0,27.0,2.0,4.0,28.0,17.0,9.0,9.0,17.0,10.0,10.0,6.0,4.0,8.0,6.0,4.0,1.0,13.0,16.0,,1.0,,6.0,3.0,7.0,,0.04945054945054945,0.15315315315315314,0.03184713375796178,0.05263157894736842,0.05434782608695652,0.140625,0.1511627906976744,0.08571428571428572,0.13333333333333333,0.14285714285714285,,5.0,13.0,1.0,4.0,22.0,5.0,54.0,14.0,3.0,6.0,,0.8181818181818182,0.28205128205128205,0.23809523809523808,0.28205128205128205,0.14432989690721648,0.13636363636363635,0.1276595744680851,0.8571428571428571,0.3793103448275862,0.07428571428571429,0.38461538461538464,0.38461538461538464,1.0,0.12121212121212122,0.25,,,17.0,3.0,12.0,4.0,3.0,12.0,12.0,17.0,13.0,2.0,1.0,,2.0,4.0,,,,2.0,0.25,0.18421052631578946,0.1,,0.007575757575757576,0.030303030303030304,0.009433962264150943,,0.16,0.046511627906976744,0.26153846153846155,0.265625,0.7647058823529411,0.25,,,,0.5217391304347826,0.25,1.0,0.23529411764705882,0.26153846153846155,8.0,7.0,,,1.0,1.0,0.06666666666666667,1.0,,0.01282051282051282,0.015384615384615385,1.0,1.0,,,,,,,True,,,,,,,
1631133,1610612757,Jabari Walker,Jabari Walker,1631133,POR,18122.0,302,-87,619,612,141,86,1231,35.0,47.0,13.0,18.0,5.0,7.0,9.0,28.0,16.0,5.0,46.0,78.0,22.0,149,727,15.0,21.0,38.0,8.0,12.0,5.0,28.0,54.0,38.0,15.0,2.0,15.0,,32.0,35.0,82.0,107.0,10.0,3.0,13.0,27.0,29.0,15.0,26.0,139,0.5869565217391305,0.7714285714285715,0.5897435897435898,0.7142857142857143,0.6666666666666666,0.625,0.6875,0.5588235294117647,0.6651785714285714,0.7307692307692307,0.6666666666666666,0.22,17.53155680224404,0.7692307692307693,0.2845528455284553,0.3117408906882591,0.5217391304347826,0.47,0.7446808510638298,0.813953488372093,0.28,0.32142857142857145,0.42857142857142855,0.6666666666666666,0.16,0.75,0.7222222222222222,0.4117647058823529,0.7142857142857143,0.29411764705882354,0.69,0.5294924242424243,0.5708529411764705,0.5177531249999999,0.13636363636363635,0.17045454545454544,0.2550335570469799,0.18791946308724833,4.132051282051282,26.422727272727272,0.22778675282714056,157.0,2.0,3.0,24.0,5.0,22.0,13.0,8.0,3.0,18.0,42.0,25.0,6.0,5.0,1.0,3.0,7.0,1.0,6.0,9.0,27.0,8.0,,1.0,1.0,1.0,1.0,,0.08737864077669903,0.3387096774193548,0.07911392405063292,0.07936507936507936,0.0970873786407767,0.24561403508771928,0.37,0.03,0.6666666666666666,0.6666666666666666,0.5,3.0,6.0,,,11.0,1.0,33.0,11.0,,,5.0,1.0,0.5,0.2,0.5238095238095238,0.14102564102564102,0.0851063829787234,0.20930232558139536,,0.5714285714285714,0.06,0.5,0.5,1.0,,,,,8.0,1.0,3.0,1.0,1.0,3.0,,8.0,2.0,2.0,7.0,,5.0,6.0,2.0,,3.0,5.0,0.3333333333333333,0.25,0.2777777777777778,,0.06363636363636363,0.075,0.07317073170731707,0.03571428571428571,0.20833333333333334,0.2,0.5,0.5333333333333333,1.0,0.15384615384615385,,,,0.125,0.3333333333333333,1.0,0.2,0.5333333333333333,9.0,1.0,,3.0,2.0,1.0,,1.0,,0.045454545454545456,0.0625,,,1.0,,,,,,True,,,,,,,
