EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,PtsPutbacks,Fg3aBlocked,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,Charge Fouls,Offensive Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,on,Corner3PctBlocked,BlockedLongMidRange,BlockedCorner3,3SecondViolations,Transition Take Fouls Drawn,Transition Take Fouls
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,8747.0,146,-87.0,301,306,85.0,128.0,26.0,607,11.0,20.0,2.0,5.0,9.0,7.0,14.0,4.0,7.0,3.0,12.0,1.0,1.0,4.0,11.0,32.0,2.0,4.0,9.0,22.0,41.0,14.0,44.0,17.0,103.0,379,2.0,3.0,2.0,2.0,9.0,17.0,5.0,13.0,7.0,40.0,16.0,28.0,21.0,21.0,1.0,31.0,11.0,3.0,21.0,7.0,28,6.0,1.0,13.0,6.0,2.0,63,2.0,11.0,6.0,17.0,2.0,19.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,5.0,1.0,19.0,3.0,22.0,2.0,1.0,2.0,9.0,2.0,40.0,85.0,1.0,0.36363636363636365,0.36363636363636365,0.5,0.3181818181818182,0.38461538461538464,0.32558139534883723,0.5365853658536586,0.5294117647058824,0.5058823529411764,0.55,0.543010752688172,0.16666666666666666,0.6060606060606061,0.5176470588235295,0.07317073170731707,0.15,29.60725075528701,0.6,0.1016949152542373,0.023255813953488372,0.1774193548387097,0.14049586776859505,0.0125,0.02631578947368421,0.030303030303030304,0.1111111111111111,0.09375,0.1111111111111111,0.22,0.023255813953488372,0.23529411764705882,0.55,0.6470588235294118,0.45454545454545453,0.16470588235294117,0.5,0.5,0.2857142857142857,0.08235294117647059,0.5714285714285714,0.5714285714285714,0.25,0.1411764705882353,0.25,0.25,1.0,0.3764705882352941,0.34375,0.34375,0.36363636363636365,0.4,0.2,0.4,0.3,0.5555555555555556,0.13333333333333333,0.25,0.3,0.4444444444444444,0.7529411764705882,0.3548387096774194,0.5246331325301204,0.5216,0.48879,0.11827956989247312,0.1875,0.044444444444444446,0.019417475728155338,0.3883495145631068,6.914634146341464,26.05454545454546,0.2823920265780731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628970,1610612766,Miles Bridges,Miles Bridges,1628970,CHA,31663.0,528,-193.0,1082,1101,257.0,322.0,100.0,2183,68.0,114.0,15.0,9.0,20.0,20.0,50.0,12.0,30.0,4.0,19.0,2.0,,7.0,31.0,73.0,6.0,7.0,21.0,100.0,194.0,35.0,92.0,33.0,338.0,1340,20.0,8.0,1.0,37.0,17.0,36.0,7.0,28.0,9.0,64.0,134.0,66.0,84.0,21.0,2.0,71.0,31.0,16.0,25.0,18.0,43,11.0,7.0,15.0,8.0,2.0,104,9.0,50.0,30.0,94.0,15.0,109.0,6.0,14.0,7.0,7.0,16.0,7.0,9.0,9.0,7.0,,25.0,4.0,13.0,22.0,1.0,41.0,4.0,45.0,12.0,,5.0,23.0,,64.0,257.0,6.0,0.67,0.7127659574468085,0.8,0.3804347826086957,0.25,0.3888888888888889,0.5154639175257731,0.4722222222222222,0.5332167832167832,0.4296875,0.5566666666666666,0.6607142857142857,0.47058823529411764,0.32167832167832167,0.08247422680412371,0.07017543859649122,27.105921601334444,0.64,0.1388888888888889,0.02735562310030395,0.2347417840375587,0.1864801864801865,0.025878003696857672,0.025974025974025976,0.04201680672268908,0.10714285714285714,0.17582417582417584,0.12195121951219512,0.22699386503067484,0.046875,0.3986013986013986,0.5964912280701754,0.6415094339622641,0.6617647058823529,0.17482517482517482,0.4,0.46511627906976744,0.75,0.1048951048951049,0.4,0.41379310344827586,0.5833333333333334,0.06643356643356643,0.21052631578947367,0.21052631578947367,1.0,0.25524475524475526,0.4246575342465753,0.4305555555555556,0.7741935483870968,0.5357142857142857,0.07142857142857142,0.21428571428571427,0.3125,0.45,0.109375,,0.328125,0.3333333333333333,0.7202797202797203,0.43661971830985913,0.5423654929577466,0.5820205882352941,0.5197774193548388,0.07744107744107744,0.11219512195121951,,0.10946745562130178,0.1893491124260355,6.043298969072164,26.414130434782614,0.23752310536044363,10.0,4.0,12.0,4.0,12.0,1.0,5.0,1.0,14.0,2.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,3.0,8.0,8.0,3.0,0.5,0.6,0.6428571428571429,0.010869565217391304,0.14,0.03333333333333333,0.0136986301369863,0.4375,0.04,0.02358490566037736,0.025157232704402517,0.018867924528301886,0.26,1.0,0.6666666666666666,0.4,0.6666666666666666,0.75,,,,,,,,,,,True,,,,,,
1628998,1610612766,Cody Martin,Cody Martin,1628998,CHA,5084.0,85,-67.0,174,178,35.0,54.0,17.0,352,3.0,9.0,2.0,,2.0,,5.0,,4.0,2.0,6.0,,1.0,3.0,2.0,9.0,,,,3.0,18.0,4.0,15.0,3.0,21.0,229,3.0,,,2.0,,2.0,1.0,3.0,2.0,5.0,2.0,4.0,12.0,,,9.0,2.0,4.0,6.0,2.0,8,1.0,1.0,4.0,1.0,1.0,18,3.0,4.0,6.0,12.0,5.0,17.0,1.0,7.0,3.0,4.0,2.0,,1.0,3.0,1.0,1.0,5.0,1.0,4.0,5.0,,8.0,1.0,8.0,,,,3.0,,5.0,35.0,,0.3333333333333333,0.3333333333333333,1.0,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.16666666666666666,,0.2727272727272727,0.3,0.28378378378378377,0.25,0.35714285714285715,0.45454545454545453,0.2222222222222222,0.2222222222222222,21.53846153846154,0.4,0.21428571428571427,0.046875,0.11428571428571428,0.15873015873015872,0.043010752688172046,0.03333333333333333,0.045454545454545456,0.5,0.125,0.14285714285714285,0.07407407407407407,0.05,0.2727272727272727,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.15151515151515152,,,,0.12121212121212122,,,,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,0.2222222222222222,0.2222222222222222,1.0,0.6666666666666666,,,0.4,,0.6,0.3333333333333333,,,0.7272727272727273,0.2222222222222222,0.5378424242424242,0.4397,0.57828,0.08333333333333333,0.14285714285714285,,0.09523809523809523,0.23809523809523808,7.222222222222222,24.92666666666667,0.20114942528735633,1.0,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,0.3333333333333333,0.3333333333333333,,0.4,,,0.4,0.16666666666666666,0.034482758620689655,0.045454545454545456,,0.25,,0.5,,,,1.0,0.08333333333333333,,,,,,,,,True,,,,,,
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,25092.0,418,-162.0,845,856,202.0,215.0,79.0,1701,24.0,40.0,5.0,6.0,9.0,17.0,43.0,2.0,2.0,6.0,20.0,1.0,,1.0,20.0,73.0,4.0,8.0,20.0,43.0,85.0,26.0,93.0,22.0,186.0,1067,6.0,5.0,2.0,24.0,10.0,21.0,8.0,21.0,6.0,50.0,72.0,14.0,75.0,3.0,,73.0,20.0,13.0,27.0,8.0,35,5.0,3.0,11.0,11.0,5.0,78,10.0,24.0,23.0,59.0,17.0,76.0,8.0,11.0,7.0,4.0,14.0,5.0,8.0,11.0,6.0,1.0,25.0,3.0,17.0,33.0,1.0,24.0,3.0,34.0,3.0,,1.0,15.0,,50.0,202.0,,0.8372093023255814,0.9,0.9615384615384616,0.27956989247311825,0.38095238095238093,0.27956989247311825,0.5058823529411764,0.47619047619047616,0.4606741573033708,0.5238095238095238,0.4792746113989637,1.0,0.5434782608695652,0.5224719101123596,0.15294117647058825,0.15,23.365487674169344,0.56,0.14375,0.045662100456621,0.13559322033898305,0.1394658753709199,0.04176904176904177,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.13114754098360656,0.2,0.14074074074074075,0.08333333333333333,0.2247191011235955,0.6,0.7058823529411765,0.7916666666666666,0.24157303370786518,0.3953488372093023,0.4722222222222222,0.8823529411764706,0.011235955056179775,1.0,1.0,1.0,0.11235955056179775,0.3,0.3,1.0,0.4101123595505618,0.273972602739726,0.273972602739726,0.95,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.21428571428571427,0.6666666666666666,0.023809523809523808,,0.47619047619047616,0.4,0.7471910112359551,0.273972602739726,0.5365761235955055,0.5770833333333333,0.5148428571428572,0.07894736842105263,0.15463917525773196,,0.12903225806451613,0.26881720430107525,5.143529411764707,25.434408602150533,0.23905325443786982,5.0,3.0,5.0,4.0,6.0,,7.0,,12.0,1.0,2.0,,,3.0,15.0,,,10.0,5.0,15.0,6.0,3.0,0.8,0.8333333333333334,1.0,,0.16279069767441862,,,0.4444444444444444,,0.03723404255319149,0.0136986301369863,0.11904761904761904,0.11904761904761904,0.4,1.0,0.4,0.75,1.0,,0.05714285714285714,1.0,1.0,3.0,1.0,1.0,,,,True,,,,,,
202397,1610612766,Ish Smith,Ish Smith,202397,CHA,44451.0,741,-280.0,1499,1525,338.0,391.0,148.0,3024,19.0,44.0,,2.0,5.0,28.0,64.0,15.0,42.0,1.0,1.0,,,,3.0,7.0,1.0,1.0,4.0,62.0,150.0,4.0,8.0,3.0,139.0,1855,8.0,1.0,,9.0,13.0,29.0,1.0,4.0,2.0,31.0,48.0,76.0,9.0,3.0,1.0,6.0,3.0,7.0,89.0,56.0,145,35.0,21.0,60.0,18.0,11.0,346,7.0,36.0,28.0,65.0,11.0,76.0,,17.0,9.0,8.0,36.0,5.0,28.0,11.0,8.0,2.0,47.0,12.0,40.0,49.0,1.0,14.0,4.0,4.0,,,,1.0,,31.0,338.0,3.0,0.3870967741935484,0.3870967741935484,0.75,0.5,0.25,0.5714285714285714,0.41333333333333333,0.4482758620689655,0.43037974683544306,0.4393939393939394,0.434375,0.5,0.45588235294117646,0.05063291139240506,0.04666666666666667,0.13636363636363635,12.350835322195703,0.7659574468085106,0.09090909090909091,0.015730337078651686,0.11612903225806452,0.10355987055016182,0.014745308310991957,,0.01694915254237288,0.06611570247933884,0.08333333333333333,0.16363636363636364,0.11914893617021277,,0.27848101265822783,0.4318181818181818,0.5,0.3684210526315789,0.4050632911392405,0.4375,0.4375,0.35714285714285715,0.26582278481012656,0.35714285714285715,0.36585365853658536,0.4666666666666667,0.006329113924050633,1.0,1.0,1.0,0.04430379746835443,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,0.1111111111111111,0.15151515151515152,0.4,,,0.12121212121212122,0.25,0.3291139240506329,0.5,0.4744073248407645,0.43362,0.42832187499999996,0.006289308176100629,0.006622516556291391,,0.06474820143884892,0.22302158273381295,9.224666666666668,29.987499999999997,0.22548365577051369,,1.0,3.0,1.0,,,4.0,,1.0,3.0,4.0,3.0,,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,0.375,0.5,,,0.023809523809523808,,0.022222222222222223,,0.013289036544850499,0.008583690987124463,0.029411764705882353,0.10666666666666667,0.5,,,1.0,1.0,,0.047619047619047616,,,1.0,,,,,,True,,,,,,
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,19379.0,323,-156.0,651,665,110.0,134.0,64.0,1316,41.0,57.0,22.0,10.0,11.0,8.0,17.0,,1.0,,,,,,,,,,,49.0,75.0,,,35.0,133.0,807,25.0,,5.0,39.0,10.0,12.0,,,12.0,32.0,52.0,46.0,,,,,,12.0,7.0,3.0,10,2.0,1.0,6.0,1.0,,23,24.0,31.0,40.0,78.0,31.0,109.0,1.0,6.0,5.0,1.0,7.0,,5.0,9.0,2.0,,16.0,5.0,12.0,27.0,3.0,38.0,3.0,45.0,1.0,,,21.0,,32.0,110.0,,0.5306122448979592,0.7878787878787878,,,,,0.6533333333333333,0.8333333333333334,0.6533333333333333,0.8333333333333334,0.6855670103092784,0.6964285714285714,0.8421052631578947,,0.16,0.12280701754385964,15.395095367847413,0.4375,0.2962962962962963,0.11009174311926606,0.2152777777777778,0.25448028673835127,0.09451219512195122,0.14814814814814814,0.11827956989247312,0.24074074074074073,0.2982456140350877,0.4166666666666667,0.21153846153846154,0.07142857142857142,0.76,0.7192982456140351,0.82,0.5121951219512195,0.22666666666666666,0.47058823529411764,0.6666666666666666,0.625,0.013333333333333334,,,,,,,,,,,,0.88,,,0.9166666666666666,0.9090909090909091,,,,,0.76,,0.579584,0.6234947368421052,0.6087583333333334,0.22105263157894736,0.22105263157894736,,0.2932330827067669,0.24060150375939848,2.8826666666666667,,0.16897081413210446,16.0,,17.0,,32.0,,7.0,,7.0,,3.0,,5.0,2.0,16.0,,,11.0,5.0,16.0,11.0,2.0,,0.68,0.68,,0.29411764705882354,,,0.5384615384615384,,0.06363636363636363,0.023529411764705882,0.2,0.225,0.6875,0.7272727272727273,,,,,0.022727272727272728,,,9.0,,,5.0,,,True,,,,,,
1630550,1610612766,JT Thor,JT Thor,1630550,CHA,11039.0,184,-28.0,369,378,82.0,125.0,39.0,747,10.0,25.0,10.0,2.0,2.0,1.0,5.0,,3.0,5.0,12.0,2.0,1.0,3.0,1.0,7.0,,,1.0,11.0,33.0,6.0,19.0,2.0,42.0,420,13.0,2.0,1.0,7.0,3.0,3.0,1.0,4.0,,9.0,16.0,6.0,18.0,,,7.0,1.0,4.0,3.0,1.0,4,1.0,,3.0,,,9,9.0,7.0,7.0,15.0,16.0,31.0,7.0,2.0,2.0,,,,,2.0,,,2.0,,14.0,17.0,2.0,4.0,1.0,3.0,1.0,,,2.0,,9.0,82.0,3.0,0.7272727272727273,0.8888888888888888,1.0,0.3157894736842105,0.25,0.3157894736842105,0.3333333333333333,1.0,0.38461538461538464,0.6428571428571429,0.39622641509433965,0.23333333333333334,0.6428571428571429,0.36538461538461536,0.12121212121212122,0.08,13.002364066193852,,0.0875,0.07758620689655173,0.0875,0.0875,0.08333333333333333,0.1590909090909091,0.022727272727272728,0.07407407407407407,0.09523809523809523,0.09090909090909091,0.09230769230769231,0.22580645161290322,0.4807692307692308,0.4,0.43478260869565216,0.8,0.09615384615384616,0.2,0.3333333333333333,,0.057692307692307696,,,,0.23076923076923078,0.4166666666666667,0.4166666666666667,1.0,0.1346153846153846,0.14285714285714285,0.14285714285714285,1.0,0.6666666666666666,0.13333333333333333,,0.2857142857142857,1.0,0.42857142857142855,0.3333333333333333,0.14285714285714285,,0.8461538461538461,0.14285714285714285,0.5767317307692308,0.55221,0.5469785714285714,0.03773584905660377,0.058823529411764705,,0.16666666666666666,0.21428571428571427,3.627272727272728,24.342105263157897,0.2222222222222222,2.0,,3.0,,4.0,,7.0,,1.0,,,,,,6.0,1.0,1.0,1.0,5.0,7.0,1.0,,,0.23076923076923078,0.2,,0.4,,,0.08333333333333333,,0.09210526315789473,0.08928571428571429,0.1,0.06666666666666667,0.14285714285714285,0.2,,,,1.0,0.03571428571428571,,,,,,,1.0,,True,,,,,,
1631121,1610612766,Bryce McGowens,Bryce McGowens,1631121,CHA,15888.0,265,-76.0,535,542,130.0,139.0,51.0,1077,20.0,31.0,6.0,1.0,5.0,3.0,8.0,1.0,5.0,7.0,13.0,1.0,2.0,3.0,4.0,25.0,1.0,2.0,8.0,24.0,44.0,11.0,38.0,16.0,97.0,629,10.0,2.0,1.0,10.0,2.0,8.0,4.0,11.0,6.0,22.0,26.0,22.0,33.0,,,25.0,4.0,2.0,10.0,4.0,14,3.0,1.0,6.0,,4.0,32,6.0,11.0,12.0,24.0,8.0,32.0,1.0,5.0,3.0,2.0,6.0,1.0,6.0,5.0,,,11.0,5.0,14.0,30.0,1.0,19.0,3.0,22.0,2.0,,,12.0,,22.0,130.0,3.0,0.5416666666666666,0.5416666666666666,1.0,0.2894736842105263,0.36363636363636365,0.2894736842105263,0.5454545454545454,0.25,0.49390243902439024,0.42105263157894735,0.5271739130434783,0.38461538461538464,0.4782608695652174,0.4634146341463415,0.045454545454545456,0.03225806451612903,17.224080267558527,0.5454545454545454,0.09523809523809523,0.03773584905660377,0.10784313725490197,0.10087719298245613,0.03088803088803089,0.045454545454545456,0.031746031746031744,0.1568627450980392,0.05357142857142857,0.05263157894736842,0.10526315789473684,0.022222222222222223,0.3780487804878049,0.6451612903225806,0.6666666666666666,0.65,0.0975609756097561,0.375,0.42857142857142855,,0.06097560975609756,0.2,0.2,,0.15853658536585366,0.5384615384615384,0.5384615384615384,1.0,0.3048780487804878,0.16,0.16,1.0,0.5,0.08333333333333333,0.08333333333333333,0.2631578947368421,0.2,0.15789473684210525,0.6666666666666666,0.42105263157894735,0.25,0.8414634146341463,0.16,0.5557780487804879,0.5389649999999999,0.5443815789473684,0.13043478260869565,0.2222222222222222,,0.10309278350515463,0.2268041237113402,4.7659090909090915,25.507894736842104,0.24299065420560748,2.0,,3.0,1.0,,,2.0,,1.0,1.0,1.0,,,,2.0,,,2.0,,2.0,1.0,,0.5,0.3,0.375,,0.125,,,0.09090909090909091,,0.02,0.024390243902439025,,0.11538461538461539,0.5,0.3333333333333333,,,,,0.03333333333333333,1.0,,2.0,1.0,1.0,,,,True,,,,,,
1641706,1610612766,Brandon Miller,Brandon Miller,1641706,CHA,19343.0,322,-107.0,655,649,99.0,107.0,75.0,1304,22.0,35.0,2.0,3.0,6.0,21.0,44.0,10.0,20.0,8.0,16.0,1.0,1.0,4.0,22.0,69.0,3.0,3.0,10.0,53.0,99.0,30.0,85.0,26.0,222.0,820,8.0,4.0,3.0,11.0,4.0,13.0,4.0,14.0,8.0,28.0,48.0,58.0,87.0,3.0,1.0,68.0,22.0,6.0,17.0,7.0,24,4.0,3.0,13.0,3.0,1.0,55,3.0,13.0,13.0,27.0,4.0,31.0,2.0,12.0,8.0,4.0,5.0,4.0,2.0,11.0,3.0,1.0,16.0,2.0,15.0,24.0,,34.0,2.0,29.0,5.0,,,14.0,,28.0,99.0,1.0,0.4528301886792453,0.4528301886792453,0.9666666666666667,0.35294117647058826,0.2857142857142857,0.35714285714285715,0.5353535353535354,0.3076923076923077,0.532608695652174,0.37037037037037035,0.5663265306122449,0.39285714285714285,0.45161290322580644,0.46195652173913043,0.06060606060606061,0.08571428571428572,28.726287262872628,0.3125,0.10833333333333334,0.015544041450777202,0.0948905109489051,0.10116731517509728,0.012307692307692308,,0.024390243902439025,0.1111111111111111,0.0784313725490196,0.16666666666666666,0.09345794392523364,0.02197802197802198,0.19021739130434784,0.6285714285714286,0.6875,0.5454545454545454,0.2391304347826087,0.4772727272727273,0.5121951219512195,0.3333333333333333,0.10869565217391304,0.5,0.5,0.5,0.08695652173913043,0.5,0.5,1.0,0.375,0.3188405797101449,0.3333333333333333,0.9545454545454546,0.16666666666666666,0.08333333333333333,0.25,0.2222222222222222,0.5,0.14814814814814814,0.25,0.37037037037037035,0.3,0.6521739130434783,0.3235294117647059,0.5248292349726776,0.44093499999999997,0.5334944444444444,0.07253886010362694,0.12962962962962962,,0.04954954954954955,0.12612612612612611,8.153535353535354,26.185882352941178,0.15114503816793892,1.0,,4.0,,,3.0,1.0,,1.0,,1.0,2.0,1.0,3.0,6.0,,,5.0,1.0,6.0,4.0,3.0,,0.5,0.3333333333333333,0.03529411764705882,0.06818181818181818,,0.043478260869565216,0.05555555555555555,,0.007575757575757576,,0.037037037037037035,0.1,0.6666666666666666,0.5,,,,3.0,0.025,,,2.0,,,2.0,,2.0,True,,,,,,
1641877,1610612766,Nathan Mensah,Nathan Mensah,1641877,CHA,6258.0,104,-30.0,212,217,53.0,69.0,19.0,429,3.0,7.0,3.0,,1.0,1.0,6.0,,,,,,,,,,,,,4.0,13.0,,,4.0,12.0,259,3.0,,2.0,4.0,,1.0,,,2.0,2.0,6.0,2.0,,,,,,1.0,1.0,2.0,3,1.0,1.0,,1.0,,8,5.0,7.0,4.0,11.0,11.0,22.0,,1.0,1.0,,2.0,,,2.0,2.0,,4.0,1.0,14.0,22.0,2.0,6.0,1.0,4.0,,,,2.0,,2.0,53.0,1.0,0.75,1.0,,,,,0.3076923076923077,,0.3076923076923077,,0.4,0.5,0.5,,0.07692307692307693,0.14285714285714285,7.983193277310924,0.5,0.0975609756097561,0.07692307692307693,0.1794871794871795,0.1375,0.10576923076923077,0.07142857142857142,0.08333333333333333,,0.17391304347826086,,0.17142857142857143,,0.5384615384615384,0.42857142857142855,0.5,0.6666666666666666,0.46153846153846156,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,0.5384615384615384,,0.5168384615384615,0.601,0.605,0.13333333333333333,0.13333333333333333,,0.3333333333333333,0.16666666666666666,3.930769230769231,,0.25,1.0,,1.0,,2.0,,6.0,,,,,3.0,,,5.0,,,4.0,1.0,5.0,4.0,,,0.3333333333333333,0.3333333333333333,,,,,,,0.15384615384615385,0.10344827586206896,0.3,0.25,0.8,0.3333333333333333,,,,,0.07692307692307693,,,2.0,,,1.0,,,True,,,,,,
