EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,Loose Ball Fouls,Charge Fouls Drawn,HeaveAttempts,Charge Fouls,Clear Path Fouls,Transition Take Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,OffLongMidRangeReboundPct,Transition Take Fouls Drawn,BlockedCorner3,Corner3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,on,HeaveMakes
1627745,1610612739,Damian Jones,Damian Jones,1627745,CLE,2539.0,42.0,14.0,89.0,89.0,12.0,10.0,13.0,178.0,6.0,7.0,2.0,3.0,6.0,7.0,4.0,16.0,86.0,2.0,3.0,2.0,6.0,8.0,4.0,4.0,2.0,2.0,2.0,6.0,5.0,6.0,6.0,12.0,5.0,17.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,12.0,0.6666666666666666,1.0,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.8888888888888888,0.75,11.650485436893204,0.3333333333333333,0.23076923076923078,0.2777777777777778,0.3333333333333333,0.2727272727272727,0.10869565217391304,0.2,0.4444444444444444,0.1111111111111111,0.26666666666666666,0.5,0.42857142857142855,0.5,1.0,0.8571428571428571,0.8571428571428571,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6943714285714285,0.6267666666666667,0.3333333333333333,0.3333333333333333,0.375,0.9142857142857144,0.1348314606741573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627747,1610612739,Caris LeVert,Caris LeVert,1627747,CLE,47460.0,791.0,159.0,1653.0,1612.0,463.0,409.0,182.0,3265.0,68.0,110.0,8.0,12.0,102.0,203.0,67.0,430.0,1793.0,10.0,16.0,7.0,39.0,82.0,122.0,8.0,52.0,114.0,39.0,280.0,10.0,53.0,41.0,98.0,16.0,114.0,29.0,18.0,25.0,6.0,16.0,6.0,41.0,20.0,42.0,65.0,1.0,84.0,5.0,38.0,12.0,7.0,5.0,13.0,8.0,,450.0,0.4019607843137255,0.41836734693877553,0.5024630541871922,0.625,0.532258064516129,0.5925925925925926,0.5657894736842105,0.65,22.5979602791197,0.6097560975609756,0.09601873536299765,0.026881720430107527,0.167192429022082,0.12634408602150538,0.01971090670170828,0.045454545454545456,0.017857142857142856,0.1111111111111111,0.07253886010362694,0.125,0.16591928251121077,0.6153846153846154,0.3225806451612903,0.6181818181818182,0.6938775510204082,0.45588235294117646,0.4444444444444444,0.6666666666666666,0.7272727272727273,0.558583284457478,0.5845653846153845,0.104,0.16101694915254236,0.09069767441860466,5.292610837438424,0.28009679370840895,16.0,25.0,30.0,82.0,4.0,11.0,14.0,34.0,1.0,3.0,3.0,15.0,39.0,104.0,3.0,8.0,9.0,26.0,53.0,138.0,4.0,11.0,25.0,47.0,12.0,41.0,19.0,105.0,132.0,27.0,104.0,39.0,16.0,3.0,62.0,13.0,47.0,13.0,2.0,5.0,1.0,4.0,7.0,11.0,19.0,3.0,4.0,1.0,3.0,9.0,2.0,7.0,1.0,5.0,1.0,1.0,1.0,100.0,3.0,1.0,0.8301886792452831,0.38405797101449274,0.36363636363636365,0.2926829268292683,0.38405797101449274,0.5319148936170213,0.48863636363636365,0.525,0.4046920821114369,0.021739130434782608,0.07881773399014778,0.10909090909090909,0.04878048780487805,0.028846153846153848,0.1,0.027777777777777776,0.012853470437017995,0.006944444444444444,0.0297029702970297,0.1702127659574468,0.04242424242424243,0.2404692082111437,0.36585365853658536,0.38461538461538464,0.3,0.03225806451612903,0.36363636363636365,0.36363636363636365,0.25,0.09970674486803519,0.4117647058823529,0.4117647058823529,0.9285714285714286,0.30498533724340177,0.375,0.38613861386138615,0.7948717948717948,0.375,0.1111111111111111,0.3333333333333333,1.0,0.2962962962962963,0.375,1.0,0.2840909090909091,0.64,0.17045454545454544,0.2,0.29545454545454547,0.34615384615384615,0.375,0.5245028409090909,0.007194244604316547,0.2441860465116279,25.442753623188405,,,,,,,,,,,,,,,,,True,
1627777,1610612739,Georges Niang,Georges Niang,1627777,CLE,35270.0,588.0,84.0,1208.0,1183.0,274.0,229.0,117.0,2391.0,16.0,23.0,3.0,6.0,28.0,54.0,11.0,184.0,1356.0,4.0,10.0,1.0,21.0,32.0,24.0,4.0,15.0,31.0,9.0,77.0,4.0,26.0,41.0,84.0,11.0,95.0,8.0,3.0,5.0,2.0,5.0,1.0,10.0,41.0,68.0,16.0,1.0,12.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,,270.0,0.5714285714285714,0.6153846153846154,0.5185185185185185,0.4,0.4859550561797753,0.45454545454545453,0.5054945054945055,0.4772727272727273,14.285714285714286,0.5,0.13141025641025642,0.01532567049808429,0.10276679841897234,0.11858407079646018,0.019538188277087035,0.019230769230769232,0.017241379310344827,0.12195121951219512,0.14084507042253522,0.1276595744680851,0.10270270270270271,0.75,0.12921348314606743,0.6956521739130435,0.6956521739130435,0.625,0.2727272727272727,0.5,0.8258426966292135,0.5499831460674159,0.5475166666666667,0.027624309392265192,0.08771929824561403,0.11413043478260869,5.70925925925926,0.22682119205298013,5.0,8.0,11.0,27.0,1.0,4.0,12.0,50.0,1.0,3.0,2.0,5.0,27.0,74.0,3.0,9.0,4.0,10.0,39.0,124.0,4.0,12.0,5.0,9.0,6.0,15.0,4.0,32.0,111.0,6.0,74.0,27.0,2.0,2.0,16.0,6.0,10.0,6.0,,7.0,,17.0,4.0,5.0,4.0,,,,,4.0,2.0,2.0,,1.0,,,2.0,30.0,9.0,,0.9487179487179487,0.31451612903225806,0.3333333333333333,0.4,0.31451612903225806,0.5555555555555556,0.5833333333333334,0.64,0.6966292134831461,0.016129032258064516,0.037037037037037035,,0.07407407407407407,0.02702702702702703,0.4358974358974359,,0.023178807947019868,0.021929824561403508,0.02702702702702703,0.10294117647058823,0.03773584905660377,0.15168539325842698,0.4074074074074074,0.44,0.45454545454545453,0.02247191011235955,0.25,0.25,1.0,0.2808988764044944,0.24,0.24,1.0,0.4157303370786517,0.36486486486486486,0.375,0.9259259259259259,0.6666666666666666,0.13636363636363635,0.3333333333333333,1.0,0.4090909090909091,0.3333333333333333,1.0,0.3333333333333333,0.625,0.20833333333333334,0.4,0.4166666666666667,0.4,0.36486486486486486,0.5785854166666667,,0.17391304347826086,24.775806451612905,3.0,2.0,,,,,,,,,,,,,,,True,
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,116554.0,1943.0,325.0,3997.0,3954.0,783.0,696.0,440.0,7951.0,176.0,263.0,22.0,26.0,321.0,595.0,274.0,1462.0,4375.0,34.0,45.0,7.0,123.0,160.0,482.0,34.0,142.0,333.0,97.0,808.0,22.0,124.0,106.0,234.0,46.0,280.0,101.0,78.0,105.0,21.0,49.0,39.0,154.0,55.0,118.0,234.0,6.0,316.0,23.0,116.0,30.0,17.0,10.0,30.0,15.0,,762.0,0.24922118380062305,0.2631578947368421,0.5394957983193277,0.7555555555555555,0.5454545454545454,0.6666666666666666,0.5899427636958299,0.6833333333333333,30.546909737661185,0.6818181818181818,0.0986046511627907,0.024581005586592177,0.15289765721331688,0.12195121951219512,0.024004364429896344,0.02425876010781671,0.027989821882951654,0.08641975308641975,0.100418410041841,0.11979166666666667,0.16666666666666666,0.5,0.24150596877869604,0.6692015209125475,0.7586206896551724,0.25,0.2988505747126437,0.8461538461538461,0.6951331496786042,0.5377944649446492,0.518918181818182,0.1029535864978903,0.1686046511627907,0.08413132694938441,7.977478991596635,0.19589692269201903,31.0,50.0,73.0,184.0,72.0,148.0,8.0,26.0,1.0,4.0,,2.0,174.0,468.0,15.0,38.0,33.0,88.0,182.0,494.0,16.0,42.0,61.0,130.0,33.0,90.0,106.0,327.0,306.0,240.0,467.0,174.0,49.0,5.0,191.0,45.0,146.0,40.0,5.0,22.0,2.0,4.0,13.0,23.0,66.0,13.0,,5.0,10.0,34.0,3.0,4.0,6.0,38.0,,,5.0,309.0,9.0,23.0,0.5604395604395604,0.3684210526315789,0.38095238095238093,0.36666666666666664,0.3691683569979716,0.46923076923076923,0.5022727272727273,0.5875912408759124,0.45362718089990817,0.010121457489878543,0.08235294117647059,0.11787072243346007,0.08695652173913043,0.010683760683760684,0.041666666666666664,0.022727272727272728,0.023454157782515993,0.018309859154929577,0.039473684210526314,0.1152073732718894,0.024714828897338403,0.1689623507805326,0.3967391304347826,0.43452380952380953,0.2465753424657534,0.13590449954086317,0.4864864864864865,0.4931506849315068,0.25,0.023875114784205693,0.3076923076923077,0.3076923076923077,0.75,0.4297520661157025,0.3717948717948718,0.3758099352051836,0.5517241379310345,0.13636363636363635,0.04597701149425287,0.25,,0.4367816091954023,0.39473684210526316,0.7333333333333333,0.22727272727272727,0.62,0.00909090909090909,,0.4,0.375,0.37259100642398285,0.5097639908256882,0.012072434607645875,0.22366621067031464,26.581781376518222,11.0,,1.0,3.0,1.0,1.0,3.0,22.0,3.0,0.013513513513513514,0.015267175572519083,,,,,,True,
1629622,1610612739,Max Strus,Max Strus,1629622,CLE,86308.0,1438.0,301.0,2963.0,2930.0,521.0,462.0,339.0,5893.0,67.0,117.0,13.0,21.0,85.0,156.0,35.0,499.0,3223.0,15.0,25.0,2.0,68.0,120.0,50.0,12.0,53.0,173.0,39.0,399.0,16.0,77.0,99.0,184.0,39.0,223.0,41.0,28.0,37.0,4.0,19.0,9.0,56.0,59.0,111.0,63.0,1.0,44.0,4.0,13.0,14.0,7.0,6.0,19.0,10.0,,508.0,0.7058823529411765,0.759493670886076,0.5448717948717948,0.6,0.5213483146067416,0.5409836065573771,0.54004329004329,0.5573770491803278,15.485799701046336,0.6607142857142857,0.1211750305997552,0.02406015037593985,0.12962962962962962,0.12473423104181432,0.028953229398663696,0.025089605734767026,0.020905923344947737,0.11974110032362459,0.10955056179775281,0.1513157894736842,0.13488372093023257,0.5263157894736842,0.26292134831460673,0.5726495726495726,0.6907216494845361,0.7313432835820896,0.3442622950819672,0.6190476190476191,0.9123595505617977,0.5822962837837834,0.5600460526315789,0.037199124726477024,0.07878787878787878,0.13627254509018036,3.592307692307692,0.17583530205872427,5.0,12.0,13.0,28.0,5.0,11.0,24.0,73.0,3.0,11.0,,10.0,74.0,216.0,9.0,25.0,10.0,24.0,98.0,289.0,12.0,36.0,8.0,16.0,10.0,34.0,13.0,59.0,285.0,9.0,215.0,74.0,24.0,4.0,120.0,14.0,82.0,30.0,8.0,23.0,,8.0,8.0,13.0,28.0,3.0,5.0,1.0,3.0,8.0,1.0,9.0,4.0,5.0,5.0,3.0,,55.0,5.0,3.0,0.9693877551020408,0.3391003460207612,0.3333333333333333,0.29411764705882354,0.3402777777777778,0.5,0.46,0.5175438596491229,0.6494382022471911,0.01384083044982699,0.15384615384615385,0.17094017094017094,0.07142857142857142,0.009259259259259259,0.125,,0.03372434017595308,0.03468208092485549,0.03067484662576687,0.11585365853658537,0.034782608695652174,0.06292134831460675,0.4642857142857143,0.5,0.6153846153846154,0.024719101123595506,0.45454545454545453,0.5555555555555556,0.6,0.16404494382022472,0.3287671232876712,0.3380281690140845,0.9583333333333334,0.4853932584269663,0.3425925925925926,0.34579439252336447,0.972972972972973,0.46153846153846156,0.18032786885245902,0.2727272727272727,1.0,0.4098360655737705,0.36,1.0,0.24,0.4166666666666667,0.2,,0.48,0.4166666666666667,0.34418604651162793,0.564802,0.0136986301369863,0.11823647294589178,25.80553633217993,8.0,4.0,1.0,3.0,,,1.0,,1.0,0.18181818181818182,0.030303030303030304,1.0,2.0,0.0273972602739726,,,True,
1629660,1610612739,Ty Jerome,Ty Jerome,1629660,CLE,345.0,6.0,-3.0,10.0,12.0,2.0,,1.0,22.0,1.0,1.0,,,2.0,2.0,,4.0,17.0,,,,,,4.0,,1.0,1.0,1.0,3.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,1.0,,1.0,,1.0,,16.666666666666668,,,,,,0.2,,,,,,,,0.5,1.0,1.0,,,,0.5,0.41025,,,,,8.25,0.2,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.25,0.25,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4021,,0.5,,,,,,,,,,,,,,,,,,True,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,51115.0,852.0,100.0,1728.0,1740.0,318.0,341.0,190.0,3468.0,56.0,93.0,7.0,11.0,68.0,122.0,44.0,276.0,1905.0,7.0,13.0,4.0,30.0,102.0,34.0,6.0,16.0,61.0,11.0,138.0,16.0,32.0,32.0,65.0,40.0,105.0,27.0,20.0,14.0,1.0,11.0,6.0,25.0,29.0,68.0,57.0,5.0,66.0,8.0,35.0,14.0,2.0,10.0,15.0,9.0,,307.0,0.75,0.7846153846153846,0.5573770491803278,0.5384615384615384,0.5446009389671361,0.5909090909090909,0.5702479338842975,0.6,13.713405238828969,0.56,0.06736842105263158,0.04145077720207254,0.0862533692722372,0.07565011820330969,0.04779411764705882,0.04597701149425287,0.02531645569620253,0.06451612903225806,0.05504587155963303,0.11267605633802817,0.07971014492753623,0.6,0.43661971830985913,0.6021505376344086,0.6746987951807228,0.75,0.5,0.6363636363636364,0.863849765258216,0.6199772300469485,0.571911111111111,0.14583333333333334,0.2348993288590604,0.10869565217391304,2.7467213114754094,0.1840277777777778,8.0,14.0,11.0,28.0,1.0,1.0,26.0,69.0,4.0,8.0,3.0,10.0,6.0,22.0,,1.0,1.0,1.0,32.0,91.0,4.0,9.0,8.0,16.0,4.0,11.0,9.0,37.0,96.0,,22.0,6.0,18.0,,45.0,5.0,26.0,15.0,4.0,23.0,1.0,1.0,5.0,7.0,8.0,4.0,1.0,,2.0,4.0,3.0,5.0,,2.0,1.0,1.0,,37.0,10.0,2.0,1.0,0.3516483516483517,0.4444444444444444,0.36363636363636365,0.3516483516483517,0.5,0.5185185185185185,0.5285714285714286,0.4272300469483568,,0.14754098360655737,0.10752688172043011,0.2857142857142857,,0.022222222222222223,0.023809523809523808,0.053488372093023255,0.06542056074766354,0.01834862385321101,0.10526315789473684,0.05263157894736842,0.13145539906103287,0.39285714285714285,0.55,0.7272727272727273,0.004694835680751174,1.0,1.0,1.0,0.323943661971831,0.37681159420289856,0.37681159420289856,1.0,0.10328638497652583,0.2727272727272727,0.2727272727272727,1.0,0.2857142857142857,0.36363636363636365,0.5,1.0,0.045454545454545456,,,0.5185185185185185,0.5714285714285714,0.37037037037037035,0.3,0.037037037037037035,1.0,0.2727272727272727,0.6450018518518519,,0.13405797101449277,24.07472527472527,8.0,2.0,,2.0,1.0,,,,2.0,,0.07407407407407407,,,,,,True,
1630241,1610612739,Sam Merrill,Sam Merrill,1630241,CLE,16011.0,267.0,69.0,550.0,526.0,123.0,120.0,63.0,1076.0,5.0,6.0,2.0,2.0,8.0,12.0,8.0,111.0,560.0,3.0,4.0,2.0,11.0,12.0,4.0,,16.0,26.0,8.0,68.0,4.0,10.0,20.0,33.0,7.0,40.0,5.0,4.0,1.0,,3.0,,4.0,4.0,13.0,10.0,,8.0,,3.0,1.0,1.0,,1.0,1.0,,117.0,0.75,0.75,0.6666666666666666,0.75,0.5852272727272727,0.6428571428571429,0.6032608695652174,0.6875,15.384615384615383,0.25,0.13157894736842105,0.037037037037037035,0.09615384615384616,0.1171875,0.026217228464419477,0.08695652173913043,,0.17307692307692307,0.12857142857142856,0.06666666666666667,0.0958904109589041,1.0,0.06818181818181818,0.8333333333333334,0.8333333333333334,0.6,0.2857142857142857,1.0,0.9318181818181818,0.5450195402298851,0.554775,0.03296703296703297,0.2,0.0990990990990991,5.691666666666666,0.22363636363636363,1.0,2.0,3.0,4.0,,2.0,6.0,15.0,,2.0,4.0,7.0,23.0,61.0,1.0,1.0,7.0,14.0,29.0,76.0,1.0,3.0,1.0,3.0,11.0,21.0,2.0,37.0,84.0,3.0,61.0,23.0,1.0,1.0,10.0,8.0,8.0,2.0,,3.0,,3.0,,1.0,1.0,,1.0,2.0,1.0,,,,,1.0,,,,37.0,2.0,1.0,0.9655172413793104,0.3815789473684211,0.3333333333333333,0.5238095238095238,0.3815789473684211,0.3333333333333333,0.7291666666666666,0.74,0.8636363636363636,0.013157894736842105,0.08333333333333333,,,0.01639344262295082,0.17647058823529413,,0.018867924528301886,0.024193548387096774,,0.0967741935483871,,0.045454545454545456,0.75,0.75,1.0,0.022727272727272728,,,,0.17045454545454544,0.4,0.4,1.0,0.6931818181818182,0.3770491803278688,0.38333333333333336,0.9565217391304348,1.0,0.2857142857142857,,,0.14285714285714285,1.0,1.0,0.08333333333333333,0.5,0.2916666666666667,0.5714285714285714,0.5833333333333334,0.5,0.3770491803278688,0.5388695652173913,,0.3333333333333333,25.64999999999999,,1.0,,,,,,,,0.5,,,,,,,True,
1628386,1610612739,Jarrett Allen,Jarrett Allen,1628386,CLE,84412.0,1407.0,231.0,2879.0,2871.0,482.0,477.0,321.0,5750.0,220.0,298.0,55.0,80.0,307.0,472.0,106.0,720.0,3179.0,63.0,94.0,16.0,142.0,492.0,122.0,90.0,44.0,115.0,38.0,274.0,94.0,137.0,161.0,323.0,144.0,467.0,30.0,22.0,43.0,13.0,31.0,14.0,74.0,50.0,90.0,161.0,15.0,145.0,17.0,71.0,56.0,49.0,7.0,57.0,37.0,,469.0,0.8013029315960912,0.9389312977099237,0.6504237288135594,0.6702127659574468,0.6449579831932774,0.6631578947368421,0.6666666666666666,0.6893203883495146,18.974042027194066,0.581081081081081,0.20909090909090908,0.1443932411674347,0.22757475083056478,0.21720116618075802,0.11017597551644988,0.17279411764705882,0.15357142857142858,0.15593220338983052,0.23723723723723725,0.2535211267605634,0.2242152466367713,0.6491228070175439,0.6260504201680672,0.738255033557047,0.8088235294117647,0.7545454545454545,0.8421052631578947,0.6875,0.634453781512605,0.5812786764705882,0.6020594936708861,0.1339622641509434,0.13498098859315588,0.19722222222222222,4.041737288135593,0.16741924279263634,35.0,50.0,77.0,153.0,10.0,21.0,,1.0,,,,,,3.0,,1.0,,1.0,,4.0,,1.0,43.0,68.0,,1.0,30.0,116.0,,,3.0,,46.0,,71.0,6.0,43.0,15.0,13.0,50.0,,25.0,11.0,8.0,29.0,3.0,,1.0,12.0,15.0,10.0,9.0,,10.0,1.0,,2.0,116.0,5.0,10.0,,,,,,0.6323529411764706,0.6231884057971014,0.6590909090909091,0.008403361344537815,,0.09745762711864407,0.087248322147651,0.13071895424836602,,0.4166666666666667,,0.07621951219512195,0.07539682539682539,0.07894736842105263,0.23717948717948717,0.09090909090909091,0.32142857142857145,0.5032679738562091,0.5789473684210527,0.922077922077922,0.04411764705882353,0.47619047619047616,0.47619047619047616,0.9,0.0021008403361344537,,,,0.0063025210084033615,,,,0.18181818181818182,,,,0.010526315789473684,,,0.7246376811594203,0.7,,,0.014492753623188406,,,0.6088920289855074,,0.16111111111111112,25.700000000000003,7.0,,,4.0,,,,,,,0.04040404040404041,,1.0,,,,True,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,45008.0,750.0,106.0,1565.0,1527.0,295.0,223.0,163.0,3092.0,52.0,80.0,4.0,5.0,100.0,188.0,39.0,368.0,1715.0,4.0,5.0,,35.0,74.0,126.0,,48.0,141.0,35.0,330.0,2.0,17.0,15.0,32.0,8.0,40.0,38.0,27.0,36.0,9.0,24.0,6.0,60.0,12.0,34.0,52.0,1.0,43.0,4.0,17.0,3.0,1.0,2.0,3.0,,,286.0,0.37,0.37,0.5319148936170213,0.8,0.5255591054313099,0.6481481481481481,0.5558912386706949,0.6481481481481481,22.36842105263158,0.6,0.03759398496240601,0.005494505494505495,0.054838709677419356,0.045133991537376586,0.011594202898550725,0.007194244604316547,0.005649717514124294,0.04081632653061224,0.03389830508474576,0.04,0.06276150627615062,,0.25559105431309903,0.65,0.7222222222222222,0.4423076923076923,0.18518518518518517,0.8,0.6549520766773163,0.5251892971246006,0.5385000000000001,0.06134969325153374,0.0845771144278607,0.09510869565217392,6.863829787234043,0.18849840255591055,16.0,20.0,37.0,86.0,11.0,22.0,10.0,24.0,1.0,4.0,2.0,7.0,33.0,101.0,8.0,18.0,11.0,25.0,43.0,125.0,9.0,22.0,17.0,26.0,13.0,32.0,15.0,88.0,102.0,27.0,101.0,33.0,17.0,2.0,93.0,13.0,68.0,19.0,6.0,6.0,,,2.0,11.0,30.0,5.0,2.0,4.0,3.0,12.0,4.0,6.0,3.0,5.0,,,,84.0,5.0,3.0,0.7906976744186046,0.344,0.4090909090909091,0.40625,0.344,0.6538461538461539,0.6293103448275862,0.676923076923077,0.3993610223642173,0.016,0.09042553191489362,0.1,0.09302325581395349,0.019801980198019802,,,0.018404907975460124,0.01606425702811245,0.025974025974025976,0.028169014084507043,0.013513513513513514,0.2747603833865815,0.43023255813953487,0.47435897435897434,0.2702702702702703,0.07028753993610223,0.5,0.5238095238095238,0.36363636363636365,0.07667731629392971,0.4166666666666667,0.4166666666666667,0.9,0.3226837060702875,0.32673267326732675,0.3333333333333333,0.7575757575757576,0.5,0.14814814814814814,0.25,1.0,0.6666666666666666,0.4444444444444444,0.875,0.3448275862068966,0.8,0.1206896551724138,0.2857142857142857,0.43103448275862066,0.44,0.32673267326732675,0.5349258620689655,0.024,0.2391304347826087,26.219999999999995,3.0,2.0,,,,,3.0,,,0.045454545454545456,,,,,,,True,
