EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,FTOffRebounds,OffFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceFG2A,PtsUnassisted3s,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,SelfOReb,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg2Pct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,Technical Free Throw Trips,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked,Clear Path Fouls,Transition Take Fouls,BlockedCorner3,LongMidRangePctBlocked
1627936,1610612741,Alex Caruso,Alex Caruso,1627936,CHI,14092.0,235,35.0,460,472,108,117,47,932,14.0,19.0,4.0,7.0,5.0,9.0,3.0,5.0,3.0,9.0,1.0,1.0,1.0,3.0,7.0,28.0,1.0,2.0,2.0,5.0,22.0,33.0,10.0,37.0,7.0,81.0,511,2.0,3.0,6.0,5.0,8.0,3.0,8.0,4.0,23.0,14.0,30.0,30.0,28.0,7.0,2.0,30.0,5.0,35.0,4.0,1.0,24.0,5.0,1.0,75.0,2.0,9.0,15.0,5.0,29.0,2.0,31.0,14.0,11.0,3.0,13.0,1.0,9.0,3.0,1.0,4.0,16.0,1.0,3.0,17.0,24.0,1.0,18.0,1.0,3.0,1.0,9.0,1.0,5.0,7.0,4.0,1.0,2.0,7.0,2.0,1.0,23.0,108,2.0,0.3181818181818182,0.3181818181818182,1.0,0.2702702702702703,0.6666666666666666,0.375,0.2702702702702703,0.6666666666666666,0.625,0.5285714285714286,1.0,0.59375,0.5472972972972973,1.0,0.6388888888888888,0.5285714285714286,0.06060606060606061,0.05263157894736842,0.1111111111111111,17.307692307692307,0.8125,0.3333333333333333,0.13392857142857142,0.08653846153846154,0.022222222222222223,0.1111111111111111,0.009852216748768473,0.031746031746031744,0.0975609756097561,0.1346153846153846,0.21052631578947367,0.08450704225352113,0.09090909090909091,0.2857142857142857,0.2714285714285714,0.7368421052631579,0.7777777777777778,0.5,0.12857142857142856,0.5555555555555556,0.625,0.07142857142857142,0.6,0.6,0.12857142857142856,0.3333333333333333,0.3333333333333333,1.0,0.4,0.25,0.25,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,1.0,0.4375,0.5714285714285714,0.1875,0.3333333333333333,0.3125,0.4,0.8,0.25,0.5696164285714285,0.5352,0.597740625,0.06756756756756757,0.13513513513513514,0.07407407407407407,0.2839506172839506,5.545454545454545,25.00270270270271,0.23478260869565218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628470,1610612741,Torrey Craig,Torrey Craig,1628470,CHI,9134.0,152,6.0,301,306,80,103,37,607,3.0,7.0,2.0,3.0,1.0,4.0,,,4.0,7.0,,1.0,,2.0,11.0,18.0,1.0,1.0,5.0,6.0,4.0,11.0,15.0,25.0,,53.0,386,1.0,2.0,3.0,3.0,4.0,5.0,8.0,,21.0,6.0,2.0,45.0,18.0,11.0,,8.0,1.0,9.0,1.0,,4.0,3.0,1.0,19.0,2.0,8.0,9.0,2.0,19.0,7.0,26.0,4.0,3.0,1.0,3.0,,1.0,,,2.0,3.0,1.0,,5.0,11.0,,2.0,,1.0,,,,,4.0,1.0,1.0,2.0,4.0,1.0,,21.0,80,2.0,0.75,0.75,1.0,0.6,0.5,0.625,0.6,0.36363636363636365,0.75,0.7361111111111112,0.75,0.875,0.7361111111111112,0.75,0.875,0.6944444444444444,,,,11.016949152542372,1.0,0.2,0.13846153846153847,0.125,0.037037037037037035,0.13178294573643412,0.044444444444444446,0.05128205128205128,0.12,0.18181818181818182,,0.15555555555555556,0.05263157894736842,0.25,0.19444444444444445,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.1111111111111111,0.25,0.25,,,,0.19444444444444445,0.5714285714285714,0.5714285714285714,1.0,0.5,0.6111111111111112,0.6111111111111112,1.0,0.5,,,0.5,1.0,1.0,0.25,0.6666666666666666,0.16666666666666666,,0.5,0.8333333333333334,0.8888888888888888,0.6111111111111112,0.572426388888889,0.56205,0.6055791666666667,,,0.05660377358490566,0.39622641509433965,3.809090909090909,25.023999999999997,0.26578073089701,4.0,1.0,0.125,0.04938271604938271,0.0625,0.10526315789473684,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628975,1610612741,Jevon Carter,Jevon Carter,1628975,CHI,12489.0,208,-2.0,428,437,116,132,52,865,,3.0,,,8.0,16.0,4.0,10.0,4.0,14.0,1.0,2.0,1.0,3.0,13.0,37.0,,2.0,2.0,5.0,12.0,29.0,17.0,51.0,1.0,76.0,483,1.0,4.0,3.0,5.0,9.0,3.0,8.0,1.0,20.0,16.0,8.0,48.0,37.0,13.0,,12.0,6.0,18.0,5.0,1.0,8.0,3.0,1.0,42.0,1.0,5.0,5.0,,10.0,1.0,11.0,12.0,5.0,7.0,6.0,,4.0,1.0,,2.0,7.0,,1.0,5.0,10.0,,4.0,1.0,,,2.0,,,3.0,1.0,1.0,1.0,3.0,,,20.0,115,1.0,0.6666666666666666,0.6666666666666666,0.9411764705882353,0.3333333333333333,0.25,0.375,0.3333333333333333,0.41379310344827586,0.5555555555555556,0.46875,0.25,0.5588235294117647,0.4691358024691358,0.25,0.5555555555555556,0.6375,,,,17.959183673469386,0.8571428571428571,,0.052083333333333336,0.052083333333333336,0.012195121951219513,0.052083333333333336,0.005076142131979695,0.017241379310344827,0.02564102564102564,0.09090909090909091,,0.046153846153846156,0.06451612903225806,,0.0375,,,,0.2,0.5,0.5,0.125,0.4,0.4,0.175,0.2857142857142857,0.2857142857142857,1.0,0.4625,0.35135135135135137,0.35135135135135137,0.9230769230769231,0.3333333333333333,0.5,1.0,0.3333333333333333,,,,,0.17647058823529413,0.3333333333333333,0.29411764705882354,0.4,0.675,0.35135135135135137,0.5073272151898733,0.5126666666666667,0.46452499999999997,,,0.039473684210526314,0.2631578947368421,12.331034482758621,25.619607843137253,0.27102803738317754,,,,,,,0.625,2.0,3.0,1.0,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1631207,1610612741,Dalen Terry,Dalen Terry,1631207,CHI,40842.0,681,36.0,1361,1376,368,381,178,2737,45.0,65.0,15.0,25.0,7.0,17.0,,1.0,11.0,34.0,,4.0,1.0,8.0,6.0,40.0,,1.0,3.0,12.0,52.0,83.0,17.0,74.0,25.0,180.0,1557,,5.0,22.0,18.0,31.0,4.0,20.0,7.0,55.0,48.0,56.0,48.0,39.0,6.0,5.0,55.0,26.0,81.0,18.0,8.0,37.0,11.0,7.0,188.0,16.0,54.0,24.0,6.0,84.0,29.0,113.0,27.0,15.0,12.0,15.0,6.0,13.0,17.0,2.0,2.0,32.0,4.0,11.0,41.0,81.0,2.0,36.0,2.0,1.0,,43.0,3.0,17.0,17.0,8.0,1.0,8.0,18.0,10.0,1.0,55.0,367,7.0,0.46153846153846156,0.5217391304347826,0.9411764705882353,0.22972972972972974,,0.2,0.2328767123287671,0.6265060240963856,0.5806451612903226,0.49363057324840764,0.5789473684210527,0.47058823529411764,0.5084745762711864,0.5789473684210527,0.4661016949152542,0.4713375796178344,0.060240963855421686,0.046153846153846156,0.11764705882352941,13.161209068010075,0.46875,0.13636363636363635,0.0761904761904762,0.1758957654723127,0.05925925925925926,0.12540192926045016,0.0440251572327044,0.06315789473684211,0.0625,0.07194244604316546,0.125,0.18468468468468469,0.15294117647058825,0.5555555555555556,0.4140127388535032,0.6923076923076923,0.7258064516129032,0.4666666666666667,0.10828025477707007,0.4117647058823529,0.4666666666666667,0.006369426751592357,,,0.21656050955414013,0.3235294117647059,0.3235294117647059,1.0,0.25477707006369427,0.15,0.15,0.8333333333333334,0.21052631578947367,,,0.05263157894736842,,,0.49019607843137253,0.6,0.1568627450980392,0.125,0.23529411764705882,0.25,0.8853503184713376,0.15384615384615385,0.5887483974358971,0.5650454545454546,0.597241,0.09941520467836257,0.17525773195876287,0.12222222222222222,0.3055555555555556,2.93855421686747,24.79324324324324,0.2703894195444526,12.0,1.0,0.025,0.03278688524590164,0.028985507246376812,0.0547945205479452,0.42857142857142855,14.0,3.0,6.0,4.0,,8.0,10.0,11.0,12.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.7857142857142857,0.025806451612903226,0.05,0.012345679012345678,0.5263157894736842,0.8,0.125,,,,,,,,,,True,,,,,
201942,1610612741,DeMar DeRozan,DeMar DeRozan,201942,CHI,21987.0,366,70.0,725,730,152,181,99,1455,27.0,41.0,6.0,10.0,41.0,70.0,27.0,67.0,1.0,5.0,,1.0,,,5.0,16.0,,2.0,2.0,5.0,95.0,178.0,6.0,21.0,72.0,280.0,814,,3.0,22.0,20.0,39.0,2.0,5.0,22.0,68.0,40.0,150.0,9.0,15.0,5.0,12.0,36.0,25.0,61.0,20.0,5.0,27.0,5.0,4.0,147.0,1.0,20.0,15.0,3.0,38.0,7.0,45.0,13.0,10.0,3.0,13.0,3.0,9.0,5.0,,4.0,18.0,2.0,4.0,9.0,15.0,2.0,58.0,2.0,1.0,,86.0,10.0,42.0,4.0,2.0,,2.0,4.0,4.0,,68.0,152,1.0,0.21052631578947367,0.2127659574468085,0.5,0.2857142857142857,,0.4,0.3,0.5337078651685393,0.5128205128205128,0.5226130653266332,0.38461538461538464,0.5227272727272727,0.5889830508474576,0.5555555555555556,0.6090909090909091,0.10552763819095477,0.06741573033707865,0.14634146341463414,0.08571428571428572,29.62529274004684,0.7222222222222222,0.1111111111111111,0.08982035928143713,0.11834319526627218,0.007352941176470588,0.10416666666666667,0.02023121387283237,0.010869565217391304,0.125,0.08,0.03571428571428571,0.13675213675213677,0.07692307692307693,1.0,0.20603015075376885,0.6585365853658537,0.7714285714285715,0.25925925925925924,0.35175879396984927,0.5857142857142857,0.640625,0.33668341708542715,0.40298507462686567,0.40298507462686567,0.02512562814070352,0.2,0.2,,0.08040201005025126,0.3125,0.3125,0.6,0.07692307692307693,,,0.15384615384615385,,,0.22727272727272727,0.6,,,0.11363636363636363,0.4,0.31155778894472363,0.3333333333333333,0.4781063131313133,0.50548,0.47675930232558134,0.18181818181818182,0.2,0.07857142857142857,0.24285714285714285,11.12415730337079,26.604761904761908,0.2096551724137931,6.0,,,0.02857142857142857,0.04285714285714286,,0.1951219512195122,10.0,9.0,5.0,4.0,0.18518518518518517,2.0,2.0,5.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,0.5,0.03409090909090909,,0.011764705882352941,0.15384615384615385,1.0,,12.0,3.0,,,,,,,,True,,,,,
1629632,1610612741,Coby White,Coby White,1629632,CHI,19133.0,319,22.0,619,633,116,137,90,1252,29.0,41.0,5.0,8.0,16.0,35.0,4.0,13.0,1.0,6.0,,2.0,1.0,1.0,17.0,51.0,2.0,8.0,4.0,13.0,49.0,89.0,18.0,57.0,30.0,182.0,760,2.0,10.0,13.0,8.0,13.0,5.0,14.0,6.0,37.0,24.0,74.0,42.0,50.0,17.0,4.0,30.0,21.0,51.0,9.0,12.0,15.0,13.0,2.0,123.0,4.0,18.0,20.0,,38.0,6.0,44.0,7.0,2.0,5.0,13.0,2.0,8.0,7.0,2.0,5.0,20.0,1.0,4.0,9.0,17.0,,44.0,,4.0,,42.0,2.0,19.0,1.0,,,1.0,1.0,,,37.0,116,,0.24489795918367346,0.24489795918367346,0.7777777777777778,0.3157894736842105,0.2,0.35714285714285715,0.32142857142857145,0.550561797752809,0.6153846153846154,0.5205479452054794,0.25,0.5740740740740741,0.5454545454545454,0.34210526315789475,0.6206896551724138,0.3904109589041096,0.0449438202247191,0.024390243902439025,0.08571428571428572,25.170068027210885,0.65,,0.14084507042253522,0.12949640287769784,0.02857142857142857,0.13523131672597866,0.02040816326530612,0.02,0.16666666666666666,0.08064516129032258,0.23076923076923078,0.12264150943396226,0.15151515151515152,,0.2808219178082192,0.7073170731707317,0.725,0.3448275862068966,0.23972602739726026,0.45714285714285713,0.5,0.08904109589041095,0.3076923076923077,0.3076923076923077,0.0410958904109589,0.16666666666666666,0.16666666666666666,1.0,0.3493150684931507,0.3333333333333333,0.3333333333333333,0.7647058823529411,0.125,,,0.5,0.25,1.0,0.2962962962962963,0.625,0.037037037037037035,1.0,0.48148148148148145,0.3076923076923077,0.6712328767123288,0.34,0.5362931034482757,0.57925,0.5451365384615385,0.1165644171779141,0.1792452830188679,0.07142857142857142,0.2032967032967033,6.762921348314605,26.49473684210526,0.18739903069466882,2.0,,,0.012987012987012988,,,0.125,6.0,12.0,2.0,2.0,,1.0,4.0,1.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,0.16666666666666666,0.03571428571428571,0.05,0.0136986301369863,0.25,0.25,,5.0,2.0,,,,,,,,True,,,,,
202696,1610612741,Nikola Vucevic,Nikola Vucevic,202696,CHI,13382.0,223,-16.0,433,435,103,92,60,868,28.0,41.0,5.0,7.0,23.0,41.0,7.0,14.0,1.0,1.0,,,1.0,1.0,10.0,30.0,,2.0,,5.0,58.0,96.0,11.0,31.0,17.0,166.0,509,,2.0,34.0,11.0,17.0,1.0,6.0,6.0,31.0,88.0,28.0,33.0,30.0,10.0,2.0,9.0,5.0,14.0,4.0,1.0,5.0,4.0,,33.0,7.0,17.0,27.0,3.0,47.0,31.0,78.0,4.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,8.0,1.0,2.0,15.0,17.0,,17.0,,,,20.0,4.0,10.0,6.0,5.0,,1.0,6.0,3.0,,31.0,103,,0.7586206896551724,0.8461538461538461,1.0,0.3548387096774194,,0.16666666666666666,0.3548387096774194,0.6041666666666666,0.6470588235294118,0.5866141732283464,0.5416666666666666,0.5434782608695652,0.6148148148148148,0.6071428571428571,0.5961538461538461,0.2440944881889764,0.020833333333333332,,0.04878048780487805,27.87524366471735,0.375,0.3,0.27835051546391754,0.1588785046728972,0.06666666666666667,0.21568627450980393,0.1415525114155251,0.09090909090909091,0.21951219512195122,0.36585365853658536,0.2,0.12,0.25,0.5,0.3228346456692913,0.6829268292682927,0.6829268292682927,0.7142857142857143,0.3228346456692913,0.5609756097560976,0.5897435897435898,0.11023622047244094,0.5,0.5,0.007874015748031496,1.0,1.0,1.0,0.23622047244094488,0.3333333333333333,0.3333333333333333,1.0,,,,0.08333333333333333,,,0.30434782608695654,0.7142857142857143,0.043478260869565216,1.0,0.21739130434782608,,0.5669291338582677,0.3333333333333333,0.5350173228346459,0.6191970588235294,0.5318195652173913,0.07518796992481203,0.09803921568627451,0.20481927710843373,0.18674698795180722,6.513541666666668,25.612903225806445,0.23787528868360278,24.0,,,0.21052631578947367,0.1590909090909091,0.13636363636363635,0.7391304347826086,22.0,,2.0,2.0,1.0,10.0,18.0,13.0,12.0,,7.0,,1.0,1.0,,3.0,,,,,0.5909090909090909,0.2916666666666667,,0.125,0.75,0.5555555555555556,0.3,8.0,,,,,,,,,True,,,,,
203083,1610612741,Andre Drummond,Andre Drummond,203083,CHI,19714.0,329,19.0,650,668,151,155,97,1318,54.0,93.0,13.0,26.0,9.0,25.0,,,,,,,,,,1.0,,,,1.0,63.0,118.0,,1.0,47.0,173.0,770,,,60.0,13.0,29.0,,1.0,15.0,41.0,76.0,50.0,,,,11.0,3.0,7.0,10.0,2.0,5.0,2.0,1.0,,27.0,15.0,53.0,60.0,10.0,123.0,66.0,189.0,18.0,9.0,9.0,6.0,,6.0,11.0,2.0,,17.0,1.0,3.0,17.0,33.0,5.0,67.0,,2.0,,74.0,8.0,36.0,12.0,8.0,,4.0,13.0,8.0,,41.0,151,2.0,0.6031746031746031,0.8444444444444444,,,,,,0.5338983050847458,0.4482758620689655,0.5294117647058824,0.4230769230769231,0.43333333333333335,0.569078947368421,0.46875,0.4880952380952381,0.008403361344537815,0.09322033898305085,0.08602150537634409,0.12,21.948051948051948,0.35294117647058826,0.5263157894736842,0.36585365853658536,0.3706293706293706,0.13392857142857142,0.36807817589576547,0.21710526315789475,0.15,0.38461538461538464,0.34210526315789475,0.391304347826087,0.3925233644859813,0.3055555555555556,0.6153846153846154,0.7815126050420168,0.5806451612903226,0.6352941176470588,0.5555555555555556,0.21008403361344538,0.36,0.4090909090909091,,,,,,,,0.008403361344537815,,,,,,,,,,0.8666666666666667,0.5,,,0.03333333333333333,,0.7899159663865546,,0.5970677966101695,0.5881674418604651,0.6087931034482758,0.24489795918367346,0.2465753424657534,0.3468208092485549,0.23699421965317918,2.4279661016949152,57.4,0.2323076923076923,51.0,,,0.265625,0.15942028985507245,0.24324324324324326,0.8888888888888888,52.0,,5.0,3.0,,21.0,50.0,22.0,36.0,1.0,14.0,,1.0,1.0,,12.0,1.0,1.0,,,0.4230769230769231,0.36046511627906974,0.09375,0.32558139534883723,0.9615384615384616,0.42,0.047619047619047616,16.0,,2.0,,,,,,,True,,,,,
1630245,1610612741,Ayo Dosunmu,Ayo Dosunmu,1630245,CHI,21095.0,352,,706,710,206,196,91,1416,42.0,67.0,12.0,18.0,14.0,26.0,4.0,4.0,7.0,17.0,,,1.0,4.0,14.0,32.0,4.0,7.0,5.0,11.0,60.0,97.0,21.0,49.0,24.0,207.0,806,4.0,7.0,21.0,18.0,29.0,6.0,15.0,9.0,63.0,60.0,60.0,54.0,31.0,14.0,12.0,29.0,8.0,37.0,5.0,3.0,17.0,7.0,5.0,82.0,1.0,10.0,9.0,,19.0,5.0,24.0,8.0,7.0,1.0,12.0,3.0,8.0,9.0,4.0,4.0,21.0,2.0,2.0,14.0,32.0,1.0,20.0,,,,30.0,2.0,15.0,4.0,2.0,,2.0,4.0,2.0,,63.0,206,3.0,0.5,0.5,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.4,0.4375,0.6185567010309279,0.6206896551724138,0.6267123287671232,0.7777777777777778,0.6136363636363636,0.646875,0.8076923076923077,0.63,0.3356164383561644,0.12371134020618557,0.14925373134328357,0.07692307692307693,22.073170731707318,0.5714285714285714,,0.05056179775280899,0.06329113924050633,0.007518796992481203,0.05654761904761905,0.015479876160990712,0.010638297872340425,0.05063291139240506,0.06578947368421052,,0.04201680672268908,0.1282051282051282,0.5,0.4589041095890411,0.6268656716417911,0.7368421052631579,0.5,0.1780821917808219,0.5384615384615384,0.5833333333333334,0.0273972602739726,1.0,1.0,0.11643835616438356,0.4117647058823529,0.4117647058823529,1.0,0.2191780821917808,0.4375,0.45161290322580644,0.7857142857142857,,,,0.7777777777777778,0.5714285714285714,1.0,0.4090909090909091,0.6666666666666666,0.09090909090909091,0.25,0.25,0.45454545454545453,0.7945205479452054,0.45161290322580644,0.5801658620689656,0.4835642857142858,0.5626534883720928,0.09433962264150944,0.13636363636363635,0.10144927536231885,0.30434782608695654,4.064948453608248,25.30816326530612,0.29178470254957506,4.0,,,0.021052631578947368,0.013513513513513514,0.041666666666666664,0.5,2.0,9.0,1.0,1.0,0.5,,,1.0,,1.0,1.0,,1.0,,2.0,1.0,,,,,0.5,0.021739130434782608,,0.0196078431372549,,,,7.0,,,1.0,0.02040816326530612,0.03125,,,,True,,,,,
1630678,1610612741,Terry Taylor,Terry Taylor,1630678,CHI,4851.0,81,34.0,172,169,100,100,18,341,7.0,11.0,5.0,7.0,1.0,2.0,,,,2.0,,,,2.0,,2.0,,,,2.0,8.0,13.0,,4.0,2.0,18.0,136,,,4.0,6.0,8.0,,4.0,2.0,14.0,12.0,4.0,,2.0,,1.0,3.0,4.0,7.0,4.0,,2.0,1.0,,18.0,4.0,4.0,2.0,,6.0,9.0,15.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,1.0,5.0,2.0,2.0,7.0,11.0,1.0,1.0,,,,2.0,,1.0,2.0,1.0,,1.0,2.0,2.0,,14.0,99,1.0,0.75,1.0,,,,,,0.6153846153846154,0.75,0.47058823529411764,0.5,0.5,0.5,0.5,0.5384615384615384,0.23529411764705882,0.07692307692307693,0.09090909090909091,,11.794871794871796,0.4,,0.05263157894736842,0.09090909090909091,0.11428571428571428,0.07317073170731707,0.11688311688311688,0.1111111111111111,0.14285714285714285,,,0.05714285714285714,0.2222222222222222,1.0,0.6470588235294118,0.6363636363636364,0.7,0.7142857142857143,0.11764705882352941,0.5,0.5,,,,0.11764705882352941,,,,0.11764705882352941,,,,,,,,,,0.5833333333333334,0.7142857142857143,0.16666666666666666,,0.16666666666666666,,0.8823529411764706,,0.5594911764705882,0.5672250000000001,0.5644875,0.05555555555555555,0.07142857142857142,0.2222222222222222,0.7777777777777778,2.7615384615384615,25.225,0.5813953488372093,5.0,,,0.11904761904761904,0.17647058823529413,,1.0,4.0,,,,,2.0,4.0,2.0,4.0,,1.0,,,,1.0,,,,,,0.5,0.09090909090909091,0.125,0.14285714285714285,1.0,0.5,,,,,,,,,,,True,,,,,
