EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LongMidRangeAssists,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,Loose Ball Fouls,Charge Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,LongMidRangePctBlocked,DefensiveGoaltends,on,Transition Take Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,Transition Take Fouls Drawn
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,2916.0,49,5,97,102,11,39,8,199,4.0,6.0,1.0,1.0,8.0,10.0,3.0,3.0,1.0,2.0,1.0,1.0,7.0,17.0,2.0,15.0,19.0,8.0,19.0,10.0,64.0,120,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,26.0,15.0,9.0,2.0,17.0,7.0,1.0,6.0,7.0,13.0,4.0,3.0,2.0,4.0,33.0,2.0,5.0,2.0,7.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,7.0,11.0,1.0,5.0,5.0,11,0.13333333333333333,0.14285714285714285,0.625,0.42105263157894735,0.3333333333333333,0.42105263157894735,0.7894736842105263,1.0,0.3333333333333333,0.7105263157894737,1.0,0.4166666666666667,0.7325581395348837,1.0,0.4166666666666667,0.5,0.05263157894736842,0.1,43.80952380952381,0.3333333333333333,0.10526315789473684,0.125,0.2631578947368421,0.18421052631578946,0.05405405405405406,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.16666666666666666,0.42857142857142855,0.07142857142857142,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.2631578947368421,0.8,0.8888888888888888,0.125,0.07894736842105263,1.0,1.0,0.3333333333333333,0.05263157894736842,0.5,0.5,1.0,0.4473684210526316,0.4117647058823529,0.4117647058823529,0.5714285714285714,1.0,1.0,0.16666666666666666,1.0,0.3333333333333333,0.6578947368421053,0.4117647058823529,0.5065960526315789,0.6421,0.47046666666666664,0.11627906976744186,0.20833333333333334,0.03125,0.078125,7.9105263157894745,26.16842105263158,0.1134020618556701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629028,1610612757,Deandre Ayton,Deandre Ayton,1629028,POR,6395.0,107,-33,205,212,29,81,31,417,10.0,18.0,4.0,6.0,16.0,24.0,9.0,21.0,,1.0,,1.0,,2.0,,35.0,63.0,,3.0,8.0,78.0,248,7.0,9.0,16.0,5.0,7.0,,1.0,12.0,58.0,12.0,,,8.0,1.0,,3.0,2.0,2.0,4.0,2.0,,,2.0,10.0,7.0,14.0,9.0,24.0,10.0,34.0,2.0,3.0,2.0,3.0,1.0,,3.0,,6.0,,,2.0,3.0,6.0,8.0,,4.0,12.0,29,0.8285714285714286,0.9354838709677419,,,,,0.5555555555555556,0.7777777777777778,0.7142857142857143,0.5303030303030303,0.7777777777777778,0.625,0.5652173913043478,0.8,0.6666666666666666,0.045454545454545456,0.047619047619047616,0.041666666666666664,30.864197530864196,0.5,0.20454545454545456,0.1,0.25,0.23,0.08695652173913043,0.16,0.08333333333333333,0.25,0.21739130434782608,0.2826086956521739,0.1,0.07407407407407407,0.2727272727272727,0.5555555555555556,0.625,0.36363636363636365,0.6666666666666666,0.6956521739130435,1.0,0.3181818181818182,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.015151515151515152,,,,0.030303030303030304,,,,0.6666666666666666,0.6666666666666666,0.125,,,0.3181818181818182,,0.4740430769230769,0.5800833333333333,0.43053125000000003,0.058823529411764705,0.06153846153846154,0.20512820512820512,0.15384615384615385,9.758730158730158,38.93333333333333,0.14146341463414633,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.06666666666666667,0.047619047619047616,0.08333333333333333,0.1111111111111111,1.0,0.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629680,1610612757,Matisse Thybulle,Matisse Thybulle,1629680,POR,3075.0,51,-36,102,106,9,45,11,208,1.0,1.0,,,1.0,1.0,,,,2.0,,,1.0,10.0,1.0,2.0,2.0,1.0,12.0,2.0,9.0,126,,,3.0,,,,1.0,,,4.0,3.0,,,10.0,1.0,,4.0,1.0,5.0,,1.0,,3.0,11.0,1.0,3.0,,3.0,2.0,5.0,,4.0,3.0,1.0,,1.0,2.0,1.0,3.0,,,1.0,1.0,4.0,2.0,,1.0,,9,,,1.0,0.08333333333333333,,0.08333333333333333,1.0,,,0.25,0.75,,0.3,0.75,,0.8571428571428571,,,15.789473684210527,0.3333333333333333,,0.043478260869565216,0.11538461538461539,0.06666666666666667,0.03571428571428571,,0.08333333333333333,,,0.1,0.16666666666666666,,0.07142857142857142,1.0,1.0,0.07142857142857142,1.0,1.0,,,,,,0.14285714285714285,,,,0.7142857142857143,0.1,0.1,1.0,,,,,1.0,0.9285714285714286,0.1,0.6151071428571429,0.579,0.5418,0.06666666666666667,0.3333333333333333,0.3333333333333333,,4.85,25.041666666666668,0.08823529411764706,,,,1.0,,1.0,,,,,1.0,,2.0,,,,,0.030303030303030304,,0.04,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1631133,1610612757,Jabari Walker,Jabari Walker,1631133,POR,8358.0,139,-45,275,275,94,93,39,550,8.0,12.0,,2.0,3.0,10.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,10.0,6.0,12.0,23.0,5.0,15.0,8.0,47.0,326,1.0,5.0,5.0,3.0,6.0,2.0,7.0,15.0,16.0,8.0,15.0,,,9.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,12.0,3.0,14.0,12.0,28.0,11.0,39.0,1.0,1.0,,7.0,1.0,3.0,3.0,,10.0,1.0,5.0,6.0,10.0,10.0,13.0,,6.0,15.0,94,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.2857142857142857,0.35714285714285715,0.5217391304347826,0.2,0.5,0.5131578947368421,0.16666666666666666,0.46153846153846156,0.5340909090909091,0.3125,0.5357142857142857,0.39473684210526316,0.17391304347826086,0.3,16.71826625386997,0.7,0.24489795918367346,0.036585365853658534,0.2153846153846154,0.22807017543859648,0.0718954248366013,0.03333333333333333,0.030303030303030304,0.15789473684210525,0.2631578947368421,0.23076923076923078,0.15384615384615385,0.0625,0.3157894736842105,0.6666666666666666,0.7272727272727273,0.2631578947368421,0.3,0.42857142857142855,0.6666666666666666,0.02631578947368421,1.0,1.0,1.0,0.13157894736842105,0.6,0.6,1.0,0.2631578947368421,0.2,0.2,1.0,0.3333333333333333,,0.07692307692307693,1.0,0.46153846153846156,0.7105263157894737,0.2222222222222222,0.5126378378378379,0.43986666666666663,0.4912833333333333,0.13953488372093023,0.21428571428571427,0.10638297872340426,0.3191489361702128,4.921739130434782,26.52,0.3418181818181818,3.0,3.0,1.0,8.0,2.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.08333333333333333,0.5,0.11267605633802817,0.05263157894736842,0.10714285714285714,0.36363636363636365,,0.625,,,,1.0,,1.0,,,,,,,,0.16666666666666666,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0.15384615384615385,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,
1631303,1610612757,Justin Minaya,Justin Minaya,1631303,POR,22858.0,381,-81,753,762,219,242,126,1515,10.0,21.0,5.0,11.0,,4.0,,,4.0,12.0,1.0,3.0,8.0,37.0,10.0,10.0,25.0,12.0,49.0,5.0,61.0,848,5.0,12.0,12.0,2.0,4.0,5.0,13.0,22.0,8.0,12.0,33.0,3.0,8.0,37.0,8.0,5.0,13.0,8.0,21.0,6.0,2.0,5.0,5.0,50.0,9.0,15.0,11.0,26.0,30.0,56.0,2.0,9.0,5.0,2.0,1.0,2.0,7.0,3.0,9.0,3.0,1.0,18.0,35.0,12.0,9.0,,3.0,22.0,219,0.4,0.6666666666666666,0.9166666666666666,0.24489795918367346,0.38461538461538464,0.24489795918367346,0.4,0.4166666666666667,0.5,0.3783783783783784,0.3125,0.5588235294117647,0.391025641025641,0.35294117647058826,0.5789473684210527,0.6621621621621622,0.2,0.25,9.539473684210527,0.2222222222222222,0.07333333333333333,0.0410958904109589,0.08196721311475409,0.07807807807807808,0.07009345794392523,0.02666666666666667,0.0297029702970297,0.05660377358490566,0.07246376811594203,0.08843537414965986,0.05555555555555555,0.0425531914893617,0.28378378378378377,0.47619047619047616,0.5882352941176471,0.05405405405405406,,,,,,,,0.16216216216216217,0.3333333333333333,0.3333333333333333,1.0,0.5,0.21621621621621623,0.21621621621621623,0.875,0.6875,0.45454545454545453,0.17647058823529413,0.3333333333333333,0.5882352941176471,0.9459459459459459,0.21621621621621623,0.5709486486486485,0.5927,0.5540235294117647,0.039473684210526314,0.1111111111111111,0.19672131147540983,0.36065573770491804,2.416,25.210204081632646,0.2908366533864542,2.0,3.0,,21.0,,4.0,,,1.0,2.0,9.0,4.0,10.0,6.0,2.0,0.19047619047619047,,0.10047846889952153,0.09302325581395349,0.08695652173913043,0.10714285714285714,0.6,0.4,0.2,1.0,,3.0,,4.0,3.0,2.0,1.0,1.0,1.0,,0.0625,0.1875,,,2.0,4.0,4.0,2.0,1.0,2.0,,0.14583333333333334,0.23529411764705882,0.5,0.4,2.0,2.0,4.0,3.0,,,,,,,,,,,,,True,,,,,,,,
1631200,1610612757,Kris Murray,Kris Murray,1631200,POR,15227.0,254,-39,506,508,171,155,87,1014,14.0,21.0,8.0,10.0,1.0,10.0,,,5.0,20.0,,2.0,5.0,21.0,4.0,15.0,31.0,10.0,41.0,12.0,72.0,555,8.0,12.0,27.0,4.0,7.0,1.0,6.0,14.0,12.0,18.0,30.0,,10.0,21.0,5.0,2.0,9.0,3.0,12.0,2.0,1.0,6.0,3.0,27.0,11.0,16.0,10.0,26.0,19.0,45.0,2.0,10.0,10.0,8.0,1.0,4.0,4.0,2.0,12.0,,4.0,12.0,17.0,12.0,15.0,,8.0,14.0,171,0.4,0.6,1.0,0.24390243902439024,0.16666666666666666,0.24390243902439024,0.4838709677419355,0.6666666666666666,0.5714285714285714,0.4166666666666667,0.6785714285714286,0.4230769230769231,0.46153846153846156,0.75,0.4666666666666667,0.5694444444444444,0.06451612903225806,0.2,14.61038961038961,0.6666666666666666,0.10101010101010101,0.07913669064748201,0.13445378151260504,0.11926605504587157,0.06761565836298933,0.06,0.07462686567164178,0.1282051282051282,0.09090909090909091,0.14432989690721648,0.09090909090909091,0.045454545454545456,0.2916666666666667,0.6666666666666666,0.6666666666666666,0.1388888888888889,0.1,0.125,1.0,,,,,0.2777777777777778,0.25,0.25,1.0,0.2916666666666667,0.23809523809523808,0.23809523809523808,1.0,0.7142857142857143,0.8,0.15384615384615385,,0.3076923076923077,0.8611111111111112,0.23809523809523808,0.5550881944444445,0.5586722222222222,0.5427884615384616,0.1038961038961039,0.2222222222222222,0.375,0.19444444444444445,3.561290322580645,24.819512195121956,0.33794466403162055,8.0,3.0,,8.0,,,4.0,,3.0,1.0,3.0,3.0,3.0,3.0,1.0,,,0.056338028169014086,0.13636363636363635,0.06422018348623854,0.0625,1.0,0.35714285714285715,0.125,1.0,,1.0,1.0,2.0,,1.0,,,,0.5,0.07142857142857142,0.07142857142857142,,,4.0,6.0,1.0,1.0,,2.0,,0.030303030303030304,0.46153846153846156,0.6666666666666666,0.25,1.0,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,
1641739,1610612757,Toumani Camara,Toumani Camara,1641739,POR,4102.0,68,9,134,139,52,43,28,273,6.0,12.0,3.0,7.0,1.0,2.0,1.0,3.0,,3.0,,,5.0,8.0,3.0,8.0,17.0,5.0,11.0,4.0,35.0,140,4.0,9.0,13.0,4.0,7.0,2.0,3.0,18.0,6.0,10.0,15.0,,6.0,8.0,5.0,2.0,,,,,,,,,5.0,6.0,4.0,11.0,8.0,19.0,,1.0,1.0,6.0,1.0,4.0,2.0,,8.0,,4.0,2.0,8.0,5.0,4.0,,,18.0,52,0.375,0.6,1.0,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.47058823529411764,0.4444444444444444,0.5714285714285714,0.5535714285714286,0.55,0.7,0.5833333333333334,0.5909090909090909,0.75,0.39285714285714285,0.11764705882352941,0.5,22.61904761904762,0.75,0.13333333333333333,0.11904761904761904,0.17647058823529413,0.15625,0.11267605633802817,0.05555555555555555,0.26666666666666666,0.15384615384615385,0.08333333333333333,0.20689655172413793,,,0.42857142857142855,0.5,0.5454545454545454,0.07142857142857142,0.5,1.0,,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.10714285714285714,,,,0.2857142857142857,0.625,0.625,1.0,0.7,0.42857142857142855,,,0.3,0.8214285714285714,0.625,0.5713285714285714,0.5370124999999999,0.55806,,,0.37142857142857144,0.5142857142857142,4.658823529411765,25.181818181818183,0.3880597014925373,2.0,4.0,,3.0,1.0,,2.0,,,2.0,1.0,1.0,1.0,,2.0,0.08333333333333333,0.3333333333333333,0.10344827586206896,,0.14285714285714285,0.2,,0.3333333333333333,,,1.0,1.0,1.0,1.0,,,,,,1.0,,0.1,1.0,1.0,4.0,5.0,2.0,,1.0,2.0,,,0.5,0.8,0.6666666666666666,1.0,,,1.0,,,,,,,,,,,,,True,,,,,,,,
1630703,1610612757,Scoot Henderson,Scoot Henderson,1630703,POR,8093.0,135,-52,266,272,73,70,46,538,6.0,10.0,,2.0,6.0,20.0,6.0,18.0,1.0,3.0,,,5.0,21.0,7.0,18.0,48.0,6.0,24.0,16.0,70.0,338,,6.0,2.0,9.0,19.0,3.0,7.0,32.0,10.0,26.0,9.0,9.0,,20.0,5.0,3.0,17.0,16.0,33.0,12.0,4.0,5.0,10.0,82.0,1.0,10.0,,10.0,2.0,12.0,,3.0,3.0,10.0,2.0,7.0,6.0,,16.0,2.0,6.0,12.0,18.0,25.0,20.0,,10.0,32.0,73,0.2777777777777778,0.2777777777777778,0.5,0.25,0.42857142857142855,0.2608695652173913,0.375,,0.47368421052631576,0.375,,0.5192307692307693,0.4375,0.1,0.5714285714285714,0.3333333333333333,0.0625,0.15,29.81366459627329,0.625,,0.011494252873563218,0.14285714285714285,0.09433962264150944,0.013071895424836602,,0.027777777777777776,,,0.12962962962962962,0.1875,,0.1388888888888889,0.6,0.6,0.2777777777777778,0.3,0.35294117647058826,0.5,0.25,0.3333333333333333,0.3333333333333333,,0.041666666666666664,0.3333333333333333,0.3333333333333333,1.0,0.2916666666666667,0.23809523809523808,0.23809523809523808,0.4,0.2222222222222222,,,,0.2692307692307692,0.4722222222222222,0.25,0.4808725352112677,0.48384375,0.4763634615384615,0.1282051282051282,0.18518518518518517,0.02857142857142857,0.45714285714285713,10.46875,26.879166666666666,0.2744360902255639,2.0,5.0,1.0,1.0,,,3.0,2.0,4.0,2.0,,,,,2.0,,,0.015151515151515152,,0.0196078431372549,,,0.3333333333333333,,,,3.0,,3.0,2.0,,,,,,,0.3333333333333333,,,2.0,4.0,3.0,,1.0,,,,0.15384615384615385,0.5,0.42857142857142855,1.0,,,3.0,,,,1.0,,,,,,,,,True,,,,,,,,
1629650,1610612757,Moses Brown,Moses Brown,1629650,POR,2627.0,44,-1,84,87,38,26,20,171,7.0,10.0,4.0,6.0,,3.0,,,,,,,,,,7.0,13.0,,,2.0,16.0,100,4.0,8.0,10.0,3.0,5.0,,,7.0,8.0,6.0,,,4.0,,,2.0,3.0,,3.0,,,1.0,2.0,6.0,6.0,5.0,4.0,10.0,10.0,20.0,2.0,3.0,1.0,1.0,,,2.0,,3.0,1.0,1.0,2.0,4.0,7.0,8.0,,4.0,7.0,38,0.5714285714285714,0.8,,,,,0.5384615384615384,0.5,0.6,0.5384615384615384,0.5,0.6,0.47058823529411764,0.4166666666666667,0.5,,0.15384615384615385,0.3333333333333333,18.18181818181818,0.3333333333333333,0.2,0.2857142857142857,0.20833333333333334,0.20454545454545456,0.2,0.375,0.23076923076923078,0.125,0.42857142857142855,0.17391304347826086,1.0,0.5,0.7692307692307693,0.7,0.7777777777777778,0.23076923076923078,,,,,,,,,,,,,,,,0.75,0.6666666666666666,,,,0.7692307692307693,,0.5048846153846154,0.512825,0.55792,0.23529411764705882,0.23529411764705882,0.625,0.4375,3.1076923076923078,,0.4523809523809524,2.0,1.0,,4.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,0.1,1.0,0.13793103448275862,,,,,0.5714285714285714,0.25,,,,,,,,,,,,,,,,3.0,3.0,,1.0,1.0,1.0,2.0,0.4,0.6,1.0,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,
1630204,1610612757,Ashton Hagans,Ashton Hagans,1630204,POR,3198.0,53,-8,104,101,29,35,21,205,5.0,6.0,,,2.0,4.0,,,,,,,2.0,6.0,1.0,7.0,10.0,2.0,6.0,,20.0,115,,,3.0,3.0,3.0,,1.0,6.0,6.0,8.0,6.0,,,6.0,2.0,1.0,3.0,3.0,6.0,3.0,,3.0,,15.0,,1.0,5.0,7.0,3.0,10.0,,2.0,1.0,2.0,1.0,2.0,3.0,,5.0,1.0,,2.0,4.0,3.0,,,,6.0,29,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,,0.3333333333333333,0.7,,1.0,0.625,0.75,0.75,0.625,0.75,0.75,0.375,0.1,0.25,15.441176470588234,0.4,0.2777777777777778,,0.06666666666666667,0.18181818181818182,0.045454545454545456,,,,0.5,0.07692307692307693,,,0.375,0.8333333333333334,0.8333333333333334,0.25,0.5,0.6666666666666666,,,,,,,,,,0.375,0.3333333333333333,0.4,1.0,,,,,0.25,0.75,0.3333333333333333,0.5376875,0.7332,0.5218125,,,0.15,0.3,4.12,26.2,0.27884615384615385,,,,3.0,1.0,1.0,,,,,,,,,,,0.5,0.10344827586206896,,0.13043478260869565,0.2,,0.6,,,1.0,2.0,1.0,2.0,,,,,,0.5,,1.0,0.5,1.0,2.0,2.0,,1.0,,1.0,,,0.5,1.0,,,,,1.0,,,,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,,,True,,,,,,,,
