EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffensiveGoaltends,2pt And 1 Free Throw Trips,LongMidRangeFGM,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,OffFTReboundPct,DefensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,on,HeaveMakes
1626220,1610612751,Royce O'Neale,Royce O'Neale,1626220,BKN,72129.0,1202,-22.0,2455,2467,623.0,726.0,302.0,4922,21.0,38.0,5.0,11.0,4.0,8.0,8.0,21.0,1.0,19.0,44.0,1.0,2.0,3.0,9.0,78.0,221.0,6.0,15.0,14.0,47.0,29.0,60.0,97.0,265.0,15.0,364.0,2847,6.0,12.0,7.0,17.0,4.0,37.0,7.0,15.0,17.0,56.0,1.0,66.0,40.0,18.0,270.0,21.0,6.0,6.0,215.0,78.0,7.0,4.0,89.0,48.0,137.0,31.0,17.0,65.0,20.0,4.0,322.0,23.0,15.0,82.0,84.0,17.0,183.0,38.0,221.0,3.0,32.0,24.0,8.0,27.0,7.0,18.0,24.0,5.0,9.0,1.0,2.0,51.0,8.0,16.0,73.0,120.0,1.0,1.0,6.0,8.0,1.0,31.0,3.0,7.0,1.0,22.0,10.0,1.0,29.0,13.0,1.0,15.0,29.0,15.0,1.0,66.0,617.0,2.0,1.0,0.6896551724137931,0.7692307692307693,0.9278350515463918,0.3660377358490566,0.4117647058823529,0.3035714285714285,0.3745173745173745,0.4833333333333333,0.5,0.4666666666666667,0.536923076923077,0.5689655172413793,0.4577464788732394,0.5416666666666666,0.578125,0.4583333333333333,0.8153846153846154,0.0150943396226415,0.1166666666666666,0.1052631578947368,0.1428571428571428,0.0227272727272727,0.0135746606334841,13.782051282051285,0.5294117647058824,0.3090909090909091,0.1414141414141414,0.0258620689655172,0.1456483126110124,0.0380794701986755,0.1434745030250648,0.0320945945945945,0.0311111111111111,0.0235294117647058,0.02,0.0382978723404255,0.0373134328358208,0.184331797235023,0.112781954887218,0.1261261261261261,0.145021645021645,0.1485148514851485,0.0171428571428571,0.5172413793103449,0.1169230769230769,0.5526315789473685,0.6176470588235294,0.7142857142857143,0.0646153846153846,0.3809523809523809,0.4444444444444444,0.625,0.003076923076923,0.1353846153846153,0.4318181818181818,0.4418604651162791,0.9473684210526316,0.68,0.3529411764705882,0.3577981651376147,0.9230769230769232,0.3793103448275862,0.4545454545454545,0.2,0.0689655172413793,0.5,1.0,0.5172413793103449,0.4,0.8333333333333334,0.1126760563380281,0.5,0.1267605633802817,0.3333333333333333,0.6619718309859155,0.2978723404255319,0.9323076923076924,0.3627906976744186,0.5384141065830723,0.5502125000000001,0.5143204545454547,0.0298507462686567,0.1428571428571428,0.1016483516483516,0.1813186813186813,4.015,26.83396226415096,0.2537678207739307,,,,,,,,,,,,,,,,,,,,True,
1627732,1610612751,Ben Simmons,Ben Simmons,1627732,BKN,8189.0,136,-27.0,275,288,45.0,83.0,37.0,563,10.0,16.0,2.0,4.0,2.0,4.0,2.0,4.0,,,,,,,,,,,,,,12.0,20.0,,,1.0,25.0,345,3.0,5.0,,,,6.0,2.0,4.0,,,1.0,5.0,12.0,12.0,,,4.0,,,,2.0,,14.0,24.0,38.0,20.0,4.0,10.0,2.0,2.0,100.0,11.0,6.0,15.0,13.0,4.0,32.0,17.0,49.0,2.0,3.0,2.0,1.0,10.0,1.0,8.0,4.0,,2.0,,,14.0,2.0,2.0,11.0,18.0,,,,2.0,,7.0,,2.0,,4.0,2.0,,3.0,2.0,,1.0,3.0,3.0,,5.0,45.0,2.0,,0.5,0.6,,,,,,0.6,0.6,0.5,0.6,0.6,0.5,0.5681818181818182,0.6,0.5,,,0.1,0.125,,,,11.320754716981131,0.7142857142857143,0.5,0.1645569620253164,0.0869565217391304,0.2586206896551724,0.1594202898550724,0.2043795620437956,0.1231884057971014,0.09375,0.0869565217391304,0.0714285714285714,0.1698113207547169,0.125,0.0384615384615384,0.2,0.3076923076923077,0.2325581395348837,0.3333333333333333,0.3333333333333333,1.0,0.8,0.625,0.7142857142857143,0.6,0.2,0.5,0.5,,,,,,,,,,,0.8,0.5,,,,,,,,1.0,0.5,,,,,0.8,,0.6045099999999999,0.623475,0.6591750000000001,0.0909090909090909,0.0909090909090909,0.24,0.2,2.395,,0.1636363636363636,1.0,,,,,,,,,,,,,,,,,,,True,
1627827,1610612751,Dorian Finney-Smith,Dorian Finney-Smith,1627827,BKN,29482.0,491,-96.0,989,1008,240.0,297.0,112.0,1997,26.0,43.0,3.0,10.0,9.0,14.0,3.0,10.0,1.0,15.0,31.0,1.0,2.0,3.0,6.0,22.0,57.0,2.0,5.0,1.0,10.0,29.0,54.0,37.0,88.0,8.0,177.0,1200,3.0,11.0,3.0,7.0,,15.0,10.0,15.0,4.0,16.0,,32.0,48.0,10.0,108.0,3.0,4.0,2.0,55.0,22.0,4.0,2.0,10.0,10.0,20.0,8.0,2.0,5.0,4.0,1.0,50.0,13.0,16.0,28.0,18.0,2.0,48.0,29.0,77.0,2.0,14.0,8.0,6.0,6.0,,4.0,7.0,,2.0,,2.0,13.0,2.0,1.0,20.0,40.0,2.0,,,3.0,,14.0,2.0,,,9.0,5.0,,10.0,7.0,,3.0,10.0,7.0,1.0,32.0,236.0,2.0,,0.8275862068965517,0.8888888888888888,0.972972972972973,0.4204545454545454,0.4285714285714285,0.25,0.4302325581395348,0.5370370370370371,0.2727272727272727,0.6666666666666666,0.5950704225352113,0.4166666666666667,0.5161290322580645,0.6061643835616438,0.4166666666666667,0.5161290322580645,0.6197183098591549,0.0227272727272727,0.074074074074074,0.0930232558139534,,0.032258064516129,0.0175438596491228,14.171122994652404,0.4615384615384615,0.1333333333333333,0.0769230769230769,0.0666666666666666,0.125,0.0501930501930501,0.1004366812227074,0.0581162324649298,0.09,0.0490196078431372,0.0526315789473684,0.0497512437810945,0.0517241379310344,0.1012658227848101,0.0545454545454545,0.0888888888888888,0.1270718232044199,0.1162790697674418,0.0303030303030303,0.7,0.3028169014084507,0.6046511627906976,0.6666666666666666,0.8076923076923077,0.0704225352112676,0.3,0.3,1.0,0.0070422535211267,0.2183098591549295,0.4838709677419355,0.5,1.0,0.4014084507042254,0.3859649122807017,0.3928571428571428,0.9545454545454546,0.5555555555555556,0.3,0.3333333333333333,0.1111111111111111,0.5,1.0,0.2777777777777778,0.4,0.5,0.4516129032258064,0.6428571428571429,0.1935483870967742,0.5,0.3225806451612903,0.1,0.9225352112676056,0.4,0.5848335714285713,0.5661153846153847,0.6261216666666666,0.0342465753424657,0.0862068965517241,0.0847457627118644,0.1807909604519774,2.966666666666666,25.525,0.2426693629929221,,1.0,,,,,,,,,,,,,,,,,,True,
1628372,1610612751,Dennis Smith Jr.,Dennis Smith Jr.,1628372,BKN,28019.0,467,-15.0,932,954,223.0,245.0,117.0,1886,42.0,66.0,9.0,11.0,10.0,18.0,4.0,22.0,14.0,9.0,19.0,2.0,4.0,,,5.0,25.0,,1.0,1.0,6.0,49.0,102.0,14.0,44.0,22.0,162.0,1052,9.0,11.0,2.0,5.0,6.0,30.0,10.0,25.0,1.0,6.0,9.0,32.0,44.0,54.0,36.0,6.0,8.0,,25.0,5.0,7.0,1.0,50.0,39.0,89.0,26.0,13.0,37.0,10.0,3.0,217.0,15.0,11.0,32.0,24.0,,56.0,26.0,82.0,4.0,31.0,16.0,15.0,16.0,4.0,12.0,16.0,2.0,4.0,,3.0,32.0,1.0,2.0,32.0,60.0,1.0,,4.0,6.0,,25.0,2.0,2.0,,29.0,11.0,3.0,6.0,2.0,,4.0,6.0,2.0,,31.0,222.0,7.0,2.0,0.4489795918367347,0.4888888888888889,0.8571428571428571,0.3181818181818182,0.4,0.1666666666666666,0.3181818181818182,0.4803921568627451,0.8181818181818182,0.4,0.4794520547945205,0.75,0.3709677419354839,0.5094339622641509,0.75,0.4444444444444444,0.3013698630136986,0.0227272727272727,0.0686274509803921,0.0757575757575757,0.0909090909090909,,0.04,17.883895131086142,0.5,,0.109090909090909,0.0464135021097046,0.1461187214611872,0.0684931506849315,0.1275626423690205,0.0570175438596491,0.0561797752808988,0.0606060606060606,,0.0718562874251497,0.0576923076923076,0.1125,0.1,0.125,0.1452513966480447,0.15,0.0547945205479452,0.3333333333333333,0.4520547945205479,0.6363636363636364,0.6885245901639344,0.4523809523809524,0.1506849315068493,0.1818181818181818,0.2,0.5,0.0958904109589041,0.1301369863013698,0.4736842105263157,0.4736842105263157,0.8888888888888888,0.1712328767123287,0.2,0.2083333333333333,0.8,0.6875,0.8181818181818182,0.3333333333333333,0.25,0.5,0.5,0.0625,,,0.5806451612903226,0.5555555555555556,,,0.1935483870967742,0.1666666666666666,0.7534246575342466,0.2,0.5600712328767122,0.6095,0.5554951612903227,0.0769230769230769,0.0990990990990991,0.1851851851851851,0.1975308641975308,5.3225490196078455,24.54545454545454,0.2392703862660944,,2.0,3.0,1.0,1.0,0.2142857142857142,0.2142857142857142,0.3333333333333333,0.0222222222222222,,,,,,,,,,,True,
1628969,1610612751,Mikal Bridges,Mikal Bridges,1628969,BKN,42116.0,702,-60.0,1443,1445,417.0,469.0,164.0,2888,47.0,75.0,6.0,8.0,19.0,32.0,36.0,79.0,30.0,17.0,44.0,1.0,5.0,2.0,11.0,30.0,84.0,,10.0,6.0,22.0,95.0,184.0,47.0,128.0,96.0,427.0,1689,12.0,20.0,1.0,15.0,4.0,31.0,36.0,63.0,8.0,33.0,50.0,146.0,92.0,98.0,120.0,21.0,6.0,,84.0,30.0,16.0,,37.0,43.0,80.0,21.0,22.0,20.0,15.0,2.0,203.0,15.0,8.0,41.0,37.0,2.0,80.0,24.0,104.0,2.0,24.0,16.0,8.0,32.0,5.0,20.0,14.0,3.0,12.0,1.0,3.0,46.0,7.0,14.0,10.0,23.0,,,,2.0,1.0,79.0,2.0,4.0,,115.0,35.0,17.0,9.0,5.0,,4.0,11.0,6.0,,145.0,411.0,1.0,13.0,0.4842105263157895,0.5,0.851063829787234,0.3671875,0.0666666666666666,0.2424242424242424,0.3671875,0.5163043478260869,0.6,0.5714285714285714,0.530448717948718,0.3857142857142857,0.5,0.5807799442896936,0.4189189189189189,0.5853658536585366,0.4102564102564102,,0.0869565217391304,0.12,0.0886075949367088,,,24.69362745098039,0.6956521739130435,0.0555555555555555,0.1033519553072625,0.0246913580246913,0.1246200607902735,0.04,0.1135371179039301,0.0329041487839771,0.0330578512396694,0.0285714285714285,,0.0413793103448275,0.0352941176470588,0.09375,0.0817610062893081,0.1690140845070422,0.1259259259259259,0.1186440677966101,0.0133333333333333,0.5454545454545454,0.2403846153846154,0.6266666666666667,0.7121212121212122,0.6382978723404256,0.2532051282051282,0.4556962025316455,0.5,0.3055555555555556,0.0961538461538461,0.141025641025641,0.3863636363636363,0.3863636363636363,1.0,0.2692307692307692,0.3571428571428571,0.3571428571428571,0.7666666666666667,0.2285714285714285,0.75,0.5,0.1428571428571428,0.2,1.0,0.2857142857142857,,,0.3333333333333333,0.59375,0.1145833333333333,0.1818181818181818,0.2291666666666666,0.2727272727272727,0.6506410256410257,0.3571428571428571,0.5187115384615385,0.4868725,0.506616666666667,0.1111111111111111,0.1658767772511848,0.072599531615925,0.3419203747072599,7.615760869565219,24.862499999999997,0.288981288981289,,8.0,12.0,,3.0,0.4,0.4,0.4166666666666667,0.0229007633587786,1.0,12.0,2.0,1.0,1.0,0.0232558139534883,,,,,True,
1629022,1610612751,Lonnie Walker IV,Lonnie Walker IV,1629022,BKN,24013.0,400,83.0,829,828,187.0,250.0,95.0,1657,31.0,48.0,2.0,3.0,6.0,11.0,8.0,20.0,22.0,18.0,28.0,1.0,1.0,4.0,7.0,32.0,83.0,4.0,8.0,3.0,12.0,45.0,90.0,50.0,111.0,27.0,267.0,931,2.0,7.0,5.0,9.0,5.0,24.0,8.0,19.0,7.0,19.0,8.0,45.0,44.0,46.0,120.0,30.0,2.0,,83.0,32.0,4.0,2.0,14.0,14.0,28.0,8.0,6.0,10.0,2.0,2.0,70.0,3.0,3.0,21.0,18.0,,39.0,6.0,45.0,2.0,20.0,16.0,4.0,14.0,1.0,5.0,12.0,1.0,9.0,3.0,3.0,26.0,2.0,3.0,13.0,23.0,3.0,,2.0,,,25.0,,2.0,,34.0,14.0,2.0,6.0,3.0,,3.0,6.0,3.0,,45.0,187.0,1.0,2.0,0.4888888888888889,0.5,0.8,0.4504504504504504,0.5555555555555556,0.3684210526315789,0.4504504504504504,0.5,0.2857142857142857,0.4210526315789473,0.5970149253731343,0.59375,0.4868421052631579,0.6209302325581395,0.631578947368421,0.5232558139534884,0.5522388059701493,0.018018018018018,0.0444444444444444,0.0208333333333333,0.15,0.0357142857142857,0.0120481927710843,25.61105207226355,0.5384615384615384,,0.0927835051546391,0.0175438596491228,0.1147540983606557,0.0154639175257731,0.1034482758620689,0.0164383561643835,0.0389610389610389,,,0.0133333333333333,0.0227272727272727,0.0675675675675675,0.108433734939759,0.1081081081081081,0.1052631578947368,0.1612903225806451,0.0204081632653061,0.5,0.2388059701492537,0.6458333333333334,0.6595744680851063,0.4838709677419355,0.099502487562189,0.4,0.4705882352941176,0.5,0.1094527363184079,0.1393034825870646,0.6428571428571429,0.6666666666666666,1.0,0.4129353233830846,0.3855421686746988,0.3902439024390244,0.6875,0.1875,0.6666666666666666,0.5,0.0625,1.0,1.0,0.5,0.5,0.75,0.2894736842105263,0.5454545454545454,0.1842105263157894,0.5714285714285714,0.3157894736842105,0.25,0.7910447761194029,0.3855421686746988,0.5433572139303482,0.50024,0.5445513157894738,0.0751173708920187,0.14,0.0898876404494382,0.1685393258426966,7.305555555555554,25.220720720720717,0.2255729794933655,,4.0,6.0,,2.0,0.2727272727272727,0.2727272727272727,0.5,0.0176991150442477,,,,,,,,,,,True,
1630549,1610612751,Day'Ron Sharpe,Day'Ron Sharpe,1630549,BKN,20286.0,338,50.0,694,693,206.0,243.0,102.0,1387,59.0,95.0,18.0,38.0,19.0,28.0,6.0,20.0,2.0,,,,,,,,3.0,,1.0,,,65.0,117.0,,3.0,30.0,160.0,763,19.0,42.0,,1.0,10.0,48.0,20.0,31.0,,,13.0,53.0,92.0,38.0,,,32.0,,3.0,,13.0,,19.0,9.0,28.0,7.0,2.0,10.0,6.0,3.0,65.0,16.0,48.0,40.0,39.0,7.0,86.0,65.0,151.0,13.0,11.0,6.0,5.0,13.0,,7.0,10.0,1.0,6.0,,,23.0,4.0,5.0,27.0,50.0,,,5.0,7.0,,40.0,6.0,,,48.0,26.0,2.0,17.0,11.0,,6.0,17.0,11.0,2.0,53.0,206.0,3.0,2.0,0.7076923076923077,0.9387755102040816,,,,,,0.5555555555555556,0.4523809523809524,0.6451612903225806,0.5416666666666666,0.4418604651162791,0.6451612903225806,0.5714285714285714,0.4705882352941176,0.6463414634146342,0.025,,0.1111111111111111,0.0947368421052631,0.2,,,19.926650366748166,0.5652173913043478,0.4375,0.2254335260115607,0.2594594594594595,0.2453987730061349,0.1151079136690647,0.2351190476190476,0.1975308641975308,0.2777777777777778,0.2409638554216867,0.2666666666666666,0.1150442477876106,0.1153846153846153,0.1052631578947368,0.2692307692307692,0.3157894736842105,0.2824427480916031,0.09375,0.3095238095238095,0.6470588235294118,0.7916666666666666,0.6210526315789474,0.686046511627907,0.6949152542372882,0.1666666666666666,0.3,0.375,0.8333333333333334,0.0166666666666666,,,,,0.025,,,,0.8837209302325582,0.4736842105263157,0.0555555555555555,,,,0.0232558139534883,,,0.9032258064516128,0.6785714285714286,,,,,0.8166666666666667,,0.5993516666666666,0.5775652777777779,0.6115064516129033,0.1884057971014492,0.1925925925925926,0.3,0.33125,2.6136752136752137,25.2,0.2968299711815562,,8.0,,1.0,,,,,,1.0,,,,,0.0416666666666666,2.0,2.0,,,True,
1630560,1610612751,Cam Thomas,Cam Thomas,1630560,BKN,38191.0,637,-73.0,1319,1310,307.0,342.0,169.0,2629,40.0,66.0,4.0,9.0,12.0,19.0,58.0,129.0,58.0,11.0,25.0,,3.0,2.0,6.0,34.0,107.0,6.0,11.0,4.0,23.0,122.0,253.0,45.0,132.0,111.0,490.0,1559,7.0,17.0,6.0,14.0,5.0,37.0,30.0,57.0,6.0,29.0,39.0,117.0,120.0,124.0,111.0,24.0,2.0,1.0,106.0,34.0,28.0,,24.0,27.0,51.0,20.0,7.0,17.0,7.0,,129.0,2.0,4.0,23.0,32.0,1.0,56.0,6.0,62.0,1.0,13.0,6.0,7.0,18.0,1.0,7.0,15.0,,11.0,2.0,8.0,33.0,5.0,6.0,21.0,41.0,2.0,,1.0,2.0,,93.0,2.0,4.0,,132.0,53.0,11.0,4.0,1.0,,3.0,4.0,,,115.0,305.0,3.0,8.0,0.4918032786885246,0.4958677685950413,0.8222222222222222,0.3409090909090909,0.4285714285714285,0.2068965517241379,0.3435114503816794,0.4822134387351778,0.4117647058823529,0.5263157894736842,0.4922077922077922,0.5161290322580645,0.4534883720930232,0.54627539503386,0.5441176470588235,0.5321100917431193,0.3428571428571428,,0.1106719367588932,0.1666666666666666,0.1240310077519379,,,31.3699536730642,0.5454545454545454,0.0294117647058823,0.1042345276872964,0.0123076923076923,0.0795847750865051,0.00625,0.0922818791946308,0.0093023255813953,0.0080645161290322,0.0206896551724137,,0.008130081300813,,0.1363636363636363,0.0694444444444444,0.1320754716981132,0.0897435897435897,0.0363636363636363,0.0053763440860215,,0.1714285714285714,0.6060606060606061,0.7272727272727273,0.475,0.335064935064935,0.4496124031007752,0.5132743362831859,0.5172413793103449,0.1506493506493506,0.0649350649350649,0.44,0.44,1.0,0.2779220779220779,0.3177570093457944,0.3177570093457944,0.7647058823529411,0.2903225806451613,0.4444444444444444,0.5,0.0967741935483871,,,0.3548387096774194,0.5454545454545454,1.0,0.2209302325581395,0.631578947368421,0.0697674418604651,0.3333333333333333,0.2674418604651162,0.1739130434782608,0.5142857142857142,0.320754716981132,0.4915220052083334,0.4727647058823528,0.4867,0.1319444444444444,0.1778523489932885,0.0755102040816326,0.2387755102040816,8.958893280632406,25.77651515151513,0.2327520849128127,,8.0,24.0,,4.0,0.4137931034482758,0.4210526315789473,0.4583333333333333,0.0298507462686567,,6.0,,,,,,,2.0,0.0172413793103448,True,
203915,1610612751,Spencer Dinwiddie,Spencer Dinwiddie,203915,BKN,32158.0,536,-23.0,1106,1098,267.0,322.0,124.0,2204,28.0,45.0,2.0,5.0,2.0,4.0,18.0,46.0,9.0,7.0,19.0,,1.0,2.0,4.0,28.0,91.0,1.0,8.0,5.0,19.0,47.0,100.0,35.0,110.0,54.0,253.0,1311,3.0,7.0,1.0,9.0,5.0,14.0,7.0,16.0,7.0,23.0,24.0,59.0,18.0,76.0,60.0,45.0,2.0,2.0,89.0,28.0,6.0,,48.0,60.0,108.0,41.0,19.0,36.0,9.0,3.0,276.0,4.0,5.0,20.0,26.0,,46.0,9.0,55.0,2.0,17.0,16.0,1.0,12.0,4.0,10.0,13.0,2.0,2.0,1.0,1.0,25.0,5.0,4.0,14.0,31.0,,,,5.0,,47.0,,2.0,,72.0,31.0,5.0,1.0,,,1.0,1.0,1.0,,57.0,261.0,4.0,3.0,0.1914893617021276,0.1956521739130435,0.5714285714285714,0.3181818181818182,0.1111111111111111,0.3043478260869565,0.324074074074074,0.47,0.4285714285714285,0.4375,0.4738095238095238,0.28125,0.4487179487179487,0.5292887029288703,0.3684210526315789,0.5673076923076923,0.5238095238095238,,0.06,0.0444444444444444,0.0869565217391304,,,21.136909527622095,0.48,,0.0935251798561151,0.0194552529182879,0.0766283524904214,0.0142348754448398,0.085343228200371,0.0167286245353159,0.0306122448979591,0.0168067226890756,,0.018018018018018,,0.1333333333333333,0.0608695652173913,0.0862068965517241,0.0684931506849315,0.119047619047619,0.0168067226890756,1.0,0.2142857142857142,0.6222222222222222,0.6511627906976745,0.25,0.219047619047619,0.391304347826087,0.4285714285714285,0.1111111111111111,0.0428571428571428,0.0904761904761904,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.4333333333333333,0.3076923076923077,0.3076923076923077,0.5357142857142857,0.3125,0.4,0.5,0.0625,,,0.5,0.125,1.0,0.1025641025641025,0.5,0.1025641025641025,0.5,0.4871794871794871,0.2631578947368421,0.7380952380952381,0.3146067415730337,0.5173913461538462,0.54346875,0.5048418918918919,0.1452991452991453,0.2540983606557377,0.0553359683794466,0.233201581027668,5.899,26.162727272727267,0.2414104882459312,,9.0,1.0,,3.0,0.1111111111111111,0.1111111111111111,,0.0267857142857142,,,,,,,,,1.0,,True,
1629661,1610612751,Cameron Johnson,Cameron Johnson,1629661,BKN,19926.0,332,51.0,690,667,169.0,200.0,86.0,1357,21.0,25.0,1.0,1.0,9.0,11.0,9.0,22.0,13.0,10.0,23.0,,3.0,4.0,9.0,17.0,59.0,1.0,6.0,5.0,15.0,37.0,60.0,27.0,82.0,13.0,168.0,768,3.0,5.0,1.0,9.0,2.0,11.0,12.0,18.0,9.0,24.0,3.0,54.0,50.0,24.0,72.0,9.0,,,59.0,17.0,2.0,2.0,13.0,22.0,35.0,13.0,9.0,8.0,4.0,1.0,92.0,9.0,2.0,25.0,23.0,2.0,50.0,11.0,61.0,,10.0,9.0,1.0,8.0,1.0,3.0,2.0,1.0,5.0,,,10.0,1.0,2.0,13.0,21.0,,,2.0,,,29.0,1.0,2.0,1.0,21.0,10.0,2.0,2.0,1.0,,1.0,2.0,2.0,,54.0,167.0,2.0,1.0,0.6756756756756757,0.6756756756756757,0.8888888888888888,0.3292682926829268,0.1111111111111111,0.375,0.3292682926829268,0.6166666666666667,0.6,0.6666666666666666,0.545774647887324,0.3214285714285714,0.6071428571428571,0.5533333333333333,0.3666666666666666,0.6,0.5774647887323944,0.024390243902439,0.0333333333333333,,0.0909090909090909,0.0434782608695652,0.0169491525423728,20.28061224489796,0.8,0.1333333333333333,0.1411042944785276,0.0137931034482758,0.1773049645390071,0.046875,0.1578947368421052,0.0326409495548961,0.0196078431372549,0.0138888888888888,,0.046979865771812,0.0465116279069767,0.2153846153846154,0.0985915492957746,0.074074074074074,0.1610169491525423,0.2608695652173913,,1.0,0.176056338028169,0.84,0.84,0.6666666666666666,0.1549295774647887,0.4090909090909091,0.45,0.8888888888888888,0.0915492957746478,0.1619718309859155,0.4347826086956521,0.4545454545454545,1.0,0.4154929577464789,0.288135593220339,0.293103448275862,0.8235294117647058,0.0714285714285714,1.0,,0.2142857142857142,,,0.4285714285714285,0.1666666666666666,,0.2619047619047619,0.8181818181818182,0.2142857142857142,0.4444444444444444,0.3571428571428571,0.3333333333333333,0.7535211267605634,0.288135593220339,0.525125352112676,0.4867375,0.5256523809523809,0.0675675675675675,0.1515151515151515,0.0654761904761904,0.3214285714285714,7.478333333333333,25.368292682926832,0.244927536231884,,4.0,7.0,1.0,,0.5384615384615384,0.5384615384615384,0.4285714285714285,,,2.0,,,,,,,,,True,
