EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Usage,ShootingFouls,Fouls,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,LostBallSteals,Charge Fouls,TwoPtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PtsUnassisted3s,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,Corner3Assists,SelfOReb,StepOutOfBoundsTurnovers,Travels,Transition Take Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Transition Take Fouls Drawn,BlockedLongMidRange,3SecondViolations,PenaltyCorner3Accuracy,Technical Free Throw Trips,Clear Path Fouls,BlockedArc3,Corner3PctBlocked,OffensiveGoaltends
1628370,1610612758,Malik Monk,Malik Monk,1628370,SAC,101.0,2.0,-5.0,3.0,3,6,5.0,1.0,1.0,1.0,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628989,1610612758,Kevin Huerter,Kevin Huerter,1628989,SAC,86.0,1.0,-5.0,3.0,3,6,5.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630558,1610612758,Davion Mitchell,Davion Mitchell,1630558,SAC,1672.0,28.0,-11.0,55.0,54,109,63.0,,,4.0,17.64705882352941,,,20.0,29.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,7.0,2.0,9.0,2.0,3.0,4.0,20.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,19.0,1.0,1.0,1.0,0.2,0.16666666666666666,0.3125,0.25,0.5,0.16666666666666666,1.0,0.3333333333333333,0.0625,0.14285714285714285,0.043478260869565216,0.07692307692307693,0.2222222222222222,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5511416666666666,0.46640000000000004,0.54525,0.4,0.6,6.44,24.5,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641771,1610612758,Jalen Slawson,Jalen Slawson,1641771,SAC,2217.0,37.0,-6.0,74.0,74,148,85.0,1.0,2.0,2.0,8.88888888888889,4.0,8.0,38.0,49.0,12.0,3.0,3.0,,1.0,,2.0,,,4.0,4.0,2.0,,8.0,,,,,,,4.0,6.0,2.0,1.0,1.0,2.0,1.0,,,5.0,,,3.0,6.0,1.0,7.0,,,,,2.0,1.0,,,,4.0,37.0,,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,,1.0,0.3333333333333333,,,0.15789473684210525,,0.16129032258064516,0.030303030303030304,,,0.5,1.0,1.0,0.6666666666666666,0.16666666666666666,,0.3333333333333333,,,,0.8333333333333334,0.5943416666666667,,0.5771999999999999,,0.5,3.725,25.65,0.5135135135135135,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.07142857142857142,0.16666666666666666,0.2,0.2222222222222222,0.3333333333333333,0.2,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201580,1610612758,JaVale McGee,JaVale McGee,201580,SAC,1018.0,17.0,6.0,35.0,36,71,40.0,,2.0,3.0,32.55813953488372,1.0,3.0,16.0,22.0,5.0,4.0,6.0,2.0,3.0,,,,,5.0,9.0,,2.0,12.0,3.0,,,2.0,,,4.0,8.0,,3.0,,3.0,,2.0,1.0,6.0,2.0,,,6.0,3.0,9.0,1.0,,1.0,,1.0,2.0,,4.0,,4.0,16.0,,0.8,1.0,0.5555555555555556,0.5555555555555556,0.5454545454545454,0.3333333333333333,1.0,,0.3333333333333333,,,0.2857142857142857,0.26666666666666666,0.2,0.4,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,,,0.6666666666666666,,,0.6666666666666666,0.6335444444444445,0.6594,0.5911,0.16666666666666666,0.3333333333333333,2.988888888888889,,0.45714285714285713,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,4.0,2.0,2.0,1.0,1.0,2.0,,2.0,,1.0,1.0,0.6666666666666666,0.125,0.5714285714285714,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.2,0.5,1.0,0.5,0.18181818181818182,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641732,1610612758,Colby Jones,Colby Jones,1641732,SAC,1992.0,33.0,-1.0,67.0,66,133,75.0,,1.0,2.0,24.096385542168676,1.0,4.0,38.0,48.0,12.0,4.0,4.0,2.0,7.0,2.0,3.0,1.0,1.0,11.0,13.0,5.0,2.0,24.0,3.0,1.0,,6.0,2.0,2.0,22.0,10.0,3.0,2.0,2.0,4.0,2.0,2.0,,10.0,3.0,,1.0,2.0,4.0,6.0,1.0,1.0,,,1.0,2.0,,3.0,,22.0,37.0,,0.45454545454545453,0.625,0.8461538461538461,0.6111111111111112,0.6666666666666666,0.75,0.8461538461538461,0.2777777777777778,0.5,,0.07142857142857142,0.15789473684210525,0.038461538461538464,0.125,0.21428571428571427,,0.2222222222222222,1.0,1.0,0.5,0.3888888888888889,0.1111111111111111,0.16666666666666666,0.5,0.25,0.07692307692307693,0.5,0.5073666666666667,0.5358,0.5184461538461538,0.25,0.9166666666666666,6.538461538461538,25.540000000000003,0.5671641791044776,4.0,4.0,6.0,10.0,11.0,12.0,,1.0,,1.0,,,,1.0,,1.0,2.0,0.9090909090909091,0.7692307692307693,0.25,0.07692307692307693,,,,0.3333333333333333,,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.3076923076923077,1.0,2.0,3.0,6.0,,,1.0,1.0,,1.0,0.75,0.14285714285714285,,,1.0,0.05555555555555555,0.07692307692307693,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.1111111111111111,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628426,1610612758,Sasha Vezenkov,Sasha Vezenkov,1628426,SAC,498.0,8.0,2.0,16.0,16,32,19.0,,,,35.0,1.0,1.0,8.0,15.0,3.0,1.0,1.0,1.0,3.0,,3.0,,1.0,2.0,4.0,3.0,,7.0,1.0,,,2.0,1.0,,,2.0,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,8.0,,0.5,1.0,0.5,0.5,0.5,1.0,,0.42857142857142855,,,,,,0.125,,,0.14285714285714285,1.0,1.0,,0.42857142857142855,,0.42857142857142855,1.0,,0.5,0.5714285714285714,0.45637857142857147,0.4922,0.48595,0.2857142857142857,,5.3500000000000005,25.3,0.5,,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,0.2,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,1.0,,,1.0,1.0,2.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630537,1610612758,Chris Duarte,Chris Duarte,1630537,SAC,484.0,8.0,-9.0,16.0,15,31,22.0,,,,15.789473684210526,,,11.0,10.0,3.0,,,,,,2.0,,1.0,,,2.0,1.0,4.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,2.0,1.0,1.0,10.0,1.0,,,,0.75,0.6666666666666666,,0.25,1.0,,,,,0.125,,,,,,,,,,1.0,,,1.0,1.0,0.5103,,0.55635,,0.25,,26.3,0.6875,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,0.5,0.5,0.5,0.5,,0.5,3.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630556,1610612758,Kessler Edwards,Kessler Edwards,1630556,SAC,2116.0,35.0,-1.0,71.0,71,142,80.0,,,1.0,13.793103448275863,3.0,3.0,38.0,49.0,12.0,1.0,2.0,2.0,1.0,,5.0,1.0,3.0,2.0,3.0,8.0,,10.0,2.0,1.0,,5.0,4.0,,3.0,2.0,5.0,2.0,,2.0,,1.0,1.0,4.0,1.0,,1.0,4.0,2.0,6.0,1.0,1.0,,,,1.0,,,,3.0,37.0,,0.5,1.0,0.6666666666666666,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.375,0.7272727272727273,1.0,,0.058823529411764705,0.05263157894736842,0.13793103448275862,0.06060606060606061,,0.16666666666666666,0.18181818181818182,0.5,0.5,,0.09090909090909091,,0.45454545454545453,0.6666666666666666,0.3333333333333333,0.75,0.9090909090909091,0.5204045454545454,0.6004,0.4915875,0.5,0.3,4.466666666666667,25.049999999999997,0.5352112676056338,,,1.0,,,2.0,,1.0,3.0,,,,,,,,,,0.375,,0.07142857142857142,0.25,0.2,,,0.2,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,0.5,0.8333333333333334,,0.5,,0.5,,,,3.0,1.0,,,,,,,0.2727272727272727,0.25,2.0,2.0,6.0,2.0,1.0,0.25,0.25,0.4,0.4,1.0,0.4,,1.0,1.0,1.0,1.0,1.0,0.25,0.2,1.0,1.0,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630196,1610612758,Filip Petrusev,Filip Petrusev,1630196,SAC,397.0,7.0,3.0,13.0,14,27,11.0,,,,23.076923076923077,,1.0,12.0,12.0,,,,,2.0,,,,,1.0,2.0,,1.0,3.0,,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,3.0,12.0,,1.0,1.0,0.5,0.5,0.5,,0.5,,,,,,,,,,,,,,1.0,,,,,,,0.4359,,0.4359,,1.0,12.5,,0.9230769230769231,,,1.0,1.0,2.0,,,,,,,,,,,,,0.5,0.5,,,,,,,,0.5,0.5,1.0,,,,,,,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
