EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Charge Fouls,Loose Ball Fouls,Technical Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,AtRimPctBlocked,OffFTReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Transition Take Fouls,Transition Take Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,BlockedCorner3,Corner3PctBlocked,HeaveMakes,Clear Path Fouls,3pt And 1 Free Throw Trips,3SecondViolations
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,3721.0,62,21.0,127,123,37,67,11.0,250,10.0,11.0,3.0,3.0,4.0,5.0,2.0,6.0,3.0,4.0,11.0,2.0,5.0,12.0,17.0,4.0,14.0,12.0,48.0,156,3.0,3.0,6.0,4.0,5.0,2.0,5.0,3.0,17.0,8.0,16.0,9.0,3.0,6.0,11.0,4.0,1.0,4.0,3.0,7.0,3.0,3.0,1.0,17.0,3.0,4.0,1.0,5.0,3.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,8.0,10.0,16.0,4.0,10.0,1.0,1.0,1.0,17.0,36,1.0,0.3333333333333333,0.4444444444444444,0.75,0.2857142857142857,0.4,0.2857142857142857,0.7058823529411765,1.0,0.8,0.5806451612903226,1.0,0.7,0.6486486486486487,1.0,0.7083333333333334,0.45161290322580644,0.058823529411764705,0.16666666666666666,27.73722627737226,0.05263157894736842,0.11538461538461539,0.13793103448275862,0.10416666666666667,0.06666666666666667,0.16666666666666666,0.125,0.1111111111111111,0.13043478260869565,0.16666666666666666,0.14285714285714285,0.3548387096774194,0.9090909090909091,0.9090909090909091,0.4,0.1935483870967742,0.3333333333333333,0.4,0.0967741935483871,0.3548387096774194,0.36363636363636365,0.36363636363636365,0.75,1.0,1.0,0.5,0.8,0.5,0.4,0.8064516129032258,0.36363636363636365,0.5633483870967742,0.6423,0.5598449999999999,0.2702702702702703,0.43478260869565216,0.125,0.3541666666666667,3.682352941176471,25.957142857142856,0.29133858267716534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,17999.0,300,47.0,642,634,255,264,79.0,1276,11.0,17.0,,,6.0,9.0,4.0,14.0,4.0,12.0,36.0,2.0,12.0,16.0,36.0,14.0,40.0,14.0,88.0,716,,1.0,10.0,6.0,15.0,4.0,14.0,6.0,30.0,24.0,8.0,30.0,12.0,,36.0,12.0,2.0,18.0,7.0,25.0,5.0,10.0,6.0,57.0,,13.0,10.0,26.0,4.0,30.0,1.0,14.0,8.0,3.0,6.0,10.0,13.0,17.0,16.0,20.0,6.0,10.0,3.0,1.0,3.0,30.0,253,1.0,0.75,0.75,0.7142857142857143,0.35,0.2857142857142857,0.35,0.4444444444444444,,0.4,0.4868421052631579,0.6428571428571429,0.41379310344827586,0.5301204819277109,0.625,0.46875,0.5263157894736842,0.05555555555555555,0.14285714285714285,12.827586206896552,0.07936507936507936,,0.09352517985611511,0.08679245283018867,0.01486988847583643,,,0.07272727272727272,0.10909090909090909,0.034482758620689655,0.022727272727272728,0.2236842105263158,0.6470588235294118,0.6470588235294118,0.8181818181818182,0.18421052631578946,0.2857142857142857,0.3333333333333333,0.05263157894736842,0.47368421052631576,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,0.3103448275862069,0.6666666666666666,0.41379310344827586,0.16666666666666666,0.75,0.3333333333333333,0.5083092105263157,0.46322,0.5135948275862069,0.125,0.25,0.11363636363636363,0.3409090909090909,6.7638888888888875,26.9,0.397196261682243,1.0,5.0,2.0,2.0,2.0,3.0,6.0,3.0,6.0,1.0,2.0,2.0,4.0,3.0,6.0,4.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,0.5,0.4,0.13636363636363635,0.03225806451612903,0.02830188679245283,0.05555555555555555,0.07692307692307693,0.10526315789473684,0.6666666666666666,0.75,0.06578947368421052,0.2,0.2,0.5,0.5,1.0,0.8571428571428571,0.5,1.0,0.06896551724137931,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1627863,1610612755,Danuel House Jr.,Danuel House Jr.,1627863,PHI,6659.0,111,-12.0,243,238,110,113,27.0,481,7.0,7.0,1.0,1.0,3.0,3.0,1.0,6.0,5.0,3.0,11.0,1.0,7.0,8.0,13.0,6.0,16.0,16.0,50.0,269,1.0,1.0,6.0,3.0,3.0,2.0,8.0,8.0,20.0,12.0,4.0,15.0,3.0,2.0,10.0,3.0,2.0,6.0,4.0,10.0,3.0,5.0,,24.0,1.0,4.0,3.0,9.0,3.0,12.0,,2.0,1.0,1.0,2.0,7.0,6.0,9.0,14.0,22.0,2.0,11.0,1.0,1.0,1.0,18.0,109,1.0,0.75,0.8571428571428571,0.8333333333333334,0.375,0.25,0.4,0.6153846153846154,1.0,1.0,0.5862068965517241,1.25,0.5454545454545454,0.6410256410256411,1.5,0.5882352941176471,0.5517241379310345,0.15384615384615385,0.3333333333333333,16.974169741697416,0.07692307692307693,0.01694915254237288,0.08333333333333333,0.08045977011494253,0.027777777777777776,,0.027777777777777776,0.05263157894736842,0.07692307692307693,0.1111111111111111,,0.2413793103448276,1.0,1.0,0.7142857142857143,0.20689655172413793,0.16666666666666666,0.25,0.1724137931034483,0.3793103448275862,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.5,1.0,0.2727272727272727,1.0,0.6363636363636364,0.14285714285714285,0.7931034482758621,0.3,0.5247185185185185,0.606575,0.5426,0.2894736842105263,0.5,0.12,0.4,3.923076923076923,27.799999999999997,0.45267489711934156,,,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,,,1.0,,4.0,,1.0,,1.0,1.0,,1.0,,1.0,0.7142857142857143,0.25,0.04081632653061224,0.023809523809523808,0.14285714285714285,,0.25,1.0,1.0,,,,0.6,0.6,1.0,,,,0.09090909090909091,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1628964,1610612755,Mo Bamba,Mo Bamba,1628964,PHI,4717.0,79,14.0,178,173,63,103,27.0,351,14.0,21.0,5.0,10.0,5.0,7.0,1.0,2.0,1.0,5.0,8.0,,2.0,17.0,25.0,5.0,9.0,8.0,57.0,202,5.0,10.0,15.0,6.0,8.0,,2.0,4.0,16.0,26.0,8.0,15.0,,6.0,8.0,5.0,3.0,3.0,2.0,5.0,2.0,3.0,,12.0,9.0,4.0,7.0,18.0,11.0,29.0,1.0,1.0,1.0,,6.0,7.0,7.0,12.0,6.0,11.0,2.0,6.0,4.0,1.0,4.0,16.0,63,1.0,0.7647058823529411,0.9285714285714286,1.0,0.5555555555555556,,0.5555555555555556,0.68,0.5,0.75,0.7205882352941176,0.5,0.6,0.75,0.5769230769230769,0.6666666666666666,0.2647058823529412,0.12,,21.5311004784689,0.25925925925925924,0.23076923076923078,0.125,0.1864406779661017,0.13333333333333333,0.35,0.13333333333333333,0.25,0.15384615384615385,,0.125,0.6176470588235294,0.6666666666666666,0.7777777777777778,0.7142857142857143,0.058823529411764705,0.5,0.5,0.029411764705882353,0.23529411764705882,0.625,0.625,1.0,1.0,0.5,0.7,0.7142857142857143,0.2,,0.8823529411764706,0.625,0.5965647058823529,0.7019333333333334,0.6174850000000001,0.15789473684210525,0.20689655172413793,0.2631578947368421,0.2807017543859649,3.036,25.922222222222224,0.3539325842696629,2.0,2.0,,,,,,,,5.0,,,1.0,7.0,,1.0,1.0,1.0,,1.0,,3.0,2.0,,,,,3.0,3.0,,,0.14285714285714285,0.7,0.027777777777777776,0.034482758620689655,,0.3333333333333333,0.16666666666666666,0.75,1.0,0.058823529411764705,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.125,1.0,0.2,,,,,,True,,,,,,,,,,,,,,,
202694,1610612755,Marcus Morris Sr.,Marcus Morris Sr.,202694,PHI,2339.0,39,-17.0,83,79,35,12,10.0,162,,1.0,,,,1.0,,4.0,1.0,,4.0,,2.0,1.0,9.0,,5.0,3.0,5.0,101,,,,,2.0,,3.0,2.0,2.0,,2.0,,,,4.0,,,,,,,,,,,1.0,3.0,5.0,,5.0,,,,,1.0,4.0,1.0,1.0,2.0,3.0,,,1.0,,1.0,2.0,35,,,,,,,,0.1111111111111111,,,0.07142857142857142,,,0.13333333333333333,,0.16666666666666666,0.35714285714285715,,,20.652173913043477,0.15,,0.08333333333333333,0.125,,,,0.1111111111111111,,0.25,,0.07142857142857142,,,,0.2857142857142857,,,0.07142857142857142,0.2857142857142857,,,,,,0.2,,0.4,,0.42857142857142855,,0.42666785714285715,,0.42111,,,,0.4,13.011111111111113,25.82,0.42168674698795183,1.0,4.0,,,1.0,,,,,,,,,1.0,,3.0,3.0,,,1.0,,,,,,,1.0,1.0,,1.0,,0.75,1.0,,,,0.2222222222222222,,,,0.2857142857142857,0.25,0.25,,,,,,,0.2,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,3970.0,66,33.0,135,125,33,47,18.0,260,9.0,12.0,,,1.0,1.0,3.0,11.0,,2.0,12.0,,5.0,13.0,25.0,2.0,12.0,8.0,40.0,136,1.0,2.0,2.0,1.0,2.0,,5.0,2.0,4.0,12.0,14.0,,6.0,2.0,12.0,2.0,1.0,5.0,6.0,11.0,4.0,3.0,1.0,28.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,1.0,,,1.0,2.0,2.0,4.0,4.0,8.0,1.0,2.0,1.0,,1.0,2.0,31,1.0,0.46153846153846156,0.5,,0.16666666666666666,,0.16666666666666666,0.52,0.5,0.5,0.43243243243243246,0.5,0.14285714285714285,0.47435897435897434,0.5,0.25,0.32432432432432434,0.04,0.09090909090909091,26.451612903225804,0.06896551724137931,0.05,0.06666666666666667,0.06779661016949153,0.03125,,0.10526315789473684,0.18181818181818182,0.07692307692307693,,0.1,0.32432432432432434,0.75,0.75,0.5555555555555556,0.2972972972972973,0.2727272727272727,0.3,,0.32432432432432434,0.16666666666666666,0.16666666666666666,,,,0.14285714285714285,1.0,0.7142857142857143,,0.6486486486486487,0.16666666666666666,0.5198067567567566,0.4733,0.48031428571428564,0.05263157894736842,0.07692307692307693,0.05,0.1,5.736000000000001,27.525000000000002,0.24444444444444444,1.0,2.0,,,,,,,,,2.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,0.5,,,,,,,1.0,0.3333333333333333,0.05405405405405406,0.5,0.5,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1630231,1610612755,KJ Martin,KJ Martin,1630231,PHI,9683.0,161,48.0,352,347,163,162,43.0,699,22.0,34.0,2.0,2.0,9.0,10.0,3.0,4.0,2.0,,2.0,,2.0,25.0,38.0,1.0,4.0,8.0,61.0,396,2.0,2.0,8.0,11.0,13.0,,2.0,6.0,28.0,42.0,8.0,3.0,,2.0,2.0,,6.0,8.0,7.0,15.0,7.0,7.0,,37.0,2.0,11.0,3.0,16.0,5.0,21.0,,7.0,2.0,1.0,5.0,6.0,10.0,21.0,13.0,18.0,4.0,9.0,2.0,1.0,2.0,28.0,163,5.0,0.84,0.875,1.0,0.25,,0.25,0.6578947368421053,1.0,0.8461538461538461,0.6309523809523809,1.1666666666666667,0.7333333333333333,0.6224489795918368,1.0,0.7,0.09523809523809523,0.15789473684210525,0.25,13.715710723192021,0.05555555555555555,0.02666666666666667,0.14473684210526316,0.1076923076923077,0.036231884057971016,0.06060606060606061,,0.06896551724137931,0.15873015873015872,0.07692307692307693,,0.8095238095238095,0.6470588235294118,0.7586206896551724,0.8181818181818182,0.09523809523809523,0.75,1.0,0.047619047619047616,0.047619047619047616,,,,0.6666666666666666,1.0,0.6666666666666666,0.9,0.13333333333333333,,0.9047619047619048,,0.618570238095238,0.5660166666666667,0.60707,0.19148936170212766,0.20930232558139536,0.13114754098360656,0.45901639344262296,2.381578947368421,24.4,0.4630681818181818,,,1.0,,,,,1.0,1.0,1.0,,1.0,3.0,2.0,5.0,1.0,,2.0,1.0,,1.0,4.0,2.0,,,2.0,2.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.125,0.047619047619047616,0.057692307692307696,,0.05,,0.5,1.0,,,,0.5,0.5,1.0,,,,,,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,,,0.14705882352941177,,,0.5,,,,,,True,,,,,,,,,,,,,,,
1630194,1610612755,Paul Reed,Paul Reed,1630194,PHI,5883.0,98,36.0,207,209,61,54,28.0,416,10.0,13.0,3.0,6.0,3.0,3.0,3.0,11.0,2.0,4.0,5.0,1.0,2.0,14.0,26.0,5.0,7.0,5.0,48.0,212,3.0,7.0,6.0,4.0,4.0,1.0,2.0,3.0,14.0,14.0,14.0,12.0,3.0,4.0,5.0,4.0,1.0,4.0,1.0,5.0,,3.0,,11.0,7.0,14.0,7.0,22.0,14.0,36.0,2.0,6.0,3.0,,1.0,4.0,7.0,9.0,6.0,7.0,1.0,4.0,3.0,1.0,3.0,14.0,61,,0.5,0.5833333333333334,0.8,0.7142857142857143,0.5,0.7142857142857143,0.5384615384615384,0.42857142857142855,1.0,0.6515151515151515,0.42857142857142855,0.9166666666666666,0.6666666666666666,0.42857142857142855,0.875,0.21212121212121213,0.038461538461538464,0.09090909090909091,16.80672268907563,0.175,0.14,0.30434782608695654,0.2441860465116279,0.13186813186813187,0.35714285714285715,0.07142857142857142,0.16666666666666666,0.2777777777777778,0.4,0.15384615384615385,0.3939393939393939,0.7692307692307693,0.7692307692307693,0.6,0.3333333333333333,0.2727272727272727,0.3,0.06060606060606061,0.15151515151515152,0.8,0.8,0.75,0.8571428571428571,0.5,0.5,1.0,0.3333333333333333,0.5,0.6060606060606061,0.8,0.522210606060606,0.5726,0.5845083333333333,0.1111111111111111,0.13793103448275862,0.125,0.2916666666666667,5.192307692307692,25.042857142857144,0.2946859903381642,1.0,2.0,1.0,,,,,,,,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,,2.0,1.0,,,,,,2.0,2.0,,,0.75,0.2,0.12195121951219512,0.1111111111111111,0.2,0.15789473684210525,0.3333333333333333,0.6666666666666666,,0.06060606060606061,0.5,0.5,0.5,0.5,1.0,,,,,,,,,,,,2.0,,,,,,,0.18181818181818182,1.0,,,,,,,True,,,,,,,,,,,,,,,
1630531,1610612755,Jaden Springer,Jaden Springer,1630531,PHI,8258.0,138,11.0,289,291,121,147,31.0,580,10.0,17.0,2.0,3.0,5.0,6.0,4.0,14.0,4.0,2.0,9.0,1.0,2.0,15.0,34.0,3.0,13.0,10.0,49.0,340,2.0,4.0,7.0,6.0,15.0,1.0,3.0,1.0,16.0,14.0,16.0,6.0,3.0,4.0,9.0,2.0,5.0,12.0,7.0,19.0,6.0,8.0,4.0,45.0,3.0,12.0,5.0,17.0,7.0,24.0,2.0,10.0,5.0,2.0,6.0,11.0,6.0,16.0,17.0,14.0,2.0,7.0,3.0,1.0,3.0,16.0,121,5.0,0.4666666666666667,0.5384615384615384,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.4411764705882353,0.5,0.4,0.4148936170212766,0.5,0.4166666666666667,0.46226415094339623,0.5,0.4,0.2765957446808511,0.14705882352941177,0.21428571428571427,19.814241486068113,0.0847457627118644,0.047619047619047616,0.19672131147540983,0.14166666666666666,0.0603448275862069,0.13043478260869565,,,0.22916666666666666,0.07692307692307693,0.08333333333333333,0.3617021276595745,0.5882352941176471,0.6666666666666666,0.5,0.2978723404255319,0.2857142857142857,0.36363636363636365,0.0851063829787234,0.19148936170212766,0.2222222222222222,0.2222222222222222,0.5,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.1111111111111111,0.5,0.6382978723404256,0.2222222222222222,0.554509574468085,0.61755,0.5891944444444444,0.1346153846153846,0.1794871794871795,0.14285714285714285,0.32653061224489793,5.705882352941176,25.246153846153845,0.4186851211072664,1.0,3.0,1.0,,1.0,1.0,3.0,1.0,3.0,,1.0,,4.0,,5.0,5.0,3.0,,2.0,1.0,3.0,5.0,2.0,,,4.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.45454545454545453,,0.07547169811320754,0.06976744186046512,0.1,0.12,0.2222222222222222,0.3333333333333333,0.25,0.06382978723404255,0.3333333333333333,0.3333333333333333,0.25,0.25,1.0,0.42857142857142855,0.3333333333333333,1.0,0.05555555555555555,,,,,,,,,1.0,,,,,0.11764705882352941,,1.0,,,,,,,True,,,,,,,,,,,,,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,5130.0,86,-8.0,176,176,90,80,19.0,352,11.0,15.0,2.0,2.0,9.0,10.0,4.0,10.0,,5.0,12.0,3.0,8.0,23.0,35.0,5.0,12.0,42.0,103.0,200,3.0,4.0,19.0,17.0,21.0,3.0,8.0,19.0,62.0,22.0,24.0,12.0,3.0,2.0,12.0,5.0,1.0,6.0,2.0,8.0,1.0,5.0,1.0,18.0,3.0,3.0,11.0,17.0,5.0,22.0,,2.0,1.0,4.0,5.0,11.0,2.0,5.0,26.0,45.0,4.0,19.0,2.0,1.0,2.0,62.0,89,1.0,0.4782608695652174,0.5,0.8,0.4166666666666667,0.375,0.4166666666666667,0.6571428571428571,0.75,0.8095238095238095,0.648936170212766,0.9,0.7413793103448276,0.7575757575757576,0.8636363636363636,0.8157894736842105,0.2553191489361702,0.02857142857142857,,39.89637305699482,0.25,0.07894736842105263,0.07692307692307693,0.1686746987951807,0.06666666666666667,0.08333333333333333,0.09090909090909091,0.1875,0.1,,,0.3191489361702128,0.7333333333333333,0.7857142857142857,0.5454545454545454,0.2127659574468085,0.4,0.4,,0.2553191489361702,0.4166666666666667,0.4166666666666667,0.8,0.4,1.0,0.3448275862068966,0.9,0.27586206896551724,0.375,0.574468085106383,0.4166666666666667,0.5004925531914893,0.463725,0.5060741379310345,0.3064516129032258,0.38,0.18446601941747573,0.6019417475728155,8.457142857142859,27.316666666666663,0.5113636363636364,8.0,10.0,,,,1.0,1.0,1.0,1.0,10.0,1.0,,2.0,3.0,1.0,6.0,2.0,,4.0,,,3.0,,,1.0,,4.0,1.0,1.0,4.0,1.0,0.5454545454545454,0.75,0.05405405405405406,0.058823529411764705,,0.2727272727272727,0.3333333333333333,0.5,0.25,0.2127659574468085,0.8,0.8,,,,0.2,1.0,1.0,,,,,,,,,,1.0,1.0,3.0,,,0.06666666666666667,,0.5,,1.0,,,,,True,,,,,,,,,,,,,,,
