EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,PenaltyFG2A,ThreePtAssists,Arc3Assists,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,OffRebounds,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,SelfOReb,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Blocked3s,BlockedCorner3,BlockedShortMidRange,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,Offensive Fouls,DefLongMidRangeReboundPct,SecondChanceCorner3Frequency,on,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,Transition Take Fouls Drawn,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedArc3,Clear Path Fouls,Transition Take Fouls,3pt And 1 Free Throw Trips,OffensiveGoaltends
1628420,1610612750,Monte Morris,Monte Morris,1628420,MIN,563.0,9,13.0,20,19,8,9,4.0,39,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,8.0,17.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,0.5,0.5,1.0,0.25,0.25,0.6666666666666666,0.5,0.5714285714285714,0.5714285714285714,32.0,1.0,0.14285714285714285,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,0.25,0.25,1.0,1.0,1.0,0.7142857142857143,0.25,0.5052428571428571,0.4953,0.14285714285714285,0.3333333333333333,9.0,25.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629162,1610612750,Jordan McLaughlin,Jordan McLaughlin,1629162,MIN,783.0,13,-6.0,28,24,14,16,1.0,52,,1.0,1.0,,,,,,,,2.0,,,,,26.0,,,,,,,,,1.0,,,3.0,,,1.0,,,,,,,,14,,,,,,,,,,10.0,,0.5,,,0.5,,,,,,,,,,,0.5,,0.4506,0.5106,,,3.95,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.1111111111111111,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630227,1610612750,Daishen Nix,Daishen Nix,1630227,MIN,1275.0,21,18.0,52,51,20,39,4.0,103,,,3.0,,,4.0,9.0,,4.0,1.0,3.0,4.0,9.0,2.0,16.0,45.0,,4.0,,2.0,6.0,9.0,4.0,2.0,4.0,2.0,,10.0,3.0,2.0,3.0,1.0,2.0,,,,,,20,,,0.5,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.5833333333333334,0.6153846153846154,0.75,28.57142857142857,1.0,,,,0.25,,,,,0.75,0.4444444444444444,0.5,0.5,,0.6666666666666666,0.75,0.4444444444444444,0.476675,0.4688416666666666,,,5.8,26.0,0.38461538461538464,,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,,,2.0,1.0,2.0,1.0,0.14285714285714285,0.0625,,,1.0,2.0,1.0,2.0,2.0,10.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.5,0.5,0.6666666666666666,0.7142857142857143,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.09090909090909091,0.05555555555555555,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.5,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631159,1610612750,Leonard Miller,Leonard Miller,1631159,MIN,3144.0,52,8.0,121,117,43,87,13.0,238,8.0,11.0,2.0,2.0,2.0,1.0,3.0,,1.0,11.0,15.0,2.0,5.0,1.0,29.0,121.0,,1.0,14.0,8.0,6.0,3.0,1.0,5.0,8.0,3.0,1.0,19.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,43,0.6363636363636364,0.7777777777777778,1.0,0.4,0.4,0.7333333333333333,0.7,0.6904761904761905,0.25,16.176470588235293,1.0,0.55,0.7272727272727273,0.8,0.1,0.1,1.0,1.0,0.5,0.15,0.3333333333333333,0.3333333333333333,1.0,,0.125,0.8,0.3333333333333333,0.5478575,0.57334375,0.047619047619047616,0.0625,5.753333333333333,24.560000000000002,0.35537190082644626,5.0,7.0,3.0,3.0,4.0,15.0,20.0,2.0,1.0,,,,2.0,5.0,1.0,0.2222222222222222,0.2682926829268293,0.2,0.625,1.0,1.0,5.0,1.0,1.0,14.0,,1.0,,,4.0,5.0,1.0,1.0,1.0,,14.0,,1.0,0.7142857142857143,0.8125,0.7777777777777778,,0.06666666666666667,,,0.16666666666666666,0.1,0.21052631578947367,0.25,0.5,0.5,1.0,0.4827586206896552,3.0,4.0,4.0,1.0,2.0,3.0,4.0,6.0,4.0,1.0,1.0,7.0,4.0,1.0,1.0,0.75,0.75,0.75,0.09090909090909091,0.5,0.30434782608695654,0.038461538461538464,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.75,0.1,0.5,0.5,1.0,1.0,0.75,0.3333333333333333,0.8,0.5983499999999999,0.20689655172413793,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631169,1610612750,Josh Minott,Josh Minott,1631169,MIN,3144.0,52,8.0,121,117,43,87,13.0,238,4.0,12.0,4.0,,,3.0,4.0,1.0,1.0,5.0,16.0,4.0,6.0,2.0,24.0,121.0,1.0,2.0,8.0,2.0,12.0,4.0,3.0,6.0,7.0,6.0,,15.0,1.0,,1.0,1.0,2.0,,1.0,3.0,2.0,4.0,43,0.8,0.8,1.0,0.6666666666666666,0.6666666666666666,0.3125,0.5,0.5217391304347826,0.2727272727272727,17.64705882352941,1.0,0.5454545454545454,0.3333333333333333,0.4,0.18181818181818182,,,,,0.18181818181818182,0.75,0.75,1.0,1.0,0.16666666666666666,0.8181818181818182,0.75,0.5862409090909091,0.695125,0.043478260869565216,0.058823529411764705,2.8874999999999997,25.133333333333336,0.35537190082644626,4.0,4.0,1.0,1.0,3.0,7.0,8.0,4.0,2.0,,,1.0,3.0,5.0,2.0,0.16666666666666666,0.14634146341463414,0.2,0.6666666666666666,1.0,,3.0,1.0,,9.0,,3.0,,,,1.0,2.0,1.0,,,9.0,,0.5,0.75,0.75,0.75,,0.1875,0.25,,,0.02,,0.125,0.25,0.3333333333333333,,0.375,,,3.0,1.0,2.0,,,,,,1.0,3.0,1.0,1.0,2.0,,,,0.16666666666666666,0.125,0.13043478260869565,0.038461538461538464,0.07692307692307693,,0.25,0.1,0.5,0.75,0.09090909090909091,0.5,0.5,1.0,,,,0.75,0.5502,,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630568,1610612750,Luka Garza,Luka Garza,1630568,MIN,1636.0,27,22.0,65,65,21,48,9.0,130,8.0,9.0,5.0,,,,5.0,,2.0,11.0,14.0,,5.0,5.0,27.0,61.0,,2.0,16.0,6.0,,5.0,,,,,,,2.0,,2.0,5.0,7.0,3.0,5.0,,,,21,0.7272727272727273,0.8888888888888888,,,,0.7857142857142857,0.5789473684210527,0.6428571428571429,0.2631578947368421,30.263157894736842,1.0,0.47368421052631576,0.8888888888888888,0.8888888888888888,0.2631578947368421,,,,,0.2631578947368421,,,,,0.6666666666666666,0.7368421052631579,,0.5207342105263159,0.4668666666666666,0.23809523809523808,0.3125,3.7714285714285714,25.259999999999998,0.3230769230769231,,1.0,,,,3.0,7.0,1.0,1.0,,,1.0,2.0,6.0,4.0,,0.041666666666666664,,,3.0,,1.0,,1.0,3.0,,,,,2.0,4.0,,2.0,1.0,,3.0,,,1.0,0.3333333333333333,0.375,,,,,0.15384615384615385,0.15384615384615385,0.09090909090909091,,0.6,0.6,,0.1111111111111111,1.0,1.0,,,,2.0,2.0,7.0,4.0,,2.0,1.0,2.0,,,1.0,1.0,1.1666666666666667,,0.5,0.07692307692307693,0.15384615384615385,0.16666666666666666,0.2,,,,0.875,,,,,0.5,1.0,,,0.4164,0.25925925925925924,,,,,,0.3333333333333333,,,3.0,0.16666666666666666,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631111,1610612750,Wendell Moore Jr.,Wendell Moore Jr.,1631111,MIN,2601.0,43,4.0,101,100,33,74,12.0,201,2.0,2.0,5.0,,1.0,,3.0,,2.0,6.0,8.0,,4.0,,12.0,105.0,,2.0,10.0,2.0,,3.0,,3.0,4.0,2.0,,9.0,2.0,,2.0,1.0,,,,,,,33,0.8333333333333334,0.8333333333333334,,,,0.75,0.5,0.5,0.3333333333333333,12.173913043478262,1.0,0.16666666666666666,1.0,1.0,0.4166666666666667,0.08333333333333333,,,,0.25,,,,,0.5,0.5,,0.5171041666666666,0.4490375,,,8.7,24.6,0.32673267326732675,,2.0,1.0,,2.0,5.0,5.0,3.0,1.0,,,1.0,,2.0,1.0,0.125,0.15625,,,4.0,,1.0,,,2.0,,,,1.0,,,2.0,2.0,,,2.0,,,0.5,0.25,0.25,,,,,,,,0.25,0.8,0.8,,0.16666666666666666,,,,,1.0,,,,,1.0,,3.0,,,,,,,,,0.1875,,,0.14285714285714285,0.2857142857142857,,,1.0,0.08333333333333333,,,,,,,,,,,,,,,0.75,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628972,1610612750,Troy Brown Jr.,Troy Brown Jr.,1628972,MIN,841.0,14,-14.0,33,30,10,26,3.0,63,,,,,,1.0,2.0,,,,,1.0,3.0,,3.0,39.0,,,,,,2.0,1.0,3.0,3.0,2.0,,6.0,,,2.0,,,,,,,,10,,,,0.3333333333333333,0.3333333333333333,,0.5,0.5,1.0,13.88888888888889,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,1.0,0.5,0.5549000000000001,,,,,24.933333333333334,0.30303030303030304,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,0.125,0.058823529411764705,0.16666666666666666,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629003,1610612750,Shake Milton,Shake Milton,1629003,MIN,997.0,17,-14.0,37,34,14,22,3.0,71,1.0,2.0,2.0,,,,,,,2.0,4.0,,,,4.0,45.0,,,2.0,2.0,,,,4.0,4.0,3.0,1.0,8.0,,,,,,,,,,,14,0.5,0.5,,,,0.5,0.5,0.5,,10.0,,0.5,0.5,1.0,0.5,,,,,,,,,,,0.5,,0.509325,,,,6.5,,0.3783783783783784,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,0.25,,,,,,,0.5,0.5,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,0.734,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,46.0,1,-2.0,1,2,1,2,,3,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
