EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedCorner3,Transition Take Fouls Drawn,3SecondViolations,Corner3PctBlocked,OffensiveGoaltends,Transition Take Fouls,on
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,34066.0,568,-99,1144,1142,178.0,241.0,115,2286,43.0,71.0,4.0,8.0,7.0,13.0,32.0,68.0,17.0,32.0,7.0,28.0,1.0,6.0,1.0,6.0,35.0,86.0,2.0,3.0,7.0,18.0,92.0,171.0,42.0,114.0,56.0,366.0,1412,9.0,17.0,3.0,9.0,9.0,36.0,13.0,26.0,8.0,24.0,14.0,64.0,52.0,132.0,75.0,51.0,4.0,1.0,85.0,35.0,16.0,1.0,60.0,49.0,109,40.0,9.0,38.0,17.0,5.0,267,2.0,8.0,35.0,24.0,59.0,10.0,69.0,8.0,22.0,14.0,8.0,26.0,4.0,23.0,15.0,3.0,3.0,41.0,1.0,7.0,10.0,31.0,4.0,2.0,3.0,60.0,2.0,12.0,64.0,5.0,1.0,4.0,18.0,6.0,7.0,7.0,6.0,1.0,7.0,4.0,57.0,172.0,4.0,2.0,0.2826086956521739,0.28888888888888886,0.5952380952380952,0.3684210526315789,0.3333333333333333,0.3333333333333333,0.37168141592920356,0.5380116959064327,0.5294117647058824,0.5,0.543859649122807,0.5192307692307693,0.5,0.5838709677419355,0.6,0.5614035087719298,0.4,0.008771929824561403,0.0935672514619883,0.09859154929577464,0.11764705882352941,0.03125,0.011627906976744186,27.36512900703675,0.6341463414634146,0.08333333333333333,0.027491408934707903,0.16055045871559634,0.00847457627118644,0.116600790513834,0.018975332068311195,0.01020408163265306,0.04477611940298507,0.01694915254237288,0.005952380952380952,0.014705882352941176,0.051094890510948905,0.08571428571428572,0.17391304347826086,0.15950920245398773,0.16363636363636364,0.06060606060606061,0.5714285714285714,0.24912280701754386,0.6056338028169014,0.671875,0.3023255813953488,0.23859649122807017,0.47058823529411764,0.5333333333333333,0.25,0.11228070175438597,0.53125,0.5483870967741935,0.29411764705882354,0.09824561403508772,0.25,0.25,0.5714285714285714,0.3017543859649123,0.4069767441860465,0.4117647058823529,0.6,0.3076923076923077,0.5,0.25,0.23076923076923078,0.16666666666666666,1.0,0.11538461538461539,0.6666666666666666,0.5,0.26,0.5384615384615384,0.12,0.16666666666666666,0.36,0.3888888888888889,0.6491228070175439,0.4117647058823529,0.5278614436619719,0.4761235294117648,0.5016744897959182,0.07920792079207921,0.09782608695652174,0.05042016806722689,0.09836065573770492,0.17486338797814208,7.442105263157895,25.57280701754387,0.1555944055944056,,,,,,,,,,,,,,,,,,,True
1628970,1610612766,Miles Bridges,Miles Bridges,1628970,CHA,97171.0,1620,-408,3266,3261,467.0,573.0,319,6527,168.0,252.0,20.0,31.0,22.0,31.0,55.0,130.0,28.0,80.0,21.0,56.0,,3.0,1.0,6.0,84.0,223.0,8.0,21.0,16.0,48.0,251.0,462.0,105.0,279.0,100.0,917.0,4033,26.0,42.0,8.0,24.0,3.0,79.0,27.0,50.0,17.0,54.0,16.0,121.0,280.0,222.0,282.0,33.0,36.0,1.0,222.0,84.0,31.0,5.0,71.0,66.0,137,50.0,16.0,46.0,16.0,9.0,340,21.0,27.0,148.0,87.0,265.0,50.0,315.0,21.0,43.0,30.0,13.0,45.0,14.0,29.0,34.0,8.0,16.0,79.0,5.0,7.0,37.0,67.0,2.0,3.0,4.0,96.0,2.0,3.0,121.0,21.0,,4.0,63.0,2.0,3.0,17.0,11.0,5.0,17.0,11.0,120.0,458.0,6.0,2.0,0.5577689243027888,0.6008583690987125,0.8952380952380953,0.3763440860215054,0.3333333333333333,0.3148148148148148,0.3776978417266187,0.5432900432900433,0.6190476190476191,0.54,0.5512820512820513,0.5757575757575758,0.5048076923076923,0.5793147208121827,0.5895522388059702,0.5401785714285714,0.3765182186234818,0.017921146953405017,0.0670995670995671,0.05555555555555555,0.11538461538461539,0.025,0.02242152466367713,23.930444383107925,0.569620253164557,0.12831858407079647,0.032335329341317366,0.19576719576719576,0.030042918454935622,0.16387726638772665,0.03129074315514994,0.03986710963455149,0.04,0.005434782608695652,0.025735294117647058,0.04516129032258064,0.08843537414965986,0.1618705035971223,0.1509433962264151,0.1971326164874552,0.1919191919191919,0.06140350877192982,0.6470588235294118,0.340080971659919,0.6666666666666666,0.7058823529411765,0.5654761904761905,0.17543859649122806,0.4230769230769231,0.4782608695652174,0.5272727272727272,0.10796221322537113,0.35,0.358974358974359,0.5714285714285714,0.07557354925775979,0.375,0.375,1.0,0.300944669365722,0.37668161434977576,0.3853211009174312,0.8690476190476191,0.4696969696969697,0.6451612903225806,0.2,0.045454545454545456,,,0.3181818181818182,0.38095238095238093,0.75,0.2980769230769231,0.7096774193548387,0.057692307692307696,0.16666666666666666,0.46153846153846156,0.3333333333333333,0.7165991902834008,0.3783783783783784,0.5402248648648648,0.5309189189189188,0.5197228155339805,0.08280254777070063,0.125,0.0071174377224199285,0.0861504907306434,0.13195201744820065,6.355844155844158,25.791397849462353,0.14298836497244335,2.0,30.0,1.0,4.0,3.0,1.0,1.0,1.0,0.46875,0.03389830508474576,,,,,,,,,True
1628998,1610612766,Cody Martin,Cody Martin,1628998,CHA,27102.0,452,-114,904,911,117.0,169.0,96,1815,22.0,32.0,5.0,7.0,,1.0,5.0,23.0,2.0,23.0,5.0,18.0,,,2.0,3.0,12.0,37.0,1.0,2.0,,2.0,29.0,78.0,17.0,55.0,12.0,121.0,1093,6.0,11.0,1.0,2.0,2.0,17.0,2.0,5.0,2.0,5.0,2.0,12.0,26.0,32.0,30.0,21.0,4.0,,37.0,12.0,8.0,2.0,48.0,26.0,74,19.0,7.0,33.0,8.0,7.0,174,3.0,6.0,30.0,24.0,57.0,10.0,67.0,2.0,14.0,11.0,3.0,21.0,8.0,12.0,12.0,3.0,9.0,33.0,,5.0,15.0,26.0,,1.0,,21.0,1.0,2.0,22.0,2.0,1.0,,10.0,2.0,,6.0,5.0,1.0,10.0,6.0,12.0,115.0,3.0,,0.4482758620689655,0.48148148148148145,0.5882352941176471,0.3090909090909091,0.5,0.4,0.3090909090909091,0.3717948717948718,0.5454545454545454,0.4,0.40977443609022557,0.5769230769230769,0.5,0.426056338028169,0.6071428571428571,0.5454545454545454,0.41353383458646614,0.03636363636363636,0.10256410256410256,0.03125,0.21739130434782608,0.08695652173913043,0.05405405405405406,17.309594460929773,0.6363636363636364,0.12,0.024793388429752067,0.13953488372093023,0.015228426395939087,0.13012048192771083,0.02050113895216401,0.012195121951219513,0.04,0.016666666666666666,0.019736842105263157,,0.12359550561797752,0.10526315789473684,0.14285714285714285,0.1411042944785276,0.1346153846153846,0.025974025974025976,0.6,0.24060150375939848,0.6875,0.7096774193548387,0.45454545454545453,0.17293233082706766,0.21739130434782608,0.2777777777777778,0.4,0.17293233082706766,0.08695652173913043,0.09523809523809523,0.5,0.13533834586466165,0.2777777777777778,0.2777777777777778,1.0,0.2781954887218045,0.32432432432432434,0.34285714285714286,0.4166666666666667,0.5384615384615384,0.7142857142857143,0.2,,,,0.15384615384615385,0.5,1.0,0.1,,0.3,0.6666666666666666,0.2,,0.6541353383458647,0.32432432432432434,0.5300875939849623,0.6151833333333333,0.51339,0.08450704225352113,0.11627906976744186,0.03571428571428571,0.14049586776859505,0.09917355371900827,8.789743589743589,25.045454545454547,0.12942477876106195,1.0,3.0,,1.0,1.0,,,,0.21428571428571427,0.05555555555555555,4.0,3.0,1.0,,,,,,True
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,41297.0,688,-135,1408,1402,249.0,270.0,146,2810,54.0,78.0,9.0,15.0,15.0,18.0,18.0,51.0,1.0,3.0,7.0,28.0,,2.0,1.0,4.0,38.0,104.0,4.0,8.0,7.0,19.0,73.0,132.0,45.0,132.0,33.0,314.0,1735,10.0,18.0,4.0,10.0,,32.0,19.0,32.0,8.0,23.0,7.0,69.0,120.0,26.0,129.0,6.0,10.0,1.0,103.0,38.0,14.0,,30.0,18.0,48,13.0,5.0,20.0,7.0,3.0,114,11.0,14.0,45.0,40.0,101.0,25.0,126.0,12.0,22.0,16.0,6.0,24.0,7.0,20.0,12.0,1.0,4.0,36.0,4.0,3.0,48.0,69.0,,3.0,4.0,46.0,,5.0,50.0,10.0,,2.0,27.0,,2.0,18.0,13.0,5.0,18.0,9.0,69.0,244.0,2.0,2.0,0.821917808219178,0.8823529411764706,0.9555555555555556,0.3409090909090909,0.4,0.34782608695652173,0.3435114503816794,0.553030303030303,0.5555555555555556,0.59375,0.5321969696969697,0.5714285714285714,0.5636363636363636,0.5512367491166078,0.5714285714285714,0.5847457627118644,0.5,,0.10606060606060606,0.11538461538461539,0.09803921568627451,,,20.305537873965626,0.6666666666666666,0.12232415902140673,0.04142011834319527,0.156794425087108,0.03470031545741325,0.13843648208469056,0.03816793893129771,0.05785123966942149,0.044585987261146494,,0.025,0.06493506493506493,0.12658227848101267,0.088,0.20454545454545456,0.1619047619047619,0.14285714285714285,0.0916030534351145,0.5,0.29545454545454547,0.6923076923076923,0.782608695652174,0.7962962962962963,0.19318181818181818,0.35294117647058826,0.391304347826087,0.8888888888888888,0.011363636363636364,0.3333333333333333,0.3333333333333333,1.0,0.10606060606060606,0.25,0.25,1.0,0.3939393939393939,0.36538461538461536,0.36538461538461536,0.9473684210526315,0.5357142857142857,0.6,0.4444444444444444,0.07142857142857142,,,0.2857142857142857,0.5,1.0,0.32727272727272727,0.8333333333333334,0.07272727272727272,0.25,0.34545454545454546,0.3684210526315789,0.7954545454545454,0.36893203883495146,0.5503060836501901,0.5549264705882354,0.5394453703703703,0.09608540925266904,0.18120805369127516,,0.10191082802547771,0.2197452229299363,4.443939393939394,25.65681818181818,0.1768465909090909,,16.0,,,,,2.0,,0.35555555555555557,,,,,,,,,,True
1641706,1610612766,Brandon Miller,Brandon Miller,1641706,CHA,142981.0,2383,-510,4808,4797,697.0,775.0,490,9605,115.0,182.0,14.0,27.0,20.0,28.0,107.0,264.0,70.0,144.0,37.0,94.0,3.0,9.0,6.0,18.0,147.0,399.0,6.0,26.0,13.0,48.0,292.0,590.0,184.0,493.0,143.0,1279.0,5821,27.0,52.0,9.0,35.0,7.0,88.0,31.0,57.0,19.0,66.0,30.0,149.0,288.0,296.0,501.0,51.0,26.0,4.0,395.0,147.0,40.0,5.0,95.0,80.0,175,58.0,22.0,70.0,18.0,7.0,430,19.0,40.0,135.0,111.0,255.0,60.0,315.0,30.0,66.0,45.0,21.0,61.0,27.0,43.0,71.0,6.0,18.0,132.0,5.0,16.0,105.0,184.0,2.0,8.0,17.0,194.0,11.0,10.0,173.0,25.0,1.0,4.0,81.0,5.0,11.0,38.0,25.0,13.0,42.0,26.0,147.0,687.0,9.0,7.0,0.4931506849315068,0.5161290322580645,0.907608695652174,0.37322515212981744,0.2571428571428571,0.2878787878787879,0.37627811860940696,0.49491525423728816,0.5192307692307693,0.543859649122807,0.5244690674053555,0.46551724137931033,0.483739837398374,0.5528596187175043,0.4835164835164835,0.5321428571428571,0.4552169898430286,0.010141987829614604,0.06779661016949153,0.08791208791208792,0.07575757575757576,0.027777777777777776,0.010025062656641603,23.91425908667288,0.4621212121212121,0.10511363636363637,0.032599837000814993,0.12476894639556377,0.01832208293153327,0.11506080449017773,0.026060070671378093,0.037122969837587005,0.03302752293577982,0.02390438247011952,0.017521902377972465,0.02100840336134454,0.09243697478991597,0.11084905660377359,0.1282051282051282,0.11925465838509317,0.1407942238267148,0.0546448087431694,0.6190476190476191,0.1680517082179132,0.6318681318681318,0.6927710843373494,0.5826086956521739,0.24376731301939059,0.4053030303030303,0.4385245901639344,0.35514018691588783,0.1329639889196676,0.4861111111111111,0.5,0.5571428571428572,0.08679593721144968,0.39361702127659576,0.3978494623655914,0.972972972972973,0.3684210526315789,0.3684210526315789,0.3721518987341772,0.891156462585034,0.3103448275862069,0.5185185185185185,0.07142857142857142,0.10344827586206896,0.3333333333333333,1.0,0.2988505747126437,0.23076923076923078,1.0,0.22764227642276422,0.7142857142857143,0.14634146341463414,0.3333333333333333,0.3902439024390244,0.2708333333333333,0.6232686980609419,0.3721518987341772,0.5155561631139944,0.5081225352112677,0.5221305785123967,0.07443082311733801,0.12538699690402477,0.008064516129032258,0.0688037529319781,0.1164972634870993,8.739830508474576,26.152941176470588,0.1449667221297837,1.0,9.0,5.0,7.0,5.0,,6.0,5.0,0.08333333333333333,0.010416666666666666,4.0,3.0,1.0,1.0,1.0,0.010638297872340425,,,True
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,73989.0,1233,-351,2456,2452,207.0,282.0,262,4908,157.0,205.0,52.0,82.0,16.0,17.0,24.0,52.0,,4.0,,,,,,,,1.0,,,,,181.0,261.0,,1.0,85.0,447.0,3010,56.0,90.0,,,22.0,134.0,17.0,22.0,,,15.0,49.0,250.0,112.0,,,94.0,,1.0,,23.0,,28.0,12.0,40,11.0,1.0,18.0,7.0,3.0,92,39.0,88.0,112.0,110.0,240.0,127.0,367.0,3.0,14.0,12.0,2.0,14.0,1.0,5.0,30.0,6.0,9.0,44.0,7.0,4.0,63.0,124.0,2.0,16.0,17.0,104.0,,5.0,116.0,12.0,,,59.0,,4.0,57.0,39.0,18.0,57.0,38.0,49.0,206.0,2.0,4.0,0.6906077348066298,0.9328358208955224,,,,,,0.6934865900383141,0.6222222222222222,0.7727272727272727,0.6908396946564885,0.6222222222222222,0.7727272727272727,0.7140575079872205,0.6568627450980392,0.765625,0.003816793893129771,,0.08812260536398467,0.07317073170731707,0.15384615384615385,,,12.944162436548224,0.3181818181818182,0.20408163265306123,0.13293051359516617,0.20702402957486138,0.07572815533980583,0.20555555555555555,0.10790144435004248,0.15714285714285714,0.13355048859934854,0.09655172413793103,0.06419753086419754,0.11818181818181818,0.14901960784313725,0.2631578947368421,0.22666666666666666,0.20595533498759305,0.21014492753623187,0.05172413793103448,0.6666666666666666,0.7824427480916031,0.7658536585365854,0.8263157894736842,0.6751592356687898,0.1984732824427481,0.46153846153846156,0.5454545454545454,0.7916666666666666,0.015267175572519083,,,,,,,,0.003816793893129771,,,,0.9111111111111111,0.6341463414634146,0.11538461538461539,,,,,,,0.7727272727272727,0.9411764705882353,,,,,0.7862595419847328,,0.5946582061068705,0.6016154929577466,0.5758818181818183,0.19093851132686085,0.19155844155844157,,0.29977628635346754,0.10961968680089486,2.9501915708812265,26.4,0.08428338762214983,,18.0,,,21.0,,17.0,1.0,0.36,,,,,,2.0,,2.0,,True
1630550,1610612766,JT Thor,JT Thor,1630550,CHA,18160.0,303,-23,624,619,111.0,112.0,71,1243,17.0,22.0,5.0,6.0,4.0,4.0,3.0,8.0,3.0,4.0,6.0,20.0,1.0,3.0,,2.0,3.0,14.0,,,,1.0,23.0,34.0,9.0,34.0,,73.0,711,8.0,10.0,1.0,3.0,,19.0,6.0,7.0,,3.0,,12.0,34.0,12.0,27.0,,8.0,,14.0,3.0,5.0,,4.0,5.0,9,4.0,1.0,2.0,1.0,1.0,23,9.0,4.0,11.0,21.0,35.0,13.0,48.0,1.0,5.0,2.0,3.0,6.0,,1.0,1.0,,5.0,7.0,,,17.0,21.0,,1.0,,2.0,,,,,,,,,,10.0,4.0,6.0,10.0,7.0,12.0,111.0,2.0,,0.7391304347826086,0.8947368421052632,1.0,0.2647058823529412,0.3333333333333333,,0.2647058823529412,0.6764705882352942,0.8,0.8571428571428571,0.5367647058823529,0.7307692307692307,0.6,0.5367647058823529,0.7307692307692307,0.6,0.5,,0.14705882352941177,0.09090909090909091,0.375,,,10.623229461756374,0.8571428571428571,0.13043478260869565,0.023952095808383235,0.09090909090909091,0.0661764705882353,0.11347517730496454,0.0429042904290429,0.06896551724137931,,,0.0891089108910891,,0.1891891891891892,0.078125,0.08695652173913043,0.0851063829787234,0.1111111111111111,0.03225806451612903,0.7,0.3235294117647059,0.7727272727272727,0.85,0.7058823529411765,0.11764705882352941,0.375,0.6,0.6666666666666666,0.058823529411764705,0.75,0.75,1.0,0.29411764705882354,0.3,0.3,1.0,0.20588235294117646,0.21428571428571427,0.21428571428571427,1.0,0.46153846153846156,0.8333333333333334,0.2,0.23076923076923078,0.3333333333333333,1.0,,,,0.4,1.0,0.2,,0.1,,0.8235294117647058,0.21428571428571427,0.5726595588235295,0.55238,0.546005,,,,0.2602739726027397,0.1643835616438356,5.123529411764705,24.432352941176468,0.1778846153846154,,3.0,,1.0,2.0,,3.0,,0.21428571428571427,,,,,,,,,,True
1641877,1610612766,Nathan Mensah,Nathan Mensah,1641877,CHA,4204.0,70,-43,138,140,17.0,29.0,14,278,1.0,3.0,1.0,2.0,,,1.0,4.0,,,,,,,,,,,,,,,2.0,7.0,,,4.0,8.0,151,1.0,3.0,,,,2.0,,,,,2.0,2.0,2.0,2.0,,,2.0,,,,1.0,,2.0,1.0,3,1.0,,,1.0,1.0,7,5.0,3.0,5.0,2.0,7.0,8.0,15.0,,1.0,1.0,,,,,7.0,,,7.0,,,12.0,21.0,,1.0,6.0,5.0,2.0,1.0,4.0,,,,2.0,,,2.0,1.0,1.0,3.0,,2.0,17.0,,,0.5,1.0,,,,,,0.2857142857142857,0.3333333333333333,,0.2857142857142857,0.3333333333333333,,0.4444444444444444,0.3333333333333333,1.0,,,0.14285714285714285,0.3333333333333333,,,,10.32258064516129,,0.058823529411764705,0.07692307692307693,0.12195121951219512,0.125,0.09333333333333334,0.10126582278481013,0.15384615384615385,0.047619047619047616,,0.1,0.2,,0.125,,0.15625,,,,0.42857142857142855,0.3333333333333333,0.5,,0.5714285714285714,0.25,0.25,1.0,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,,,,,,,,,,0.42857142857142855,,0.5044857142857143,0.597,,0.2222222222222222,0.2222222222222222,,0.25,0.25,4.314285714285715,,0.12318840579710146,,,1.0,,,,,,,,1.0,,1.0,,,,,,True
1630163,1610612766,LaMelo Ball,LaMelo Ball,1630163,CHA,21680.0,361,-46,759,757,157.0,128.0,99,1516,36.0,61.0,3.0,6.0,7.0,12.0,20.0,48.0,4.0,7.0,9.0,17.0,2.0,5.0,1.0,3.0,24.0,80.0,3.0,7.0,5.0,13.0,60.0,116.0,33.0,97.0,41.0,260.0,929,6.0,10.0,5.0,12.0,4.0,31.0,12.0,24.0,6.0,16.0,12.0,54.0,16.0,104.0,60.0,39.0,6.0,,80.0,24.0,11.0,,75.0,25.0,100,20.0,5.0,50.0,21.0,4.0,225,4.0,10.0,24.0,17.0,41.0,15.0,56.0,6.0,21.0,15.0,6.0,18.0,2.0,16.0,21.0,7.0,2.0,39.0,3.0,12.0,15.0,43.0,,6.0,5.0,40.0,,1.0,48.0,5.0,,5.0,17.0,,6.0,2.0,2.0,,2.0,,52.0,153.0,7.0,4.0,0.13333333333333333,0.14035087719298245,0.6060606060606061,0.3402061855670103,0.4166666666666667,0.375,0.3402061855670103,0.5172413793103449,0.6,0.5,0.5140845070422535,0.6136363636363636,0.525,0.551948051948052,0.62,0.574468085106383,0.45539906103286387,,0.09482758620689655,0.09836065573770492,0.10416666666666667,,,30.963302752293576,0.46153846153846156,0.1069182389937107,0.04926108374384237,0.1568627450980392,0.024539877300613498,0.13141025641025642,0.03825136612021858,0.022988505747126436,0.07216494845360824,0.05263157894736842,0.008264462809917356,0.07142857142857142,0.058823529411764705,0.08450704225352113,0.35,0.1574074074074074,0.15555555555555556,0.05555555555555555,,0.2863849765258216,0.5901639344262295,0.6545454545454545,0.1111111111111111,0.22535211267605634,0.4166666666666667,0.46511627906976744,0.15,0.03286384976525822,0.5714285714285714,0.5714285714285714,0.25,0.07981220657276995,0.5294117647058824,0.5294117647058824,0.6666666666666666,0.3755868544600939,0.3,0.3,0.5833333333333334,0.2727272727272727,0.5,,0.22727272727272727,0.4,1.0,0.3181818181818182,0.42857142857142855,0.6666666666666666,0.3,0.5833333333333334,0.075,0.3333333333333333,0.325,0.38461538461538464,0.7417840375586855,0.3,0.5265612676056338,0.5170529411764706,0.5082474999999999,0.07555555555555556,0.1328125,,0.11923076923076924,0.2076923076923077,5.341379310344829,26.7618556701031,0.20685111989459815,1.0,,3.0,3.0,2.0,,,,,0.038461538461538464,,,,,,,,,True
1630177,1610612766,Theo Maledon,Theo Maledon,1630177,CHA,6057.0,101,-24,223,221,78.0,45.0,31,444,5.0,10.0,1.0,1.0,1.0,4.0,2.0,7.0,1.0,2.0,,2.0,,,,,1.0,11.0,,1.0,,3.0,8.0,19.0,1.0,13.0,9.0,28.0,271,1.0,1.0,,1.0,,2.0,1.0,6.0,,3.0,2.0,4.0,10.0,6.0,3.0,,2.0,,11.0,1.0,2.0,,11.0,4.0,15,2.0,2.0,7.0,2.0,2.0,34,1.0,2.0,6.0,4.0,10.0,3.0,13.0,2.0,4.0,2.0,2.0,6.0,1.0,5.0,1.0,,1.0,7.0,1.0,3.0,5.0,10.0,,,,9.0,,1.0,10.0,2.0,,,5.0,,1.0,,,,,,4.0,78.0,,1.0,0.625,0.7142857142857143,1.0,0.07692307692307693,,,0.07692307692307693,0.42105263157894735,1.0,0.16666666666666666,0.296875,0.5,0.1111111111111111,0.3888888888888889,0.5,0.2,0.40625,,0.10526315789473684,0.2,,,,16.602316602316602,0.8571428571428571,0.07407407407407407,0.03225806451612903,0.16216216216216217,0.024390243902439025,0.10989010989010989,0.02912621359223301,0.037037037037037035,,0.125,0.03125,,0.14814814814814814,,,0.13333333333333333,0.2857142857142857,0.10526315789473684,,0.3125,0.5,0.625,0.6,0.21875,0.2857142857142857,0.2857142857142857,0.5,0.0625,0.5,0.5,1.0,0.0625,,,,0.34375,0.09090909090909091,0.09090909090909091,1.0,0.5,1.0,,,,,0.5,,,0.4444444444444444,0.25,,,0.3333333333333333,,0.71875,0.09090909090909091,0.5103062500000001,0.4684,0.4438111111111111,0.14285714285714285,0.22727272727272727,,0.07142857142857142,0.14285714285714285,6.1421052631578945,25.361538461538455,0.34977578475336324,,,,,,,,,,,,,,,,,,,True
