EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefTwoPtRebounds,DefTwoPtReboundPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAssists,Steals,LostBallSteals,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeAssists,LostBallTurnovers,DefAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3Assists,DeadBallTurnovers,Travels,Fg3aBlocked,FTDefRebounds,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,BadPassSteals,Blocked2s,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,on,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsPutbacks,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangePctBlocked,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes,HeaveAttempts,Clear Path Fouls,3pt And 1 Free Throw Trips,3SecondViolations
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,1107.0,18,39,38,10.0,30,3.0,77,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,6.0,5.0,20.0,47,1.0,1.0,3.0,2.0,2.0,6.0,6.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,10.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.75,0.75,0.8333333333333334,0.25,0.6,0.25,0.3333333333333333,30.232558139534884,1.0,0.25,0.125,0.125,0.06666666666666667,0.16666666666666666,0.2,0.3333333333333333,0.5,0.3,0.6666666666666666,1.0,1.0,0.1,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.4,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.9,0.5,0.50614,0.6125,0.43999999999999995,0.25,0.5,0.1,2.975,25.05,0.2564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629001,1610612755,De'Anthony Melton,De'Anthony Melton,1629001,PHI,346.0,6,15,15,6.0,14,1.0,30,,,,1.0,2.0,,,,,2.0,,1.0,2.0,3.0,,2.0,,4.0,22,,,1.0,,2.0,2.0,,,2.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,2.0,6.0,0.5,0.5,,,,0.6666666666666666,0.4,0.4,0.5,0.4,,,31.25,,1.0,,0.25,,,,1.0,,,,,,0.4,0.5,0.5,,,,,,0.4,,,,,,,0.5,0.4,,0.50227,,0.488525,,,0.5,8.6,26.6,0.4,-7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201976,1610612755,Patrick Beverley,Patrick Beverley,201976,PHI,604.0,10,21,21,9.0,16,3.0,42,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,1.0,2.0,1.0,5.0,,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,9.0,,,,,,,,,,,,,4.0,1.0,,,0.1,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,7.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.2,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201980,1610612755,Danny Green,Danny Green,201980,PHI,1107.0,18,39,38,10.0,30,3.0,77,,,,,,,1.0,,,,,,,1.0,,1.0,,,47,,,,,,,,,,,,1.0,1.0,,2.0,,1.0,2.0,,2.0,,,,,,1.0,1.0,,,,,,10.0,,,,,,,,,,0.5,,,4.651162790697675,,0.125,,0.125,,,0.2,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,0.44455,,,,,,21.6,23.3,0.2564102564102564,,,1.0,,,,,,,0.5,,,,,,,1.0,0.125,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,836.0,14,30,30,8.0,26,1.0,60,2.0,2.0,,,2.0,,,,,1.0,,,2.0,4.0,,1.0,,4.0,41,,,,,2.0,4.0,,,1.0,,,4.0,4.0,1.0,8.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,2.0,2.0,,1.0,2.0,8.0,1.0,1.0,,,,0.5,0.4,0.3333333333333333,1.0,0.2,,,22.580645161290324,1.0,,,0.1,,,,,,0.4,1.0,1.0,1.0,0.4,,,,,,,,0.2,,,,,,,,0.6,,0.50822,,0.6661,0.16666666666666666,0.2,0.5,7.125,25.0,0.26666666666666666,-7.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,0.16666666666666666,,,,2.0,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,441.0,7,16,15,,12,,31,1.0,1.0,,,,,,,,,,,1.0,2.0,,,,2.0,23,,,,,,,,,,,,,2.0,,6.0,,1.0,2.0,,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,0.5,0.5,0.5,,,,,18.75,,0.3333333333333333,,0.3333333333333333,,,0.5,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,0.5999,,,,,,9.1,,,-7.0,,1.0,,,2.0,,,,0.5,,,,2.0,1.0,,1.0,0.3333333333333333,,,,,,,,,,,0.5,,,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,711.0,12,23,21,3.0,14,2.0,44,2.0,2.0,,3.0,5.0,,,,1.0,3.0,,,6.0,8.0,1.0,3.0,2.0,17.0,25,1.0,,,,2.0,8.0,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,,2.0,3.0,1.0,2.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.75,0.6818181818181818,0.7083333333333334,1.0,0.2727272727272727,0.125,,46.15384615384615,,0.14285714285714285,0.25,0.09090909090909091,0.1,0.3333333333333333,0.2,,0.5,0.18181818181818182,1.0,1.0,1.0,0.45454545454545453,0.6,0.75,0.6666666666666666,,,,,0.2727272727272727,0.3333333333333333,0.5,1.0,,,,,0.45454545454545453,0.3333333333333333,0.4859545454545455,,0.4394,0.16666666666666666,0.2222222222222222,0.11764705882352941,7.6375,28.0,0.13043478260869565,7.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,0.09090909090909091,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.2,0.3333333333333333,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630194,1610612755,Paul Reed,Paul Reed,1630194,PHI,271.0,5,9,8,2.0,4,2.0,17,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,0.25,,0.16666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,7.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200782,1610612755,P.J. Tucker,P.J. Tucker,200782,PHI,112.0,2,3,4,2.0,4,,7,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,122210.0,2037,4120,4134,774.0,1089,472.0,8254,204.0,323.0,58.0,71.0,200.0,32.0,103.0,16.0,66.0,216.0,23.0,36.0,283.0,549.0,98.0,319.0,169.0,1029.0,4814,84.0,28.0,52.0,43.0,218.0,310.0,252.0,42.0,216.0,66.0,88.0,54.0,100.0,32.0,246.0,16.0,131.0,245.0,93.0,338.0,24.0,42.0,26.0,86.0,10.0,85.0,193.0,177.0,227.0,28.0,115.0,217.0,759.0,0.5477031802120141,0.62,0.8571428571428571,0.3072100313479624,0.3072100313479624,0.5154826958105647,0.49539170506912444,0.5326424870466321,0.6193181818181818,0.3675115207373272,0.16029143897996356,0.15479876160990713,22.397610921501705,0.4883720930232558,0.1468609865470852,0.01845444059976932,0.12354188759278897,0.044168734491315136,0.015082956259426848,0.1411229135053111,0.1630901287553648,0.06060606060606061,0.3721198156682028,0.631578947368421,0.7472527472527473,0.5686274509803921,0.2304147465437788,0.355,0.4382716049382716,0.5070422535211268,0.11866359447004608,0.3106796116504854,0.3106796116504854,0.9375,0.2488479262672811,0.3055555555555556,0.3055555555555556,0.8181818181818182,0.5178571428571429,0.20535714285714285,0.10666666666666667,0.24,0.7396313364055299,0.3055555555555556,0.5596892281105995,0.5496767045454546,0.5773846666666665,0.12225705329153605,0.18081761006289307,0.2118561710398445,4.655191256830601,25.452351097178685,0.1878640776699029,-25.0,8.0,26.0,56.0,98.0,256.0,18.0,0.5714285714285714,0.5833333333333334,0.029953917050691243,0.3076923076923077,0.3076923076923077,0.375,46.0,31.0,73.0,102.0,0.10261569416498995,0.06358885017421603,0.03571428571428571,0.09728506787330317,15.0,77.0,37.0,41.0,64.0,7.0,16.0,0.09585492227979274,0.4266666666666667,0.640625,15.0,44.0,4.0,,12.0,,0.19,,0.12244897959183673,40.0,46.0,15.0,47.0,2.0,False,38.0,2.0,5.0,8.0,7.0,13.0,46.0,9.0,22.0,141.0,21.0,66.0,4.0,6.0,9.0,9.0,6.0,7.0,7.0,9.0,1.0,4.0,5.0,13.0,1.0,2.0,2.0,8.0,1.0,1.0,28.0,3.0,22.0,2.0,6.0,0.32142857142857145,0.40384615384615385,0.5476190476190477,0.53125,0.564,0.038461538461538464,0.07606263982102908,0.06336633663366337,0.029411764705882353,0.13253012048192772,0.46808510638297873,0.6551724137931034,0.13157894736842105,0.044642857142857144,0.4,0.5,0.30434782608695654,0.8571428571428571,0.5,0.3611111111111111,0.006230529595015576,0.13702623906705538,,,,,,,,,
