EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,PtsUnassisted3s,Corner3Assists,Technical Free Throw Trips,OffCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,HeaveAttempts,on,OffensiveGoaltends,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,Transition Take Fouls,LongMidRangePctBlocked,Arc3PctBlocked
1626158,1610612742,Richaun Holmes,Richaun Holmes,1626158,DAL,5827.0,97,-17.0,213,209,117.0,101.0,25.0,422,17.0,25.0,7.0,13.0,10.0,14.0,5.0,11.0,22.0,36.0,5.0,49.0,240,7.0,14.0,2.0,16.0,12.0,21.0,3.0,27.0,28.0,16.0,12.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,15.0,6.0,7.0,5.0,18.0,16.0,34.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,8.0,2.0,1.0,7.0,1.0,10.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,27.0,117.0,2.0,2.0,0.6363636363636364,0.875,0.6111111111111112,0.5,0.5714285714285714,0.6111111111111112,0.5,0.5714285714285714,0.6282051282051282,0.5,0.5869565217391305,0.08333333333333333,0.08,0.09090909090909091,17.073170731707318,0.3333333333333333,0.4166666666666667,0.15217391304347827,0.25862068965517243,0.14285714285714285,0.021739130434782608,0.14772727272727273,0.15384615384615385,0.3448275862068966,0.15384615384615385,0.3333333333333333,0.02564102564102564,0.08333333333333333,0.2631578947368421,0.06666666666666667,0.14705882352941177,0.125,0.18181818181818182,0.6666666666666666,0.6944444444444444,0.68,0.7391304347826086,0.5294117647058824,0.3055555555555556,0.45454545454545453,0.5,1.0,0.9285714285714286,0.5384615384615384,0.6666666666666666,0.7142857142857143,0.6944444444444444,0.5726361111111111,0.5832230769230768,0.5499428571428572,0.08108108108108109,0.08108108108108109,0.32653061224489793,0.5510204081632653,2.9,0.5492957746478874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1627884,1610612742,Derrick Jones Jr.,Derrick Jones Jr.,1627884,DAL,1877.0,31,9.0,67,61,23.0,21.0,6.0,128,3.0,3.0,,,1.0,1.0,,,3.0,3.0,1.0,19.0,69,,,,,1.0,1.0,,14.0,2.0,4.0,,,2.0,1.0,3.0,1.0,2.0,,7.0,,,,,,,,,,1.0,1.0,1.0,,2.0,3.0,2.0,4.0,4.0,,,1.0,,2.0,,1.0,,,,,,,,,14.0,23.0,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,0.8181818181818182,,1.0,0.7916666666666666,,1.0,,,,20.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.2727272727272727,1.0,1.0,0.3333333333333333,,,,,,,0.14285714285714285,1.0,1.0,0.5756454545454546,,0.6170357142857144,0.08333333333333333,0.25,,0.7368421052631579,2.3,0.34328358208955223,2.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,8.0,4.0,6.0,12.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.7272727272727273,0.45454545454545453,0.4,0.4,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.6666666666666666,23.962500000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629029,1610612742,Luka Doncic,Luka Doncic,1629029,DAL,3418.0,57,-15.0,115,117,36.0,44.0,15.0,232,4.0,6.0,2.0,3.0,2.0,3.0,,5.0,6.0,15.0,14.0,44.0,150,2.0,4.0,,4.0,2.0,5.0,5.0,9.0,,12.0,2.0,,4.0,9.0,13.0,7.0,4.0,,35.0,1.0,2.0,6.0,5.0,2.0,13.0,3.0,16.0,2.0,2.0,2.0,3.0,3.0,,3.0,,1.0,4.0,,,15.0,,20.0,3.0,9.0,2.0,,,,,,,,9.0,36.0,,2.0,,,0.4,0.5,0.4,0.5,0.5,0.2857142857142857,0.5657894736842105,0.5,0.5,,,,30.82706766917293,1.0,0.6666666666666666,0.22727272727272727,0.08,0.23076923076923078,0.02857142857142857,0.22916666666666666,0.05,0.2222222222222222,,,,0.14285714285714285,0.25,0.3333333333333333,0.1875,0.3,0.1111111111111111,,0.2,0.6666666666666666,0.6666666666666666,,0.16666666666666666,,,,0.75,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.7,0.50796,0.6292,0.5097142857142857,0.25,0.42857142857142855,0.09090909090909091,0.20454545454545456,8.18,0.3130434782608696,,1.0,,,6.0,14.0,,2.0,6.0,15.0,,2.0,3.0,14.0,6.0,,,,0.16666666666666666,0.4,,0.4,0.5,0.03333333333333333,,,,0.4666666666666667,0.42857142857142855,0.42857142857142855,0.16666666666666666,,,0.2857142857142857,,0.42857142857142855,27.506666666666664,2.0,4.0,15.0,2.0,1.0,0.07692307692307693,0.13333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630702,1610612742,Jaden Hardy,Jaden Hardy,1630702,DAL,13223.0,220,-97.0,482,476,193.0,168.0,63.0,958,16.0,30.0,2.0,4.0,7.0,12.0,6.0,21.0,29.0,71.0,14.0,132.0,556,4.0,7.0,1.0,12.0,12.0,29.0,3.0,48.0,14.0,44.0,4.0,7.0,22.0,14.0,36.0,7.0,20.0,,86.0,3.0,4.0,15.0,16.0,,31.0,7.0,38.0,3.0,9.0,2.0,13.0,7.0,8.0,21.0,9.0,8.0,14.0,,1.0,20.0,,23.0,2.0,11.0,2.0,1.0,1.0,,1.0,1.0,,,48.0,193.0,,1.0,0.2413793103448276,0.25925925925925924,0.4084507042253521,0.5714285714285714,0.41379310344827586,0.45038167938931295,0.4230769230769231,0.4787234042553192,0.4647887323943662,0.42857142857142855,0.48,0.09859154929577464,0.13333333333333333,0.14285714285714285,28.92857142857143,0.6190476190476191,,0.14035087719298245,0.027777777777777776,0.15463917525773196,0.028037383177570093,0.14691943127962084,0.027888446215139442,0.05084745762711865,0.016129032258064516,,0.038461538461538464,0.15384615384615385,0.08,0.24,0.136986301369863,0.20833333333333334,0.04054054054054054,1.0,0.22900763358778625,0.5333333333333333,0.6153846153846154,0.3125,0.16030534351145037,0.2857142857142857,0.3333333333333333,,0.3076923076923077,0.5,0.2553191489361702,0.5833333333333334,0.6870229007633588,0.5154732824427484,0.5362375,0.4978329787234044,0.07857142857142857,0.1375,0.09090909090909091,0.36363636363636365,8.264788732394367,0.4004149377593361,3.0,10.0,,,17.0,50.0,7.0,18.0,20.0,60.0,7.0,18.0,45.0,50.0,17.0,,6.0,2.0,0.75,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.4580152671755725,0.07633587786259542,0.3,0.3,1.0,0.3816793893129771,0.34,0.34,0.7058823529411765,,,0.3829787234042553,0.3888888888888889,0.34,25.33833333333333,7.0,20.0,15.0,7.0,,,0.15267175572519084,0.35,0.35,2.0,1.0,4.0,1.0,6.0,2.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.2857142857142857,0.15384615384615385,0.3076923076923077,0.25,1.0,,,,,,,,,,,,,,,True,,,,,,,,,
1641765,1610612742,Olivier-Maxence Prosper,Olivier-Maxence Prosper,1641765,DAL,20169.0,336,-86.0,721,715,249.0,223.0,93.0,1436,25.0,43.0,5.0,9.0,9.0,13.0,,11.0,27.0,59.0,28.0,121.0,821,5.0,10.0,4.0,17.0,10.0,17.0,19.0,51.0,38.0,16.0,8.0,6.0,10.0,12.0,22.0,7.0,8.0,2.0,56.0,13.0,11.0,27.0,20.0,7.0,54.0,25.0,79.0,2.0,7.0,4.0,4.0,2.0,4.0,8.0,4.0,12.0,20.0,3.0,,28.0,2.0,41.0,3.0,19.0,3.0,4.0,4.0,,4.0,2.0,2.0,,51.0,249.0,,3.0,0.7037037037037037,0.8260869565217391,0.4576271186440678,0.5,0.5882352941176471,0.44711538461538464,0.5416666666666666,0.5714285714285714,0.491869918699187,0.5666666666666667,0.6375,0.1016949152542373,0.09302325581395349,0.18181818181818182,15.707434052757794,0.5,0.2692307692307692,0.12121212121212122,0.05641025641025641,0.16981132075471697,0.07514450867052024,0.14506172839506173,0.06521739130434782,0.039473684210526314,0.05194805194805195,0.09523809523809523,0.08403361344537816,0.11764705882352941,0.14102564102564102,0.08333333333333333,0.15384615384615385,0.21428571428571427,0.034482758620689655,0.5,0.41346153846153844,0.5813953488372093,0.6410256410256411,0.68,0.10576923076923077,,,,0.75,0.5555555555555556,0.4642857142857143,0.6923076923076923,0.8461538461538461,0.5933774038461537,0.65291875,0.5868535714285715,0.15833333333333333,0.25333333333333335,0.14049586776859505,0.4214876033057851,3.950847457627119,0.34535367545076284,6.0,25.0,1.0,6.0,7.0,20.0,3.0,5.0,13.0,45.0,4.0,11.0,39.0,20.0,7.0,1.0,2.0,,1.0,0.28888888888888886,0.36363636363636365,0.28888888888888886,0.4326923076923077,0.2403846153846154,0.24,0.24,1.0,0.19230769230769232,0.35,0.35,1.0,0.21428571428571427,0.16666666666666666,0.17857142857142858,0.6,0.35,24.279999999999998,2.0,5.0,,5.0,,0.05555555555555555,0.04807692307692308,0.4,0.4,2.0,,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,2.0,,0.5,1.0,0.16666666666666666,,,,1.0,1.0,0.03125,0.2,0.5,1.0,,,,,,,,,True,,,,,,,,,
202681,1610612742,Kyrie Irving,Kyrie Irving,202681,DAL,1429.0,24,-6.0,48,48,14.0,18.0,4.0,96,5.0,6.0,1.0,1.0,1.0,2.0,2.0,4.0,7.0,10.0,2.0,16.0,62,1.0,1.0,,2.0,3.0,4.0,1.0,7.0,8.0,6.0,,2.0,6.0,,6.0,,4.0,1.0,12.0,,,2.0,3.0,,5.0,,5.0,,1.0,,2.0,,,2.0,1.0,1.0,1.0,,,2.0,,3.0,1.0,2.0,,,,,,,,,7.0,14.0,,,0.5714285714285714,0.5714285714285714,0.7,1.0,0.75,0.5384615384615384,1.0,0.75,0.5714285714285714,1.0,0.875,0.2,0.16666666666666666,0.25,30.769230769230766,1.0,,0.3333333333333333,,0.16666666666666666,,0.23809523809523808,,,,,,1.0,0.2,0.3333333333333333,0.1111111111111111,0.3333333333333333,,,0.46153846153846156,0.8333333333333334,1.0,0.8,0.3076923076923077,0.5,0.6666666666666666,,1.0,1.0,0.5,0.5,0.6923076923076923,0.5426192307692308,,0.520625,0.14285714285714285,0.18181818181818182,0.125,0.4375,4.18,0.2916666666666667,,1.0,,,,2.0,,,,3.0,,,,2.0,,,2.0,,,,,,0.23076923076923078,0.07692307692307693,,,,0.15384615384615385,,,,,,,,,25.866666666666664,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,
203501,1610612742,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,DAL,4908.0,82,-32.0,167,164,31.0,47.0,20.0,331,3.0,6.0,,1.0,2.0,2.0,2.0,7.0,9.0,21.0,8.0,59.0,210,,1.0,,3.0,4.0,4.0,5.0,19.0,10.0,8.0,,,2.0,3.0,5.0,2.0,2.0,,13.0,,1.0,6.0,4.0,,10.0,1.0,11.0,,2.0,2.0,2.0,2.0,1.0,3.0,,3.0,5.0,,1.0,5.0,,9.0,,2.0,1.0,,,,,,,,19.0,31.0,,1.0,0.5555555555555556,0.5555555555555556,0.42857142857142855,,1.0,0.4811320754716981,0.21428571428571427,0.875,0.5175438596491229,0.21428571428571427,0.95,,,,31.25,0.6666666666666666,,0.12903225806451613,0.02631578947368421,0.13953488372093023,,0.13513513513513514,0.01098901098901099,0.09090909090909091,,,,0.16666666666666666,0.1111111111111111,0.14285714285714285,0.1935483870967742,,,,0.11320754716981132,0.5,0.5,0.3333333333333333,0.1320754716981132,0.2857142857142857,0.2857142857142857,0.5,0.14285714285714285,,0.25,1.0,0.7169811320754716,0.5165575471698113,0.56125,0.50940625,0.05357142857142857,0.08695652173913043,0.05084745762711865,0.3220338983050847,10.357142857142858,0.18562874251497005,4.0,7.0,,,7.0,25.0,2.0,4.0,11.0,32.0,2.0,4.0,27.0,25.0,7.0,,,,0.8181818181818182,0.34375,0.5,0.34375,0.6037735849056604,0.1320754716981132,0.5714285714285714,0.5714285714285714,1.0,0.4716981132075472,0.28,0.28,0.7142857142857143,,,0.5,0.5,0.28,25.574999999999996,4.0,8.0,6.0,1.0,,,0.1509433962264151,0.5,0.5,2.0,,4.0,1.0,6.0,,,,,,,,,0.16666666666666666,0.75,0.2857142857142857,0.5714285714285714,,,1.0,,,,0.5,1.0,1.0,0.030303030303030304,,,,,,,True,,,,,,,,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,501.0,8,,15,17,10.0,5.0,3.0,32,,1.0,,,,1.0,,,,1.0,,3.0,19,,,,,,1.0,,3.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,3.0,10.0,,,,,,,,0.75,,0.75,0.75,,0.75,1.0,1.0,,10.0,,,0.3333333333333333,,,,0.14285714285714285,,,,,,,0.5,,,,,1.0,0.5,,,,,,,,,,0.5,,1.0,0.495525,,0.495525,,,,1.0,3.6,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,0.5,1.0,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
203552,1610612742,Seth Curry,Seth Curry,203552,DAL,5165.0,86,5.0,170,175,58.0,48.0,23.0,345,1.0,3.0,,,,,1.0,1.0,5.0,14.0,2.0,27.0,189,2.0,3.0,,7.0,1.0,4.0,1.0,3.0,2.0,8.0,,1.0,2.0,2.0,4.0,,1.0,,10.0,3.0,,2.0,3.0,1.0,6.0,3.0,9.0,,5.0,3.0,2.0,2.0,,2.0,1.0,2.0,5.0,1.0,,6.0,2.0,2.0,1.0,1.0,,,,,,,,,3.0,58.0,,,0.2,0.2,0.35714285714285715,0.6666666666666666,0.25,0.4032258064516129,0.4375,0.08333333333333333,0.43548387096774194,0.4375,0.125,0.07142857142857142,0.3333333333333333,,16.666666666666668,1.0,0.125,0.0625,,0.05714285714285714,0.05660377358490566,0.060240963855421686,0.03333333333333333,,,,0.08571428571428572,0.0625,,0.16666666666666666,0.041666666666666664,0.09090909090909091,,,0.0967741935483871,0.3333333333333333,0.5,,0.03225806451612903,1.0,1.0,,,,,,0.6451612903225806,0.5234216666666668,0.6071249999999999,0.5019181818181818,0.06451612903225806,0.07142857142857142,0.25925925925925924,0.1111111111111111,14.999999999999998,0.3411764705882353,2.0,7.0,,3.0,3.0,10.0,,5.0,5.0,17.0,,8.0,15.0,10.0,3.0,,,,1.0,0.29411764705882354,,0.29411764705882354,0.5483870967741935,0.22580645161290322,0.2857142857142857,0.3333333333333333,1.0,0.3225806451612903,0.3,0.3,1.0,0.25,,0.4166666666666667,,0.3,25.441176470588236,3.0,10.0,,2.0,,,0.3225806451612903,0.3,0.3,3.0,1.0,2.0,1.0,5.0,1.0,2.0,,,,,1.0,,0.2,0.3333333333333333,0.375,0.25,0.5,1.0,,,,,,,1.0,0.058823529411764705,1.0,1.0,0.058823529411764705,0.14285714285714285,,,True,,,,,,,,,
1641926,1610612742,Dexter Dennis,Dexter Dennis,1641926,DAL,1644.0,27,-11.0,67,67,39.0,22.0,5.0,134,6.0,6.0,,,5.0,5.0,1.0,2.0,8.0,10.0,1.0,17.0,71,,,,,7.0,8.0,,14.0,8.0,8.0,,,3.0,1.0,4.0,1.0,3.0,,9.0,1.0,,3.0,5.0,,8.0,1.0,9.0,,,,3.0,3.0,,3.0,,1.0,1.0,,,2.0,,2.0,2.0,2.0,,1.0,,1.0,1.0,,1.0,,14.0,39.0,,,0.5,0.5,0.8,,0.875,0.5,,0.5833333333333334,0.53125,,0.5833333333333334,,,,26.027397260273972,1.0,,0.38461538461538464,,0.17647058823529413,0.07142857142857142,0.26666666666666666,0.03333333333333333,,,,0.07692307692307693,,0.42857142857142855,0.5,0.2727272727272727,,,,0.375,1.0,1.0,0.5,0.125,0.5,0.5,1.0,,,0.4166666666666667,1.0,0.75,0.5768749999999999,,0.5797875,0.125,0.2,,0.8235294117647058,6.56,0.582089552238806,,,,,,6.0,,4.0,,6.0,,4.0,,6.0,,,,,,,,,0.375,,,,,0.375,,,,,,0.3333333333333333,,,25.366666666666664,1.0,2.0,,,,,0.125,0.5,0.5,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,
