EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Transition Take Fouls Drawn,DefensiveGoaltends,OffensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,Transition Take Fouls,3SecondViolations,Defensive 3 Seconds Violations,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,on,HeaveMakes
1626145,1610612764,Tyus Jones,Tyus Jones,1626145,WAS,115963.0,1933,-495,4150,4131,770.0,866.0,371.0,8281,66.0,103.0,3.0,6.0,16.0,24.0,133.0,260.0,21.0,47.0,30.0,65.0,4.0,7.0,3.0,12.0,76.0,191.0,3.0,15.0,15.0,36.0,220.0,410.0,106.0,256.0,32.0,790.0,5145.0,12.0,23.0,7.0,22.0,2.0,47.0,34.0,69.0,18.0,48.0,12.0,134.0,184.0,256.0,252.0,66.0,4.0,191.0,76.0,20.0,3.0,300.0,185.0,485.0,122.0,63.0,210.0,67.0,23.0,1155.0,6.0,14.0,94.0,63.0,2.0,159.0,20.0,179.0,6.0,71.0,47.0,24.0,51.0,10.0,45.0,15.0,2.0,6.0,1.0,66.0,1.0,10.0,19.0,48.0,1.0,2.0,49.0,1.0,12.0,40.0,4.0,2.0,1.0,16.0,3.0,3.0,16.0,2.0,2.0,4.0,2.0,10.0,18.0,6.0,134.0,768.0,4.0,3.0,0.41818181818181815,0.42201834862385323,0.7924528301886793,0.4140625,0.3181818181818182,0.375,0.4140625,0.5365853658536586,0.5217391304347826,0.4927536231884058,0.5690690690690691,0.5,0.5213675213675214,0.5784457478005866,0.5108695652173914,0.5447154471544715,0.3843843843843844,0.01171875,0.04878048780487805,0.0970873786407767,0.038461538461538464,0.015706806282722512,16.31762652705061,0.7727272727272727,0.017857142857142856,0.0609284332688588,0.01348747591522158,0.11779448621553884,0.006741573033707865,0.08569868995633188,0.01037344398340249,0.024390243902439025,0.010889292196007259,0.0061633281972265025,0.008298755186721992,0.043243243243243246,0.06786427145708583,0.07975460122699386,0.11764705882352941,0.11827956989247312,0.019169329073482427,0.3333333333333333,0.15465465465465467,0.6407766990291263,0.7096774193548387,0.5909090909090909,0.39039039039039036,0.5115384615384615,0.532,0.3458646616541353,0.07057057057057058,0.44680851063829785,0.44680851063829785,0.3333333333333333,0.09759759759759759,0.46153846153846156,0.46153846153846156,0.9666666666666667,0.28678678678678676,0.39790575916230364,0.40425531914893614,0.7236842105263158,0.13333333333333333,0.5,0.3333333333333333,0.15555555555555556,0.5714285714285714,0.75,0.3333333333333333,0.2,0.6666666666666666,0.20512820512820512,0.6666666666666666,0.10256410256410256,0.25,0.3076923076923077,0.4166666666666667,0.539039039039039,0.39790575916230364,0.5104426426426424,0.5065803571428572,0.5084923076923077,0.027982326951399118,0.037914691943127965,0.011673151750972763,0.05949367088607595,0.16962025316455695,8.04780487804878,25.63046874999998,0.1855421686746988,,,,,,,,,,,,,,,,,,True,
1626153,1610612764,Delon Wright,Delon Wright,1626153,WAS,1031.0,17,-21,37,35,10.0,14.0,4.0,72,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,3.0,1.0,2.0,1.0,4.0,56.0,,,,,,,,,,,1.0,1.0,,,3.0,,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,1.0,,1.0,,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,1.0,10.0,,1.0,,,1.0,0.5,,,0.5,,,,0.3,,,0.3333333333333333,,0.5,0.4,,,,,,17.073170731707318,1.0,,0.3333333333333333,0.07692307692307693,,,0.1111111111111111,0.047619047619047616,0.14285714285714285,,,,,0.3333333333333333,,,,,,0.4,,,,,,,,0.2,,,,0.2,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,0.8,,0.5351600000000001,,,,,,,0.25,7.366666666666667,23.700000000000003,0.2702702702702703,,,,,,,,,,,,,,,,,,True,
1628398,1610612764,Kyle Kuzma,Kyle Kuzma,1628398,WAS,104785.0,1746,-442,3742,3734,668.0,731.0,319.0,7476,196.0,256.0,14.0,21.0,39.0,51.0,114.0,294.0,36.0,96.0,36.0,95.0,1.0,9.0,7.0,19.0,88.0,271.0,6.0,26.0,16.0,54.0,346.0,646.0,124.0,366.0,132.0,1196.0,4632.0,22.0,39.0,7.0,35.0,1.0,66.0,67.0,124.0,23.0,73.0,28.0,231.0,400.0,292.0,306.0,66.0,26.0,270.0,88.0,40.0,,146.0,83.0,229.0,45.0,38.0,101.0,36.0,9.0,541.0,19.0,29.0,130.0,139.0,24.0,293.0,49.0,342.0,14.0,32.0,26.0,6.0,83.0,11.0,47.0,66.0,8.0,36.0,16.0,149.0,3.0,31.0,70.0,120.0,4.0,11.0,141.0,9.0,4.0,170.0,23.0,1.0,4.0,84.0,2.0,9.0,37.0,,,15.0,3.0,19.0,37.0,19.0,230.0,666.0,6.0,7.0,0.5780346820809249,0.6006006006006006,0.8225806451612904,0.33879781420765026,0.2,0.3150684931506849,0.33972602739726027,0.5356037151702786,0.5641025641025641,0.5403225806451613,0.525691699604743,0.4391891891891892,0.5152284263959391,0.5503231763619575,0.44,0.5372093023255814,0.3616600790513834,,0.06191950464396285,0.0625,0.07142857142857142,,29.929491855093605,0.5570469798657718,0.24,0.1452455590386625,0.031016042780748664,0.181058495821727,0.02389937106918239,0.16059701492537312,0.027745664739884393,0.045936395759717315,0.021696252465483234,0.01730103806228374,0.041474654377880185,0.08670520231213873,0.16304347826086957,0.2251655629139073,0.1709090909090909,0.21428571428571427,0.028225806451612902,0.5135135135135135,0.25296442687747034,0.765625,0.8166666666666667,0.6683673469387755,0.29051383399209485,0.3877551020408163,0.4175824175824176,0.4473684210526316,0.09486166007905138,0.375,0.3870967741935484,0.5,0.09387351778656126,0.37894736842105264,0.37894736842105264,0.9444444444444444,0.26778656126482214,0.3247232472324723,0.3247232472324723,0.7727272727272727,0.28378378378378377,0.6666666666666666,,0.12162162162162163,0.1111111111111111,1.0,0.35135135135135137,0.23076923076923078,0.8333333333333334,0.25888324873096447,0.7647058823529411,0.09644670050761421,0.3684210526315789,0.27411167512690354,0.2962962962962963,0.6146245059288538,0.32592592592592595,0.5223333827893175,0.5220683333333334,0.5033943877551019,0.08007448789571694,0.1188118811881188,0.005449591280653951,0.05518394648829431,0.1931438127090301,7.172445820433439,26.074043715846994,0.17851416354890434,1.0,1.0,7.0,10.0,5.0,1.0,6.0,1.0,0.03125,0.012987012987012988,0.034482758620689655,,,,,,,True,
1629655,1610612764,Daniel Gafford,Daniel Gafford,1629655,WAS,64393.0,1073,-183,2295,2286,413.0,373.0,207.0,4581,148.0,195.0,47.0,65.0,23.0,34.0,32.0,65.0,5.0,6.0,,,,,,,,,,,,,185.0,266.0,,,76.0,446.0,2807.0,49.0,71.0,,,17.0,115.0,28.0,42.0,,,22.0,78.0,270.0,100.0,,,86.0,,,22.0,,54.0,10.0,64.0,6.0,4.0,28.0,19.0,7.0,138.0,38.0,77.0,72.0,115.0,17.0,204.0,115.0,319.0,6.0,42.0,22.0,20.0,19.0,6.0,8.0,22.0,,11.0,2.0,41.0,7.0,9.0,100.0,134.0,3.0,10.0,101.0,14.0,9.0,110.0,9.0,,,55.0,,5.0,88.0,1.0,1.0,49.0,,39.0,89.0,50.0,78.0,413.0,1.0,4.0,0.7297297297297297,0.9507042253521126,,,,,,0.6954887218045113,0.6901408450704225,0.6666666666666666,0.6954887218045113,0.6901408450704225,0.6666666666666666,0.7034700315457413,0.6845238095238095,0.6964285714285714,,,0.08270676691729323,0.06666666666666667,0.13846153846153847,,14.071738273551437,0.4634146341463415,0.25757575757575757,0.18518518518518517,0.131175468483816,0.16252821670428894,0.08351648351648351,0.17575187969924813,0.11036468330134357,0.1696969696969697,0.12422360248447205,0.07142857142857142,0.11764705882352941,0.1583710407239819,0.18983050847457628,0.22857142857142856,0.17647058823529413,0.11650485436893204,0.1016949152542373,0.5617977528089888,0.7330827067669173,0.7589743589743589,0.8131868131868132,0.668918918918919,0.24436090225563908,0.49230769230769234,0.5714285714285714,0.96875,0.022556390977443608,0.8333333333333334,0.8333333333333334,1.0,,,,,,,,,0.9154929577464789,0.7230769230769231,0.0425531914893617,,,,,,,0.8095238095238095,0.6764705882352942,,,,,0.7330827067669173,,0.5748146616541353,0.5987888888888889,0.6063690476190478,0.1762820512820513,0.1762820512820513,,0.257847533632287,0.17488789237668162,3.1962406015037597,,0.17995642701525055,,,,3.0,5.0,,3.0,,,,0.09,1.0,1.0,2.0,,,,True,
1629673,1610612764,Jordan Poole,Jordan Poole,1629673,WAS,79452.0,1324,-292,2865,2850,507.0,576.0,250.0,5715,88.0,128.0,8.0,9.0,15.0,22.0,40.0,122.0,26.0,69.0,14.0,47.0,3.0,5.0,2.0,10.0,73.0,226.0,3.0,11.0,11.0,45.0,154.0,319.0,87.0,273.0,99.0,668.0,3524.0,11.0,19.0,6.0,16.0,3.0,43.0,26.0,52.0,13.0,55.0,23.0,114.0,172.0,136.0,195.0,66.0,8.0,225.0,73.0,32.0,5.0,97.0,48.0,145.0,33.0,15.0,70.0,24.0,3.0,338.0,6.0,10.0,36.0,54.0,2.0,92.0,16.0,108.0,3.0,50.0,31.0,19.0,46.0,7.0,25.0,38.0,8.0,21.0,13.0,84.0,4.0,12.0,75.0,157.0,7.0,7.0,104.0,4.0,7.0,115.0,12.0,,7.0,50.0,1.0,10.0,17.0,1.0,,10.0,,7.0,18.0,12.0,114.0,505.0,20.0,7.0,0.5584415584415584,0.5733333333333334,0.7471264367816092,0.31868131868131866,0.375,0.23636363636363636,0.31985294117647056,0.4827586206896552,0.5789473684210527,0.5,0.48057432432432434,0.5714285714285714,0.4252336448598131,0.515600624024961,0.5833333333333334,0.475,0.46114864864864863,0.018315018315018316,0.10031347962382445,0.1015625,0.14754098360655737,0.01327433628318584,22.91336083782926,0.5476190476190477,0.023809523809523808,0.07468879668049792,0.014025245441795231,0.06569343065693431,0.00974025974025974,0.07081038552321008,0.012039127163280662,0.018867924528301886,0.010498687664041995,0.008830022075055188,0.012269938650306749,0.08949416342412451,0.0647887323943662,0.07207207207207207,0.07125890736342043,0.047244094488188976,0.009708737864077669,0.6666666666666666,0.21621621621621623,0.6875,0.7652173913043478,0.6363636363636364,0.20608108108108109,0.32786885245901637,0.38461538461538464,0.475,0.11655405405405406,0.37681159420289856,0.38235294117647056,0.4230769230769231,0.07939189189189189,0.2978723404255319,0.3111111111111111,1.0,0.38175675675675674,0.3230088495575221,0.3273542600896861,0.6986301369863014,0.2571428571428571,0.8888888888888888,0.5,0.14285714285714285,0.6,1.0,0.3142857142857143,0.2727272727272727,0.6666666666666666,0.205607476635514,0.6818181818181818,0.09345794392523364,0.2,0.4205607476635514,0.24444444444444444,0.6773648648648649,0.3244444444444444,0.5287104906937394,0.4926857142857142,0.5129882075471698,0.08082408874801902,0.1400560224089636,0.0036496350364963502,0.06437125748502993,0.17065868263473055,7.934169278996865,26.692673992674,0.1769633507853403,1.0,,1.0,,,,,,0.014492753623188406,,0.016666666666666666,2.0,,,1.0,1.0,0.0425531914893617,True,
203488,1610612764,Mike Muscala,Mike Muscala,203488,WAS,6447.0,107,-51,228,227,33.0,42.0,22.0,455,3.0,6.0,2.0,4.0,,,,2.0,1.0,3.0,1.0,3.0,,,,,2.0,9.0,,,,1.0,4.0,11.0,3.0,12.0,4.0,21.0,285.0,2.0,6.0,,,,4.0,,1.0,,1.0,,,4.0,4.0,9.0,,2.0,9.0,2.0,,1.0,5.0,1.0,6.0,1.0,,2.0,1.0,2.0,13.0,2.0,4.0,6.0,10.0,,16.0,7.0,23.0,,2.0,,2.0,4.0,,3.0,,,1.0,,4.0,,,10.0,16.0,1.0,,5.0,,1.0,6.0,,,,3.0,,,4.0,1.0,1.0,2.0,,2.0,5.0,3.0,,33.0,1.0,,0.5,0.6666666666666666,1.0,0.25,,,0.25,0.36363636363636365,0.3333333333333333,,0.3695652173913043,0.3333333333333333,,0.40384615384615385,0.2857142857142857,,0.5217391304347826,0.08333333333333333,,,,0.1111111111111111,11.811023622047244,1.0,,0.18518518518518517,0.06666666666666667,0.12,0.034482758620689655,0.15384615384615385,0.05084745762711865,0.038461538461538464,0.041666666666666664,0.022727272727272728,0.07142857142857142,0.2222222222222222,0.19230769230769232,0.1,0.08108108108108109,0.23076923076923078,,0.6,0.2608695652173913,0.5,0.5,0.3333333333333333,0.08695652173913043,,,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.391304347826087,0.2222222222222222,0.25,1.0,0.6666666666666666,0.5,,,,,,,,,,,,0.5,,0.782608695652174,0.2222222222222222,0.5507173913043478,0.59622,0.44830000000000003,0.11538461538461539,0.21428571428571427,,0.19047619047619047,,6.927272727272728,25.099999999999998,0.14473684210526316,,1.0,,,,,,,,0.25,0.2,,,,,,,True,
1628963,1610612764,Marvin Bagley III,Marvin Bagley III,1628963,WAS,18003.0,300,-61,648,637,102.0,149.0,72.0,1285,50.0,78.0,20.0,31.0,5.0,7.0,7.0,24.0,1.0,2.0,1.0,4.0,,,,,3.0,7.0,,1.0,,,58.0,104.0,4.0,11.0,16.0,144.0,781.0,22.0,35.0,,1.0,3.0,47.0,5.0,8.0,,,1.0,11.0,80.0,36.0,12.0,,32.0,7.0,3.0,12.0,,13.0,5.0,18.0,4.0,1.0,8.0,4.0,1.0,41.0,12.0,35.0,17.0,29.0,3.0,49.0,47.0,96.0,6.0,10.0,7.0,3.0,3.0,2.0,1.0,9.0,1.0,2.0,1.0,12.0,3.0,2.0,7.0,18.0,2.0,2.0,27.0,6.0,,30.0,4.0,,,16.0,,1.0,8.0,,,2.0,,6.0,8.0,6.0,11.0,102.0,1.0,1.0,0.6896551724137931,0.9523809523809523,1.0,0.36363636363636365,,,0.36363636363636365,0.5576923076923077,0.6285714285714286,0.625,0.5565217391304348,0.6111111111111112,0.625,0.5625,0.6025641025641025,0.55,0.09565217391304348,,0.11538461538461539,0.08974358974358974,0.20833333333333334,,19.047619047619047,0.25,0.2,0.1895424836601307,0.2,0.13934426229508196,0.08,0.16727272727272727,0.14461538461538462,0.25396825396825395,0.18181818181818182,0.09090909090909091,0.05,0.20833333333333334,0.1744186046511628,0.21052631578947367,0.1326530612244898,0.16666666666666666,0.14634146341463414,0.75,0.6782608695652174,0.6410256410256411,0.704225352112676,0.64,0.20869565217391303,0.2916666666666667,0.3684210526315789,1.0,0.017391304347826087,0.5,0.5,1.0,0.034782608695652174,0.25,0.25,1.0,0.06086956521739131,0.42857142857142855,0.42857142857142855,1.0,0.8611111111111112,0.6451612903225806,0.15,,,,0.027777777777777776,,,0.875,0.7142857142857143,,,,,0.7739130434782608,0.42857142857142855,0.5692934782608695,0.582225806451613,0.645025,0.12598425196850394,0.13793103448275862,,0.3263888888888889,0.0763888888888889,3.186538461538461,25.03636363636364,0.1574074074074074,,,,1.0,2.0,,2.0,1.0,,,0.125,,,,,,,True,
1629013,1610612764,Landry Shamet,Landry Shamet,1629013,WAS,15457.0,258,-42,551,548,148.0,168.0,54.0,1099,15.0,21.0,3.0,4.0,6.0,8.0,5.0,13.0,6.0,10.0,6.0,20.0,,,2.0,5.0,13.0,44.0,1.0,1.0,4.0,14.0,26.0,44.0,19.0,64.0,18.0,127.0,678.0,3.0,4.0,1.0,1.0,2.0,11.0,7.0,14.0,6.0,19.0,9.0,41.0,42.0,10.0,51.0,6.0,,44.0,13.0,5.0,3.0,4.0,6.0,10.0,1.0,5.0,3.0,1.0,,26.0,1.0,5.0,7.0,7.0,,14.0,6.0,20.0,,12.0,9.0,3.0,5.0,1.0,2.0,5.0,1.0,3.0,,10.0,,1.0,18.0,34.0,,2.0,15.0,,,20.0,3.0,1.0,,6.0,3.0,2.0,7.0,,,1.0,,6.0,7.0,4.0,41.0,148.0,5.0,2.0,0.8076923076923077,0.8076923076923077,0.8947368421052632,0.296875,1.0,0.3157894736842105,0.296875,0.5909090909090909,0.75,0.5,0.5046296296296297,0.9,0.48484848484848486,0.5521739130434783,0.9166666666666666,0.5540540540540541,0.5925925925925926,0.046875,0.11363636363636363,0.047619047619047616,0.3076923076923077,0.022727272727272728,20.25931928687196,0.5,,0.05785123966942149,0.035211267605633804,0.06542056074766354,0.008403361344537815,0.06140350877192982,0.022988505747126436,0.022727272727272728,0.047058823529411764,,0.02631578947368421,0.06896551724137931,0.0410958904109589,0.10526315789473684,0.05063291139240506,0.10714285714285714,,0.5714285714285714,0.19444444444444445,0.7142857142857143,0.75,0.8,0.12037037037037036,0.38461538461538464,0.5555555555555556,0.6,0.09259259259259259,0.6,0.6,1.0,0.18518518518518517,0.3,0.3333333333333333,1.0,0.4074074074074074,0.29545454545454547,0.3023255813953488,0.8461538461538461,0.8,0.75,0.6666666666666666,,,,0.2,1.0,1.0,0.24242424242424243,0.75,0.15151515151515152,0.4,0.42424242424242425,0.2857142857142857,0.7870370370370371,0.29545454545454547,0.5338203703703704,0.6370625,0.5258363636363637,0.07964601769911504,0.1276595744680851,0.045454545454545456,0.08661417322834646,0.3228346456692913,6.754545454545454,25.4828125,0.26860254083484575,,,1.0,,,,,,,,,,,,,,0.1,True,
1630557,1610612764,Corey Kispert,Corey Kispert,1630557,WAS,36391.0,607,-160,1305,1278,294.0,326.0,119.0,2583,41.0,55.0,3.0,4.0,7.0,9.0,19.0,36.0,,1.0,16.0,45.0,1.0,6.0,1.0,8.0,48.0,118.0,1.0,13.0,13.0,27.0,60.0,92.0,64.0,163.0,26.0,338.0,1633.0,4.0,6.0,2.0,19.0,,14.0,9.0,12.0,14.0,35.0,8.0,68.0,90.0,30.0,180.0,12.0,2.0,118.0,48.0,13.0,3.0,30.0,14.0,44.0,10.0,4.0,14.0,13.0,3.0,102.0,6.0,6.0,18.0,27.0,2.0,47.0,12.0,59.0,3.0,14.0,10.0,4.0,15.0,3.0,5.0,15.0,2.0,10.0,2.0,30.0,4.0,5.0,28.0,43.0,,1.0,29.0,2.0,1.0,36.0,7.0,1.0,1.0,15.0,2.0,4.0,3.0,1.0,1.0,1.0,,2.0,4.0,3.0,66.0,292.0,1.0,3.0,0.75,0.7627118644067796,0.9375,0.39263803680981596,0.10526315789473684,0.4,0.39263803680981596,0.6521739130434783,0.6666666666666666,0.75,0.611764705882353,0.28,0.6382978723404256,0.628731343283582,0.28,0.6442307692307693,0.6392156862745098,0.018404907975460124,0.14130434782608695,0.14545454545454545,0.1388888888888889,0.025423728813559324,20.594333102971664,0.5,0.06451612903225806,0.0891089108910891,0.01929260450160772,0.06741573033707865,0.020618556701030927,0.07894736842105263,0.019933554817275746,,0.03184713375796178,0.02336448598130841,0.012987012987012988,0.07692307692307693,0.05755395683453238,0.2127659574468085,0.05555555555555555,0.10144927536231885,0.02631578947368421,0.75,0.21568627450980393,0.7454545454545455,0.8723404255319149,0.7804878048780488,0.1411764705882353,0.5277777777777778,0.6129032258064516,0.6842105263157895,0.00392156862745098,,,,0.17647058823529413,0.35555555555555557,0.35555555555555557,0.9375,0.4627450980392157,0.4067796610169492,0.41739130434782606,0.9375,0.16,0.75,0.6666666666666666,0.24,0.16666666666666666,,0.52,0.07692307692307693,1.0,0.19148936170212766,0.7777777777777778,0.1702127659574468,0.125,0.574468085106383,0.48148148148148145,0.8549019607843137,0.4067796610169492,0.5549681102362204,0.5442937500000001,0.5399456521739129,0.06439393939393939,0.15,0.012195121951219513,0.04142011834319527,0.20118343195266272,4.157608695652174,25.97914110429448,0.22528735632183908,,,5.0,1.0,1.0,,,,,,0.025,,,,,,,True,
1630264,1610612764,Anthony Gill,Anthony Gill,1630264,WAS,809.0,13,-11,27,32,5.0,23.0,5.0,59,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,2.0,1.0,,,3.0,1.0,,1.0,3.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,12.5,0.3333333333333333,,,,0.14285714285714285,0.16666666666666666,0.08333333333333333,0.09090909090909091,,,0.2,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.57255,,,,,,,,,23.5,0.18518518518518517,,,,,,,,,,,,,,,,,,True,
