EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyFtPoints,PtsUnassisted3s,DefLongMidRangeReboundPct,LongMidRangeFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFtPoints,LongMidRangeAssists,OffThreePtRebounds,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,Fg3aBlocked,BadPassOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls,FTOffRebounds,Transition Take Fouls Drawn,3SecondViolations,OffFTReboundPct,HeaveAttempts,Blocked3s,BlockedCorner3,BlockedArc3,Charge Fouls Drawn,Technical Free Throw Trips,Arc3PctBlocked,on,OffensiveGoaltends,Transition Take Fouls,3pt And 1 Free Throw Trips,HeaveMakes
1628420,1610612765,Monte Morris,Monte Morris,1628420,DET,716.0,12,-9.0,23,25,6.0,6.0,3.0,48,1.0,2.0,1.0,1.0,2.0,1.0,2.0,35.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,16.0,1.0,0.1428571428571428,0.6666666666666666,0.3,0.25,0.5,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.4697666666666666,8.399999999999999,24.5,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628995,1610612765,Kevin Knox II,Kevin Knox II,1628995,DET,12251.0,204,-77.0,433,434,72.0,78.0,53.0,867,7.0,14.0,18.0,17.0,34.0,37.0,62.0,549.0,8.0,18.0,6.0,4.0,10.0,3.0,2.0,24.0,9.0,8.0,18.0,25.0,3.0,2.0,8.0,,70.0,0.5,0.3873239436619718,0.4189189189189189,0.5211267605633803,16.666666666666668,0.375,0.0898876404494382,0.1071428571428571,0.0982658959537572,0.1428571428571428,0.1159420289855072,0.0666666666666666,0.1971830985915492,0.5,0.5384615384615384,0.2535211267605634,0.7464788732394366,0.542456338028169,6.020588235294118,24.789189189189194,0.1662817551963048,10.0,16.0,1.0,3.0,1.0,2.0,4.0,6.0,19.0,2.0,4.0,1.0,3.0,1.0,3.0,7.0,7.0,1.0,6.0,5.0,2.0,1.0,2.0,1.0,7.0,5.0,26.0,21.0,2.0,1.0,4.0,1.0,4.0,7.0,1.0,7.0,3.0,6.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,17.0,28.0,3.0,8.0,1.0,8.0,2.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,5.0,1.0,0.7647058823529411,0.8125,1.0,0.1891891891891892,0.1428571428571428,0.1891891891891892,0.1666666666666666,0.5,0.0909090909090909,0.2777777777777778,0.0909090909090909,0.2777777777777778,0.1176470588235294,0.1875,0.0714285714285714,0.0769230769230769,0.0551181102362204,0.0328638497652582,0.0888888888888888,0.0175438596491228,0.08,0.0416666666666666,0.0697674418604651,1.0,0.2253521126760563,0.625,0.7692307692307693,0.8,0.7142857142857143,0.056338028169014,0.2676056338028169,0.3157894736842105,0.3157894736842105,1.0,0.0555555555555555,0.0555555555555555,1.0,0.2727272727272727,0.3333333333333333,0.1818181818181818,0.2727272727272727,0.2222222222222222,0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0555555555555555,0.5029,0.5513833333333333,0.0675675675675675,0.1351351351351351,0.032258064516129,0.0806451612903225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201568,1610612765,Danilo Gallinari,Danilo Gallinari,201568,DET,979.0,16,-15.0,32,33,7.0,2.0,4.0,65,,,2.0,,1.0,4.0,8.0,50.0,,2.0,,1.0,1.0,1.0,,3.0,,1.0,1.0,1.0,1.0,,1.0,,7.0,,0.3,0.5,0.8,24.324324324324326,1.0,0.1428571428571428,,0.1,,,,,,,0.4,1.0,0.58795,0.5,25.625,0.21875,,1.0,,,,1.0,,1.0,2.0,,1.0,,,,,1.0,5.0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,4.0,,6.0,,3.0,,,,,,,1.0,,,,,0.25,,0.25,,,,,,0.1666666666666666,1.0,1.0,,,,,,,,,,,0.2,,,,,,0.4,0.5,0.5,,,,,,,,,0.5,,0.5,,,,,0.71395,0.375,0.75,,0.125,1.0,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202692,1610612765,Alec Burks,Alec Burks,202692,DET,14327.0,239,-90.0,510,504,162.0,166.0,55.0,1014,6.0,16.0,34.0,15.0,37.0,63.0,113.0,641.0,12.0,34.0,6.0,6.0,12.0,4.0,3.0,30.0,11.0,14.0,27.0,31.0,7.0,5.0,8.0,1.0,159.0,0.4054054054054054,0.48,0.518348623853211,0.63,20.598591549295776,0.875,0.1076923076923077,0.1208791208791208,0.1131221719457013,0.088235294117647,0.125,0.0909090909090909,0.16,0.375,0.4285714285714285,0.34,0.75,0.5172595,8.554054054054054,24.952380952380956,0.3176470588235294,6.0,12.0,1.0,2.0,,4.0,9.0,11.0,29.0,4.0,4.0,11.0,1.0,5.0,17.0,22.0,17.0,2.0,3.0,5.0,20.0,4.0,12.0,7.0,21.0,32.0,18.0,48.0,,11.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,6.0,5.0,1.0,1.0,,2.0,,,2.0,8.0,19.0,1.0,16.0,2.0,19.0,1.0,9.0,3.0,2.0,1.0,3.0,1.0,,31.0,6.0,0.6,0.6,0.7272727272727273,0.3492063492063492,0.3333333333333333,0.3492063492063492,0.6666666666666666,0.3333333333333333,1.0,0.4393939393939394,1.0,0.4571428571428571,0.081081081081081,0.0833333333333333,0.125,0.1333333333333333,0.0236220472440944,0.0169491525423728,0.0434782608695652,0.0196078431372549,,0.1224489795918367,0.0175438596491228,0.3333333333333333,0.12,0.5,0.5454545454545454,0.5,0.5,0.09,0.29,0.3793103448275862,0.3793103448275862,0.8181818181818182,0.3235294117647059,0.3235294117647059,0.6363636363636364,0.25,0.5,0.5,0.125,0.1212121212121212,,0.1212121212121212,0.5151515151515151,0.2941176470588235,0.3235294117647059,0.55571,0.4853757575757575,0.0833333333333333,0.2,0.1769911504424778,0.2831858407079646,3.0,18.0,0.1538461538461538,3.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,0.8,0.0091743119266055,0.0144927536231884,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202711,1610612765,Bojan Bogdanovic,Bojan Bogdanovic,202711,DET,55255.0,921,-251.0,1919,1918,343.0,398.0,214.0,3837,45.0,105.0,156.0,113.0,218.0,207.0,565.0,2444.0,94.0,156.0,43.0,28.0,71.0,16.0,11.0,170.0,36.0,44.0,81.0,94.0,47.0,33.0,63.0,15.0,337.0,0.518348623853211,0.5694117647058824,0.5972515856236786,0.4870588235294117,24.767657992565056,0.746031746031746,0.0946236559139784,0.1,0.0969696969696969,0.0860655737704918,0.0947368421052631,0.12,0.2470588235294117,0.4285714285714285,0.5056179775280899,0.3670588235294117,0.6611764705882353,0.5120457647058826,8.126605504587157,25.52946859903381,0.1787389265242313,49.0,74.0,5.0,7.0,15.0,17.0,39.0,22.0,51.0,9.0,11.0,64.0,12.0,10.0,31.0,86.0,81.0,10.0,13.0,21.0,48.0,23.0,38.0,16.0,42.0,123.0,132.0,222.0,6.0,64.0,28.0,12.0,27.0,7.0,1.0,13.0,2.0,23.0,19.0,4.0,16.0,2.0,14.0,,2.0,5.0,28.0,57.0,3.0,83.0,4.0,104.0,10.0,43.0,4.0,1.0,2.0,4.0,3.0,,122.0,4.0,0.584070796460177,0.6,0.8604651162790697,0.4154589371980676,0.3809523809523809,0.4154589371980676,0.7692307692307693,0.6052631578947368,0.6029411764705882,0.5875,0.631578947368421,0.634020618556701,0.128440366972477,0.1486486486486486,0.1523809523809524,0.025,0.0144329896907216,0.0153121319199057,0.0063694267515923,0.0125523012552301,0.0337078651685393,0.06,0.0102564102564102,0.75,0.1741176470588235,0.6621621621621622,0.7777777777777778,0.6122448979591837,0.6,0.0917647058823529,0.12,0.4313725490196078,0.44,0.9545454545454546,0.4102564102564102,0.4102564102564102,0.828125,0.2058823529411764,0.7142857142857143,0.2647058823529412,0.3529411764705882,0.2125,0.8823529411764706,0.1375,0.3875,0.3225806451612903,0.4102564102564102,0.5138681818181818,0.512519375,0.0958605664488017,0.1713147410358565,0.0849557522123893,0.2176991150442478,29.0,36.0,0.1971830985915492,19.0,3.0,6.0,7.0,7.0,5.0,6.0,1.0,3.0,14.0,0.3333333333333333,0.0164835164835164,0.0165975103734439,0.4871794871794871,0.5,0.4736842105263157,,0.3333333333333333,1.0,0.5454545454545454,4.0,1.0,10.0,1.0,1.0,1.0,3.0,10.0,0.0048309178743961,0.0256410256410256,0.0196078431372549,0.016260162601626,0.3333333333333333,0.5,0.0048076923076923,,,,,,,,,,,,,True,,,,
1630165,1610612765,Killian Hayes,Killian Hayes,1630165,DET,19850.0,331,-104.0,706,697,68.0,123.0,52.0,1403,17.0,43.0,5.0,28.0,62.0,10.0,70.0,866.0,30.0,5.0,46.0,33.0,79.0,20.0,15.0,191.0,24.0,14.0,38.0,41.0,13.0,9.0,24.0,4.0,67.0,0.4516129032258064,0.4513888888888889,0.4666666666666667,0.1388888888888889,13.060686015831134,0.5416666666666666,0.0828402366863905,0.183206106870229,0.1266666666666666,0.0941176470588235,0.1782178217821782,0.2,0.5972222222222222,0.3953488372093023,0.425,0.0694444444444444,0.2638888888888889,0.4682319444444444,9.843548387096773,25.21,0.0963172804532577,7.0,9.0,,,1.0,1.0,10.0,2.0,5.0,,,1.0,,,,3.0,5.0,2.0,4.0,,4.0,1.0,2.0,,,4.0,26.0,6.0,,1.0,4.0,13.0,28.0,1.0,,3.0,,9.0,4.0,5.0,11.0,2.0,4.0,,2.0,2.0,12.0,24.0,1.0,16.0,6.0,7.0,1.0,3.0,6.0,1.0,4.0,6.0,3.0,,4.0,1.0,0.4642857142857143,0.4642857142857143,0.6666666666666666,0.3,,0.3,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.064516129032258,0.1111111111111111,0.0697674418604651,,0.0056497175141242,0.009933774834437,,0.0098039215686274,,0.0181818181818181,,0.5,0.125,0.7777777777777778,0.875,0.4285714285714285,0.4705882352941176,0.1388888888888889,0.0694444444444444,0.4,0.4,0.5,0.2,0.2,1.0,,,,,0.5,1.0,,,,0.2,0.3778,0.4325,0.0405405405405405,0.046875,0.0571428571428571,0.0571428571428571,2.0,3.0,0.1724137931034483,4.0,,,,,3.0,2.0,1.0,1.0,1.0,,0.016,0.0123456790123456,0.4,0.4,0.5,,,,,,,3.0,,,1.0,1.0,1.0,,,,0.0227272727272727,,,,1.0,,,,,,,,,,,,True,,,,
1630191,1610612765,Isaiah Stewart,Isaiah Stewart,1630191,DET,19231.0,321,-28.0,663,659,97.0,142.0,64.0,1322,6.0,10.0,19.0,26.0,40.0,33.0,110.0,839.0,16.0,19.0,19.0,7.0,26.0,6.0,9.0,59.0,21.0,25.0,50.0,66.0,1.0,1.0,8.0,2.0,96.0,0.65,0.6438356164383562,0.6626506024096386,0.4520547945205479,12.482853223593963,0.125,0.1479289940828402,0.1826086956521739,0.1619718309859155,0.1770833333333333,0.1951219512195122,0.1515151515151515,0.136986301369863,0.6,0.6666666666666666,0.2602739726027397,0.8493150684931506,0.5536568493150684,3.215,24.951515151515157,0.1463046757164404,19.0,29.0,6.0,9.0,3.0,4.0,1.0,4.0,14.0,,2.0,10.0,2.0,2.0,4.0,14.0,16.0,7.0,10.0,2.0,18.0,4.0,5.0,2.0,6.0,17.0,36.0,42.0,10.0,10.0,3.0,1.0,7.0,6.0,4.0,16.0,1.0,3.0,2.0,1.0,7.0,2.0,,,,,10.0,26.0,4.0,17.0,1.0,21.0,1.0,11.0,6.0,1.0,5.0,6.0,4.0,,17.0,4.0,0.6923076923076923,0.8571428571428571,1.0,0.4242424242424242,0.3333333333333333,0.4242424242424242,0.7,0.8,0.7083333333333334,0.6363636363636364,0.6923076923076923,0.6538461538461539,0.075,0.0689655172413793,0.1,0.3333333333333333,0.0379746835443038,0.0526315789473684,0.0612244897959183,0.0235294117647058,0.0416666666666666,0.0784313725490196,0.0333333333333333,0.6666666666666666,0.3972602739726027,0.6551724137931034,0.7037037037037037,0.631578947368421,0.8333333333333334,0.0136986301369863,0.1917808219178082,0.2857142857142857,0.2857142857142857,1.0,0.5263157894736842,0.5263157894736842,1.0,0.75,0.6666666666666666,,0.1666666666666666,0.3636363636363636,0.75,0.1818181818181818,0.3636363636363636,0.5,0.5263157894736842,0.53104,0.5305454545454545,0.1325301204819277,0.22,0.1636363636363636,0.1545454545454545,3.0,,0.1818181818181818,1.0,,,1.0,1.0,3.0,8.0,2.0,,,0.5,0.074074074074074,0.0555555555555555,1.0,1.0,1.0,0.1666666666666666,,,,1.0,,,,,,,,,,,0.1111111111111111,0.5,1.0,,,2.0,1.0,2.0,0.1111111111111111,,,,,,,,True,,,,
1631105,1610612765,Jalen Duren,Jalen Duren,1631105,DET,32057.0,534,-114.0,1107,1105,179.0,196.0,142.0,2212,28.0,51.0,,120.0,177.0,,269.0,1406.0,82.0,,25.0,11.0,36.0,5.0,7.0,83.0,62.0,74.0,151.0,212.0,11.0,6.0,21.0,3.0,175.0,0.6779661016949152,0.6779661016949152,0.7005208333333334,,16.83794466403162,0.5238095238095238,0.2730627306273063,0.2844036697247706,0.278118609406953,0.2847222222222222,0.2873563218390804,0.2727272727272727,0.288135593220339,0.5490196078431373,0.5833333333333334,,0.6892655367231638,0.5461463276836157,3.7954802259887015,,0.1616982836495031,92.0,122.0,29.0,41.0,12.0,15.0,4.0,,,,,,,,,,29.0,33.0,47.0,,73.0,13.0,19.0,,,34.0,158.0,,48.0,,8.0,6.0,12.0,47.0,15.0,61.0,5.0,1.0,,1.0,10.0,,5.0,,,1.0,28.0,50.0,5.0,38.0,,39.0,9.0,22.0,7.0,1.0,6.0,7.0,4.0,1.0,30.0,3.0,0.6583333333333333,0.8229166666666666,,,,,0.7021276595744681,0.6842105263157895,0.7021276595744681,0.6842105263157895,0.7156862745098039,0.7083333333333334,0.0451977401129943,0.040983606557377,0.0588235294117647,0.6,0.1566666666666666,0.1193737769080234,0.1683168316831683,0.1586206896551724,0.1296296296296296,0.2444444444444444,0.1041666666666666,0.5714285714285714,0.6892655367231638,0.7540983606557377,0.7863247863247863,0.6739130434782609,0.6071428571428571,0.0225988700564971,,,,,,,,0.8723404255319149,0.7073170731707317,,,0.7894736842105263,0.8,,,,,0.5807729729729731,0.5724736842105264,0.1157894736842105,0.1157894736842105,0.2713754646840148,0.1263940520446096,8.0,,0.2972972972972973,,,,,7.0,6.0,14.0,8.0,6.0,2.0,,0.0663507109004739,0.0592592592592592,,,,0.2068965517241379,,,,,,2.0,,,,1.0,,,,,0.0789473684210526,,,,,,,,,,,,,,,,True,,,,
1631093,1610612765,Jaden Ivey,Jaden Ivey,1631093,DET,38280.0,638,-150.0,1324,1319,215.0,242.0,158.0,2643,29.0,72.0,61.0,79.0,163.0,96.0,334.0,1682.0,92.0,60.0,59.0,25.0,84.0,16.0,18.0,193.0,35.0,20.0,56.0,97.0,28.0,19.0,53.0,10.0,212.0,0.4846625766871165,0.5135135135135135,0.5566666666666666,0.3706563706563706,23.56475300400534,0.5283018867924528,0.0625,0.1388888888888889,0.0961538461538461,0.0545454545454545,0.1485148514851485,0.1,0.277992277992278,0.4027777777777778,0.4754098360655737,0.2355212355212355,0.6525096525096525,0.5364436046511627,6.095705521472392,25.45625,0.1623867069486405,43.0,73.0,5.0,10.0,3.0,8.0,18.0,13.0,35.0,1.0,5.0,23.0,5.0,2.0,11.0,36.0,68.0,9.0,18.0,6.0,29.0,6.0,20.0,4.0,16.0,38.0,66.0,96.0,10.0,23.0,22.0,9.0,36.0,20.0,1.0,41.0,6.0,18.0,12.0,6.0,25.0,5.0,9.0,2.0,2.0,5.0,34.0,69.0,6.0,76.0,5.0,95.0,12.0,49.0,13.0,8.0,5.0,14.0,6.0,1.0,34.0,3.0,0.4177215189873418,0.4459459459459459,0.8888888888888888,0.375,0.25,0.3789473684210526,0.5,0.3,0.4375,0.3333333333333333,0.5178571428571429,0.4222222222222222,0.1349693251533742,0.1506849315068493,0.1527777777777778,0.0476190476190476,0.0579710144927536,0.0675675675675675,0.0762711864406779,0.0368098159509202,0.078125,0.0776699029126213,0.0495867768595041,0.4285714285714285,0.2818532818532818,0.589041095890411,0.6935483870967742,0.4883720930232558,0.3103448275862069,0.0694980694980695,0.1351351351351351,0.3714285714285714,0.3714285714285714,1.0,0.3770491803278688,0.3770491803278688,0.8260869565217391,0.4166666666666667,0.5,0.0416666666666666,0.2083333333333333,0.2222222222222222,0.375,0.1388888888888889,0.3055555555555556,0.1818181818181818,0.3833333333333333,0.567075,0.513407142857143,0.1683501683501683,0.245,0.0868263473053892,0.1137724550898203,14.0,12.0,0.0576923076923076,7.0,,2.0,1.0,8.0,5.0,20.0,2.0,2.0,3.0,0.1666666666666666,0.0809716599190283,0.0952380952380952,0.3888888888888889,0.3888888888888889,0.4285714285714285,0.2,,,0.4,1.0,,10.0,,1.0,,,1.0,,,,0.050632911392405,0.2,,0.0103092783505154,4.0,1.0,,,0.0285714285714285,1.0,1.0,1.0,,,,,True,,,,
1641709,1610612765,Ausar Thompson,Ausar Thompson,1641709,DET,15453.0,258,-129.0,528,544,111.0,115.0,58.0,1072,6.0,12.0,4.0,28.0,46.0,16.0,72.0,682.0,28.0,4.0,6.0,7.0,13.0,4.0,2.0,33.0,11.0,28.0,41.0,61.0,6.0,4.0,12.0,2.0,111.0,0.6086956521739131,0.5483870967741935,0.5454545454545454,0.2580645161290322,13.242784380305604,0.5,0.1944444444444444,0.11,0.1598360655737705,0.1846153846153846,0.1282051282051282,0.0454545454545454,0.1935483870967742,0.5,0.6,0.064516129032258,0.7419354838709677,0.5472491935483871,4.619565217391305,24.10625,0.2102272727272727,20.0,30.0,6.0,9.0,4.0,11.0,4.0,3.0,12.0,,,1.0,,,,4.0,4.0,7.0,10.0,,16.0,5.0,14.0,,,11.0,28.0,12.0,10.0,1.0,3.0,3.0,4.0,11.0,2.0,20.0,1.0,9.0,5.0,4.0,6.0,1.0,2.0,1.0,,,14.0,28.0,1.0,10.0,1.0,10.0,2.0,6.0,8.0,3.0,5.0,10.0,6.0,,11.0,3.0,0.5,0.6086956521739131,1.0,0.25,,0.25,0.7,0.3571428571428571,0.7,0.3571428571428571,0.6666666666666666,0.3666666666666666,0.0652173913043478,0.0333333333333333,0.1666666666666666,0.2222222222222222,0.0846153846153846,0.0796812749003984,0.1219512195121951,0.088235294117647,,0.2352941176470588,0.0384615384615384,0.6,0.4838709677419355,0.6666666666666666,0.6896551724137931,0.5,0.5,0.064516129032258,0.1935483870967742,0.25,0.2727272727272727,1.0,0.25,0.25,1.0,0.9,0.6666666666666666,,,0.7857142857142857,0.3636363636363636,,,,0.25,0.5633375,0.5327071428571428,0.0909090909090909,0.12,0.2222222222222222,0.1527777777777778,1.0,,0.1428571428571428,2.0,,,,2.0,,9.0,,1.0,,,0.0743801652892562,0.0512820512820512,0.5,0.5,0.5,,,,,,1.0,3.0,,,,,,0.0625,,0.0833333333333333,0.1162790697674418,,,,1.0,,,,,,2.0,,2.0,,,,True,,,,
