EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,Corner3Assists,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,LostBallTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,StepOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,DefFTReboundPct,ThreePtShootingFoulsDrawnPct,Travels,AtRimPctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Transition Take Fouls Drawn,Transition Take Fouls
1629684,1610612766,Grant Williams,Grant Williams,1629684,CHA,119.0,2,-4,5,4,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630197,1610612766,Aleksej Pokusevski,Aleksej Pokusevski,1630197,CHA,2131.0,36,-5,71,73,144,82,9.0,15.0,8.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,3.0,7.0,1.0,5.0,3.0,12.0,2.0,1.0,4.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,8.0,2.0,10.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,9.0,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2,0.42857142857142855,0.375,0.46153846153846156,0.4166666666666667,0.14285714285714285,0.3333333333333333,21.25,0.5,0.058823529411764705,0.0625,0.4117647058823529,0.058823529411764705,0.23529411764705882,0.06060606060606061,0.14285714285714285,0.0625,0.16666666666666666,0.3076923076923077,0.75,0.14285714285714285,0.16666666666666666,0.5,0.5,1.0,0.25,0.3333333333333333,0.5,0.16666666666666666,0.5,0.5,1.0,0.4166666666666667,0.2,0.2,1.0,0.3333333333333333,0.5833333333333334,0.2,0.49951249999999997,0.4409666666666667,0.23076923076923078,0.375,7.942857142857143,26.0,0.1267605633802817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641733,1610612766,Nick Smith Jr.,Nick Smith Jr.,1641733,CHA,3186.0,53,8,109,112,221,111,38.0,38.0,12.0,2.0,2.0,3.0,6.0,2.0,7.0,7.0,17.0,5.0,7.0,15.0,7.0,18.0,1.0,36.0,7.0,5.0,2.0,12.0,12.0,17.0,7.0,1.0,3.0,1.0,4.0,,3.0,,9.0,,1.0,4.0,4.0,8.0,1.0,9.0,,,,,2.0,,2.0,,2.0,,1.0,2.0,1.0,,2.0,,1.0,38.0,0.14285714285714285,0.16666666666666666,0.5714285714285714,0.3888888888888889,0.3888888888888889,0.4666666666666667,0.5303030303030303,0.5294117647058824,0.5454545454545454,0.06666666666666667,0.16666666666666666,29.26829268292683,1.0,0.15384615384615385,0.041666666666666664,0.14285714285714285,,0.14814814814814814,0.02,,,0.18181818181818182,0.10526315789473684,0.2222222222222222,,0.06060606060606061,1.0,1.0,,0.18181818181818182,0.5,0.6,0.21212121212121213,0.2857142857142857,0.2857142857142857,,0.5151515151515151,0.4117647058823529,0.4117647058823529,0.5714285714285714,0.4166666666666667,0.6060606060606061,0.4117647058823529,0.45783787878787885,0.4374375,0.029411764705882353,0.0625,13.113333333333333,26.483333333333334,0.3486238532110092,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,13.0,9.0,2.0,1.0,13.0,0.5,0.4,1.0,0.42857142857142855,0.8333333333333334,0.5,0.8333333333333334,0.5,0.16666666666666666,0.1,0.2,0.3333333333333333,0.030303030303030304,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,0.4,0.5985666666666667,0.1388888888888889,0.3611111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641735,1610612766,Amari Bailey,Amari Bailey,1641735,CHA,3878.0,65,5,131,134,265,142,46.0,41.0,14.0,5.0,9.0,1.0,4.0,1.0,3.0,,7.0,3.0,7.0,16.0,1.0,8.0,6.0,23.0,6.0,3.0,4.0,10.0,3.0,7.0,,,3.0,4.0,7.0,4.0,3.0,,18.0,2.0,4.0,2.0,1.0,3.0,6.0,9.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,,7.0,1.0,3.0,46.0,0.2857142857142857,0.3333333333333333,1.0,0.125,0.125,0.4375,0.3541666666666667,0.42592592592592593,0.3333333333333333,,,21.08843537414966,0.75,0.027777777777777776,0.13793103448275862,0.0625,0.06896551724137931,0.04411764705882353,0.10344827586206896,0.07692307692307693,0.07407407407407407,0.07142857142857142,0.08695652173913043,,0.13333333333333333,0.375,0.5555555555555556,0.5555555555555556,0.4,0.16666666666666666,0.25,0.25,0.125,0.3333333333333333,0.3333333333333333,,0.2916666666666667,,,,0.3333333333333333,0.7083333333333334,,0.5495416666666667,0.5149777777777778,0.11538461538461539,0.16666666666666666,7.46875,25.487499999999997,0.3511450381679389,1.0,1.0,1.0,,1.0,,3.0,4.0,,1.0,6.0,3.0,,4.0,10.0,,2.0,,10.0,,,0.75,0.5,0.6,0.3333333333333333,0.6,0.45454545454545453,0.25,,,,0.041666666666666664,0.2,1.0,0.2,,,,0.46326249999999997,0.2608695652173913,0.43478260869565216,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.2222222222222222,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202722,1610612766,Davis Bertans,Davis Bertans,202722,CHA,185.0,3,-4,7,7,14,7,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,3.0,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,1.5,1.5,1.0,,,28.57142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.4494,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629716,1610612766,Marques Bolden,Marques Bolden,1629716,CHA,930.0,16,9,31,32,63,26,16.0,14.0,5.0,2.0,3.0,2.0,2.0,,,,,,4.0,5.0,,,,8.0,1.0,,8.0,,,,,,,,,,,,,,2.0,,3.0,3.0,2.0,5.0,,,,,,,,1.0,1.0,,,,,,,,,16.0,1.0,1.0,,,,0.8,0.8,0.8,,,,16.666666666666668,,0.21428571428571427,0.2222222222222222,,,0.15789473684210525,0.14285714285714285,0.3333333333333333,,0.16666666666666666,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,0.4,1.0,1.0,,,,,,,,,,0.6,,0.55582,0.5894,,,3.02,,0.5161290322580645,1.0,1.0,,,,,1.0,1.0,,,2.0,1.0,,,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.16666666666666666,0.5,1.0,,1.0,1.0,,,,,0.5894,0.25,0.25,1.0,1.0,,,1.0,,,0.5,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641778,1610612766,Leaky Black,Leaky Black,1641778,CHA,2515.0,42,3,85,87,172,101,30.0,19.0,9.0,3.0,3.0,,1.0,,,1.0,1.0,,3.0,4.0,2.0,3.0,1.0,13.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,,2.0,4.0,6.0,2.0,1.0,1.0,16.0,,,2.0,5.0,7.0,,7.0,,4.0,3.0,1.0,2.0,,1.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,30.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.8571428571428571,0.9285714285714286,0.42857142857142855,,,9.473684210526317,1.0,0.18518518518518517,,0.1111111111111111,,0.15555555555555556,,,,0.2,0.15384615384615385,,,0.42857142857142855,1.0,1.0,0.6666666666666666,0.14285714285714285,,,,,,,0.14285714285714285,1.0,1.0,1.0,,0.8571428571428571,1.0,0.6848785714285714,0.6626166666666666,0.14285714285714285,0.25,2.875,24.633333333333336,0.35294117647058826,2.0,2.0,2.0,,,,2.0,2.0,,,5.0,1.0,1.0,,5.0,,,2.0,5.0,,0.5,1.0,1.0,1.0,0.8333333333333334,1.25,0.8333333333333334,,0.25,,,0.2857142857142857,1.0,1.0,,,,,0.8702,0.38461538461538464,0.38461538461538464,1.0,1.0,1.0,1.0,,,,,0.5,0.5,1.0,0.3333333333333333,1.0,,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630544,1610612766,Tre Mann,Tre Mann,1630544,CHA,1048.0,17,4,35,36,71,44,15.0,3.0,4.0,1.0,1.0,1.0,4.0,,,1.0,2.0,,2.0,5.0,2.0,3.0,4.0,14.0,2.0,,,4.0,6.0,2.0,1.0,,2.0,1.0,3.0,1.0,1.0,,7.0,,,1.0,2.0,4.0,,4.0,,,,,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,5.0,2.0,2.0,15.0,,,1.0,0.6666666666666666,0.6666666666666666,0.4,0.625,0.7777777777777778,0.375,,,28.205128205128204,0.5,0.16666666666666666,,0.1111111111111111,,0.14285714285714285,,,,,0.14285714285714285,,,0.125,1.0,1.0,,0.5,0.25,0.25,,,,,0.25,0.5,0.5,1.0,,0.5,0.5,0.5155937500000001,0.42645,0.3333333333333333,0.4,6.960000000000001,25.400000000000002,0.42857142857142855,,,1.0,,,,,,,,,1.0,,,2.0,,,,2.0,,,,0.5,,0.5,,0.5,,0.2857142857142857,,,0.125,,,,,,,,,0.14285714285714285,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.25,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630550,1610612766,JT Thor,JT Thor,1630550,CHA,2052.0,34,25,66,68,134,57,19.0,33.0,8.0,4.0,4.0,,,,,1.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,12.0,,1.0,6.0,2.0,3.0,2.0,1.0,,2.0,2.0,4.0,2.0,2.0,,10.0,,,2.0,2.0,5.0,,5.0,,1.0,,1.0,,,,,,,,,1.0,,2.0,,1.0,19.0,0.75,0.75,1.0,0.5,0.5,1.0,0.9166666666666666,0.8571428571428571,0.3333333333333333,,,9.333333333333334,,0.08333333333333333,,0.125,,0.1,,,,0.08333333333333333,,0.5,,0.6666666666666666,1.0,1.0,0.75,,,,,,,,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.6565166666666666,0.50775,0.14285714285714285,0.2,1.85,25.450000000000003,0.2878787878787879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,1.0,0.5,,,,1.0,,,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631121,1610612766,Bryce McGowens,Bryce McGowens,1631121,CHA,1492.0,25,-19,50,53,103,61,28.0,26.0,5.0,2.0,3.0,,1.0,1.0,1.0,,4.0,3.0,3.0,5.0,,4.0,5.0,11.0,4.0,3.0,4.0,2.0,,4.0,,1.0,1.0,,1.0,,1.0,,2.0,,,,2.0,2.0,,2.0,,,,,,,,1.0,1.0,,,1.0,3.0,,6.0,,2.0,28.0,0.6666666666666666,0.6666666666666666,,,,0.6,0.3333333333333333,0.4583333333333333,0.4444444444444444,0.2,,23.21428571428571,,0.15384615384615385,,,,0.07407407407407407,,,,,,,,0.3333333333333333,0.6666666666666666,1.0,1.0,0.1111111111111111,,,0.1111111111111111,1.0,1.0,,0.4444444444444444,,,,0.42857142857142855,0.7777777777777778,,0.5039666666666667,0.5013857142857143,0.18181818181818182,0.2857142857142857,7.959999999999999,26.55,0.56,,,,,1.0,,,,,1.0,,2.0,,3.0,7.0,,,,7.0,,,,0.5,,0.2857142857142857,,0.3888888888888889,,0.14285714285714285,0.25,,,,,1.0,,,,,,0.6363636363636364,1.0,2.0,,,,1.0,1.0,,,,,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
