EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,Fg3aBlocked,LongMidRangeAssists,OffTwoPtRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,Charge Fouls Drawn,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,BlockedAtRim,3SecondViolations,Defensive 3 Seconds Violations,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,DefensiveGoaltends,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,on,Clear Path Fouls,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedLongMidRange,Transition Take Fouls Drawn,BlockedCorner3,HeaveMakes
1626204,1610612740,Larry Nance Jr.,Larry Nance Jr.,1626204,NOP,333.0,6.0,10.0,11.0,13,3.0,5,2.0,24,7,1.0,1.0,1.0,1.0,2.0,3.0,0.14285714285714285,0.5,0.07692307692307693,0.16666666666666666,1.0,0.2,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1627742,1610612740,Brandon Ingram,Brandon Ingram,1627742,NOP,6237.0,104.0,13.0,213.0,211,93.0,84,24.0,424,240,4.0,14.0,20.0,4.0,24.0,93.0,0.3111111111111111,0.08888888888888889,0.2261904761904762,0.04395604395604396,0.11428571428571428,0.3142857142857143,0.43661971830985913,4.0,5.0,2.0,2.0,1.0,1.0,15.0,21.0,14.0,23.0,1.0,1.0,4.0,16.0,2.0,2.0,8.0,33.0,49.0,4.0,17.0,21.0,99.0,2.0,3.0,2.0,1.0,5.0,16.0,18.0,2.0,9.0,9.0,47.0,18.0,48.0,6.0,6.0,2.0,1.0,15.0,4.0,2.0,5.0,11.0,16.0,7.0,4.0,4.0,1.0,43.0,5.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,6.0,8.0,3.0,5.0,13.0,2.0,2.0,16.0,25.0,3.0,14.0,47.0,2.0,0.2727272727272727,0.28125,0.5,0.23529411764705882,0.2222222222222222,0.25,0.673469387755102,0.6666666666666666,0.8888888888888888,0.5909090909090909,0.4,0.7037037037037037,0.6428571428571429,0.5,0.734375,0.25757575757575757,0.04081632653061224,0.2,0.047619047619047616,35.12396694214876,0.25,0.14285714285714285,0.1282051282051282,0.2,0.14285714285714285,0.3,0.038461538461538464,0.07575757575757576,0.8,1.0,0.5,0.3181818181818182,0.7142857142857143,0.75,0.26666666666666666,0.3484848484848485,0.6086956521739131,0.6086956521739131,0.21428571428571427,0.015151515151515152,0.24242424242424243,0.25,0.25,0.5,0.4,1.0,0.5,0.4,0.037037037037037035,1.0,0.037037037037037035,0.2962962962962963,0.25,0.3333333333333333,0.26666666666666666,0.45561846153846147,0.4161,0.450425,0.18181818181818182,0.23333333333333334,0.050505050505050504,0.47474747474747475,12.161224489795915,27.48823529411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1630230,1610612740,Naji Marshall,Naji Marshall,1630230,NOP,9253.0,154.0,43.0,326.0,333,178.0,125,46.0,659,368,6.0,9.0,13.0,11.0,24.0,178.0,0.10465116279069768,0.09375,0.06962025316455696,0.0738255033557047,0.08,0.12727272727272726,0.5460122699386503,13.0,20.0,1.0,2.0,7.0,9.0,9.0,22.0,1.0,5.0,10.0,6.0,3.0,10.0,3.0,2.0,7.0,23.0,47.0,9.0,20.0,11.0,84.0,3.0,7.0,5.0,1.0,13.0,15.0,27.0,7.0,13.0,5.0,56.0,20.0,26.0,24.0,3.0,,,10.0,3.0,5.0,15.0,13.0,28.0,8.0,5.0,11.0,2.0,69.0,2.0,2.0,2.0,10.0,2.0,8.0,7.0,1.0,5.0,7.0,14.0,10.0,5.0,12.0,,,12.0,18.0,1.0,8.0,56.0,2.0,0.43478260869565216,0.43478260869565216,0.8888888888888888,0.45,0.5384615384615384,0.45,0.48936170212765956,0.42857142857142855,0.5555555555555556,0.5447761194029851,0.5,0.6375,0.5533333333333333,0.5,0.6111111111111112,0.29850746268656714,0.10638297872340426,0.1,0.13636363636363635,23.298429319371728,0.5,0.2,0.027777777777777776,,,0.06451612903225806,0.07142857142857142,0.29850746268656714,0.65,0.7222222222222222,0.3076923076923077,0.3283582089552239,0.4090909090909091,0.47368421052631576,0.6666666666666666,0.07462686567164178,0.2,0.2,,0.14925373134328357,0.14925373134328357,0.3,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.5,,0.25,0.225,0.7777777777777778,0.15,0.175,0.2857142857142857,0.5970149253731343,0.3,0.5105559701492538,0.49635000000000007,0.48838125000000004,0.10810810810810811,0.14814814814814814,0.15476190476190477,0.6666666666666666,6.404255319148936,24.520000000000003,6.0,2.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.05,0.1,0.058823529411764705,0.05405405405405406,0.0625,0.0625,0.14285714285714285,0.15384615384615385,1.0,0.6,0.6,1.0,0.16666666666666666,1.0,1.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1630631,1610612740,Jose Alvarado,Jose Alvarado,1630631,NOP,9172.0,153.0,41.0,327.0,327,157.0,155,47.0,654,373,,10.0,14.0,2.0,16.0,157.0,0.11904761904761904,,0.08904109589041095,0.012738853503184714,,0.14545454545454545,0.4801223241590214,6.0,11.0,,,2.0,5.0,5.0,14.0,,,8.0,5.0,12.0,27.0,4.0,6.0,13.0,11.0,25.0,17.0,35.0,8.0,81.0,,,9.0,,9.0,5.0,9.0,9.0,18.0,6.0,43.0,10.0,12.0,48.0,3.0,,,27.0,12.0,3.0,13.0,13.0,26.0,10.0,3.0,6.0,4.0,65.0,3.0,1.0,,10.0,5.0,5.0,4.0,,2.0,3.0,7.0,3.0,3.0,12.0,,,9.0,12.0,,3.0,43.0,2.0,0.45454545454545453,0.45454545454545453,0.9411764705882353,0.4857142857142857,0.5,0.4857142857142857,0.44,,0.5555555555555556,0.6083333333333333,0.5,0.6851851851851852,0.6136363636363636,0.5,0.6935483870967742,0.5833333333333334,0.12,,0.21428571428571427,18.814432989690722,0.5714285714285714,0.08333333333333333,0.04838709677419355,0.045454545454545456,0.06896551724137931,0.06896551724137931,,0.18333333333333332,0.5454545454545454,0.5454545454545454,0.5,0.23333333333333334,0.35714285714285715,0.45454545454545453,0.4,,,,,0.13333333333333333,0.45,0.4444444444444444,0.4444444444444444,0.9166666666666666,,,,0.4444444444444444,0.18518518518518517,0.4,0.18518518518518517,0.48148148148148145,0.46153846153846156,0.7666666666666667,0.4444444444444444,0.5297333333333333,0.6115125,0.5392314814814815,0.047619047619047616,0.10714285714285714,0.1111111111111111,0.5308641975308642,5.600000000000001,25.33428571428572,5.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,,,,2.0,,3.0,1.0,1.0,1.0,,2.0,0.3333333333333333,0.02857142857142857,,0.02197802197802198,,,0.1111111111111111,,,,0.625,0.7142857142857143,1.0,0.5555555555555556,0.4,1.0,0.6,1.0,1.0,0.125,0.25,1.0,,,,,,,,,,,,,,True,,,,,,,,
203469,1610612740,Cody Zeller,Cody Zeller,203469,NOP,19183.0,320.0,46.0,685.0,682,308.0,293,97.0,1367,754,12.0,28.0,64.0,48.0,112.0,308.0,0.1728395061728395,0.08163265306122448,0.18092105263157895,0.14501510574018128,0.07964601769911504,0.1826086956521739,0.44963503649635034,22.0,47.0,11.0,25.0,11.0,24.0,3.0,11.0,,1.0,,,1.0,3.0,2.0,,2.0,25.0,59.0,1.0,3.0,23.0,76.0,11.0,27.0,2.0,8.0,33.0,11.0,30.0,,2.0,13.0,35.0,28.0,22.0,3.0,,18.0,,3.0,1.0,10.0,25.0,14.0,39.0,10.0,4.0,12.0,7.0,92.0,27.0,9.0,5.0,9.0,4.0,5.0,5.0,2.0,4.0,11.0,16.0,6.0,24.0,45.0,,6.0,37.0,38.0,3.0,14.0,35.0,7.0,0.56,0.875,1.0,0.3333333333333333,,0.3333333333333333,0.423728813559322,0.4074074074074074,0.36666666666666664,0.4274193548387097,0.43103448275862066,0.34375,0.475,0.4714285714285714,0.4069767441860465,0.04838709677419355,0.1694915254237288,0.1276595744680851,0.36363636363636365,11.830635118306352,0.3125,0.32142857142857145,0.19014084507042253,0.14545454545454545,0.22727272727272727,0.14893617021276595,0.19230769230769232,0.7580645161290323,0.46808510638297873,0.5365853658536586,0.5454545454545454,0.1774193548387097,0.2727272727272727,0.42857142857142855,0.6666666666666666,0.016129032258064516,,,,,0.04838709677419355,0.3333333333333333,0.3333333333333333,1.0,0.8620689655172413,0.44,0.09090909090909091,0.06896551724137931,0.75,0.4583333333333333,,0.0625,,0.8064516129032258,0.3333333333333333,0.5956290322580644,0.614075,0.579059375,0.1917808219178082,0.2,0.4342105263157895,0.4605263157894737,2.6728813559322027,26.46666666666667,,,,,1.0,,6.0,36.0,1.0,1.0,1.0,,6.0,,,7.0,5.0,4.0,5.0,1.0,6.0,0.5,,,0.1956521739130435,0.18666666666666668,0.19402985074626866,0.21428571428571427,0.08823529411764706,0.19047619047619047,0.2,,,,,,,,1.0,4.0,,0.5,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,True,,,,,,,,
1641722,1610612740,Jordan Hawkins,Jordan Hawkins,1641722,NOP,12897.0,215.0,13.0,463.0,454,207.0,153,69.0,917,514,4.0,13.0,21.0,6.0,27.0,207.0,0.12264150943396226,0.038461538461538464,0.10047846889952153,0.025974025974025976,0.036585365853658534,0.09859154929577464,0.4470842332613391,7.0,14.0,1.0,2.0,3.0,8.0,4.0,10.0,8.0,22.0,13.0,7.0,19.0,53.0,2.0,6.0,21.0,19.0,46.0,23.0,66.0,18.0,125.0,3.0,7.0,3.0,,6.0,8.0,22.0,8.0,28.0,11.0,51.0,30.0,8.0,66.0,3.0,2.0,,53.0,19.0,2.0,8.0,3.0,11.0,,3.0,7.0,1.0,25.0,8.0,,,1.0,1.0,,6.0,,4.0,2.0,8.0,4.0,7.0,13.0,,2.0,10.0,20.0,,7.0,51.0,,0.7894736842105263,0.8333333333333334,0.9565217391304348,0.3484848484848485,0.2857142857142857,0.3484848484848485,0.41304347826086957,0.42857142857142855,0.36363636363636365,0.47767857142857145,0.3,0.4,0.5125,0.3,0.45454545454545453,0.5892857142857143,0.043478260869565216,0.14285714285714285,,23.52941176470588,0.75,,0.07766990291262135,0.046511627906976744,0.08888888888888889,0.17142857142857143,,0.125,0.5,0.5833333333333334,0.7142857142857143,0.08928571428571429,0.4,0.4,0.75,0.19642857142857142,0.36363636363636365,0.36363636363636365,0.875,0.11607142857142858,0.4732142857142857,0.3584905660377358,0.36538461538461536,0.9473684210526315,0.2,0.5,,0.2,0.16,0.375,0.14,0.42,0.2857142857142857,0.7142857142857143,0.3584905660377358,0.5102116071428572,0.4676857142857143,0.5119400000000001,0.06722689075630252,0.1320754716981132,0.048,0.408,10.560869565217391,25.519696969696966,4.0,,1.0,2.0,,2.0,,2.0,,2.0,,,,1.0,3.0,1.0,,,,,1.0,,0.030303030303030304,0.018867924528301886,0.015748031496062992,0.018518518518518517,0.023255813953488372,,0.045454545454545456,0.13333333333333333,,0.3076923076923077,0.3333333333333333,1.0,0.1,,,0.2857142857142857,,,0.07692307692307693,,,,,,,1.0,1.0,1.0,0.015151515151515152,,,,,,True,,,,,,,,
1630700,1610612740,Dyson Daniels,Dyson Daniels,1630700,NOP,9108.0,152.0,36.0,327.0,323,123.0,110,43.0,650,345,4.0,11.0,23.0,6.0,29.0,123.0,0.15942028985507245,0.05714285714285714,0.16911764705882354,0.039473684210526314,0.03636363636363636,0.14583333333333334,0.3761467889908257,7.0,11.0,2.0,2.0,1.0,1.0,5.0,13.0,,1.0,5.0,2.0,2.0,13.0,1.0,,3.0,12.0,25.0,4.0,18.0,4.0,40.0,2.0,4.0,1.0,,7.0,4.0,6.0,1.0,5.0,2.0,13.0,10.0,14.0,12.0,,,1.0,12.0,2.0,2.0,8.0,5.0,13.0,4.0,1.0,5.0,2.0,31.0,12.0,,2.0,11.0,10.0,1.0,2.0,1.0,2.0,5.0,7.0,2.0,8.0,10.0,,,8.0,8.0,,3.0,13.0,1.0,0.4166666666666667,0.4166666666666667,1.0,0.2222222222222222,0.2,0.23529411764705882,0.48,0.5,0.6666666666666666,0.4186046511627907,0.7,0.5,0.425531914893617,0.7,0.5,0.4186046511627907,0.08,0.18181818181818182,,14.323607427055704,0.2857142857142857,,0.1791044776119403,0.10714285714285714,0.20689655172413793,0.19047619047619047,0.08333333333333333,0.2558139534883721,0.6363636363636364,0.7777777777777778,0.42857142857142855,0.3023255813953488,0.38461538461538464,0.38461538461538464,0.4,0.023255813953488372,,,,0.11627906976744186,0.3023255813953488,0.15384615384615385,0.15384615384615385,1.0,0.4,1.0,,0.2,0.09090909090909091,1.0,0.18181818181818182,0.2727272727272727,,0.6744186046511628,0.16666666666666666,0.5372964285714286,0.48578750000000004,0.4918090909090909,0.06521739130434782,0.10714285714285714,0.175,0.325,6.024,27.372222222222216,2.0,,,1.0,1.0,,1.0,2.0,1.0,,2.0,1.0,1.0,2.0,,1.0,4.0,2.0,4.0,3.0,1.0,1.0,,,0.024390243902439025,,0.0625,,0.13333333333333333,0.3,0.75,0.4,0.4,1.0,,,,0.5,1.0,,,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,True,,,,,,,,
1629627,1610612740,Zion Williamson,Zion Williamson,1629627,NOP,4547.0,76.0,2.0,159.0,158,74.0,75,25.0,317,178,1.0,2.0,10.0,3.0,13.0,74.0,0.06060606060606061,0.025,0.109375,0.033707865168539325,0.034482758620689655,0.045454545454545456,0.46540880503144655,20.0,33.0,3.0,5.0,7.0,13.0,4.0,10.0,,,,,,,,,,24.0,43.0,,,11.0,59.0,3.0,5.0,,,6.0,8.0,18.0,,,7.0,23.0,18.0,30.0,,,,,,,4.0,2.0,8.0,10.0,8.0,,1.0,1.0,28.0,5.0,3.0,1.0,5.0,3.0,2.0,1.0,2.0,,5.0,6.0,2.0,4.0,7.0,1.0,2.0,10.0,15.0,3.0,8.0,23.0,,0.375,0.375,,,,,0.5581395348837209,0.6,0.4444444444444444,0.5581395348837209,0.6,0.4444444444444444,0.6020408163265306,0.6,0.5227272727272727,,0.09302325581395349,0.09090909090909091,0.1,28.79581151832461,0.16666666666666666,0.75,0.16129032258064516,0.23076923076923078,0.13333333333333333,0.09090909090909091,0.06666666666666667,0.7674418604651163,0.6060606060606061,0.6666666666666666,0.45,0.23255813953488372,0.4,0.4444444444444444,,,,,,,,,,,1.0,0.6,0.6666666666666666,,0.7222222222222222,0.5384615384615384,,,,0.7674418604651163,,0.5699697674418605,0.551,0.5375222222222221,0.16666666666666666,0.16666666666666666,0.1016949152542373,0.3898305084745763,3.1511627906976742,,,,,,,,,2.0,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,0.04081632653061224,0.06060606060606061,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,
1630529,1610612740,Herbert Jones,Herbert Jones,1630529,NOP,3890.0,65.0,-7.0,134.0,134,44.0,42,21.0,268,158,1.0,3.0,6.0,2.0,8.0,44.0,0.11538461538461539,0.03571428571428571,0.10869565217391304,0.03278688524590164,0.05263157894736842,0.15,0.3283582089552239,5.0,7.0,,,1.0,1.0,1.0,2.0,,,3.0,2.0,1.0,1.0,,1.0,1.0,6.0,9.0,2.0,4.0,7.0,25.0,1.0,1.0,,,2.0,1.0,1.0,2.0,3.0,4.0,12.0,10.0,2.0,6.0,,,,1.0,1.0,1.0,3.0,,3.0,,,3.0,,6.0,2.0,1.0,1.0,3.0,3.0,,1.0,,1.0,1.0,2.0,1.0,3.0,5.0,,1.0,6.0,8.0,,3.0,12.0,,0.8333333333333334,0.8333333333333334,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.6923076923076923,1.0,1.0,0.7352941176470589,1.0,1.0,0.3076923076923077,0.1111111111111111,0.14285714285714285,,12.025316455696203,0.5,0.3333333333333333,0.1,,0.08333333333333333,,0.25,0.5384615384615384,0.7142857142857143,0.8333333333333334,0.8,0.15384615384615385,0.5,0.5,1.0,,,,,0.23076923076923078,0.07692307692307693,1.0,1.0,1.0,,,,,0.25,1.0,0.5,0.25,1.0,0.8461538461538461,1.0,0.5671884615384615,0.345,0.599275,0.1875,0.25,0.08,0.48,3.822222222222222,23.95,1.0,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,0.030303030303030304,,0.09090909090909091,,,0.5,,0.3333333333333333,0.3333333333333333,1.0,,,,0.5,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,
1630346,1610612740,Matt Ryan,Matt Ryan,1630346,NOP,3953.0,66.0,-5.0,152.0,150,68.0,96,27.0,302,161,1.0,2.0,6.0,1.0,7.0,68.0,0.05714285714285714,0.02702702702702703,0.08571428571428572,0.011764705882352941,,0.034482758620689655,0.4473684210526316,,,,,,,1.0,1.0,,4.0,6.0,2.0,6.0,12.0,3.0,,3.0,1.0,5.0,9.0,18.0,10.0,39.0,,,5.0,,9.0,1.0,3.0,1.0,5.0,7.0,12.0,2.0,,24.0,3.0,,,12.0,6.0,1.0,4.0,1.0,5.0,1.0,,4.0,,11.0,4.0,,,2.0,2.0,,1.0,1.0,,2.0,3.0,1.0,1.0,6.0,,1.0,6.0,10.0,,2.0,12.0,1.0,1.0,1.0,0.8888888888888888,0.5,0.2,0.5,0.2,,0.3333333333333333,0.6304347826086957,0.9,0.3125,0.6851851851851852,0.9,0.5,0.782608695652174,0.2,,,16.39344262295082,0.3333333333333333,,0.11428571428571428,0.07142857142857142,0.17647058823529413,0.16666666666666666,,,,,,0.043478260869565216,1.0,1.0,1.0,0.17391304347826086,,,,0.2608695652173913,0.5217391304347826,0.5,0.5,0.8333333333333334,,,,0.6,,,0.25,0.375,,0.782608695652174,0.5,0.49819130434782616,0.5898,0.45549999999999996,0.08,0.2857142857142857,0.23076923076923078,0.3076923076923077,14.219999999999999,24.86111111111111,3.0,2.0,2.0,1.0,3.0,,,,,1.0,,,,1.0,2.0,2.0,,,,,2.0,0.6,,,,,,,0.09090909090909091,,,0.5,0.5,1.0,0.4,1.0,1.0,0.5,1.0,,,0.3333333333333333,1.0,,,,,,,,,,,0.25,,,True,,,,,,,,
