EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,FtPoints,SecondChanceFG2A,Fg2aBlocked,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyFtPoints,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,ShootingFouls,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,HeaveAttempts,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedShortMidRange,RecoveredBlocks,PenaltyFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Corner3Assists,LongMidRangeAssists,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,Offensive Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,Loose Ball Fouls,DefensiveGoaltends,on,Fg3aBlocked,Charge Fouls Drawn,BlockedCorner3,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Charge Fouls,Transition Take Fouls,Transition Take Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips
1628379,1610612763,Luke Kennard,Luke Kennard,1628379,MEM,642.0,11,-5.0,21,22,5.0,1.0,3.0,43,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,24.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.625,1.0,0.625,1.0,0.75,16.666666666666668,0.25,1.0,1.0,1.0,0.25,0.5,0.5,0.5,1.0,0.75,0.5,0.5006999999999999,0.4536,0.4,11.5,25.0,0.23809523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,533.0,9,-10.0,19,19,,7.0,3.0,38,1.0,3.0,,,1.0,1.0,5.0,,1.0,3.0,22.0,,,,2.0,,1.0,,,,,,,,1.0,1.0,,,,0.2,,0.16666666666666666,,0.21428571428571427,,0.16666666666666666,31.818181818181817,0.5,0.3333333333333333,0.3333333333333333,1.0,,0.16666666666666666,,,,0.5,,0.49820833333333336,,,5.76,25.3,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,0.5,0.16666666666666666,0.09090909090909091,0.5,0.3333333333333333,1.0,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629634,1610612763,Brandon Clarke,Brandon Clarke,1629634,MEM,1502.0,25,-23.0,52,55,27.0,27.0,4.0,107,,2.0,1.0,,,2.0,5.0,,1.0,5.0,73.0,,2.0,1.0,4.0,,,,2.0,3.0,1.0,7.0,1.0,27.0,1.0,1.0,,,,0.4,,0.3333333333333333,,0.3125,0.125,0.16666666666666666,15.517241379310345,0.3333333333333333,,,,0.16666666666666666,,,,,0.5,,0.49695,0.5863,0.2,7.76,23.7,0.5192307692307693,2.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,,4.0,4.0,1.0,,0.2,,0.2222222222222222,0.16666666666666666,,0.3333333333333333,1.0,0.14285714285714285,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.1111111111111111,0.1111111111111111,0.14285714285714285,0.13043478260869565,0.14285714285714285,0.09090909090909091,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1641713,1610612763,GG Jackson,GG Jackson,1641713,MEM,3656.0,61,-3.0,130,130,53.0,47.0,15.0,260,1.0,4.0,2.0,4.0,15.0,6.0,13.0,4.0,17.0,34.0,130.0,1.0,5.0,3.0,6.0,6.0,15.0,4.0,5.0,6.0,2.0,13.0,3.0,53.0,0.5,0.6,0.5,0.23529411764705882,0.23529411764705882,0.46153846153846156,0.2,0.4,0.09090909090909091,0.4722222222222222,0.125,0.5666666666666667,29.13907284768212,0.13333333333333333,0.25,0.3333333333333333,,0.06666666666666667,0.5,0.26666666666666666,0.26666666666666666,0.5,0.8333333333333334,0.26666666666666666,0.5373100000000001,0.5205954545454546,0.08823529411764706,4.892307692307692,26.71764705882353,0.4076923076923077,8.0,2.0,10.0,4.0,3.0,4.0,10.0,15.0,1.0,9.0,13.0,6.0,,0.23076923076923078,0.25,0.14814814814814814,0.1509433962264151,,0.26666666666666666,0.3333333333333333,0.17142857142857143,0.3333333333333333,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,5.0,4.0,5.0,2.0,1.0,4.0,2.0,8.0,,,,1.0,,,,1.0,0.25,0.5,0.15384615384615385,0.1282051282051282,,0.078125,0.1111111111111111,,,0.2,0.17391304347826086,0.5,0.6666666666666666,0.5,0.03333333333333333,1.0,1.0,1.0,0.2727272727272727,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,7.0,6.0,6.0,6.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5833333333333334,0.5833333333333334,0.2857142857142857,0.2,0.1,0.18181818181818182,0.5,0.3333333333333333,0.5,0.3333333333333333,0.09090909090909091,0.45454545454545453,0.5330199999999999,0.20588235294117646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1641970,1610612763,Maozinha Pereira,Maozinha Pereira,1641970,MEM,7298.0,122,9.0,248,252,90.0,63.0,34.0,500,1.0,4.0,6.0,2.0,7.0,13.0,22.0,5.0,13.0,48.0,247.0,6.0,9.0,21.0,18.0,15.0,6.0,2.0,,2.0,,6.0,21.0,90.0,0.6923076923076923,0.9,1.0,0.38461538461538464,0.4166666666666667,0.5909090909090909,0.6666666666666666,0.5857142857142857,0.65625,0.6153846153846154,0.65625,0.37142857142857144,14.965986394557824,0.11428571428571428,0.25,0.25,,0.17142857142857143,0.2,0.2857142857142857,0.2857142857142857,1.0,0.8857142857142857,0.3333333333333333,0.6128308823529411,0.6305333333333334,0.4375,2.3727272727272726,27.415384615384617,0.3629032258064516,18.0,3.0,7.0,4.0,2.0,11.0,26.0,37.0,10.0,8.0,10.0,6.0,,0.09090909090909091,0.1111111111111111,0.1864406779661017,0.20869565217391303,0.14285714285714285,0.5142857142857142,0.6,0.15384615384615385,0.23076923076923078,12.0,6.0,,,,2.0,2.0,,6.0,4.0,13.0,11.0,6.0,3.0,4.0,1.0,5.0,4.0,,,,4.0,2.0,4.0,,,0.8,0.23214285714285715,0.05263157894736842,0.11538461538461539,0.078125,0.02702702702702703,0.09523809523809523,0.2,0.16666666666666666,0.2,0.6666666666666666,0.75,0.75,,,,,0.375,2.0,5.0,4.0,,,3.0,3.0,1.0,1.0,12.0,7.0,8.0,,6.0,2.0,3.0,,1.0,3.0,,,7.0,2.0,1.0,0.75,0.9,0.8571428571428571,0.2,0.07142857142857142,0.28,0.21052631578947367,0.6666666666666666,,,0.8333333333333334,0.25,0.1875,0.6081666666666666,0.25,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.42857142857142855,0.1111111111111111,0.09090909090909091,0.07142857142857142,0.75,0.5,0.5,1.0,0.2,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630692,1610612763,Jordan Goodwin,Jordan Goodwin,1630692,MEM,3940.0,66,12.0,134,135,37.0,30.0,18.0,269,2.0,5.0,4.0,2.0,7.0,7.0,20.0,6.0,11.0,38.0,135.0,3.0,8.0,6.0,4.0,15.0,7.0,2.0,5.0,11.0,4.0,28.0,6.0,37.0,0.2857142857142857,0.4,0.8333333333333334,0.5454545454545454,0.5454545454545454,0.35,0.375,0.5161290322580645,0.3333333333333333,0.5588235294117647,0.3333333333333333,0.3548387096774194,22.929936305732483,0.16129032258064516,0.4,0.4,,0.12903225806451613,0.22580645161290322,0.2857142857142857,0.2857142857142857,1.0,0.6451612903225806,0.2857142857142857,0.5053,0.5099333333333333,0.15789473684210525,8.635,25.063636363636363,0.27611940298507465,9.0,3.0,6.0,5.0,1.0,4.0,10.0,16.0,5.0,6.0,6.0,3.0,,0.05,0.1111111111111111,0.11428571428571428,0.140625,0.125,0.2903225806451613,0.5,0.08823529411764706,0.13043478260869565,3.0,4.0,2.0,6.0,,6.0,4.0,1.0,1.0,4.0,5.0,6.0,4.0,2.0,1.0,1.0,2.0,,1.0,,,,,,,,0.5,0.1724137931034483,0.08888888888888889,0.043478260869565216,0.07352941176470588,0.09523809523809523,0.05,,0.25,0.1111111111111111,0.3333333333333333,0.375,0.3333333333333333,0.1935483870967742,0.3333333333333333,0.3333333333333333,0.5,0.4444444444444444,1.0,2.0,,,,1.0,3.0,1.0,1.0,9.0,1.0,10.0,3.0,4.0,1.0,2.0,1.0,1.0,,,,5.0,,1.0,0.6,0.75,0.75,0.25,0.125,0.07692307692307693,0.25,0.3333333333333333,,,0.5,,0.1111111111111111,0.544525,0.23684210526315788,4.0,1.0,1.0,,,,,,1.0,2.0,,,,,,0.25,,0.125,,1.0,1.0,0.75,0.16666666666666666,1.0,1.0,,,2.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630205,1610612763,Lamar Stevens,Lamar Stevens,1630205,MEM,3097.0,52,9.0,102,107,33.0,25.0,20.0,209,6.0,11.0,2.0,,6.0,11.0,18.0,1.0,8.0,30.0,106.0,5.0,5.0,17.0,10.0,3.0,6.0,,4.0,4.0,3.0,8.0,17.0,33.0,0.45454545454545453,0.5,1.0,0.125,0.125,0.6111111111111112,1.0,0.4807692307692308,0.9285714285714286,0.5172413793103449,0.9444444444444444,0.3076923076923077,22.834645669291337,0.4230769230769231,0.5454545454545454,0.6,0.6666666666666666,0.07692307692307693,0.23076923076923078,,,,0.5384615384615384,,0.5187903846153846,0.52855,0.5666666666666667,6.877777777777776,25.35,0.3235294117647059,6.0,1.0,5.0,1.0,2.0,9.0,13.0,14.0,2.0,3.0,6.0,3.0,1.0,0.1111111111111111,0.16666666666666666,0.42857142857142855,0.2765957446808511,0.42857142857142855,0.23076923076923078,0.3333333333333333,0.10344827586206896,0.14285714285714285,5.0,2.0,,1.0,4.0,,,,,1.0,4.0,1.0,3.0,2.0,,,,,,,,,,,,0.09090909090909091,,0.15384615384615385,0.034482758620689655,,0.017543859649122806,,,,,0.42857142857142855,0.8333333333333334,1.0,0.2,0.038461538461538464,,,,0.2857142857142857,1.0,2.0,1.0,,2.0,1.0,1.0,,2.0,2.0,2.0,12.0,,2.0,,1.0,,,,,,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,0.1,0.16666666666666666,0.2857142857142857,1.0,0.6666666666666666,,1.0,0.14285714285714285,0.14285714285714285,0.571025,0.06666666666666667,1.0,,,1.0,,,1.0,,,,,,,,0.5,,,,,0.5,0.5,1.0,,,,1.0,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,
1631222,1610612763,Jake LaRavia,Jake LaRavia,1631222,MEM,2818.0,47,25.0,94,96,39.0,28.0,12.0,190,1.0,2.0,2.0,2.0,8.0,3.0,7.0,2.0,10.0,15.0,78.0,,2.0,6.0,4.0,6.0,7.0,2.0,3.0,3.0,2.0,6.0,6.0,39.0,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2222222222222222,0.42857142857142855,,0.35294117647058826,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.5882352941176471,18.918918918918916,0.11764705882352941,0.5,0.5,,0.11764705882352941,0.47058823529411764,0.25,0.25,1.0,0.8235294117647058,0.2857142857142857,0.50587,0.49037857142857144,0.4,6.357142857142857,28.559999999999995,0.4148936170212766,4.0,,3.0,,2.0,,3.0,4.0,3.0,2.0,3.0,2.0,,0.2857142857142857,0.25,,0.06,,0.23529411764705882,,0.1111111111111111,0.25,2.0,1.0,,1.0,,,,1.0,1.0,,3.0,1.0,2.0,,1.0,1.0,3.0,,,,,,,,,,0.3333333333333333,0.12,,0.041666666666666664,0.020833333333333332,,0.05555555555555555,,0.16666666666666666,,0.5,0.6666666666666666,1.0,0.058823529411764705,,,,0.1111111111111111,,,1.0,1.0,2.0,6.0,,1.0,4.0,3.0,7.0,2.0,,,,2.0,,2.0,,1.0,1.0,1.0,1.0,0.25,,0.375,0.375,,,0.1,0.1111111111111111,,0.5,0.5,,0.1111111111111111,0.6666666666666666,0.5578125,0.2,,,2.0,,2.0,,2.0,1.0,,1.0,,,,,0.2857142857142857,,,0.14285714285714285,,,,,0.5,,,,0.3333333333333333,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,
1629723,1610612763,John Konchar,John Konchar,1629723,MEM,178.0,3,8.0,5,5,,,,10,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.2,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,0.25,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630610,1610612763,DeJon Jarreau,DeJon Jarreau,1630610,MEM,1426.0,24,3.0,49,52,20.0,13.0,7.0,101,,4.0,1.0,,,1.0,8.0,,1.0,3.0,44.0,1.0,2.0,2.0,,,,,2.0,4.0,1.0,10.0,2.0,20.0,,,,,,0.125,0.5,0.1111111111111111,0.3333333333333333,0.15,0.3333333333333333,0.1111111111111111,18.333333333333336,0.4444444444444444,,,,0.1111111111111111,,,,,0.4444444444444444,,0.5081388888888889,0.48328333333333334,0.6666666666666666,6.825,22.7,0.40816326530612246,3.0,1.0,1.0,2.0,,5.0,6.0,9.0,4.0,3.0,3.0,2.0,,,,0.5,0.22727272727272727,0.5,0.3333333333333333,0.3333333333333333,0.2,0.2222222222222222,1.0,1.0,,1.0,,2.0,2.0,,,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,0.10526315789473684,,0.06666666666666667,0.1,,,,0.5,0.3333333333333333,0.3333333333333333,,0.1111111111111111,,,,0.3333333333333333,,1.0,1.0,,,,,,1.0,,1.0,2.0,,,1.0,,,,,,,1.0,1.0,,,,,0.25,0.125,,,,,,1.0,0.3333333333333333,,0.5347166666666667,,,,1.0,,,,,,1.0,1.0,,,,1.0,,0.25,,0.125,1.0,,,,0.3333333333333333,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,
