EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Loose Ball Fouls,Loose Ball Fouls Drawn,Corner3PctBlocked,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeAssists,FTOffRebounds,Charge Fouls,Charge Fouls Drawn,BlockedArc3,LongMidRangePctBlocked,OffFTReboundPct,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Transition Take Fouls,Defensive 3 Seconds Violations,DefensiveGoaltends,on,Clear Path Fouls,HeaveMakes,Transition Take Fouls Drawn,OffensiveGoaltends
1627745,1610612739,Damian Jones,Damian Jones,1627745,CLE,2900.0,48,-24,99,97,7.0,29.0,6,196,12.0,14.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,13.0,16.0,2.0,5.0,31.0,126,2.0,3.0,2.0,6.0,1.0,1.0,2.0,18.0,8.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,3.0,6.0,9.0,5.0,14.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,7.0,2.0,6.0,6.0,2.0,4.0,1.0,2.0,7.0,1.0,0.6923076923076923,0.8181818181818182,0.8125,0.6666666666666666,1.0,0.7222222222222222,0.6666666666666666,1.0,0.775,0.75,1.0,0.1111111111111111,0.0625,0.07142857142857142,23.58490566037736,0.2,0.2608695652173913,0.13636363636363635,0.2,0.08695652173913043,0.23684210526315788,0.1111111111111111,0.18181818181818182,0.125,0.1,0.2857142857142857,1.0,0.2222222222222222,0.16666666666666666,0.25,0.7777777777777778,0.8571428571428571,0.9230769230769231,0.6666666666666666,0.1111111111111111,0.5,0.5,1.0,0.1111111111111111,1.0,0.6666666666666666,1.0,1.0,0.8888888888888888,0.6563361111111111,0.7112499999999999,0.501,0.2,0.2222222222222222,0.1935483870967742,0.06451612903225806,1.8125,26.1,0.0707070707070707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1627747,1610612739,Caris LeVert,Caris LeVert,1627747,CLE,50013.0,834,85,1681,1645,465.0,374.0,189,3326,49.0,89.0,5.0,12.0,12.0,21.0,33.0,79.0,95.0,85.0,176.0,127.0,60.0,338.0,1845,9.0,17.0,3.0,36.0,21.0,42.0,79.0,86.0,84.0,8.0,94.0,18.0,95.0,62.0,157.0,21.0,60.0,376.0,10.0,12.0,57.0,51.0,111.0,22.0,133.0,7.0,35.0,29.0,30.0,17.0,15.0,6.0,45.0,4.0,7.0,33.0,61.0,2.0,57.0,78.0,5.0,38.0,,77.0,461.0,8.0,0.5058823529411764,0.5308641975308642,0.48295454545454547,0.5294117647058824,0.5,0.45874587458745875,0.4714285714285714,0.37012987012987014,0.49852507374631266,0.47368421052631576,0.4438202247191011,0.41914191419141916,0.10227272727272728,0.14606741573033707,20.4364023416711,0.6666666666666666,0.12289156626506025,0.032,0.16715542521994134,0.02717391304347826,0.14285714285714285,0.029609690444145357,0.026845637583892617,0.031914893617021274,0.010714285714285714,0.16230366492146597,0.10256410256410256,0.1732283464566929,0.14942528735632185,0.045454545454545456,0.29372937293729373,0.550561797752809,0.6447368421052632,0.6326530612244898,0.2607260726072607,0.4177215189873418,0.44594594594594594,0.36363636363636365,0.31353135313531355,0.34285714285714286,0.4166666666666667,0.2727272727272727,0.5714285714285714,0.7128712871287128,0.5363104304635763,0.5225166666666667,0.5009848684210526,0.11572700296735905,0.18181818181818182,0.10650887573964497,0.23372781065088757,5.270454545454545,25.52283464566929,0.2766210588935158,3.0,8.0,9.0,32.0,2.0,1.0,9.0,27.0,5.0,16.0,4.0,26.0,36.0,5.0,18.0,5.0,35.0,22.0,96.0,12.0,1.0,27.0,3.0,41.0,35.0,3.0,6.0,1.0,3.0,13.0,3.0,4.0,1.0,2.0,15.0,1.0,10.0,1.0,5.0,16.0,8.0,1.0,0.8888888888888888,0.28346456692913385,0.2777777777777778,0.14285714285714285,0.2857142857142857,0.023622047244094488,0.06329113924050633,0.031578947368421054,0.061224489795918366,0.05263157894736842,0.07954545454545454,0.0821917808219178,0.5,0.026402640264026403,0.375,0.375,0.10561056105610561,0.28125,0.28125,1.0,0.28421052631578947,0.29347826086956524,0.8518518518518519,0.2,0.05714285714285714,0.45714285714285713,0.3125,1.0,0.11688311688311688,0.1111111111111111,0.33766233766233766,0.15384615384615385,0.2872340425531915,0.0078125,,,,,,,,,,,,,,,,,,,,,True,,,,
1627777,1610612739,Georges Niang,Georges Niang,1627777,CLE,49816.0,830,41,1650,1631,359.0,338.0,164,3281,29.0,43.0,3.0,3.0,4.0,5.0,33.0,62.0,111.0,63.0,110.0,167.0,19.0,355.0,1923,3.0,6.0,2.0,23.0,9.0,16.0,61.0,102.0,24.0,2.0,111.0,6.0,23.0,20.0,43.0,7.0,15.0,106.0,2.0,5.0,46.0,52.0,121.0,7.0,128.0,2.0,14.0,7.0,14.0,8.0,15.0,3.0,29.0,3.0,5.0,54.0,91.0,4.0,23.0,24.0,2.0,13.0,,61.0,358.0,5.0,0.8095238095238095,0.8225806451612904,0.5727272727272728,0.5,0.5625,0.6064981949458483,0.5,0.6477272727272727,0.6163194444444444,0.5227272727272727,0.6630434782608695,0.6028880866425993,0.05454545454545454,0.046511627906976744,17.34135667396061,0.4827586206896552,0.12967581047381546,0.014084507042253521,0.13411078717201166,0.00546448087431694,0.13172043010752688,0.009708737864077669,0.007142857142857143,0.022099447513812154,0.007168458781362007,0.14606741573033707,0.203125,0.14453125,0.10344827586206896,0.014925373134328358,0.1552346570397112,0.6744186046511628,0.7073170731707317,0.8620689655172413,0.22382671480144403,0.532258064516129,0.5689655172413793,0.7575757575757576,0.4007220216606498,0.14285714285714285,1.0,0.11363636363636363,0.8,0.7581227436823105,0.5401606498194949,0.5224766666666667,0.5196795454545456,0.04513888888888889,0.10743801652892562,0.0647887323943662,0.17183098591549295,5.9363636363636365,25.116167664670655,0.2175757575757576,1.0,5.0,25.0,56.0,4.0,3.0,8.0,45.0,3.0,11.0,10.0,20.0,70.0,5.0,15.0,13.0,28.0,4.0,207.0,3.0,,45.0,3.0,13.0,8.0,23.0,7.0,2.0,3.0,6.0,3.0,3.0,,,5.0,,3.0,,2.0,5.0,1.0,,0.9857142857142858,0.41916167664670656,0.3333333333333333,0.4642857142857143,0.41916167664670656,0.017964071856287425,0.06451612903225806,0.009009009009009009,0.4339622641509434,,,0.08176100628930817,0.2,0.018050541516245487,0.2,0.2,0.20216606498194944,0.44642857142857145,0.46296296296296297,1.0,0.40540540540540543,0.4090909090909091,0.9777777777777777,0.6666666666666666,0.19047619047619047,0.5238095238095238,0.2727272727272727,1.0,0.18181818181818182,0.375,0.45454545454545453,0.5,0.40540540540540543,,2.0,6.0,2.0,0.03571428571428571,1.0,0.5,1.0,,,,,,,,,,,,,,True,,,,
1629622,1610612739,Max Strus,Max Strus,1629622,CLE,59476.0,991,98,2019,1995,390.0,260.0,218,4014,43.0,70.0,8.0,11.0,5.0,7.0,10.0,19.0,151.0,56.0,96.0,201.0,41.0,390.0,2252,9.0,14.0,2.0,50.0,6.0,11.0,75.0,74.0,38.0,10.0,151.0,11.0,86.0,35.0,121.0,10.0,52.0,277.0,16.0,9.0,38.0,73.0,118.0,26.0,144.0,6.0,30.0,22.0,24.0,17.0,18.0,2.0,42.0,,8.0,43.0,86.0,2.0,57.0,53.0,4.0,13.0,,73.0,383.0,8.0,0.6607142857142857,0.7254901960784313,0.5833333333333334,0.6428571428571429,0.5454545454545454,0.5875420875420876,0.6666666666666666,0.675,0.6112852664576802,0.6756756756756757,0.7352941176470589,0.6767676767676768,0.11458333333333333,0.1,15.966386554621849,0.5714285714285714,0.13543599257884972,0.019230769230769232,0.09200968523002422,0.03931203931203931,0.11659663865546219,0.02857142857142857,0.0273224043715847,0.013574660633484163,0.04180064308681672,0.13656387665198239,0.15,0.09841269841269841,0.07142857142857142,0.041379310344827586,0.2356902356902357,0.6142857142857143,0.6825396825396826,0.627906976744186,0.06397306397306397,0.5263157894736842,0.625,0.8,0.5084175084175084,0.3055555555555556,0.7272727272727273,0.175,0.7142857142857143,0.9124579124579124,0.5699809764309763,0.5132977272727273,0.54555625,0.05787781350482315,0.12380952380952381,0.1282051282051282,0.19230769230769232,3.901041666666666,25.74925373134329,0.19316493313521546,3.0,7.0,18.0,50.0,3.0,3.0,9.0,61.0,10.0,19.0,11.0,20.0,79.0,10.0,22.0,14.0,29.0,21.0,234.0,3.0,,61.0,2.0,25.0,26.0,7.0,8.0,4.0,5.0,7.0,4.0,5.0,5.0,8.0,6.0,3.0,4.0,2.0,2.0,9.0,4.0,7.0,0.9873417721518988,0.39303482587064675,0.45454545454545453,0.4827586206896552,0.39303482587064675,0.009950248756218905,0.15789473684210525,0.006622516556291391,0.175,0.015625,0.03125,0.12735849056603774,0.4444444444444444,0.02356902356902357,0.42857142857142855,0.5,0.16835016835016836,0.36,0.3673469387755102,1.0,0.40397350993377484,0.4066666666666667,0.9836065573770492,0.375,0.08333333333333333,0.5277777777777778,0.5263157894736842,1.0,0.225,0.3333333333333333,0.5,0.55,0.40397350993377484,0.024271844660194174,,4.0,1.0,0.02,0.6666666666666666,,,8.0,1.0,1.0,3.0,1.0,0.14285714285714285,0.020833333333333332,,,,,,,True,,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,114040.0,1901,112,3817,3771,770.0,650.0,415,7588,107.0,180.0,5.0,7.0,35.0,47.0,97.0,217.0,304.0,243.0,485.0,356.0,146.0,1028.0,4309,13.0,20.0,3.0,101.0,55.0,104.0,242.0,168.0,318.0,4.0,304.0,42.0,241.0,132.0,373.0,40.0,184.0,878.0,16.0,14.0,60.0,61.0,122.0,30.0,152.0,9.0,74.0,52.0,107.0,79.0,69.0,13.0,176.0,8.0,41.0,36.0,95.0,9.0,163.0,175.0,11.0,66.0,1.0,237.0,759.0,9.0,0.345679012345679,0.34854771784232363,0.5010309278350515,0.65,0.5288461538461539,0.5243757431629013,0.5975609756097561,0.5,0.556407447973713,0.6011904761904762,0.5527522935779816,0.4233055885850178,0.0865979381443299,0.1111111111111111,25.4860623096744,0.6079545454545454,0.06118355065195587,0.016036655211912942,0.07741935483870968,0.019417475728155338,0.0682844243792325,0.01767825574543312,0.005747126436781609,0.021634615384615384,0.019138755980861243,0.06018518518518518,0.07329842931937172,0.07560137457044673,0.08290155440414508,0.02195121951219512,0.2140309155766944,0.5944444444444444,0.66875,0.411214953271028,0.25802615933412604,0.4470046082949309,0.49238578680203043,0.27835051546391754,0.361474435196195,0.08536585365853659,0.7142857142857143,0.24607329842931938,0.7446808510638298,0.6373365041617123,0.5144958333333334,0.4899944444444443,0.5009786842105264,0.08120133481646273,0.12222222222222222,0.09824902723735408,0.23540856031128404,7.802474226804125,26.389887640449437,0.2017291066282421,39.0,88.0,22.0,52.0,11.0,3.0,9.0,110.0,22.0,51.0,24.0,78.0,132.0,24.0,62.0,27.0,87.0,51.0,258.0,138.0,,110.0,6.0,92.0,48.0,1.0,22.0,25.0,12.0,28.0,9.0,13.0,7.0,14.0,7.0,,3.0,,4.0,7.0,4.0,10.0,0.6515151515151515,0.3707865168539326,0.3870967741935484,0.3103448275862069,0.3707865168539326,0.016853932584269662,0.09216589861751152,0.013157894736842105,0.011111111111111112,0.027522935779816515,0.02030456852791878,0.05614973262032086,0.5714285714285714,0.10463733650416171,0.4431818181818182,0.45348837209302323,0.06183115338882283,0.4230769230769231,0.44,0.9090909090909091,0.3618421052631579,0.36666666666666664,0.6,0.4,0.13414634146341464,0.6219512195121951,0.43137254901960786,0.8181818181818182,0.04712041884816754,0.3333333333333333,0.4083769633507853,0.3076923076923077,0.3618421052631579,0.019498607242339833,2.0,7.0,1.0,0.038461538461538464,0.3333333333333333,0.18181818181818182,1.0,9.0,,,3.0,,0.022727272727272728,,4.0,14.0,,,,,True,,,,
1629660,1610612739,Ty Jerome,Ty Jerome,1629660,CLE,205.0,3,-5,8,7,8.0,7.0,1,15,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,48298.0,805,14,1571,1561,260.0,292.0,163,3132,52.0,79.0,3.0,8.0,5.0,8.0,7.0,23.0,37.0,61.0,105.0,99.0,38.0,286.0,1819,4.0,10.0,3.0,14.0,5.0,9.0,33.0,96.0,26.0,4.0,37.0,14.0,31.0,21.0,52.0,9.0,17.0,125.0,14.0,6.0,37.0,24.0,62.0,20.0,82.0,3.0,25.0,25.0,10.0,6.0,13.0,1.0,23.0,3.0,3.0,25.0,59.0,4.0,49.0,55.0,11.0,31.0,,33.0,255.0,5.0,0.7868852459016393,0.8135593220338984,0.580952380952381,0.4,0.5555555555555556,0.6078431372549019,0.34375,0.5952380952380952,0.6355555555555555,0.3888888888888889,0.6346153846153846,0.4852941176470588,0.13333333333333333,0.08860759493670886,14.147176269252709,0.43478260869565216,0.055299539170506916,0.017142857142857144,0.11598746081504702,0.04011461318051576,0.08100929614873838,0.02861230329041488,0.013157894736842105,0.019230769230769232,0.04263565891472868,0.03225806451612903,0.03333333333333333,0.11063829787234042,0.13095238095238096,0.03488372093023256,0.3872549019607843,0.6582278481012658,0.7222222222222222,0.8076923076923077,0.11274509803921569,0.30434782608695654,0.4375,0.5714285714285714,0.18137254901960784,0.5,0.375,0.38095238095238093,0.625,0.8725490196078431,0.6107409313725489,0.57312,0.5840952380952381,0.13839285714285715,0.248,0.04895104895104895,0.11538461538461539,2.9914285714285715,24.297979797979803,0.1654996817313813,2.0,3.0,27.0,62.0,4.0,3.0,8.0,15.0,,2.0,2.0,4.0,42.0,1.0,6.0,5.0,12.0,8.0,126.0,,,15.0,,12.0,10.0,1.0,,1.0,3.0,4.0,3.0,1.0,,1.0,16.0,2.0,5.0,,10.0,18.0,11.0,1.0,1.0,0.42424242424242425,0.16666666666666666,0.4166666666666667,0.42424242424242425,,0.30434782608695654,,0.03225806451612903,0.023809523809523808,0.03296703296703297,0.0949367088607595,0.6111111111111112,0.014705882352941176,0.6666666666666666,0.6666666666666666,0.30392156862745096,0.43548387096774194,0.43548387096774194,1.0,0.40540540540540543,0.40540540540540543,1.0,0.3333333333333333,0.25,0.125,,,0.38095238095238093,0.375,0.19047619047619047,0.5,0.40540540540540543,,1.0,5.0,4.0,,1.0,0.25,1.0,4.0,,1.0,4.0,2.0,,,,,1.0,,,,True,,,,
1630241,1610612739,Sam Merrill,Sam Merrill,1630241,CLE,19400.0,323,-1,630,619,128.0,149.0,77,1249,,1.0,,,,,,7.0,81.0,,10.0,102.0,6.0,126.0,714,,1.0,1.0,16.0,,1.0,29.0,,,,81.0,4.0,12.0,13.0,25.0,4.0,8.0,63.0,5.0,1.0,10.0,18.0,28.0,7.0,35.0,1.0,6.0,4.0,2.0,2.0,3.0,2.0,5.0,,1.0,14.0,26.0,,13.0,6.0,,1.0,,29.0,126.0,2.0,,,,,,0.5357142857142857,0.5,0.631578947368421,0.5478260869565217,0.5,0.6904761904761905,0.9107142857142857,0.4,1.0,16.690042075736326,0.4,0.10344827586206896,0.0070921985815602835,0.08196721311475409,0.0273224043715847,0.0945945945945946,0.018518518518518517,0.019230769230769232,,0.02040816326530612,0.10666666666666667,0.1111111111111111,0.08791208791208792,0.06451612903225806,0.015151515151515152,0.008928571428571428,,,,0.0625,,,,0.7232142857142857,,,,,0.9196428571428571,0.5390290178571429,0.5277454545454545,0.5542263157894736,0.017699115044247787,0.09090909090909091,0.12698412698412698,0.23015873015873015,7.890000000000001,25.356862745098034,0.20317460317460317,,2.0,10.0,21.0,4.0,3.0,6.0,30.0,2.0,10.0,5.0,12.0,40.0,5.0,14.0,8.0,18.0,5.0,117.0,3.0,,30.0,2.0,9.0,3.0,,2.0,1.0,,,,1.0,1.0,2.0,1.0,,1.0,,,1.0,,1.0,0.975,0.39215686274509803,0.35714285714285715,0.4444444444444444,0.39215686274509803,0.0196078431372549,0.2857142857142857,0.012345679012345678,,,0.05555555555555555,0.09722222222222222,,0.017857142857142856,,,0.1875,0.47619047619047616,0.5,1.0,0.37037037037037035,0.375,0.9666666666666667,,0.26666666666666666,0.6666666666666666,0.2,1.0,0.3157894736842105,0.5,0.631578947368421,0.4166666666666667,0.37037037037037035,0.00980392156862745,3.0,2.0,,0.047619047619047616,,0.75,1.0,1.0,1.0,,3.0,,0.5,0.06666666666666667,1.0,,,,,,True,,,,
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,45008.0,750,106,1565,1527,295.0,223.0,163,3092,53.0,88.0,5.0,7.0,10.0,16.0,23.0,71.0,166.0,100.0,205.0,177.0,113.0,520.0,1715,9.0,14.0,2.0,38.0,19.0,46.0,130.0,56.0,144.0,8.0,165.0,24.0,65.0,41.0,106.0,14.0,49.0,253.0,5.0,6.0,44.0,39.0,85.0,12.0,97.0,3.0,42.0,34.0,36.0,23.0,20.0,2.0,56.0,5.0,8.0,20.0,46.0,2.0,88.0,125.0,6.0,39.0,,120.0,286.0,2.0,0.28,0.2916666666666667,0.4878048780487805,0.6428571428571429,0.41304347826086957,0.5327225130890052,0.6923076923076923,0.4583333333333333,0.5905963302752294,0.7037037037037037,0.5855855855855856,0.46335078534031415,0.11707317073170732,0.1590909090909091,28.08924485125858,0.6428571428571429,0.09774436090225563,0.016483516483516484,0.14193548387096774,0.015337423312883436,0.11706629055007052,0.015942028985507246,0.02158273381294964,0.01694915254237288,0.01606425702811245,0.10734463276836158,0.10666666666666667,0.12552301255230125,0.19718309859154928,0.01639344262295082,0.23036649214659685,0.6022727272727273,0.7162162162162162,0.2641509433962264,0.18586387434554974,0.323943661971831,0.3709677419354839,0.30434782608695654,0.43455497382198954,0.2692307692307692,0.7142857142857143,0.19047619047619047,0.625,0.693717277486911,0.5324180738786279,0.47402692307692307,0.5018341463414634,0.0985576923076923,0.1638655462184874,0.07307692307692308,0.25,7.680975609756099,26.489265536723167,0.18849840255591055,24.0,46.0,4.0,11.0,,,,65.0,6.0,12.0,13.0,38.0,69.0,6.0,12.0,13.0,38.0,53.0,117.0,90.0,1.0,65.0,2.0,27.0,13.0,2.0,8.0,9.0,4.0,13.0,,3.0,2.0,20.0,12.0,,4.0,,6.0,12.0,8.0,13.0,0.5652173913043478,0.3898305084745763,0.5,0.34210526315789475,0.39204545454545453,0.011299435028248588,0.1267605633802817,0.012048192771084338,0.05714285714285714,,0.012987012987012988,0.08163265306122448,0.6666666666666666,0.12041884816753927,0.5217391304347826,0.5333333333333333,0.028795811518324606,0.36363636363636365,0.36363636363636365,1.0,0.39156626506024095,0.39634146341463417,0.5384615384615384,,,0.46153846153846156,0.5,0.6666666666666666,,,0.4523809523809524,0.34210526315789475,0.3939393939393939,0.011235955056179775,,4.0,4.0,,0.2916666666666667,,,3.0,1.0,2.0,,,0.021739130434782608,0.03225806451612903,1.0,8.0,2.0,1.0,2.0,,True,,,,
1628386,1610612739,Jarrett Allen,Jarrett Allen,1628386,CLE,76250.0,1271,20,2531,2512,423.0,358.0,277,5043,178.0,249.0,30.0,49.0,20.0,29.0,70.0,147.0,1.0,254.0,409.0,2.0,108.0,616.0,2915,38.0,64.0,18.0,94.0,32.0,48.0,97.0,442.0,66.0,50.0,1.0,47.0,57.0,36.0,93.0,6.0,34.0,222.0,32.0,79.0,111.0,136.0,265.0,113.0,378.0,8.0,24.0,19.0,31.0,18.0,28.0,4.0,59.0,5.0,14.0,50.0,81.0,12.0,163.0,153.0,15.0,72.0,,97.0,416.0,,0.8700787401574803,0.9650655021834061,0.6210268948655256,0.59375,0.6666666666666666,0.6180048661800487,0.59375,0.6666666666666666,0.6443514644351465,0.618421052631579,0.7132352941176471,0.004866180048661801,0.11491442542787286,0.10843373493975904,18.955171196611367,0.5254237288135594,0.20890937019969277,0.13435374149659865,0.21183206106870228,0.059369202226345084,0.2102127659574468,0.09849157054125998,0.16371681415929204,0.13214285714285715,0.05432098765432099,0.2222222222222222,0.26666666666666666,0.21428571428571427,0.20454545454545456,0.07272727272727272,0.6058394160583942,0.714859437751004,0.8018018018018018,0.848314606741573,0.35766423357664234,0.47619047619047616,0.5511811023622047,0.9142857142857143,0.0024330900243309003,0.765625,0.6122448979591837,0.6041666666666666,0.6896551724137931,0.610705596107056,0.5784236009732361,0.5812830188679244,0.5844458333333332,0.15384615384615385,0.15450643776824036,0.1525974025974026,0.15746753246753248,3.9823960880195592,25.35,0.16712761754247332,6.0,13.0,,1.0,,,,,,,,,,,,,,33.0,,,,,,30.0,14.0,18.0,5.0,9.0,1.0,13.0,,5.0,,10.0,37.0,,32.0,,5.0,37.0,22.0,10.0,,,,,,,0.1360544217687075,,0.3829787234042553,0.06097560975609756,0.07462686567164178,0.16260162601626016,0.5945945945945946,0.031630170316301706,0.46153846153846156,0.46153846153846156,0.0024330900243309003,,,,,,,0.26666666666666666,,,,,,,,,,,,8.0,18.0,,1.0,,,9.0,2.0,2.0,,,,0.034482758620689655,,,,,1.0,1.0,True,,,,
