EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,FG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ShortMidRangeAssists,LostBallSteals,BlockedShortMidRange,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefLongMidRangeReboundPct,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,HeaveAttempts,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Transition Take Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,BlockedLongMidRange,3SecondViolations,LongMidRangePctAssisted,Technical Free Throw Trips,Clear Path Fouls,BlockedArc3,Corner3PctBlocked,OffensiveGoaltends
1628370,1610612758,Malik Monk,Malik Monk,1628370,SAC,119.0,2,-2.0,4,4,4.0,1.0,8,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,40.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.45085,3.5,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628426,1610612758,Sasha Vezenkov,Sasha Vezenkov,1628426,SAC,609.0,10,10.0,19,20,4.0,1.0,39,1.0,1.0,1.0,3.0,1.0,2.0,7.0,21,,1.0,1.0,1.0,1.0,,0.5,0.5,0.7,0.7,0.4,25.0,0.2,0.2,1.0,1.0,,0.6,1.0,0.5623199999999999,3.3000000000000003,24.799999999999997,7.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,0.6666666666666666,0.25,0.3333333333333333,0.2857142857142857,1.0,0.3333333333333333,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.2,0.4246,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630259,1610612758,Jordan Ford,Jordan Ford,1630259,SAC,1309.0,22,14.0,44,44,15.0,4.0,88,1.0,1.0,1.0,4.0,2.0,3.0,12.0,44,3.0,1.0,1.0,,,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.75,0.42857142857142855,18.75,0.14285714285714285,0.14285714285714285,1.0,1.0,,0.5714285714285714,1.0,0.4907214285714286,13.200000000000001,24.900000000000002,32.0,1.0,,1.0,2.0,2.0,4.0,,3.0,,2.0,2.0,2.0,,,6.0,1.0,1.0,2.0,2.0,,,32.0,,,0.5,0.09090909090909091,0.125,0.10526315789473684,,0.16666666666666666,1.0,1.0,,0.14285714285714285,,,,0.2857142857142857,0.48973333333333335,0.7272727272727273,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,0.5,0.5,0.5833333333333334,0.6428571428571429,0.5,0.2857142857142857,0.5,0.5,0.5,0.5,1.0,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631099,1610612758,Keegan Murray,Keegan Murray,1631099,SAC,119.0,2,-2.0,4,4,4.0,1.0,8,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201580,1610612758,JaVale McGee,JaVale McGee,201580,SAC,193.0,3,-7.0,7,6,6.0,1.0,13,1.0,,,2.0,,,2.0,12,,,,1.0,,,,,0.5,0.5,,37.5,0.5,,,,,0.5,,0.50345,7.75,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,3.0,,,0.5,,,,,,1.0,1.0,,,,,,,0.4004,0.42857142857142855,,,,1.0,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.6065,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630537,1610612758,Chris Duarte,Chris Duarte,1630537,SAC,490.0,8,12.0,15,16,,,31,,,1.0,,,2.0,4.0,14,,1.0,,,,,,,,0.5,1.0,26.666666666666668,,0.5,,,,1.0,,0.561,,23.7,7.0,,,,1.0,,,,,1.0,,1.0,,,1.0,2.0,2.0,,2.0,2.0,,,7.0,,,,,0.6666666666666666,0.2857142857142857,,0.6666666666666666,,,,,,,,0.5,0.60615,0.4666666666666667,,,,,,1.0,,,4.0,,,1.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630556,1610612758,Kessler Edwards,Kessler Edwards,1630556,SAC,1190.0,20,16.0,40,40,11.0,3.0,80,3.0,1.0,3.0,3.0,2.0,5.0,10.0,37,6.0,3.0,1.0,,,1.0,0.4,0.4,0.625,0.625,0.625,18.6046511627907,0.375,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5824499999999999,2.0,25.0,32.0,2.0,,,2.0,2.0,2.0,2.0,,,2.0,2.0,1.0,1.0,,6.0,,1.0,1.0,1.0,,,32.0,0.5,0.5,0.6666666666666666,0.09090909090909091,,0.05263157894736842,0.14285714285714285,,0.6666666666666666,1.0,0.5,,,,,0.25,0.5720999999999999,0.8,1.0,2.0,,,1.0,2.0,1.0,3.0,,1.0,2.0,5.0,,8.0,2.0,,,,,,,,8.0,,0.4,0.5,0.5714285714285714,0.5714285714285714,,,,,0.5,0.5,1.0,0.2857142857142857,0.5,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.8,,,,,3.0,,,,,,1.5,1.5,,,,,,,0.3,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631165,1610612758,Keon Ellis,Keon Ellis,1631165,SAC,1112.0,19,16.0,37,37,8.0,2.0,74,1.0,2.0,4.0,1.0,3.0,5.0,12.0,35,9.0,4.0,2.0,1.0,1.0,1.0,0.6,0.6,0.9166666666666666,0.8571428571428571,0.8333333333333334,17.94871794871795,0.16666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,0.506825,2.0,25.840000000000003,29.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,2.0,,1.0,1.0,2.0,1.0,,29.0,,,1.0,0.1,,0.05555555555555555,0.16666666666666666,,1.0,1.0,,,,,,0.16666666666666666,0.506825,0.7837837837837838,1.0,1.0,,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,5.0,1.0,12.0,2.0,,,,,2.0,2.0,,12.0,,0.6,1.0,0.9166666666666666,0.8571428571428571,,,,,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.2,0.07142857142857142,,1.0,1.0,0.5334,0.16666666666666666,1.0,1.0,,1.0,0.14285714285714285,0.5,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630558,1610612758,Davion Mitchell,Davion Mitchell,1630558,SAC,78.0,1,,3,3,3.0,1.0,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,3.0,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641732,1610612758,Colby Jones,Colby Jones,1641732,SAC,700.0,12,4.0,25,24,11.0,3.0,49,2.0,,1.0,4.0,,2.0,8.0,23,,1.0,,,,,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,24.999999999999996,0.3333333333333333,0.16666666666666666,,,,0.6666666666666666,,0.4920583333333333,5.35,24.8,25.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,,,1.0,1.0,,1.0,,3.0,2.0,2.0,4.0,5.0,,,25.0,0.25,0.3333333333333333,1.0,0.2857142857142857,0.4,0.3333333333333333,0.3333333333333333,,1.0,1.0,,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.4920583333333333,1.0,2.0,2.0,,,,1.0,,1.0,,4.0,,2.0,,8.0,6.0,,,1.0,1.0,,,,8.0,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,0.07692307692307693,,1.0,1.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.1111111111111111,0.16666666666666666,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
