EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,FTDefRebounds,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyFg3Pct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyArc3Accuracy,SecondChancePointsPct,Fg2aBlocked,Corner3Assists,LostBallTurnovers,FG2APctBlocked,AtRimPctBlocked,SecondChanceTurnovers,Charge Fouls,SecondChanceCorner3FGA,SecondChanceFG3A,LostBallSteals,SecondChanceCorner3Frequency,DefLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,on,SecondChanceAtRimFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,Fg3aBlocked,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,SecondChanceFg2Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Transition Take Fouls,3pt And 1 Free Throw Trips,OffensiveGoaltends
1629618,1610612743,Jalen Pickett,Jalen Pickett,1629618,DEN,1827.0,30,-8.0,71,66,29.0,50,5.0,137,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,6.0,1.0,11.0,70,1.0,1.0,1.0,2.0,2.0,6.0,5.0,2.0,6.0,5.0,11.0,5.0,2.0,1.0,3.0,27.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,29.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.55,0.25,0.6666666666666666,18.42105263157895,0.75,0.125,0.058823529411764705,0.09090909090909091,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,0.5555555555555556,0.4,0.4,1.0,1.0,0.6666666666666666,0.4,0.4703555555555556,0.4626,0.09090909090909091,14.133333333333333,25.616666666666664,0.4084507042253521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630192,1610612743,Zeke Nnaji,Zeke Nnaji,1630192,DEN,1572.0,26,-13.0,57,57,21.0,43,4.0,114,1.0,2.0,,,2.0,,1.0,,2.0,6.0,1.0,3.0,4.0,11.0,60,,2.0,6.0,2.0,2.0,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,1.0,4.0,4.0,1.0,1.0,,,,,,,1.0,2.0,,3.0,4.0,1.0,6.0,20.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.5,0.75,0.3333333333333333,18.0327868852459,,0.125,0.1111111111111111,0.11764705882352941,0.25,,,0.2222222222222222,0.5,0.5,,,,,0.2222222222222222,0.1111111111111111,,,,,0.7777777777777778,,0.5649111111111111,0.47723333333333334,0.5454545454545454,4.966666666666667,23.666666666666668,0.3684210526315789,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4,0.125,0.4444444444444444,0.25,0.25,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.5572,0.1,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630643,1610612743,Jay Huff,Jay Huff,1630643,DEN,2958.0,49,-9.0,111,110,42.0,87,7.0,221,2.0,2.0,,,,3.0,9.0,5.0,6.0,6.0,3.0,9.0,2.0,23.0,112,5.0,,7.0,12.0,,9.0,9.0,3.0,1.0,1.0,2.0,1.0,,,1.0,5.0,1.0,6.0,9.0,11.0,2.0,2.0,,,1.0,,1.0,,5.0,9.0,,1.0,2.0,,7.0,41.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.7,0.71875,0.5,0.6,14.40677966101695,,0.2857142857142857,0.043478260869565216,0.1590909090909091,0.2727272727272727,0.42857142857142855,,0.13333333333333333,1.0,1.0,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.8666666666666667,0.3333333333333333,0.5376033333333334,0.53595,0.30434782608695654,2.766666666666667,26.077777777777776,0.3783783783783784,4.0,4.0,,2.0,2.0,,,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.2,0.05,0.26666666666666666,1.0,1.0,1.0,,,,,0.2857142857142857,1.0,,0.0625,0.14285714285714285,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.2,1.0,0.07142857142857142,0.03125,0.043478260869565216,0.2,0.03571428571428571,1.0,1.0,0.2,0.08695652173913043,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631124,1610612743,Julian Strawther,Julian Strawther,1631124,DEN,1765.0,29,3.0,66,66,30.0,50,3.0,132,1.0,3.0,,1.0,,,5.0,2.0,3.0,7.0,,5.0,2.0,8.0,65,2.0,,4.0,4.0,2.0,,5.0,,3.0,2.0,5.0,1.0,2.0,,1.0,12.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,3.0,4.0,1.0,4.0,29.0,,0.6666666666666666,0.6666666666666666,,,,0.42857142857142855,0.25,0.2857142857142857,0.2857142857142857,0.4166666666666667,21.73913043478261,1.0,0.05555555555555555,0.2,0.12121212121212122,0.09090909090909091,,0.5,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,,,,,0.4166666666666667,,,,0.3333333333333333,0.6666666666666666,,0.5229625000000001,0.5304166666666666,0.5,6.628571428571428,24.939999999999998,0.45454545454545453,2.0,3.0,,1.0,2.0,,,2.0,4.0,,1.0,,0.5,0.3333333333333333,,0.15384615384615385,0.25,0.6666666666666666,1.0,0.5,,,,,0.3333333333333333,0.5,,0.07692307692307693,0.125,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641816,1610612743,Hunter Tyson,Hunter Tyson,1641816,DEN,1501.0,25,4.0,61,55,20.0,39,4.0,116,1.0,2.0,2.0,2.0,1.0,2.0,8.0,3.0,3.0,5.0,3.0,9.0,,15.0,52,3.0,,5.0,6.0,,9.0,8.0,2.0,,1.0,1.0,1.0,,,,3.0,3.0,,4.0,5.0,1.0,1.0,1.0,,1.0,,2.0,1.0,3.0,5.0,,,,,5.0,19.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.5357142857142857,0.5357142857142857,0.625,0.6428571428571429,24.615384615384613,0.5,,0.1875,0.125,,,,0.14285714285714285,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,0.07142857142857142,0.5714285714285714,0.25,0.25,1.0,0.75,0.7142857142857143,0.25,0.48850357142857137,0.45265,0.3333333333333333,11.040000000000001,25.866666666666667,0.32786885245901637,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,0.625,0.2,0.23076923076923078,0.07142857142857142,,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,0.3333333333333333,,,0.05555555555555555,0.038461538461538464,,0.0625,,1.0,0.3333333333333333,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203200,1610612743,Justin Holiday,Justin Holiday,203200,DEN,2383.0,40,-7.0,86,87,34.0,64,7.0,173,,,1.0,2.0,2.0,2.0,7.0,3.0,1.0,2.0,2.0,9.0,,8.0,86,3.0,,3.0,2.0,,6.0,7.0,2.0,,1.0,1.0,,,,,3.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,,,,,,,3.0,34.0,,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.5,0.36363636363636365,0.36363636363636365,0.5,0.8181818181818182,13.978494623655914,1.0,,0.0625,0.02857142857142857,,,,,,,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,0.6363636363636364,0.2857142857142857,0.2857142857142857,1.0,1.0,0.8181818181818182,0.2857142857142857,0.48769545454545454,0.5309,0.375,19.4,25.466666666666665,0.3953488372093023,,,,,,,,,,,,,,0.5,,0.07142857142857142,,,,,,,,,,,0.42015,,,1.0,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630296,1610612743,Braxton Key,Braxton Key,1630296,DEN,1147.0,19,-6.0,43,43,15.0,43,3.0,86,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,46,1.0,,,2.0,,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,,,7.0,3.0,2.0,6.0,7.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,2.0,,,15.0,,1.0,1.0,1.0,0.5,0.5,0.5,0.625,0.7,,0.5,13.043478260869565,1.0,0.2222222222222222,0.3333333333333333,0.2777777777777778,,0.3333333333333333,,0.25,,,0.25,1.0,1.0,1.0,,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.43989999999999996,0.4836,,13.0,24.95,0.3488372093023256,,,,,,,,,,1.0,1.0,,,,0.3333333333333333,0.375,,,,,,,,,,,,0.2,0.3333333333333333,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,0.08333333333333333,0.05555555555555555,,0.09090909090909091,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631221,1610612743,Collin Gillespie,Collin Gillespie,1631221,DEN,1189.0,20,-2.0,46,47,17.0,41,2.0,93,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,4.0,5.0,1.0,2.0,4.0,15.0,48,1.0,1.0,3.0,,8.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,5.0,2.0,,2.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,3.0,,3.0,6.0,,3.0,17.0,,,,1.0,0.5,0.5,0.8,0.7857142857142857,0.75,0.5,0.2857142857142857,22.916666666666668,,,0.25,0.2,,,,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,1.0,,,0.2857142857142857,0.5,0.5,1.0,0.5,0.7142857142857143,0.5,0.5928714285714286,0.442225,0.2,6.9799999999999995,25.35,0.3695652173913043,2.0,3.0,,,,,,1.0,1.0,,3.0,,1.0,0.5,,0.25,0.42857142857142855,0.6666666666666666,1.0,,,,,,,,,0.3,0.375,,,3.0,,,,,1.0,,,,,,1.5,,,,,,,,,0.2,1.0,,,0.2,0.3333333333333333,,,,1.0,,,,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203484,1610612743,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DEN,40.0,1,-2.0,1,2,,2,,3,,,,,,1.0,1.0,,,,1.0,1.0,,3.0,5,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.5,1.5,,1.0,100.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,0.5166,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202704,1610612743,Reggie Jackson,Reggie Jackson,202704,DEN,279.0,5,-5.0,9,12,,11,,21,,,,,,,,,1.0,1.0,,,,2.0,11,,,,,2.0,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,-1.0,,,,,,,1.0,1.0,1.0,,,22.22222222222222,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.5321,,,3.3,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
