EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Fg3aBlocked,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,FTOffRebounds,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,Charge Fouls,OffensiveGoaltends,Corner3PctBlocked,on,3SecondViolations,Transition Take Fouls Drawn,Transition Take Fouls
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,11109.0,185,-44,382,376,51,109,42,758,11.0,25.0,1.0,1.0,1.0,4.0,8.0,18.0,11.0,14.0,4.0,12.0,1.0,3.0,1.0,2.0,10.0,32.0,1.0,2.0,3.0,4.0,30.0,57,14.0,44.0,18.0,120,452,2.0,2.0,2.0,5.0,2.0,12.0,5.0,9.0,4.0,6.0,8.0,30.0,26.0,34.0,27.0,15.0,2.0,32.0,10.0,9.0,18.0,17.0,35,12.0,5.0,9.0,8.0,1.0,87,1.0,3.0,12,10.0,22,4.0,26,4.0,5.0,5.0,8.0,1.0,4.0,2.0,4.0,1.0,10.0,1.0,2.0,10,17.0,4.0,20.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,28.0,49,1.0,1.0,0.43333333333333335,0.4482758620689655,0.6428571428571429,0.3181818181818182,0.4,0.6666666666666666,0.3181818181818182,0.5263157894736842,1.0,0.5555555555555556,0.504950495049505,0.7142857142857143,0.7333333333333333,0.5370370370370371,0.75,0.8333333333333334,0.43564356435643564,0.15789473684210525,0.24,0.16666666666666666,27.37819025522042,0.8,0.10638297872340426,0.031914893617021274,0.1875,0.01020408163265306,0.13924050632911392,0.020833333333333332,0.07692307692307693,0.038461538461538464,0.05128205128205128,0.09090909090909091,0.22727272727272727,0.1836734693877551,0.2,0.0851063829787234,0.24752475247524752,0.44,0.5789473684210527,0.5454545454545454,0.1782178217821782,0.4444444444444444,0.5333333333333333,0.375,0.13861386138613863,0.7857142857142857,0.7857142857142857,0.36363636363636365,0.1188118811881188,0.3333333333333333,0.3333333333333333,0.75,0.31683168316831684,0.3125,0.3125,0.6,0.14285714285714285,1.0,0.42857142857142855,0.3333333333333333,1.0,0.2857142857142857,0.5,0.26666666666666666,0.25,0.13333333333333333,0.5,0.26666666666666666,0.75,0.6831683168316832,0.3125,0.5395826732673268,0.5199428571428572,0.5035466666666666,0.0660377358490566,0.11290322580645161,0.1,0.25,8.147368421052633,25.17045454545454,0.13350785340314136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628970,1610612766,Miles Bridges,Miles Bridges,1628970,CHA,39426.0,657,-160,1321,1328,220,313,143,2649,71.0,104.0,10.0,15.0,11.0,16.0,19.0,60.0,15.0,37.0,8.0,19.0,,,2.0,4.0,36.0,105.0,2.0,8.0,9.0,23.0,105.0,201,44.0,124.0,42.0,384,1590,12.0,20.0,2.0,8.0,1.0,31.0,14.0,25.0,11.0,27.0,9.0,70.0,110.0,100.0,120.0,12.0,16.0,102.0,36.0,19.0,33.0,28.0,61,21.0,7.0,21.0,10.0,2.0,150,10.0,9.0,60,48.0,117,19.0,136,8.0,17.0,14.0,27.0,6.0,19.0,12.0,8.0,,39.0,2.0,18.0,32,44.0,3.0,51.0,11.0,2.0,26.0,4.0,9.0,5.0,9.0,68.0,217,2.0,3.0,0.5238095238095238,0.5670103092783505,0.9090909090909091,0.3548387096774194,0.25,0.4074074074074074,0.36363636363636365,0.5223880597014925,0.6,0.56,0.5261538461538462,0.5357142857142857,0.5865384615384616,0.5552325581395349,0.5535714285714286,0.6140350877192983,0.38153846153846155,0.0945273631840796,0.10576923076923077,0.11666666666666667,25.895875591615958,0.6923076923076923,0.16216216216216217,0.025787965616045846,0.1935483870967742,0.033444816053511704,0.1782178217821782,0.029320987654320986,0.04201680672268908,0.0684931506849315,0.12396694214876033,0.17543859649122806,0.21311475409836064,0.18907563025210083,0.20833333333333334,0.05405405405405406,0.32,0.6826923076923077,0.7634408602150538,0.49295774647887325,0.18461538461538463,0.31666666666666665,0.3584905660377358,0.7368421052631579,0.11384615384615385,0.40540540540540543,0.4166666666666667,0.4,0.05846153846153846,0.42105263157894735,0.42105263157894735,1.0,0.3230769230769231,0.34285714285714286,0.34951456310679613,0.8888888888888888,0.5357142857142857,0.6666666666666666,,,,0.2857142857142857,0.25,0.3076923076923077,0.6875,0.07692307692307693,0.5,0.4423076923076923,0.391304347826087,0.7015384615384616,0.35294117647058826,0.5249038819875774,0.518765625,0.5258857142857144,0.07647058823529412,0.12037037037037036,0.08072916666666667,0.18229166666666666,6.400000000000003,26.590322580645154,0.16654049962149886,3.0,2.0,9.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.016129032258064516,0.02702702702702703,0.01904761904761905,0.391304347826087,0.0189873417721519,0.013888888888888888,0.022123893805309734,0.3333333333333333,0.1,1.0,,,,,,,,,,,,,,,True,,,
1628998,1610612766,Cody Martin,Cody Martin,1628998,CHA,45181.0,753,-157,1509,1512,234,335,160,3021,39.0,60.0,5.0,7.0,4.0,8.0,9.0,35.0,7.0,34.0,11.0,32.0,,,2.0,6.0,16.0,54.0,1.0,3.0,,2.0,55.0,129,27.0,86.0,20.0,211,1797,7.0,13.0,1.0,3.0,2.0,19.0,7.0,14.0,2.0,8.0,4.0,24.0,48.0,62.0,57.0,24.0,4.0,54.0,16.0,17.0,63.0,41.0,104,30.0,11.0,40.0,13.0,10.0,249,7.0,10.0,50,36.0,90,19.0,109,2.0,32.0,20.0,27.0,11.0,15.0,17.0,12.0,1.0,44.0,,30.0,48,41.0,5.0,33.0,3.0,,15.0,1.0,14.0,9.0,18.0,24.0,231,4.0,1.0,0.43636363636363634,0.4528301886792453,0.7037037037037037,0.313953488372093,0.3333333333333333,0.25,0.313953488372093,0.4263565891472868,0.5384615384615384,0.5,0.4441860465116279,0.53125,0.45454545454545453,0.4606986899563319,0.5277777777777778,0.48,0.4,0.13178294573643412,0.13333333333333333,0.2,16.153846153846157,0.6136363636363636,0.10526315789473684,0.024630541871921183,0.14326647564469913,0.021212121212121213,0.12445730824891461,0.02309782608695652,0.02158273381294964,,0.125,0.07692307692307693,0.11842105263157894,0.14393939393939395,0.1411764705882353,0.017857142857142856,0.27906976744186046,0.65,0.75,0.48717948717948717,0.16279069767441862,0.2571428571428571,0.32142857142857145,0.2222222222222222,0.15813953488372093,0.20588235294117646,0.21875,0.42857142857142855,0.14883720930232558,0.34375,0.34375,1.0,0.25116279069767444,0.2962962962962963,0.3076923076923077,0.5,0.4375,0.7142857142857143,,,,0.1875,0.3333333333333333,0.36363636363636365,0.5,0.2727272727272727,0.3333333333333333,0.09090909090909091,,0.6790697674418604,0.2962962962962963,0.5345995348837209,0.5606208333333332,0.572406818181818,0.07456140350877193,0.10638297872340426,0.09004739336492891,0.11374407582938388,8.051937984496124,24.832558139534882,0.1550695825049702,,2.0,4.0,12.0,3.0,2.0,7.0,1.0,,1.0,4.0,11.0,,0.023255813953488372,0.058823529411764705,0.037037037037037035,0.16,0.033707865168539325,0.011235955056179775,0.028112449799196786,0.6111111111111112,0.2,1.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,0.06451612903225806,0.022988505747126436,,,,True,,,
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,14243.0,237,-53,475,473,100,124,50,948,25.0,31.0,6.0,7.0,6.0,7.0,7.0,21.0,,1.0,1.0,9.0,,,,3.0,14.0,33.0,,,3.0,8.0,32.0,53,15.0,42.0,11.0,120,568,7.0,11.0,,,3.0,17.0,8.0,14.0,3.0,11.0,,25.0,56.0,8.0,45.0,,6.0,33.0,14.0,3.0,6.0,4.0,10,2.0,2.0,3.0,2.0,1.0,24,5.0,4.0,13,12.0,27,9.0,36,1.0,6.0,5.0,8.0,2.0,6.0,4.0,2.0,,12.0,1.0,13.0,21,17.0,2.0,15.0,4.0,1.0,9.0,,4.0,2.0,4.0,25.0,98,1.0,,0.875,0.9655172413793104,1.0,0.35714285714285715,,0.2727272727272727,0.35714285714285715,0.6037735849056604,0.6363636363636364,0.5714285714285714,0.5736842105263158,0.6363636363636364,0.5,0.595,0.7083333333333334,0.5,0.4421052631578947,0.05660377358490566,0.03225806451612903,0.09523809523809523,20.85661080074488,0.6666666666666666,0.11009174311926606,0.031496062992125984,0.12745098039215685,0.04807692307692308,0.11848341232227488,0.03896103896103896,0.07407407407407407,0.043478260869565216,0.08888888888888889,0.05555555555555555,0.21428571428571427,0.13333333333333333,0.1111111111111111,0.022222222222222223,0.3263157894736842,0.8064516129032258,0.8333333333333334,0.92,0.22105263157894736,0.3333333333333333,0.3684210526315789,0.7142857142857143,0.010526315789473684,,,,0.09473684210526316,0.1111111111111111,0.1111111111111111,1.0,0.3473684210526316,0.42424242424242425,0.42424242424242425,1.0,0.6363636363636364,0.8571428571428571,,,,,,0.28,0.8571428571428571,0.12,,0.32,0.375,0.7684210526315789,0.42424242424242425,0.5529526315789474,0.58498,0.5514060000000001,0.09,0.15517241379310345,0.14166666666666666,0.20833333333333334,4.820754716981132,25.369047619047624,0.21052631578947367,,,2.0,1.0,1.0,,1.0,2.0,1.0,,2.0,1.0,,,,,0.2222222222222222,,,0.04938271604938271,0.25,0.6666666666666666,,,,,,,,,,,,,,,,True,,,
1630163,1610612766,LaMelo Ball,LaMelo Ball,1630163,CHA,4419.0,74,-24,146,148,10,9,20,294,5.0,9.0,1.0,1.0,,,8.0,13.0,1.0,2.0,3.0,5.0,,2.0,1.0,1.0,9.0,24.0,1.0,2.0,1.0,2.0,14.0,24,12.0,29.0,5.0,69,196,3.0,5.0,1.0,4.0,,9.0,,1.0,2.0,3.0,,6.0,6.0,22.0,18.0,18.0,2.0,24.0,9.0,1.0,13.0,4.0,17,3.0,1.0,11.0,2.0,,38,,1.0,4,7.0,11,1.0,12,,4.0,2.0,4.0,,3.0,2.0,1.0,,6.0,1.0,4.0,12,11.0,2.0,7.0,1.0,2.0,3.0,,,,,6.0,10,,,0.21428571428571427,0.23076923076923078,0.5,0.41379310344827586,0.25,0.6666666666666666,0.41379310344827586,0.5833333333333334,0.6,,0.6037735849056604,0.5,0.75,0.6181818181818182,0.5,0.75,0.5471698113207547,0.041666666666666664,0.1111111111111111,,36.30952380952381,0.6666666666666666,0.19444444444444445,0.025,0.17391304347826086,,0.1864406779661017,0.01282051282051282,0.07692307692307693,,0.25,0.09090909090909091,0.5,0.1875,0.14285714285714285,,0.16981132075471697,0.5555555555555556,0.625,,0.24528301886792453,0.6153846153846154,0.6153846153846154,0.375,0.03773584905660377,0.5,0.5,,0.09433962264150944,0.6,0.6,0.6666666666666666,0.4528301886792453,0.375,0.375,0.4444444444444444,0.1111111111111111,1.0,0.2222222222222222,,,0.2222222222222222,0.5,,,0.25,1.0,0.5,0.5,0.7169811320754716,0.375,0.5258877358490567,0.5028916666666666,0.4304,0.05454545454545454,0.11538461538461539,0.13043478260869565,0.08695652173913043,5.641666666666666,26.42758620689655,0.0684931506849315,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,30159.0,503,-134,1003,1003,118,185,120,2006,69.0,89.0,26.0,39.0,8.0,8.0,12.0,26.0,1.0,4.0,,,,,,,,1.0,,,,,82.0,119,,1.0,40.0,204,1215,29.0,43.0,,,5.0,63.0,9.0,10.0,,,10.0,28.0,110.0,54.0,,,40.0,1.0,,9.0,13.0,4.0,17,3.0,1.0,12.0,,1.0,38,17.0,42.0,44,52.0,102,59.0,161,2.0,6.0,4.0,8.0,1.0,6.0,11.0,2.0,,19.0,2.0,21.0,48,42.0,1.0,54.0,6.0,,30.0,,21.0,14.0,21.0,28.0,117,,,0.6707317073170732,0.8870967741935484,,,,,,0.6890756302521008,0.6744186046511628,0.9,0.6833333333333333,0.6744186046511628,0.9,0.7083333333333334,0.7,0.875,0.008333333333333333,0.07563025210084033,0.07865168539325842,0.07692307692307693,14.361233480176212,0.42105263157894735,0.22608695652173913,0.14482758620689656,0.19213973799126638,0.08056872037914692,0.20915032679738563,0.11776447105788423,0.13793103448275862,0.14035087719298245,0.17525773195876287,0.26136363636363635,0.26666666666666666,0.1853932584269663,0.21568627450980393,0.06896551724137931,0.7416666666666667,0.7752808988764045,0.8414634146341463,0.6666666666666666,0.21666666666666667,0.46153846153846156,0.5,0.6666666666666666,0.03333333333333333,0.25,0.25,1.0,,,,,0.008333333333333333,,,,0.9069767441860465,0.6666666666666666,,,,,,0.8,1.0,,,,,0.75,,0.5949079166666668,0.5969542857142857,0.58625,0.20833333333333334,0.2097902097902098,0.3088235294117647,0.13725490196078433,3.222689075630252,26.4,0.11764705882352941,,,6.0,2.0,1.0,,6.0,6.0,6.0,,7.0,15.0,8.0,,,,0.3333333333333333,0.1865671641791045,0.07246376811594203,0.05844155844155844,0.7142857142857143,0.2692307692307692,,,,4.0,,,,,,,,,2.0,1.0,,True,,,
1630550,1610612766,JT Thor,JT Thor,1630550,CHA,1517.0,25,-4,50,51,17,21,5,101,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,3,,,,2,56,,,,,,,,1.0,,,,,2.0,,,,,,,1.0,,1.0,1,1.0,,,,,3,,1.0,2,1.0,3,1.0,4,,,,1.0,,,,1.0,,1.0,1.0,,1,,,,,,,,1.0,,1.0,,17,,,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,0.5,,6.8965517241379315,1.0,0.125,0.05263157894736842,0.2,,0.16666666666666666,0.034482758620689655,,,,,0.5,0.3333333333333333,,,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.6666666666666666,,0.6028333333333333,,0.7777,,,,,4.366666666666667,,0.34,,,,,,,,,,,1.0,1.0,,,,,,0.1,,,1.0,,,,,,,,,,,,,,,,,True,,,
1641706,1610612766,Brandon Miller,Brandon Miller,1641706,CHA,27102.0,452,-114,904,911,117,169,96,1815,19.0,33.0,4.0,5.0,2.0,6.0,19.0,45.0,13.0,25.0,5.0,15.0,,2.0,1.0,4.0,29.0,74.0,1.0,4.0,1.0,6.0,51.0,103,34.0,89.0,22.0,226,1093,5.0,7.0,1.0,6.0,1.0,14.0,2.0,8.0,2.0,10.0,1.0,11.0,40.0,62.0,99.0,3.0,8.0,73.0,29.0,7.0,16.0,17.0,33,15.0,2.0,12.0,4.0,,83,3.0,7.0,24,14.0,39,10.0,49,7.0,11.0,7.0,13.0,4.0,9.0,9.0,4.0,,22.0,3.0,12.0,28,33.0,,24.0,7.0,1.0,14.0,1.0,6.0,3.0,7.0,11.0,115,1.0,1.0,0.39215686274509803,0.425531914893617,0.9705882352941176,0.38202247191011235,0.16666666666666666,0.2,0.38636363636363635,0.49514563106796117,0.7142857142857143,0.25,0.53125,0.5,0.2777777777777778,0.5625,0.5384615384615384,0.2894736842105263,0.4635416666666667,0.06796116504854369,0.09090909090909091,0.08888888888888889,21.95845697329377,0.5909090909090909,0.07,0.028925619834710745,0.11162790697674418,0.015228426395939087,0.09156626506024096,0.022779043280182234,0.036585365853658534,0.022222222222222223,0.07865168539325842,0.07894736842105263,0.02857142857142857,0.10429447852760736,0.1346153846153846,0.07368421052631578,0.171875,0.5757575757575758,0.6333333333333333,0.42105263157894735,0.234375,0.4222222222222222,0.4634146341463415,0.3157894736842105,0.13020833333333334,0.52,0.52,0.46153846153846156,0.078125,0.3333333333333333,0.3333333333333333,1.0,0.3854166666666667,0.3918918918918919,0.4027777777777778,0.9655172413793104,0.38461538461538464,0.8,0.15384615384615385,,,0.3076923076923077,0.25,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.25,0.3333333333333333,0.16666666666666666,0.6354166666666666,0.3972602739726027,0.5150473821989526,0.5453349999999999,0.5324694444444442,0.07035175879396985,0.12727272727272726,0.061946902654867256,0.048672566371681415,8.763106796116505,26.82134831460674,0.12942477876106195,1.0,2.0,1.0,4.0,1.0,,1.0,1.0,3.0,,3.0,4.0,2.0,0.02247191011235955,,0.02702702702702703,0.07142857142857142,0.02,0.03333333333333333,0.013157894736842105,0.5714285714285714,,1.0,,1.0,,,,1.0,,1.0,,,,,,,True,,,
1641733,1610612766,Nick Smith Jr.,Nick Smith Jr.,1641733,CHA,9276.0,155,-29,303,300,46,72,27,603,4.0,6.0,,1.0,2.0,2.0,2.0,10.0,,9.0,6.0,9.0,,,1.0,1.0,9.0,17.0,1.0,2.0,2.0,5.0,6.0,25,15.0,26.0,2.0,59,357,1.0,5.0,1.0,2.0,2.0,7.0,2.0,5.0,3.0,6.0,,13.0,6.0,6.0,42.0,3.0,,17.0,9.0,1.0,2.0,8.0,10,6.0,2.0,2.0,,,28,1.0,4.0,4,6.0,10,5.0,15,3.0,1.0,1.0,2.0,2.0,2.0,7.0,,1.0,9.0,1.0,4.0,6,4.0,,2.0,,,1.0,,1.0,1.0,1.0,13.0,46,,,0.5,0.5,0.9333333333333333,0.5769230769230769,0.5,0.5,0.5769230769230769,0.24,0.2,0.4,0.5588235294117647,0.35714285714285715,0.5909090909090909,0.5673076923076923,0.4375,0.5909090909090909,0.5098039215686274,0.04,,0.1,18.100890207715132,0.2222222222222222,0.08450704225352113,0.04938271604938271,0.07017543859649122,0.016129032258064516,0.078125,0.03496503496503497,0.038461538461538464,,,0.19230769230769232,0.05555555555555555,0.10256410256410256,,0.1111111111111111,0.11764705882352941,0.6666666666666666,0.6666666666666666,0.5,0.19607843137254902,0.2,0.2222222222222222,0.5,0.17647058823529413,,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.5294117647058824,0.5625,1.0,0.14285714285714285,,,,,0.2857142857142857,0.5,0.18181818181818182,1.0,0.09090909090909091,1.0,0.45454545454545453,0.4,0.6274509803921569,0.5294117647058824,0.5109803921568626,0.4662583333333334,0.5042227272727273,0.019230769230769232,0.038461538461538464,0.11864406779661017,0.22033898305084745,10.628,25.71923076923077,0.15181518151815182,,1.0,,,2.0,2.0,2.0,,,,,1.0,,0.038461538461538464,,0.058823529411764705,,0.09375,,0.022222222222222223,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,True,,,
202397,1610612766,Ish Smith,Ish Smith,202397,CHA,5084.0,85,-67,174,178,35,54,17,352,,5.0,,,,,4.0,11.0,2.0,4.0,,,,,,,,,,,,,6.0,20,,,,12,229,,1.0,,,,,1.0,4.0,,,,2.0,4.0,8.0,,,,,,2.0,14.0,8.0,22,5.0,3.0,11.0,,3.0,52,,1.0,7,4.0,11,1.0,12,,,,4.0,1.0,4.0,2.0,,,6.0,2.0,5.0,7,,,,,,,,,,,2.0,35,,,0.3333333333333333,0.3333333333333333,,,,,,0.3,,0.25,0.3,,0.25,0.3,,0.25,,0.1,0.4,,13.333333333333334,0.6666666666666666,0.14285714285714285,0.015625,0.2,,0.1746031746031746,0.010752688172043012,,,,0.125,0.21428571428571427,0.18518518518518517,0.25,,0.25,,,,0.55,0.36363636363636365,0.36363636363636365,0.25,0.2,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,0.25,,0.48004499999999994,0.4615,0.403725,,,,0.16666666666666666,8.175,,0.20114942528735633,,,,,1.0,,2.0,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,True,,,
