EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,FG2M,FG2A,PtsAssisted2s,Fg2aBlocked,ShortMidRangeAssists,Steals,BadPassSteals,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,DefThreePtRebounds,SecondChanceTurnovers,ShootingFouls,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,BlockedAtRim,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceFG2M,PtsPutbacks,FTOffRebounds,Offensive Fouls,SecondChanceFg2Pct,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,Offensive Fouls Drawn,PenaltyArc3FGM,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,Charge Fouls,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,Transition Take Fouls Drawn,3SecondViolations,Technical Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends
1626168,1610612758,Trey Lyles,Trey Lyles,1626168,SAC,1714.0,29,-1.0,59,64,24.0,26,7.0,123,2.0,3.0,1.0,1.0,4.0,2.0,3.0,7.0,2.0,11.0,74,3.0,2.0,2.0,9.0,4.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,13.0,4.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,2.0,2.0,24.0,2.0,1.0,0.42857142857142855,0.42857142857142855,0.6428571428571429,0.6111111111111112,0.2,1.0,14.925373134328357,1.0,1.0,0.2222222222222222,0.13793103448275862,0.5,0.125,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.5714285714285714,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5215500000000001,0.45825000000000005,0.18181818181818182,25.171428571428574,0.4067796610169492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1627734,1610612758,Domantas Sabonis,Domantas Sabonis,1627734,SAC,495.0,8,,17,17,6.0,7,1.0,34,,,,,,,,,2.0,4.0,24,,,,,,,4.0,,4.0,,,3.0,,8.0,1.0,,1.0,1.0,,,,,,,1.0,,,2.0,,,6.0,,,,,0.5,0.6666666666666666,,,16.666666666666668,,,0.25,0.2,,0.5,,,,,,,,,,,1.0,,0.53035,,,,0.35294117647058826,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,2.8499999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628368,1610612758,De'Aaron Fox,De'Aaron Fox,1628368,SAC,1089.0,18,2.0,41,41,14.0,23,4.0,82,,,,2.0,3.0,1.0,2.0,3.0,2.0,12.0,46,1.0,2.0,4.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,,1.0,8.0,1.0,,1.0,1.0,1.0,,3.0,3.0,1.0,,3.0,,,5.0,,4.0,14.0,,1.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.4,0.42857142857142855,26.666666666666664,0.3333333333333333,,0.09090909090909091,0.05263157894736842,,,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,0.25,0.7142857142857143,0.6666666666666666,0.5118857142857143,0.4189625,0.3333333333333333,26.03333333333333,0.34146341463414637,2.0,2.0,2.0,4.0,,,,2.0,,3.0,,,0.5,,,0.2857142857142857,1.0,1.0,,0.3333333333333333,0.5,5.325,1.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,1.0,0.2857142857142857,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628370,1610612758,Malik Monk,Malik Monk,1628370,SAC,1601.0,27,3.0,55,58,24.0,21,7.0,113,1.0,1.0,,1.0,5.0,3.0,2.0,6.0,5.0,23.0,66,3.0,,4.0,6.0,5.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,,11.0,2.0,,6.0,6.0,3.0,2.0,4.0,,3.0,,4.0,,,5.0,,4.0,24.0,,1.0,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.71875,0.3333333333333333,0.42857142857142855,31.746031746031747,0.75,,0.11764705882352941,0.2222222222222222,,0.125,0.07142857142857142,1.0,1.0,1.0,0.35714285714285715,0.2,0.2,1.0,,0.5,0.7857142857142857,0.2,0.5195428571428572,0.5175,0.17391304347826086,26.733333333333334,0.43636363636363634,5.0,5.0,6.0,8.0,6.0,,,,,3.0,0.5,0.5,0.75,,,0.35714285714285715,1.0,1.0,0.4,0.1875,0.3,5.95,1.0,1.0,2.0,2.0,3.0,6.0,,1.0,1.0,1.0,,1.0,2.0,,4.0,2.0,,0.6666666666666666,0.3333333333333333,0.25,0.5,0.14285714285714285,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.5,1.5,0.4,0.8,0.5,0.5,1.0,0.07142857142857142,1.0,1.0,1.0,0.55185,0.13043478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629308,1610612758,Juan Toscano-Anderson,Juan Toscano-Anderson,1629308,SAC,3158.0,53,-9.0,107,114,45.0,62,16.0,221,1.0,3.0,1.0,,1.0,1.0,1.0,4.0,,7.0,118,2.0,,2.0,3.0,1.0,,2.0,2.0,4.0,1.0,1.0,2.0,,10.0,3.0,,10.0,14.0,1.0,1.0,2.0,1.0,11.0,,,,,,,2.0,45.0,,1.0,0.25,0.25,0.2916666666666667,0.2916666666666667,0.25,0.3333333333333333,11.023622047244094,0.5,,0.10714285714285714,0.18181818181818182,0.125,0.13333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,,,,0.25,0.25,0.8333333333333334,,0.5798041666666668,0.564775,0.2857142857142857,23.700000000000003,0.4205607476635514,2.0,6.0,2.0,8.0,4.0,2.0,,1.0,,,1.0,1.0,0.25,0.25,0.16666666666666666,0.5,0.3333333333333333,0.4,1.0,,,2.6624999999999996,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,,,,1.0,,1.0,,2.0,0.5,0.25,,,0.16666666666666666,0.25,1.0,,,,,,,,7.0,1.0,7.0,,,1.0,,,,0.25925925925925924,0.2222222222222222,,,,,,,,0.3967,,1.0,1.0,4.0,4.0,1.0,1.0,0.5,0.16,0.08163265306122448,0.16666666666666666,0.2,0.2777777777777778,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628989,1610612758,Kevin Huerter,Kevin Huerter,1628989,SAC,117.0,2,-3.0,4,5,,5,,9,,,,,,,,,,2.0,9,,,,,,,2.0,,2.0,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,25.0,,,,,,,,,,,,,,,,,1.0,,0.6301,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,2.1,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1631099,1610612758,Keegan Murray,Keegan Murray,1631099,SAC,307.0,5,-2.0,9,15,,9,1.0,24,,,,1.0,1.0,,1.0,1.0,,3.0,18,,,,3.0,1.0,1.0,,,,,,,,,,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.5,1.5,,1.0,20.0,1.0,,,0.5,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.5259,,,27.5,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1631165,1610612758,Keon Ellis,Keon Ellis,1631165,SAC,1014.0,17,2.0,32,34,21.0,18,5.0,66,1.0,1.0,1.0,,3.0,3.0,1.0,4.0,,3.0,32,4.0,,3.0,3.0,3.0,,1.0,,1.0,,,1.0,,2.0,1.0,,1.0,1.0,,,,,3.0,,,,,,,3.0,21.0,,1.0,0.25,0.25,0.375,0.375,0.375,1.0,9.75609756097561,,,0.07692307692307693,0.045454545454545456,,0.125,0.25,1.0,1.0,1.0,0.75,,,,0.25,0.75,1.0,,0.5513499999999999,0.5513499999999999,1.0,28.625,0.65625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,0.375,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1641732,1610612758,Colby Jones,Colby Jones,1641732,SAC,570.0,10,-5.0,19,19,9.0,17,3.0,38,,,,,,,,,,2.0,22,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,9.0,,,,,0.3333333333333333,0.3333333333333333,,,12.0,,,,,,,,,,,,,,,,,0.3333333333333333,,0.41756666666666664,,,,0.47368421052631576,,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,,,,6.766666666666667,,,2.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,1.0,,,,,,,,,1.0,,,,,,,,,0.5,0.5,1.0,,,,,,,,1.0,,2.0,,,,,0.15384615384615385,,,,,,,,,,,2.0,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203458,1610612758,Alex Len,Alex Len,203458,SAC,1366.0,23,10.0,46,49,21.0,18,7.0,95,,,,,,,,,,14.0,43,,,8.0,,,,,1.0,1.0,1.0,,,,3.0,3.0,,4.0,8.0,1.0,1.0,2.0,,3.0,,2.0,,,1.0,,8.0,21.0,,,,,0.7777777777777778,0.7777777777777778,0.8,,20.37037037037037,0.5,,0.23076923076923078,0.16,0.5,,,,,,,,,,,,0.6666666666666666,,0.5312333333333332,0.52102,0.5714285714285714,,0.45652173913043476,5.0,6.0,7.0,9.0,8.0,,,1.0,,1.0,0.5714285714285714,1.0,0.7777777777777778,,,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.4,0.1111111111111111,0.1111111111111111,4.933333333333334,3.0,4.0,2.0,4.0,5.0,6.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,0.8,0.8,0.25,1.0,0.2222222222222222,0.8,0.75,1.0,1.0,,,,,6.0,1.0,,1.0,,,,,0.75,0.75,0.08333333333333333,,0.5,0.5,1.0,0.1111111111111111,,,,0.553875,0.42857142857142855,4.0,4.0,3.0,4.0,1.0,,,0.375,0.17647058823529413,0.6666666666666666,0.2,0.16666666666666666,0.5,1.0,1.0,,,,,,,,3.0,1.0,3.0,6.0,1.0,1.0,0.75,0.3333333333333333,1.0,1.0,1.0,0.75,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
