EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,PenaltyFG2A,PtsUnassisted3s,TwoPtAssists,ShortMidRangeAssists,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,LongMidRangeFrequency,PenaltyShotQualityAvg,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,Steals,BadPassSteals,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyPoints,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,FtPoints,LongMidRangeAssists,LostBallSteals,FTA,TwoPtShootingFoulsDrawn,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,PenaltyCorner3FGA,PenaltyFG3A,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Frequency,on,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,Fg3aBlocked,Corner3Assists,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,HeaveAttempts,Technical Free Throw Trips,Transition Take Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,OffensiveGoaltends,3SecondViolations
1628470,1610612741,Torrey Craig,Torrey Craig,1628470,CHI,341.0,6.0,3.0,12,12,1,10.0,2.0,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,15.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,20.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.504975,5.2,26.3,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628975,1610612741,Jevon Carter,Jevon Carter,1628975,CHI,423.0,7.0,,15,16,4,10.0,2.0,31,,,3.0,3.0,,1.0,3.0,3.0,9.0,18.0,,3.0,3.0,3.0,1.0,2.0,1.0,5.0,,,,,,,,,,1.0,,,1.0,,1.0,4,,,0.3333333333333333,1.0,1.0,,1.125,1.125,0.75,22.22222222222222,,,,,,,,,,,0.75,1.0,1.0,0.3333333333333333,0.75,1.0,0.4947,15.1,26.7,0.26666666666666666,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629750,1610612741,Javonte Green,Javonte Green,1629750,CHI,124.0,2.0,-1.0,4,5,1,5.0,,9,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630929,1610612741,Henri Drell,Henri Drell,1630929,CHI,668.0,11.0,-2.0,23,25,7,15.0,5.0,48,,1.0,,1.0,1.0,2.0,,1.0,2.0,25.0,,,1.0,,,2.0,,4.0,,1.0,1.0,2.0,1.0,,2.0,,1.0,2.0,,,,,,7,,,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,16.666666666666668,0.5,0.3333333333333333,,,,,0.3333333333333333,,,,0.3333333333333333,,,,0.6666666666666666,,0.5275333333333333,2.15,26.5,0.30434782608695654,,,,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.125,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6788,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641847,1610612741,Andrew Funk,Andrew Funk,1641847,CHI,804.0,13.0,4.0,28,30,9,18.0,6.0,58,,1.0,,1.0,,1.0,,3.0,,28.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,9,,,,,,,,,0.75,11.11111111111111,,,,,,,0.25,,,,0.25,,,,0.75,,0.5394875,4.5,23.8,0.32142857142857145,,1.0,,,,1.0,1.0,,1.0,,0.3404,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641766,1610612741,Adama Sanogo,Adama Sanogo,1641766,CHI,595.0,10.0,1.0,21,23,8,13.0,5.0,44,,1.0,,,3.0,6.0,,,6.0,22.0,,,,,,,,,,,3.0,10.0,,,,,,,,,,,,8,,,,,,0.5,0.5,0.5,,21.428571428571427,,,,0.25,,,0.16666666666666666,,,,,,,,0.8333333333333334,,0.6695000000000001,2.283333333333333,,0.38095238095238093,,2.0,,,,,,,,,0.65375,3.0,5.0,3.0,5.0,3.0,5.0,6.0,6.0,4.0,2.0,,4.0,7.0,,,,,,0.6,0.6,0.6,0.3333333333333333,1.0,0.5714285714285714,0.5833333333333334,1.0,0.8333333333333334,0.6,0.75,1.0,0.6,0.703675,1.0,,,,,,,,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,0.5,0.5,0.5,0.2,0.5,0.6,0.6666666666666666,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631207,1610612741,Dalen Terry,Dalen Terry,1631207,CHI,510.0,8.0,6.0,18,18,7,8.0,4.0,36,,,,,2.0,3.0,,,6.0,13.0,2.0,,,,,1.0,,2.0,2.0,,3.0,3.0,,,,,,,1.0,,1.0,,1.0,7,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.75,,17.391304347826086,,,0.6666666666666666,0.3333333333333333,1.0,0.5,,,,,,,,,0.6666666666666666,,0.5385333333333334,7.066666666666666,,0.3888888888888889,1.0,1.0,,1.0,,1.0,,,,0.3333333333333333,0.4261,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,0.16666666666666666,,,,,0.25,,,,,,2.0,1.0,1.0,2.0,1.0,0.5,0.25,0.25,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629632,1610612741,Coby White,Coby White,1629632,CHI,21.0,,-3.0,1,2,1,,,3,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1,,,,,,,,,,100.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630678,1610612741,Terry Taylor,Terry Taylor,1630678,CHI,153.0,3.0,8.0,5,5,2,3.0,2.0,10,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2,,,,,,,,,,14.285714285714285,,,,0.3333333333333333,,,,,,,,,,,1.0,,0.6527,2.4,,0.4,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641931,1610612741,Onuralp Bitim,Onuralp Bitim,1641931,CHI,381.0,6.0,4.0,13,14,5,8.0,4.0,27,,,,1.0,2.0,3.0,,2.0,4.0,10.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,5,1.0,1.0,,,,0.6666666666666666,0.4,0.4,0.4,27.77777777777778,,,,,,,,,,,0.2,,,,0.6,,0.5617,10.333333333333334,24.95,0.38461538461538464,2.0,2.0,,,,,,,,0.4,0.6274000000000001,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,1.0,,,,,1.0,,,,,0.2,,1.0,1.0,2.0,4.0,,,,4.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
