EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockedAtRim,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG3M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,SelfOReb,Steals,LostBallSteals,Travels,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,SecondChanceAtRimFGM,Corner3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,LongMidRangeAssists,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChancePointsPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Charge Fouls,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,on,PtsPutbacks,FTOffRebounds,LostBallTurnovers,SecondChanceTurnovers,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls
1626143,1610612740,Jahlil Okafor,Jahlil Okafor,1626143,NOP,1935.0,32,5,63,64,6.0,9.0,8.0,127,10.0,10.0,1.0,2.0,1.0,1.0,11.0,13.0,1.0,2.0,24.0,78,10.0,12.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,7.0,2.0,1.0,2.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,6.0,0.45454545454545453,0.45454545454545453,0.8461538461538461,0.7857142857142857,0.8,0.07142857142857142,23.943661971830988,0.3333333333333333,0.16666666666666666,0.09090909090909091,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08695652173913043,0.5,0.1111111111111111,0.14285714285714285,0.5,0.2,0.3333333333333333,0.7142857142857143,1.0,1.0,0.5,0.14285714285714285,0.5,0.5,0.07142857142857142,0.07142857142857142,0.7857142857142857,0.5893750000000001,0.06666666666666667,0.07142857142857142,3.769230769230769,23.1,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628366,1610612740,Lonzo Ball,Lonzo Ball,1628366,NOP,196.0,3,-3,7,7,2.0,,,14,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628402,1610612740,Frank Jackson,Frank Jackson,1628402,NOP,1455.0,24,2,50,50,4.0,9.0,6.0,100,4.0,5.0,3.0,5.0,3.0,2.0,9.0,13.0,5.0,5.0,26.0,65,8.0,10.0,,1.0,,2.0,,2.0,1.0,3.0,1.0,,1.0,,2.0,,7.0,1.0,6.0,3.0,,,,,4.0,0.4444444444444444,0.4444444444444444,0.6923076923076923,0.5833333333333334,0.65,0.2777777777777778,38.18181818181818,,0.2,0.14285714285714285,,,0.13333333333333333,0.0625,,,,,,,0.2777777777777778,0.8,0.8,0.5,0.2777777777777778,0.6,0.75,0.16666666666666666,0.1111111111111111,0.5555555555555556,0.5025027777777777,0.15789473684210525,0.21428571428571427,7.738461538461538,24.659999999999997,0.08,,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,7.0,1.0,2.0,4.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.2,0.2,1.0,1.0,1.0,0.07692307692307693,0.2,0.25,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.63375,0.4012,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628414,1610612740,Sindarius Thornwell,Sindarius Thornwell,1628414,NOP,2129.0,35,-3,71,72,6.0,14.0,8.0,143,3.0,5.0,1.0,2.0,,1.0,4.0,7.0,4.0,2.0,16.0,94,2.0,6.0,,,1.0,2.0,1.0,4.0,,4.0,1.0,,2.0,1.0,2.0,1.0,2.0,,4.0,2.0,1.0,,1.0,,6.0,0.25,0.25,0.5714285714285714,0.6363636363636364,0.6153846153846154,0.36363636363636365,18.987341772151897,0.3333333333333333,0.1,,0.16666666666666666,,0.11538461538461539,,,,0.2222222222222222,,0.2,,0.45454545454545453,0.6,0.75,0.3333333333333333,0.18181818181818182,0.5,0.5,,0.09090909090909091,0.8181818181818182,0.5204700000000001,0.15384615384615385,0.2222222222222222,3.2857142857142856,31.625,0.08450704225352113,1.0,1.0,,,1.0,3.0,2.0,1.0,,,,,,,2.0,1.0,1.0,4.0,,4.0,,,3.0,8.0,,1.0,,,,,,,,,0.5,0.6666666666666666,,,,0.14285714285714285,,,,,,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,0.5,,,,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629026,1610612740,Kenrich Williams,Kenrich Williams,1629026,NOP,1779.0,30,6,59,59,4.0,9.0,7.0,118,1.0,2.0,,,,,1.0,2.0,1.0,,2.0,75,2.0,,2.0,,2.0,2.0,,4.0,2.0,6.0,,,1.0,3.0,5.0,,2.0,,,,,,,,4.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.153846153846153,,0.14285714285714285,,0.3333333333333333,0.2,0.2,0.1111111111111111,,0.2857142857142857,,0.25,0.4,,0.6666666666666666,0.5,0.5,1.0,,,,,,1.0,0.6784500000000001,,,0.6,25.4,0.06779661016949153,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,3.0,,3.0,,,3.0,6.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,0.25,,,,,,0.3333333333333333,,,1.0,,,0.7189,0.59655,,1.0,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628404,1610612740,Josh Hart,Josh Hart,1628404,NOP,548.0,9,-3,17,19,2.0,5.0,3.0,36,,,,1.0,,,,1.0,1.0,2.0,2.0,23,,,,1.0,,2.0,,2.0,1.0,3.0,,,1.0,,,,2.0,,4.0,2.0,,,,,2.0,,,,,0.25,0.5,25.0,,0.25,0.3333333333333333,,,0.2222222222222222,0.16666666666666666,1.0,,0.3333333333333333,,,,,,,,0.5,,,,,0.5,0.48707500000000004,0.5,0.6666666666666666,12.7,25.0,0.11764705882352941,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,2.0,1.0,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,,,,0.25,,,,,,0.5,,,,,,,0.55335,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,0.5,,1.0,,,,,,1.0,0.5,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202734,1610612740,E'Twaun Moore,E'Twaun Moore,202734,NOP,183.0,3,-3,6,7,2.0,,,13,1.0,1.0,,,,,1.0,1.0,,,2.0,9,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,16.666666666666668,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,0.8491,,,0.9,,0.3333333333333333,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.8491,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629597,1610612740,Zylan Cheatham,Zylan Cheatham,1629597,NOP,659.0,11,-5,25,24,4.0,6.0,1.0,49,,,,,,,,,,,,33,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,4.0,,,,,,,3.846153846153846,,0.2,,,,0.14285714285714285,,,,,1.0,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629638,1610612740,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,NOP,1202.0,20,-5,38,38,,9.0,5.0,76,2.0,3.0,,,,1.0,2.0,3.0,6.0,6.0,16.0,57,2.0,2.0,,,,,,,,,3.0,1.0,4.0,,2.0,,3.0,,6.0,3.0,,,,,,0.5,0.5,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6666666666666666,36.36363636363637,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,0.1111111111111111,1.0,0.5380388888888888,0.25,0.5,2.1999999999999997,25.316666666666666,,,1.0,,,1.0,5.0,2.0,1.0,1.0,,,,,,5.0,1.0,,2.0,,2.0,,,1.0,4.0,,1.0,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,0.5555555555555556,0.2,0.2,0.5,,0.2,0.5311,,,1.0,1.0,,1.0,7.0,,6.0,,,,1.0,1.0,,1.0,1.0,1.25,1.1666666666666667,,0.25,1.0,1.0,1.0,1.0,1.0,,0.4375,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629740,1610612740,Nicolo Melli,Nicolo Melli,1629740,NOP,365.0,6,2,11,12,,4.0,2.0,23,,,,,,,,,,1.0,1.0,11,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
