EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG3M,HeaveAttempts,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,LiveBallTurnoverPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,BadPassSteals,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,2pt And 1 Free Throw Trips,OffAtRimReboundPct,SecondChanceAtRimFGA,SecondChanceFG2A,SelfOReb,Offensive Fouls Drawn,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,PenaltyArc3FGM,Fg3aBlocked,Corner3Assists,FTDefRebounds,ShootingFouls,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,OffThreePtRebounds,Travels,OffThreePtReboundPct,OffArc3ReboundPct,on,SecondChanceCorner3FGA,LongMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,Technical Free Throw Trips,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,1069.0,18,3.0,36,37,15.0,9,4.0,73,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,9.0,32,2.0,4.0,1.0,4.0,6.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,15.0,1.0,1.0,1.0,0.5,0.5,0.6,0.5,0.6428571428571429,0.4,0.6428571428571429,0.4,0.2857142857142857,0.2,0.3333333333333333,20.0,0.1,0.07692307692307693,0.3333333333333333,0.21052631578947367,0.047619047619047616,0.25,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.6666666666666666,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.6,0.6666666666666666,0.2,0.7142857142857143,0.5,0.5002071428571429,0.5085,0.4444444444444444,8.1,25.0,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627734,1610612754,Domantas Sabonis,Domantas Sabonis,1627734,IND,514.0,9,15.0,17,17,5.0,3,3.0,34,2.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,3.0,3.0,,1.0,6.0,8,1.0,1.0,1.0,2.0,,,1.0,,,,,6.0,6.0,,6.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,5.0,,,,,,1.0,1.0,0.75,0.5,0.75,0.5,0.25,,,23.80952380952381,0.75,,,0.42857142857142855,,,0.6666666666666666,,1.0,0.5,1.0,1.0,,,,,,0.25,0.25,,,,0.5,1.0,0.5,0.75,,0.5247,0.6164,0.3333333333333333,8.033333333333333,24.8,0.29411764705882354,1.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.8,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628513,1610612754,Naz Mitrou-Long,Naz Mitrou-Long,1628513,IND,2811.0,47,20.0,96,97,33.0,31,11.0,193,1.0,1.0,1.0,1.0,3.0,4.0,,1.0,10.0,5.0,4.0,5.0,2.0,12.0,14.0,78,1.0,1.0,6.0,5.0,2.0,6.0,9.0,1.0,,,6.0,1.0,7.0,,7.0,1.0,3.0,,,2.0,,3.0,1.0,,1.0,,5.0,33.0,0.25,0.25,1.0,0.16666666666666666,0.18181818181818182,0.8,1.0,0.4117647058823529,0.35714285714285715,0.4117647058823529,0.35714285714285715,0.7058823529411765,,,18.34862385321101,0.034482758620689655,,0.24,0.12962962962962962,,,,0.25,,0.058823529411764705,1.0,1.0,1.0,0.23529411764705882,0.75,0.75,,,0.5882352941176471,0.1,0.1,1.0,0.14285714285714285,1.0,0.7142857142857143,0.7647058823529411,0.1111111111111111,0.484553125,0.47363333333333335,0.35714285714285715,9.58,27.075,0.34375,,6.0,2.0,8.0,2.0,18.0,,,1.0,0.0625,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.16666666666666666,0.6666666666666666,0.11764705882352941,0.5,0.5,1.0,1.0,0.14285714285714285,1.0,0.43222499999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203200,1610612754,Justin Holiday,Justin Holiday,203200,IND,907.0,15,3.0,31,33,12.0,10,4.0,64,,,,,,,1.0,,,,,1.0,,,4.0,29,,,,2.0,,,,,,,,2.0,2.0,,2.0,,1.0,,1.0,2.0,,2.0,,,,,2.0,12.0,,,,,,,,,,0.6666666666666666,1.0,,,,11.11111111111111,0.16666666666666666,,,0.10526315789473684,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,0.4149,,0.5,19.4,,0.3870967741935484,,,,,,,1.0,,,0.125,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203933,1610612754,T.J. Warren,T.J. Warren,203933,IND,1289.0,21,1.0,42,45,14.0,14,4.0,87,2.0,4.0,,1.0,,5.0,1.0,,1.0,,2.0,10.0,,1.0,10.0,38,,2.0,,1.0,4.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,4.0,,,,,1.0,14.0,1.0,1.0,,,,0.2,,0.18181818181818182,,0.35714285714285715,0.16666666666666666,0.09090909090909091,0.1,0.25,29.787234042553195,0.07692307692307693,0.0625,0.1111111111111111,0.09090909090909091,0.041666666666666664,,,0.1111111111111111,,0.36363636363636365,0.5,0.6666666666666666,1.0,0.45454545454545453,,,,0.09090909090909091,0.09090909090909091,,,,0.5,,,0.45454545454545453,,0.4760681818181818,0.38835,0.1,8.120000000000001,25.7,0.3333333333333333,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,2.0,1.0,,,7.0,4.0,1.0,0.2857142857142857,0.3076923076923077,0.2,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628388,1610612754,TJ Leaf,TJ Leaf,1628388,IND,1069.0,18,5.0,37,36,10.0,17,4.0,73,2.0,4.0,,,,1.0,,,1.0,,2.0,5.0,1.0,2.0,7.0,26,,,,,,3.0,1.0,,1.0,1.0,3.0,4.0,7.0,1.0,8.0,,,,,,,2.0,,,,,,10.0,,,1.0,0.5,0.5,0.4,,0.5,,0.5,,0.2857142857142857,0.2,,17.073170731707318,0.3333333333333333,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.05,,0.3333333333333333,0.3333333333333333,,0.5714285714285714,0.5,0.5,,0.14285714285714285,,,,,0.14285714285714285,,,,,,,0.8571428571428571,,0.5376857142857143,,,2.7,24.6,0.2702702702702703,,4.0,1.0,1.0,1.0,3.0,,,,0.4,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,0.14285714285714285,1.0,1.0,1.0,,,,0.5792,,,,,,,1.0,1.0,,0.14285714285714285,0.2,,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203926,1610612754,Doug McDermott,Doug McDermott,203926,IND,1877.0,31,21.0,62,65,16.0,10,7.0,127,,2.0,,,,2.0,3.0,3.0,5.0,2.0,,7.0,3.0,5.0,10.0,45,,,2.0,3.0,,9.0,5.0,3.0,2.0,1.0,5.0,2.0,8.0,1.0,9.0,,,,,3.0,,2.0,,,,,3.0,16.0,,,1.0,0.6,0.6,,,0.375,0.75,0.38461538461538464,0.75,0.4166666666666667,0.2857142857142857,0.5,18.30985915492958,0.10526315789473684,0.045454545454545456,0.2631578947368421,0.18421052631578946,0.027777777777777776,,,0.2777777777777778,,0.16666666666666666,,,,0.16666666666666666,,,,0.25,0.4166666666666667,0.6,0.75,1.0,,,1.0,0.5833333333333334,0.6,0.47675833333333334,0.46049999999999996,0.3,9.971428571428572,25.240000000000002,0.25806451612903225,,,1.0,2.0,,5.0,1.0,,,0.18181818181818182,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,0.5,,,,,,,,,0.414,1.0,,,,,,2.0,1.0,,0.07692307692307693,0.125,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,0.2,0.3333333333333333,0.2,0.5,0.1111111111111111,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628988,1610612754,Aaron Holiday,Aaron Holiday,1628988,IND,774.0,13,8.0,25,26,14.0,8,3.0,51,2.0,3.0,1.0,1.0,3.0,3.0,,1.0,3.0,2.0,5.0,6.0,1.0,3.0,13.0,21,3.0,3.0,2.0,9.0,2.0,,3.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,9.0,14.0,0.2,0.2,,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.0,0.7222222222222222,0.9,0.7222222222222222,0.9,0.3333333333333333,,,34.48275862068966,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.2,1.0,0.4,0.6666666666666666,0.3333333333333333,0.5207444444444445,0.48009,0.6923076923076923,5.650000000000001,26.599999999999998,0.56,,8.0,1.0,4.0,,9.0,,,,,,,,,,,1.0,1.0,1.0,,3.0,3.0,,,,,1.0,,,,0.5,,,,,,1.0,,,,,,3.0,,,,,,1.5,,,0.23076923076923078,,,,,,,,,,,1.0,,1.0,,,,,,,,0.5,1.0,1.0,3.0,1.0,1.5,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629048,1610612754,Goga Bitadze,Goga Bitadze,1629048,IND,1322.0,22,21.0,45,46,11.0,10,6.0,91,3.0,4.0,1.0,1.0,1.0,3.0,,1.0,3.0,,4.0,7.0,1.0,3.0,11.0,30,1.0,1.0,,2.0,6.0,3.0,3.0,1.0,,2.0,2.0,,3.0,2.0,5.0,,,,,3.0,,1.0,2.0,2.0,2.0,1.0,2.0,11.0,0.75,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,0.55,1.0,0.55,1.0,0.3,,,18.867924528301884,,0.14285714285714285,0.14285714285714285,0.07407407407407407,0.08695652173913043,,,0.15384615384615385,0.5,0.4,0.75,0.75,0.6666666666666666,0.3,0.3333333333333333,0.3333333333333333,1.0,,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,0.7,0.3333333333333333,0.50706,0.5422,0.18181818181818182,5.414285714285714,25.03333333333333,0.24444444444444444,,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.51595,,,2.0,,1.0,,1.0,1.0,0.5,0.1,0.14285714285714285,0.18181818181818182,1.0,0.4,2.0,2.0,1.0,,,,0.2,1.0,,,,1.0,2.0,,,,0.5,,,,,,,0.5,,1.0,1.0,2.0,0.5,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628410,1610612754,Edmond Sumner,Edmond Sumner,1628410,IND,136.0,2,,5,4,,4,,9,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
