EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2A,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,Corner3Assists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShortMidRangePctAssisted,Fg2aBlocked,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,PenaltyFG3M,PtsPutbacks,BadPassOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,SecondChanceAtRimFGM,SecondChanceAtRimAccuracy,on,LongMidRangeFGM,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,StepOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,Charge Fouls Drawn,BlockedCorner3,LongMidRangePctBlocked,HeaveMakes,3pt And 1 Free Throw Trips,Corner3PctBlocked
1626174,1610612765,Christian Wood,Christian Wood,1626174,DET,2755.0,46,18.0,88,89,30,20.0,9.0,177,5.0,7.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,6.0,11.0,1.0,5.0,10.0,25.0,90,1.0,4.0,4.0,2.0,3.0,2.0,3.0,7.0,10.0,2.0,3.0,5.0,1.0,2.0,1.0,6.0,4.0,2.0,12.0,3.0,15.0,1.0,1.0,1.0,3.0,4.0,1.0,15.0,3.0,15.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,7.0,30,2.0,0.8333333333333334,0.8333333333333334,1.0,0.2,0.2,0.5454545454545454,0.6666666666666666,0.46875,0.4,0.5208333333333334,0.5,0.5,0.3125,24.242424242424242,0.4,0.2,0.13793103448275862,0.09523809523809523,0.4,0.22727272727272727,0.05405405405405406,0.2222222222222222,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.36363636363636365,0.5,0.1111111111111111,0.5,0.4375,0.7142857142857143,0.7142857142857143,1.0,0.0625,1.0,1.0,0.1875,0.3125,0.2,0.2,1.0,1.0,0.4,0.5,0.4,0.75,0.2,0.549696875,0.6354,0.6170199999999999,0.23809523809523808,0.3125,0.16,0.28,6.081818181818182,25.839999999999996,0.3409090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627748,1610612765,Thon Maker,Thon Maker,1627748,DET,1217.0,20,,44,44,27,21.0,6.0,88,2.0,3.0,2.0,3.0,,,,,,,,2.0,3.0,,1.0,5.0,9.0,44,,,,2.0,3.0,1.0,5.0,9.0,4.0,,,,,1.0,,2.0,4.0,,6.0,2.0,8.0,,,1.0,1.0,1.0,,5.0,,8.0,1.0,3.0,,,,,,9.0,27,3.0,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5625,,0.5625,0.25,18.0,,,0.36363636363636365,0.1111111111111111,0.2857142857142857,0.3333333333333333,0.1111111111111111,,0.4,0.3333333333333333,,0.2,0.5,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,0.75,0.6666666666666666,,1.0,,0.5690500000000001,0.5105,0.5690500000000001,0.2,0.25,,1.0,2.033333333333333,23.0,0.6136363636363636,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628971,1610612765,Bruce Brown,Bruce Brown,1628971,DET,2080.0,35,-1.0,66,68,40,25.0,10.0,134,3.0,4.0,2.0,3.0,1.0,4.0,,,1.0,,1.0,4.0,8.0,,1.0,7.0,15.0,72,,,,2.0,5.0,1.0,7.0,11.0,2.0,6.0,,1.0,,1.0,,2.0,5.0,,7.0,1.0,8.0,,1.0,2.0,1.0,3.0,,9.0,,8.0,3.0,1.0,1.0,1.0,,1.0,,11.0,40,1.0,0.25,0.25,,,,0.5,0.4,0.4444444444444444,0.3333333333333333,0.5769230769230769,,0.55,0.1111111111111111,19.23076923076923,,,0.22727272727272727,0.05263157894736842,0.18181818181818182,0.21212121212121213,0.03125,,,0.4166666666666667,,0.2,,,,0.4444444444444444,0.75,0.75,,0.4444444444444444,0.25,0.25,,0.1111111111111111,,,,,0.5,0.6666666666666666,0.16666666666666666,0.5555555555555556,,0.5016111111111111,,0.5426333333333333,0.25,0.2727272727272727,,0.7333333333333333,5.6625,25.7,0.6060606060606061,,,,,4.0,5.0,9.0,3.0,4.0,,23.0,,1.0,1.0,,1.0,,1.0,0.5,,0.16666666666666666,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629635,1610612765,Sekou Doumbouya,Sekou Doumbouya,1629635,DET,1265.0,21,6.0,44,46,19,27.0,4.0,90,2.0,2.0,1.0,1.0,,2.0,,,,,,2.0,4.0,,,2.0,6.0,40,,,,1.0,2.0,,2.0,4.0,4.0,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,1.0,1.0,3.0,,2.0,,3.0,2.0,,1.0,,1.0,1.0,1.0,4.0,19,,1.0,1.0,,,,0.5,0.5,0.5,0.5,0.6,,0.6666666666666666,,12.244897959183673,,,0.1111111111111111,0.07142857142857142,,0.058823529411764705,0.05,,,,1.0,,,,1.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,0.5,1.0,,0.5,,0.512775,,0.52805,0.4,0.4,,0.6666666666666666,5.0,,0.4318181818181818,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.25,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629663,1610612765,Louis King,Louis King,1629663,DET,3732.0,62,19.0,123,123,46,41.0,16.0,246,2.0,4.0,,,2.0,5.0,1.0,1.0,7.0,2.0,3.0,4.0,10.0,4.0,11.0,,20.0,121,3.0,,5.0,1.0,2.0,5.0,,11.0,,8.0,12.0,7.0,1.0,,,3.0,5.0,1.0,9.0,1.0,10.0,,2.0,2.0,4.0,10.0,,2.0,,3.0,2.0,,,,,,,11.0,46,,,,1.0,0.36363636363636365,0.36363636363636365,0.4,0.5,0.47619047619047616,0.7857142857142857,0.45454545454545453,0.5,0.6875,0.5238095238095238,17.02127659574468,0.2,,0.125,,0.15789473684210525,0.13559322033898305,0.017543859649122806,,0.08333333333333333,0.13636363636363635,0.16666666666666666,,0.5,,,0.19047619047619047,0.5,0.6666666666666666,,0.23809523809523808,0.4,0.4,0.047619047619047616,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,0.4,,,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.5161666666666667,0.5533375,0.5443142857142858,0.09090909090909091,0.18181818181818182,0.25,0.55,6.830000000000001,25.08181818181818,0.37398373983739835,,4.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,,12.0,1.0,2.0,2.0,,,,1.0,,0.043478260869565216,,,0.19047619047619047,,0.2857142857142857,,,,,,1.0,1.0,2.0,0.1,,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.6,0.5,0.5,0.25,0.3333333333333333,0.75,0.75,1.0,0.2,1.0,1.0,1.0,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201565,1610612765,Derrick Rose,Derrick Rose,201565,DET,347.0,6,4.0,13,12,2,8.0,1.0,25,1.0,3.0,,,1.0,1.0,,,,,,2.0,4.0,,,1.0,5.0,16,,,,,,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,1.0,2,1.0,,,,,,0.5,,0.5,,0.5,,0.5,,35.71428571428571,,,,,,,,,,,,,,,,0.75,0.3333333333333333,0.5,,0.25,1.0,1.0,,,,,,,,,,0.75,,0.5603,,,,,,0.2,3.15,,0.15384615384615385,,,,,2.0,,2.0,,1.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,0.25,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204025,1610612765,Tim Frazier,Tim Frazier,204025,DET,410.0,7,1.0,14,14,6,,3.0,28,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,3.0,14,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,6,,,,,1.0,1.0,,,0.75,,0.75,,,0.5,17.64705882352941,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,1.0,,,,,,0.5,1.0,0.390925,,,,,,,19.4,26.2,0.42857142857142855,,,,,,1.0,1.0,,,,3.0,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204038,1610612765,Langston Galloway,Langston Galloway,204038,DET,1931.0,32,23.0,61,57,16,13.0,10.0,118,1.0,1.0,,,1.0,2.0,2.0,1.0,4.0,,1.0,2.0,5.0,4.0,8.0,,16.0,55,,,,,1.0,4.0,,6.0,4.0,,12.0,4.0,1.0,,,2.0,,,2.0,1.0,3.0,,,,,1.0,,2.0,,,,,,,,,,6.0,16,,1.0,1.0,1.0,0.5,0.5,0.4,,0.6153846153846154,0.6,0.6153846153846154,,0.6,0.6153846153846154,18.30985915492958,,,,,0.2857142857142857,0.06896551724137931,0.03333333333333333,,,,,0.3333333333333333,,,,0.07692307692307693,1.0,1.0,1.0,0.15384615384615385,0.5,1.0,0.15384615384615385,0.3076923076923077,0.25,0.25,1.0,,,,0.2,0.6923076923076923,0.25,0.5173076923076922,,0.49705000000000005,,,,0.375,9.919999999999998,24.625,0.26229508196721313,,4.0,3.0,,,,,,,,,1.0,,,,,,,,0.125,,0.14285714285714285,0.3076923076923077,,0.6,,,,,1.0,1.0,,,0.2,0.5,,3.0,,,2.0,,,,2.0,,,,,,0.5,,,,,0.75,0.75,1.0,,,,0.6666666666666666,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629004,1610612765,Svi Mykhailiuk,Svi Mykhailiuk,1629004,DET,1052.0,18,8.0,39,42,17,22.0,1.0,81,2.0,2.0,1.0,1.0,,,,4.0,6.0,,2.0,2.0,2.0,4.0,6.0,1.0,17.0,38,,,,1.0,1.0,2.0,1.0,6.0,4.0,,12.0,6.0,4.0,,,2.0,,,2.0,,2.0,,,,1.0,1.0,,1.0,,3.0,,,,,,,,6.0,17,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,0.9444444444444444,,0.75,0.75,21.42857142857143,,,,,0.3333333333333333,0.1111111111111111,,,,,,0.6666666666666666,,,,0.25,1.0,1.0,1.0,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.54793125,,0.5294,0.1111111111111111,,,0.35294117647058826,1.85,25.799999999999997,0.4358974358974359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,0.5,,,,,,,,,,,,0.5,,1.0,0.14285714285714285,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202693,1610612765,Markieff Morris,Markieff Morris,202693,DET,1666.0,28,13.0,54,54,14,13.0,9.0,108,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,3.0,5.0,1.0,3.0,,9.0,51,,,2.0,1.0,1.0,1.0,,2.0,4.0,2.0,3.0,2.0,1.0,,,1.0,3.0,,4.0,1.0,5.0,,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,2.0,14,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6,1.0,0.5625,0.5,0.5625,0.5,0.5,0.375,15.873015873015873,,,0.125,,0.125,0.125,0.037037037037037035,,,0.16666666666666666,0.2,0.14285714285714285,,,,0.25,0.5,0.5,1.0,0.25,1.0,1.0,0.125,0.25,0.5,0.5,1.0,,0.5,1.0,,0.625,0.5,0.47179374999999996,0.3832,0.544525,,,0.2222222222222222,0.2222222222222222,7.58,24.599999999999998,0.25925925925925924,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,1.0,,8.0,1.0,2.0,1.0,1.0,1.0,,1.0,0.5,0.1111111111111111,,0.125,0.125,0.5,0.5,2.0,,1.0,,0.5,,,,,,,,,,,,1.0,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
