EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,FTOffRebounds,FTDefRebounds,LostBallSteals,Charge Fouls,Charge Fouls Drawn,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LongMidRangeAssists,Loose Ball Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,BlockedCorner3,Corner3PctBlocked
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,17046.0,284,-59.0,609,606,139.0,92,76,1215,24.0,41.0,4.0,8.0,4.0,8.0,15.0,36.0,1.0,8.0,2.0,5.0,1.0,1.0,7.0,25.0,1.0,4.0,1.0,4.0,40.0,85.0,9.0,30.0,15.0,122,722,4.0,10.0,1.0,5.0,2.0,13.0,5.0,12.0,1.0,5.0,5.0,18.0,32.0,48.0,21.0,6.0,4.0,25.0,7.0,5.0,25.0,9.0,34,6.0,3.0,23.0,2.0,77,1.0,5.0,12.0,13.0,25.0,6.0,31.0,4.0,11.0,11.0,14.0,3.0,11.0,11.0,1.0,3.0,1.0,4.0,25.0,3.0,4.0,9.0,21,2.0,1.0,23.0,2.0,25.0,5.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,16.0,135.0,2.0,2.0,0.4,0.42105263157894735,0.7777777777777778,0.3,0.2,0.2,0.3,0.47058823529411764,0.4,0.4166666666666667,0.4652173913043478,0.36666666666666664,0.38235294117647056,0.488,0.40625,0.42857142857142855,0.2608695652173913,0.058823529411764705,0.04878048780487805,0.05555555555555555,0.125,21.70767004341534,0.56,0.07975460122699386,0.028901734104046242,0.10810810810810811,0.008547008547008548,0.09124087591240876,0.020689655172413793,0.0379746835443038,0.07692307692307693,0.010638297872340425,0.07692307692307693,0.07352941176470588,0.1,0.12941176470588237,0.038461538461538464,0.06557377049180328,1.0,0.3565217391304348,0.5853658536585366,0.6153846153846154,0.5416666666666666,0.3130434782608696,0.4166666666666667,0.4411764705882353,0.2,0.06956521739130435,0.125,0.14285714285714285,0.043478260869565216,0.4,0.4,1.0,0.21739130434782608,0.28,0.28,0.7142857142857143,0.5333333333333333,0.5,0.5,0.06666666666666667,0.26666666666666666,0.25,1.0,0.47058823529411764,0.5,0.058823529411764705,0.23529411764705882,0.25,0.6173913043478261,0.28,0.5312808695652175,0.5472038461538461,0.5711970588235296,0.09836065573770492,0.13043478260869565,0.10655737704918032,0.14754098360655737,5.882352941176474,25.203333333333333,0.22824302134646962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627752,1610612751,Taurean Prince,Taurean Prince,1627752,BKN,30657.0,511,18.0,1101,1091,248.0,206,118,2192,30.0,43.0,2.0,4.0,4.0,5.0,6.0,23.0,2.0,7.0,16.0,36.0,3.0,4.0,28.0,84.0,2.0,11.0,3.0,13.0,38.0,73.0,44.0,120.0,20.0,228,1259,2.0,6.0,3.0,14.0,2.0,15.0,7.0,12.0,4.0,17.0,5.0,31.0,54.0,22.0,117.0,15.0,,84.0,28.0,6.0,19.0,10.0,29,6.0,4.0,14.0,5.0,68,6.0,3.0,35.0,50.0,90.0,11.0,101.0,3.0,21.0,18.0,20.0,2.0,14.0,13.0,1.0,6.0,,7.0,33.0,1.0,9.0,18.0,40,1.0,1.0,26.0,3.0,26.0,,10.0,3.0,4.0,4.0,4.0,1.0,,30.0,244.0,4.0,2.0,0.7105263157894737,0.7105263157894737,0.8863636363636364,0.36666666666666664,0.21428571428571427,0.23529411764705882,0.36666666666666664,0.5205479452054794,0.3333333333333333,0.5833333333333334,0.538860103626943,0.325,0.4482758620689655,0.5533980582524272,0.35714285714285715,0.4696969696969697,0.6217616580310881,0.0821917808219178,0.11627906976744186,0.043478260869565216,,19.352226720647774,0.6060606060606061,0.17543859649122806,0.011811023622047244,0.1590909090909091,0.023809523809523808,0.16831683168316833,0.017786561264822136,,0.046511627906976744,0.03076923076923077,0.18421052631578946,0.1565217391304348,0.19642857142857142,0.15384615384615385,0.17647058823529413,0.02912621359223301,0.25,0.22279792746113988,0.6976744186046512,0.7894736842105263,0.8,0.11917098445595854,0.2608695652173913,0.2727272727272727,0.5,0.03626943005181347,0.2857142857142857,0.2857142857142857,0.18652849740932642,0.4444444444444444,0.4444444444444444,0.9375,0.43523316062176165,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.2,0.5,1.0,0.15,0.55,0.18181818181818182,1.0,0.1724137931034483,0.8,0.13793103448275862,0.4482758620689655,0.23076923076923078,0.844559585492228,0.3333333333333333,0.5563450777202072,0.5532800000000001,0.5281224137931034,0.04926108374384237,0.12048192771084337,0.06578947368421052,0.13596491228070176,5.215068493150685,25.084166666666672,0.22524977293369663,1.0,1.0,2.0,5.0,3.0,1.0,4.0,0.3125,0.05263157894736842,0.009259259259259259,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,True,,
1627789,1610612751,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,BKN,988.0,16,-8.0,35,32,11.0,10,4,67,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,2.0,2.0,5,51,,,,,,,,,1.0,1.0,2.0,5.0,,,3.0,,,1.0,,,1.0,,1,,,,1.0,2,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,4,,,1.0,,2.0,,1.0,,,,,,,5.0,11.0,,,,,1.0,0.5,,1.0,0.5,,,,0.75,,1.5,0.8333333333333334,,1.25,1.0,,,,,7.692307692307692,,0.2,,,,0.09090909090909091,,,,,,0.5,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,1.0,,,1.0,,0.596025,,0.6147,0.3333333333333333,1.0,,1.0,,25.049999999999997,0.3142857142857143,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,
1628386,1610612751,Jarrett Allen,Jarrett Allen,1628386,BKN,28392.0,473,19.0,1012,1005,239.0,196,113,2017,60.0,86.0,11.0,21.0,18.0,25.0,9.0,20.0,,,,2.0,,,,,,,,,69.0,106.0,,2.0,38.0,176,1150,11.0,22.0,,,11.0,33.0,19.0,26.0,,,15.0,53.0,114.0,24.0,,,16.0,,,13.0,14.0,14.0,28,12.0,2.0,9.0,4.0,70,13.0,29.0,44.0,57.0,109.0,43.0,152.0,2.0,7.0,4.0,8.0,2.0,6.0,17.0,,2.0,,3.0,25.0,5.0,6.0,24.0,43,3.0,8.0,62.0,1.0,68.0,8.0,32.0,6.0,34.0,30.0,34.0,23.0,1.0,53.0,238.0,3.0,5.0,0.8260869565217391,0.9344262295081968,,,,,,0.6509433962264151,0.5,0.7307692307692307,0.6388888888888888,0.5,0.7307692307692307,0.6376811594202898,0.55,0.6973684210526315,0.018518518518518517,0.12264150943396226,0.10465116279069768,0.2,,14.335971855760775,0.32,0.20802919708029197,0.1277533039647577,0.21674876847290642,0.05485232067510549,0.21174004192872117,0.09051724137931035,0.13131313131313133,0.02564102564102564,0.05434782608695652,0.13445378151260504,0.2523364485981308,0.2916666666666667,0.22875816993464052,0.18,0.07692307692307693,0.6764705882352942,0.7962962962962963,0.6976744186046512,0.7792207792207793,0.8166666666666667,0.18518518518518517,0.45,0.5625,0.8888888888888888,,,,0.018518518518518517,,,,,,,,0.9545454545454546,0.5238095238095238,0.18181818181818182,,,,,0.9615384615384616,0.72,,,,0.8148148148148148,,0.5558351851851853,0.5514666666666667,0.5838500000000001,0.24242424242424243,0.24615384615384617,0.1875,0.30113636363636365,2.3886792452830186,22.5,0.23616600790513834,,,1.0,8.0,3.0,1.0,,0.5333333333333333,0.03571428571428571,0.16853932584269662,,,,1.0,10.0,4.0,2.0,2.0,1.0,0.05660377358490566,,,,,,,,,,,,,True,,
202681,1610612751,Kyrie Irving,Kyrie Irving,202681,BKN,39478.0,658,-7.0,1405,1399,347.0,280,159,2804,61.0,94.0,5.0,6.0,21.0,31.0,48.0,107.0,34.0,73.0,8.0,15.0,6.0,6.0,48.0,127.0,1.0,4.0,9.0,26.0,143.0,274.0,56.0,142.0,94.0,548,1618,11.0,20.0,4.0,10.0,7.0,41.0,42.0,79.0,14.0,32.0,43.0,169.0,58.0,228.0,60.0,108.0,8.0,126.0,48.0,16.0,74.0,54.0,128,41.0,13.0,63.0,8.0,310,10.0,12.0,40.0,41.0,81.0,22.0,103.0,8.0,27.0,11.0,38.0,7.0,23.0,14.0,1.0,15.0,,2.0,52.0,3.0,8.0,16.0,53,2.0,2.0,96.0,3.0,102.0,6.0,32.0,14.0,9.0,6.0,10.0,5.0,,168.0,341.0,4.0,12.0,0.20279720279720279,0.20863309352517986,0.35714285714285715,0.39436619718309857,0.4,0.4375,0.3971631205673759,0.5218978102189781,0.55,0.5316455696202531,0.5456730769230769,0.5666666666666667,0.5675675675675675,0.592391304347826,0.5909090909090909,0.6401515151515151,0.34134615384615385,0.058394160583941604,0.07446808510638298,0.056074766355140186,0.0410958904109589,32.405063291139236,0.7307692307692307,0.1105121293800539,0.03614457831325301,0.14336917562724014,0.032362459546925564,0.12461538461538461,0.0343213728549142,0.03597122302158273,0.01818181818181818,0.029166666666666667,0.11643835616438356,0.0728476821192053,0.17567567567567569,0.14691943127962084,0.1323529411764706,0.04040404040404041,0.5,0.22596153846153846,0.648936170212766,0.7011494252873564,0.2459016393442623,0.25721153846153844,0.4485981308411215,0.4752475247524752,0.16666666666666666,0.17548076923076922,0.4657534246575342,0.4857142857142857,0.036057692307692304,0.5333333333333333,0.5333333333333333,0.625,0.30528846153846156,0.3779527559055118,0.3779527559055118,0.3125,0.2,0.8333333333333334,,0.2,0.13333333333333333,0.25,1.0,0.27927927927927926,0.6774193548387096,0.05405405405405406,0.23423423423423423,0.34615384615384615,0.5673076923076923,0.38095238095238093,0.49291630434782596,0.4760249999999999,0.4872178899082568,0.08295964125560538,0.10666666666666667,0.07481751824817519,0.3083941605839416,8.839051094890511,25.698591549295774,0.24697508896797152,3.0,5.0,,,16.0,,3.0,,,0.043478260869565216,0.5,1.0,0.8333333333333334,3.0,2.0,3.0,,,,0.043478260869565216,1.0,1.0,3.0,5.0,1.0,1.0,0.17647058823529413,0.03424657534246575,,,,,True,,
1628021,1610612751,David Nwaba,David Nwaba,1628021,BKN,1682.0,28,18.0,60,62,30.0,25,10,122,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,2.0,2,55,,,,,,,,,,,,,,,,,,,,,1.0,,1,,,1.0,,2,2.0,,2.0,1.0,3.0,2.0,5.0,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,2.0,3,,,2.0,,4.0,,2.0,,4.0,3.0,4.0,2.0,,,30.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,,,,,5.714285714285714,,0.07142857142857142,,0.1111111111111111,0.2,0.09375,0.07692307692307693,,,0.14285714285714285,,0.125,,0.14285714285714285,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.6858,,,0.6666666666666666,1.0,,,,22.6,0.5,,,,,,,,,,,,,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,True,,
201599,1610612751,DeAndre Jordan,DeAndre Jordan,201599,BKN,9264.0,154,-11.0,328,330,75.0,63,36,658,20.0,31.0,5.0,11.0,6.0,6.0,1.0,2.0,,,,,,,,,,,,,21.0,33.0,,,7.0,49,387,5.0,11.0,,,,10.0,6.0,6.0,,,,12.0,34.0,8.0,,,8.0,,,3.0,6.0,6.0,12,6.0,,2.0,1.0,30,3.0,14.0,22.0,29.0,52.0,17.0,69.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,,,8.0,,2.0,4.0,13,1.0,2.0,16.0,1.0,15.0,1.0,8.0,,10.0,4.0,10.0,6.0,3.0,12.0,75.0,1.0,,0.8095238095238095,1.0,,,,,,0.6363636363636364,0.45454545454545453,1.0,0.6363636363636364,0.45454545454545453,1.0,0.6125,0.45454545454545453,0.8571428571428571,,0.09090909090909091,0.0967741935483871,,,13.079019073569482,0.5,0.3625,0.16470588235294117,0.30985915492957744,0.05454545454545454,0.33774834437086093,0.12142857142857143,0.22857142857142856,,0.046511627906976744,0.25,0.4358974358974359,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.2222222222222222,0.6,0.9393939393939394,0.6451612903225806,0.7142857142857143,0.8,0.06060606060606061,0.5,0.5,1.0,,,,,,,,,,,,1.0,0.45454545454545453,0.2,,,,,1.0,1.0,,,,0.9393939393939394,,0.5762363636363635,0.5889888888888889,0.6220166666666667,0.2,0.2,0.20408163265306123,0.24489795918367346,1.7242424242424241,,0.22865853658536586,,,,1.0,3.0,,,0.25,,0.15789473684210525,,,,3.0,1.0,5.0,,,,0.08333333333333333,,,,,,,,,1.0,,,,True,,
1629058,1610612751,Dzanan Musa,Dzanan Musa,1629058,BKN,1353.0,23,-12.0,46,48,12.0,19,3,94,1.0,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,3.0,,,,,2.0,3.0,2.0,4.0,4.0,14,59,,,,,,,,1.0,,,,,2.0,2.0,6.0,,,3.0,1.0,,1.0,,1,,,,,2,,,1.0,1.0,2.0,,2.0,,,,2.0,1.0,,2.0,,2.0,,1.0,4.0,,3.0,2.0,4,,,3.0,,4.0,,2.0,,,,,,,,12.0,2.0,,0.5,0.5,1.0,0.5,,,0.5,0.6666666666666666,,,0.7142857142857143,,,0.7777777777777778,,,0.5714285714285714,,,,,26.53061224489796,0.5,0.05555555555555555,,0.16666666666666666,,0.08333333333333333,,,,,,,0.16666666666666666,,0.25,,,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,,,,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,1.0,,,,,0.8571428571428571,0.3333333333333333,0.5523428571428572,,0.5131,0.2222222222222222,0.4,,,3.466666666666667,25.075,0.2608695652173913,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,
201163,1610612751,Wilson Chandler,Wilson Chandler,201163,BKN,4503.0,75,-18.0,148,154,39.0,34,23,302,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,,4.0,7.0,,,1.0,1.0,3.0,6.0,5.0,10.0,2.0,23,179,1.0,1.0,,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,7.0,4.0,2.0,15.0,,2.0,7.0,4.0,,1.0,4.0,5,2.0,2.0,1.0,,14,,1.0,3.0,10.0,14.0,1.0,15.0,,4.0,1.0,1.0,,,2.0,,1.0,1.0,,3.0,,1.0,3.0,7,,1.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,7.0,39.0,,1.0,0.6666666666666666,1.0,1.0,0.5,,1.0,0.5,0.5,1.0,0.5,0.65625,0.5,0.8333333333333334,0.6764705882352942,0.5,0.875,0.625,,,,,11.560693641618498,0.3333333333333333,0.25,0.021739130434782608,0.1111111111111111,,0.19402985074626866,0.0136986301369863,,0.14285714285714285,,0.29411764705882354,0.23076923076923078,0.2,0.13636363636363635,,,1.0,0.125,0.5,0.5,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.0625,1.0,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.4375,0.5714285714285714,0.5714285714285714,1.0,0.5,1.0,,0.5,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,0.75,0.5714285714285714,0.534784375,0.6487,0.5294,,,0.08695652173913043,0.30434782608695654,7.1000000000000005,24.6,0.2635135135135135,,,,1.0,3.0,,,0.5,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,True,,
202066,1610612751,Garrett Temple,Garrett Temple,202066,BKN,12499.0,208,1.0,453,451,116.0,109,52,904,4.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,19.0,2.0,4.0,8.0,27.0,1.0,5.0,1.0,4.0,6.0,14.0,15.0,46.0,13.0,70,519,1.0,2.0,2.0,7.0,1.0,9.0,1.0,3.0,4.0,8.0,4.0,18.0,8.0,4.0,42.0,3.0,2.0,27.0,8.0,3.0,6.0,7.0,13,4.0,3.0,5.0,,33,3.0,4.0,7.0,6.0,14.0,7.0,21.0,1.0,8.0,3.0,4.0,,3.0,,,1.0,,,4.0,,,9.0,14,,,11.0,,16.0,,3.0,2.0,4.0,1.0,4.0,3.0,,18.0,111.0,,1.0,0.6666666666666666,0.8,0.9333333333333333,0.32608695652173914,0.2857142857142857,0.5,0.32608695652173914,0.42857142857142855,0.5,0.3333333333333333,0.475,0.4444444444444444,0.6363636363636364,0.5223880597014925,0.45,0.6923076923076923,0.7666666666666667,0.21428571428571427,0.3,,,13.840155945419104,1.0,0.04580152671755725,0.043010752688172046,0.09210526315789473,0.024793388429752067,0.06280193236714976,0.03271028037383177,0.05714285714285714,,0.03225806451612903,0.02040816326530612,0.07142857142857142,0.038461538461538464,0.07407407407407407,0.13636363636363635,0.029411764705882353,0.75,0.16666666666666666,0.4,0.5714285714285714,0.75,0.03333333333333333,0.5,0.5,,0.03333333333333333,0.5,0.5,0.31666666666666665,0.3684210526315789,0.3684210526315789,1.0,0.45,0.2962962962962963,0.3076923076923077,0.875,0.2222222222222222,0.5,,0.2222222222222222,0.5555555555555556,0.2,1.0,0.09090909090909091,1.0,0.36363636363636365,0.36363636363636365,0.25,0.9333333333333333,0.2962962962962963,0.5606133333333332,0.5550749999999999,0.5407909090909091,0.07692307692307693,0.17647058823529413,0.12857142857142856,0.2571428571428571,5.807142857142858,24.660869565217393,0.2560706401766004,1.0,3.0,,1.0,5.0,,,0.125,,0.05405405405405406,0.5,1.0,0.75,1.0,,3.0,,,,,,,,2.0,,,1.0,0.041666666666666664,,1.0,0.021739130434782608,0.037037037037037035,True,,
