EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted2s,NonHeaveArc3FGM,SelfOReb,Steals,BadPassSteals,Technical Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyAtRimFGM,SecondChanceArc3FGA,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,ShootingFouls,ShortMidRangePctBlocked,OffFTReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,PtsPutbacks,Corner3Assists,OffThreePtRebounds,FTDefRebounds,Offensive Fouls Drawn,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,DefLongMidRangeReboundPct,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,3SecondViolations,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceCorner3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls,Charge Fouls Drawn,LongMidRangePctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,Clear Path Fouls
1626188,1610612747,Quinn Cook,Quinn Cook,1626188,LAL,2297.0,38,-21.0,86,88,33.0,24.0,10.0,174,1.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,10.0,1.0,5.0,3.0,14.0,99,1.0,1.0,2.0,3.0,6.0,2.0,2.0,8.0,8.0,3.0,4.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,8.0,33.0,1.0,1.0,0.2,0.2,0.4,1.0,0.5,0.36666666666666664,1.0,0.375,0.4375,1.0,0.4444444444444444,0.3333333333333333,0.1,0.3333333333333333,20.0,0.75,0.047619047619047616,0.07407407407407407,0.1,0.07317073170731707,0.045454545454545456,0.18181818181818182,0.1,0.1111111111111111,0.2,0.3333333333333333,0.5,0.3333333333333333,0.4,0.4,0.13333333333333333,0.5,0.5,0.06666666666666667,1.0,1.0,1.0,0.26666666666666666,0.125,0.25,0.5333333333333333,0.4999266666666667,0.4079,0.49348749999999997,0.125,0.18181818181818182,0.14285714285714285,0.5714285714285714,8.45,24.860000000000003,0.38372093023255816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,1233.0,21,3.0,41,43,22.0,2.0,7.0,84,1.0,2.0,,,4.0,,,1.0,3.0,3.0,3.0,1.0,6.0,2.0,6.0,3.0,11.0,41,,2.0,1.0,,2.0,4.0,,6.0,,6.0,3.0,,,,,,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,1.0,,1.0,6.0,22.0,,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,0.3333333333333333,,0.5,0.38461538461538464,,0.5,0.5,,,26.41509433962264,1.0,0.2,0.06666666666666667,,0.08,0.037037037037037035,,0.2,,0.16666666666666666,0.5,0.5,0.3333333333333333,,,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,,0.5,0.6666666666666666,0.5267333333333334,0.5504,0.47232499999999994,0.07692307692307693,0.14285714285714285,0.09090909090909091,0.5454545454545454,6.1000000000000005,24.866666666666664,0.5365853658536586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.125,0.25,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1629659,1610612747,Talen Horton-Tucker,Talen Horton-Tucker,1629659,LAL,4869.0,81,-18.0,174,178,44.0,38.0,22.0,352,9.0,11.0,3.0,1.0,5.0,,1.0,2.0,5.0,8.0,2.0,10.0,17.0,4.0,13.0,2.0,34.0,199,,1.0,,2.0,4.0,3.0,,10.0,8.0,12.0,8.0,1.0,1.0,6.0,1.0,13.0,1.0,4.0,1.0,5.0,2.0,7.0,4.0,3.0,2.0,,6.0,,1.0,10.0,,3.0,4.0,,2.0,1.0,1.0,1.0,10.0,44.0,,1.0,0.3076923076923077,0.3076923076923077,0.5882352941176471,,0.5,0.5333333333333333,,0.7142857142857143,0.53125,,0.7142857142857143,0.43333333333333335,0.058823529411764705,,18.446601941747574,0.6666666666666666,0.03333333333333333,0.022222222222222223,0.07547169811320754,0.060240963855421686,0.011904761904761904,,,0.06976744186046512,0.36666666666666664,0.8181818181818182,0.8181818181818182,0.16666666666666666,0.2,0.25,0.03333333333333333,,,0.16666666666666666,0.4,0.4,1.0,0.26666666666666666,0.42857142857142855,0.2857142857142857,0.8,0.50896,0.4059,0.54795,0.0625,0.10526315789473684,,0.29411764705882354,4.223529411764705,24.73076923076923,0.25287356321839083,,,1.0,1.0,2.0,1.0,2.0,,2.0,12.0,2.0,,8.0,5.0,,,1.0,0.6,0.6,0.6666666666666666,0.041666666666666664,0.07692307692307693,,1.0,0.5555555555555556,0.25,0.25,1.0,,,0.14285714285714285,1.0,0.5,0.25,2.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,0.2,0.2,0.1,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201162,1610612747,Jared Dudley,Jared Dudley,201162,LAL,2173.0,36,5.0,80,81,22.0,25.0,10.0,161,1.0,1.0,,,,1.0,1.0,1.0,2.0,4.0,,2.0,2.0,2.0,6.0,,10.0,78,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0,6.0,4.0,,3.0,7.0,2.0,17.0,1.0,4.0,,6.0,2.0,8.0,1.0,1.0,,,1.0,,1.0,3.0,,1.0,,,,,,,2.0,22.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.625,0.5,1.0,0.625,0.5,1.0,0.75,,,9.473684210526317,1.0,,0.05,0.18181818181818182,0.12121212121212122,0.05,0.1111111111111111,,0.23529411764705882,0.125,1.0,1.0,,,,0.125,1.0,1.0,0.25,0.5,0.5,1.0,0.5,,,0.875,0.5315687499999999,0.601275,0.3275,,,0.2,0.2,9.7,24.650000000000002,0.275,1.0,,,,1.0,,1.0,,,2.0,1.0,,3.0,2.0,,,,0.5,1.0,,,,,,,0.25,0.25,1.0,0.5,,,,,0.25,,1.0,4.0,2.0,1.0,1.0,,1.0,,,,,,,,0.5,,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.05,0.06666666666666667,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,1575.0,26,8.0,54,55,8.0,1.0,10.0,109,8.0,11.0,2.0,1.0,6.0,,,,,2.0,1.0,9.0,17.0,,2.0,3.0,21.0,61,,3.0,,1.0,2.0,1.0,,2.0,16.0,,2.0,,4.0,7.0,2.0,18.0,,2.0,5.0,7.0,2.0,9.0,3.0,2.0,1.0,1.0,4.0,,,,,3.0,5.0,1.0,3.0,,,,2.0,8.0,,,,,0.5294117647058824,,0.5,0.47368421052631576,,0.3333333333333333,0.5,,0.3333333333333333,0.10526315789473684,,,35.714285714285715,0.75,0.5,,0.15384615384615385,0.30434782608695654,0.0625,,0.25,,0.5789473684210527,0.7272727272727273,0.7272727272727273,0.3157894736842105,0.16666666666666666,0.16666666666666666,,,,,,,,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.6842105263157895,0.5298315789473684,0.4145,0.5629166666666666,0.14285714285714285,0.15789473684210525,,0.09523809523809523,4.470588235294118,27.450000000000003,0.14814814814814814,1.0,,,,,,,,,2.0,,,,,,,,0.1111111111111111,0.1111111111111111,,,0.75,,,0.125,,,,0.3333333333333333,,,,,,1.0,,3.0,2.0,1.0,,,,,1.0,,,,0.4,,,0.5,,,2.0,2.0,,,,0.14285714285714285,0.2857142857142857,,,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,333.0,6,-13.0,11,12,10.0,2.0,1.0,23,,,,,1.0,,1.0,,,,,,2.0,,,1.0,1.0,19,,,1.0,,2.0,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,2.0,2.0,,1.0,,,,1.0,10.0,,,,,,,,,,,0.16666666666666666,0.5,0.16666666666666666,,,,41.66666666666667,0.5,0.25,0.25,,0.1111111111111111,0.16666666666666666,1.0,0.3333333333333333,,,,,0.5,,,0.5,,,,,,,,,,,0.3563,,0.3563,0.3333333333333333,0.3333333333333333,1.0,1.0,16.65,,0.9090909090909091,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203484,1610612747,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,LAL,236.0,4,-7.0,8,8,7.0,,,16,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,1.0,1.0,,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,0.25,0.125,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1628961,1610612747,Kostas Antetokounmpo,Kostas Antetokounmpo,1628961,LAL,684.0,11,14.0,27,28,8.0,13.0,2.0,55,3.0,3.0,,,,,,,,,,3.0,3.0,,,1.0,7.0,26,1.0,1.0,3.0,,,,,,2.0,,,,1.0,1.0,1.0,3.0,2.0,,,,2.0,2.0,1.0,,,,1.0,,,1.0,,1.0,2.0,,1.0,,,,,8.0,,,,,1.0,1.0,,1.0,1.0,,0.875,0.75,,,,,15.625,1.0,,0.25,,,0.2,0.5,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,0.6484333333333333,0.6862,,0.25,0.25,0.42857142857142855,,1.5,,0.2962962962962963,1.0,,,,,,,1.0,,4.0,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,0.6666666666666666,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1629719,1610612747,Devontae Cacok,Devontae Cacok,1629719,LAL,532.0,9,5.0,22,22,8.0,6.0,2.0,44,1.0,3.0,1.0,2.0,3.0,,,,,,,3.0,6.0,,,,6.0,24,,2.0,,1.0,1.0,,,2.0,,,,,,1.0,,2.0,2.0,3.0,,3.0,2.0,5.0,,,,,,,,,,,,,,,,,2.0,8.0,,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,22.22222222222222,,,0.25,0.6,0.3333333333333333,0.18181818181818182,0.25,,0.6,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,1.0,,0.5,0.5007,0.6301,0.504,,,,0.3333333333333333,3.9333333333333336,,0.36363636363636365,2.0,,,,,,,,,6.0,,,,,,,,1.0,1.0,,0.3333333333333333,,,,1.0,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203079,1610612747,Dion Waiters,Dion Waiters,203079,LAL,2359.0,39,-6.0,88,89,21.0,33.0,10.0,177,6.0,9.0,2.0,,1.0,2.0,2.0,,1.0,7.0,1.0,8.0,12.0,2.0,8.0,3.0,25.0,97,,,,,2.0,2.0,2.0,2.0,10.0,6.0,7.0,,2.0,5.0,1.0,12.0,,4.0,,4.0,,4.0,4.0,4.0,1.0,,5.0,,1.0,3.0,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,21.0,,1.0,0.25,0.25,0.6666666666666666,,,0.55,,,0.5714285714285714,,0.2,0.4,,,25.742574257425744,0.8,,,0.13793103448275862,0.10810810810810811,,,,0.13043478260869565,0.45,0.6666666666666666,0.6666666666666666,0.05,,,0.1,1.0,1.0,0.05,,,,0.35,0.5,0.25,0.85,0.5348299999999999,,0.562125,0.05,0.08333333333333333,,0.08,5.3,25.45,0.23863636363636365,,,,1.0,2.0,,,,,6.0,2.0,,1.0,1.0,1.0,,,0.375,0.375,,,,,,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,,,0.25,,,0.2857142857142857,,,3.0,2.0,1.0,,,,,,,,,0.16666666666666666,,,,,,1.0,,,,,,,0.5,,,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
