EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Travels,Charge Fouls Drawn,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls,BlockedCorner3,StepOutOfBoundsTurnovers,DefensiveGoaltends,Corner3PctBlocked,3SecondViolations,Defensive 3 Seconds Violations,on,OffensiveGoaltends,Clear Path Fouls
1626156,1610612744,D'Angelo Russell,D'Angelo Russell,1626156,GSW,37706.0,628,-137.0,1340,1338,222.0,272.0,121.0,2678,23.0,32.0,4.0,4.0,4.0,4.0,35.0,88.0,28.0,63.0,10.0,20.0,3.0,3.0,4.0,5.0,64.0,174.0,6.0,12.0,10.0,36.0,86.0,183.0,74.0,194.0,57.0,451.0,1530,11.0,14.0,9.0,15.0,3.0,52.0,14.0,23.0,14.0,41.0,22.0,92.0,50.0,122.0,153.0,69.0,4.0,1.0,173.0,64.0,6.0,2.0,84.0,24.0,108.0,18.0,6.0,60.0,16.0,8.0,240.0,6.0,6.0,31.0,32.0,1.0,64.0,12.0,76.0,5.0,17.0,12.0,5.0,43.0,14.0,29.0,16.0,1.0,14.0,59.0,4.0,11.0,14.0,37.0,1.0,1.0,62.0,1.0,3.0,77.0,3.0,1.0,1.0,30.0,1.0,9.0,5.0,3.0,1.0,1.0,5.0,3.0,90.0,219.0,2.0,8.0,0.29069767441860467,0.2976190476190476,0.6891891891891891,0.38144329896907214,0.6,0.34146341463414637,0.38341968911917096,0.46994535519125685,0.7857142857142857,0.6086956521739131,0.5225464190981433,0.8448275862068966,0.546875,0.5447941888619855,0.85,0.5974025974025974,0.5145888594164456,0.010309278350515464,0.03278688524590164,0.03125,0.045454545454545456,0.015873015873015872,0.011494252873563218,32.13070115724983,0.7288135593220338,0.027777777777777776,0.10158730158730159,0.01744186046511628,0.1076388888888889,0.020338983050847456,0.1044776119402985,0.018779342723004695,0.03,0.013888888888888888,0.01,0.01680672268907563,0.03508771929824561,0.07142857142857142,0.0763888888888889,0.22033898305084745,0.10222222222222223,0.12698412698412698,0.024154589371980676,0.6,0.08488063660477453,0.71875,0.7419354838709677,0.34782608695652173,0.23342175066312998,0.3977272727272727,0.4166666666666667,0.2571428571428571,0.16710875331564987,0.4444444444444444,0.45161290322580644,0.2857142857142857,0.05305039787798409,0.5,0.5,1.0,0.46153846153846156,0.367816091954023,0.37209302325581395,0.640625,0.13793103448275862,1.0,0.10344827586206896,1.0,1.0,0.41379310344827586,0.5,0.6666666666666666,0.0625,1.0,0.078125,0.8,0.5625,0.2777777777777778,0.5994694960212201,0.3699421965317919,0.48871888297872346,0.49859,0.4688261904761905,0.07673267326732673,0.14285714285714285,0.005154639175257732,0.11529933481152993,0.2039911308203991,11.159016393442622,27.045360824742275,0.16567164179104477,,,,,,,,,,,,,,,True,,
1626161,1610612744,Willie Cauley-Stein,Willie Cauley-Stein,1626161,GSW,29445.0,491,-78.0,1016,1017,221.0,173.0,97.0,2033,60.0,77.0,11.0,16.0,15.0,16.0,14.0,36.0,3.0,19.0,,,,,,,,,,,,,77.0,132.0,,,24.0,178.0,1112,15.0,22.0,,,5.0,35.0,20.0,26.0,,,5.0,45.0,118.0,36.0,,,14.0,,,,6.0,,20.0,12.0,32.0,8.0,4.0,12.0,4.0,4.0,76.0,16.0,21.0,45.0,53.0,7.0,105.0,38.0,143.0,,23.0,16.0,7.0,10.0,1.0,5.0,5.0,2.0,5.0,15.0,2.0,4.0,33.0,52.0,5.0,,43.0,6.0,1.0,40.0,4.0,,,20.0,,2.0,24.0,13.0,,11.0,25.0,12.0,45.0,220.0,,1.0,0.7662337662337663,0.8428571428571429,,,,,,0.5833333333333334,0.6818181818181818,0.7692307692307693,0.5833333333333334,0.6818181818181818,0.7692307692307693,0.5933333333333334,0.7,0.7758620689655172,,,0.045454545454545456,0.05194805194805195,0.05555555555555555,,,14.77170993733214,0.6666666666666666,0.3333333333333333,0.20948616600790515,0.0670926517571885,0.2054794520547945,0.08791208791208792,0.2076271186440678,0.07474747474747474,0.10714285714285714,0.06349206349206349,0.038834951456310676,0.0763888888888889,0.13157894736842105,0.20212765957446807,0.20869565217391303,0.22727272727272727,0.19186046511627908,0.2553191489361702,,0.48,0.5833333333333334,0.7792207792207793,0.821917808219178,0.8333333333333334,0.2727272727272727,0.3888888888888889,0.4117647058823529,0.42857142857142855,0.14393939393939395,0.15789473684210525,0.15789473684210525,1.0,,,,,,,,,0.7272727272727273,0.6875,,,,,,,0.6153846153846154,0.9375,,,,,0.5833333333333334,,0.5334113636363638,0.5672277777777778,0.5705653846153846,0.13513513513513514,0.13513513513513514,,0.19662921348314608,0.25280898876404495,5.702272727272726,,0.21751968503937008,1.0,1.0,2.0,1.0,1.0,0.037037037037037035,0.45454545454545453,,,,,,,,True,,
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,2691.0,45,-28.0,90,94,18.0,26.0,9.0,184,2.0,3.0,1.0,2.0,1.0,1.0,,2.0,1.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,3.0,9.0,1.0,2.0,1.0,10.0,115,1.0,3.0,1.0,1.0,,5.0,1.0,1.0,,,,2.0,4.0,2.0,3.0,,2.0,,,,,,1.0,,1.0,,,,,1.0,2.0,2.0,2.0,4.0,3.0,1.0,8.0,5.0,13.0,,1.0,,1.0,1.0,,,2.0,,1.0,3.0,,,6.0,10.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,2.0,18.0,,,0.6666666666666666,1.0,1.0,0.5,1.0,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.4090909090909091,0.625,1.0,0.45454545454545453,0.625,1.0,0.18181818181818182,,,,,,,13.861386138613861,0.3333333333333333,0.5,0.15,0.06666666666666667,0.18181818181818182,0.125,0.16666666666666666,0.08695652173913043,,0.15384615384615385,,0.15384615384615385,,0.3333333333333333,,0.4,0.16666666666666666,0.25,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,,,,0.36363636363636365,0.25,0.25,1.0,0.18181818181818182,0.5,0.5,1.0,,,,,0.5,0.5,0.25,1.0,1.0,,,,1.0,1.0,,,,,0.45454545454545453,,0.4382000000000001,0.3793666666666667,0.3689,0.09090909090909091,0.1111111111111111,,0.5,0.2,10.833333333333334,23.5,0.2,1.0,1.0,,,,0.5,,,,,,,,,True,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,73298.0,1222,-193.0,2573,2579,602.0,578.0,239.0,5152,55.0,90.0,5.0,14.0,17.0,23.0,21.0,63.0,11.0,34.0,4.0,13.0,,1.0,2.0,3.0,32.0,116.0,3.0,8.0,7.0,25.0,87.0,187.0,36.0,129.0,63.0,345.0,2894,5.0,15.0,3.0,9.0,2.0,21.0,23.0,48.0,9.0,28.0,26.0,99.0,126.0,48.0,108.0,,4.0,,116.0,32.0,12.0,1.0,162.0,104.0,266.0,73.0,31.0,96.0,36.0,30.0,636.0,7.0,16.0,115.0,105.0,23.0,243.0,23.0,266.0,7.0,59.0,38.0,21.0,55.0,27.0,47.0,43.0,2.0,8.0,98.0,5.0,24.0,48.0,110.0,5.0,2.0,83.0,6.0,6.0,83.0,9.0,,,33.0,,13.0,26.0,7.0,,19.0,33.0,17.0,95.0,598.0,8.0,10.0,0.7241379310344828,0.7411764705882353,1.0,0.27906976744186046,0.3333333333333333,0.32142857142857145,0.27906976744186046,0.46524064171123,0.3333333333333333,0.4791666666666667,0.4462025316455696,0.3958333333333333,0.48026315789473684,0.4886685552407932,0.42,0.5380434782608695,0.40822784810126583,0.007751937984496124,0.06417112299465241,0.06666666666666667,0.06349206349206349,0.058823529411764705,0.008620689655172414,15.930766513599435,0.5612244897959183,0.40350877192982454,0.16380655226209048,0.0226628895184136,0.2137546468401487,0.0136986301369863,0.18659881255301103,0.018898931799506986,0.037209302325581395,0.01079136690647482,0.023474178403755867,0.012106537530266344,0.02040816326530612,0.16371681415929204,0.17073170731707318,0.1484375,0.19858156028368795,0.26956521739130435,0.04,0.5151515151515151,0.2848101265822785,0.6111111111111112,0.6547619047619048,0.7454545454545455,0.19936708860759494,0.3333333333333333,0.3559322033898305,0.6666666666666666,0.10759493670886076,0.3235294117647059,0.34375,0.7272727272727273,0.04113924050632911,0.3076923076923077,0.3076923076923077,1.0,0.3670886075949367,0.27586206896551724,0.2782608695652174,1.0,0.5833333333333334,0.35714285714285715,0.041666666666666664,,,0.3333333333333333,0.375,1.0,0.3026315789473684,0.7391304347826086,0.039473684210526314,0.6666666666666666,0.32894736842105265,0.28,0.6930379746835443,0.27586206896551724,0.5066053968253968,0.5504470588235295,0.49991118421052627,0.09705882352941177,0.15639810426540285,,0.06086956521739131,0.28695652173913044,7.2582887700534755,26.176744186046516,0.23396813058686358,,8.0,8.0,7.0,5.0,,0.4,2.0,2.0,,,,,,True,,
203922,1610612744,Glenn Robinson III,Glenn Robinson III,203922,GSW,55890.0,932,-123.0,1950,1957,457.0,418.0,197.0,3907,49.0,78.0,7.0,10.0,12.0,22.0,28.0,63.0,31.0,67.0,20.0,46.0,3.0,6.0,3.0,6.0,24.0,61.0,4.0,10.0,7.0,11.0,108.0,208.0,44.0,107.0,41.0,389.0,2199,13.0,21.0,7.0,16.0,5.0,52.0,22.0,45.0,10.0,17.0,15.0,89.0,174.0,42.0,126.0,6.0,12.0,,61.0,24.0,19.0,2.0,26.0,25.0,51.0,19.0,6.0,17.0,4.0,5.0,127.0,15.0,22.0,45.0,44.0,6.0,95.0,39.0,134.0,3.0,27.0,21.0,6.0,21.0,4.0,11.0,12.0,2.0,10.0,33.0,2.0,6.0,32.0,59.0,,1.0,38.0,4.0,1.0,48.0,4.0,,6.0,20.0,,3.0,11.0,8.0,,3.0,11.0,4.0,89.0,454.0,7.0,3.0,0.8055555555555556,0.8529411764705882,0.9545454545454546,0.411214953271028,0.4375,0.5882352941176471,0.411214953271028,0.5192307692307693,0.6190476190476191,0.4888888888888889,0.5523809523809524,0.6351351351351351,0.5967741935483871,0.5748502994011976,0.65,0.6304347826086957,0.3396825396825397,0.018691588785046728,0.09134615384615384,0.1282051282051282,0.1111111111111111,0.029850746268656716,0.01639344262295082,16.959334565619223,0.6363636363636364,0.15384615384615385,0.09053497942386832,0.04021937842778794,0.1111111111111111,0.0395778364116095,0.09988776655443322,0.03995680345572354,0.04216867469879518,0.04716981132075472,0.029585798816568046,0.04276315789473684,0.02666666666666667,0.06976744186046512,0.08837209302325581,0.13131313131313133,0.12738853503184713,0.054945054945054944,0.02142857142857143,0.36363636363636365,0.24761904761904763,0.6282051282051282,0.7205882352941176,0.8163265306122449,0.2,0.4444444444444444,0.5,0.7857142857142857,0.2126984126984127,0.4626865671641791,0.47692307692307695,0.8064516129032258,0.14603174603174604,0.43478260869565216,0.4444444444444444,1.0,0.19365079365079366,0.39344262295081966,0.4,0.9166666666666666,0.2702702702702703,0.7,0.16216216216216217,0.5,1.0,0.2702702702702703,0.4,0.75,0.3548387096774194,0.5454545454545454,0.0967741935483871,0.5,0.1774193548387097,0.6363636363636364,0.5873015873015873,0.39344262295081966,0.5152379365079368,0.5434173076923077,0.5163798387096774,0.06042296072507553,0.08928571428571429,,0.13367609254498714,0.22879177377892032,9.313942307692308,24.92429906542057,0.23435897435897435,2.0,3.0,,,,0.0392156862745098,0.2857142857142857,1.0,,1.0,1.0,0.021739130434782608,,,True,,
1627814,1610612744,Damion Lee,Damion Lee,1627814,GSW,37247.0,621,-6.0,1316,1318,285.0,248.0,111.0,2634,30.0,45.0,6.0,8.0,6.0,9.0,22.0,52.0,7.0,32.0,12.0,26.0,,1.0,,3.0,33.0,82.0,3.0,5.0,9.0,20.0,59.0,129.0,45.0,108.0,50.0,303.0,1439,9.0,13.0,3.0,6.0,4.0,31.0,10.0,23.0,9.0,23.0,24.0,71.0,88.0,30.0,135.0,,10.0,,82.0,33.0,7.0,1.0,34.0,24.0,58.0,19.0,5.0,20.0,8.0,6.0,140.0,7.0,11.0,33.0,53.0,2.0,88.0,18.0,106.0,2.0,20.0,14.0,6.0,12.0,2.0,10.0,15.0,2.0,2.0,27.0,1.0,6.0,16.0,43.0,2.0,3.0,43.0,1.0,8.0,55.0,4.0,,6.0,15.0,3.0,7.0,3.0,1.0,,2.0,3.0,1.0,71.0,282.0,2.0,7.0,0.7457627118644068,0.8148148148148148,1.0,0.4166666666666667,0.5,0.391304347826087,0.4166666666666667,0.4573643410852713,0.6923076923076923,0.43478260869565216,0.5337552742616034,0.7105263157894737,0.5108695652173914,0.5775193798449613,0.75,0.6140350877192983,0.45569620253164556,0.009259259259259259,0.05426356589147287,0.08888888888888889,0.038461538461538464,0.03125,0.012195121951219513,19.90223463687151,0.4444444444444444,0.1,0.16158536585365854,0.032448377581120944,0.11619718309859155,0.025547445255474453,0.14052287581699346,0.02936378466557912,0.043478260869565216,0.03571428571428571,0.018691588785046728,0.0228310502283105,0.03636363636363636,0.2033898305084746,0.1347517730496454,0.14492753623188406,0.11607142857142858,0.11666666666666667,0.016129032258064516,0.3333333333333333,0.189873417721519,0.6666666666666666,0.7317073170731707,0.7,0.21940928270042195,0.4230769230769231,0.44,0.8181818181818182,0.1350210970464135,0.21875,0.22580645161290322,0.7142857142857143,0.10970464135021098,0.46153846153846156,0.46153846153846156,1.0,0.3459915611814346,0.4024390243902439,0.4074074074074074,1.0,0.42105263157894735,0.75,0.05263157894736842,,,0.2631578947368421,0.6,1.0,0.1956521739130435,0.6666666666666666,0.06521739130434782,,0.43478260869565216,0.45,0.6455696202531646,0.4024390243902439,0.505640928270042,0.47933333333333333,0.4918847826086958,0.07171314741035857,0.10714285714285714,0.02702702702702703,0.10231023102310231,0.23432343234323433,8.996124031007755,25.976851851851855,0.21656534954407294,,4.0,,,,,,2.0,,1.0,,,,,True,,
1629065,1610612744,Ky Bowman,Ky Bowman,1629065,GSW,11245.0,187,-63.0,397,402,114.0,112.0,32.0,799,7.0,10.0,,,3.0,3.0,4.0,11.0,4.0,11.0,3.0,6.0,,2.0,1.0,2.0,1.0,11.0,,1.0,,4.0,15.0,32.0,4.0,17.0,4.0,46.0,430,1.0,1.0,,3.0,,2.0,4.0,6.0,1.0,6.0,4.0,15.0,16.0,14.0,12.0,,2.0,,11.0,1.0,4.0,,13.0,9.0,22.0,6.0,3.0,7.0,2.0,4.0,53.0,1.0,1.0,3.0,15.0,,18.0,2.0,20.0,,4.0,2.0,2.0,4.0,1.0,2.0,2.0,,2.0,6.0,,2.0,13.0,26.0,1.0,,10.0,,3.0,6.0,,,,1.0,,2.0,,,,,,,15.0,112.0,5.0,2.0,0.5333333333333333,0.5714285714285714,1.0,0.23529411764705882,,0.16666666666666666,0.23529411764705882,0.46875,1.0,0.6666666666666666,0.42857142857142855,0.25,0.4583333333333333,0.4423076923076923,0.25,0.5357142857142857,0.3469387755102041,,0.125,0.2,0.09090909090909091,0.09090909090909091,,13.488372093023257,0.6666666666666666,,0.16129032258064516,0.008771929824561403,0.03296703296703297,0.013333333333333334,0.09782608695652174,0.010582010582010581,,,0.02564102564102564,0.015625,,0.2,0.08571428571428572,0.21739130434782608,0.04054054054054054,,,,0.20408163265306123,0.7,0.875,0.5714285714285714,0.22448979591836735,0.36363636363636365,0.4,0.5,0.22448979591836735,0.36363636363636365,0.4,0.5,0.12244897959183673,0.5,0.5,1.0,0.22448979591836735,0.09090909090909091,0.09090909090909091,1.0,,,0.5,,,0.25,,,0.25,1.0,0.16666666666666666,0.5,0.3333333333333333,,0.5510204081632653,0.09090909090909091,0.5102367346938774,0.48065,0.5586041666666666,0.02,0.030303030303030304,,0.043478260869565216,0.32608695652173914,9.724999999999998,25.270588235294113,0.2871536523929471,,,,,,,,1.0,,,,,,,True,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,5144.0,86,-41.0,194,195,29.0,36.0,25.0,389,8.0,12.0,1.0,1.0,,,2.0,3.0,2.0,3.0,2.0,5.0,,,,,6.0,21.0,1.0,2.0,1.0,4.0,12.0,18.0,8.0,26.0,10.0,58.0,243,3.0,3.0,1.0,2.0,,9.0,,,1.0,4.0,4.0,7.0,12.0,12.0,15.0,9.0,4.0,,21.0,6.0,3.0,1.0,13.0,7.0,20.0,4.0,3.0,9.0,3.0,1.0,47.0,1.0,3.0,8.0,3.0,,11.0,4.0,15.0,,4.0,2.0,2.0,9.0,1.0,7.0,5.0,1.0,2.0,14.0,2.0,3.0,2.0,9.0,,2.0,9.0,,1.0,10.0,,,,3.0,,2.0,,,,,1.0,1.0,7.0,29.0,2.0,2.0,0.5,0.6,0.625,0.3076923076923077,0.5,0.25,0.3076923076923077,0.6666666666666666,1.0,,0.5454545454545454,0.9,0.375,0.5918367346938775,0.9,0.5833333333333334,0.5909090909090909,0.038461538461538464,0.16666666666666666,0.16666666666666666,0.3333333333333333,,0.047619047619047616,28.636363636363633,0.6428571428571429,,0.06818181818181818,0.06,0.18604651162790697,0.022727272727272728,0.12643678160919541,0.0425531914893617,,0.25,,0.03125,,0.058823529411764705,,0.13333333333333333,0.2222222222222222,,,1.0,0.2727272727272727,0.6666666666666666,0.8,0.625,0.06818181818181818,0.6666666666666666,1.0,0.5,0.06818181818181818,0.6666666666666666,0.6666666666666666,,0.11363636363636363,0.4,0.4,1.0,0.4772727272727273,0.2857142857142857,0.3,0.5,0.2,1.0,,,,0.4,0.5,1.0,,,,,1.0,0.25,0.8636363636363636,0.2857142857142857,0.5482022727272726,0.5516300000000001,0.5302874999999999,0.06382978723404255,0.14285714285714285,,0.15517241379310345,0.1206896551724138,6.405555555555555,26.153846153846153,0.14948453608247422,,1.0,,1.0,1.0,,,,,,,,,,True,,
202692,1610612744,Alec Burks,Alec Burks,202692,GSW,31772.0,530,-63.0,1111,1113,417.0,401.0,106.0,2224,23.0,54.0,1.0,2.0,10.0,21.0,19.0,45.0,18.0,41.0,9.0,20.0,,1.0,2.0,5.0,29.0,72.0,2.0,4.0,10.0,31.0,60.0,140.0,38.0,92.0,72.0,306.0,1246,3.0,7.0,2.0,5.0,2.0,14.0,23.0,48.0,12.0,36.0,27.0,109.0,62.0,58.0,90.0,24.0,2.0,,72.0,29.0,13.0,,37.0,19.0,56.0,14.0,5.0,26.0,8.0,3.0,131.0,3.0,8.0,36.0,25.0,1.0,62.0,12.0,74.0,5.0,18.0,11.0,7.0,19.0,4.0,13.0,10.0,,6.0,29.0,1.0,15.0,15.0,37.0,1.0,4.0,60.0,3.0,3.0,86.0,8.0,1.0,2.0,35.0,4.0,6.0,6.0,2.0,,4.0,7.0,4.0,109.0,413.0,5.0,5.0,0.5166666666666667,0.5254237288135594,0.7894736842105263,0.41304347826086957,0.4,0.3333333333333333,0.41304347826086957,0.42857142857142855,0.42857142857142855,0.4791666666666667,0.5043103448275862,0.5,0.4880952380952381,0.5671641791044776,0.5384615384615384,0.545,0.39655172413793105,,0.09285714285714286,0.2037037037037037,0.022222222222222223,0.024390243902439025,,24.304418985270047,0.6551724137931034,0.034482758620689655,0.0880281690140845,0.02572347266881029,0.15859030837004406,0.014492753623188406,0.11937377690802348,0.021235521235521235,0.06060606060606061,0.007936507936507936,0.011627906976744186,0.017241379310344827,,0.06862745098039216,0.07633587786259542,0.1568627450980392,0.13218390804597702,0.24528301886792453,0.0423728813559322,0.5714285714285714,0.23275862068965517,0.42592592592592593,0.5348837209302325,0.6956521739130435,0.1939655172413793,0.4222222222222222,0.4318181818181818,0.2631578947368421,0.17672413793103448,0.43902439024390244,0.45,0.5555555555555556,0.08620689655172414,0.45,0.45,0.7777777777777778,0.3103448275862069,0.4027777777777778,0.4027777777777778,0.7931034482758621,0.16666666666666666,0.5,0.08333333333333333,,,0.3333333333333333,0.5,0.5,0.25,0.47619047619047616,0.05952380952380952,0.4,0.36904761904761907,0.3225806451612903,0.6293103448275862,0.4027777777777778,0.4877036637931035,0.48729000000000006,0.4857755952380952,0.14885496183206107,0.20958083832335328,0.042105263157894736,0.0457516339869281,0.3562091503267974,9.270000000000001,25.781521739130437,0.37533753375337536,1.0,,1.0,1.0,1.0,0.034482758620689655,,,,2.0,1.0,,,,True,,
1628980,1610612744,Jacob Evans,Jacob Evans,1628980,GSW,6920.0,115,-33.0,237,247,45.0,84.0,24.0,484,2.0,4.0,,,,1.0,1.0,7.0,2.0,8.0,1.0,3.0,,,,,2.0,8.0,,,,,5.0,19.0,3.0,11.0,6.0,25.0,280,1.0,1.0,,,1.0,3.0,,3.0,,,,,8.0,2.0,6.0,3.0,,,8.0,2.0,3.0,,5.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,16.0,2.0,1.0,3.0,5.0,,8.0,3.0,11.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,,,5.0,1.0,1.0,9.0,12.0,,,6.0,1.0,,7.0,1.0,,,4.0,,,5.0,2.0,,3.0,5.0,3.0,,45.0,,,0.8,0.8,0.6666666666666666,0.2727272727272727,,,0.2727272727272727,0.2631578947368421,1.0,,0.31666666666666665,1.0,,0.3787878787878788,1.5,,0.36666666666666664,,0.15789473684210525,0.25,0.2857142857142857,,,14.339622641509434,0.6,,0.0847457627118644,0.013513513513513514,0.06666666666666667,0.0425531914893617,0.07692307692307693,0.024793388429752067,,0.038461538461538464,,0.025,0.14285714285714285,,0.09375,0.15384615384615385,0.058823529411764705,0.09090909090909091,0.05263157894736842,0.6,0.13333333333333333,0.5,0.6666666666666666,1.0,0.23333333333333334,0.14285714285714285,0.2,1.0,0.26666666666666666,0.25,0.25,0.5,0.1,0.3333333333333333,0.3333333333333333,1.0,0.26666666666666666,0.25,0.25,0.5,,,,,,,,,0.3333333333333333,,,,,,0.5,0.25,0.5099733333333333,0.4963,0.46926666666666667,0.12121212121212122,0.18181818181818182,,0.12,,11.057894736842103,25.427272727272722,0.189873417721519,,,,,,,,,,1.0,,,,,True,,
