EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,OffThreePtRebounds,OffRebounds,Rebounds,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,PenaltyOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,Fg2aBlocked,Corner3Assists,BadPassSteals,BadPassTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,LongMidRangeAssists,SelfOReb,Loose Ball Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Offensive Fouls,DefensiveGoaltends,on,3SecondViolations,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,BlockedCorner3,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends
1626245,1610612741,Cristiano Felicio,Cristiano Felicio,1626245,CHI,76.0,1,6.0,3,2,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1627756,1610612741,Denzel Valentine,Denzel Valentine,1627756,CHI,491.0,8,10.0,20,15,4.0,35,1.0,1.0,4.0,0.25,0.1,0.25,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,7.0,13.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5833333333333334,1.5,0.5833333333333334,1.5,0.3333333333333333,30.434782608695652,1.0,0.2,0.3333333333333333,0.2727272727272727,0.2,0.4,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,0.47210833333333335,0.42857142857142855,11.225,25.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1627853,1610612741,Ryan Arcidiacono,Ryan Arcidiacono,1627853,CHI,2727.0,45,-11.0,92,91,11.0,183,1.0,3.0,9.0,0.05,0.038461538461538464,,11.0,2.0,5.0,,1.0,2.0,3.0,,,4.0,9.0,2.0,3.0,18.0,107.0,,,2.0,6.0,,3.0,2.0,5.0,,6.0,,,1.0,11.0,0.6666666666666666,,0.6666666666666666,0.4444444444444444,0.5833333333333334,0.5,0.6,0.5,0.25,15.384615384615383,,,0.2,0.11904761904761904,,0.21739130434782608,0.4166666666666667,0.4,0.4,0.08333333333333333,,,0.25,0.6666666666666666,0.6666666666666666,,,0.5,0.6666666666666666,0.49699583333333336,0.1111111111111111,7.300000000000001,25.066666666666666,0.11956521739130435,7.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,6.0,2.0,6.0,2.0,2.0,4.0,6.0,4.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,6.0,1.0,2.0,6.0,2.0,0.25,0.3333333333333333,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6,0.3333333333333333,0.14285714285714285,0.03125,0.125,0.25,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.3666,0.49423333333333336,0.07692307692307693,0.1,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628374,1610612741,Lauri Markkanen,Lauri Markkanen,1628374,CHI,11532.0,192,13.0,395,390,54.0,785,2.0,5.0,43.0,0.022988505747126436,0.026737967914438502,0.015151515151515152,83.0,8.0,16.0,2.0,2.0,9.0,30.0,,2.0,23.0,39.0,11.0,35.0,103.0,443.0,,2.0,10.0,20.0,,30.0,9.0,14.0,20.0,38.0,4.0,2.0,7.0,83.0,0.3142857142857143,,0.3142857142857143,0.5897435897435898,0.5337837837837838,0.6,0.5786516853932584,0.7142857142857143,0.47297297297297297,21.286031042128606,0.5714285714285714,0.20833333333333334,0.19718309859154928,0.20359281437125748,0.21568627450980393,0.21153846153846154,0.21621621621621623,0.5,0.5333333333333333,0.02702702702702703,1.0,1.0,0.40540540540540543,0.3,0.3,0.4,,0.7567567567567568,0.3,0.541029054054054,0.0970873786407767,4.907692307692308,25.434285714285714,0.21012658227848102,90.0,13.0,21.0,1.0,2.0,24.0,3.0,3.0,2.0,4.0,9.0,16.0,26.0,33.0,4.0,7.0,5.0,12.0,4.0,7.0,,29.0,3.0,,4.0,6.0,2.0,1.0,3.0,1.0,6.0,9.0,24.0,31.0,13.0,3.0,16.0,3.0,0.5652173913043478,0.6190476190476191,1.0,1.0,0.5,0.5833333333333334,0.7272727272727273,0.3076923076923077,,0.03,0.061224489795918366,0.047619047619047616,0.28378378378378377,0.6190476190476191,0.7647058823529411,0.25,1.0,0.3333333333333333,0.5,0.5728375,0.5809833333333333,0.1511627906976744,0.2549019607843137,0.1553398058252427,3.0,3.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.5,0.1282051282051282,0.19047619047619047,0.0625,0.18181818181818182,0.25,0.15789473684210525,0.3333333333333333,0.6923076923076923,1.0,0.06756756756756757,0.4,0.4,1.0,0.6,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
203490,1610612741,Otto Porter Jr.,Otto Porter Jr.,203490,CHI,19848.0,331,27.0,690,688,86.0,1378,6.0,13.0,48.0,0.041666666666666664,0.03669724770642202,0.05454545454545454,157.0,21.0,34.0,6.0,18.0,18.0,48.0,,2.0,38.0,78.0,24.0,62.0,167.0,751.0,1.0,5.0,15.0,50.0,6.0,47.0,18.0,23.0,10.0,35.0,10.0,2.0,11.0,153.0,0.3870967741935484,0.2,0.39344262295081966,0.48717948717948717,0.5285714285714286,0.4230769230769231,0.5533333333333333,0.5,0.44285714285714284,20.561941251596423,0.9090909090909091,0.062111801242236024,0.17424242424242425,0.11262798634812286,0.03409090909090909,0.17525773195876287,0.24285714285714285,0.6176470588235294,0.6176470588235294,0.12857142857142856,0.3333333333333333,0.3333333333333333,0.34285714285714286,0.375,0.375,0.15384615384615385,,0.6285714285714286,0.3829787234042553,0.5046661870503597,0.08982035928143713,8.643589743589743,25.70967741935484,0.22753623188405797,177.0,11.0,26.0,2.0,4.0,19.0,4.0,8.0,3.0,11.0,4.0,28.0,26.0,66.0,2.0,17.0,8.0,25.0,7.0,11.0,5.0,58.0,6.0,1.0,2.0,15.0,2.0,,1.0,2.0,18.0,31.0,24.0,27.0,12.0,2.0,28.0,2.0,0.34210526315789475,0.35135135135135137,0.9166666666666666,0.5,0.2727272727272727,0.4444444444444444,0.4666666666666667,0.08333333333333333,0.03571428571428571,0.03278688524590164,0.012048192771084338,,0.18571428571428572,0.4230769230769231,0.5238095238095238,0.19047619047619047,0.9444444444444444,0.14814814814814814,0.5,0.51566,0.4907596153846153,0.0945945945945946,0.13953488372093023,0.16766467065868262,2.0,4.0,6.0,14.0,5.0,14.0,4.0,6.0,16.0,5.0,1.0,13.0,8.0,1.0,,,1.0,3.0,1.0,4.0,6.0,4.0,,6.0,4.0,7.0,0.375,0.0641025641025641,0.19230769230769232,,0.09803921568627451,0.09090909090909091,0.17142857142857143,0.6666666666666666,0.5454545454545454,0.5,0.1,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.3076923076923077,0.5,0.5,0.5185185185185185,0.35714285714285715,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.05263157894736842,0.041666666666666664,0.027777777777777776,0.23076923076923078,0.3333333333333333,1.0,0.07407407407407407,0.5,0.03225806451612903,,,,,,True,,,,,,,,,,,,
1627739,1610612741,Kris Dunn,Kris Dunn,1627739,CHI,1683.0,28,-2.0,61,59,4.0,120,1.0,1.0,2.0,0.0625,0.03125,0.07142857142857142,6.0,,2.0,,,,3.0,,,3.0,6.0,,3.0,7.0,61.0,,,,4.0,,3.0,,1.0,,1.0,,,,6.0,,,,0.5,0.3333333333333333,,0.3888888888888889,,0.3333333333333333,13.636363636363635,,,0.06666666666666667,0.04,,0.07692307692307693,0.2222222222222222,,,,,,0.3333333333333333,,,,,0.7777777777777778,,0.5721944444444444,,3.9166666666666674,26.166666666666668,0.09836065573770492,5.0,3.0,4.0,,,1.0,,,,,,,2.0,,,,1.0,1.0,1.0,,,3.0,,,,3.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.4444444444444444,0.75,0.75,,,,,,,0.1111111111111111,0.16666666666666666,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628436,1610612741,Luke Kornet,Luke Kornet,1628436,CHI,2506.0,42,-8.0,88,86,6.0,174,,1.0,6.0,,0.02631578947368421,,14.0,,2.0,,,3.0,6.0,,,4.0,6.0,3.0,6.0,17.0,103.0,,,,2.0,,6.0,3.0,,4.0,5.0,,,,14.0,0.5,,0.5,0.6666666666666666,0.7083333333333334,,0.7083333333333334,,0.5,12.631578947368421,,0.17391304347826086,,0.11428571428571428,0.2727272727272727,,0.16666666666666666,,,,,,0.5,0.5,0.5,,,0.8333333333333334,0.5,0.5465666666666666,,3.8666666666666667,25.51666666666667,0.1590909090909091,17.0,4.0,4.0,1.0,1.0,,,,1.0,1.0,,2.0,6.0,9.0,,1.0,,1.0,,1.0,,2.0,1.0,,1.0,,,,,,3.0,6.0,,,,,2.0,,0.75,0.75,1.0,,1.0,1.0,1.0,0.2,,0.045454545454545456,,,0.3333333333333333,1.0,1.0,,1.0,1.0,1.0,,0.6432,,,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,0.75,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,True,,,,,,,,,,,,
1629632,1610612741,Coby White,Coby White,1629632,CHI,7200.0,120,31.0,253,257,28.0,510,,,11.0,,,,61.0,2.0,9.0,1.0,8.0,5.0,14.0,,,15.0,34.0,6.0,18.0,64.0,266.0,1.0,2.0,7.0,22.0,3.0,14.0,5.0,4.0,6.0,11.0,3.0,2.0,8.0,60.0,0.3333333333333333,0.5,0.3333333333333333,0.4411764705882353,0.46153846153846156,0.625,0.5163934426229508,0.7,0.34615384615384615,24.125874125874127,0.375,0.13333333333333333,0.07547169811320754,0.10204081632653061,0.20833333333333334,0.05,0.17307692307692307,0.2222222222222222,0.2222222222222222,0.15384615384615385,0.125,0.125,0.2692307692307692,0.35714285714285715,0.35714285714285715,,,0.6730769230769231,0.35714285714285715,0.5121144230769231,0.109375,7.455882352941176,25.59444444444444,0.24110671936758893,69.0,12.0,17.0,2.0,5.0,16.0,1.0,2.0,2.0,9.0,8.0,15.0,8.0,15.0,,12.0,13.0,25.0,11.0,6.0,4.0,63.0,,,1.0,2.0,,1.0,5.0,3.0,4.0,8.0,12.0,21.0,7.0,2.0,15.0,2.0,0.26666666666666666,0.26666666666666666,0.8333333333333334,0.5,0.2222222222222222,0.2692307692307692,0.4411764705882353,0.09090909090909091,,,,,0.3269230769230769,0.7058823529411765,0.9230769230769231,0.5,0.8,0.38461538461538464,0.4,0.5461333333333334,0.4773923076923077,0.13559322033898305,0.175,0.234375,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,0.25,0.11764705882352941,0.23529411764705882,,0.06666666666666667,,0.15384615384615385,,0.25,,0.07692307692307693,0.25,0.25,1.0,0.25,1.0,,0.23076923076923078,0.3333333333333333,1.0,2.0,,1.0,,2.0,,,,1.0,1.0,,,,,0.5,0.5,1.0,0.07692307692307693,,0.05263157894736842,2.0,,,,,True,,,,,,,,,,,,
1627885,1610612741,Shaquille Harrison,Shaquille Harrison,1627885,CHI,3625.0,60,-1.0,133,134,17.0,267,2.0,5.0,14.0,0.09523809523809523,0.07462686567164178,0.05555555555555555,45.0,1.0,4.0,,,1.0,4.0,,,5.0,12.0,3.0,7.0,25.0,138.0,1.0,1.0,7.0,8.0,,3.0,1.0,3.0,5.0,9.0,,,1.0,44.0,0.42857142857142855,1.0,0.5,0.4166666666666667,0.5,0.625,0.5434782608695652,0.7,0.3684210526315789,15.789473684210526,,0.16666666666666666,0.14285714285714285,0.1568627450980392,0.125,0.08333333333333333,0.21052631578947367,0.25,0.25,,,,0.21052631578947367,0.25,0.25,,,0.7894736842105263,0.3333333333333333,0.5482166666666666,0.28,3.2750000000000004,28.82857142857143,0.3383458646616541,55.0,4.0,8.0,1.0,2.0,6.0,1.0,3.0,1.0,2.0,4.0,6.0,2.0,9.0,2.0,5.0,,5.0,,4.0,1.0,10.0,3.0,,1.0,6.0,3.0,,1.0,1.0,3.0,8.0,6.0,8.0,4.0,,6.0,,0.2,0.25,1.0,0.3333333333333333,0.5,0.25,0.5,0.2,,0.06521739130434782,,0.3333333333333333,0.42105263157894735,0.5,0.5714285714285714,,1.0,0.5,0.5,0.5986666666666667,0.54045,0.17391304347826086,0.25,0.24,1.0,3.0,2.0,3.0,,2.0,2.0,,2.0,1.0,,3.0,,1.0,,,,1.0,,,3.0,3.0,,3.0,3.0,2.0,,0.08333333333333333,0.125,,0.2727272727272727,,0.2222222222222222,1.0,0.25,,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.75,0.3333333333333333,,0.5,,1.0,1.0,,,1.0,,,,,,,,0.16666666666666666,,,0.25,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,
203897,1610612741,Zach LaVine,Zach LaVine,203897,CHI,12021.0,200,4.0,417,416,51.0,833,3.0,6.0,26.0,0.03296703296703297,0.03076923076923077,0.014492753623188406,100.0,1.0,8.0,1.0,5.0,11.0,31.0,1.0,1.0,29.0,64.0,15.0,44.0,123.0,463.0,3.0,4.0,13.0,32.0,15.0,31.0,11.0,9.0,10.0,20.0,11.0,4.0,21.0,97.0,0.3409090909090909,0.75,0.3409090909090909,0.453125,0.47685185185185186,0.5416666666666666,0.5128205128205128,0.5416666666666666,0.4074074074074074,29.361702127659573,0.5238095238095238,0.09009009009009009,0.125,0.10382513661202186,0.0847457627118644,0.1320754716981132,0.07407407407407407,0.125,0.14285714285714285,0.046296296296296294,0.2,0.2,0.28703703703703703,0.3548387096774194,0.3548387096774194,0.08333333333333333,1.0,0.8796296296296297,0.3548387096774194,0.5739032407407407,0.10569105691056911,3.6015625,25.57045454545454,0.23980815347721823,96.0,27.0,51.0,5.0,14.0,20.0,2.0,8.0,6.0,18.0,8.0,29.0,26.0,30.0,,15.0,13.0,28.0,10.0,9.0,4.0,69.0,3.0,,1.0,7.0,3.0,,10.0,8.0,8.0,13.0,22.0,24.0,10.0,2.0,25.0,,0.4482758620689655,0.4482758620689655,0.6666666666666666,0.25,0.3333333333333333,0.35,0.4117647058823529,0.07692307692307693,,0.028846153846153848,0.058823529411764705,0.09090909090909091,0.4722222222222222,0.5294117647058824,0.6428571428571429,,0.6363636363636364,0.4666666666666667,0.35714285714285715,0.52225,0.5354283333333334,0.08695652173913043,0.14084507042253522,0.23577235772357724,2.0,7.0,4.0,13.0,2.0,11.0,,3.0,12.0,10.0,3.0,4.0,7.0,4.0,2.0,,,,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,0.25,0.15625,0.17647058823529413,0.125,0.07894736842105263,0.14285714285714285,0.10526315789473684,0.5,0.4444444444444444,1.0,0.12037037037037036,0.3076923076923077,0.3076923076923077,0.75,0.5833333333333334,0.2857142857142857,0.5,0.36666666666666664,0.18181818181818182,2.0,3.0,1.0,1.0,,2.0,1.0,,,3.0,,,,,0.018518518518518517,0.25,0.6666666666666666,1.0,0.03333333333333333,1.0,,4.0,1.0,,,,True,,,,,,,,,,,,
