EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG3A,FtPoints,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,Fouls,Charge Fouls Drawn,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffThreePtRebounds,LostBallTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,2pt And 1 Free Throw Trips,Travels,ShortMidRangeFGM,PenaltyCorner3FGA,ShortMidRangeAssists,Loose Ball Fouls,AtRimPctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,LostBallSteals,Offensive Fouls,Blocked2s,BlockedAtRim,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceShotQualityAvg,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,FTOffRebounds,3SecondViolations,OffFTReboundPct,Defensive 3 Seconds Violations
1627732,1610612755,Ben Simmons,Ben Simmons,1627732,PHI,449.0,7,-4,16,16,5.0,1.0,32,2.0,2.0,2.0,2.0,4.0,21,2.0,2.0,2.0,2.0,2.0,6.0,0.5,0.5,1.0,1.0,1.0,11.76470588235294,1.0,1.0,1.0,0.5,1.0,0.58645,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,1181.0,20,-10,43,42,15.0,2.0,85,,,1.0,1.0,5.0,57,,2.0,,,,,,,1.0,0.25,0.5,13.333333333333332,,,,,0.75,0.4632,15.7,23.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,23.0,0.75,0.1111111111111111,0.09090909090909091,0.1,0.16666666666666666,0.1,0.25,1.0,1.0,0.75,0.2,0.25,27.73333333333333,0.5348837209302325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629621,1610612755,Marial Shayok,Marial Shayok,1629621,PHI,1671.0,28,-13,64,63,27.0,4.0,127,1.0,2.0,1.0,6.0,11.0,75,,2.0,,1.0,,2.0,,,0.16666666666666666,0.3333333333333333,0.39285714285714285,24.999999999999996,0.16666666666666666,0.5,0.5,,0.6666666666666666,0.502025,12.516666666666666,39.0,,3.0,4.0,6.0,3.0,4.0,4.0,2.0,6.0,7.0,,,1.0,3.0,2.0,3.0,4.0,,39.0,0.5,0.16666666666666666,0.23529411764705882,0.20689655172413793,,0.25,0.25,,,0.3333333333333333,0.07692307692307693,,26.2,0.609375,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3125,1.0,0.4,0.16666666666666666,1.0,0.6666666666666666,0.1,0.04,0.2,0.25,0.5,1.0,0.08333333333333333,0.16666666666666666,0.5,0.5,1.0,0.125,1.0,0.375,0.3333333333333333,0.5,0.43531875000000003,0.14285714285714285,0.18181818181818182,0.7272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629680,1610612755,Matisse Thybulle,Matisse Thybulle,1629680,PHI,807.0,13,-16,32,33,22.0,2.0,65,,,1.0,2.0,5.0,46,,2.0,,,,,,,0.5,0.625,0.625,17.64705882352941,,,,,0.5,0.4729125,13.55,22.0,1.0,1.0,2.0,2.0,,2.0,,,1.0,1.0,,,,2.0,2.0,,,,22.0,0.5,,,,,,0.25,1.0,1.0,0.5,,,25.6,0.6875,,,1.0,,1.0,1.0,2.0,1.0,,,1.0,2.0,1.0,2.0,,5.0,3.0,1.0,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,5.0,,,1.0,0.5,0.5,0.5,0.5,0.625,,0.625,,,1.0,,,,,,,0.25,,0.5,0.5,1.0,,,0.5,0.5,0.5,0.4729125,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,97.0,2,-1,3,4,4.0,,7,,,,,,5,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612755,Al Horford,Al Horford,201143,PHI,329.0,5,-3,12,11,,1.0,23,,,,2.0,6.0,16,,,,,,,,,,0.6,0.6,38.46153846153846,,,,,0.6,0.46169000000000004,10.5,,,,3.0,3.0,,3.0,,,,,,,,,,1.0,,,,0.6,,,,,,,,,0.6,,,27.599999999999998,,,,2.0,,2.0,,,2.0,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,,,,,,,,,,,,0.4,,0.6666666666666666,0.6666666666666666,1.0,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,329.0,5,-3,12,11,,1.0,23,1.0,1.0,1.0,1.0,2.0,16,,2.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,15.384615384615383,1.0,1.0,1.0,,1.0,0.6032,1.6,,,,,,,,,2.0,2.0,3.0,,,,1.0,,,,,,,0.6666666666666666,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,0.14285714285714285,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,1610612755,Mike Scott,Mike Scott,203118,PHI,468.0,8,9,18,17,5.0,,35,1.0,1.0,1.0,1.0,5.0,9,2.0,,1.0,2.0,1.0,5.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,16.666666666666668,0.3333333333333333,1.0,1.0,1.0,1.0,0.46205,2.9,12.0,,,2.0,2.0,,2.0,3.0,,3.0,3.0,,,,,,1.0,1.0,,12.0,0.6666666666666666,,0.42857142857142855,0.3333333333333333,,0.5,,,,0.6666666666666666,0.3333333333333333,,26.3,0.6666666666666666,,,,,1.0,,1.0,1.0,,,,,,1.0,,,3.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,0.5,,0.5,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,1.0,,0.5,0.44805,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629015,1610612755,Zhaire Smith,Zhaire Smith,1629015,PHI,192.0,3,-6,9,9,9.0,2.0,18,1.0,1.0,1.0,1.0,2.0,13,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,18.181818181818183,1.0,1.0,1.0,1.0,1.0,0.7623,0.6,4.0,,,,,,,,,,,,,1.0,1.0,,,,,4.0,,,,,,,,,,,,,,0.4444444444444444,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,0.7623,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612755,Raul Neto,Raul Neto,203526,PHI,1245.0,21,-9,49,48,23.0,3.0,97,2.0,3.0,3.0,5.0,11.0,54,2.0,4.0,2.0,5.0,2.0,12.0,0.3333333333333333,0.3333333333333333,0.6,0.375,0.55,19.23076923076923,0.375,0.6666666666666666,1.0,,0.75,0.5212875,4.98,39.0,,,2.0,3.0,5.0,2.0,2.0,,2.0,2.0,,,,,,3.0,6.0,1.0,39.0,0.375,,0.15384615384615385,0.09523809523809523,,0.15384615384615385,,,,0.25,0.3,0.25,24.933333333333334,0.7959183673469388,2.0,3.0,2.0,1.0,,,2.0,,,,3.0,5.0,,3.0,2.0,8.0,,,1.0,3.0,2.0,,,,,,,1.0,,2.0,,,,,,8.0,,,,,,,0.6,0.375,,0.4444444444444444,0.2,,,,,,,,,0.25,0.125,,,,0.375,0.6666666666666666,0.25,,,0.5212875,0.3333333333333333,,0.7272727272727273,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.125,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
