EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,Fg2aBlocked,Corner3Assists,FTDefRebounds,Travels,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimAccuracy,LongMidRangeFGM,SecondChanceCorner3FGA,SecondChanceFtPoints,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,RecoveredBlocks,AtRimPctBlocked,OffShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Offensive Fouls Drawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,FTOffRebounds,OffFTReboundPct,on,HeaveMakes,HeaveAttempts,Fg3aBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,Defensive 3 Seconds Violations,Arc3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Clear Path Fouls
101108,1610612760,Chris Paul,Chris Paul,101108,OKC,129.0,2,-2.0,5,4,4.0,2.0,9,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,0.3563,0.3563,1.0,11.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628985,1610612760,Devon Hall,Devon Hall,1628985,OKC,4844.0,81,9.0,183,183,73.0,75.0,366,,6.0,2.0,13.0,20.0,175.0,1.0,4.0,11.0,2.0,9.0,11.0,73.0,0.15384615384615385,0.25,0.26666666666666666,0.3333333333333333,0.29411764705882354,0.36666666666666664,18.84057971014493,0.2,,,0.522785,0.5067499999999999,0.55,7.392307692307692,0.3989071038251366,21.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,14.0,1.0,2.0,2.0,7.0,4.0,17.0,4.0,1.0,1.0,2.0,3.0,2.0,8.0,3.0,2.0,9.0,3.0,14.0,4.0,4.0,9.0,13.0,9.0,3.0,1.0,35.0,1.0,1.0,3.0,2.0,5.0,2.0,7.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.5,0.5,0.75,0.23529411764705882,0.5,0.25,0.23529411764705882,0.5,0.375,0.5666666666666667,0.8,0.05263157894736842,0.02040816326530612,0.075,0.022222222222222223,0.0641025641025641,0.02127659574468085,0.05,0.02857142857142857,0.0625,0.07142857142857142,0.03571428571428571,0.16666666666666666,0.043478260869565216,0.16666666666666666,0.4,0.4,0.5,0.06666666666666667,0.1,0.4666666666666667,0.2857142857142857,0.2857142857142857,0.75,0.3333333333333333,0.6666666666666666,0.5,1.0,0.08333333333333333,1.0,0.08333333333333333,0.5833333333333334,0.2857142857142857,0.7333333333333333,0.2857142857142857,0.619175,0.03225806451612903,0.07142857142857142,0.15,25.529411764705884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629126,1610612760,Deonte Burton,Deonte Burton,1629126,OKC,3404.0,57,9.0,133,134,47.0,57.0,267,,3.0,5.0,17.0,21.0,126.0,4.0,9.0,13.0,6.0,3.0,13.0,47.0,0.29411764705882354,0.4444444444444444,0.3958333333333333,0.55,0.4375,0.65,17.880794701986755,0.125,,,0.5303166666666667,0.52239,0.6190476190476191,6.070588235294117,0.3533834586466165,16.0,5.0,11.0,1.0,4.0,6.0,3.0,1.0,,3.0,6.0,,,1.0,1.0,3.0,7.0,2.0,1.0,,,2.0,1.0,1.0,2.0,4.0,9.0,,6.0,3.0,2.0,4.0,6.0,2.0,2.0,,16.0,2.0,,5.0,3.0,9.0,2.0,11.0,,2.0,2.0,,2.0,1.0,1.0,1.0,3.0,1.0,,2.0,5.0,,,1.0,,2.0,2.0,,,,,2.0,,0.4,0.5,1.0,0.42857142857142855,,1.0,0.42857142857142855,1.0,1.0,0.2916666666666667,0.6666666666666666,0.10714285714285714,,0.18518518518518517,0.06666666666666667,0.14545454545454545,0.028985507246376812,,0.043478260869565216,0.08333333333333333,0.1,0.2,0.14285714285714285,,0.4583333333333333,0.45454545454545453,0.45454545454545453,0.4,0.125,0.041666666666666664,0.25,0.5,0.5,1.0,1.0,,,,0.6,0.6666666666666666,,0.1,1.0,0.75,0.5,,0.08333333333333333,0.11764705882352941,0.09523809523809523,26.87142857142857,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.058823529411764705,0.3333333333333333,0.2,0.14285714285714285,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629647,1610612760,Darius Bazley,Darius Bazley,1629647,OKC,3753.0,63,17.0,138,141,64.0,49.0,279,1.0,4.0,4.0,10.0,24.0,142.0,1.0,3.0,10.0,4.0,8.0,10.0,64.0,0.4,0.3333333333333333,0.5263157894736842,0.5,0.5454545454545454,0.5555555555555556,14.935064935064934,0.21052631578947367,0.25,0.25,0.47825,0.4654875,0.4166666666666667,8.48,0.463768115942029,14.0,2.0,4.0,1.0,,2.0,2.0,1.0,1.0,4.0,8.0,,,2.0,4.0,4.0,9.0,4.0,1.0,,1.0,4.0,2.0,5.0,2.0,4.0,12.0,,8.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,1.0,3.0,7.0,7.0,15.0,4.0,19.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,8.0,5.0,,2.0,,4.0,,,0.5,0.5,1.0,0.4444444444444444,,0.4,0.4444444444444444,0.5,0.6666666666666666,0.47368421052631576,1.0,0.23333333333333334,0.1,0.19444444444444445,0.03333333333333333,0.21212121212121213,0.06666666666666667,0.16666666666666666,0.045454545454545456,0.2857142857142857,0.125,0.2,0.18181818181818182,0.1,0.21052631578947367,0.5,0.6666666666666666,,0.10526315789473684,0.05263157894736842,0.42105263157894735,0.5,0.5,1.0,0.5,,,,0.25,,0.125,0.5,0.5,0.6842105263157895,0.5,0.558,0.22727272727272727,0.38461538461538464,0.16666666666666666,25.433333333333334,1.0,1.0,,1.0,,1.0,,2.0,1.0,0.1,,0.5,,0.25,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.25,0.07692307692307693,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203460,1610612760,Andre Roberson,Andre Roberson,203460,OKC,1548.0,26,8.0,59,59,17.0,39.0,118,,1.0,2.0,5.0,10.0,50.0,1.0,2.0,5.0,,,5.0,17.0,0.4,0.5,0.5,0.8333333333333334,0.5,0.8333333333333334,14.084507042253522,0.1,,,0.5289250000000001,0.45038333333333336,0.5,3.66,0.288135593220339,10.0,2.0,4.0,2.0,1.0,2.0,,1.0,,2.0,4.0,,,1.0,1.0,2.0,5.0,,3.0,,,2.0,1.0,1.0,,4.0,6.0,,4.0,2.0,2.0,2.0,4.0,2.0,2.0,,10.0,,2.0,3.0,3.0,6.0,2.0,8.0,,,,,,,,,,,,1.0,3.0,,,,,,,,1.0,,1.0,2.0,,1.0,1.0,1.0,0.4,,1.0,0.4,0.3333333333333333,0.3333333333333333,0.5,,0.2727272727272727,0.08695652173913043,0.3333333333333333,,0.3,0.05714285714285714,,,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.6666666666666666,,0.4,0.5,0.5,1.0,,0.1,0.4,0.5,0.5,1.0,0.6666666666666666,,,,0.6666666666666666,0.5,,0.3333333333333333,1.0,0.9,0.5,0.45855,,,0.2,25.32,1.0,1.0,,,,,,,0.3333333333333333,,,,,,0.5,,,,,,1.0,,,1.0,,0.16666666666666666,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203488,1610612760,Mike Muscala,Mike Muscala,203488,OKC,1719.0,29,12.0,62,62,35.0,31.0,124,,1.0,,2.0,18.0,59.0,,2.0,15.0,,6.0,15.0,35.0,,,0.8333333333333334,0.75,0.8181818181818182,0.75,17.39130434782609,0.1111111111111111,,,0.5152888888888889,0.5102125,0.8333333333333334,5.8999999999999995,0.5645161290322581,7.0,,1.0,1.0,,1.0,,1.0,1.0,4.0,6.0,,,3.0,5.0,5.0,7.0,3.0,1.0,1.0,1.0,3.0,4.0,6.0,3.0,,15.0,,6.0,4.0,1.0,2.0,3.0,2.0,1.0,,8.0,2.0,1.0,4.0,4.0,8.0,3.0,11.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,2.0,,1.0,,1.0,4.0,,2.0,1.0,1.0,1.0,,2.0,,,1.0,0.7142857142857143,1.0,0.6666666666666666,0.7142857142857143,0.75,0.75,0.7777777777777778,1.0,0.26666666666666666,0.07692307692307693,0.25,0.125,0.25806451612903225,0.10344827586206896,,0.08333333333333333,0.5,0.2857142857142857,0.3076923076923077,,,0.1111111111111111,,,,,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,0.125,,0.125,0.625,0.6,0.8888888888888888,0.6666666666666666,0.6485,,,0.16666666666666666,25.3,,,,,,,,,,,,,0.25,,,,1.0,,,,,,,,,0.1111111111111111,,,,,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,
203471,1610612760,Dennis Schroder,Dennis Schroder,203471,OKC,214.0,4,5.0,7,6,2.0,,13,,,1.0,1.0,5.0,2.0,,,,,,,2.0,1.0,,0.8333333333333334,,0.8333333333333334,,50.0,,,,0.5733,,,2.0,0.2857142857142857,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,1.0,2.0,,,1.0,1.0,3.0,,,,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,1.0,,0.5,1.5,1.5,0.6666666666666666,1.0,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,1.0,,0.57375,,,0.6,24.75,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203500,1610612760,Steven Adams,Steven Adams,203500,OKC,124.0,2,3.0,5,4,2.0,,9,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1627846,1610612760,Abdel Nader,Abdel Nader,1627846,OKC,2126.0,35,,78,78,41.0,26.0,156,2.0,4.0,7.0,10.0,27.0,82.0,3.0,4.0,19.0,8.0,3.0,19.0,41.0,0.7,0.75,0.6388888888888888,0.8333333333333334,0.7105263157894737,0.95,28.235294117647058,0.2222222222222222,0.5,0.6666666666666666,0.5140916666666667,0.5380277777777778,0.7037037037037037,4.33,0.5256410256410257,7.0,5.0,6.0,,3.0,3.0,,4.0,3.0,1.0,4.0,,,1.0,2.0,3.0,8.0,4.0,,,,,3.0,5.0,4.0,6.0,6.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,,8.0,,,7.0,1.0,8.0,,8.0,,1.0,,1.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,,,,,4.0,2.0,,,,,1.0,,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.375,,0.6,0.375,,,0.4444444444444444,0.6,0.05555555555555555,,0.3684210526315789,,0.21621621621621623,,,,,,0.4,0.25,,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.6,,0.2222222222222222,0.2222222222222222,0.25,0.25,1.0,,,,,0.3333333333333333,1.0,0.3333333333333333,0.2222222222222222,0.5,0.7777777777777778,0.25,,0.15789473684210525,0.18181818181818182,,25.237500000000004,,,,1.0,1.0,,1.0,1.0,,0.1,0.25,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,0.5,0.5,0.5,,,0.6666666666666666,1.0,1.0,1.0,0.125,,,,True,,,,,,,,,,,,,,,,,
1628383,1610612760,Justin Patton,Justin Patton,1628383,OKC,188.0,3,6.0,8,9,8.0,3.0,17,,,1.0,1.0,2.0,10.0,1.0,1.0,2.0,,,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5,,,,0.715,0.715,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
