EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,BlockedAtRim,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,Fg3aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,LostBallSteals,Loose Ball Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LostBallTurnovers,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,Technical Free Throw Trips,LongMidRangePctAssisted,SecondChanceArc3Frequency,Charge Fouls Drawn,PtsPutbacks,SelfOReb,SelfORebPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,OffAtRimReboundPct,on,OffensiveGoaltends,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,Clear Path Fouls,Defensive 3 Seconds Violations,3SecondViolations
101107,1610612749,Marvin Williams,Marvin Williams,101107,MIL,1458.0,24,1,57,58,31.0,5.0,6,115,1.0,2.0,1.0,1.0,1.0,2,1.0,2,49,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,31.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.8125,0.125,0.11764705882352941,0.06666666666666667,0.12121212121212122,0.034482758620689655,0.09090909090909091,0.125,0.25,0.06666666666666667,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3891166666666667,0.3891166666666667,1.0,11.15,26.6,0.543859649122807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,2390.0,40,5,90,88,51.0,20.0,8,178,1.0,2.0,6.0,2.0,1.0,2,7.0,9,94,,1.0,3.0,4.0,2.0,6.0,1.0,3.0,6.0,10.0,1.0,11.0,,,1.0,,,3.0,1.0,,1.0,1.0,4.0,51.0,1.0,1.0,0.5,,0.4444444444444444,0.375,0.45,0.4,0.7777777777777778,11.34020618556701,0.25,0.125,0.045454545454545456,0.1875,0.030303030303030304,0.058823529411764705,0.36363636363636365,0.25,0.15789473684210525,,1.0,0.2222222222222222,0.5,0.5,1.0,0.6666666666666666,0.5,0.7777777777777778,0.5077833333333334,0.4884625,0.4444444444444444,12.0,25.32857142857143,0.5666666666666667,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.5,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.3333333333333333,0.1,0.3333333333333333,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,2924.0,49,15,110,107,51.0,32.0,13,217,2.0,2.0,7.0,4.0,5.0,6,8.0,16,101,1.0,1.0,4.0,8.0,10.0,7.0,,4.0,7.0,11.0,2.0,13.0,2.0,2.0,2.0,,1.0,1.0,,,,,8.0,51.0,1.0,1.0,0.8333333333333334,1.0,0.5714285714285714,0.8,0.5714285714285714,0.8,0.5714285714285714,12.903225806451614,0.2413793103448276,0.11764705882352941,,0.1746031746031746,0.0392156862745098,,0.3125,0.14285714285714285,0.13333333333333333,,,0.14285714285714285,1.0,1.0,1.0,0.5,0.8,0.8571428571428571,0.5302035714285714,0.49544,0.5,3.7999999999999994,26.924999999999997,0.4636363636363636,1.0,,2.0,2.0,2.0,,,2.0,2.0,,6.0,2.0,3.0,7.0,2.0,1.0,18.0,,3.0,2.0,,,1.0,,1.0,,,,1.0,0.25,0.5,0.25,1.0,,,0.16666666666666666,0.07142857142857142,0.2857142857142857,0.3333333333333333,1.0,,0.5,0.2857142857142857,,,0.125,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.125,0.14285714285714285,0.11764705882352941,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.75,0.75,1.0,1.0,1.0,1.0,0.7343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628412,1610612749,Frank Mason,Frank Mason,1628412,MIL,7076.0,118,2,263,259,114.0,88.0,25,522,2.0,7.0,16.0,6.0,17.0,30,21.0,62,263,7.0,11.0,9.0,25.0,8.0,16.0,3.0,9.0,5.0,14.0,5.0,19.0,2.0,4.0,11.0,1.0,8.0,11.0,1.0,,1.0,,25.0,114.0,0.23529411764705882,0.23529411764705882,0.5666666666666667,0.6363636363636364,0.5098039215686274,0.5,0.5254237288135594,0.5208333333333334,0.4117647058823529,23.972602739726028,0.06756756756756757,0.13846153846153847,0.0410958904109589,0.10071942446043165,0.0390625,0.01818181818181818,0.02857142857142857,0.2,0.09433962264150944,0.3333333333333333,,0.13725490196078433,0.2857142857142857,0.4,,0.3137254901960784,0.3,0.7647058823529411,0.5101774509803922,0.50463,0.4032258064516129,5.983333333333333,25.93809523809524,0.43346007604562736,5.0,3.0,5.0,1.0,6.0,10.0,1.0,3.0,2.0,5.0,12.0,5.0,14.0,29.0,9.0,,73.0,,5.0,4.0,7.0,2.0,5.0,1.0,13.0,17.0,8.0,1.0,0.6666666666666666,0.2857142857142857,0.2222222222222222,0.2857142857142857,0.25,0.6363636363636364,,0.041666666666666664,0.09803921568627451,0.3125,0.3333333333333333,0.6,0.15,0.16666666666666666,0.3125,0.13793103448275862,0.21621621621621623,0.04838709677419355,12.0,18.0,1.0,4.0,1.0,5.0,1.0,15.0,10.0,2.0,1.0,,0.2,0.2,0.047619047619047616,0.0625,0.03636363636363636,0.041666666666666664,0.07142857142857142,0.35294117647058826,0.6666666666666666,0.75,0.3333333333333333,0.8,0.25,1.0,0.4969666666666666,7.0,9.0,3.0,5.0,1.0,1.0,26.0,6.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.13333333333333333,0.1111111111111111,0.2857142857142857,0.1111111111111111,0.09803921568627451,0.6,0.6,0.2,0.2,1.0,0.45,0.7777777777777778,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628978,1610612749,Donte DiVincenzo,Donte DiVincenzo,1628978,MIL,1701.0,28,12,69,69,26.0,10.0,4,138,2.0,2.0,7.0,,6.0,10,8.0,27,61,2.0,3.0,,4.0,8.0,7.0,,3.0,2.0,5.0,,5.0,1.0,4.0,4.0,,1.0,3.0,,,,,4.0,26.0,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.4444444444444444,30.555555555555557,0.10526315789473684,0.1875,,0.14285714285714285,,,0.1,0.25,0.2,,,0.1111111111111111,1.0,1.0,1.0,0.3888888888888889,,0.6666666666666666,0.5166638888888888,0.6932666666666667,0.14814814814814814,8.58,26.4375,0.37681159420289856,1.0,,5.0,,5.0,,,,,,12.0,5.0,2.0,6.0,2.0,,16.0,,1.0,1.0,,,1.0,,2.0,2.0,1.0,,0.8,0.625,,0.625,,,,,0.05555555555555555,0.7142857142857143,0.7142857142857143,0.8,,,0.7142857142857143,0.1111111111111111,0.1,,3.0,4.0,,,,,,4.0,3.0,,,,,,,,,,,0.2222222222222222,0.75,0.75,0.6666666666666666,,,,,2.0,2.0,1.0,4.0,,,4.0,3.0,,1.0,,,,,1.0,,,,,,,,0.2222222222222222,0.25,0.25,,,,0.6666666666666666,1.0,,1.0,2.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2594,1610612749,Kyle Korver,Kyle Korver,2594,MIL,3329.0,55,3,123,123,39.0,53.0,16,246,,,9.0,2.0,3.0,8,10.0,24,118,1.0,1.0,2.0,11.0,6.0,9.0,2.0,4.0,3.0,8.0,2.0,10.0,,3.0,3.0,,1.0,4.0,,,,,11.0,39.0,1.0,1.0,0.375,1.0,0.5833333333333334,1.3333333333333333,0.6052631578947368,1.25,0.5555555555555556,15.602836879432624,0.07317073170731707,0.13333333333333333,0.04878048780487805,0.09859154929577464,0.028985507246376812,0.06896551724137931,0.09090909090909091,,0.14814814814814814,,,,,,,0.5,0.6666666666666666,0.5555555555555556,0.47334999999999994,0.5107499999999999,0.4583333333333333,19.512500000000003,25.080000000000002,0.3170731707317073,1.0,,4.0,2.0,5.0,3.0,,2.0,2.0,3.0,15.0,4.0,5.0,7.0,3.0,,16.0,1.0,2.0,2.0,,,1.0,,2.0,3.0,,,1.0,0.5,1.0,0.5,0.25,,1.0,0.07692307692307693,0.05555555555555555,0.4444444444444444,0.4444444444444444,1.0,,1.0,0.4444444444444444,,,0.08333333333333333,,,,,1.0,2.0,,2.0,1.0,,,1.0,0.5,0.25,,,,,,,,,,,,,0.49492500000000006,,,3.0,8.0,1.0,,,,,1.0,2.0,,1.0,2.0,,1.0,,1.0,,,,,0.4444444444444444,0.375,0.375,1.0,1.0,1.0,,,,,,,,,,2.0,2.0,1.0,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628391,1610612749,D.J. Wilson,D.J. Wilson,1628391,MIL,4026.0,67,15,153,144,66.0,64.0,13,297,2.0,3.0,16.0,5.0,7.0,14,21.0,35,145,3.0,7.0,6.0,9.0,14.0,16.0,2.0,6.0,11.0,18.0,2.0,20.0,,,2.0,,1.0,7.0,,,,,9.0,66.0,1.0,1.0,0.5,0.42857142857142855,0.45714285714285713,0.23076923076923078,0.4605263157894737,0.28125,0.6,23.80952380952381,0.275,0.15,0.046511627906976744,0.2125,0.02666666666666667,0.029411764705882353,0.35,0.2222222222222222,0.16129032258064516,0.1111111111111111,,0.08571428571428572,0.6666666666666666,0.6666666666666666,1.0,0.45714285714285713,0.38461538461538464,0.8285714285714286,0.5330414285714287,0.5052230769230769,0.2571428571428571,6.378571428571428,25.35714285714285,0.43137254901960786,5.0,1.0,2.0,,6.0,3.0,,4.0,,3.0,18.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,,,2.0,1.0,4.0,,7.0,7.0,2.0,,1.0,0.2857142857142857,,0.2857142857142857,0.6666666666666666,1.0,0.3333333333333333,0.18181818181818182,0.14285714285714285,0.125,0.125,1.0,0.07692307692307693,,0.125,0.05555555555555555,0.13333333333333333,0.11428571428571428,5.0,8.0,2.0,2.0,2.0,2.0,,,,,,2.0,1.0,0.6666666666666666,,,,,,0.22857142857142856,0.625,0.625,1.0,0.6666666666666666,1.0,1.0,0.64855,1.0,2.0,,3.0,4.0,,,,,,,1.0,,,1.0,2.0,,2.0,,,,0.1111111111111111,0.08571428571428572,,,0.8,0.8,1.0,0.15384615384615385,0.5,,,,1.0,,,,1.0,1.0,,,0.3333333333333333,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628425,1610612749,Sterling Brown,Sterling Brown,1628425,MIL,4015.0,67,-18,146,142,79.0,60.0,15,288,1.0,7.0,16.0,9.0,6.0,15,20.0,37,157,5.0,8.0,13.0,26.0,6.0,16.0,1.0,4.0,3.0,7.0,2.0,9.0,,2.0,5.0,,2.0,5.0,1.0,1.0,1.0,1.0,26.0,79.0,0.5,0.6,0.4,0.625,0.5142857142857142,0.5952380952380952,0.5138888888888888,0.5909090909090909,0.5714285714285714,25.0,0.07692307692307693,0.12121212121212122,0.025,0.09722222222222222,0.028985507246376812,0.03333333333333333,0.13333333333333333,,0.16666666666666666,,1.0,0.2,0.14285714285714285,0.16666666666666666,,0.45714285714285713,0.42857142857142855,0.7714285714285715,0.5265700000000001,0.5443642857142856,0.7027027027027027,5.406666666666666,25.689999999999998,0.541095890410959,4.0,4.0,6.0,3.0,8.0,1.0,,2.0,5.0,1.0,21.0,6.0,2.0,4.0,1.0,,10.0,,1.0,1.0,3.0,1.0,2.0,,3.0,2.0,1.0,,0.875,0.4,0.38461538461538464,0.4,0.5,0.6,,0.0625,0.11428571428571428,0.375,0.4,0.8333333333333334,0.19047619047619047,0.3333333333333333,0.375,0.027777777777777776,0.0625,0.05405405405405406,5.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,0.5,0.05,0.0625,0.034482758620689655,,0.3333333333333333,0.2,0.7142857142857143,1.0,0.6,0.5,1.0,,,4.0,5.0,,1.0,2.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,0.2,0.2857142857142857,0.14285714285714285,,0.02857142857142857,,,0.5,0.5,1.0,0.23809523809523808,0.8,0.5,,,,,,,1.0,1.0,,,0.5,,2.0,1.0,0.058823529411764705,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201577,1610612749,Robin Lopez,Robin Lopez,201577,MIL,3881.0,65,-13,140,141,62.0,46.0,11,281,5.0,11.0,4.0,2.0,7.0,14,8.0,19,144,2.0,6.0,2.0,8.0,2.0,4.0,1.0,3.0,7.0,10.0,2.0,12.0,,1.0,1.0,,,5.0,2.0,1.0,2.0,2.0,8.0,62.0,0.14285714285714285,0.16666666666666666,0.5,0.3333333333333333,0.38636363636363635,0.4375,0.3958333333333333,0.4444444444444444,0.36363636363636365,16.129032258064516,0.17073170731707318,0.1,0.029411764705882353,0.14084507042253522,0.02857142857142857,0.038461538461538464,0.2222222222222222,0.125,0.13043478260869565,,1.0,0.5,0.45454545454545453,0.45454545454545453,,0.18181818181818182,0.25,0.5,0.4953113636363636,0.51960625,0.42105263157894735,6.164285714285714,24.7375,0.44285714285714284,4.0,,1.0,1.0,1.0,2.0,,4.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,,9.0,,1.0,1.0,,,4.0,1.0,2.0,4.0,1.0,1.0,1.0,0.125,0.5,0.125,0.3333333333333333,,,0.13333333333333333,0.18181818181818182,0.25,0.25,1.0,,0.5,0.25,0.043478260869565216,0.06666666666666667,0.21052631578947367,2.0,3.0,1.0,2.0,2.0,4.0,,1.0,1.0,1.0,,,0.5,0.3333333333333333,,,0.027777777777777776,0.047619047619047616,,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,,0.49243,1.0,2.0,,,,,12.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,0.25,0.5,,,,,,,,1.0,2.0,,,0.16666666666666666,,2.0,,,1.0,0.16666666666666666,,,True,,,,,,,,,,,,,,,,,,,,,,
203648,1610612749,Thanasis Antetokounmpo,Thanasis Antetokounmpo,203648,MIL,2283.0,38,-10,84,82,39.0,49.0,5,166,,2.0,1.0,1.0,4.0,8,3.0,9,99,3.0,6.0,2.0,6.0,6.0,,,2.0,3.0,5.0,2.0,7.0,1.0,3.0,3.0,,3.0,5.0,1.0,,1.0,1.0,6.0,39.0,0.75,0.75,0.5,0.5,0.36363636363636365,0.375,0.34615384615384615,0.3333333333333333,0.2727272727272727,17.58241758241758,0.125,0.15384615384615385,,0.13513513513513514,0.05405405405405406,,0.125,0.3333333333333333,0.1,0.3333333333333333,1.0,0.18181818181818182,,,,0.09090909090909091,0.125,0.8181818181818182,0.55267,0.5894714285714285,0.6666666666666666,3.425,30.666666666666668,0.4642857142857143,2.0,1.0,,,,1.0,,,,,,,1.0,5.0,1.0,,14.0,,1.0,,,,1.0,2.0,5.0,4.0,1.0,1.0,,,,,,,,0.07692307692307693,0.18181818181818182,,,,0.125,,,0.08333333333333333,0.1111111111111111,,4.0,6.0,,1.0,,1.0,,4.0,3.0,2.0,1.0,,,,,,0.125,,,0.5454545454545454,0.6666666666666666,0.8,0.75,0.5,,,0.6816,3.0,5.0,,,,,2.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,0.125,0.16666666666666666,,,,,,,,,0.625,0.6,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,0.5,1.0,0.4,True,,,,,,,,,,,,,,,,,,,,,,
