EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,Corner3Assists,FTDefRebounds,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefFTReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedAtRim,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,HeaveAttempts,LongMidRangeAssists,OffCorner3ReboundPct,3SecondViolations,BlockedCorner3,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,FTOffRebounds,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,Clear Path Fouls,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,6069.0,101,9,206,209,48,54,24,415,10.0,16,3.0,2.0,4,5.0,14.0,2.0,5.0,2.0,4.0,2.0,2.0,3.0,11.0,1.0,1.0,1.0,4.0,17,35,5.0,15.0,10.0,59,227,2.0,6.0,1.0,1.0,1.0,8.0,3.0,8,3.0,6.0,3.0,18,12.0,22.0,15.0,11.0,3.0,6.0,5.0,2.0,7.0,2.0,4.0,1.0,16.0,2.0,3.0,4,7,11,5.0,16,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1,6,1.0,10,1.0,15.0,5.0,1.0,1.0,18,48,1.0,0.35294117647058826,0.35294117647058826,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.4857142857142857,0.3333333333333333,0.375,0.49,0.5,0.5357142857142857,0.5175438596491229,0.5,0.5625,0.3,0.17142857142857143,0.0625,0.35714285714285715,26.06837606837607,0.25,0.125,0.05357142857142857,0.07272727272727272,0.05263157894736842,0.0990990990990991,0.05319148936170213,0.058823529411764705,0.07407407407407407,0.06451612903225806,0.13043478260869565,0.09090909090909091,0.18181818181818182,0.09523809523809523,0.32,0.625,0.6666666666666666,0.4,0.28,0.35714285714285715,0.5555555555555556,0.1,0.4,0.4,1.0,0.08,0.5,0.5,1.0,0.22,0.2727272727272727,0.2727272727272727,1.0,0.42857142857142855,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.14285714285714285,1.0,0.2857142857142857,0.25,0.62,0.2727272727272727,0.49579100000000004,0.46161666666666673,0.5060571428571429,0.10714285714285714,0.125,0.0625,0.13559322033898305,0.3050847457627119,6.239999999999999,25.44,0.23300970873786409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,8894.0,148,19,306,308,84,96,28,614,16.0,23,,4.0,5,9.0,19.0,8.0,17.0,2.0,4.0,,,10.0,27.0,2.0,2.0,3.0,9.0,33,59,12.0,31.0,23.0,125,340,1.0,5.0,3.0,3.0,3.0,14.0,12.0,17,3.0,9.0,7.0,40,26.0,40.0,18.0,27.0,10.0,2.0,5.0,7.0,12.0,6.0,5.0,,31.0,1.0,2.0,6,10,21,3.0,24,7.0,2.0,5.0,1.0,4.0,7.0,1.0,12.0,,2,5,,21,1.0,28.0,12.0,,2.0,40,84,2.0,0.3939393939393939,0.3939393939393939,0.5,0.3870967741935484,1.0,0.3333333333333333,0.3870967741935484,0.559322033898305,0.2,0.7058823529411765,0.5666666666666667,0.6875,0.6346153846153846,0.6029411764705882,0.7,0.6896551724137931,0.34444444444444444,0.03389830508474576,0.043478260869565216,0.05263157894736842,33.92857142857143,0.4166666666666667,0.13157894736842105,0.028169014084507043,0.1,0.017543859649122806,0.11764705882352941,0.0234375,,0.06451612903225806,0.021739130434782608,0.034482758620689655,0.1875,0.2,0.12195121951219512,0.25555555555555554,0.6956521739130435,0.7272727272727273,0.375,0.2111111111111111,0.47368421052631576,0.5,0.18888888888888888,0.47058823529411764,0.47058823529411764,0.375,0.044444444444444446,0.5,0.5,,0.3,0.37037037037037035,0.37037037037037035,0.6,,0.25,1.0,0.5,0.19230769230769232,0.8,,,0.34615384615384615,0.3333333333333333,0.6,0.37037037037037035,0.48343111111111103,0.41416666666666674,0.46826730769230757,0.12,0.17391304347826086,,0.112,0.32,8.408474576271187,25.987096774193553,0.27450980392156865,1.0,1.0,18.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,0.625,0.05263157894736842,0.046511627906976744,0.5,0.4444444444444444,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628464,1610612738,Daniel Theis,Daniel Theis,1628464,BOS,5620.0,94,23,192,201,55,65,19,393,10.0,15,3.0,4.0,4,4.0,7.0,,2.0,,1.0,,1.0,1.0,6.0,,,,3.0,14,24,1.0,7.0,3.0,34,206,3.0,5.0,,,2.0,8.0,6.0,6,,4.0,3.0,15,26.0,2.0,3.0,6.0,1.0,1.0,3.0,5.0,8.0,5.0,1.0,2.0,21.0,2.0,3.0,8,9,17,5.0,22,2.0,,,,,3.0,1.0,3.0,1.0,1,9,,5,,4.0,1.0,,1.0,15,55,1.0,0.9285714285714286,1.0,1.0,0.14285714285714285,,,0.14285714285714285,0.5833333333333334,0.6,1.0,0.5,0.6,0.6,0.5151515151515151,0.6666666666666666,0.625,0.22580645161290322,0.041666666666666664,0.06666666666666667,,16.822429906542055,,0.15517241379310345,0.06818181818181818,0.16326530612244897,0.05128205128205128,0.1588785046728972,0.060240963855421686,0.10526315789473684,,0.0625,0.08333333333333333,0.18518518518518517,0.2857142857142857,0.1794871794871795,0.4838709677419355,0.6666666666666666,0.7142857142857143,0.9,0.22580645161290322,0.5714285714285714,0.5714285714285714,0.06451612903225806,,,,0.03225806451612903,,,,0.1935483870967742,0.16666666666666666,0.16666666666666666,1.0,0.6,,,,0.4,1.0,0.1,,0.3,,0.7096774193548387,0.16666666666666666,0.5548290322580646,0.5825,0.56834,0.03125,0.04,,0.23529411764705882,0.4411764705882353,5.095833333333332,25.671428571428574,0.2864583333333333,,,,,,2.0,2.0,,,,,2.0,,,8.0,,3.0,9.0,6.0,,0.1,0.14285714285714285,0.6666666666666666,1.0,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,0.1,0.6666666666666666,0.5,,,,,,,,,,,True,,,,,,,,
1629750,1610612738,Javonte Green,Javonte Green,1629750,BOS,28072.0,468,-31,978,990,289,386,105,1968,41.0,64,19.0,15.0,21,12.0,27.0,1.0,2.0,4.0,12.0,1.0,4.0,5.0,21.0,,,1.0,5.0,54,93,9.0,33.0,28.0,163,1075,7.0,20.0,,,3.0,17.0,18.0,28,2.0,9.0,11.0,53,68.0,40.0,27.0,20.0,5.0,5.0,19.0,7.0,26.0,5.0,14.0,3.0,59.0,12.0,12.0,34,29,69,24.0,93,24.0,8.0,13.0,3.0,8.0,10.0,3.0,23.0,2.0,24,43,,29,1.0,42.0,20.0,,2.0,53,289,2.0,0.6296296296296297,0.7083333333333334,1.0,0.2727272727272727,,0.2222222222222222,0.28125,0.5806451612903226,0.35,0.6428571428571429,0.5357142857142857,0.35,0.5675675675675675,0.5582191780821918,0.3695652173913043,0.5888888888888889,0.2619047619047619,0.053763440860215055,0.015625,0.14814814814814814,15.37761601455869,0.5652173913043478,0.11462450592885376,0.04897959183673469,0.1574074074074074,0.061224489795918366,0.13432835820895522,0.05442176870748299,0.0761904761904762,0.038461538461538464,0.06875,0.06930693069306931,0.08080808080808081,0.2641509433962264,0.15853658536585366,0.5079365079365079,0.640625,0.6507936507936508,0.5853658536585366,0.21428571428571427,0.4444444444444444,0.5217391304347826,0.015873015873015872,0.5,0.5,,0.09523809523809523,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.23809523809523808,0.23809523809523808,1.0,0.95,,,,0.5675675675675675,0.7142857142857143,0.10810810810810811,0.25,0.13513513513513514,0.2,0.7698412698412699,0.25,0.5530331999999999,0.57825,0.559281081081081,0.1388888888888889,0.18018018018018017,,0.10429447852760736,0.32515337423312884,3.4010752688172063,25.503030303030304,0.2955010224948875,,,,2.0,6.0,1.0,16.0,1.0,5.0,1.0,,1.0,2.0,,7.0,,3.0,8.0,2.0,0.17142857142857143,0.15384615384615385,0.017857142857142856,0.25,0.8333333333333334,,,7.0,12.0,2.0,,2.0,1.0,1.0,4.0,,5.0,,0.3684210526315789,,1.0,2.0,0.027777777777777776,,,,,,,,True,,,,,,,,
202330,1610612738,Gordon Hayward,Gordon Hayward,202330,BOS,5299.0,88,22,190,192,54,80,22,382,7.0,10,,,1,5.0,10.0,4.0,9.0,,3.0,,1.0,8.0,13.0,2.0,2.0,3.0,4.0,16,29,8.0,16.0,9.0,65,208,,2.0,2.0,2.0,,6.0,2.0,6,3.0,5.0,2.0,15,20.0,12.0,15.0,13.0,8.0,3.0,12.0,6.0,18.0,4.0,10.0,2.0,42.0,,,7,10,20,,20,4.0,1.0,4.0,3.0,3.0,5.0,,9.0,2.0,4,7,,11,,10.0,5.0,,1.0,15,54,1.0,0.625,0.625,0.625,0.5,1.0,0.6,0.5,0.5517241379310345,,0.3333333333333333,0.6222222222222222,0.75,0.5909090909090909,0.6632653061224489,0.75,0.625,0.35555555555555557,0.10344827586206896,0.1,0.2,27.102803738317757,0.4444444444444444,0.2127659574468085,,0.18421052631578946,,0.2,,,,,0.3157894736842105,0.10526315789473684,0.2222222222222222,0.19444444444444445,0.2222222222222222,0.7,0.7777777777777778,0.5714285714285714,0.2222222222222222,0.5,0.625,0.2,0.4444444444444444,0.4444444444444444,0.5,0.06666666666666667,,,,0.28888888888888886,0.6153846153846154,0.6153846153846154,0.625,,0.5,1.0,,0.09090909090909091,,0.09090909090909091,,0.36363636363636365,0.75,0.5777777777777777,0.6153846153846154,0.5135344444444444,0.44605,0.4932272727272728,0.10416666666666667,0.15625,,0.09230769230769231,0.23076923076923078,8.651724137931035,25.675,0.28421052631578947,,,9.0,2.0,3.0,,3.0,1.0,1.0,,,1.0,2.0,,,,,,,0.5,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,4888.0,81,-12,165,167,27,49,13,332,9.0,13,2.0,2.0,2,,,1.0,2.0,,,,,,,,,,,10,15,,,4.0,24,181,1.0,2.0,,,,2.0,2.0,2,,,1.0,5,18.0,2.0,,,,,6.0,3.0,9.0,2.0,4.0,2.0,21.0,3.0,2.0,11,9,22,5.0,27,5.0,2.0,3.0,,2.0,4.0,,7.0,,4,7,,7,1.0,6.0,4.0,,,5,27,,0.9,1.0,,,,,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.7058823529411765,0.5,0.8333333333333334,,,,,13.559322033898304,0.42857142857142855,0.21951219512195122,0.04878048780487805,0.275,0.08823529411764706,0.24691358024691357,0.06666666666666667,,0.10526315789473684,0.07407407407407407,0.15384615384615385,0.2,0.375,0.2692307692307692,0.8666666666666667,0.6923076923076923,0.6923076923076923,0.8888888888888888,,,,0.13333333333333333,0.5,0.5,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,0.8666666666666667,,0.5741866666666667,0.59475,0.5258,0.23529411764705882,0.23529411764705882,,0.08333333333333333,0.20833333333333334,4.046666666666666,,0.16363636363636364,,,,1.0,2.0,,3.0,,1.0,,,2.0,2.0,,5.0,,4.0,7.0,2.0,0.4,0.2857142857142857,,0.2857142857142857,,,,1.0,2.0,,,,2.0,2.0,1.0,,,,0.5,,,,0.14285714285714285,1.0,,,,,,,True,,,,,,,,
202954,1610612738,Brad Wanamaker,Brad Wanamaker,202954,BOS,16409.0,273,-4,576,581,171,233,56,1157,27.0,33,2.0,12.0,15,5.0,22.0,7.0,11.0,1.0,1.0,,,4.0,23.0,1.0,2.0,1.0,7.0,39,66,5.0,24.0,16.0,109,593,2.0,3.0,1.0,2.0,,7.0,17.0,26,1.0,7.0,3.0,40,38.0,40.0,12.0,23.0,4.0,7.0,24.0,12.0,36.0,8.0,17.0,4.0,84.0,1.0,2.0,9,18,27,3.0,30,10.0,7.0,10.0,2.0,5.0,10.0,2.0,20.0,3.0,13,27,1.0,14,1.0,17.0,7.0,,2.0,40,171,2.0,0.48717948717948717,0.5,0.8,0.20833333333333334,0.5,0.14285714285714285,0.20833333333333334,0.5909090909090909,0.6666666666666666,0.6538461538461539,0.5166666666666667,0.7,0.5606060606060606,0.5561224489795918,0.7,0.5714285714285714,0.26666666666666666,0.10606060606060606,0.06060606060606061,0.22727272727272727,18.408736349453978,0.5,0.11392405063291139,0.013245033112582781,0.07086614173228346,0.01,0.09473684210526316,0.01195219123505976,,0.031746031746031744,0.012048192771084338,0.15517241379310345,0.11764705882352941,0.03125,0.06382978723404255,0.36666666666666664,0.8181818181818182,0.8709677419354839,0.5555555555555556,0.24444444444444444,0.22727272727272727,0.29411764705882354,0.12222222222222222,0.6363636363636364,0.6363636363636364,0.2857142857142857,0.011111111111111112,1.0,1.0,1.0,0.25555555555555554,0.17391304347826086,0.17391304347826086,0.75,0.4,0.4,0.5,1.0,0.45454545454545453,0.8,,,0.21212121212121213,0.14285714285714285,0.6333333333333333,0.17391304347826086,0.4985777777777778,0.47879999999999995,0.48039848484848474,0.07291666666666667,0.09722222222222222,,0.06422018348623854,0.3669724770642202,7.0212121212121215,26.02083333333334,0.296875,,,3.0,4.0,,1.0,3.0,2.0,5.0,,2.0,2.0,1.0,,4.0,,,4.0,4.0,,0.09090909090909091,0.02702702702702703,1.0,0.4,,,2.0,2.0,2.0,1.0,,,,4.0,,5.0,,1.0,0.5,,3.0,,,,,,,,,True,,,,,,,,
1629641,1610612738,Romeo Langford,Romeo Langford,1629641,BOS,5070.0,84,-22,182,180,57,91,17,362,5.0,9,3.0,3.0,3,1.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,,,,1.0,7,16,2.0,8.0,8.0,28,196,2.0,4.0,,,,4.0,3.0,3,1.0,2.0,5.0,14,4.0,10.0,6.0,4.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,1.0,3.0,3,2,5,4.0,9,1.0,1.0,3.0,,,,,3.0,,3,6,,8,2.0,10.0,4.0,,1.0,14,57,1.0,0.2857142857142857,0.4,1.0,0.25,,0.5,0.25,0.4375,0.5,1.0,0.4166666666666667,0.5,0.9,0.4827586206896552,0.5,0.875,0.3333333333333333,0.125,0.1111111111111111,0.16666666666666666,15.686274509803921,1.0,0.04081632653061224,0.06521739130434782,0.08108108108108109,0.027777777777777776,0.05813953488372093,0.04878048780487805,0.05555555555555555,0.041666666666666664,0.034482758620689655,,0.11764705882352941,,0.06896551724137931,0.375,0.5555555555555556,0.625,0.2,0.25,0.16666666666666666,0.2,0.041666666666666664,1.0,1.0,1.0,0.16666666666666666,0.25,0.25,1.0,0.16666666666666666,0.25,0.25,1.0,0.75,,,,0.6,1.0,0.2,1.0,0.2,,0.7083333333333334,0.25,0.49673750000000005,0.51315,0.49352999999999997,0.14285714285714285,0.2,,0.14285714285714285,0.5,5.15,24.775,0.3131868131868132,,,,,,1.0,,,3.0,,,,,,1.0,,,1.0,1.0,,0.125,0.07692307692307693,1.0,,,,2.0,4.0,,1.0,,,,1.0,,,0.25,0.6666666666666666,,,,,,,,,,,,True,,,,,,,,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,11120.0,185,-10,389,399,124,191,39,788,8.0,13,3.0,1.0,3,5.0,11.0,,,3.0,9.0,1.0,3.0,4.0,16.0,,1.0,,3.0,13,24,7.0,25.0,4.0,51,447,4.0,5.0,1.0,2.0,1.0,12.0,2.0,6,1.0,6.0,2.0,9,14.0,12.0,18.0,16.0,4.0,2.0,7.0,6.0,13.0,6.0,3.0,2.0,32.0,4.0,8.0,11,9,24,12.0,36,5.0,3.0,5.0,1.0,4.0,10.0,1.0,15.0,7.0,18,33,1.0,9,2.0,7.0,3.0,,2.0,9,124,1.0,0.5384615384615384,0.7777777777777778,0.8571428571428571,0.28,0.5,0.16666666666666666,0.28,0.5416666666666666,0.8,0.3333333333333333,0.47959183673469385,0.7857142857142857,0.2916666666666667,0.49038461538461536,0.8571428571428571,0.34615384615384615,0.5102040816326531,0.08333333333333333,0.15384615384615385,,15.207373271889402,0.3333333333333333,0.09473684210526316,0.08791208791208792,0.13924050632911392,0.05555555555555555,0.11494252873563218,0.0736196319018405,0.08333333333333333,0.09090909090909091,0.06666666666666667,0.08571428571428572,0.13157894736842105,0.045454545454545456,0.125,0.2653061224489796,0.6153846153846154,0.7272727272727273,0.625,0.22448979591836735,0.45454545454545453,0.45454545454545453,,,,,0.1836734693877551,0.3333333333333333,0.3333333333333333,1.0,0.32653061224489793,0.25,0.25,0.75,0.42857142857142855,0.14285714285714285,,,0.25,0.3333333333333333,0.25,0.3333333333333333,0.25,,0.7755102040816326,0.25,0.5348316326530612,0.5519700000000001,0.5355041666666666,0.06,0.12,,0.23529411764705882,0.17647058823529413,4.749999999999999,24.727999999999998,0.31876606683804626,1.0,1.0,3.0,,4.0,1.0,2.0,2.0,1.0,,,5.0,2.0,,4.0,1.0,,5.0,2.0,0.21052631578947367,0.17391304347826086,0.037037037037037035,0.4,0.4,0.14285714285714285,1.0,2.0,8.0,2.0,1.0,,1.0,,3.0,,5.0,0.09090909090909091,0.6666666666666666,,,2.0,,,1.0,1.0,,,,,True,,,,,,,,
202689,1610612738,Kemba Walker,Kemba Walker,202689,BOS,7459.0,124,19,254,258,72,100,30,512,9.0,14,1.0,,2,2.0,6.0,3.0,5.0,,,,,18.0,39.0,,3.0,5.0,12.0,14,25,18.0,39.0,26.0,108,304,,1.0,,3.0,,,,3,5.0,12.0,12.0,27,2.0,26.0,21.0,39.0,18.0,3.0,21.0,5.0,26.0,4.0,13.0,4.0,57.0,1.0,,7,5,12,1.0,13,2.0,1.0,6.0,,4.0,4.0,,10.0,,3,7,,20,1.0,28.0,7.0,3.0,2.0,27,72,2.0,0.07142857142857142,0.07142857142857142,0.3888888888888889,0.46153846153846156,,0.4166666666666667,0.46153846153846156,0.56,,,0.640625,,0.5,0.7,,0.6428571428571429,0.609375,0.12,0.07142857142857142,0.3333333333333333,29.51388888888889,0.6,0.0847457627118644,,0.11475409836065574,0.018518518518518517,0.1,0.008695652173913044,,,0.022222222222222223,0.09090909090909091,0.09523809523809523,0.0625,0.15217391304347827,0.21875,0.6428571428571429,0.6923076923076923,0.1111111111111111,0.09375,0.3333333333333333,0.5,0.078125,0.6,0.6,,,,,,0.609375,0.46153846153846156,0.46153846153846156,0.3888888888888889,0.25,0.75,,,0.13333333333333333,,,,0.8,0.4166666666666667,0.828125,0.46153846153846156,0.52189296875,0.55515,0.5215666666666666,0.136986301369863,0.21875,0.07317073170731707,,0.25,5.827999999999999,26.205128205128204,0.28346456692913385,,,33.0,1.0,,1.0,1.0,4.0,2.0,,,,,3.0,1.0,,1.0,3.0,1.0,,,0.034482758620689655,0.3333333333333333,,,,,,,,1.0,2.0,2.0,,,1.0,,,,,4.0,,,,,1.0,,,,True,,,,,,,,
