EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,Steals,BadPassSteals,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,TwoPtAssists,Assists,AtRimAssists,AssistPoints,2pt And 1 Free Throw Trips,ShortMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,PtsAssisted3s,FTOffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockedAtRim,Assisted3sPct,LiveBallTurnoverPct,OffFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3PctAssisted,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,SelfOReb,LostBallSteals,SelfORebPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffShortMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,ShortMidRangePctBlocked,LostBallTurnovers,SecondChanceAtRimPctAssisted,Offensive Fouls,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,Corner3Assists,Travels,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGM,HeaveAttempts,BlockedLongMidRange,PenaltyCorner3Accuracy,Clear Path Fouls,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips,BlockedCorner3
1626203,1610612737,Treveon Graham,Treveon Graham,1626203,ATL,690.0,12.0,25,28,25,21,4.0,53,1.0,1.0,1.0,25,1.0,1.0,1.0,1.0,25,1.0,3.3333333333333335,1.0,1.0,1.0,0.51855,0.51855,27.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627745,1610612737,Damian Jones,Damian Jones,1627745,ATL,1368.0,23.0,48,51,41,39,8.0,99,,,,33,,,,,41,,12.727272727272727,,,1.0,0.6742199999999999,0.6742199999999999,,0.8541666666666666,23.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,13.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,13.0,6.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,6.0,3.0,9.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,0.6,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.75,0.9285714285714286,1.0,0.2857142857142857,0.08333333333333333,0.1111111111111111,0.15384615384615385,0.21739130434782608,0.12,0.25,0.09090909090909091,0.5,0.5,0.4,0.16666666666666666,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.6619,0.16666666666666666,0.16666666666666666,0.23076923076923078,1.0,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628381,1610612737,John Collins,John Collins,1628381,ATL,346.0,6.0,10,13,3,1,,23,,,,5,,,,,3,,10.0,,,1.0,0.6497,,,0.3,5.0,1.0,1.0,,,,,1.0,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,2.1,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629164,1610612737,Brandon Goodwin,Brandon Goodwin,1629164,ATL,786.0,13.0,29,31,29,24,6.0,60,4.0,4.0,4.0,20,4.0,4.0,1.0,1.0,29,0.5,25.0,0.5,0.5,0.75,0.49975625,0.49975625,26.5,1.0,5.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,7.0,,,,,1.0,4.0,2.0,7.0,,2.0,,1.0,,1.0,2.0,,3.0,1.0,4.0,,2.0,3.0,2.0,1.0,,,,,,7.0,,,,0.25,,0.25,0.3125,,0.3125,0.3888888888888889,,0.3888888888888889,,0.25,,0.25,0.09090909090909091,0.25,0.05263157894736842,,0.1111111111111111,,0.3333333333333333,0.3333333333333333,,,0.25,0.5,1.0,,,,0.25,0.5,,0.1111111111111111,0.2,,1.0,5.675000000000001,3.0,4.0,2.0,9.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629718,1610612737,Charles Brown Jr.,Charles Brown Jr.,1629718,ATL,2426.0,40.0,83,87,63,62,15.0,170,7.0,4.0,9.0,65,6.0,7.0,2.0,2.0,63,0.47368421052631576,24.242424242424242,0.3684210526315789,0.3076923076923077,0.7894736842105263,0.5241078947368422,0.5541192307692308,25.011111111111113,0.7590361445783133,28.0,2.0,6.0,,1.0,1.0,5.0,3.0,10.0,5.0,20.0,1.0,2.0,,2.0,2.0,7.0,2.0,12.0,6.0,,,,1.0,1.0,1.0,,2.0,2.0,4.0,2.0,3.0,5.0,5.0,3.0,,2.0,1.0,2.0,,12.0,,1.0,1.0,0.3,0.5,0.2857142857142857,0.39473684210526316,0.3333333333333333,0.38461538461538464,0.47619047619047616,0.3333333333333333,0.42857142857142855,,0.05263157894736842,0.04,0.05555555555555555,,0.05405405405405406,0.022727272727272728,,,,,,0.08333333333333333,,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.38461538461538464,0.2,0.6078,0.14285714285714285,0.25,0.1,0.6,4.7299999999999995,1.0,2.0,,5.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,,3.0,,1.0,1.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.15789473684210525,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5,0.42857142857142855,1.0,1.0,2.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.05263157894736842,0.10526315789473684,1.0,0.15384615384615385,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628981,1610612737,Bruno Fernando,Bruno Fernando,1628981,ATL,984.0,16.0,33,34,32,34,8.0,67,1.0,1.0,1.0,29,1.0,1.0,,,32,0.5,9.30232558139535,0.5,0.5,1.0,0.5318,0.5318,26.1,0.9696969696969697,9.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,5.0,,,1.0,1.0,1.0,1.0,3.0,5.0,2.0,,,1.0,,,1.0,,1.0,1.0,2.0,,,2.0,4.0,2.0,,,,,,5.0,,1.0,1.0,1.0,,1.0,0.5,,0.5,0.625,0.5,0.625,,0.16666666666666666,,,0.125,0.1111111111111111,0.05555555555555555,,0.125,,,0.3333333333333333,,,0.5,1.0,1.0,1.0,,,0.5,1.0,,0.5,0.6666666666666666,0.2,1.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629629,1610612737,Cam Reddish,Cam Reddish,1629629,ATL,995.0,17.0,34,36,26,25,4.0,70,2.0,2.0,2.0,31,2.0,2.0,1.0,1.0,26,0.2222222222222222,25.64102564102564,0.2222222222222222,0.2857142857142857,0.5555555555555556,0.4607,0.4860428571428571,25.8,0.7647058823529411,8.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,7.0,,12.0,1.0,1.0,,2.0,3.0,5.0,,12.0,,6.0,,,,3.0,,,3.0,,3.0,,,1.0,,,,,,,,12.0,,,,0.42857142857142855,1.0,0.6,0.6666666666666666,1.0,0.8571428571428571,0.6666666666666666,1.0,0.8571428571428571,,,,0.2727272727272727,,0.1875,,,,,,,0.25,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6804,,,0.16666666666666666,1.0,9.328571428571427,2.0,2.0,1.0,4.0,,2.0,2.0,,2.0,2.0,,2.0,3.0,2.0,,,,1.0,,,1.0,1.0,1.0,,,0.3333333333333333,0.2222222222222222,1.0,1.0,,1.0,1.0,1.0,2.0,,,3.0,,,,1.0,,1.0,1.0,1.0,,0.5,,,,,0.5,0.5,,0.2222222222222222,,0.5,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,281.0,5.0,9,11,9,11,,20,1.0,1.0,1.0,12,1.0,1.0,,,9,0.5,22.22222222222222,0.5,0.5,0.5,0.4628,0.4628,25.1,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.25,,0.2857142857142857,,,,,1.0,,,,,,,,,,,,,,,,,10.4,2.0,3.0,2.0,7.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612737,Vince Carter,Vince Carter,1713,ATL,270.0,4.0,9,11,9,11,3.0,20,1.0,1.0,1.0,10,1.0,1.0,2.0,1.0,9,0.5,15.384615384615383,0.5,0.5,0.5,0.4572,0.4572,24.9,1.0,1.0,,,,,,,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,,,1.0,,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,,0.3333333333333333,,,0.25,0.16666666666666666,0.14285714285714285,,0.25,,,,,,,,,,,,,,0.3894,,,1.0,1.0,13.5,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627761,1610612737,DeAndre' Bembry,DeAndre' Bembry,1627761,ATL,681.0,11.0,25,24,12,14,3.0,49,2.0,,2.0,11,,2.0,2.0,2.0,12,0.4,22.22222222222222,0.4,,0.6,0.52053,0.3233,25.6,0.48,15.0,,1.0,,,,,1.0,3.0,2.0,10.0,1.0,1.0,,5.0,,1.0,2.0,2.0,,2.0,2.0,,1.0,,2.0,,2.0,1.0,3.0,,,1.0,2.0,1.0,,,,,,2.0,,,,0.3333333333333333,1.0,,0.8,1.25,,0.8333333333333334,1.25,0.5,,0.5,0.16666666666666666,,,0.2222222222222222,0.09090909090909091,,,,1.0,,,,0.2,,,,,,,,0.50895,0.16666666666666666,0.25,0.5,0.2,4.3999999999999995,,2.0,,6.0,,2.0,2.0,1.0,,2.0,1.0,,,2.0,,2.0,2.0,,,,1.0,,1.0,,,,0.4,1.0,1.0,0.5,,1.0,1.0,,,,6.0,,,,,,,,,,1.0,,,,,0.5,0.5,,,,1.0,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
