EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Travels,Charge Fouls,Defensive 3 Seconds Violations,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,BlockedArc3,OffensiveGoaltends,on,3pt And 1 Free Throw Trips,BlockedLongMidRange,Clear Path Fouls,3SecondViolations
1626156,1610612744,D'Angelo Russell,D'Angelo Russell,1626156,GSW,4066.0,68,-3.0,143,140,21,33,14.0,283,4.0,5.0,1.0,1.0,1.0,9.0,5.0,7.0,2.0,7.0,21.0,1.0,4.0,10.0,21.0,7.0,23.0,12.0,53,151,1.0,3.0,1.0,4.0,2.0,7.0,4.0,16.0,15.0,6.0,21.0,7.0,10.0,4.0,14.0,1.0,3.0,7.0,2.0,1.0,32.0,4.0,2.0,1.0,7.0,7.0,4.0,3.0,4.0,3.0,7.0,1.0,1.0,3.0,9.0,14.0,6.0,1.0,5.0,20,0.2,0.2,0.7142857142857143,0.30434782608695654,0.25,0.30434782608695654,0.47619047619047616,0.3333333333333333,0.4659090909090909,0.35714285714285715,0.5196078431372549,0.4375,0.5227272727272727,35.80246913580247,0.5714285714285714,0.2,0.08695652173913043,0.1111111111111111,0.1016949152542373,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.11363636363636363,0.8,0.8,0.25,0.20454545454545456,0.1111111111111111,0.1111111111111111,0.1590909090909091,0.7142857142857143,0.7142857142857143,0.2,0.045454545454545456,0.4772727272727273,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.14285714285714285,1.0,0.5714285714285714,0.25,0.6363636363636364,0.3333333333333333,0.47435795454545454,0.46202142857142864,0.12,0.2222222222222222,0.1320754716981132,11.385714285714286,27.539130434782614,0.14685314685314685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1626161,1610612744,Willie Cauley-Stein,Willie Cauley-Stein,1626161,GSW,15592.0,260,10.0,521,528,107,73,47.0,1049,26.0,36.0,7.0,11.0,12.0,28.0,5.0,13.0,,,,,,43.0,77.0,,,13.0,99,557,11.0,18.0,,,4.0,26.0,64.0,22.0,,,,,12.0,7.0,19.0,7.0,,7.0,1.0,4.0,45.0,18.0,27.0,5.0,50.0,65.0,6.0,,3.0,3.0,9.0,3.0,16.0,28.0,17.0,16.0,9.0,,26.0,106,0.7441860465116279,0.8,,,,,0.5584415584415584,0.6111111111111112,0.5584415584415584,0.6111111111111112,0.5892857142857143,0.65,,16.202090592334493,0.6666666666666666,0.38461538461538464,0.19708029197080293,0.15517241379310345,0.17786561264822134,0.21311475409836064,0.17391304347826086,0.125,0.4675324675324675,0.7222222222222222,0.7647058823529411,0.7307692307692307,0.36363636363636365,0.42857142857142855,0.5454545454545454,0.16883116883116883,0.38461538461538464,0.38461538461538464,0.8,,,,,,0.6111111111111112,0.6363636363636364,,,0.4675324675324675,,0.5002506493506492,0.5408222222222222,0.10714285714285714,0.10714285714285714,0.26262626262626265,6.601298701298702,,0.2053742802303263,3.0,5.0,4.0,11.0,2.0,10.0,6.0,8.0,5.0,10.0,15.0,2.0,10.0,7.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,10.0,5.0,5.0,10.0,5.0,3.0,0.36363636363636365,0.36363636363636365,0.4166666666666667,0.1038961038961039,0.05555555555555555,0.21428571428571427,0.06134969325153374,0.058823529411764705,0.06048387096774194,0.125,0.07246376811594203,0.07575757575757576,0.18867924528301888,0.25,0.07692307692307693,0.5,0.75,0.45454545454545453,0.6,0.5263666666666666,0.10101010101010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,5071.0,85,-49.0,180,176,70,68,17.0,356,12.0,15.0,6.0,9.0,1.0,6.0,1.0,3.0,1.0,,1.0,,1.0,14.0,24.0,,2.0,3.0,31,202,6.0,14.0,,1.0,1.0,13.0,16.0,12.0,,,1.0,,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,9.0,3.0,3.0,1.0,7.0,13.0,2.0,,2.0,3.0,5.0,1.0,4.0,11.0,6.0,5.0,4.0,,13.0,70,0.5714285714285714,0.6153846153846154,,,,,0.5833333333333334,0.42857142857142855,0.5384615384615384,0.4,0.5740740740740741,0.43333333333333335,0.07692307692307693,16.243654822335024,0.4,0.14285714285714285,0.08571428571428572,0.08108108108108109,0.08333333333333333,0.1,0.25,0.06451612903225806,0.5769230769230769,0.8,0.9230769230769231,0.5833333333333334,0.23076923076923078,0.16666666666666666,0.25,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.038461538461538464,0.038461538461538464,,,,0.6,0.6666666666666666,0.06666666666666667,,0.6538461538461539,,0.48407307692307694,0.4460699999999999,0.14814814814814814,0.16,0.41935483870967744,4.9875,24.7,0.3888888888888889,3.0,4.0,3.0,5.0,,6.0,2.0,4.0,1.0,5.0,6.0,1.0,4.0,1.0,3.0,,,,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,0.6,0.6,0.6,0.16666666666666666,0.13333333333333333,0.3333333333333333,0.10869565217391304,0.027777777777777776,0.07317073170731707,0.09523809523809523,0.25,0.034482758620689655,0.047619047619047616,0.16666666666666666,0.16666666666666666,1.0,,0.8,0.75,0.520825,0.1935483870967742,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1627814,1610612744,Damion Lee,Damion Lee,1627814,GSW,22048.0,367,-88.0,781,778,204,189,75.0,1559,14.0,25.0,4.0,7.0,13.0,32.0,7.0,20.0,11.0,14.0,54.0,2.0,12.0,34.0,77.0,19.0,65.0,36.0,161,849,12.0,19.0,4.0,14.0,27.0,63.0,46.0,22.0,54.0,3.0,54.0,14.0,20.0,7.0,27.0,6.0,1.0,11.0,4.0,5.0,61.0,32.0,23.0,1.0,56.0,62.0,9.0,2.0,9.0,7.0,16.0,2.0,12.0,28.0,46.0,41.0,11.0,9.0,63.0,202,0.6764705882352942,0.71875,0.9473684210526315,0.2923076923076923,0.2857142857142857,0.2923076923076923,0.44155844155844154,0.631578947368421,0.44014084507042256,0.5454545454545454,0.496875,0.6847826086956522,0.45774647887323944,20.232558139534884,0.5625,0.047619047619047616,0.14465408805031446,0.18181818181818182,0.16417910447761194,0.22916666666666666,0.0967741935483871,0.18493150684931506,0.176056338028169,0.56,0.5833333333333334,0.42857142857142855,0.22535211267605634,0.40625,0.43333333333333335,0.14084507042253522,0.35,0.3888888888888889,0.7142857142857143,0.07746478873239436,0.38028169014084506,0.25925925925925924,0.25925925925925924,0.9285714285714286,0.21212121212121213,0.5714285714285714,0.36363636363636365,0.16666666666666666,0.6338028169014085,0.25925925925925924,0.4907330985915492,0.501801515151515,0.07947019867549669,0.12941176470588237,0.391304347826087,9.20909090909091,25.921538461538464,0.2612035851472471,3.0,4.0,5.0,6.0,2.0,15.0,4.0,5.0,1.0,5.0,6.0,3.0,15.0,9.0,6.0,2.0,,,4.0,1.0,,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.8333333333333334,0.5416666666666666,0.5769230769230769,0.06493506493506493,0.04,0.0625,0.021739130434782608,0.006329113924050633,0.015463917525773196,0.030303030303030304,0.02,0.007692307692307693,0.1125,0.16666666666666666,0.03614457831325301,0.3333333333333333,0.9230769230769231,0.3333333333333333,0.75,0.5312333333333332,0.09316770186335403,1.0,1.0,,5.0,1.0,1.0,2.0,2.0,5.0,1.0,6.0,3.0,3.0,2.0,1.0,7.0,0.16666666666666666,0.1,0.015625,0.45454545454545453,0.45454545454545453,1.0,0.08333333333333333,1.0,1.0,0.4166666666666667,0.06060606060606061,1.0,0.015151515151515152,,,,,,,,,,,,,,,,,,,True,,,,
1629065,1610612744,Ky Bowman,Ky Bowman,1629065,GSW,60912.0,1015,-173.0,2101,2109,596,526,214.0,4210,49.0,80.0,16.0,25.0,25.0,71.0,27.0,63.0,27.0,21.0,80.0,5.0,30.0,101.0,214.0,33.0,107.0,34.0,335,2323,25.0,55.0,6.0,34.0,18.0,86.0,90.0,112.0,72.0,27.0,77.0,21.0,91.0,40.0,131.0,30.0,10.0,57.0,17.0,17.0,302.0,50.0,46.0,1.0,97.0,121.0,48.0,7.0,32.0,22.0,70.0,17.0,44.0,102.0,51.0,41.0,18.0,4.0,86.0,593,0.44554455445544555,0.45454545454545453,0.7272727272727273,0.308411214953271,0.17647058823529413,0.3173076923076923,0.4719626168224299,0.45454545454545453,0.4688473520249221,0.38202247191011235,0.49556213017751477,0.44329896907216493,0.3333333333333333,17.398720682302773,0.6857142857142857,0.01639344262295082,0.09072978303747535,0.11210762331838565,0.10073452256033578,0.08673469387755102,0.15853658536585366,0.11931818181818182,0.24922118380062305,0.6125,0.6901408450704225,0.42857142857142855,0.22118380062305296,0.352112676056338,0.38461538461538464,0.19626168224299065,0.42857142857142855,0.43548387096774194,0.5185185185185185,0.08411214953271028,0.24922118380062305,0.2625,0.2625,0.6666666666666666,0.2808988764044944,0.64,0.33707865168539325,0.16666666666666666,0.5825545171339563,0.2727272727272727,0.49682720125786173,0.4874808139534885,0.05688622754491018,0.07964601769911504,0.25671641791044775,9.03551401869159,26.21962616822429,0.2836744407425036,5.0,6.0,7.0,13.0,1.0,21.0,4.0,16.0,8.0,16.0,24.0,8.0,44.0,26.0,18.0,2.0,16.0,6.0,3.0,3.0,,6.0,10.0,6.0,4.0,10.0,2.0,12.0,0.5384615384615384,0.4166666666666667,0.4375,0.07476635514018691,0.1125,0.08450704225352113,0.025974025974025976,0.02056555269922879,0.023880597014925373,0.024509803921568627,0.03404255319148936,0.0219435736677116,0.06986899563318777,0.0851063829787234,0.050314465408805034,0.2,0.4,0.25,0.8333333333333334,0.49635750000000006,0.0626865671641791,4.0,2.0,,12.0,2.0,6.0,1.0,4.0,5.0,2.0,11.0,5.0,11.0,,1.0,4.0,0.18181818181818182,0.015873015873015872,0.01694915254237288,0.4444444444444444,0.46153846153846156,0.8333333333333334,0.25,0.3333333333333333,0.5,0.20833333333333334,0.0449438202247191,0.25,0.009259259259259259,3.0,1.0,3.0,0.009345794392523364,0.037037037037037035,0.014285714285714285,0.4,,,,,,,,,,,,True,,,,
202692,1610612744,Alec Burks,Alec Burks,202692,GSW,25347.0,422,-32.0,869,873,250,198,89.0,1742,26.0,49.0,8.0,12.0,14.0,40.0,9.0,26.0,13.0,19.0,58.0,9.0,20.0,49.0,115.0,25.0,71.0,58.0,231,960,14.0,31.0,10.0,22.0,21.0,79.0,40.0,58.0,51.0,24.0,58.0,19.0,28.0,11.0,39.0,8.0,3.0,14.0,9.0,5.0,89.0,33.0,29.0,3.0,65.0,70.0,13.0,3.0,10.0,9.0,22.0,6.0,8.0,23.0,58.0,68.0,28.0,6.0,79.0,248,0.40816326530612246,0.40816326530612246,0.68,0.352112676056338,0.45454545454545453,0.352112676056338,0.4260869565217391,0.45161290322580644,0.4650537634408602,0.5471698113207547,0.5348837209302325,0.6076923076923076,0.3817204301075269,24.35765673175745,0.5909090909090909,0.16666666666666666,0.1336405529953917,0.16666666666666666,0.1493975903614458,0.13636363636363635,0.17142857142857143,0.16339869281045752,0.26344086021505375,0.5306122448979592,0.6046511627906976,0.4230769230769231,0.21505376344086022,0.35,0.3684210526315789,0.13978494623655913,0.34615384615384615,0.34615384615384615,0.5555555555555556,0.06989247311827956,0.3118279569892473,0.3275862068965517,0.3333333333333333,0.631578947368421,0.22641509433962265,0.6666666666666666,0.37735849056603776,0.45,0.6451612903225806,0.3275862068965517,0.4885840540540542,0.45110576923076917,0.13875598086124402,0.20437956204379562,0.341991341991342,8.218260869565215,25.997183098591545,0.28768699654775604,1.0,2.0,1.0,4.0,8.0,16.0,,8.0,2.0,3.0,5.0,3.0,16.0,9.0,7.0,1.0,3.0,1.0,2.0,2.0,2.0,6.0,1.0,,1.0,1.0,,3.0,0.25,0.5,0.6666666666666666,0.06956521739130435,0.12244897959183673,0.05,0.01107011070110701,0.014598540145985401,0.012254901960784314,0.02197802197802198,0.008849557522123894,0.017857142857142856,0.11702127659574468,0.17777777777777778,0.0297029702970297,,0.2857142857142857,0.25,0.5,0.5393142857142857,0.06926406926406926,2.0,,,6.0,,,1.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,1.0,5.0,0.5,,,0.46153846153846156,0.46153846153846156,0.8333333333333334,,,,0.5,0.03773584905660377,0.5,0.013888888888888888,,1.0,1.0,0.014084507042253521,,,,2.0,0.017241379310344827,0.5,0.5,,,,,,,,True,,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,11245.0,187,-63.0,397,402,114,112,32.0,799,9.0,17.0,4.0,5.0,1.0,7.0,1.0,5.0,3.0,4.0,17.0,1.0,4.0,11.0,29.0,5.0,20.0,17.0,54,430,4.0,9.0,2.0,6.0,10.0,24.0,16.0,6.0,15.0,,17.0,4.0,21.0,12.0,33.0,10.0,2.0,10.0,7.0,4.0,78.0,22.0,19.0,5.0,46.0,49.0,10.0,4.0,9.0,8.0,18.0,6.0,9.0,19.0,12.0,21.0,5.0,6.0,23.0,112,0.7272727272727273,0.7272727272727273,1.0,0.25,0.3333333333333333,0.25,0.3793103448275862,0.4444444444444444,0.37755102040816324,0.4666666666666667,0.4576271186440678,0.5714285714285714,0.40816326530612246,17.906976744186046,0.5555555555555556,0.5555555555555556,0.20430107526881722,0.24175824175824176,0.22282608695652173,0.17142857142857143,0.17391304347826086,0.21621621621621623,0.3469387755102041,0.5294117647058824,0.5625,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.10204081632653061,0.2,0.2,1.0,0.061224489795918366,0.3469387755102041,0.23529411764705882,0.23529411764705882,1.0,0.3333333333333333,0.8,0.26666666666666666,0.25,0.7551020408163265,0.23529411764705882,0.5007724489795918,0.5164933333333332,0.09433962264150944,0.15151515151515152,0.4444444444444444,6.527586206896551,26.439999999999998,0.2871536523929471,,3.0,,3.0,2.0,2.0,,1.0,,3.0,3.0,,7.0,3.0,4.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,3.0,5.0,4.0,3.0,,,0.25,0.034482758620689655,0.058823529411764705,,0.02631578947368421,,0.015873015873015872,0.03225806451612903,,,0.2571428571428571,0.35294117647058826,,0.8,1.0,1.0,,0.5956666666666667,0.037037037037037035,2.0,1.0,,1.0,,,1.0,2.0,,,,,,,,5.0,,,0.05128205128205128,0.3333333333333333,0.3333333333333333,1.0,,,,,0.13333333333333333,0.5,,,,,,,,,,,,,2.0,2.0,,,,,,True,,,,
203922,1610612744,Glenn Robinson III,Glenn Robinson III,203922,GSW,24632.0,411,-78.0,845,854,229,164,88.0,1699,16.0,27.0,4.0,8.0,13.0,37.0,15.0,34.0,13.0,14.0,37.0,5.0,12.0,44.0,98.0,19.0,50.0,20.0,165,963,8.0,21.0,7.0,17.0,13.0,50.0,64.0,24.0,48.0,9.0,37.0,14.0,18.0,8.0,26.0,4.0,4.0,11.0,4.0,3.0,60.0,27.0,18.0,3.0,48.0,68.0,11.0,1.0,8.0,4.0,15.0,2.0,12.0,23.0,14.0,24.0,6.0,2.0,50.0,227,0.7272727272727273,0.7619047619047619,0.8421052631578947,0.38,0.4117647058823529,0.38,0.4489795918367347,0.38095238095238093,0.48986486486486486,0.4868421052631579,0.5128205128205128,0.5581395348837209,0.33783783783783783,18.07610993657505,0.7333333333333333,0.1111111111111111,0.08530805687203792,0.14516129032258066,0.11335012594458438,0.12790697674418605,0.05714285714285714,0.1386861313868613,0.18243243243243243,0.5925925925925926,0.7272727272727273,0.8125,0.25,0.35135135135135137,0.41935483870967744,0.22972972972972974,0.4411764705882353,0.46875,0.6,0.08783783783783784,0.25,0.3783783783783784,0.3783783783783784,0.7857142857142857,0.21052631578947367,0.5,0.3157894736842105,0.4166666666666667,0.5202702702702703,0.3783783783783784,0.49269189189189183,0.5027394736842106,0.045454545454545456,0.05825242718446602,0.30303030303030304,10.233673469387755,25.421999999999997,0.2710059171597633,2.0,4.0,7.0,12.0,1.0,15.0,4.0,13.0,14.0,6.0,20.0,,14.0,10.0,4.0,1.0,3.0,2.0,,,1.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,0.5833333333333334,0.4666666666666667,0.46875,0.1326530612244898,0.18518518518518517,0.16216216216216217,0.023529411764705882,0.09395973154362416,0.04950495049504951,,0.0297029702970297,0.09016393442622951,0.05555555555555555,0.16326530612244897,,0.5,0.7692307692307693,0.26666666666666666,0.5,0.46964090909090905,0.09090909090909091,,1.0,,5.0,,,2.0,5.0,3.0,,3.0,,1.0,6.0,1.0,2.0,,0.058823529411764705,0.03614457831325301,0.38461538461538464,0.38461538461538464,1.0,,,,0.2,0.13157894736842105,0.4,0.0196078431372549,,,1.0,,,0.1111111111111111,1.0,,,,,,,1.0,,,,,True,,,,
1629672,1610612744,Eric Paschall,Eric Paschall,1629672,GSW,34934.0,582,-157.0,1200,1201,326,286,126.0,2401,60.0,78.0,16.0,21.0,23.0,51.0,23.0,46.0,10.0,12.0,39.0,1.0,7.0,106.0,175.0,14.0,49.0,78.0,332,1416,25.0,40.0,2.0,10.0,26.0,82.0,104.0,108.0,42.0,,38.0,12.0,20.0,16.0,36.0,12.0,4.0,12.0,6.0,2.0,88.0,27.0,37.0,2.0,66.0,90.0,21.0,3.0,9.0,17.0,38.0,8.0,19.0,44.0,67.0,97.0,49.0,4.0,82.0,325,0.49056603773584906,0.5306122448979592,1.0,0.2857142857142857,0.2,0.2916666666666667,0.6057142857142858,0.625,0.5669642857142857,0.56,0.6264150943396226,0.6507936507936508,0.21875,22.5614296351452,0.5526315789473685,0.05714285714285714,0.12457912457912458,0.11587982832618025,0.12075471698113208,0.11016949152542373,0.1590909090909091,0.11458333333333333,0.3482142857142857,0.7692307692307693,0.8333333333333334,0.6166666666666667,0.22767857142857142,0.45098039215686275,0.5348837209302325,0.20535714285714285,0.5,0.5111111111111111,0.5217391304347826,0.044642857142857144,0.17410714285714285,0.3076923076923077,0.3076923076923077,1.0,0.42,0.7619047619047619,0.14,0.14285714285714285,0.5669642857142857,0.3157894736842105,0.4958979820627804,0.5062928571428572,0.19157088122605365,0.23222748815165878,0.2469879518072289,7.96285714285714,26.291836734693874,0.27166666666666667,10.0,14.0,18.0,26.0,11.0,47.0,16.0,15.0,9.0,14.0,24.0,2.0,4.0,3.0,1.0,1.0,12.0,1.0,,4.0,2.0,13.0,8.0,4.0,4.0,8.0,6.0,4.0,0.6923076923076923,0.6428571428571429,0.734375,0.08571428571428572,0.07692307692307693,0.1568627450980392,0.040229885057471264,0.0430622009569378,0.04129263913824058,0.0625,0.02459016393442623,0.05357142857142857,0.1259259259259259,0.12195121951219512,0.023529411764705882,0.75,0.13043478260869565,0.5,0.7142857142857143,0.5192305555555556,0.14156626506024098,4.0,4.0,,2.0,,,1.0,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,3.0,,0.021739130434782608,0.030612244897959183,0.2,0.2222222222222222,1.0,,,,0.07142857142857142,0.06,0.3333333333333333,0.02,1.0,1.0,,0.02040816326530612,0.1,,0.1,,,,,,,1.0,1.0,0.04,,,True,,,,
1627737,1610612744,Marquese Chriss,Marquese Chriss,1627737,GSW,26755.0,446,-75.0,923,922,263,242,98.0,1845,51.0,88.0,12.0,20.0,15.0,32.0,1.0,6.0,2.0,4.0,17.0,2.0,5.0,67.0,126.0,5.0,19.0,43.0,192,1006,16.0,31.0,3.0,6.0,13.0,54.0,90.0,44.0,15.0,,17.0,4.0,27.0,21.0,48.0,16.0,5.0,9.0,5.0,13.0,117.0,34.0,49.0,13.0,96.0,137.0,10.0,5.0,7.0,25.0,35.0,5.0,22.0,53.0,47.0,53.0,22.0,5.0,54.0,263,0.6716417910447762,0.7894736842105263,1.0,0.2631578947368421,0.5,0.2631578947368421,0.5317460317460317,0.5161290322580645,0.5137931034482759,0.5540540540540541,0.5614035087719298,0.5869565217391305,0.1310344827586207,19.826756496631376,0.2857142857142857,0.48148148148148145,0.21397379912663755,0.1837837837837838,0.20048309178743962,0.14457831325301204,0.1891891891891892,0.1793103448275862,0.6068965517241379,0.5795454545454546,0.6296296296296297,0.6666666666666666,0.2206896551724138,0.46875,0.5,0.041379310344827586,0.16666666666666666,0.16666666666666666,1.0,0.013793103448275862,0.11724137931034483,0.23529411764705882,0.25,1.0,0.5405405405405406,0.6,0.13513513513513514,0.4,0.7379310344827587,0.23529411764705882,0.5385031034482758,0.5276986486486487,0.13253012048192772,0.14965986394557823,0.28125,3.7365079365079366,25.963157894736838,0.28494041170097506,16.0,34.0,20.0,40.0,13.0,53.0,20.0,9.0,11.0,30.0,41.0,8.0,12.0,11.0,1.0,3.0,3.0,5.0,3.0,10.0,8.0,1.0,21.0,14.0,7.0,22.0,12.0,3.0,0.5,0.4878048780487805,0.5520833333333334,0.07142857142857142,0.07954545454545454,0.0625,0.10676156583629894,0.06432748538011696,0.09070796460176991,0.12371134020618557,0.15454545454545454,0.0625,0.27522935779816515,0.2,0.13114754098360656,0.5454545454545454,0.6666666666666666,0.8292682926829268,0.47058823529411764,0.5596890625000001,0.2760416666666667,3.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,5.0,,,0.013513513513513514,0.5,0.5,1.0,,,,0.024390243902439025,0.02702702702702703,1.0,,,1.0,,0.05263157894736842,,0.07407407407407407,0.1875,,0.058823529411764705,,,1.0,,6.0,,,1.0,1.0,True,,,,
