EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsPutbacks,FTDefRebounds,Loose Ball Fouls,SecondChanceFg3Pct,DefFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceFtPoints,OffensiveGoaltends,3SecondViolations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Fg3aBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,FTOffRebounds,BlockedCorner3,OffFTReboundPct,Corner3PctBlocked
1626144,1610612762,Emmanuel Mudiay,Emmanuel Mudiay,1626144,UTA,9858.0,164,-47,325,330,124.0,100.0,27.0,655,9.0,18.0,2.0,3.0,6.0,13.0,11.0,26.0,2.0,5.0,1.0,5.0,1.0,3.0,5.0,14.0,1.0,1.0,5.0,22.0,49.0,6.0,19.0,11.0,73.0,397,2.0,4.0,2.0,4.0,12.0,24.0,1.0,8.0,6.0,33.0,18.0,26.0,12.0,6.0,14.0,5.0,7.0,8.0,16.0,24.0,10.0,6.0,4.0,4.0,64.0,1.0,2.0,2.0,9.0,11.0,3.0,14.0,2.0,4.0,3.0,1.0,7.0,3.0,2.0,11.0,5.0,1.0,1.0,18.0,1.0,5.0,8.0,20.0,1.0,3.0,13.0,15.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,33.0,124.0,1.0,1.0,0.4090909090909091,0.4090909090909091,0.6666666666666666,0.3157894736842105,0.125,0.3157894736842105,0.4489795918367347,0.5,0.5,0.45588235294117646,0.3333333333333333,0.421875,0.4866666666666667,0.3333333333333333,0.4714285714285714,0.27941176470588236,0.14285714285714285,0.2222222222222222,0.11538461538461539,26.19718309859155,0.3888888888888889,0.10843373493975904,0.023255813953488372,0.044444444444444446,0.016129032258064516,0.0859375,0.02027027027027027,0.041666666666666664,0.02040816326530612,0.021739130434782608,0.10344827586206896,0.2,0.05,0.06060606060606061,0.6666666666666666,0.2647058823529412,0.5,0.6428571428571429,0.6666666666666666,0.38235294117647056,0.4230769230769231,0.4782608695652174,0.18181818181818182,0.07352941176470588,0.4,0.4,0.5,0.07352941176470588,0.2,0.2,1.0,0.20588235294117646,0.35714285714285715,0.35714285714285715,0.6,0.5,0.6666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.40625,0.46153846153846156,0.09375,0.15625,0.2,0.5441176470588235,0.35714285714285715,0.48215000000000013,0.6206875,0.4836125,0.0945945945945946,0.12727272727272726,0.0547945205479452,0.4520547945205479,7.144897959183674,24.757894736842108,0.38153846153846155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,5096.0,85,-50,177,178,59.0,61.0,27.0,355,3.0,6.0,,,,,1.0,2.0,,,,3.0,,2.0,4.0,12.0,,2.0,5.0,4.0,8.0,4.0,15.0,2.0,22.0,204,,,,,,,2.0,7.0,2.0,8.0,4.0,4.0,12.0,,11.0,4.0,1.0,4.0,3.0,7.0,1.0,2.0,3.0,,17.0,,,7.0,7.0,14.0,,14.0,,5.0,3.0,2.0,1.0,,,1.0,1.0,,,2.0,,,1.0,4.0,,,4.0,2.0,,,1.0,1.0,1.0,,,1.0,1.0,8.0,59.0,2.0,1.0,0.5,0.5,1.0,0.26666666666666666,0.2857142857142857,0.2857142857142857,0.5,,,0.43478260869565216,,0.42857142857142855,0.4583333333333333,,0.5,0.6521739130434783,0.125,0.16666666666666666,,12.682926829268293,0.5,0.13725490196078433,,0.23333333333333334,,0.1728395061728395,,,,,0.2,0.13333333333333333,0.23809523809523808,,1.0,0.2608695652173913,0.5,0.6,0.6666666666666666,0.08695652173913043,0.5,0.5,,,,,,0.13043478260869565,,,,0.5217391304347826,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.2857142857142857,0.7142857142857143,0.4,0.9130434782608695,0.36363636363636365,0.48857045454545445,,0.47569999999999996,,,,0.36363636363636365,4.2375,27.56,0.3333333333333333,1.0,1.0,1.0,1.0,0.0625,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,9981.0,166,-77,324,328,104.0,96.0,37.0,652,7.0,8.0,1.0,1.0,4.0,4.0,2.0,7.0,1.0,2.0,8.0,14.0,1.0,3.0,10.0,20.0,1.0,1.0,5.0,10.0,17.0,18.0,34.0,2.0,76.0,407,1.0,1.0,2.0,5.0,4.0,7.0,1.0,8.0,2.0,13.0,10.0,10.0,54.0,,20.0,10.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,13.0,3.0,1.0,6.0,14.0,21.0,4.0,25.0,,3.0,1.0,2.0,6.0,1.0,4.0,2.0,2.0,,,8.0,,3.0,6.0,13.0,,1.0,4.0,2.0,,1.0,,1.0,,,1.0,1.0,1.0,13.0,104.0,,,0.5,0.5555555555555556,1.0,0.5294117647058824,0.125,0.5294117647058824,0.5882352941176471,1.0,0.5714285714285714,0.7254901960784313,0.8333333333333334,0.36666666666666664,0.7307692307692307,0.8333333333333334,0.40625,0.6666666666666666,0.11764705882352941,,0.2857142857142857,16.483516483516482,0.75,0.1794871794871795,0.011235955056179775,0.11320754716981132,0.04838709677419355,0.15267175572519084,0.026490066225165563,,0.02040816326530612,0.06,0.13793103448275862,0.21212121212121213,0.11627906976744186,,1.0,0.1568627450980392,0.875,0.875,0.7142857142857143,0.13725490196078433,0.2857142857142857,0.4,,0.0392156862745098,0.5,0.5,,0.27450980392156865,0.5714285714285714,0.5714285714285714,1.0,0.39215686274509803,0.5,0.5,1.0,0.3333333333333333,1.0,,0.3333333333333333,0.3333333333333333,0.26666666666666666,1.0,0.2,0.3333333333333333,0.2,0.8235294117647058,0.5,0.532628431372549,0.56935,0.5105733333333334,0.019230769230769232,0.05555555555555555,0.06578947368421052,0.17105263157894737,6.029411764705883,24.508823529411767,0.32098765432098764,,,,1.0,0.1875,0.1,1.0,1.0,2.0,1.0,1.0,0.5,0.07692307692307693,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,10611.0,177,-39,354,357,132.0,105.0,31.0,711,16.0,29.0,1.0,1.0,9.0,14.0,14.0,40.0,7.0,14.0,,1.0,1.0,,6.0,22.0,4.0,2.0,7.0,37.0,83.0,6.0,23.0,23.0,115.0,402,3.0,5.0,5.0,6.0,17.0,34.0,2.0,7.0,14.0,54.0,12.0,62.0,9.0,9.0,22.0,6.0,3.0,9.0,11.0,20.0,8.0,3.0,7.0,2.0,51.0,,2.0,10.0,10.0,20.0,2.0,22.0,2.0,2.0,2.0,,13.0,3.0,5.0,6.0,8.0,,,19.0,,8.0,2.0,10.0,,1.0,19.0,24.0,1.0,10.0,2.0,2.0,2.0,,,2.0,1.0,54.0,132.0,2.0,2.0,0.16216216216216217,0.17142857142857143,0.5,0.2608695652173913,0.2857142857142857,0.2608695652173913,0.4457831325301205,0.6,0.5,0.4339622641509434,0.3,0.4878048780487805,0.48717948717948717,0.3,0.5625,0.2169811320754717,0.03614457831325301,0.034482758620689655,0.05,35.14211886304909,0.6842105263157895,0.10309278350515463,0.019417475728155338,0.17543859649122806,,0.12987012987012986,0.012121212121212121,,0.03508771929824561,,0.024390243902439025,0.20588235294117646,0.18,0.03333333333333333,0.5,0.27358490566037735,0.5517241379310345,0.5714285714285714,0.3125,0.37735849056603776,0.35,0.3684210526315789,0.07142857142857142,0.1320754716981132,0.5,0.5,,0.009433962264150943,,,,0.20754716981132076,0.2727272727272727,0.2727272727272727,0.5,0.1,1.0,,0.1,0.4,0.34146341463414637,0.6428571428571429,,0.17073170731707318,0.2857142857142857,0.49056603773584906,0.2727272727272727,0.46952358490566054,0.5519,0.4689646341463415,0.08695652173913043,0.10869565217391304,0.05217391304347826,0.46956521739130436,7.898795180722893,26.417391304347827,0.3728813559322034,,,2.0,1.0,0.09090909090909091,0.14285714285714285,,,4.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202334,1610612762,Ed Davis,Ed Davis,202334,UTA,18207.0,303,-108,602,611,182.0,178.0,66.0,1213,18.0,31.0,10.0,14.0,2.0,4.0,3.0,14.0,1.0,1.0,,,,,,,,,,22.0,46.0,,,7.0,51.0,702,12.0,16.0,,30.0,3.0,7.0,,,3.0,9.0,24.0,20.0,,,,,6.0,5.0,7.0,12.0,6.0,1.0,2.0,3.0,31.0,11.0,24.0,21.0,39.0,70.0,35.0,105.0,5.0,11.0,7.0,4.0,3.0,1.0,3.0,10.0,,,2.0,13.0,,2.0,38.0,61.0,,4.0,24.0,14.0,2.0,4.0,4.0,9.0,8.0,,1.0,9.0,4.0,9.0,182.0,4.0,4.0,0.5454545454545454,0.9230769230769231,,,,,0.4782608695652174,0.75,0.42857142857142855,0.4782608695652174,0.75,0.42857142857142855,0.49038461538461536,0.7142857142857143,0.4090909090909091,,0.13043478260869565,0.0967741935483871,0.21428571428571427,9.643916913946587,0.23076923076923078,0.23636363636363636,0.13793103448275862,0.21875,0.088,0.22988505747126436,0.11705685618729098,0.17857142857142858,0.12631578947368421,0.08333333333333333,0.24193548387096775,0.2,0.21518987341772153,0.2777777777777778,0.4444444444444444,0.6739130434782609,0.5806451612903226,0.6428571428571429,0.4444444444444444,0.30434782608695654,0.21428571428571427,0.2727272727272727,1.0,0.021739130434782608,1.0,1.0,1.0,,,,,,,,,0.875,0.7142857142857143,,,,0.5714285714285714,0.5,,,,0.6739130434782609,,0.5060065217391304,0.58085,0.4884857142857143,0.08333333333333333,0.08333333333333333,0.5882352941176471,0.17647058823529413,3.241304347826086,,0.3023255813953488,,,1.0,,0.27906976744186046,0.23529411764705882,,,18.0,10.0,7.0,,0.5,,,12.0,,6.0,1.0,1.0,0.08695652173913043,0.10344827586206896,,,,,,,,,True,,,,,,,,,,,,,,
202711,1610612762,Bojan Bogdanovic,Bojan Bogdanovic,202711,UTA,2290.0,38,-21,79,78,21.0,43.0,11.0,157,1.0,1.0,1.0,1.0,,,,6.0,,4.0,1.0,2.0,,,3.0,7.0,1.0,1.0,2.0,1.0,11.0,4.0,9.0,2.0,16.0,96,1.0,3.0,1.0,5.0,,2.0,1.0,2.0,,3.0,2.0,,6.0,6.0,7.0,3.0,,2.0,2.0,4.0,1.0,1.0,,2.0,10.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,,,4.0,,2.0,1.0,1.0,,,3.0,4.0,,2.0,,,,,,,,3.0,21.0,,,1.0,1.0,0.5,0.4444444444444444,0.5,0.4444444444444444,0.09090909090909091,0.3333333333333333,,0.35,0.625,0.375,0.36363636363636365,0.625,0.375,0.45,,,,28.57142857142857,0.75,0.045454545454545456,0.034482758620689655,0.2,0.07692307692307693,0.09375,0.047619047619047616,,0.0625,,,0.125,0.2222222222222222,0.07142857142857142,,0.05,1.0,1.0,1.0,0.3,,,,0.2,,,,0.1,0.5,0.5,1.0,0.35,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.25,1.0,1.0,,0.25,,,,0.5,0.5,0.5,0.42857142857142855,0.4744225,0.5231166666666667,0.49475,0.09090909090909091,0.15384615384615385,0.3125,0.1875,11.39090909090909,26.21111111111111,0.26582278481012656,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,0.5,,,,,,,,,True,,,,,,,,,,,,,,
203903,1610612762,Jordan Clarkson,Jordan Clarkson,203903,UTA,3851.0,64,-17,131,130,32.0,33.0,20.0,261,3.0,7.0,,,1.0,1.0,3.0,10.0,1.0,2.0,6.0,10.0,2.0,3.0,6.0,16.0,2.0,4.0,6.0,7.0,19.0,12.0,26.0,2.0,52.0,159,,,4.0,6.0,1.0,3.0,6.0,9.0,,20.0,,14.0,33.0,3.0,16.0,6.0,4.0,1.0,3.0,4.0,3.0,,,1.0,11.0,,2.0,2.0,3.0,6.0,2.0,8.0,,1.0,1.0,,1.0,,1.0,5.0,,,,6.0,2.0,2.0,1.0,5.0,1.0,2.0,4.0,4.0,,2.0,,,,,,,,20.0,32.0,1.0,,,,0.9166666666666666,0.46153846153846156,0.6666666666666666,0.46153846153846156,0.3684210526315789,,0.3333333333333333,0.5555555555555556,0.75,0.8333333333333334,0.5531914893617021,0.75,0.8333333333333334,0.5777777777777777,0.21052631578947367,0.2857142857142857,0.2,35.09933774834437,0.16666666666666666,0.07692307692307693,0.05405405405405406,0.13333333333333333,,0.09259259259259259,0.029850746268656716,0.07142857142857142,0.058823529411764705,,,0.11764705882352941,0.15384615384615385,,,0.15555555555555556,0.42857142857142855,0.6,,0.2222222222222222,0.3,0.375,,0.044444444444444446,0.5,0.5,,0.2222222222222222,0.6,0.6,1.0,0.35555555555555557,0.375,0.375,0.8333333333333334,,,,0.5,0.5,0.08333333333333333,1.0,0.25,0.5,0.6666666666666666,0.7333333333333333,0.375,0.4996444444444445,0.620625,0.5116458333333332,0.0425531914893617,0.09523809523809523,0.11538461538461539,0.38461538461538464,6.0736842105263165,24.638461538461538,0.24427480916030533,,,1.0,,0.07692307692307693,,,2.0,,1.0,,0.5,0.5,,,1.0,,,,,,,2.0,2.0,1.0,1.0,0.6666666666666666,,,,True,,,,,,,,,,,,,,
201145,1610612762,Jeff Green,Jeff Green,201145,UTA,10984.0,183,-48,364,376,130.0,116.0,31.0,740,9.0,15.0,1.0,2.0,4.0,4.0,10.0,17.0,1.0,4.0,6.0,12.0,,5.0,5.0,22.0,1.0,1.0,5.0,20.0,36.0,11.0,34.0,21.0,94.0,399,2.0,3.0,1.0,4.0,11.0,14.0,3.0,10.0,4.0,35.0,24.0,16.0,30.0,3.0,20.0,5.0,1.0,5.0,1.0,6.0,1.0,,5.0,,13.0,,4.0,6.0,10.0,18.0,4.0,22.0,2.0,8.0,6.0,2.0,,1.0,,6.0,,,,6.0,1.0,1.0,8.0,14.0,2.0,1.0,19.0,27.0,3.0,14.0,1.0,1.0,,,1.0,1.0,1.0,35.0,130.0,1.0,1.0,0.6,0.631578947368421,0.9090909090909091,0.3235294117647059,0.3,0.34375,0.5555555555555556,0.6666666666666666,0.7857142857142857,0.5214285714285715,0.5,0.6458333333333334,0.573170731707317,0.4,0.7,0.4857142857142857,0.027777777777777776,,0.058823529411764705,22.05513784461153,,0.09615384615384616,0.04,0.08695652173913043,,0.09248554913294797,0.023391812865497075,0.034482758620689655,0.05172413793103448,,0.09090909090909091,0.058823529411764705,0.08928571428571429,0.05555555555555555,1.0,0.21428571428571427,0.6,0.6,0.6666666666666666,0.24285714285714285,0.5882352941176471,0.625,0.6,0.05714285714285714,0.25,0.25,,0.17142857142857143,0.5,0.5,1.0,0.3142857142857143,0.22727272727272727,0.22727272727272727,0.8,0.5,0.5,,,0.25,0.16666666666666666,1.0,0.20833333333333334,0.20833333333333334,0.2,0.7,0.25,0.5154647058823529,0.5724666666666667,0.5054250000000001,0.1728395061728395,0.2978723404255319,0.0425531914893617,0.3723404255319149,6.197222222222222,26.69411764705882,0.35714285714285715,2.0,,2.0,,0.15384615384615385,0.07692307692307693,,,2.0,2.0,1.0,,0.14285714285714285,,,,,,,,,,,2.0,,,0.4,1.0,,,True,,,,,,,,,,,,,,
201144,1610612762,Mike Conley,Mike Conley,201144,UTA,2885.0,48,-27,96,95,22.0,38.0,16.0,191,,2.0,,,,,4.0,13.0,1.0,4.0,1.0,1.0,,,1.0,11.0,3.0,,3.0,5.0,19.0,2.0,12.0,7.0,23.0,98,,,3.0,4.0,,2.0,,3.0,,,,10.0,3.0,3.0,10.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,,11.0,,,,3.0,3.0,,3.0,,1.0,1.0,,3.0,,1.0,1.0,2.0,,,4.0,,2.0,2.0,5.0,,,12.0,10.0,1.0,5.0,,1.0,,,1.0,1.0,,,22.0,,,,,0.5,0.16666666666666666,,0.18181818181818182,0.2631578947368421,,,0.25806451612903225,0.5,,0.3142857142857143,0.5,,0.3870967741935484,0.10526315789473684,,0.15384615384615385,34.21052631578948,0.75,0.10344827586206896,,,,0.06,,,,,0.2,0.08333333333333333,,,,0.06451612903225806,,,,0.41935483870967744,0.3076923076923077,0.36363636363636365,,0.12903225806451613,0.25,0.25,,0.03225806451612903,1.0,1.0,,0.3548387096774194,0.09090909090909091,0.09090909090909091,1.0,,,,,1.0,,,,0.6,,0.45161290322580644,0.1,0.45648666666666665,0.50835,0.46597500000000003,0.14285714285714285,0.21739130434782608,0.17391304347826086,,9.80526315789474,27.8,0.22916666666666666,1.0,,1.0,4.0,,,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,10743.0,179,-27,352,363,73.0,89.0,37.0,715,4.0,8.0,1.0,1.0,,,2.0,9.0,,1.0,1.0,4.0,,1.0,9.0,24.0,3.0,3.0,8.0,6.0,18.0,10.0,28.0,4.0,46.0,364,1.0,3.0,3.0,2.0,,1.0,4.0,9.0,2.0,14.0,6.0,6.0,18.0,12.0,23.0,9.0,3.0,11.0,11.0,22.0,4.0,7.0,10.0,,55.0,1.0,2.0,8.0,13.0,22.0,3.0,25.0,1.0,9.0,4.0,5.0,7.0,,5.0,3.0,2.0,,,10.0,,2.0,4.0,14.0,,2.0,8.0,5.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,14.0,73.0,2.0,1.0,0.5,0.6,0.6,0.35714285714285715,0.4444444444444444,0.37037037037037035,0.3333333333333333,0.3333333333333333,,0.45652173913043476,0.16666666666666666,0.6,0.4791666666666667,0.16666666666666666,0.6363636363636364,0.6086956521739131,0.16666666666666666,0.125,0.2222222222222222,14.609571788413097,0.7,0.12149532710280374,0.02,0.125,0.012658227848101266,0.12280701754385964,0.01675977653631285,0.029411764705882353,0.018867924528301886,0.01639344262295082,0.16279069767441862,0.10810810810810811,0.11764705882352941,0.038461538461538464,1.0,0.17391304347826086,0.5,0.5714285714285714,0.75,0.1956521739130435,0.2222222222222222,0.2857142857142857,,0.021739130434782608,,,,0.08695652173913043,0.25,0.25,1.0,0.5217391304347826,0.375,0.375,0.5555555555555556,0.16666666666666666,1.0,,,0.5,,,0.1,0.8,0.375,0.782608695652174,0.391304347826087,0.4942833333333333,0.47207,0.49823888888888884,0.02127659574468085,0.05263157894736842,0.043478260869565216,0.30434782608695654,5.277777777777777,25.857142857142858,0.20738636363636365,1.0,1.0,,1.0,0.07407407407407407,0.15384615384615385,,,2.0,1.0,1.0,,0.08333333333333333,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,True,,,,,,,,,,,,,,
