EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangeFGM,LongMidRangeAssists,Charge Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,HeaveAttempts,DefensiveGoaltends,OffLongMidRangeReboundPct,Clear Path Fouls,BlockedCorner3,BlockedLongMidRange,HeaveMakes,LongMidRangePctBlocked,3SecondViolations,on
1626187,1610612745,Michael Frazier,Michael Frazier,1626187,HOU,2875.0,48,-38,105,105,35.0,36.0,7.0,210,1.0,3.0,1.0,3.0,1.0,6.0,5.0,8.0,132,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,4.0,8.0,2.0,2.0,2.0,35.0,2.0,2.0,1.0,0.16666666666666666,0.16666666666666666,0.25,0.4,0.3333333333333333,1.0,9.821428571428571,1.0,0.06666666666666667,0.03225806451612903,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.559025,0.6009,0.25,1.0,0.25,24.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627863,1610612745,Danuel House Jr.,Danuel House Jr.,1627863,HOU,37554.0,626,-1,1333,1327,342.0,398.0,121.0,2660,12.0,45.0,11.0,63.0,34.0,108.0,25.0,193.0,1545,24.0,4.0,55.0,90.0,63.0,13.0,30.0,9.0,73.0,34.0,86.0,104.0,22.0,5.0,10.0,7.0,22.0,27.0,40.0,1.0,25.0,28.0,12.0,1.0,55.0,339.0,3.0,1.0,0.8823529411764706,0.3148148148148148,0.3148148148148148,0.4883720930232558,0.5273224043715847,0.6547619047619048,0.627906976744186,13.96457765667575,0.45454545454545453,0.10365853658536585,0.13741721854304637,0.1044776119402985,0.2616279069767442,0.26666666666666666,0.2727272727272727,0.8333333333333334,0.36627906976744184,0.275,0.8953488372093024,0.569521511627907,0.56342,0.07692307692307693,0.16666666666666666,0.2849740932642487,24.64444444444444,0.2565641410352588,31.0,46.0,6.0,8.0,8.0,11.0,2.0,17.0,1.0,3.0,6.0,3.0,22.0,4.0,11.0,8.0,13.0,33.0,64.0,6.0,9.0,7.0,17.0,4.0,37.0,9.0,16.0,11.0,42.0,24.0,12.0,8.0,22.0,6.0,1.0,17.0,4.0,15.0,2.0,11.0,5.0,2.0,49.0,3.0,18.0,2.0,17.0,4.0,12.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,12.0,9.0,3.0,12.0,4.0,0.6363636363636364,0.7241379310344828,0.4117647058823529,0.4583333333333333,0.515625,0.6666666666666666,0.5625,0.6346153846153846,0.6375,0.6607142857142857,0.009259259259259259,0.09375,0.043478260869565216,0.23529411764705882,0.022222222222222223,0.08108108108108109,0.058823529411764705,0.022026431718061675,0.17753623188405798,0.027848101265822784,0.02572347266881029,0.014925373134328358,0.04225352112676056,0.030612244897959183,0.019801980198019802,0.08571428571428572,0.14814814814814814,0.21666666666666667,0.10416666666666667,0.021052631578947368,0.3333333333333333,0.26744186046511625,0.6739130434782609,0.7045454545454546,0.6451612903225806,0.09883720930232558,0.11764705882352941,0.15384615384615385,0.5,0.005813953488372093,0.3492063492063492,0.3492063492063492,0.9090909090909091,0.3076923076923077,0.75,0.16666666666666666,0.23076923076923078,0.5,0.6666666666666666,0.4230769230769231,0.36363636363636365,1.0,0.275,0.7272727272727273,0.2727272727272727,0.325,0.6153846153846154,0.3492063492063492,0.5560166666666667,0.01818181818181818,0.19170984455958548,3.7796874999999996,,,,,,,,,,,,,,,,,,,,,,,True
200757,1610612745,Thabo Sefolosha,Thabo Sefolosha,200757,HOU,13069.0,218,13,467,458,180.0,172.0,56.0,925,6.0,10.0,5.0,13.0,9.0,23.0,3.0,48.0,527,13.0,2.0,18.0,27.0,13.0,12.0,16.0,5.0,44.0,16.0,33.0,44.0,13.0,6.0,4.0,4.0,7.0,12.0,22.0,1.0,3.0,4.0,1.0,1.0,18.0,180.0,3.0,,1.0,0.391304347826087,0.391304347826087,0.5487804878048781,0.5581395348837209,0.45,0.5609756097560976,9.541984732824426,0.5714285714285714,0.1509433962264151,0.14507772020725387,0.1875,0.24390243902439024,0.6,0.6,1.0,0.3170731707317073,0.2631578947368421,0.8536585365853658,0.5501060975609757,0.5297736842105264,0.023809523809523808,0.05263157894736842,0.375,24.86521739130435,0.3854389721627409,9.0,12.0,2.0,3.0,2.0,3.0,,4.0,2.0,,,3.0,3.0,,2.0,1.0,8.0,9.0,18.0,2.0,3.0,,2.0,,4.0,2.0,6.0,4.0,12.0,6.0,,4.0,3.0,4.0,,4.0,7.0,4.0,,5.0,6.0,,12.0,5.0,11.0,1.0,7.0,,3.0,,,1.0,1.0,,2.0,,,,,,,5.0,2.0,3.0,5.0,3.0,0.6666666666666666,0.8571428571428571,,0.3076923076923077,0.5,0.6666666666666666,0.3333333333333333,0.4,0.42105263157894735,0.4,,0.2222222222222222,0.16666666666666666,0.5,,0.3125,,0.08,0.13793103448275862,0.03289473684210526,0.048458149779735685,0.10810810810810811,0.07142857142857142,0.024390243902439025,0.06896551724137931,0.11904761904761904,0.125,0.10909090909090909,0.1875,0.058823529411764705,0.6,0.2926829268292683,0.75,0.9,0.6666666666666666,0.0975609756097561,,,,0.04878048780487805,0.23076923076923078,0.23076923076923078,1.0,0.6,0.6666666666666666,,,,,0.4,,,0.15789473684210525,0.6666666666666666,0.6,0.42105263157894735,0.125,0.23076923076923078,0.6209666666666667,,0.08333333333333333,4.377777777777777,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True
201935,1610612745,James Harden,James Harden,201935,HOU,61140.0,1019,243,2149,2137,562.0,651.0,232.0,4286,2.0,16.0,5.0,360.0,152.0,376.0,324.0,1130.0,2344,109.0,124.0,335.0,57.0,360.0,96.0,208.0,24.0,512.0,66.0,148.0,175.0,51.0,22.0,78.0,44.0,129.0,35.0,94.0,3.0,229.0,366.0,109.0,28.0,325.0,554.0,12.0,22.0,0.125,0.40425531914893614,0.40425531914893614,0.5943952802359882,0.6798780487804879,0.70042194092827,0.5545722713864307,39.39393939393939,0.6046511627906976,0.11379310344827587,0.13097514340344169,0.11020408163265306,0.02359882005899705,0.125,0.13333333333333333,0.5,0.5309734513274337,0.028409090909090908,0.831858407079646,0.5278126843657815,0.5199201704545455,0.18434343434343434,0.2831168831168831,0.29646017699115046,26.721276595744673,0.26151698464402046,121.0,188.0,10.0,14.0,21.0,41.0,49.0,107.0,7.0,1.0,4.0,2.0,150.0,6.0,25.0,45.0,104.0,175.0,302.0,14.0,23.0,7.0,29.0,15.0,64.0,35.0,67.0,47.0,44.0,306.0,399.0,10.0,150.0,31.0,7.0,112.0,72.0,99.0,12.0,15.0,12.0,,71.0,11.0,27.0,15.0,29.0,18.0,51.0,7.0,34.0,2.0,2.0,7.0,42.0,11.0,3.0,3.0,2.0,26.0,37.0,24.0,8.0,16.0,27.0,17.0,0.12571428571428572,0.12941176470588237,0.2413793103448276,0.43119266055045874,0.5794701986754967,0.6086956521739131,0.5223880597014925,0.47115384615384615,0.5994318181818182,0.5333333333333333,0.018617021276595744,0.10264900662251655,0.09574468085106383,0.12149532710280374,0.0625,0.1864406779661017,,0.034383954154727794,0.15236051502145923,0.02304147465437788,0.027,0.03349282296650718,0.04201680672268908,0.0211864406779661,0.027932960893854747,0.07916666666666666,0.21052631578947367,0.13897280966767372,0.18518518518518517,0.049342105263157895,0.6296296296296297,0.27728613569321536,0.6436170212765957,0.711764705882353,0.11570247933884298,0.15781710914454278,0.45794392523364486,0.5212765957446809,0.14285714285714285,0.01032448377581121,0.4166666666666667,0.423728813559322,0.12,0.2692307692307692,0.7142857142857143,0.1,0.07692307692307693,0.25,,0.4807692307692308,0.24,0.5,0.23295454545454544,0.5121951219512195,0.4,0.5909090909090909,0.4326923076923077,0.4166666666666667,0.52663,0.09090909090909091,0.05663716814159292,4.057615894039736,1.0,1.0,5.0,1.0,8.0,6.0,19.0,3.0,3.0,0.016666666666666666,0.7142857142857143,0.7142857142857143,0.2,,,,,,,,,,True
203463,1610612745,Ben McLemore,Ben McLemore,203463,HOU,97169.0,1619,188,3476,3444,942.0,1076.0,354.0,6920,65.0,144.0,36.0,308.0,181.0,452.0,50.0,715.0,3870,112.0,20.0,159.0,525.0,306.0,39.0,58.0,23.0,155.0,58.0,136.0,157.0,45.0,15.0,26.0,20.0,50.0,79.0,155.0,9.0,62.0,67.0,21.0,6.0,159.0,934.0,19.0,5.0,0.9668508287292817,0.4004424778761062,0.4022222222222222,0.6100917431192661,0.6219512195121951,0.5602836879432624,0.8293577981651377,16.10322580645161,0.52,0.06666666666666667,0.08396464646464646,0.06133333333333333,0.26422018348623855,0.4513888888888889,0.45774647887323944,0.9846153846153847,0.5651376146788991,0.27692307692307694,0.9798165137614679,0.5599351576994434,0.5459630952380954,0.045774647887323945,0.1891891891891892,0.22237762237762237,25.445132743362834,0.2710011507479862,58.0,82.0,5.0,5.0,13.0,16.0,3.0,11.0,,6.0,12.0,10.0,116.0,11.0,29.0,27.0,76.0,61.0,93.0,5.0,5.0,17.0,41.0,13.0,74.0,14.0,18.0,37.0,106.0,16.0,18.0,4.0,116.0,14.0,7.0,19.0,16.0,14.0,5.0,14.0,7.0,,75.0,3.0,21.0,8.0,30.0,2.0,24.0,4.0,6.0,1.0,8.0,3.0,13.0,7.0,2.0,9.0,6.0,3.0,5.0,16.0,11.0,5.0,16.0,7.0,0.8688524590163934,0.8983050847457628,0.4146341463414634,0.33035714285714285,0.6559139784946236,1.0,0.7777777777777778,0.6630434782608695,0.5346153846153846,0.7115384615384616,0.015486725663716814,0.15053763440860216,0.12195121951219512,0.36363636363636365,0.013888888888888888,0.0297029702970297,,0.011532125205930808,0.10504201680672269,0.013875123885034688,0.012995049504950494,0.011695906432748537,0.01485148514851485,0.01576872536136662,0.008064516129032258,0.06628242074927954,0.08108108108108109,0.09475806451612903,0.12844036697247707,0.029197080291970802,0.4375,0.15045871559633028,0.7073170731707317,0.8055555555555556,0.8793103448275862,0.02018348623853211,0.2727272727272727,0.42857142857142855,0.6666666666666666,,0.37662337662337664,0.38283828382838286,0.9568965517241379,0.10869565217391304,1.0,0.6,0.2608695652173913,0.5,1.0,0.6304347826086957,0.3793103448275862,0.9090909090909091,0.12307692307692308,0.8125,0.2777777777777778,0.5846153846153846,0.35526315789473684,0.3790849673202614,0.5446631578947368,0.010940919037199124,0.1034965034965035,2.350537634408602,,1.0,,,2.0,,1.0,,,0.016233766233766232,,,,2.0,1.0,,,,,,,,True
203085,1610612745,Austin Rivers,Austin Rivers,203085,HOU,49919.0,832,98,1798,1771,561.0,603.0,174.0,3569,17.0,36.0,10.0,112.0,52.0,148.0,47.0,331.0,2036,49.0,17.0,109.0,114.0,112.0,45.0,69.0,16.0,183.0,35.0,74.0,93.0,28.0,8.0,15.0,10.0,29.0,38.0,68.0,1.0,62.0,64.0,29.0,3.0,109.0,560.0,10.0,2.0,0.7307692307692307,0.35135135135135137,0.35135135135135137,0.5126353790613718,0.5408496732026143,0.5860215053763441,0.5342960288808665,16.83417085427136,0.5172413793103449,0.08101851851851852,0.09499358151476252,0.09547738693467336,0.1299638989169675,0.4722222222222222,0.4722222222222222,0.8823529411764706,0.4043321299638989,0.11904761904761904,0.8808664259927798,0.5390808664259927,0.5362660714285715,0.09900990099009901,0.18831168831168832,0.3293051359516616,25.29797297297297,0.3120133481646274,52.0,96.0,4.0,6.0,20.0,28.0,11.0,31.0,2.0,1.0,4.0,5.0,35.0,3.0,9.0,11.0,39.0,64.0,129.0,5.0,9.0,4.0,13.0,7.0,29.0,22.0,35.0,16.0,28.0,100.0,42.0,2.0,35.0,16.0,,24.0,29.0,18.0,6.0,13.0,6.0,,39.0,,19.0,4.0,20.0,3.0,14.0,5.0,5.0,1.0,4.0,3.0,12.0,1.0,1.0,,9.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,0.21875,0.2222222222222222,0.3076923076923077,0.32653061224489793,0.49612403100775193,0.5555555555555556,0.6285714285714286,0.5,0.5476190476190477,0.5576923076923077,,0.12403100775193798,0.125,0.12903225806451613,,,,0.018633540372670808,0.11239193083573487,0.02480916030534351,0.022458628841607566,0.016216216216216217,0.01904761904761905,0.030732860520094562,,0.03773584905660377,0.13513513513513514,0.11885245901639344,0.0970873786407767,0.027972027972027972,0.3333333333333333,0.34657039711191334,0.5416666666666666,0.6190476190476191,0.25,0.11191335740072202,0.3548387096774194,0.4074074074074074,0.09090909090909091,0.007220216606498195,0.3125,0.3125,0.6571428571428571,0.2727272727272727,0.6666666666666666,,0.18181818181818182,0.25,,0.4090909090909091,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.5,0.4642857142857143,0.28205128205128205,0.3125,0.4801416666666667,0.006711409395973154,0.08761329305135952,3.5426356589147288,,,1.0,,,,1.0,,,,0.5,0.5,,,,0.03125,,,,,,,True
200782,1610612745,P.J. Tucker,P.J. Tucker,200782,HOU,58462.0,974,157,2054,2032,450.0,545.0,208.0,4086,30.0,86.0,14.0,21.0,34.0,107.0,16.0,164.0,2245,16.0,10.0,34.0,102.0,21.0,24.0,42.0,4.0,108.0,71.0,163.0,198.0,34.0,13.0,14.0,10.0,39.0,43.0,93.0,5.0,46.0,20.0,5.0,5.0,32.0,442.0,4.0,4.0,1.0,0.3177570093457944,0.3177570093457944,0.4900662251655629,0.5093167701863354,0.5666666666666667,0.7086092715231788,8.695652173913043,0.358974358974359,0.1286231884057971,0.14242115971515767,0.16872427983539096,0.5695364238410596,0.3488372093023256,0.35294117647058826,1.0,0.1390728476821192,0.5833333333333334,0.9006622516556292,0.5625678807947019,0.5718625,0.03205128205128205,0.10204081632653061,0.2073170731707317,23.740186915887854,0.21908471275559882,17.0,29.0,4.0,6.0,6.0,8.0,5.0,11.0,4.0,2.0,6.0,3.0,4.0,1.0,4.0,1.0,2.0,23.0,44.0,6.0,10.0,3.0,10.0,1.0,22.0,6.0,8.0,4.0,34.0,12.0,,8.0,4.0,2.0,1.0,18.0,20.0,16.0,2.0,28.0,6.0,1.0,69.0,23.0,35.0,3.0,21.0,10.0,25.0,,4.0,3.0,3.0,5.0,6.0,9.0,8.0,6.0,12.0,,,14.0,3.0,9.0,15.0,8.0,0.7391304347826086,0.8947368421052632,0.3,0.25,0.5227272727272727,0.6,0.75,0.525,0.5,0.5238095238095238,0.009345794392523364,0.045454545454545456,0.06896551724137931,,0.011627906976744186,0.42592592592592593,0.018518518518518517,0.016042780748663103,0.16009280742459397,0.048027444253859346,0.035527690700104496,0.019138755980861243,0.016129032258064516,0.048426150121065374,0.047058823529411764,0.07476635514018691,0.14736842105263157,0.14705882352941177,0.192,0.033707865168539325,0.5333333333333333,0.19205298013245034,0.5862068965517241,0.6296296296296297,0.7647058823529411,0.0728476821192053,0.45454545454545453,0.45454545454545453,0.6,0.026490066225165563,0.19047619047619047,0.19047619047619047,1.0,0.3,0.6666666666666666,0.25,0.3,0.3333333333333333,1.0,0.2,0.25,1.0,0.3333333333333333,0.75,0.21428571428571427,0.08333333333333333,0.5,0.19047619047619047,0.55811875,,0.13414634146341464,4.725,,1.0,1.0,,,,,1.0,,,0.25,0.25,1.0,,,,1.0,1.0,2.0,,,,True
201145,1610612745,Jeff Green,Jeff Green,201145,HOU,12841.0,214,-3,471,469,147.0,212.0,36.0,940,6.0,17.0,6.0,30.0,19.0,47.0,15.0,104.0,539,13.0,9.0,42.0,54.0,29.0,16.0,19.0,5.0,54.0,13.0,26.0,29.0,7.0,1.0,5.0,1.0,9.0,13.0,23.0,2.0,12.0,17.0,8.0,1.0,42.0,147.0,3.0,1.0,0.9473684210526315,0.40425531914893614,0.41304347826086957,0.6267605633802817,0.6582278481012658,0.84,0.6619718309859155,17.288801571709236,0.5555555555555556,0.11711711711711711,0.1065989847715736,0.1320754716981132,0.23943661971830985,0.35294117647058826,0.35294117647058826,1.0,0.4225352112676056,0.3,0.9577464788732394,0.5545101449275361,0.5674789473684211,0.10256410256410256,0.25806451612903225,0.40384615384615385,26.040425531914885,0.31210191082802546,15.0,21.0,1.0,1.0,5.0,6.0,1.0,3.0,,,1.0,2.0,13.0,1.0,5.0,5.0,7.0,16.0,24.0,1.0,1.0,1.0,6.0,,5.0,6.0,7.0,7.0,24.0,8.0,3.0,,13.0,2.0,1.0,3.0,11.0,2.0,,2.0,1.0,,8.0,5.0,3.0,,6.0,2.0,4.0,,4.0,,,,3.0,1.0,2.0,,,1.0,,4.0,1.0,3.0,4.0,1.0,0.75,0.75,0.16666666666666666,0.5384615384615384,0.6666666666666666,1.0,0.8571428571428571,0.35714285714285715,0.825,0.35714285714285715,0.02127659574468085,0.08333333333333333,0.09523809523809523,,,0.2631578947368421,,0.015384615384615385,0.09302325581395349,0.012987012987012988,0.0136986301369863,,0.043478260869565216,,0.05714285714285714,0.1111111111111111,0.09090909090909091,0.05357142857142857,0.16666666666666666,,0.25,0.29577464788732394,0.7142857142857143,0.7894736842105263,0.7333333333333333,0.04225352112676056,0.3333333333333333,0.3333333333333333,1.0,,0.43333333333333335,0.4482758620689655,0.9230769230769231,0.14285714285714285,1.0,,0.14285714285714285,,,0.7142857142857143,0.2,1.0,0.3,0.8333333333333334,0.3333333333333333,0.35,0.7142857142857143,0.4482758620689655,0.4596374999999999,,0.04807692307692308,2.3249999999999997,,,,1.0,1.0,,,,,0.03333333333333333,,,,1.0,,,,,,,,,True
1628392,1610612745,Isaiah Hartenstein,Isaiah Hartenstein,1628392,HOU,10690.0,178,24,384,381,116.0,109.0,48.0,765,,,,3.0,,3.0,14.0,76.0,441,1.0,9.0,29.0,,3.0,4.0,12.0,,28.0,17.0,43.0,65.0,8.0,3.0,6.0,5.0,12.0,17.0,27.0,3.0,20.0,21.0,8.0,5.0,29.0,116.0,,5.0,,,,0.6888888888888889,0.7169811320754716,0.6904761904761905,0.06666666666666667,14.908256880733944,0.5,0.19318181818181818,0.23863636363636365,0.2571428571428571,,,,,0.06666666666666667,,0.8222222222222222,0.5758766666666668,0.5931433333333334,0.16666666666666666,0.17777777777777778,0.3815789473684211,25.933333333333334,0.3020833333333333,27.0,34.0,5.0,10.0,10.0,13.0,4.0,8.0,,,,,,,,,1.0,31.0,42.0,5.0,10.0,,,7.0,17.0,10.0,14.0,,54.0,8.0,,8.0,,2.0,,8.0,4.0,8.0,,8.0,13.0,1.0,25.0,1.0,22.0,,5.0,1.0,6.0,,1.0,,1.0,3.0,3.0,2.0,1.0,6.0,1.0,5.0,,7.0,5.0,2.0,7.0,3.0,0.8709677419354839,1.0,,,0.7380952380952381,0.5,0.7142857142857143,0.5,0.6666666666666666,0.5666666666666667,,0.047619047619047616,0.058823529411764705,,,0.0625,0.08333333333333333,0.21666666666666667,0.2840909090909091,0.0784313725490196,0.12962962962962962,0.23333333333333334,0.13636363636363635,0.05747126436781609,0.2,0.17142857142857143,0.1111111111111111,0.2698412698412698,0.32,,0.42857142857142855,0.7555555555555555,0.7941176470588235,0.84375,0.8518518518518519,0.17777777777777778,0.5,0.5,1.0,,,,,1.0,0.5,0.2,,,,,,,0.8666666666666667,0.7692307692307693,,0.06666666666666667,,,0.5665222222222223,,0.2236842105263158,2.3785714285714286,1.0,,,,,,,,,,,,,,2.0,0.375,,,,,,,True
1629598,1610612745,Chris Clemons,Chris Clemons,1629598,HOU,7606.0,127,-13,281,267,102.0,113.0,24.0,548,,1.0,,48.0,18.0,49.0,3.0,79.0,323,20.0,1.0,39.0,30.0,48.0,7.0,19.0,,45.0,6.0,12.0,13.0,5.0,,1.0,1.0,7.0,5.0,9.0,,10.0,4.0,1.0,1.0,39.0,102.0,,1.0,0.5555555555555556,0.3673469387755102,0.3673469387755102,0.5757575757575758,0.5808823529411765,0.75,0.7424242424242424,24.4299674267101,0.14285714285714285,0.1016949152542373,0.09302325581395349,0.13043478260869565,0.015151515151515152,,,,0.7272727272727273,,0.9545454545454546,0.5372712121212121,0.502616,0.014925373134328358,0.05555555555555555,0.4936708860759494,27.010204081632654,0.36298932384341637,11.0,14.0,1.0,1.0,4.0,4.0,,2.0,1.0,,,,18.0,2.0,2.0,10.0,20.0,11.0,17.0,1.0,1.0,2.0,2.0,,8.0,4.0,5.0,10.0,6.0,16.0,24.0,2.0,18.0,,,12.0,7.0,11.0,1.0,,1.0,,6.0,,1.0,1.0,5.0,2.0,6.0,,,2.0,1.0,,4.0,1.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,0.2727272727272727,0.3,1.0,0.5,0.6470588235294118,1.0,0.8,1.3333333333333333,0.76,1.3333333333333333,,,,,,,,0.02631578947368421,0.08571428571428572,,0.008064516129032258,,0.06666666666666667,,,0.038461538461538464,0.2,0.06521739130434782,0.125,0.027777777777777776,1.0,0.21212121212121213,0.7857142857142857,0.7857142857142857,0.2727272727272727,0.030303030303030304,,,,0.015151515151515152,0.375,0.375,0.5555555555555556,0.3333333333333333,1.0,,,,,0.6666666666666666,1.0,1.0,0.16,1.0,,0.8,0.5,0.375,0.6180749999999999,,0.10126582278481013,3.4647058823529413,,,,,,,,,,,,,,,,,,,,,,,True
