EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3Assists,FTOffRebounds,LostBallTurnovers,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,HeaveMakes,OffensiveGoaltends
1626209,1610612757,Mario Hezonja,Mario Hezonja,1626209,POR,13470.0,224,-15,466,465,109,147,49.0,931,8.0,18.0,1.0,3.0,2.0,4.0,2.0,7.0,9.0,1.0,2.0,1.0,1.0,1.0,5.0,15.0,1.0,1.0,2.0,5.0,10.0,34.0,6.0,17.0,13,51,500,1.0,4.0,1.0,2.0,2.0,7.0,2.0,6.0,3.0,6.0,7.0,20,12.0,8.0,18.0,2.0,15.0,5.0,3.0,7.0,4.0,11,4.0,2.0,4.0,1.0,26,4.0,3.0,32.0,25.0,6.0,63,7.0,70,1.0,4.0,1.0,3.0,3.0,1.0,3.0,7.0,1.0,3.0,10.0,1.0,10.0,26.0,1.0,4.0,1.0,16,1.0,2.0,16,7.0,1.0,20,109,3.0,1.0,0.6,0.6666666666666666,1.0,0.35294117647058826,0.5,0.5,0.35294117647058826,0.29411764705882354,0.25,0.3333333333333333,0.37254901960784315,0.4166666666666667,0.5416666666666666,0.4322033898305085,0.5,0.625,0.3333333333333333,0.08823529411764706,0.16666666666666666,13.346228239845262,0.3,0.375,0.1984126984126984,0.02054794520547945,0.25806451612903225,0.046511627906976744,0.228,0.03017241379310345,0.047619047619047616,0.0196078431372549,0.038461538461538464,0.125,0.14285714285714285,0.21739130434782608,0.2916666666666667,0.2708333333333333,0.21428571428571427,0.03125,0.35294117647058826,0.4444444444444444,0.5333333333333333,0.625,0.13725490196078433,0.2857142857142857,0.2857142857142857,0.5,0.17647058823529413,0.0392156862745098,0.5,0.5,1.0,0.29411764705882354,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,0.08333333333333333,1.0,0.4166666666666667,0.4,0.6862745098039216,0.3333333333333333,0.4950490196078431,0.5241916666666667,0.5476375,0.1206896551724138,0.17073170731707318,0.13725490196078433,0.39215686274509803,7.685294117647057,25.53529411764706,0.23390557939914164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627746,1610612757,Skal Labissiere,Skal Labissiere,1627746,POR,34012.0,567,12,1181,1188,296,399,141.0,2369,40.0,63.0,15.0,32.0,13.0,18.0,25.0,48.0,23.0,,2.0,,,,3.0,11.0,,1.0,,3.0,78.0,134.0,3.0,13.0,25,190,1302,17.0,39.0,,1.0,9.0,43.0,21.0,31.0,,3.0,10.0,52,114.0,42.0,9.0,26.0,11.0,3.0,7.0,24.0,18.0,42,13.0,11.0,3.0,10.0,102,20.0,43.0,48.0,50.0,6.0,104,65.0,169,6.0,7.0,5.0,2.0,12.0,1.0,7.0,18.0,2.0,3.0,30.0,5.0,45.0,89.0,1.0,15.0,9.0,34,,3.0,33,13.0,4.0,52,296,11.0,4.0,0.7307692307692307,0.8769230769230769,1.0,0.23076923076923078,,,0.23076923076923078,0.582089552238806,0.4358974358974359,0.6774193548387096,0.5612244897959183,0.425,0.6176470588235294,0.5828220858895705,0.4673913043478261,0.65,0.08843537414965986,0.05223880597014925,0.07936507936507936,14.424514200298953,0.4,0.13636363636363635,0.15432098765432098,0.12609970674486803,0.16666666666666666,0.08583690987124463,0.16013071895424835,0.10975609756097561,0.1388888888888889,0.14166666666666666,0.08673469387755102,0.08108108108108109,0.13548387096774195,0.14953271028037382,0.20967741935483872,0.17727272727272728,0.1323529411764706,0.10526315789473684,0.42857142857142855,0.6349206349206349,0.6896551724137931,0.625,0.32653061224489793,0.5208333333333334,0.5434782608695652,0.84,0.1564625850340136,0.013605442176870748,,,,0.07482993197278912,0.2727272727272727,0.2727272727272727,1.0,0.8,0.46875,,0.025,,,0.5294117647058824,0.7222222222222222,,,0.08823529411764706,,0.5170068027210885,0.2727272727272727,0.5062078231292515,0.56086875,0.5221911764705882,0.08176100628930817,0.08904109589041095,0.22631578947368422,0.2736842105263158,6.570149253731344,25.93076923076923,0.2506350550381033,13.0,5.0,2.0,5.0,1.0,1.0,5.0,1.0,30.0,1.0,1.0,20.0,10.0,31.0,17.0,3.0,2.0,5.0,0.041666666666666664,0.08695652173913043,0.09734513274336283,0.5483870967741935,0.5652173913043478,0.5652173913043478,0.8461538461538461,0.06666666666666667,,,,,,,,,,,,,,,True,,,,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,25566.0,426,-41,891,890,222,298,109.0,1781,19.0,33.0,,1.0,3.0,6.0,11.0,33.0,39.0,3.0,9.0,,,,19.0,58.0,1.0,4.0,4.0,18.0,49.0,105.0,22.0,67.0,24,188,979,2.0,4.0,1.0,4.0,3.0,10.0,7.0,15.0,4.0,18.0,4.0,30,32.0,66.0,36.0,,57.0,19.0,12.0,14.0,16.0,30,8.0,8.0,3.0,3.0,76,7.0,3.0,16.0,28.0,3.0,47,10.0,57,,5.0,4.0,1.0,13.0,,9.0,7.0,,,20.0,7.0,14.0,45.0,,1.0,2.0,30,1.0,1.0,31,15.0,1.0,30,222,5.0,1.0,0.32653061224489793,0.32653061224489793,0.5454545454545454,0.3283582089552239,0.25,0.2222222222222222,0.3333333333333333,0.4666666666666667,0.5,0.4666666666666667,0.47674418604651164,0.4375,0.3939393939393939,0.5026881720430108,0.5,0.42857142857142855,0.38953488372093026,0.11428571428571428,0.24242424242424243,20.396039603960396,0.65,0.08333333333333333,0.11023622047244094,0.011111111111111112,0.07511737089201878,0.03867403314917127,0.09421841541755889,0.022172949002217297,0.012345679012345678,0.009345794392523364,0.03355704697986577,0.0625,0.12195121951219512,0.12345679012345678,0.06,0.07975460122699386,0.06,,0.19186046511627908,0.5757575757575758,0.76,0.42105263157894735,0.19186046511627908,0.3333333333333333,0.3548387096774194,0.2727272727272727,0.22674418604651161,0.05232558139534884,0.3333333333333333,0.3333333333333333,1.0,0.3372093023255814,0.3275862068965517,0.3392857142857143,0.47368421052631576,0.125,,,0.5,0.25,,0.18181818181818182,0.5,,,0.5454545454545454,0.2222222222222222,0.5813953488372093,0.3333333333333333,0.48477134502923985,0.506525,0.5117125,0.08108108108108109,0.1271186440677966,0.05319148936170213,0.1595744680851064,10.128571428571426,25.83283582089552,0.24915824915824916,19.0,8.0,,4.0,3.0,,1.0,2.0,2.0,,,1.0,1.0,2.0,1.0,,,,0.06060606060606061,,0.012195121951219513,0.5,0.48717948717948717,0.5135135135135135,0.2631578947368421,,30.0,1.0,2.0,4.0,1.0,0.029850746268656716,0.05128205128205128,0.034482758620689655,,,,,,,True,,,,,
1629018,1610612757,Gary Trent Jr.,Gary Trent Jr.,1629018,POR,8519.0,142,11,295,287,97,92,41.0,582,2.0,5.0,,,1.0,2.0,,7.0,5.0,1.0,4.0,,,1.0,10.0,29.0,1.0,5.0,3.0,10.0,4.0,17.0,11.0,33.0,2,43,306,,1.0,1.0,5.0,,3.0,2.0,8.0,3.0,11.0,2.0,15,2.0,6.0,30.0,,29.0,10.0,2.0,4.0,3.0,7,1.0,2.0,1.0,1.0,17,2.0,2.0,6.0,10.0,,16,4.0,20,1.0,5.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,,6.0,2.0,6.0,11.0,,2.0,,6,,3.0,2,,1.0,15,97,1.0,1.0,0.25,0.25,0.9090909090909091,0.3333333333333333,0.2,0.2727272727272727,0.3333333333333333,0.23529411764705882,,0.25,0.41,0.25,0.34210526315789475,0.4215686274509804,0.25,0.375,0.66,0.11764705882352941,0.4,16.764705882352942,0.6666666666666666,,0.10309278350515463,0.02247191011235955,0.09090909090909091,0.031746031746031744,0.09815950920245399,0.02631578947368421,,0.027777777777777776,0.03773584905660377,,0.14285714285714285,0.08571428571428572,0.05,0.10714285714285714,,0.03333333333333333,0.1,0.4,0.6666666666666666,,0.14,,,,0.1,0.08,0.25,0.25,1.0,0.58,0.3448275862068966,0.3448275862068966,0.9,,,,0.8333333333333334,0.2,1.0,0.10526315789473684,0.5,0.05263157894736842,,0.5263157894736842,0.3,0.76,0.3448275862068966,0.507614,0.5433375,0.4582921052631578,,,0.06976744186046512,0.3488372093023256,9.829411764705881,25.4,0.3288135593220339,2.0,2.0,,1.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,,0.041666666666666664,,0.4,0.4,0.5,,3.0,,,,,,,,,,,,,,True,,,,,
1629642,1610612757,Nassir Little,Nassir Little,1629642,POR,8006.0,133,-20,282,284,80,132,38.0,566,10.0,17.0,4.0,8.0,4.0,6.0,2.0,3.0,1.0,2.0,8.0,,1.0,3.0,2.0,6.0,1.0,1.0,,3.0,12.0,21.0,4.0,14.0,12,48,324,4.0,9.0,1.0,1.0,4.0,15.0,6.0,9.0,1.0,6.0,6.0,21,16.0,8.0,12.0,6.0,6.0,2.0,3.0,,4.0,4,2.0,,,,12,3.0,6.0,15.0,7.0,3.0,25,10.0,35,,6.0,4.0,2.0,3.0,,3.0,1.0,1.0,,4.0,2.0,12.0,14.0,,1.0,,11,,,15,6.0,2.0,21,80,1.0,2.0,0.6666666666666666,0.8888888888888888,1.0,0.2857142857142857,1.0,0.16666666666666666,0.2857142857142857,0.5714285714285714,0.4444444444444444,0.6666666666666666,0.5142857142857142,0.55,0.5,0.5714285714285714,0.625,0.5833333333333334,0.4,0.14285714285714285,0.11764705882352941,14.241486068111454,0.75,0.21428571428571427,0.11475409836065574,0.07142857142857142,0.2,0.04477611940298507,0.16176470588235295,0.059602649006622516,,0.2,0.05555555555555555,,0.06451612903225806,,0.38461538461538464,0.21818181818181817,0.15,,0.4857142857142857,0.5882352941176471,0.6666666666666666,0.7,0.08571428571428572,0.6666666666666666,1.0,0.5,0.02857142857142857,0.22857142857142856,0.25,0.25,1.0,0.17142857142857143,0.3333333333333333,0.3333333333333333,1.0,0.8,0.5,,0.1,1.0,1.0,0.4,0.6666666666666666,0.2,0.3333333333333333,0.2,,0.8857142857142857,0.3333333333333333,0.5521171428571428,0.5498375,0.5136100000000001,0.15,0.23076923076923078,0.3125,0.4375,2.742857142857143,24.500000000000004,0.28368794326241137,,2.0,1.0,,,,3.0,1.0,4.0,,,3.0,,4.0,3.0,,,,0.3333333333333333,0.125,0.038461538461538464,0.75,,,,0.25,,,,,,,,,1.0,,,,,,True,,,,,
201229,1610612757,Anthony Tolliver,Anthony Tolliver,201229,POR,5152.0,86,-30,181,188,74,77,20.0,369,2.0,3.0,,1.0,1.0,2.0,,,,4.0,7.0,,2.0,3.0,,5.0,,,,1.0,2.0,3.0,4.0,12.0,4,20,229,,1.0,,,2.0,2.0,1.0,2.0,2.0,4.0,3.0,11,4.0,,12.0,,5.0,,,1.0,1.0,2,1.0,1.0,,,5,,3.0,1.0,7.0,3.0,11,3.0,14,,2.0,2.0,,3.0,,3.0,2.0,,2.0,5.0,3.0,2.0,5.0,,1.0,,3,,,5,3.0,,11,74,,,1.0,1.0,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.6666666666666666,,0.5,0.5333333333333333,,0.6666666666666666,0.5882352941176471,0.5,0.7857142857142857,0.8,,,10.837438423645322,0.6,0.6,0.11864406779661017,0.07142857142857142,0.027777777777777776,,0.08421052631578947,0.036585365853658534,0.07142857142857142,0.125,,,0.08333333333333333,0.13636363636363635,0.15384615384615385,,0.2,,0.2,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.4666666666666667,0.5714285714285714,0.5714285714285714,1.0,0.3333333333333333,,,,1.0,,,,,,0.3333333333333333,0.5,0.5,0.6666666666666666,0.16666666666666666,,1.0,,0.5580200000000001,0.3486,0.5545083333333333,0.17647058823529413,0.6,0.1,0.55,2.1999999999999997,24.275000000000002,0.4088397790055249,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,16106.0,268,46,577,578,222,278,65.0,1155,31.0,48.0,1.0,3.0,15.0,22.0,1.0,5.0,15.0,2.0,3.0,,,,28.0,76.0,3.0,3.0,9.0,25.0,39.0,68.0,30.0,79.0,64,232,631,1.0,3.0,3.0,3.0,3.0,14.0,20.0,34.0,9.0,25.0,46.0,113,10.0,68.0,27.0,2.0,75.0,28.0,7.0,31.0,22.0,53,15.0,18.0,9.0,4.0,128,2.0,1.0,13.0,7.0,,20,3.0,23,2.0,7.0,2.0,5.0,14.0,3.0,10.0,9.0,,,23.0,8.0,7.0,18.0,1.0,,2.0,53,,2.0,73,12.0,21.0,113,222,4.0,20.0,0.1282051282051282,0.13157894736842105,0.3,0.379746835443038,1.0,0.36,0.38461538461538464,0.5735294117647058,0.3333333333333333,0.5882352941176471,0.5714285714285714,0.9166666666666666,0.5677966101694916,0.6444444444444445,1.0,0.6726190476190477,0.5374149659863946,0.10294117647058823,0.10416666666666667,31.269349845201237,0.6086956521739131,,0.04666666666666667,0.007518796992481203,0.09420289855072464,0.01818181818181818,0.06944444444444445,0.012345679012345678,,,0.02197802197802198,,0.014925373134328358,0.019230769230769232,0.16129032258064516,0.08571428571428572,0.12121212121212122,0.03076923076923077,0.32653061224489793,0.6458333333333334,0.7209302325581395,0.0967741935483871,0.034013605442176874,0.2,0.3333333333333333,,0.10204081632653061,0.02040816326530612,0.6666666666666666,0.6666666666666666,0.5,0.5170068027210885,0.3684210526315789,0.37333333333333335,0.2857142857142857,0.5,0.3333333333333333,,0.5,1.0,1.0,0.3728813559322034,0.6818181818181818,,,0.423728813559322,0.36,0.8639455782312925,0.37333333333333335,0.518845172413793,0.5216000000000001,0.5008379310344828,0.10062893081761007,0.15789473684210525,0.0603448275862069,0.4870689655172414,5.614705882352942,27.92151898734177,0.3847487001733102,7.0,7.0,,4.0,3.0,,1.0,4.0,2.0,2.0,2.0,,1.0,4.0,2.0,,,,0.4,,0.02564102564102564,0.5,0.4666666666666667,0.4666666666666667,0.2857142857142857,,63.0,1.0,1.0,2.0,,0.012658227848101266,,0.013157894736842105,1.0,4.0,0.04819277108433735,,,,True,,,,,
203145,1610612757,Kent Bazemore,Kent Bazemore,203145,POR,19792.0,330,11,688,699,152,209,80.0,1387,9.0,20.0,,1.0,2.0,3.0,2.0,17.0,18.0,12.0,23.0,5.0,1.0,4.0,11.0,36.0,,,3.0,13.0,17.0,55.0,23.0,59.0,27,130,751,,2.0,3.0,5.0,1.0,10.0,3.0,8.0,4.0,17.0,8.0,26,14.0,20.0,63.0,,33.0,11.0,7.0,19.0,4.0,23,3.0,11.0,6.0,2.0,50,4.0,2.0,29.0,25.0,7.0,61,6.0,67,2.0,15.0,11.0,4.0,10.0,4.0,8.0,9.0,1.0,1.0,19.0,2.0,12.0,33.0,1.0,1.0,2.0,35,1.0,8.0,35,12.0,4.0,26,152,8.0,4.0,0.4117647058823529,0.4117647058823529,0.9130434782608695,0.3898305084745763,0.6,0.23529411764705882,0.4107142857142857,0.3090909090909091,,0.375,0.4517543859649123,0.6428571428571429,0.36,0.5038759689922481,0.625,0.43333333333333335,0.5175438596491229,0.12727272727272726,0.2,18.950064020486558,0.5263157894736842,0.2916666666666667,0.13736263736263737,0.009708737864077669,0.1746987951807229,0.029411764705882353,0.15517241379310345,0.017543859649122806,,0.028169014084507043,0.026785714285714284,0.041666666666666664,0.10227272727272728,0.23636363636363636,0.07692307692307693,0.1721311475409836,0.18181818181818182,0.03225806451612903,0.17543859649122806,0.45,0.5625,0.3333333333333333,0.14912280701754385,0.11764705882352941,0.13333333333333333,0.5,0.15789473684210525,0.20175438596491227,0.5217391304347826,0.5217391304347826,1.0,0.3157894736842105,0.3055555555555556,0.3142857142857143,0.8181818181818182,0.14285714285714285,,0.7142857142857143,,,,0.12,0.6666666666666666,0.16,0.25,0.52,0.23076923076923078,0.6929824561403509,0.3333333333333333,0.511362162162162,0.5232874999999999,0.4952840909090908,0.112,0.1875,0.07692307692307693,0.2,9.13272727272727,26.62203389830508,0.22093023255813954,6.0,1.0,,2.0,2.0,,1.0,3.0,10.0,,,10.0,,10.0,5.0,1.0,,,0.11764705882352941,,,0.5,0.3333333333333333,0.35294117647058826,0.5,,6.0,3.0,1.0,,,0.01694915254237288,0.05555555555555555,0.027777777777777776,,2.0,0.03278688524590164,3.0,0.6,1.0,True,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,20149.0,336,23,687,694,107,174,84.0,1381,25.0,38.0,3.0,6.0,5.0,8.0,21.0,41.0,49.0,4.0,8.0,3.0,,2.0,23.0,68.0,3.0,6.0,4.0,12.0,68.0,128.0,27.0,76.0,19,236,778,4.0,9.0,5.0,9.0,,23.0,10.0,19.0,4.0,14.0,9.0,41,26.0,110.0,39.0,4.0,68.0,23.0,8.0,20.0,20.0,40,13.0,6.0,8.0,6.0,100,2.0,8.0,13.0,21.0,4.0,38,10.0,48,3.0,5.0,3.0,2.0,16.0,,8.0,8.0,2.0,1.0,24.0,4.0,5.0,20.0,,1.0,4.0,19,,,22,8.0,2.0,41,107,1.0,2.0,0.19117647058823528,0.19696969696969696,0.48148148148148145,0.35526315789473684,0.5555555555555556,0.2857142857142857,0.35526315789473684,0.53125,0.4444444444444444,0.5263157894736842,0.5318627450980392,0.6388888888888888,0.48484848484848486,0.5545023696682464,0.6388888888888888,0.5540540540540541,0.37254901960784315,0.0625,0.15789473684210525,29.97448979591837,0.6666666666666666,0.17391304347826086,0.1111111111111111,0.03902439024390244,0.07602339181286549,0.015384615384615385,0.09444444444444444,0.029850746268656716,0.05,0.04285714285714286,0.01818181818181818,,0.1326530612244898,0.07692307692307693,0.11538461538461539,0.06060606060606061,0.1282051282051282,0.0297029702970297,0.18627450980392157,0.6578947368421053,0.78125,0.24,0.20098039215686275,0.5121951219512195,0.5121951219512195,0.19047619047619047,0.24019607843137256,0.0392156862745098,0.5,0.5,0.75,0.3333333333333333,0.3382352941176471,0.3382352941176471,0.43478260869565216,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,1.0,0.24242424242424243,0.625,0.06060606060606061,,0.36363636363636365,0.3333333333333333,0.5588235294117647,0.3382352941176471,0.4938075980392157,0.5640208333333333,0.5076318181818182,0.0430622009569378,0.06060606060606061,0.09745762711864407,0.17372881355932204,10.043750000000003,25.338157894736838,0.15574963609898107,22.0,7.0,,8.0,2.0,1.0,,4.0,8.0,,,5.0,3.0,8.0,6.0,,,,,,0.02666666666666667,0.75,0.4489795918367347,0.46808510638297873,0.13636363636363635,0.3333333333333333,42.0,,,,3.0,,0.04081632653061224,,,1.0,0.012987012987012988,2.0,0.6666666666666666,0.5,True,,,,,
1629658,1610612757,Jaylen Hoard,Jaylen Hoard,1629658,POR,88.0,1,2,3,4,3,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,,,,,,,,,1.0,1,,,,,,,,1.0,,1,,,1.0,,2,,,,,1.0,1,,1,,,,,,,,,,,,,,,,,,1,,,2,,1.0,1,3,,1.0,,,,,,,,,,,,,,0.5,,0.5,,,,33.333333333333336,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
