EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,BadPassTurnovers,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3FGM,PtsUnassisted3s,FTOffRebounds,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Clear Path Fouls,DefensiveGoaltends,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,SecondChanceAtRimPctAssisted,HeaveAttempts,Charge Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,on,Defensive 3 Seconds Violations,BlockedLongMidRange,OffensiveGoaltends,Corner3PctBlocked
1626171,1610612752,Bobby Portis,Bobby Portis,1626171,NYK,11723.0,195,-51,413,411,145.0,166.0,46,824,18.0,30.0,7.0,13.0,8.0,12.0,10.0,22.0,5.0,13.0,1.0,2.0,1.0,1.0,3.0,16.0,1.0,3.0,33.0,65.0,4.0,18.0,9.0,87.0,462,8.0,17.0,1.0,2.0,18.0,15.0,25.0,1.0,4.0,5.0,38.0,32.0,34.0,12.0,14.0,16.0,3.0,5.0,6.0,5.0,11.0,5.0,5.0,1.0,27.0,6.0,12.0,8.0,25.0,7.0,40,18.0,58,2.0,9.0,7.0,2.0,1.0,6.0,1.0,4.0,7.0,1.0,2.0,11.0,17.0,3.0,1.0,11,2.0,12.0,2.0,5.0,2.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,38.0,145.0,2.0,2.0,0.48484848484848486,0.6153846153846154,1.0,0.2222222222222222,0.25,0.2222222222222222,0.5076923076923077,0.47058823529411764,0.6,0.46987951807228917,0.4444444444444444,0.5689655172413793,0.4943181818181818,0.47368421052631576,0.59375,0.21686746987951808,0.07692307692307693,0.16666666666666666,20.042194092827003,0.14285714285714285,0.4117647058823529,0.2604166666666667,0.10256410256410256,0.09302325581395349,0.06521739130434782,0.1813186813186813,0.0861244019138756,0.13725490196078433,0.09375,0.058823529411764705,0.06578947368421052,0.0625,0.3170731707317073,0.1891891891891892,0.2777777777777778,0.08695652173913043,0.11764705882352941,0.05,0.4,0.3614457831325301,0.6,0.72,0.3333333333333333,0.26506024096385544,0.45454545454545453,0.45454545454545453,0.6,0.1566265060240964,0.38461538461538464,0.38461538461538464,0.8,0.024096385542168676,0.5,0.5,1.0,0.1927710843373494,0.1875,0.1875,1.0,0.7222222222222222,0.5384615384615384,0.05555555555555555,0.41379310344827586,0.6666666666666666,0.034482758620689655,1.0,0.10344827586206896,0.5783132530120482,0.1875,0.5026283132530119,0.5576,0.5117224137931033,0.05813953488372093,0.07352941176470588,0.20689655172413793,0.4367816091954023,7.284615384615383,25.644444444444446,0.35108958837772397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628372,1610612752,Dennis Smith Jr.,Dennis Smith Jr.,1628372,NYK,2982.0,50,-39,107,105,42.0,40.0,7,212,,2.0,,,,1.0,,2.0,,6.0,,2.0,,2.0,1.0,4.0,,1.0,,10.0,1.0,6.0,2.0,5.0,137,,,,,,,6.0,,3.0,1.0,1.0,,,3.0,,4.0,1.0,1.0,6.0,2.0,8.0,1.0,4.0,1.0,18.0,,,4.0,2.0,,6,,6,,1.0,1.0,,2.0,1.0,,1.0,3.0,,1.0,3.0,6.0,,,2,,4.0,,1.0,1.0,3.0,1.0,,3.0,4.0,4.0,,1.0,42.0,,1.0,,,1.0,0.16666666666666666,,0.16666666666666666,,,,0.09375,,,0.1388888888888889,,0.05,0.375,0.1,0.5,17.647058823529413,0.6666666666666666,,0.08695652173913043,,0.19047619047619047,,0.13636363636363635,,,,,,,0.08333333333333333,0.125,,0.125,0.4,,1.0,0.125,,,,0.125,,,,0.375,,,,0.125,,,,0.25,0.25,0.3333333333333333,1.0,,,,0.1111111111111111,,0.2222222222222222,,0.1111111111111111,0.5,0.25,0.494059375,,0.4672555555555556,0.058823529411764705,0.09090909090909091,,0.2,13.179999999999998,24.816666666666663,0.3925233644859813,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628422,1610612752,Damyean Dotson,Damyean Dotson,1628422,NYK,5162.0,86,10,177,177,66.0,85.0,22,354,1.0,2.0,,,,,2.0,3.0,2.0,8.0,,4.0,,1.0,8.0,14.0,,4.0,5.0,13.0,8.0,18.0,4.0,38.0,182,,3.0,,,,1.0,4.0,2.0,5.0,1.0,9.0,4.0,6.0,18.0,,14.0,8.0,1.0,2.0,3.0,5.0,1.0,2.0,,13.0,1.0,1.0,8.0,2.0,,10,3.0,13,1.0,2.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,3.0,4.0,,1.0,4,,7.0,1.0,2.0,,,,,,,,,9.0,66.0,,,0.4,0.4,0.75,0.4444444444444444,0.4,0.4444444444444444,0.38461538461538464,,0.25,0.5483870967741935,,0.4444444444444444,0.5757575757575758,,0.45,0.5806451612903226,0.07692307692307693,0.5,17.647058823529413,0.3333333333333333,,0.05555555555555555,0.022222222222222223,0.1951219512195122,0.021739130434782608,0.12987012987012986,0.02197802197802198,0.058823529411764705,,,,0.1,,0.125,,0.125,0.4444444444444444,0.058823529411764705,,0.06451612903225806,0.5,1.0,,0.0967741935483871,0.6666666666666666,0.6666666666666666,0.5,0.25806451612903225,0.25,0.25,0.5,0.12903225806451613,,,,0.45161290322580644,0.5714285714285714,0.5714285714285714,0.75,,,,,,0.1111111111111111,,0.4444444444444444,0.6451612903225806,0.5714285714285714,0.49837903225806457,0.4260333333333333,0.45052222222222227,0.09090909090909091,0.14285714285714285,,0.23684210526315788,13.707692307692307,25.983333333333334,0.3728813559322034,,2.0,,1.0,,,,2.0,6.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628995,1610612752,Kevin Knox II,Kevin Knox II,1628995,NYK,11241.0,187,-50,395,399,144.0,157.0,46,794,6.0,13.0,1.0,2.0,2.0,4.0,4.0,11.0,3.0,6.0,1.0,6.0,,1.0,11.0,30.0,3.0,9.0,13.0,30.0,12.0,36.0,9.0,71.0,445,2.0,4.0,5.0,,10.0,4.0,8.0,4.0,10.0,1.0,21.0,10.0,16.0,33.0,,30.0,11.0,4.0,3.0,4.0,7.0,4.0,1.0,1.0,18.0,1.0,2.0,12.0,6.0,6.0,24,3.0,27,1.0,3.0,3.0,,5.0,,3.0,,5.0,,1.0,7.0,13.0,2.0,,15,1.0,20.0,1.0,9.0,1.0,5.0,,,5.0,5.0,2.0,,21.0,144.0,,1.0,0.38461538461538464,0.38461538461538464,0.9166666666666666,0.3333333333333333,0.4,0.3333333333333333,0.43333333333333335,0.5,0.5,0.4696969696969697,0.5555555555555556,0.5555555555555556,0.4666666666666667,0.5555555555555556,0.525,0.5454545454545454,0.13333333333333333,0.15384615384615385,17.582417582417584,1.0,0.2727272727272727,0.07058823529411765,0.017094017094017096,0.14457831325301204,0.011627906976744186,0.10714285714285714,0.014778325123152709,,0.03125,0.02631578947368421,0.014084507042253521,,0.024390243902439025,0.12903225806451613,0.07692307692307693,0.11940298507462686,0.25,0.02702702702702703,0.4,0.19696969696969696,0.46153846153846156,0.5454545454545454,0.5,0.16666666666666666,0.36363636363636365,0.4444444444444444,0.25,0.09090909090909091,0.5,0.5,0.3333333333333333,0.09090909090909091,0.16666666666666666,0.16666666666666666,1.0,0.45454545454545453,0.36666666666666664,0.36666666666666664,0.9090909090909091,0.2222222222222222,0.5,0.3333333333333333,0.2222222222222222,0.5,0.05555555555555555,,0.5,0.7424242424242424,0.36666666666666664,0.5101848484848486,0.522,0.5285888888888889,0.12162162162162163,0.23684210526315788,0.14084507042253522,0.29577464788732394,7.873333333333334,25.566666666666666,0.36455696202531646,,,1.0,2.0,,,,4.0,3.0,,1.0,1.0,,,0.4444444444444444,,1.0,2.0,1.0,2.0,0.4,0.18181818181818182,0.2222222222222222,0.5,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,True,,,,
1629019,1610612752,Allonzo Trier,Allonzo Trier,1629019,NYK,17443.0,291,-71,605,608,216.0,247.0,68,1213,15.0,24.0,1.0,2.0,9.0,12.0,3.0,8.0,14.0,21.0,3.0,7.0,,2.0,16.0,46.0,9.0,13.0,32.0,53.0,19.0,53.0,34.0,155.0,689,1.0,3.0,9.0,1.0,12.0,18.0,25.0,6.0,15.0,22.0,76.0,18.0,46.0,45.0,,46.0,16.0,7.0,14.0,14.0,28.0,13.0,7.0,3.0,70.0,3.0,3.0,12.0,10.0,1.0,23,6.0,29,,3.0,2.0,1.0,12.0,10.0,3.0,1.0,22.0,,10.0,10.0,29.0,,4.0,28,,43.0,,11.0,7.0,4.0,,,4.0,4.0,3.0,,76.0,216.0,3.0,7.0,0.28125,0.28125,0.7894736842105263,0.3584905660377358,0.4,0.3584905660377358,0.6037735849056604,0.3333333333333333,0.72,0.5707547169811321,0.4583333333333333,0.675,0.6150793650793651,0.46153846153846156,0.7037037037037037,0.5,0.1320754716981132,0.20833333333333334,21.38728323699422,0.5454545454545454,0.038461538461538464,0.07142857142857142,0.017857142857142856,0.0967741935483871,0.023255813953488372,0.08333333333333333,0.020202020202020204,0.028985507246376812,0.02040816326530612,,0.02830188679245283,,0.07936507936507936,0.0392156862745098,0.11538461538461539,0.09900990099009901,0.08695652173913043,,0.75,0.22641509433962265,0.625,0.7894736842105263,0.5333333333333333,0.07547169811320754,0.375,0.42857142857142855,,0.19811320754716982,0.6666666666666666,0.7,0.07142857142857142,0.0660377358490566,0.42857142857142855,0.42857142857142855,1.0,0.4339622641509434,0.34782608695652173,0.34782608695652173,0.75,0.16666666666666666,0.5,0.75,0.3,0.75,0.05,,0.325,0.7264150943396226,0.34782608695652173,0.5204466981132075,0.5658937500000001,0.5062512499999999,0.1092436974789916,0.171875,0.07741935483870968,0.49032258064516127,9.375471698113207,25.624528301886784,0.35702479338842974,,1.0,4.0,9.0,,,,6.0,12.0,,2.0,1.0,2.0,,0.46153846153846156,0.03636363636363636,,,3.0,3.0,0.3333333333333333,0.125,,,,0.3333333333333333,1.0,3.0,1.0,2.0,1.0,0.047619047619047616,,,,,,,,True,,,,
203944,1610612752,Julius Randle,Julius Randle,203944,NYK,5681.0,95,-37,196,194,38.0,61.0,24,390,9.0,18.0,3.0,7.0,2.0,6.0,5.0,12.0,3.0,9.0,,1.0,,,,11.0,2.0,1.0,17.0,39.0,,12.0,13.0,47.0,222,4.0,9.0,2.0,3.0,11.0,3.0,7.0,,1.0,5.0,11.0,12.0,22.0,,4.0,11.0,,5.0,3.0,5.0,8.0,1.0,2.0,,21.0,3.0,7.0,5.0,8.0,,13,10.0,23,4.0,,,,7.0,4.0,4.0,1.0,11.0,1.0,1.0,3.0,9.0,1.0,1.0,13,,19.0,3.0,11.0,,1.0,,,1.0,1.0,,,11.0,38.0,1.0,,0.35294117647058826,0.4,,,,,0.4358974358974359,0.4444444444444444,0.42857142857142855,0.3333333333333333,0.36363636363636365,0.375,0.3983050847457627,0.4230769230769231,0.55,0.23529411764705882,0.1282051282051282,0.16666666666666666,30.56768558951965,0.6363636363636364,,0.1568627450980392,0.12727272727272726,0.1282051282051282,0.06382978723404255,0.14444444444444443,0.09803921568627451,0.13043478260869565,0.16666666666666666,0.07142857142857142,0.05128205128205128,0.125,0.16666666666666666,,0.4,0.15625,,0.14285714285714285,,0.35294117647058826,0.5,0.6,0.4444444444444444,0.23529411764705882,0.4166666666666667,0.5,0.2,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0196078431372549,,,,0.21568627450980393,,,,0.6363636363636364,0.42857142857142855,0.18181818181818182,0.75,0.3333333333333333,,,0.125,0.5882352941176471,,0.49170980392156877,0.4886937499999999,0.4862125,0.1864406779661017,0.23404255319148937,0.23404255319148937,0.23404255319148937,7.2051282051282035,25.36666666666667,0.19387755102040816,,4.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,2.0,,,,,,,True,,,,
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,7082.0,118,-14,240,244,100.0,94.0,24,484,17.0,23.0,3.0,8.0,5.0,8.0,,,,,,,,,,,,,17.0,23.0,,,7.0,41.0,271,3.0,8.0,,3.0,9.0,5.0,8.0,,,2.0,12.0,28.0,6.0,,6.0,,,1.0,1.0,2.0,3.0,2.0,1.0,,8.0,7.0,6.0,10.0,14.0,1.0,25,14.0,39,1.0,7.0,6.0,1.0,2.0,,2.0,,2.0,,1.0,10.0,15.0,,,14,1.0,15.0,3.0,9.0,,11.0,1.0,1.0,7.0,12.0,7.0,,12.0,100.0,2.0,,0.8235294117647058,1.0,,,,,0.7391304347826086,0.375,0.625,0.7391304347826086,0.375,0.625,0.7068965517241379,0.375,0.6,,0.043478260869565216,0.043478260869565216,11.481481481481481,1.0,0.1111111111111111,0.2222222222222222,0.0967741935483871,0.19230769230769232,0.16279069767441862,0.20869565217391303,0.12380952380952381,0.12903225806451613,0.05263157894736842,0.08333333333333333,0.17142857142857143,0.125,0.125,0.37037037037037035,0.08333333333333333,0.19047619047619047,0.2,0.3333333333333333,0.5833333333333334,1.0,0.7391304347826086,0.7727272727272727,0.8235294117647058,,,,,,,,,,,,,,,,,1.0,0.375,,1.0,0.625,,,,1.0,,0.6117260869565218,0.5890500000000001,0.6288625,0.3103448275862069,0.3103448275862069,0.21951219512195122,0.2926829268292683,1.5347826086956524,,0.4166666666666667,,,,,,,,,,1.0,,,,0.1111111111111111,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,True,,,,
1629628,1610612752,RJ Barrett,RJ Barrett,1629628,NYK,6229.0,104,-56,224,225,86.0,107.0,30,449,10.0,24.0,2.0,3.0,5.0,10.0,1.0,8.0,2.0,7.0,1.0,4.0,,2.0,3.0,7.0,1.0,3.0,13.0,39.0,4.0,11.0,8.0,46.0,273,2.0,4.0,1.0,,4.0,6.0,15.0,1.0,5.0,3.0,18.0,10.0,16.0,12.0,2.0,7.0,3.0,7.0,7.0,4.0,11.0,4.0,7.0,,26.0,1.0,2.0,8.0,6.0,2.0,16,3.0,19,2.0,6.0,6.0,,10.0,1.0,7.0,1.0,11.0,,3.0,5.0,7.0,1.0,,9,,13.0,1.0,7.0,,2.0,,,1.0,2.0,1.0,,18.0,86.0,,,0.38461538461538464,0.4166666666666667,1.0,0.36363636363636365,0.2,0.36363636363636365,0.3333333333333333,0.5,0.4,0.38,0.4,0.375,0.4107142857142857,0.4,0.391304347826087,0.22,0.1794871794871795,0.25,26.171875,0.9090909090909091,0.16666666666666666,0.1276595744680851,0.03278688524590164,0.22857142857142856,0.0196078431372549,0.17073170731707318,0.026785714285714284,0.03571428571428571,0.05263157894736842,,0.024390243902439025,,0.043478260869565216,0.36363636363636365,0.07692307692307693,0.2413793103448276,0.16666666666666666,0.07692307692307693,0.5,0.48,0.4166666666666667,0.5555555555555556,0.3,0.16,0.125,0.14285714285714285,1.0,0.14,0.2857142857142857,0.2857142857142857,0.5,0.08,0.25,0.25,1.0,0.14,0.42857142857142855,0.42857142857142855,1.0,0.6,0.6666666666666666,0.2,0.5,0.5,0.1,,0.15,0.7,0.42857142857142855,0.535941,0.5481,0.5495075,0.125,0.15555555555555556,0.08695652173913043,0.391304347826087,5.407692307692308,24.845454545454547,0.38392857142857145,,,,3.0,,,,1.0,,,1.0,,,,0.3333333333333333,,,,,,,0.125,,,,,,,,,,,,1.0,0.5,,,,,True,,,,
201959,1610612752,Taj Gibson,Taj Gibson,201959,NYK,2528.0,42,-26,89,89,34.0,42.0,9,178,2.0,4.0,,2.0,,,,,1.0,2.0,,1.0,,1.0,,1.0,,,3.0,6.0,,2.0,2.0,8.0,118,,2.0,,,,,1.0,,1.0,,,6.0,,,,1.0,,,,4.0,4.0,2.0,,,12.0,3.0,4.0,6.0,4.0,2.0,12,7.0,19,1.0,,,,1.0,1.0,,1.0,2.0,1.0,1.0,4.0,6.0,1.0,,5,,3.0,1.0,2.0,,,,,,,,,,34.0,2.0,,1.0,1.0,,,,,0.5,,,0.375,,,0.4444444444444444,,,0.25,,,11.0,0.5,0.3333333333333333,0.4444444444444444,0.14285714285714285,0.2857142857142857,0.2,0.3333333333333333,0.16279069767441862,0.5,0.14285714285714285,0.058823529411764705,0.09090909090909091,0.5,0.4,0.6666666666666666,,0.29411764705882354,0.25,0.25,,0.5,0.5,0.5,1.0,,,,,0.25,0.5,0.5,1.0,0.125,,,,0.125,,,,1.0,,,,,0.5,,,0.75,,0.568275,0.61395,0.506325,0.2222222222222222,0.2857142857142857,,,6.3,24.450000000000003,0.38202247191011235,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,
202694,1610612752,Marcus Morris Sr.,Marcus Morris Sr.,202694,NYK,4175.0,70,-3,143,145,39.0,44.0,16,288,4.0,5.0,2.0,3.0,1.0,2.0,3.0,6.0,2.0,7.0,2.0,3.0,1.0,1.0,4.0,12.0,,3.0,9.0,18.0,6.0,15.0,10.0,46.0,155,2.0,3.0,,2.0,6.0,2.0,4.0,1.0,4.0,6.0,13.0,8.0,10.0,15.0,2.0,10.0,4.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,1.0,1.0,8.0,5.0,1.0,14,3.0,17,,1.0,1.0,,1.0,4.0,,,5.0,,1.0,4.0,11.0,,2.0,9,1.0,11.0,3.0,5.0,1.0,1.0,,,,1.0,,,13.0,39.0,,1.0,0.4444444444444444,0.5,0.8333333333333334,0.4,0.25,0.46153846153846156,0.5,0.6666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.4375,0.625,0.75,0.5909090909090909,0.45454545454545453,0.05555555555555555,,25.30864197530864,0.2,0.25,0.13157894736842105,0.022727272727272728,0.26666666666666666,0.043478260869565216,0.19117647058823528,0.029850746268656716,,0.06666666666666667,,0.047619047619047616,,0.15789473684210525,,0.2,0.32,,,,0.15151515151515152,0.8,0.8,0.75,0.18181818181818182,0.5,0.6,,0.21212121212121213,0.2857142857142857,0.2857142857142857,0.5,0.09090909090909091,0.6666666666666666,0.6666666666666666,1.0,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.75,1.0,0.6666666666666666,,0.25,0.5,0.125,1.0,0.375,0.6060606060606061,0.4,0.5027967741935483,0.6578333333333334,0.5334166666666665,0.17142857142857143,0.25,0.13043478260869565,0.2826086956521739,10.916666666666664,28.586666666666666,0.2727272727272727,,,,1.0,,,,,3.0,1.0,,1.0,1.0,0.16666666666666666,,0.06666666666666667,,,,,,0.16666666666666666,,,,,,,,,,,,1.0,0.5,2.0,1.0,1.0,1.0,True,,,,
