EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Defensive 3 Seconds Violations,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,LiveBallTurnovers,LostBallTurnovers,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,BadPassTurnovers,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,PenaltyFg3Pct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,OffThreePtRebounds,Loose Ball Fouls Drawn,Offensive Fouls Drawn,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,FTDefRebounds,DefFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Charge Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,FTOffRebounds,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,HeaveMakes,OffensiveGoaltends,Clear Path Fouls
101133,1610612764,Ian Mahinmi,Ian Mahinmi,101133,WAS,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627780,1610612764,Gary Payton II,Gary Payton II,1627780,WAS,1468.0,,24.0,10.0,49.0,47.0,14.0,6.0,8.0,96.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,45.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,6.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,14.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.4,12.06896551724138,0.1111111111111111,0.0625,0.2727272727272727,0.2,0.041666666666666664,0.16666666666666666,0.3333333333333333,0.375,0.3333333333333333,0.4,0.5,0.5,1.0,0.2,0.2,1.0,1.0,1.0,0.2,0.8,0.48244,4.766666666666667,25.15,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628972,1610612764,Troy Brown Jr.,Troy Brown Jr.,1628972,WAS,2093.0,,35.0,17.0,68.0,66.0,35.0,26.0,7.0,134.0,5.0,7.0,4.0,,1.0,1.0,7.0,16.0,,2.0,19.0,59.0,6.0,,1.0,5.0,10.0,4.0,,25.0,1.0,4.0,3.0,7.0,1.0,8.0,,2.0,2.0,,1.0,,,2.0,,,,1.0,35.0,0.42857142857142855,0.42857142857142855,,,,0.4375,0.3888888888888889,0.45,0.1111111111111111,28.94736842105263,0.23076923076923078,0.05,0.23529411764705882,0.23333333333333334,0.03125,,0.3333333333333333,0.16666666666666666,,0.3888888888888889,0.7142857142857143,0.8333333333333334,0.6,0.2222222222222222,0.05555555555555555,,,,0.05555555555555555,0.5,0.4554222222222222,9.424999999999999,27.15,0.5147058823529411,2.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,4.0,12.0,8.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,12.0,1.0,1.0,0.6666666666666666,1.0,0.5714285714285714,1.0,0.6666666666666666,0.0625,0.14285714285714285,0.5,0.14285714285714285,0.3333333333333333,0.4,0.2777777777777778,0.4,0.4,0.2857142857142857,1.0,0.14285714285714285,0.4057,0.41421428571428576,0.05263157894736842,0.058823529411764705,0.15789473684210525,0.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629620,1610612764,Justin Robinson,Justin Robinson,1629620,WAS,2921.0,,49.0,31.0,100.0,96.0,35.0,28.0,10.0,196.0,,,1.0,,,5.0,2.0,7.0,3.0,5.0,13.0,81.0,2.0,9.0,5.0,4.0,7.0,3.0,1.0,17.0,1.0,2.0,2.0,4.0,1.0,5.0,,,,,,,,3.0,,,1.0,2.0,35.0,0.5,0.5,1.0,0.6,0.6,0.2857142857142857,0.5416666666666666,0.5416666666666666,0.4166666666666667,13.392857142857142,0.10526315789473684,0.03571428571428571,0.09523809523809523,0.1,0.022222222222222223,0.1111111111111111,0.16666666666666666,0.125,,,,,,0.08333333333333333,,,,,0.4166666666666667,0.4166666666666667,0.44933333333333336,16.685714285714287,25.5,0.35,,,1.0,6.0,3.0,,,,,,1.0,2.0,3.0,,5.0,2.0,,3.0,2.0,1.0,,3.0,1.0,,1.0,,,,,5.0,,,0.5,,0.5,,0.5,,,1.0,,,,0.5,0.16666666666666666,0.16666666666666666,,,0.6,,0.46446000000000004,,,,0.38461538461538464,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,0.6,0.6,1.0,0.3333333333333333,0.6,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,252.0,,4.0,-4.0,7.0,7.0,6.0,1.0,3.0,14.0,1.0,3.0,,,,1.0,1.0,4.0,,1.0,3.0,12.0,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,6.0,1.0,1.0,,,,0.25,0.2,0.25,0.2,63.63636363636363,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.2,0.8,0.57027,5.45,25.9,0.8571428571428571,1.0,3.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,1.0,1.0,2.0,,,1.0,3.0,1.0,,0.3333333333333333,,0.25,0.25,0.3,,,,,,,0.2,,,0.75,0.3333333333333333,0.25,0.5928,0.6062625,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628394,1610612764,Anzejs Pasecniks,Anzejs Pasecniks,1628394,WAS,1412.0,,24.0,11.0,46.0,45.0,21.0,8.0,6.0,91.0,2.0,3.0,6.0,,,,6.0,9.0,,,14.0,40.0,10.0,,,,1.0,,,3.0,1.0,,1.0,1.0,2.0,3.0,,,,,,,,,,,1.0,1.0,21.0,0.8333333333333334,0.8333333333333334,,,,0.6666666666666666,0.6666666666666666,0.6363636363636364,,20.754716981132074,0.1,0.0625,,0.045454545454545456,0.08333333333333333,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,0.3333333333333333,0.48314444444444443,7.1,,0.45652173913043476,,,,,,2.0,2.0,3.0,1.0,5.0,1.0,2.0,,2.0,4.0,2.0,,1.0,1.0,,,,,,4.0,4.0,,1.0,1.0,4.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.625,0.5,,,,,0.2,,,,,,,,0.47325,0.39170000000000005,0.1,0.1,0.35714285714285715,0.2857142857142857,4.0,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,2.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.125,0.2,0.16666666666666666,0.75,0.5,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629140,1610612764,Johnathan Williams,Johnathan Williams,1629140,WAS,564.0,,9.0,-3.0,20.0,19.0,,,3.0,39.0,,,1.0,,,,2.0,2.0,,,4.0,19.0,2.0,,,,1.0,,,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,0.5,0.5,,,,1.0,1.0,1.0,,8.695652173913043,,,0.2,0.1111111111111111,,,,0.3333333333333333,,,,,,0.5,,,,,,,0.40545,12.350000000000001,,,,,1.0,1.0,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629726,1610612764,Garrison Mathews,Garrison Mathews,1629726,WAS,948.0,,16.0,15.0,33.0,32.0,8.0,6.0,3.0,65.0,,,,,1.0,5.0,,,3.0,6.0,10.0,26.0,,9.0,5.0,1.0,3.0,1.0,,8.0,1.0,,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,,,2.0,,,,,8.0,,,1.0,0.5,0.5,,0.75,0.75,1.0,22.22222222222222,0.16666666666666666,0.14285714285714285,,0.07692307692307693,0.07692307692307693,,,,,,,,,,0.16666666666666666,,,,0.8333333333333334,1.0,0.545525,,26.116666666666664,0.24242424242424243,,,,,1.0,1.0,,,,,,,1.0,,3.0,,,2.0,1.0,1.0,,,,,,1.0,1.0,,,3.0,,,,,1.5,,1.5,,,,,0.3333333333333333,,,,,,,1.0,,0.5769,,,,0.3,,3.0,1.0,1.0,3.0,,,,,,1.0,,,,,0.6,0.6,1.0,1.0,0.6,,,,,,,,0.3333333333333333,,,,,2.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629678,1610612764,Admiral Schofield,Admiral Schofield,1629678,WAS,1767.0,,29.0,17.0,62.0,59.0,21.0,22.0,4.0,121.0,,2.0,2.0,1.0,1.0,4.0,2.0,5.0,3.0,5.0,15.0,49.0,2.0,9.0,4.0,1.0,1.0,,,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,21.0,0.5,0.5,1.0,0.6,0.6,0.4,0.65,0.6818181818181818,0.5,16.417910447761194,0.07692307692307693,0.058823529411764705,,0.041666666666666664,0.037037037037037035,,,,0.2,0.2,,,,0.2,0.1,1.0,1.0,1.0,0.4,0.7,0.531485,7.12,25.14,0.3387096774193548,,,1.0,1.0,3.0,2.0,,1.0,,,,,3.0,,3.0,2.0,,,,,1.0,,,,2.0,2.0,,1.0,,3.0,,,,,0.5,,0.5,,,,,0.2,,0.1,1.0,1.0,,,1.0,0.5796,0.5204,0.09090909090909091,0.16666666666666666,,0.2,1.0,2.0,1.0,1.0,2.0,,,,,,0.3333333333333333,,0.5,0.5,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,,,,1.0,,0.25,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629067,1610612764,Isaac Bonga,Isaac Bonga,1629067,WAS,1404.0,,23.0,25.0,50.0,46.0,21.0,22.0,2.0,96.0,,1.0,2.0,,,2.0,1.0,3.0,1.0,2.0,10.0,32.0,,3.0,2.0,1.0,1.0,,,2.0,,1.0,2.0,3.0,1.0,4.0,,2.0,1.0,1.0,,,,1.0,,,1.0,1.0,21.0,,,1.0,0.5,0.5,0.3333333333333333,0.5,0.625,0.4,16.9811320754717,0.25,,0.1,0.16666666666666666,0.05,,0.5,,,0.2,,,,0.4,,,,,0.4,0.6,0.45788,6.833333333333333,26.2,0.42,,,,,2.0,5.0,1.0,2.0,,2.0,,,2.0,2.0,5.0,2.0,,,,,1.0,1.0,,,3.0,6.0,,2.0,1.0,5.0,1.0,0.5,,0.5,0.75,0.5,0.8333333333333334,,,1.0,,0.25,0.5,,,,,,1.0,0.3844,0.5125500000000001,0.2857142857142857,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,,0.5,0.5,,0.5,0.5,1.0,0.5,0.5,,,,1.0,,,0.1111111111111111,,0.1111111111111111,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
