EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,PenaltyCorner3Frequency,PenaltyArc3Frequency,Corner3Assists,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,PtsPutbacks,LostBallTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,OffensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,HeaveAttempts,Fg3aBlocked,LostBallSteals,LostBallOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,3SecondViolations,HeaveMakes
1627736,1610612743,Malik Beasley,Malik Beasley,1627736,DEN,2260.0,38.0,-20.0,83.0,83,25.0,46.0,12.0,166,6.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,7.0,1.0,1.0,9.0,12.0,3.0,8.0,6.0,33.0,103.0,2.0,3.0,1.0,1.0,7.0,2.0,3.0,2.0,6.0,6.0,12.0,9.0,7.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,6.0,3.0,6.0,25.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.375,1.0,0.375,0.75,0.6666666666666666,0.6666666666666666,0.675,0.875,0.6666666666666666,0.717391304347826,0.875,0.75,0.4,24.742268041237114,0.125,0.0714285714285714,0.0769230769230769,0.0285714285714285,0.0909090909090909,0.25,0.1428571428571428,0.35,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.1,1.0,1.0,0.15,0.3333333333333333,0.3333333333333333,1.0,0.05,0.35,0.4285714285714285,0.4285714285714285,1.0,0.5,1.0,0.25,1.0,1.0,0.3333333333333333,1.0,0.75,0.4285714285714285,0.5229475,0.5074833333333333,0.4477333333333333,0.1304347826086956,0.2,0.2121212121212121,0.1818181818181818,6.75,24.550000000000004,0.3012048192771084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627823,1610612743,Juancho Hernangomez,Juancho Hernangomez,1627823,DEN,2013.0,34.0,-23.0,73.0,72,23.0,40.0,11.0,145,,2.0,,2.0,,,,,,,3.0,,1.0,,,,2.0,,4.0,,,92.0,,2.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,2.0,1.0,2.0,6.0,2.0,8.0,1.0,2.0,,3.0,,2.0,3.0,,1.0,,,,23.0,,,,,,,,,,,,,,,,,0.6666666666666666,10.344827586206897,0.1538461538461538,0.0714285714285714,0.2083333333333333,0.0588235294117647,0.1,0.3333333333333333,0.2,0.3333333333333333,,,,,,,,,,,0.5,0.1666666666666666,,,,1.0,,,,,,,1.0,,0.5573,0.5892,0.5267999999999999,,,,,1.4,24.1,0.3150684931506849,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.2,0.05,0.2727272727272727,0.1,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,1480.0,25.0,-7.0,55.0,55,11.0,23.0,9.0,110,1.0,4.0,,1.0,,1.0,2.0,4.0,1.0,3.0,,,2.0,,,4.0,11.0,,2.0,1.0,9.0,62.0,,1.0,,,,2.0,4.0,1.0,5.0,4.0,4.0,,2.0,,2.0,2.0,4.0,1.0,2.0,,10.0,1.0,1.0,3.0,3.0,6.0,1.0,,,2.0,,1.0,3.0,1.0,1.0,2.0,1.0,5.0,11.0,1.0,0.5,0.5,,,,,0.3636363636363636,,0.5,0.3076923076923077,,0.5,0.3214285714285714,,0.5,0.1538461538461538,24.24242424242424,0.0833333333333333,0.1,0.1666666666666666,0.1153846153846153,0.125,,0.125,0.3076923076923077,0.25,0.3333333333333333,1.0,0.3076923076923077,0.5,0.5,0.2307692307692307,0.3333333333333333,0.3333333333333333,,,0.1538461538461538,,,,1.0,,,,,0.25,,0.4615384615384615,,0.4921807692307692,0.5343,0.4059,0.0714285714285714,0.0833333333333333,,0.5555555555555556,7.454545454545454,25.15,0.2,,,,1.0,,2.0,2.0,,1.0,1.0,2.0,,2.0,,,0.0909090909090909,0.25,1.0,,0.125,0.3333333333333333,,0.3333333333333333,,,1.0,0.5,0.1666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,1489.0,25.0,-8.0,54.0,54,24.0,40.0,4.0,108,3.0,4.0,,,2.0,2.0,3.0,7.0,,,,,3.0,,,6.0,11.0,,3.0,,12.0,66.0,,,,,,4.0,5.0,,8.0,,12.0,,3.0,,6.0,,6.0,,3.0,,12.0,,,,,,,,,,,,1.0,,1.0,,,8.0,24.0,,,,,,,,0.5454545454545454,,0.8,0.4285714285714285,,0.5,0.4285714285714285,,0.5,0.2142857142857142,24.13793103448276,,,,,,,,0.2857142857142857,0.75,1.0,,0.5,0.4285714285714285,0.4285714285714285,,,,,,0.2142857142857142,,,,,,,,,0.25,1.0,0.5,,0.4981428571428571,,0.5272249999999999,,,,0.6666666666666666,5.699999999999999,25.0,0.4444444444444444,,3.0,3.0,1.0,3.0,,,,3.0,3.0,,,,,,0.0909090909090909,0.25,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629020,1610612743,Jarred Vanderbilt,Jarred Vanderbilt,1629020,DEN,2486.0,41.0,-17.0,91.0,91,29.0,54.0,12.0,182,5.0,7.0,2.0,3.0,3.0,3.0,,,,,,,,,,5.0,7.0,,,,10.0,110.0,2.0,3.0,,,4.0,3.0,3.0,,6.0,6.0,4.0,,,,,2.0,2.0,2.0,,,6.0,,2.0,5.0,3.0,8.0,1.0,3.0,1.0,7.0,2.0,3.0,6.0,1.0,,,,6.0,29.0,1.0,0.6,0.75,,,,,0.7142857142857143,0.6666666666666666,1.0,0.7142857142857143,0.6666666666666666,1.0,0.7142857142857143,0.6666666666666666,1.0,,13.333333333333332,0.125,,0.1428571428571428,0.0789473684210526,,,0.5,1.0,0.7142857142857143,0.7142857142857143,0.6,,,,,,,,,,,,,1.0,0.6666666666666666,,,,1.0,1.0,1.0,,0.6400428571428572,0.5198,0.6652666666666667,,,0.4,0.6,1.2714285714285716,,0.3186813186813186,,,,,,3.0,2.0,1.0,3.0,3.0,4.0,,3.0,1.0,,,,0.5714285714285714,0.1666666666666666,0.1363636363636363,0.1666666666666666,0.2,0.2,,,,,0.2857142857142857,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628427,1610612743,Vlatko Cancar,Vlatko Cancar,1628427,DEN,735.0,12.0,9.0,27.0,28,10.0,27.0,2.0,55,2.0,3.0,,,,,,,,,,1.0,1.0,,,2.0,3.0,1.0,1.0,,7.0,27.0,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,,,2.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,10.0,,0.5,0.5,1.0,1.0,,1.0,0.6666666666666666,,,0.875,,,0.875,,,0.25,17.24137931034483,,,0.1666666666666666,,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,0.25,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.58385,,,,,,,1.6,25.8,0.3703703703703703,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628470,1610612743,Torrey Craig,Torrey Craig,1628470,DEN,359.0,6.0,-13.0,14.0,15,5.0,9.0,,29,,,,,,,2.0,3.0,,,,,,,,2.0,3.0,,,,4.0,21.0,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,5.0,,0.5,0.5,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,28.57142857142857,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,0.4128333333333334,,0.4161,,,,,9.7,,0.3571428571428571,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,1141.0,19.0,-9.0,42.0,42,13.0,27.0,6.0,84,2.0,2.0,1.0,1.0,1.0,1.0,,,4.0,5.0,1.0,1.0,3.0,,,6.0,7.0,2.0,4.0,,18.0,54.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,,4.0,8.0,4.0,3.0,3.0,1.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,3.0,1.0,4.0,,1.0,,3.0,,4.0,4.0,,,,,4.0,13.0,,0.6666666666666666,0.8,0.5,0.5,1.0,0.5,0.8571428571428571,1.0,1.0,0.8181818181818182,1.25,0.6666666666666666,0.8181818181818182,1.25,0.6666666666666666,0.3636363636363636,29.166666666666668,0.1666666666666666,0.1111111111111111,0.0909090909090909,0.0588235294117647,,,,0.1818181818181818,1.0,1.0,0.5,,,,0.4545454545454545,0.8,0.8,0.75,0.0909090909090909,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.5,1.0,,,,0.3333333333333333,1.0,0.5454545454545454,0.3333333333333333,0.5186636363636363,0.5694,0.5641833333333334,,,0.2777777777777778,0.2222222222222222,13.314285714285717,24.5,0.3095238095238095,,1.0,1.0,,,,,2.0,,,2.0,1.0,1.0,,,,,0.6666666666666666,0.6666666666666666,,,,,,0.3333333333333333,,,1.0,,2.0,1.0,,,,,,,,1.0,1.0,1.0,3.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203914,1610612743,Gary Harris,Gary Harris,203914,DEN,351.0,6.0,-1.0,13.0,11,5.0,4.0,4.0,24,,,,,,,,1.0,,,,,,,,,1.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.555555555555555,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.4034,,,,,,,9.2,,0.3846153846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203924,1610612743,Jerami Grant,Jerami Grant,203924,DEN,68.0,1.0,2.0,2.0,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
