EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,Fg2aBlocked,Corner3Assists,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,LongMidRangeFGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,Blocked3s,BlockedArc3,BlockedLongMidRange,Arc3PctBlocked,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Charge Fouls Drawn,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,on,OffensiveGoaltends,HeaveMakes,BlockedCorner3
1626203,1610612737,Treveon Graham,Treveon Graham,1626203,ATL,6290.0,105,-7,211,219,82,103,35,430,3.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,8.0,1.0,3.0,1.0,1.0,7.0,1.0,4.0,10.0,4.0,15.0,1.0,21.0,263,3.0,3.0,1.0,4.0,1.0,10.0,1.0,2.0,1.0,2.0,2.0,6.0,12.0,6.0,7.0,1.0,4.0,4.0,8.0,4.0,2.0,1.0,1.0,20.0,3.0,9.0,3.0,5.0,1.0,9,12.0,21,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,7.0,17.0,2.0,2.0,6.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,81,3.0,0.25,1.0,1.0,0.26666666666666666,0.25,0.26666666666666666,0.4,1.0,0.5,0.4,0.6428571428571429,0.3333333333333333,0.375,0.5,0.3333333333333333,0.6,12.8,0.25,0.2,0.10869565217391304,0.15789473684210525,0.058823529411764705,0.07692307692307693,0.08247422680412371,0.125,0.14814814814814814,0.13043478260869565,0.2857142857142857,0.1111111111111111,0.11764705882352941,0.16666666666666666,0.05405405405405406,0.07142857142857142,0.0625,0.16,0.75,0.75,0.3333333333333333,0.2,0.2,0.2,0.04,0.32,0.375,0.375,1.0,0.28,0.14285714285714285,0.14285714285714285,1.0,0.2857142857142857,1.0,0.42857142857142855,0.3333333333333333,1.0,0.14285714285714285,0.3333333333333333,1.0,0.3333333333333333,0.76,0.14285714285714285,0.5267708333333333,0.5744583333333334,0.5245833333333333,0.14285714285714285,0.3076923076923077,0.47619047619047616,0.09523809523809523,5.970000000000001,25.526666666666667,0.3886255924170616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627745,1610612737,Damian Jones,Damian Jones,1627745,ATL,21984.0,366,-121,786,789,202,224,81,1575,43.0,63.0,9.0,19.0,12.0,16.0,1.0,4.0,2.0,1.0,4.0,,,2.0,,,,44.0,69.0,1.0,4.0,28.0,119.0,990,9.0,19.0,,,3.0,21.0,12.0,17.0,2.0,38.0,74.0,14.0,3.0,14.0,,,13.0,6.0,19.0,5.0,7.0,3.0,3.0,44.0,14.0,16.0,22.0,21.0,10.0,53,32.0,85,1.0,10.0,10.0,,,1.0,,12.0,12.0,4.0,36.0,62.0,,9.0,39.0,3.0,42.0,3.0,20.0,19.0,16.0,19.0,,38.0,202,5.0,0.8409090909090909,1.0,1.0,0.25,,0.25,0.6376811594202898,0.47368421052631576,0.7058823529411765,0.6232876712328768,0.47368421052631576,0.631578947368421,0.6397849462365591,0.4772727272727273,0.6785714285714286,0.0547945205479452,11.764705882352942,,0.4,0.11052631578947368,0.08333333333333333,0.1527777777777778,0.08536585365853659,0.12874251497005987,0.08426966292134831,0.11904761904761904,0.06578947368421052,0.03125,0.06818181818181818,0.14473684210526316,0.09333333333333334,0.14782608695652175,0.1724137931034483,0.08333333333333333,0.863013698630137,0.6825396825396826,0.86,0.8372093023255814,0.0547945205479452,0.25,0.5,0.0273972602739726,0.0547945205479452,0.25,0.25,1.0,,,,,1.0,0.47368421052631576,,,,,0.8421052631578947,0.75,0.10526315789473684,0.9178082191780822,,0.6111328767123289,0.5911071428571428,0.6237578947368422,0.2222222222222222,0.23255813953488372,0.17647058823529413,0.31932773109243695,2.1507246376811593,23.15,0.25699745547073793,14.0,15.0,1.0,2.0,1.0,3.0,6.0,11.0,3.0,3.0,7.0,3.0,1.0,2.0,0.21739130434782608,0.20634920634920634,0.5,0.10526315789473684,0.15625,0.07692307692307693,0.3684210526315789,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628381,1610612737,John Collins,John Collins,1628381,ATL,39980.0,666,-55,1422,1439,337,398,162,2861,121.0,161.0,29.0,44.0,28.0,36.0,21.0,54.0,20.0,2.0,8.0,1.0,1.0,,24.0,63.0,5.0,151.0,235.0,26.0,71.0,63.0,443.0,1623,31.0,48.0,2.0,6.0,6.0,74.0,32.0,49.0,9.0,95.0,230.0,72.0,75.0,42.0,63.0,24.0,15.0,12.0,27.0,8.0,9.0,4.0,2.0,66.0,22.0,37.0,65.0,83.0,19.0,167,62.0,229,7.0,16.0,12.0,4.0,16.0,3.0,6.0,21.0,37.0,6.0,40.0,71.0,3.0,3.0,84.0,1.0,80.0,12.0,39.0,43.0,28.0,43.0,,95.0,330,6.0,0.7615894039735099,0.8846153846153846,0.9615384615384616,0.36619718309859156,0.3333333333333333,0.36619718309859156,0.6425531914893617,0.6458333333333334,0.6530612244897959,0.6209150326797386,0.6296296296296297,0.603448275862069,0.6514705882352941,0.6166666666666667,0.6597222222222222,0.23202614379084968,23.47447073474471,0.43243243243243246,0.3877551020408163,0.21502590673575128,0.10541310541310542,0.22336769759450173,0.06769230769230769,0.21861152141802068,0.08727810650887574,0.12949640287769784,0.1048951048951049,0.057971014492753624,0.06324110671936758,0.17791411042944785,0.2781456953642384,0.21585903083700442,0.25,0.07,0.5261437908496732,0.7515527950310559,0.8402777777777778,0.7768595041322314,0.17647058823529413,0.3888888888888889,0.4772727272727273,0.06535947712418301,0.026143790849673203,0.25,0.2857142857142857,1.0,0.20588235294117646,0.38095238095238093,0.38095238095238093,0.9583333333333334,0.8148148148148148,0.6590909090909091,0.018518518518518517,1.0,1.0,0.09259259259259259,0.6206896551724138,0.7777777777777778,,0.7581699346405228,0.38095238095238093,0.5597251633986927,0.5742931818181818,0.5783474137931035,0.11711711711711711,0.14885496183206107,0.1670428893905192,0.2144469525959368,4.174042553191489,25.4112676056338,0.2369901547116737,25.0,28.0,4.0,3.0,,3.0,6.0,9.0,7.0,15.0,24.0,2.0,1.0,6.0,0.11914893617021277,0.10559006211180125,0.18518518518518517,0.09090909090909091,0.08333333333333333,0.16666666666666666,0.5581395348837209,0.6190476190476191,0.1724137931034483,9.0,1.0,2.0,9.0,2.0,3.0,1.0,5.0,10.0,2.0,0.2222222222222222,0.014084507042253521,0.05,0.125,0.45,0.47368421052631576,0.8888888888888888,0.2,0.15517241379310345,0.2222222222222222,,,,,,,,,,,,,,,True,,,
1629629,1610612737,Cam Reddish,Cam Reddish,1629629,ATL,93041.0,1551,-244,3325,3350,900,1035,356,6675,74.0,142.0,13.0,22.0,19.0,34.0,33.0,93.0,69.0,26.0,81.0,2.0,4.0,18.0,57.0,169.0,18.0,130.0,304.0,83.0,250.0,101.0,610.0,3877,17.0,34.0,8.0,22.0,6.0,64.0,36.0,75.0,62.0,179.0,132.0,128.0,216.0,16.0,169.0,57.0,49.0,38.0,87.0,23.0,39.0,4.0,6.0,212.0,17.0,17.0,86.0,90.0,5.0,181,35.0,216,8.0,62.0,41.0,21.0,47.0,11.0,22.0,49.0,96.0,30.0,72.0,132.0,6.0,1.0,110.0,16.0,126.0,10.0,56.0,24.0,16.0,28.0,1.0,177.0,891,12.0,0.5076923076923077,0.5409836065573771,0.8674698795180723,0.332,0.36363636363636365,0.332,0.4276315789473684,0.5,0.48,0.45938628158844763,0.5178571428571429,0.5145985401459854,0.49836601307189543,0.5245901639344263,0.5524691358024691,0.45126353790613716,18.898690189788827,0.4895833333333333,0.043859649122807015,0.10344827586206896,0.02033492822966507,0.1376,0.023545706371191136,0.1177257525083612,0.021822849807445442,0.018072289156626505,0.029239766081871343,0.006172839506172839,0.028169014084507043,0.10869565217391304,0.07988165680473373,0.13141683778234087,0.15942028985507245,0.028368794326241134,0.2563176895306859,0.5211267605633803,0.6607142857142857,0.5135135135135135,0.16787003610108303,0.3548387096774194,0.44,0.12454873646209386,0.14620938628158844,0.32098765432098764,0.32098765432098764,0.9615384615384616,0.30505415162454874,0.33727810650887574,0.3433734939759036,0.8245614035087719,0.39285714285714285,0.5909090909090909,0.07142857142857142,0.5,1.0,0.32142857142857145,0.24817518248175183,0.5588235294117647,0.13138686131386862,0.7075812274368231,0.33727810650887574,0.5294175090252706,0.5440073529411764,0.5161861313868615,0.09333333333333334,0.16,0.10491803278688525,0.2934426229508197,7.394736842105265,25.097200000000008,0.2706766917293233,38.0,51.0,15.0,1.0,9.0,10.0,1.0,3.0,12.0,6.0,14.0,,,10.0,0.16776315789473684,0.2112676056338028,0.1935483870967742,0.011235955056179775,0.006493506493506494,0.1402439024390244,0.5,0.5757575757575758,0.46153846153846156,23.0,6.0,17.0,44.0,23.0,33.0,3.0,8.0,25.0,6.0,0.3709677419354839,0.012,0.043478260869565216,,0.3333333333333333,0.3484848484848485,0.391304347826087,0.3333333333333333,0.32116788321167883,0.38636363636363635,6.0,4.0,4.0,2.0,0.01775147928994083,1.0,0.3333333333333333,,,,,,,,True,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,12919.0,215,-40,453,447,190,209,58,900,17.0,27.0,2.0,2.0,7.0,9.0,9.0,30.0,5.0,1.0,1.0,1.0,1.0,,5.0,15.0,1.0,28.0,62.0,6.0,16.0,20.0,94.0,570,2.0,3.0,1.0,2.0,3.0,10.0,9.0,20.0,3.0,31.0,14.0,42.0,9.0,,15.0,5.0,26.0,18.0,44.0,17.0,20.0,3.0,3.0,106.0,2.0,3.0,8.0,9.0,1.0,18,5.0,23,1.0,6.0,5.0,1.0,11.0,2.0,9.0,6.0,17.0,10.0,11.0,16.0,,,23.0,,24.0,4.0,12.0,1.0,,2.0,,31.0,190,,0.25,0.25,0.5,0.375,0.5,0.375,0.45161290322580644,0.6666666666666666,0.45,0.47435897435897434,0.7,0.45652173913043476,0.5340909090909091,0.7142857142857143,0.5344827586206896,0.20512820512820512,20.19230769230769,0.6470588235294118,0.058823529411764705,0.07758620689655173,0.022900763358778626,0.0963855421686747,0.023809523809523808,0.08542713567839195,0.023255813953488372,,0.05263157894736842,,0.031746031746031744,,0.061224489795918366,0.1111111111111111,0.05,0.027777777777777776,0.34615384615384615,0.6296296296296297,0.7391304347826086,0.23529411764705882,0.38461538461538464,0.3,0.3103448275862069,0.0641025641025641,0.01282051282051282,1.0,1.0,1.0,0.19230769230769232,0.3333333333333333,0.3333333333333333,0.4,0.4,1.0,0.2,1.0,1.0,0.2,0.391304347826087,0.7777777777777778,,0.5512820512820513,0.3333333333333333,0.5083692307692307,0.49477499999999996,0.4991021739130434,0.13953488372093023,0.17142857142857143,0.10638297872340426,0.32978723404255317,6.480645161290323,25.7625,0.4194260485651214,10.0,5.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,,,2.0,0.08064516129032258,0.14814814814814814,0.03333333333333333,,,0.21428571428571427,,0.3333333333333333,,2.0,,1.0,3.0,1.0,9.0,,1.0,2.0,2.0,0.3333333333333333,,,,0.4,0.4,,,0.13043478260869565,0.3333333333333333,,1.0,1.0,,,,,1.0,,,,,,,True,,,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,60495.0,1008,-96,2187,2205,526,595,219,4392,79.0,127.0,4.0,7.0,21.0,30.0,68.0,152.0,52.0,9.0,14.0,3.0,4.0,5.0,86.0,255.0,9.0,168.0,331.0,95.0,269.0,224.0,845.0,2621,13.0,24.0,7.0,13.0,10.0,57.0,45.0,91.0,74.0,282.0,48.0,288.0,75.0,2.0,255.0,86.0,195.0,94.0,289.0,66.0,162.0,26.0,7.0,672.0,5.0,10.0,49.0,47.0,3.0,99,17.0,116,9.0,28.0,15.0,13.0,91.0,17.0,68.0,40.0,131.0,25.0,28.0,57.0,2.0,1.0,231.0,6.0,269.0,17.0,75.0,5.0,4.0,5.0,,276.0,518,10.0,0.14285714285714285,0.1437125748502994,0.2631578947368421,0.35315985130111527,0.5384615384615384,0.35315985130111527,0.5075528700906344,0.5416666666666666,0.4945054945054945,0.5175,0.6351351351351351,0.5545454545454546,0.5889830508474576,0.6829268292682927,0.6435185185185185,0.4483333333333333,34.31613431613432,0.6946564885496184,0.036585365853658534,0.08274647887323944,0.019193857965451054,0.11835748792270531,0.01079913606911447,0.09775967413441955,0.01524390243902439,0.014285714285714285,0.028708133971291867,0.00980392156862745,0.0136986301369863,0.044897959183673466,0.11162790697674418,0.13395638629283488,0.06451612903225806,0.030100334448160536,0.21166666666666667,0.6220472440944882,0.7247706422018348,0.11392405063291139,0.25333333333333335,0.4473684210526316,0.4857142857142857,0.08666666666666667,0.023333333333333334,0.6428571428571429,0.6923076923076923,1.0,0.425,0.33725490196078434,0.3412698412698413,0.18604651162790697,0.1891891891891892,0.5714285714285714,0.10810810810810811,0.75,1.0,0.24324324324324326,0.18181818181818182,0.7,0.030303030303030304,0.66,0.33725490196078434,0.5037362563237774,0.4919571428571428,0.4820895061728396,0.1447562776957164,0.1928020565552699,0.06745562130177515,0.3337278106508876,7.738368580060428,27.61933085501859,0.24051211705532693,99.0,31.0,28.0,2.0,2.0,3.0,5.0,1.0,31.0,,2.0,,,24.0,0.09365558912386707,0.14173228346456693,0.07894736842105263,0.03571428571428571,,0.1111111111111111,0.4,0.19117647058823528,0.25,21.0,4.0,27.0,69.0,31.0,210.0,4.0,9.0,23.0,6.0,0.4189189189189189,0.01486988847583643,0.019230769230769232,0.07142857142857142,0.40384615384615385,0.4117647058823529,0.09523809523809523,0.4444444444444444,0.41818181818181815,0.391304347826087,4.0,,,1.0,0.011764705882352941,0.75,0.8,6.0,1.0,4.0,14.0,23.0,0.0798611111111111,,True,,,
1629631,1610612737,De'Andre Hunter,De'Andre Hunter,1629631,ATL,57155.0,953,-139,2045,2060,451,492,222,4105,53.0,88.0,7.0,13.0,10.0,20.0,19.0,60.0,44.0,19.0,44.0,4.0,6.0,12.0,39.0,90.0,9.0,91.0,192.0,58.0,134.0,59.0,415.0,2391,11.0,20.0,10.0,15.0,9.0,61.0,11.0,27.0,32.0,102.0,96.0,86.0,162.0,10.0,89.0,39.0,28.0,23.0,51.0,11.0,15.0,9.0,4.0,125.0,13.0,13.0,66.0,47.0,10.0,123,27.0,150,4.0,25.0,17.0,8.0,30.0,3.0,13.0,22.0,52.0,11.0,38.0,86.0,4.0,3.0,66.0,6.0,82.0,8.0,34.0,12.0,6.0,12.0,1.0,100.0,444,7.0,0.5274725274725275,0.5581395348837209,0.9310344827586207,0.43283582089552236,0.6666666666666666,0.43609022556390975,0.4739583333333333,0.55,0.4074074074074074,0.5460122699386503,0.7428571428571429,0.6694915254237288,0.5732044198895028,0.782051282051282,0.6986301369863014,0.4110429447852761,17.96875,0.5769230769230769,0.14925373134328357,0.08719851576994433,0.02480916030534351,0.1741424802110818,0.029612756264236904,0.12309368191721133,0.02699896157840083,0.03317535545023697,0.02912621359223301,,0.023054755043227664,0.07488986784140969,0.07109004739336493,0.17725752508361203,0.1625,0.02666666666666667,0.26993865030674846,0.6022727272727273,0.7066666666666667,0.5849056603773585,0.18404907975460122,0.31666666666666665,0.3877551020408163,0.13496932515337423,0.13496932515337423,0.4318181818181818,0.4418604651162791,0.9473684210526315,0.27607361963190186,0.43333333333333335,0.43820224719101125,0.9230769230769231,0.37142857142857144,0.5384615384615384,0.17142857142857143,0.6666666666666666,1.0,0.2571428571428571,0.3389830508474576,0.5,0.2033898305084746,0.6809815950920245,0.43820224719101125,0.5205898461538463,0.5408680000000001,0.5551474137931036,0.1016949152542373,0.1559633027522936,0.14698795180722893,0.2457831325301205,7.555208333333334,25.211940298507468,0.22053789731051346,23.0,24.0,12.0,1.0,1.0,5.0,5.0,4.0,8.0,5.0,7.0,,,6.0,0.125,0.14772727272727273,0.18333333333333332,0.02,0.05434782608695652,0.1485148514851485,0.5833333333333334,0.3684210526315789,0.14285714285714285,19.0,6.0,12.0,20.0,19.0,12.0,2.0,2.0,17.0,6.0,0.59375,0.014925373134328358,,0.022727272727272728,0.4318181818181818,0.4318181818181818,0.5263157894736842,0.6666666666666666,0.3389830508474576,0.6,7.0,,,1.0,0.011111111111111112,1.0,0.5833333333333334,1.0,,,,2.0,0.014705882352941176,1.0,True,,,
1629164,1610612737,Brandon Goodwin,Brandon Goodwin,1629164,ATL,8373.0,140,-52,295,300,114,134,29,595,7.0,13.0,,1.0,2.0,5.0,6.0,14.0,7.0,,7.0,,,3.0,11.0,23.0,1.0,15.0,34.0,11.0,30.0,7.0,70.0,345,1.0,4.0,,1.0,,2.0,7.0,16.0,11.0,35.0,8.0,22.0,15.0,,23.0,11.0,13.0,7.0,20.0,6.0,10.0,2.0,1.0,47.0,2.0,2.0,4.0,11.0,2.0,17,4.0,21,,3.0,2.0,1.0,7.0,2.0,6.0,3.0,10.0,2.0,7.0,19.0,,,6.0,2.0,8.0,1.0,2.0,,,,,35.0,114,3.0,0.26666666666666666,0.26666666666666666,0.45454545454545453,0.36666666666666664,,0.36666666666666664,0.4411764705882353,0.25,0.4375,0.4921875,0.2,0.5370370370370371,0.5223880597014925,0.2,0.5833333333333334,0.46875,23.26283987915408,0.7,0.15384615384615385,0.14473684210526316,0.023529411764705882,0.0784313725490196,0.03076923076923077,0.11811023622047244,0.02666666666666667,0.03225806451612903,0.025,,0.041666666666666664,0.09523809523809523,0.1111111111111111,0.07692307692307693,0.08333333333333333,,0.203125,0.5384615384615384,0.7,0.2857142857142857,0.21875,0.42857142857142855,0.46153846153846156,0.109375,0.109375,,,,0.359375,0.4782608695652174,0.4782608695652174,0.45454545454545453,0.2,,,,,0.2,0.18518518518518517,0.4,0.1111111111111111,0.671875,0.4782608695652174,0.5016359375000001,0.439825,0.48118148148148154,0.045454545454545456,0.05714285714285714,0.02857142857142857,0.5,8.161764705882351,25.536666666666658,0.3864406779661017,6.0,4.0,1.0,,,,1.0,,1.0,,,,,1.0,0.11764705882352941,0.23076923076923078,0.07142857142857142,,,0.2631578947368421,,0.16666666666666666,,2.0,,5.0,8.0,5.0,18.0,,,1.0,1.0,0.45454545454545453,,,,0.2857142857142857,0.2857142857142857,0.5,,0.2962962962962963,0.625,,,,,,,,,,,,1.0,0.03225806451612903,,True,,,
1629718,1610612737,Charles Brown Jr.,Charles Brown Jr.,1629718,ATL,995.0,17,8,34,36,26,25,4,70,,2.0,,,,2.0,1.0,2.0,1.0,,1.0,,,1.0,,1.0,,1.0,5.0,,2.0,2.0,4.0,31,1.0,1.0,,,,2.0,1.0,4.0,2.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,1.0,,1,1.0,2,,2.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,3.0,1.0,2.0,,1.0,1.0,,1.0,,2.0,26,,1.0,1.0,,,,,0.2,1.0,0.25,0.14285714285714285,1.0,0.16666666666666666,0.25,1.0,0.16666666666666666,0.2857142857142857,23.076923076923077,1.0,,0.2,,,,0.0625,,,,,,0.3333333333333333,,,,,0.2857142857142857,,,,0.2857142857142857,0.5,0.5,0.14285714285714285,0.14285714285714285,,,,0.14285714285714285,,,,,,,,,,0.3333333333333333,,0.16666666666666666,0.5714285714285714,,0.5256357142857143,,0.5419083333333333,0.125,0.16666666666666666,0.5,0.5,6.2,25.35,0.7647058823529411,,,,1.0,,,,,,1.0,,,,,,,,0.5,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,True,,,
1713,1610612737,Vince Carter,Vince Carter,1713,ATL,20497.0,342,3,737,719,270,310,69,1456,4.0,7.0,1.0,1.0,3.0,3.0,5.0,13.0,13.0,4.0,13.0,1.0,3.0,5.0,24.0,70.0,7.0,13.0,33.0,28.0,83.0,15.0,125.0,812,1.0,1.0,4.0,10.0,2.0,16.0,4.0,9.0,30.0,42.0,14.0,12.0,75.0,,70.0,24.0,10.0,10.0,20.0,5.0,9.0,,1.0,50.0,1.0,6.0,17.0,14.0,8.0,39,8.0,47,1.0,7.0,7.0,,4.0,,4.0,4.0,8.0,2.0,19.0,34.0,,1.0,15.0,2.0,20.0,1.0,5.0,10.0,7.0,11.0,,42.0,267,4.0,0.5384615384615384,0.5384615384615384,0.8928571428571429,0.3373493975903614,0.4,0.3373493975903614,0.3939393939393939,1.0,0.4444444444444444,0.47413793103448276,0.6363636363636364,0.41025641025641024,0.5,0.6666666666666666,0.4666666666666667,0.7155172413793104,16.19975639464068,0.5,0.32,0.07777777777777778,0.03428571428571429,0.12878787878787878,0.005813953488372093,0.09935897435897435,0.020172910662824207,0.0625,0.02857142857142857,,0.007194244604316547,0.08860759493670886,0.07575757575757576,0.1188118811881188,0.16129032258064516,0.0136986301369863,0.0603448275862069,0.5714285714285714,0.5714285714285714,0.5,0.11206896551724138,0.38461538461538464,0.38461538461538464,0.11206896551724138,0.11206896551724138,0.3076923076923077,0.3076923076923077,0.75,0.603448275862069,0.34285714285714286,0.34285714285714286,0.9166666666666666,0.09090909090909091,1.0,0.2727272727272727,0.3333333333333333,,0.6363636363636364,0.07692307692307693,1.0,0.1282051282051282,0.7758620689655172,0.34285714285714286,0.5123013043478261,0.572535,0.5127039473684212,0.049586776859504134,0.13513513513513514,0.128,0.336,12.027272727272726,25.787951807228918,0.36635006784260515,10.0,,5.0,1.0,,2.0,1.0,,4.0,3.0,4.0,,,3.0,,,,0.047619047619047616,,0.05714285714285714,0.36363636363636365,0.6,,4.0,3.0,7.0,25.0,8.0,9.0,,,,2.0,0.26666666666666666,,,,0.3076923076923077,0.3076923076923077,0.5,0.42857142857142855,0.6410256410256411,0.28,1.0,1.0,1.0,,,0.6666666666666666,0.2,,,,,1.0,0.011904761904761904,,True,,,
